actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-12-07T00:10:38.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-07T00:10:38Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M52.00S,2023-12-07T00:10:45.4Z,1,REGULAR,jumpball,recovered,[],1628991,,,1610612763,0,0,2023-12-07T00:10:45Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. J. Duren: Tip to J. Jackson Jr.,"[1628991, 1628991, 1631105]",1610612763.0,MEM,startperiod,J. Jackson Jr.,1628991.0,Jackson Jr.,J. Jackson Jr.,Jackson Jr.,1628991.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-12-07T00:10:54.1Z,1,REGULAR,3pt,Jump Shot,[],1630217,70.38436268068331,22.30392156862745,1610612763,0,0,2023-12-07T00:11:15Z,70000,False,-138.0,226.0,1,right,MISS D. Bane 26' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,26.5,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2023-12-07T00:10:57.1Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,0,0,2023-12-07T00:11:15Z,80000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M21.00S,2023-12-07T00:11:16.3Z,1,REGULAR,3pt,Jump Shot,[],1630165,28.465834428383708,73.0392156862745,1610612765,0,0,2023-12-07T00:11:22Z,90000,False,-115.0,215.0,1,left,MISS K. Hayes 24' 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Left Center,24.4,Missed,,,,,,,,,,,,,,,,,,
10,PT11M19.00S,2023-12-07T00:11:18.4Z,1,REGULAR,rebound,defensive,[],202687,,,1610612763,0,0,2023-12-07T00:11:18Z,100000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:1),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M11.00S,2023-12-07T00:11:27.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201565,92.85479632063075,54.166666666666664,1610612763,0,0,2023-12-07T00:11:33Z,110000,False,21.0,15.0,1,right,MISS D. Rose driving Layup,[201565],1610612763.0,MEM,driving,,,Rose,D. Rose,,,,,Restricted Area,0-8 Center,2.55,Missed,,,,,,,,,,,,,,,,,,
12,PT11M08.00S,2023-12-07T00:11:29.7Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,0,0,2023-12-07T00:11:29Z,120000,False,,,0,,J. Duren REBOUND (Off:0 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,11.0,2.0,2.0,0.0,,,,,,,,,,,,,,
13,PT11M02.00S,2023-12-07T00:11:35.4Z,1,REGULAR,3pt,Jump Shot,[],1630191,29.38567674113009,70.34313725490196,1610612765,0,0,2023-12-07T00:11:41Z,130000,False,-102.0,224.0,1,left,MISS I. Stewart 24' 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,24.57,Missed,,,,,,,,,,,,,,,,,,
14,PT11M02.00S,2023-12-07T00:11:35.4Z,1,REGULAR,rebound,defensive,[],1631223,,,1610612763,0,0,2023-12-07T00:11:41Z,140000,False,,,0,,D. Roddy REBOUND (Off:0 Def:1),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Left Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M47.00S,2023-12-07T00:11:51.5Z,1,REGULAR,3pt,Jump Shot,[],1630217,65.91655716162943,40.19607843137255,1610612763,0,0,2023-12-07T00:12:10Z,150000,False,-49.0,268.0,1,right,MISS D. Bane 27' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,27.23,Missed,,,,,,,,,,,,,,,,,,
16,PT10M43.00S,2023-12-07T00:11:55.5Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,0,0,2023-12-07T00:12:00Z,160000,False,,,0,,J. Duren REBOUND (Off:0 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,15.0,3.0,3.0,0.0,,,,,,,,,,,,,,
17,PT10M38.00S,2023-12-07T00:12:03.0Z,1,REGULAR,turnover,out-of-bounds,[],202711,,,1610612765,0,0,2023-12-07T00:12:13Z,170000,False,,,0,,B. Bogdanovic bad pass out-of-bounds TURNOVER (1 TO),[202711],1610612765.0,DET,bad pass,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Right,,,,,,,2004.0,1.0,,,,,,,,,,,,
18,PT10M23.00S,2023-12-07T00:12:21.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628991,93.11760840998686,63.970588235294116,1610612763,0,2,2023-12-07T00:12:28Z,180000,False,70.0,12.0,1,right,J. Jackson Jr. 7' turnaround Hook (2 PTS),[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.1,Made,,,,,,,2.0,,,,,,,,,,,
19,PT10M15.00S,2023-12-07T00:12:29.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,4.681340341655716,52.450980392156865,1610612765,0,2,2023-12-07T00:13:16Z,190000,False,-12.0,-8.0,1,left,MISS B. Bogdanovic driving Layup - blocked,"[202711, 1630217]",1610612765.0,DET,driving,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,1.5,Missed,,,,,,,,Bane,1630217.0,,,,,,,,,
20,PT10M15.00S,2023-12-07T00:12:29.4Z,1,REGULAR,block,,[],1630217,,,1610612765,0,2,2023-12-07T00:12:31Z,200000,False,,,0,,D. Bane BLOCK (1 BLK),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M12.00S,2023-12-07T00:12:32.4Z,1,REGULAR,rebound,defensive,[],202687,,,1610612763,0,2,2023-12-07T00:12:34Z,210000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:2),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,19.0,2.0,2.0,0.0,,,,,,,,,,,,,,
22,PT10M03.00S,2023-12-07T00:12:40.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,91.14651773981603,46.81372549019608,1610612763,0,2,2023-12-07T00:12:45Z,220000,False,-16.0,31.0,1,right,MISS D. Bane driving Layup,[1630217],1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,3.46,Missed,,,,,,,,,,,,,,,,,,
23,PT10M00.00S,2023-12-07T00:12:43.8Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,0,2,2023-12-07T00:17:51Z,230000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT09M57.00S,2023-12-07T00:12:47.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202711,6.521024967148489,51.470588235294116,1610612765,2,2,2023-12-07T00:14:30Z,240000,False,-7.0,9.0,1,left,B. Bogdanovic running Layup (2 PTS) (C. Cunningham 1 AST),"[202711, 1630595]",1610612765.0,DET,running,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,,,2.0,,,C. Cunningham,1630595.0,1.0,,,,,,
26,PT09M42.00S,2023-12-07T00:13:02.4Z,1,REGULAR,3pt,Jump Shot,[],1630217,83.52496714848883,4.901960784313726,1610612763,2,5,2023-12-07T00:13:17Z,260000,False,-225.0,102.0,1,right,D. Bane 24' 3PT  (3 PTS) (D. Rose 1 AST),"[1630217, 201565]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,24.77,Made,,,,,,,3.0,,,D. Rose,201565.0,1.0,,,,,,
28,PT09M23.00S,2023-12-07T00:13:21.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,7.178055190538765,48.03921568627451,1610612765,2,5,2023-12-07T00:13:31Z,280000,False,10.0,15.0,1,left,MISS J. Duren Layup,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.79,Missed,,,,,,,,,,,,,,,,,,
29,PT09M21.00S,2023-12-07T00:13:23.2Z,1,REGULAR,rebound,defensive,[],202687,,,1610612763,2,5,2023-12-07T00:13:31Z,290000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:3),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,28.0,3.0,3.0,0.0,,,,,,,,,,,,,,
30,PT09M12.00S,2023-12-07T00:13:31.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,85.10183968462549,57.84313725490197,1610612763,2,7,2023-12-07T00:13:38Z,300000,False,39.0,88.0,1,right,D. Bane 9' driving floating Jump Shot (5 PTS) (D. Roddy 1 AST),"[1630217, 1631223]",1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,9.59,Made,,,,,,,5.0,,,D. Roddy,1631223.0,1.0,,,,,,
32,PT09M03.00S,2023-12-07T00:13:40.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,5.863994743758213,51.225490196078425,1610612765,4,7,2023-12-07T00:13:55Z,320000,False,-6.0,3.0,1,left,C. Cunningham driving finger roll Layup (2 PTS),[1630595],1610612765.0,DET,driving finger roll,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,0.66,Made,,,,,,,2.0,,,,,,,,,,,
33,PT08M49.00S,2023-12-07T00:13:56.0Z,1,REGULAR,turnover,bad pass,[],201565,,,1610612763,4,7,2023-12-07T00:14:02Z,330000,False,,,0,,D. Rose bad pass TURNOVER (1 TO),"[201565, 202711]",1610612763.0,MEM,,,,Rose,D. Rose,,,,,Mid-Range,8-16 Left,,,,,,,,1.0,,,,,,,Bogdanovic,202711.0,,,,
34,PT08M49.00S,2023-12-07T00:13:56.0Z,1,REGULAR,steal,,[],202711,,,1610612765,4,7,2023-12-07T00:13:58Z,340000,False,,,0,,B. Bogdanovic STEAL (1 STL),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
35,PT08M45.00S,2023-12-07T00:13:59.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630165,4.812746386333772,51.470588235294116,1610612765,6,7,2023-12-07T00:14:08Z,350000,False,-7.0,-7.0,1,left,K. Hayes running DUNK (2 PTS) (B. Bogdanovic 1 AST),"[1630165, 202711]",1610612765.0,DET,running,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,,,2.0,,,B. Bogdanovic,202711.0,1.0,,,,,,
37,PT08M20.00S,2023-12-07T00:14:24.6Z,1,REGULAR,2pt,Jump Shot,[],1630217,86.02168199737189,78.43137254901961,1610612763,6,9,2023-12-07T00:14:31Z,370000,False,142.0,79.0,1,right,D. Bane 16' fadeaway Jump Shot (7 PTS) (B. Biyombo 1 AST),"[1630217, 202687]",1610612763.0,MEM,fadeaway,,,Bane,D. Bane,,,,,Mid-Range,16-24 Right,16.26,Made,,,,,,,7.0,,,B. Biyombo,202687.0,1.0,,,,,,
38,PT07M57.00S,2023-12-07T00:14:46.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,5.469776609724048,50.245098039215684,1610612765,8,9,2023-12-07T00:14:50Z,380000,False,-1.0,-1.0,1,left,J. Duren DUNK (2 PTS) (B. Bogdanovic 2 AST),"[1631105, 202711]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.16,Made,,,,,,,2.0,,,B. Bogdanovic,202711.0,2.0,,,,,,
40,PT07M46.00S,2023-12-07T00:14:57.9Z,1,REGULAR,turnover,bad pass,[],201565,,,1610612763,8,9,2023-12-07T00:15:02Z,400000,False,,,0,,D. Rose bad pass TURNOVER (2 TO),"[201565, 202711]",1610612763.0,MEM,,,,Rose,D. Rose,,,,,Mid-Range,16-24 Right,,,,,,,,2.0,,,,,,,Bogdanovic,202711.0,,,,
41,PT07M46.00S,2023-12-07T00:14:57.9Z,1,REGULAR,steal,,[],202711,,,1610612765,8,9,2023-12-07T00:15:00Z,410000,False,,,0,,B. Bogdanovic STEAL (2 STL),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
42,PT07M30.00S,2023-12-07T00:15:14.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630165,12.959921156373195,95.83333333333334,1610612765,11,9,2023-12-07T00:15:19Z,420000,False,-229.0,69.0,1,left,K. Hayes 3PT  (5 PTS) (C. Cunningham 2 AST),"[1630165, 1630595]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Left Corner 3,24+ Left,23.94,Made,,,,,,,5.0,,,C. Cunningham,1630595.0,2.0,,,,,,
44,PT07M29.00S,2023-12-07T00:15:23.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,11,9,2023-12-07T00:15:23Z,440000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M07.00S,2023-12-07T00:18:28.1Z,1,REGULAR,2pt,Jump Shot,[],1630217,71.43561103810775,47.05882352941176,1610612763,11,9,2023-12-07T00:18:33Z,450000,False,-15.0,216.0,1,right,MISS D. Bane 21' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Mid-Range,16-24 Center,21.65,Missed,,,,,,,,,,,,,,,,,,
46,PT07M05.00S,2023-12-07T00:18:30.1Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,11,9,2023-12-07T00:18:33Z,460000,False,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Center,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,,
47,PT07M02.00S,2023-12-07T00:18:33.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202711,25.312089356110377,13.970588235294118,1610612765,11,9,2023-12-07T00:18:50Z,470000,False,180.0,185.0,1,left,MISS B. Bogdanovic 25' running 3PT,[202711],1610612765.0,DET,running,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,25.85,Missed,,,,,,,,,,,,,,,,,,
48,PT06M58.00S,2023-12-07T00:18:37.3Z,1,REGULAR,rebound,defensive,[],202687,,,1610612763,11,9,2023-12-07T00:18:39Z,480000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:4),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Right Center,,,47.0,4.0,4.0,0.0,,,,,,,,,,,,,,
49,PT06M48.00S,2023-12-07T00:18:51.6Z,1,REGULAR,foul,personal,[],1630191,,,1610612763,11,9,2023-12-07T00:19:02Z,490000,False,,,0,,I. Stewart personal FOUL (1 PF),"[1630191, 1628991]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Right,,,,,,,1626301.0,,,,,,,,,,1.0,0.0,Jackson Jr.,1628991.0
51,PT06M48.00S,2023-12-07T00:18:58.4Z,1,REGULAR,substitution,out,[],201565,,,1610612763,11,9,2023-12-07T00:19:02Z,510000,False,,,0,,SUB out: D. Rose,[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M48.00S,2023-12-07T00:18:58.4Z,1,REGULAR,substitution,in,[],1629669,,,1610612763,11,9,2023-12-07T00:19:02Z,520000,False,,,0,,SUB in: J. Nowell,[1629669],1610612763.0,MEM,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M43.00S,2023-12-07T00:19:13.3Z,1,REGULAR,3pt,Jump Shot,[],1628991,67.49342969776609,62.745098039215684,1610612763,11,12,2023-12-07T00:19:41Z,530000,False,64.0,253.0,1,right,J. Jackson Jr. 26' 3PT  (5 PTS) (D. Bane 1 AST),"[1628991, 1630217]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,26.1,Made,,,,,,,5.0,,,D. Bane,1630217.0,1.0,,,,,,
55,PT06M27.00S,2023-12-07T00:19:32.6Z,1,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612765,11,12,2023-12-07T00:19:40Z,550000,False,,,0,,D. Bane shooting personal FOUL (1 PF) (Bogdanovic 2 FT),"[1630217, 202711]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628954.0,,,,,,,,,,1.0,0.0,Bogdanovic,202711.0
57,PT06M27.00S,2023-12-07T00:20:05.1Z,1,REGULAR,freethrow,1 of 2,[],202711,,,1610612765,12,12,2023-12-07T00:20:05Z,570000,False,,,0,,B. Bogdanovic Free Throw 1 of 2 (3 PTS),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
58,PT06M27.00S,2023-12-07T00:20:35.3Z,1,REGULAR,freethrow,2 of 2,[],202711,,,1610612765,13,12,2023-12-07T00:20:35Z,580000,False,,,0,,B. Bogdanovic Free Throw 2 of 2 (4 PTS),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
59,PT06M06.00S,2023-12-07T00:20:56.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202687,88.25558475689881,48.28431372549019,1610612763,13,12,2023-12-07T00:21:02Z,590000,False,-9.0,58.0,1,right,MISS B. Biyombo turnaround Hook,[202687],1610612763.0,MEM,turnaround,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,5.85,Missed,,,,,,,,,,,,,,,,,,
60,PT06M02.00S,2023-12-07T00:21:00.9Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,13,12,2023-12-07T00:21:02Z,600000,False,,,0,,I. Stewart REBOUND (Off:0 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,59.0,2.0,2.0,0.0,,,,,,,,,,,,,,
61,PT05M53.00S,2023-12-07T00:21:09.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,7.30946123521682,45.09803921568628,1610612765,15,12,2023-12-07T00:21:13Z,610000,False,25.0,16.0,1,left,J. Duren Layup (4 PTS) (B. Bogdanovic 3 AST),"[1631105, 202711]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.94,Made,,,,,,,4.0,,,B. Bogdanovic,202711.0,3.0,,,,,,
63,PT05M39.00S,2023-12-07T00:21:24.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,88.78120893561103,45.588235294117645,1610612763,15,14,2023-12-07T00:21:29Z,630000,False,-22.0,53.0,1,right,J. Jackson Jr. driving floating Jump Shot (7 PTS) (D. Bane 2 AST),"[1628991, 1630217]",1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.74,Made,,,,,,,7.0,,,D. Bane,1630217.0,2.0,,,,,,
65,PT05M30.00S,2023-12-07T00:21:33.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,6.783837056504599,49.01960784313725,1610612765,17,14,2023-12-07T00:21:38Z,650000,False,5.0,11.0,1,left,C. Cunningham driving Layup (4 PTS) (K. Hayes 1 AST),"[1630595, 1630165]",1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,,,4.0,,,K. Hayes,1630165.0,1.0,,,,,,
67,PT05M17.00S,2023-12-07T00:21:46.6Z,1,REGULAR,turnover,bad pass,[],202687,,,1610612763,17,14,2023-12-07T00:21:56Z,670000,False,,,0,,B. Biyombo bad pass TURNOVER (1 TO),"[202687, 1630595]",1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,,,,,,,Cunningham,1630595.0,,,,
68,PT05M17.00S,2023-12-07T00:21:46.6Z,1,REGULAR,steal,,[],1630595,,,1610612765,17,14,2023-12-07T00:21:48Z,680000,False,,,0,,C. Cunningham STEAL (1 STL),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
69,PT05M10.00S,2023-12-07T00:21:55.1Z,1,REGULAR,foul,personal,[],1631223,,,1610612765,17,14,2023-12-07T00:22:09Z,690000,False,,,0,,D. Roddy personal FOUL (1 PF),"[1631223, 202711]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Mid-Range,8-16 Left,,,,,,,1628954.0,,,,,,,,,,1.0,0.0,Bogdanovic,202711.0
71,PT05M10.00S,2023-12-07T00:22:02.2Z,1,REGULAR,substitution,out,[],1630165,,,1610612765,17,14,2023-12-07T00:22:17Z,710000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M10.00S,2023-12-07T00:22:02.2Z,1,REGULAR,substitution,out,[],1630191,,,1610612765,17,14,2023-12-07T00:22:17Z,720000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M10.00S,2023-12-07T00:22:02.2Z,1,REGULAR,substitution,out,[],1628991,,,1610612765,17,14,2023-12-07T00:22:17Z,730000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M10.00S,2023-12-07T00:22:02.2Z,1,REGULAR,substitution,out,[],1631223,,,1610612765,17,14,2023-12-07T00:22:17Z,740000,False,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M10.00S,2023-12-07T00:22:02.2Z,1,REGULAR,substitution,in,[],1630587,,,1610612765,17,14,2023-12-07T00:22:17Z,750000,False,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M10.00S,2023-12-07T00:22:02.2Z,1,REGULAR,substitution,in,[],1631204,,,1610612765,17,14,2023-12-07T00:22:17Z,760000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M10.00S,2023-12-07T00:22:02.2Z,1,REGULAR,substitution,in,[],1630583,,,1610612765,17,14,2023-12-07T00:22:17Z,770000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M10.00S,2023-12-07T00:22:02.2Z,1,REGULAR,substitution,in,[],1631246,,,1610612765,17,14,2023-12-07T00:22:17Z,780000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M05.00S,2023-12-07T00:22:23.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630595,26.49474375821288,44.6078431372549,1610612765,19,14,2023-12-07T00:22:27Z,790000,False,27.0,197.0,1,left,C. Cunningham 19' pullup Jump Shot (6 PTS) (B. Bogdanovic 4 AST),"[1630595, 202711]",1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Center,19.84,Made,,,,,,,6.0,,,B. Bogdanovic,202711.0,4.0,,,,,,
81,PT04M52.00S,2023-12-07T00:22:36.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629669,88.38699080157687,38.23529411764706,1610612763,19,16,2023-12-07T00:23:19Z,810000,False,-59.0,57.0,1,right,J. Nowell 8' driving floating Jump Shot (2 PTS),[1629669],1610612763.0,MEM,driving floating,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),8-16 Left,8.17,Made,,,,,,,2.0,,,,,,,,,,,
82,PT04M38.00S,2023-12-07T00:22:51.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,6.1268068331143235,44.36274509803921,1610612765,21,16,2023-12-07T00:22:55Z,820000,False,28.0,5.0,1,left,B. Bogdanovic driving Layup (6 PTS),[202711],1610612765.0,DET,driving,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,2.87,Made,,,,,,,6.0,,,,,,,,,,,
84,PT04M23.00S,2023-12-07T00:23:10.4Z,1,REGULAR,substitution,out,[],202711,,,1610612763,21,16,2023-12-07T00:23:14Z,840000,False,,,0,,SUB out: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M23.00S,2023-12-07T00:23:10.4Z,1,REGULAR,substitution,in,[],202692,,,1610612763,21,16,2023-12-07T00:23:14Z,850000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M23.00S,2023-12-07T00:23:10.4Z,1,REGULAR,substitution,out,[],1630595,,,1610612763,21,16,2023-12-07T00:23:29Z,860000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M23.00S,2023-12-07T00:23:10.4Z,1,REGULAR,substitution,in,[],1641709,,,1610612763,21,16,2023-12-07T00:23:29Z,870000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
