actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
245,PT04M53.00S,2024-03-11T23:52:33.6Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,48,38,2024-03-11T23:52:41Z,2440000,False,,,0,,J. Duren REBOUND (Off:2 Def:1),[1631105],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Center,,,Duren,J. Duren,244.0,3.0,1.0,2.0,,,,,,,,,,,,,,
246,PT04M45.00S,2024-03-11T23:52:41.7Z,2,REGULAR,3pt,Jump Shot,[],1630595,15.982260183968464,93.62745098039215,1610612765,48,38,2024-03-11T23:52:45Z,2450000,False,-218.0,98.0,1,left,MISS C. Cunningham 3PT,[1630595],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,23.9,Missed,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
247,PT04M42.00S,2024-03-11T23:52:44.7Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612766,48,38,2024-03-11T23:52:45Z,2460000,False,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,,,Williams,G. Williams,246.0,2.0,2.0,0.0,,,,,,,,,,,,,,
248,PT04M25.00S,2024-03-11T23:53:01.2Z,2,REGULAR,3pt,Jump Shot,[],203995,67.49342969776609,58.57843137254902,1610612766,48,41,2024-03-11T23:53:06Z,2470000,False,43.0,253.0,1,right,V. Micic 25' 3PT pullup (6 PTS) (A. Pokusevski 1 AST),"[203995, 1630197]",1610612766.0,CHA,pullup,,,,,,Above the Break 3,24+ Center,25.67,Made,Micic,V. Micic,,,,,6.0,A. Pokusevski,1630197.0,1.0,,,,,,,,,,
250,PT04M15.00S,2024-03-11T23:53:14.7Z,2,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612765,48,41,2024-03-11T23:53:27Z,2490000,False,,,0,,G. Williams shooting personal FOUL (2 PF) (Duren 2 FT),"[1629684, 1631105]",1610612766.0,CHA,shooting,,,,,,In The Paint (Non-RA),8-16 Right,,,Williams,G. Williams,,,,,,,,,,,,2002.0,2.0,0.0,Duren,1631105.0,,
252,PT04M15.00S,2024-03-11T23:53:54.1Z,2,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,48,41,2024-03-11T23:53:54Z,2510000,False,,,0,,MISS J. Duren Free Throw 1 of 2,[1631105],1610612765.0,DET,,,,,,,,,,Missed,Duren,J. Duren,,,,,,,,,,,,,,,,,,
253,PT04M15.00S,2024-03-11T23:53:54.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,48,41,2024-03-11T23:53:54Z,2520000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,252.0,,,,,,,,,,,,,,,,,
254,PT04M15.00S,2024-03-11T23:54:14.5Z,2,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,48,41,2024-03-11T23:54:14Z,2530000,False,,,0,,MISS J. Duren Free Throw 2 of 2,[1631105],1610612765.0,DET,,,,,,,,,,Missed,Duren,J. Duren,,,,,,,,,,,,,,,,,,
255,PT04M12.00S,2024-03-11T23:54:16.1Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,48,41,2024-03-11T23:54:16Z,2540000,False,,,0,,M. Bridges REBOUND (Off:1 Def:1),[1628970],1610612766.0,CHA,,,,,,,,,,,Bridges,M. Bridges,254.0,2.0,1.0,1.0,,,,,,,,,,,,,,
256,PT04M02.00S,2024-03-11T23:54:26.3Z,2,REGULAR,3pt,Jump Shot,[],1641706,73.66951379763469,82.84313725490196,1610612766,48,44,2024-03-11T23:54:31Z,2550000,False,164.0,195.0,1,right,B. Miller 25' 3PT  (13 PTS) (V. Micic 3 AST),"[1641706, 203995]",1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,25.49,Made,Miller,B. Miller,,,,,13.0,V. Micic,203995.0,3.0,,,,,,,,,,
258,PT03M47.00S,2024-03-11T23:54:40.4Z,2,REGULAR,3pt,Jump Shot,[],1631323,19.398817345597898,3.6764705882352944,1610612765,48,44,2024-03-11T23:54:45Z,2570000,False,232.0,130.0,1,left,MISS S. Fontecchio 26' 3PT,[1631323],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,26.55,Missed,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,
259,PT03M44.00S,2024-03-11T23:54:43.4Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612766,48,44,2024-03-11T23:54:45Z,2580000,False,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,,,Williams,G. Williams,258.0,3.0,3.0,0.0,,,,,,,,,,,,,,
260,PT03M41.00S,2024-03-11T23:54:46.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630197,90.75229960578186,41.66666666666667,1610612766,48,44,2024-03-11T23:54:53Z,2590000,False,-42.0,34.0,1,right,MISS A. Pokusevski running Layup,[1630197],1610612766.0,CHA,running,,,,,,In The Paint (Non-RA),0-8 Center,5.41,Missed,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,
261,PT03M36.00S,2024-03-11T23:54:51.0Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,48,44,2024-03-11T23:54:51Z,2600000,False,,,0,,J. Duren REBOUND (Off:2 Def:2),[1631105],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,Duren,J. Duren,260.0,4.0,2.0,2.0,,,,,,,,,,,,,,
262,PT03M33.00S,2024-03-11T23:54:54.7Z,2,REGULAR,turnover,lost ball,[],1631093,,,1610612765,48,44,2024-03-11T23:54:59Z,2610000,False,,,0,,J. Ivey lost ball TURNOVER (1 TO),"[1631093, 1641706]",1610612765.0,DET,,,,,,,Mid-Range,16-24 Right Center,,,Ivey,J. Ivey,,,,,,,,,1.0,Miller,1641706.0,,,,,,,
263,PT03M33.00S,2024-03-11T23:54:54.7Z,2,REGULAR,steal,,[],1641706,,,1610612766,48,44,2024-03-11T23:54:57Z,2620000,False,,,0,,B. Miller STEAL (1 STL),[1641706],1610612766.0,CHA,,,,,,,Mid-Range,16-24 Right Center,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,
264,PT03M17.00S,2024-03-11T23:55:10.8Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629684,91.01511169513797,43.872549019607845,1610612766,48,46,2024-03-11T23:55:15Z,2630000,False,-31.0,32.0,1,right,G. Williams Hook (7 PTS) (V. Micic 4 AST),"[1629684, 203995]",1610612766.0,CHA,,,,,,,In The Paint (Non-RA),0-8 Center,4.43,Made,Williams,G. Williams,,,,,7.0,V. Micic,203995.0,4.0,,,,,,,,,,
266,PT03M02.00S,2024-03-11T23:55:25.0Z,2,REGULAR,3pt,Jump Shot,[],1631093,31.61957950065703,61.029411764705884,1610612765,48,46,2024-03-11T23:55:32Z,2650000,False,-55.0,245.0,1,left,MISS J. Ivey 25' step back 3PT,[1631093],1610612765.0,DET,step back,,,,,,Above the Break 3,24+ Center,25.08,Missed,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
267,PT02M55.00S,2024-03-11T23:55:32.0Z,2,REGULAR,rebound,defensive,[],203995,,,1610612766,48,46,2024-03-11T23:55:32Z,2660000,False,,,0,,V. Micic REBOUND (Off:0 Def:2),[203995],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Center,,,Micic,V. Micic,266.0,2.0,2.0,0.0,,,,,,,,,,,,,,
268,PT02M49.00S,2024-03-11T23:55:38.7Z,2,REGULAR,3pt,Jump Shot,[],1641706,96.40275952693824,98.0392156862745,1610612766,48,46,2024-03-11T23:55:44Z,2670000,False,240.0,-19.0,1,right,MISS B. Miller 24' 3PT,[1641706],1610612766.0,CHA,,,,,,,Right Corner 3,24+ Right,24.09,Missed,Miller,B. Miller,,,,,,,,,,,,,,,,,,
269,PT02M44.00S,2024-03-11T23:55:43.7Z,2,REGULAR,rebound,defensive,[],1631323,,,1610612765,48,46,2024-03-11T23:55:44Z,2680000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:5),[1631323],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,,,Fontecchio,S. Fontecchio,268.0,5.0,5.0,0.0,,,,,,,,,,,,,,
270,PT02M27.00S,2024-03-11T23:56:00.1Z,2,REGULAR,3pt,Jump Shot,[],1631323,30.305519053876477,21.568627450980394,1610612765,51,46,2024-03-11T23:56:04Z,2690000,False,142.0,232.0,1,left,S. Fontecchio 27' 3PT  (8 PTS) (C. Cunningham 4 AST),"[1631323, 1630595]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,27.25,Made,Fontecchio,S. Fontecchio,,,,,8.0,C. Cunningham,1630595.0,4.0,,,,,,,,,,
272,PT02M03.00S,2024-03-11T23:56:24.7Z,2,REGULAR,2pt,Jump Shot,[],1641706,85.49605781865965,29.166666666666668,1610612766,51,46,2024-03-12T00:13:12Z,2710000,False,-104.0,84.0,1,right,MISS B. Miller 13' Jump Shot - blocked,"[1641706, 1631323]",1610612766.0,CHA,,,,,,,Mid-Range,8-16 Left,13.37,Missed,Miller,B. Miller,,,,,,,,,,,,,,,,,Fontecchio,1631323.0
273,PT02M03.00S,2024-03-11T23:56:24.7Z,2,REGULAR,block,,[],1631323,,,1610612766,51,46,2024-03-11T23:56:28Z,2720000,False,,,0,,S. Fontecchio BLOCK (1 BLK),[1631323],1610612765.0,DET,,,,,,,Mid-Range,8-16 Left,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,
274,PT01M59.00S,2024-03-11T23:56:28.7Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,51,46,2024-03-11T23:56:51Z,2730000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,,,,Mid-Range,8-16 Left,,,Cunningham,C. Cunningham,272.0,2.0,2.0,0.0,,,,,,,,,,,,,,
275,PT01M51.00S,2024-03-11T23:56:36.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,6.258212877792378,50.0,1610612765,53,46,2024-03-11T23:56:53Z,2740000,False,0.0,6.0,1,left,I. Stewart Layup (7 PTS) (C. Cunningham 5 AST),"[1630191, 1630595]",1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,0.63,Made,Stewart,I. Stewart,,,,,7.0,C. Cunningham,1630595.0,5.0,,,,,,,,,,
277,PT01M37.00S,2024-03-11T23:56:50.5Z,2,REGULAR,3pt,Jump Shot,[],203995,72.09264126149803,77.94117647058823,1610612766,53,46,2024-03-11T23:58:42Z,2760000,False,140.0,210.0,1,right,MISS V. Micic 25' pullup 3PT,[203995],1610612766.0,CHA,pullup,,,,,,Above the Break 3,24+ Right Center,25.21,Missed,Micic,V. Micic,,,,,,,,,,,,,,,,,,
278,PT01M37.00S,2024-03-11T23:56:50.5Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,53,46,2024-03-11T23:56:56Z,2770000,False,,,0,,I. Stewart REBOUND (Off:0 Def:4),[1630191],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,Stewart,I. Stewart,277.0,4.0,4.0,0.0,,,,,,,,,,,,,,
279,PT01M21.00S,2024-03-11T23:57:06.9Z,2,REGULAR,3pt,Jump Shot,[],1631093,3.4986859395532193,95.58823529411765,1610612765,53,46,2024-03-11T23:57:11Z,2780000,False,-228.0,-20.0,1,left,MISS J. Ivey 3PT,[1631093],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,22.87,Missed,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
280,PT01M17.00S,2024-03-11T23:57:10.9Z,2,REGULAR,rebound,defensive,[],1641706,,,1610612766,53,46,2024-03-11T23:57:11Z,2790000,False,,,0,,B. Miller REBOUND (Off:0 Def:3),[1641706],1610612766.0,CHA,,,,,,,Left Corner 3,24+ Left,,,Miller,B. Miller,279.0,3.0,3.0,0.0,,,,,,,,,,,,,,
281,PT01M13.00S,2024-03-11T23:57:16.6Z,2,REGULAR,foul,personal,[],1630595,,,1610612766,53,46,2024-03-11T23:57:46Z,2800000,False,,,0,,C. Cunningham personal FOUL (1 PF),"[1630595, 1641706]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Cunningham,C. Cunningham,,,,,,,,,,,,202901.0,1.0,0.0,Miller,1641706.0,,
283,PT01M13.00S,2024-03-11T23:57:25.5Z,2,REGULAR,substitution,out,[],1630197,,,1610612766,53,46,2024-03-11T23:57:49Z,2820000,False,,,0,,SUB out: A. Pokusevski,[1630197],1610612766.0,CHA,,,,,,,,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,
284,PT01M13.00S,2024-03-11T23:57:25.5Z,2,REGULAR,substitution,out,[],1629684,,,1610612766,53,46,2024-03-11T23:57:49Z,2830000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,,,,,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,
285,PT01M13.00S,2024-03-11T23:57:25.5Z,2,REGULAR,substitution,in,[],202722,,,1610612766,53,46,2024-03-11T23:57:49Z,2840000,False,,,0,,SUB in: D. Bertans,[202722],1610612766.0,CHA,,,,,,,,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,
286,PT01M13.00S,2024-03-11T23:57:25.5Z,2,REGULAR,substitution,in,[],1630208,,,1610612766,53,46,2024-03-11T23:57:49Z,2850000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,,,,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,
288,PT00M56.80S,2024-03-11T23:58:18.0Z,2,REGULAR,3pt,Jump Shot,[],1628970,70.64717477003943,11.76470588235294,1610612766,53,46,2024-03-11T23:58:27Z,2870000,False,-191.0,223.0,1,right,MISS M. Bridges 29' step back 3PT,[1628970],1610612766.0,CHA,step back,,,,,,Above the Break 3,24+ Left Center,29.4,Missed,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
289,PT00M53.00S,2024-03-11T23:58:22.3Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,53,46,2024-03-11T23:58:22Z,2880000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:3),[1630595],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Cunningham,C. Cunningham,288.0,3.0,3.0,0.0,,,,,,,,,,,,,,
290,PT00M45.80S,2024-03-11T23:58:32.2Z,2,REGULAR,violation,kicked ball,[],1630208,,,1610612765,53,46,2024-03-11T23:58:39Z,2890000,False,,,0,,N. Richards kicked ball VIOLATION,[1630208],1610612766.0,CHA,,,,,,,,,,,Richards,N. Richards,,,,,,,,,,,,2002.0,,,,,,
291,PT00M33.70S,2024-03-11T23:58:55.5Z,2,REGULAR,3pt,Jump Shot,[],1630191,3.892904073587385,94.6078431372549,1610612765,53,46,2024-03-11T23:59:02Z,2900000,False,-223.0,-16.0,1,left,MISS I. Stewart 3PT,[1630191],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,22.36,Missed,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,
292,PT00M30.90S,2024-03-11T23:58:58.3Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,53,46,2024-03-11T23:59:02Z,2910000,False,,,0,,N. Richards REBOUND (Off:3 Def:4),[1630208],1610612766.0,CHA,,,,,,,Left Corner 3,24+ Left,,,Richards,N. Richards,291.0,7.0,4.0,3.0,,,,,,,,,,,,,,
293,PT00M20.70S,2024-03-11T23:59:08.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,87.86136662286465,50.0,1610612766,53,46,2024-03-12T00:00:23Z,2920000,False,0.0,62.0,1,right,MISS N. Richards 6' Layup - blocked,"[1630208, 1630191]",1610612766.0,CHA,,,,,,,In The Paint (Non-RA),0-8 Center,6.16,Missed,Richards,N. Richards,,,,,,,,,,,,,,,,,Stewart,1630191.0
294,PT00M20.70S,2024-03-11T23:59:08.6Z,2,REGULAR,block,,[],1630191,,,1610612766,53,46,2024-03-11T23:59:11Z,2930000,False,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,
295,PT00M15.30S,2024-03-11T23:59:14.0Z,2,REGULAR,rebound,offensive,[],203995,,,1610612766,53,46,2024-03-11T23:59:14Z,2940000,False,,,0,,V. Micic REBOUND (Off:1 Def:2),[203995],1610612766.0,CHA,,,,,,,In The Paint (Non-RA),0-8 Center,,,Micic,V. Micic,293.0,3.0,2.0,1.0,,,,,,,,,,,,,,
296,PT00M14.10S,2024-03-11T23:59:15.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628970,90.82210906701708,97.08180147058823,1610612766,53,46,2024-03-11T23:59:59Z,2950000,False,235.0,34.0,1,right,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,,,,Right Corner 3,24+ Right,23.78,Missed,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
297,PT00M11.30S,2024-03-11T23:59:17.9Z,2,REGULAR,rebound,defensive,[],1631323,,,1610612765,53,46,2024-03-11T23:59:17Z,2960000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:6),[1631323],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,,,Fontecchio,S. Fontecchio,296.0,6.0,6.0,0.0,,,,,,,,,,,,,,
298,PT00M01.30S,2024-03-11T23:59:29.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,18.2161629434954,50.245098039215684,1610612765,53,46,2024-03-12T00:00:28Z,2970000,False,-1.0,119.0,1,left,MISS C. Cunningham 11' turnaround fadeaway Shot,[1630595],1610612765.0,DET,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,11.87,Missed,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
299,PT00M01.00S,2024-03-11T23:59:29.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,53,46,2024-03-11T23:59:53Z,2980000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,298.0,,,,,,,,,,,,,,,,,
300,PT00M00.00S,2024-03-11T23:59:35.4Z,2,REGULAR,period,end,[],0,,,1610612765,53,46,2024-03-11T23:59:35Z,2990000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT12M00.00S,2024-03-12T00:13:23.2Z,3,REGULAR,substitution,out,['startperiod'],202722,,,1610612765,53,46,2024-03-12T00:14:50Z,3000000,False,,,0,,SUB out: D. Bertans,[202722],1610612766.0,CHA,,,,,,,,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,
302,PT12M00.00S,2024-03-12T00:13:23.2Z,3,REGULAR,substitution,in,['startperiod'],1629684,,,1610612765,53,46,2024-03-12T00:14:50Z,3010000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,,,,,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2024-03-12T00:14:57.7Z,3,REGULAR,period,start,[],0,,,1610612765,53,46,2024-03-12T00:14:57Z,3020000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT11M49.00S,2024-03-12T00:15:07.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,92.06636005256242,55.63725490196079,1610612765,53,46,2024-03-12T00:15:17Z,3030000,False,28.0,22.0,1,right,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,3.58,Missed,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
305,PT11M48.00S,2024-03-12T00:15:08.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,53,46,2024-03-12T00:15:17Z,3040000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,,304.0,,,,,,,,,,,,,,,,,
307,PT11M42.00S,2024-03-12T00:15:29.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630191,83.919185282523,95.83333333333334,1610612765,56,46,2024-03-12T00:15:34Z,3060000,False,229.0,99.0,1,right,I. Stewart 24' 3PT  (10 PTS) (J. Ivey 2 AST),"[1630191, 1631093]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,24.95,Made,Stewart,I. Stewart,,,,,10.0,J. Ivey,1631093.0,2.0,,,,,,,,,,
309,PT11M21.00S,2024-03-12T00:15:50.2Z,3,REGULAR,3pt,Jump Shot,[],1641706,32.276609724047304,39.705882352941174,1610612766,56,46,2024-03-12T00:17:04Z,3080000,False,51.0,251.0,1,left,MISS B. Miller 25' pullup 3PT,[1641706],1610612766.0,CHA,pullup,,,,,,Above the Break 3,24+ Center,25.61,Missed,Miller,B. Miller,,,,,,,,,,,,,,,,,,
310,PT11M18.00S,2024-03-12T00:15:53.2Z,3,REGULAR,rebound,defensive,[],1631323,,,1610612765,56,46,2024-03-12T00:15:56Z,3090000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:7),[1631323],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,Fontecchio,S. Fontecchio,309.0,7.0,7.0,0.0,,,,,,,,,,,,,,
311,PT11M13.00S,2024-03-12T00:15:58.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631093,92.37844940867281,50.21063112745098,1610612765,58,46,2024-03-12T00:16:16Z,3100000,False,1.0,19.0,1,right,J. Ivey running finger roll Layup (6 PTS),[1631093],1610612765.0,DET,running finger roll,,,,,,Restricted Area,0-8 Center,1.91,Made,Ivey,J. Ivey,,,,,6.0,,,,,,,,,,,,,
312,PT11M00.00S,2024-03-12T00:16:11.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,11.777266754270697,55.14705882352941,1610612766,58,46,2024-03-12T00:16:20Z,3110000,False,-26.0,58.0,1,left,MISS M. Bridges 6' driving floating Shot,[1628970],1610612766.0,CHA,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.36,Missed,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
313,PT11M00.00S,2024-03-12T00:16:11.2Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,58,46,2024-03-12T00:16:20Z,3120000,False,,,0,,J. Duren REBOUND (Off:2 Def:3),[1631105],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,Duren,J. Duren,312.0,5.0,3.0,2.0,,,,,,,,,,,,,,
314,PT10M45.00S,2024-03-12T00:16:26.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,92.72339027595268,55.392156862745104,1610612765,60,46,2024-03-12T00:17:57Z,3130000,False,27.0,16.0,1,right,J. Duren driving DUNK (10 PTS) (C. Cunningham 6 AST),"[1631105, 1630595]",1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,3.13,Made,Duren,J. Duren,,,,,10.0,C. Cunningham,1630595.0,6.0,,,,,,,,,,
316,PT10M23.00S,2024-03-12T00:16:48.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,14.323258869908015,51.74249387254902,1610612766,60,46,2024-03-12T00:18:13Z,3150000,False,-9.0,82.0,1,left,MISS M. Bridges 8' fadeaway Shot,[1628970],1610612766.0,CHA,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,8.26,Missed,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
317,PT10M17.00S,2024-03-12T00:16:54.4Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,60,46,2024-03-12T00:17:02Z,3160000,False,,,0,,J. Duren REBOUND (Off:2 Def:4),[1631105],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Center,,,Duren,J. Duren,316.0,6.0,4.0,2.0,,,,,,,,,,,,,,
318,PT10M07.00S,2024-03-12T00:17:03.9Z,3,REGULAR,3pt,Jump Shot,[],1631093,69.07030223390277,25.49019607843137,1610612765,60,46,2024-03-12T00:17:08Z,3170000,False,-123.0,238.0,1,right,MISS J. Ivey 26' 3PT,[1631093],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,26.79,Missed,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
319,PT10M04.00S,2024-03-12T00:17:06.9Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612766,60,46,2024-03-12T00:17:08Z,3180000,False,,,0,,N. Richards REBOUND (Off:3 Def:5),[1630208],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,,,Richards,N. Richards,318.0,8.0,5.0,3.0,,,,,,,,,,,,,,
320,PT09M52.00S,2024-03-12T00:17:19.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,9.017739816031538,52.450980392156865,1610612766,60,48,2024-03-12T00:17:26Z,3190000,False,-12.0,32.0,1,left,B. Miller driving floating Jump Shot (15 PTS),[1641706],1610612766.0,CHA,driving floating,,,,,,Restricted Area,0-8 Center,3.46,Made,Miller,B. Miller,,,,,15.0,,,,,,,,,,,,,
321,PT09M51.00S,2024-03-12T00:17:31.4Z,3,REGULAR,foul,technical,['1freethrow'],1641706,,,1610612765,60,48,2024-03-12T00:17:44Z,3200000,False,,,0,,B. Miller technical FOUL (1 Tech),[1641706],1610612766.0,CHA,,,,,,,,,,,Miller,B. Miller,,,,,,,,,,,,202901.0,1.0,1.0,,,,
322,PT09M51.00S,2024-03-12T00:17:53.4Z,3,REGULAR,freethrow,1 of 1,[],1630595,,,1610612765,61,48,2024-03-12T00:17:53Z,3210000,False,,,0,,C. Cunningham technical Free Throw 1 of 1 (13 PTS),[1630595],1610612765.0,DET,technical,,,,,,,,,Made,Cunningham,C. Cunningham,,,,,13.0,,,,,,,,,,,,,
323,PT09M33.00S,2024-03-12T00:18:23.9Z,3,REGULAR,3pt,Jump Shot,[],1630191,94.30026281208936,96.32352941176471,1610612765,61,48,2024-03-12T00:18:33Z,3220000,False,232.0,1.0,1,right,MISS I. Stewart 3PT,[1630191],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,23.16,Missed,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,
324,PT09M31.00S,2024-03-12T00:18:25.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,61,48,2024-03-12T00:18:33Z,3230000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,,,,,323.0,,,,,,,,,,,,,,,,,
326,PT09M26.00S,2024-03-12T00:18:46.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631323,91.5407358738502,56.86274509803921,1610612765,63,48,2024-03-12T00:18:54Z,3250000,False,34.0,27.0,1,right,S. Fontecchio driving finger roll Layup (10 PTS) (J. Duren 1 AST),"[1631323, 1631105]",1610612765.0,DET,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,4.37,Made,Fontecchio,S. Fontecchio,,,,,10.0,J. Duren,1631105.0,1.0,,,,,,,,,,
