actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
83,PT05M16.00S,2022-12-20T01:23:55.7Z,1,REGULAR,substitution,out,[],1627751,,,1610612745,16,23,2022-12-20T01:24:30Z,830000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M16.00S,2022-12-20T01:23:55.7Z,1,REGULAR,substitution,out,[],1630170,,,1610612745,16,23,2022-12-20T01:24:30Z,840000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M16.00S,2022-12-20T01:23:55.7Z,1,REGULAR,substitution,in,[],1630231,,,1610612745,16,23,2022-12-20T01:24:30Z,850000,False,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M16.00S,2022-12-20T01:23:55.7Z,1,REGULAR,substitution,in,[],1630586,,,1610612745,16,23,2022-12-20T01:24:30Z,860000,False,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M16.00S,2022-12-20T01:23:55.7Z,1,REGULAR,substitution,in,[],1631110,,,1610612745,16,23,2022-12-20T01:24:30Z,870000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M16.00S,2022-12-20T01:23:55.7Z,1,REGULAR,substitution,in,[],203926,,,1610612745,16,23,2022-12-20T01:24:30Z,880000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M16.00S,2022-12-20T01:23:55.7Z,1,REGULAR,substitution,in,[],1628380,,,1610612745,16,23,2022-12-20T01:24:30Z,890000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M16.00S,2022-12-20T01:24:35.2Z,1,REGULAR,freethrow,1 of 1,[],1629645,,,1610612745,16,23,2022-12-20T01:24:41Z,900000,False,,,0,,MISS K. Porter Jr. Free Throw 1 of 1,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
91,PT05M14.00S,2022-12-20T01:24:37.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,16,23,2022-12-20T01:37:11Z,910000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,
93,PT05M01.00S,2022-12-20T01:24:42.8Z,1,REGULAR,foul,personal,['2freethrow'],1629645,,,1610612759,16,23,2022-12-20T01:25:03Z,930000,False,,,0,,K. Porter Jr. shooting personal FOUL (2 PF) (Collins 2 FT),"[1629645, 1628380]",1610612745.0,HOU,shooting,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,2005.0,2.0,0.0,Collins,1628380.0,,,,,,,,
95,PT05M01.00S,2022-12-20T01:25:12.9Z,1,REGULAR,freethrow,1 of 2,[],1628380,,,1610612759,16,24,2022-12-20T01:25:12Z,950000,False,,,0,,Z. Collins Free Throw 1 of 2 (1 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
96,PT05M01.00S,2022-12-20T01:25:14.3Z,1,REGULAR,substitution,out,[],1630200,,,1610612759,16,24,2022-12-20T01:25:19Z,960000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M01.00S,2022-12-20T01:25:14.3Z,1,REGULAR,substitution,in,[],1631103,,,1610612759,16,24,2022-12-20T01:25:19Z,970000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M01.00S,2022-12-20T01:25:29.1Z,1,REGULAR,freethrow,2 of 2,[],1628380,,,1610612759,16,25,2022-12-20T01:25:29Z,980000,False,,,0,,Z. Collins Free Throw 2 of 2 (2 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Made,,2.0,,,,,,,,,,,,,,,,
99,PT04M47.00S,2022-12-20T01:25:43.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,80.6340341655716,53.92156862745098,1610612745,16,25,2022-12-20T01:39:59Z,990000,False,20.0,130.0,1,right,MISS K. Porter Jr. 13' step back Shot,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,13.1,Missed,,,,,,,,,,,,,,,,,,
100,PT04M46.00S,2022-12-20T01:25:44.4Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,16,25,2022-12-20T01:26:18Z,1000000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:0),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,99.0,,1.0,0.0,1.0,,,,,,,,,,,,,
101,PT04M42.00S,2022-12-20T01:25:48.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631095,92.32917214191852,44.85294117647059,1610612745,16,25,2022-12-20T01:26:07Z,1010000,False,-26.0,20.0,1,right,MISS J. Smith Jr. putback Layup,[1631095],1610612745.0,HOU,putback,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,,
102,PT04M42.00S,2022-12-20T01:25:48.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,16,25,2022-12-20T01:26:07Z,1020000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,101.0,,,,,,,,,,,,,,,,,
104,PT04M37.00S,2022-12-20T01:26:19.1Z,1,REGULAR,foul,personal,[],203926,,,1610612745,16,25,2022-12-20T01:26:26Z,1040000,False,,,0,,D. McDermott personal FOUL (1 PF),"[203926, 1630224]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2005.0,1.0,0.0,Green,1630224.0,,,,,,,,
106,PT04M29.00S,2022-12-20T01:26:40.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629645,66.04796320630749,39.950980392156865,1610612745,16,25,2022-12-20T01:26:48Z,1060000,False,-50.0,267.0,1,right,MISS K. Porter Jr. 27' pullup 3PT,[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Center,27.13,Missed,,,,,,,,,,,,,,,,,,
107,PT04M27.00S,2022-12-20T01:26:42.0Z,1,REGULAR,rebound,defensive,[],203926,,,1610612759,16,25,2022-12-20T01:26:48Z,1070000,False,,,0,,D. McDermott REBOUND (Off:0 Def:1),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,,,106.0,,1.0,1.0,0.0,,,,,,,,,,,,,
108,PT04M20.00S,2022-12-20T01:26:48.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203926,33.722076215505915,48.28431372549019,1610612759,16,25,2022-12-20T01:26:56Z,1080000,False,9.0,264.0,1,left,MISS D. McDermott 26' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,26.46,Missed,,,,,,,,,,,,,,,,,,
109,PT04M19.00S,2022-12-20T01:26:49.7Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,16,25,2022-12-20T01:26:56Z,1090000,False,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Center,,,108.0,,1.0,1.0,0.0,,,,,,,,,,,,,
110,PT04M10.00S,2022-12-20T01:27:00.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,91.5407358738502,54.166666666666664,1610612745,16,25,2022-12-20T01:50:01Z,1100000,False,21.0,27.0,1,right,MISS K. Porter Jr. Layup,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,3.41,Missed,,,,,,,,,,,,,,,,,,
111,PT04M08.00S,2022-12-20T01:27:02.3Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,16,25,2022-12-20T01:50:01Z,1110000,False,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,110.0,,1.0,1.0,0.0,,,,,,,,,,,,,
245,PT04M07.00S,2022-12-20T01:27:03.9Z,1,REGULAR,turnover,bad pass,[],1628380,,,1610612759,16,25,2022-12-20T01:50:35Z,1115000,False,,,0,,Z. Collins bad pass TURNOVER (1 TO),"[1628380, 1629645]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,Porter Jr.,1629645.0,,
246,PT04M07.00S,2022-12-20T01:27:03.9Z,1,REGULAR,steal,,[],1629645,,,1610612745,16,25,2022-12-20T01:50:28Z,1117500,False,,,0,,K. Porter Jr. STEAL (1 STL),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
112,PT04M01.00S,2022-12-20T01:27:07.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631095,92.32917214191852,48.28431372549019,1610612745,16,25,2022-12-20T01:50:28Z,1120000,False,-9.0,20.0,1,right,MISS J. Smith Jr. Layup,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,,,,,
113,PT04M01.00S,2022-12-20T01:27:07.5Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,16,25,2022-12-20T01:27:16Z,1130000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,112.0,,1.0,1.0,0.0,,,,,,,,,,,,,
114,PT03M55.00S,2022-12-20T01:27:13.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631103,7.966491458607096,45.34313725490196,1610612759,16,27,2022-12-20T01:45:10Z,1140000,False,23.0,22.0,1,left,M. Branham reverse Layup (2 PTS) (K. Bates-Diop 2 AST),"[1631103, 1628966]",1610612759.0,SAS,reverse,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,3.23,Made,,2.0,,,,,,,,,K. Bates-Diop,1628966.0,2.0,,,,,
116,PT03M42.00S,2022-12-20T01:27:29.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631103,,,1610612745,16,27,2022-12-20T01:27:47Z,1160000,False,,,0,,M. Branham personal FOUL (1 PF) (Green 2 FT),"[1631103, 1630224]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,1626301.0,1.0,0.0,Green,1630224.0,,,,,,,,
118,PT03M42.00S,2022-12-20T01:28:09.2Z,1,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,17,27,2022-12-20T01:28:09Z,1180000,False,,,0,,J. Green Free Throw 1 of 2 (3 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
119,PT03M42.00S,2022-12-20T01:28:29.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,17,27,2022-12-20T01:28:29Z,1190000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M42.00S,2022-12-20T01:30:27.7Z,1,REGULAR,substitution,out,[],1631095,,,1610612745,17,27,2022-12-20T01:30:55Z,1200000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M42.00S,2022-12-20T01:30:27.7Z,1,REGULAR,substitution,out,[],1628966,,,1610612745,17,27,2022-12-20T01:30:55Z,1210000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M42.00S,2022-12-20T01:30:27.7Z,1,REGULAR,substitution,in,[],1631106,,,1610612745,17,27,2022-12-20T01:30:55Z,1220000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M42.00S,2022-12-20T01:30:27.7Z,1,REGULAR,substitution,in,[],1626169,,,1610612745,17,27,2022-12-20T01:30:55Z,1230000,False,,,0,,SUB in: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M42.00S,2022-12-20T01:31:15.8Z,1,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,18,27,2022-12-20T01:31:15Z,1240000,False,,,0,,J. Green Free Throw 2 of 2 (4 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
125,PT03M29.00S,2022-12-20T01:31:33.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,9.149145860709593,55.14705882352941,1610612759,18,27,2022-12-20T01:31:42Z,1250000,False,-26.0,34.0,1,left,MISS Z. Collins Hook,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,4.22,Missed,,,,,,,,,,,,,,,,,,
126,PT03M27.00S,2022-12-20T01:31:35.4Z,1,REGULAR,rebound,offensive,[],1628380,,,1610612759,18,27,2022-12-20T02:31:19Z,1260000,False,,,0,,Z. Collins REBOUND (Off:1 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,125.0,,2.0,1.0,1.0,,,,,,,,,,,,,
127,PT03M27.00S,2022-12-20T01:31:41.4Z,1,REGULAR,foul,personal,[],1631106,,,1610612759,18,27,2022-12-20T01:50:02Z,1270000,False,,,0,,T. Eason personal FOUL (1 PF),"[1631106, 1628380]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1626301.0,1.0,0.0,Collins,1628380.0,,,,,,,,
129,PT03M17.00S,2022-12-20T01:32:03.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203926,7.178055190538765,36.029411764705884,1610612759,18,27,2022-12-20T01:32:10Z,1290000,False,70.0,15.0,1,left,MISS D. McDermott 7' driving Hook,[203926],1610612759.0,SAS,driving,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),0-8 Center,7.15,Missed,,,,,,,,,,,,,,,,,,
130,PT03M16.00S,2022-12-20T01:32:04.5Z,1,REGULAR,rebound,offensive,[],1628380,,,1610612759,18,27,2022-12-20T01:32:10Z,1300000,False,,,0,,Z. Collins REBOUND (Off:2 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,129.0,,3.0,1.0,2.0,,,,,,,,,,,,,
131,PT03M11.00S,2022-12-20T01:32:10.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631110,30.17411300919842,69.85294117647058,1610612759,18,27,2022-12-20T01:32:18Z,1310000,False,-99.0,231.0,1,left,MISS J. Sochan 25' 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,25.15,Missed,,,,,,,,,,,,,,,,,,
132,PT03M10.00S,2022-12-20T01:32:11.7Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,18,27,2022-12-20T01:32:18Z,1320000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,131.0,,1.0,1.0,0.0,,,,,,,,,,,,,
133,PT03M00.00S,2022-12-20T01:32:22.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631110,,,1610612745,18,27,2022-12-20T01:32:29Z,1330000,False,,,0,,J. Sochan shooting personal FOUL (1 PF) (Eason 2 FT),"[1631110, 1631106]",1610612759.0,SAS,shooting,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,1626301.0,1.0,0.0,Eason,1631106.0,,,,,,,,
135,PT03M00.00S,2022-12-20T01:32:47.5Z,1,REGULAR,freethrow,1 of 2,[],1631106,,,1610612745,19,27,2022-12-20T01:33:06Z,1350000,False,,,0,,T. Eason Free Throw 1 of 2 (1 PTS),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
136,PT03M00.00S,2022-12-20T01:32:50.2Z,1,REGULAR,substitution,out,[],1631110,,,1610612745,19,27,2022-12-20T01:32:56Z,1360000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT03M00.00S,2022-12-20T01:32:50.2Z,1,REGULAR,substitution,in,[],1629676,,,1610612745,19,27,2022-12-20T01:32:56Z,1370000,False,,,0,,SUB in: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT03M00.00S,2022-12-20T01:32:47.5Z,1,REGULAR,freethrow,2 of 2,[],1631106,,,1610612745,19,27,2022-12-20T01:33:06Z,1380000,False,,,0,,MISS T. Eason Free Throw 2 of 2,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
139,PT02M55.00S,2022-12-20T01:32:52.5Z,1,REGULAR,rebound,offensive,[],1629645,,,1610612745,19,27,2022-12-20T01:33:06Z,1390000,False,,,0,,K. Porter Jr. REBOUND (Off:2 Def:1),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,138.0,,3.0,1.0,2.0,,,,,,,,,,,,,
140,PT02M51.00S,2022-12-20T01:33:11.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629676,,,1610612745,19,27,2022-12-20T01:33:20Z,1400000,False,,,0,,I. Roby shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1629676, 1629645]",1610612759.0,SAS,shooting,,,Roby,I. Roby,,,,,Restricted Area,0-8 Center,,,,,,,,2005.0,1.0,0.0,Porter Jr.,1629645.0,,,,,,,,
142,PT02M51.00S,2022-12-20T01:33:37.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629645,,,1610612745,20,27,2022-12-20T01:33:37Z,1420000,False,,,0,,K. Porter Jr. Free Throw 1 of 2 (7 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,,7.0,,,,,,,,,,,,,,,,
143,PT02M51.00S,2022-12-20T01:33:38.3Z,1,REGULAR,substitution,out,[],1629676,,,1610612745,20,27,2022-12-20T01:33:43Z,1430000,False,,,0,,SUB out: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M51.00S,2022-12-20T01:33:38.3Z,1,REGULAR,substitution,in,[],1631110,,,1610612745,20,27,2022-12-20T01:33:43Z,1440000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M51.00S,2022-12-20T01:33:58.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629645,,,1610612745,21,27,2022-12-20T01:33:58Z,1450000,False,,,0,,K. Porter Jr. Free Throw 2 of 2 (8 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,,8.0,,,,,,,,,,,,,,,,
146,PT02M43.00S,2022-12-20T01:34:06.7Z,1,REGULAR,turnover,bad pass,[],1631103,,,1610612759,21,27,2022-12-20T01:34:11Z,1460000,False,,,0,,M. Branham bad pass TURNOVER (1 TO),"[1631103, 1630224]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,Green,1630224.0,,
147,PT02M43.00S,2022-12-20T01:34:06.7Z,1,REGULAR,steal,,[],1630224,,,1610612745,21,27,2022-12-20T01:34:08Z,1470000,False,,,0,,J. Green STEAL (1 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
148,PT02M40.00S,2022-12-20T01:34:09.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630224,92.59198423127464,50.0,1610612745,23,27,2022-12-20T01:34:15Z,1480000,False,0.0,17.0,1,right,J. Green running DUNK (6 PTS),[1630224],1610612745.0,HOU,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.71,Made,,6.0,,,,,,,,,,,,,,,,
149,PT02M28.00S,2022-12-20T01:34:21.8Z,1,REGULAR,3pt,Jump Shot,[],203926,18.2161629434954,93.87254901960785,1610612759,23,30,2022-12-20T01:34:28Z,1490000,False,-219.0,119.0,1,left,D. McDermott 24' 3PT  (3 PTS) (J. Sochan 1 AST),"[203926, 1631110]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,24.95,Made,,3.0,,,,,,,,,J. Sochan,1631110.0,1.0,,,,,
151,PT02M14.00S,2022-12-20T01:34:35.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,92.9862023653088,44.6078431372549,1610612745,25,30,2022-12-20T01:34:40Z,1510000,False,-27.0,13.0,1,right,K. Martin Jr. alley-oop Layup (2 PTS) (K. Porter Jr. 1 AST),"[1630231, 1629645]",1610612745.0,HOU,alley-oop,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,3.01,Made,,2.0,,,,,,,,,K. Porter Jr.,1629645.0,1.0,,,,,
153,PT02M09.00S,2022-12-20T01:34:45.2Z,1,REGULAR,foul,personal,['2freethrow'],1629645,,,1610612759,25,30,2022-12-20T01:34:51Z,1530000,False,,,0,,K. Porter Jr. shooting personal FOUL (3 PF) (Sochan 2 FT),"[1629645, 1631110]",1610612745.0,HOU,shooting,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1626301.0,3.0,0.0,Sochan,1631110.0,,,,,,,,
155,PT02M09.00S,2022-12-20T01:35:17.8Z,1,REGULAR,freethrow,1 of 2,[],1631110,,,1610612759,25,30,2022-12-20T02:03:30Z,1555000,False,,,0,,MISS J. Sochan Free Throw 1 of 2,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
156,PT02M09.00S,2022-12-20T01:35:17.8Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,25,30,2022-12-20T02:03:30Z,1562500,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,155.0,,,,,,,,,,,,,,,,,
161,PT02M09.00S,2022-12-20T01:35:17.8Z,1,REGULAR,freethrow,2 of 2,[],1631110,,,1610612759,25,31,2022-12-20T02:03:30Z,1566250,False,,,0,,J. Sochan Free Throw 2 of 2 (1 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
157,PT02M09.00S,2022-12-20T01:35:19.0Z,1,REGULAR,substitution,out,[],1629645,,,1610612745,25,31,2022-12-20T02:03:30Z,1570000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT02M09.00S,2022-12-20T01:35:19.0Z,1,REGULAR,substitution,out,[],1630224,,,1610612745,25,31,2022-12-20T02:03:30Z,1580000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT02M09.00S,2022-12-20T01:35:19.0Z,1,REGULAR,substitution,in,[],201569,,,1610612745,25,31,2022-12-20T02:03:30Z,1590000,False,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT02M09.00S,2022-12-20T01:35:19.0Z,1,REGULAR,substitution,in,[],1630227,,,1610612745,25,31,2022-12-20T02:03:30Z,1600000,False,,,0,,SUB in: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT01M57.00S,2022-12-20T01:35:48.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630586,90.88370565045992,57.107843137254896,1610612745,25,31,2022-12-20T02:02:04Z,1605000,False,36.0,33.0,1,right,MISS U. Garuba cutting Layup - blocked,"[1630586, 1628380]",1610612745.0,HOU,cutting,,,Garuba,U. Garuba,,,,,In The Paint (Non-RA),0-8 Center,4.86,Missed,,,,,,,,,,,,,,,,,Collins,1628380.0
163,PT01M57.00S,2022-12-20T01:35:48.5Z,1,REGULAR,block,,[],1628380,,,1610612745,25,31,2022-12-20T01:35:53Z,1607500,False,,,0,,Z. Collins BLOCK (1 BLK),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
164,PT01M56.00S,2022-12-20T01:35:49.5Z,1,REGULAR,rebound,offensive,[],1630586,,,1610612745,25,31,2022-12-20T02:02:04Z,1608750,False,,,0,,U. Garuba REBOUND (Off:1 Def:0),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,In The Paint (Non-RA),0-8 Center,,,162.0,,1.0,0.0,1.0,,,,,,,,,,,,,
334,PT01M55.00S,2022-12-20T01:35:52.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630586,92.32917214191852,46.32352941176471,1610612745,25,31,2022-12-20T02:04:04Z,1629375,False,-18.0,20.0,1,right,MISS U. Garuba putback Layup,[1630586],1610612745.0,HOU,putback,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,2.69,Missed,,,,,,,,,,,,,,,,,,
