actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
82,PT04M59.00S,2022-10-22T00:26:22.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,13,17,2022-10-22T00:26:22Z,820000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,,,,
83,PT04M59.00S,2022-10-22T00:26:23.5Z,1,REGULAR,substitution,out,[],1631095,,,1610612745,13,17,2022-10-22T00:26:43Z,830000,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M59.00S,2022-10-22T00:26:23.5Z,1,REGULAR,substitution,out,[],201569,,,1610612745,13,17,2022-10-22T00:26:43Z,840000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M59.00S,2022-10-22T00:26:23.5Z,1,REGULAR,substitution,out,[],203500,,,1610612745,13,17,2022-10-22T00:26:43Z,850000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M59.00S,2022-10-22T00:26:23.5Z,1,REGULAR,substitution,out,[],1630583,,,1610612745,13,17,2022-10-22T00:26:43Z,860000,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M59.00S,2022-10-22T00:26:23.5Z,1,REGULAR,substitution,out,[],1629630,,,1610612745,13,17,2022-10-22T00:26:43Z,870000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M59.00S,2022-10-22T00:26:23.5Z,1,REGULAR,substitution,in,[],1631106,,,1610612745,13,17,2022-10-22T00:26:43Z,880000,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M59.00S,2022-10-22T00:26:23.5Z,1,REGULAR,substitution,in,[],1630231,,,1610612745,13,17,2022-10-22T00:26:43Z,890000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M59.00S,2022-10-22T00:26:23.5Z,1,REGULAR,substitution,in,[],1630214,,,1610612745,13,17,2022-10-22T00:26:43Z,900000,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M59.00S,2022-10-22T00:26:23.5Z,1,REGULAR,substitution,in,[],1629634,,,1610612745,13,17,2022-10-22T00:26:43Z,910000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M59.00S,2022-10-22T00:26:23.5Z,1,REGULAR,substitution,in,[],1631223,,,1610612745,13,17,2022-10-22T00:26:43Z,920000,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M59.00S,2022-10-22T00:26:45.7Z,1,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,14,17,2022-10-22T00:26:45Z,930000,,,0,,J. Green Free Throw 2 of 2 (8 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,Made,,,,,8.0,,,,,,,,,,,
94,PT04M43.00S,2022-10-22T00:27:03.2Z,1,REGULAR,turnover,lost ball,[],1631223,,,1610612763,14,17,2022-10-22T00:27:06Z,940000,,,0,,D. Roddy lost ball TURNOVER (1 TO),"[1631223, 1630224]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Mid-Range,16-24 Center,,1.0,,,,,,,,,,,,,,,,,Green,1630224.0
95,PT04M43.00S,2022-10-22T00:27:03.2Z,1,REGULAR,steal,,[],1630224,,,1610612745,14,17,2022-10-22T00:27:05Z,950000,,,0,,J. Green STEAL (1 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
96,PT04M38.00S,2022-10-22T00:27:07.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630224,7.966491458607096,45.34313725490196,1610612745,16,17,2022-10-22T00:27:14Z,960000,23.0,22.0,1,left,J. Green running Layup (10 PTS),[1630224],1610612745.0,HOU,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,3.23,Made,,,,,10.0,,,,,,,,,,,
97,PT04M25.00S,2022-10-22T00:27:20.8Z,1,REGULAR,3pt,Jump Shot,[],1631223,65.65374507227332,58.08823529411765,1610612763,16,20,2022-10-22T00:27:25Z,970000,40.0,270.0,1,right,D. Roddy 27' 3PT  (3 PTS) (B. Clarke 1 AST),"[1631223, 1629634]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Center,,,27.34,Made,,,,,3.0,,,,,,,B. Clarke,1629634.0,1.0,,
99,PT04M15.00S,2022-10-22T00:27:33.8Z,1,REGULAR,turnover,traveling,[],1630231,,,1610612745,16,20,2022-10-22T00:27:39Z,990000,,,0,,K. Martin Jr. traveling TURNOVER (1 TO),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,2005.0,1.0,,,,,,,,,,,,,,,,,,
100,PT04M15.00S,2022-10-22T00:27:42.3Z,1,REGULAR,substitution,out,[],1628981,,,1610612763,16,20,2022-10-22T00:27:47Z,1000000,,,0,,SUB out: B. Fernando,[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M15.00S,2022-10-22T00:27:42.3Z,1,REGULAR,substitution,in,[],1630578,,,1610612763,16,20,2022-10-22T00:27:47Z,1010000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M02.00S,2022-10-22T00:28:02.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629723,70.12155059132719,24.019607843137255,1610612763,16,20,2022-10-22T00:28:09Z,1020000,-130.0,228.0,1,right,MISS J. Konchar 26' 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Left Center,,,26.28,Missed,,,,,,,,,,,,,,,,
103,PT04M00.00S,2022-10-22T00:28:04.5Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,16,20,2022-10-22T00:28:09Z,1030000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Left Center,,,,,102.0,1.0,1.0,0.0,,,,,,,,,,,,
104,PT03M54.00S,2022-10-22T00:28:12.3Z,1,REGULAR,turnover,traveling,[],1630224,,,1610612745,16,20,2022-10-22T00:28:19Z,1040000,,,0,,J. Green traveling TURNOVER (1 TO),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,1627541.0,1.0,,,,,,,,,,,,,,,,,,
105,PT03M40.00S,2022-10-22T00:28:41.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626145,68.9388961892247,22.058823529411764,1610612763,16,20,2022-10-22T00:28:50Z,1050000,-140.0,239.0,1,right,MISS T. Jones 27' 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,27.73,Missed,,,,,,,,,,,,,,,,
106,PT03M38.00S,2022-10-22T00:28:43.3Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,16,20,2022-10-22T00:28:50Z,1060000,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,,,,,105.0,1.0,1.0,0.0,,,,,,,,,,,,
107,PT03M28.00S,2022-10-22T00:28:52.1Z,1,REGULAR,3pt,Jump Shot,[],1629645,29.6484888304862,23.52941176470588,1610612745,19,20,2022-10-22T00:28:56Z,1070000,132.0,226.0,1,left,K. Porter Jr. 26' 3PT  (3 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,26.21,Made,,,,,3.0,,,,,,,,,,,
108,PT03M14.00S,2022-10-22T00:29:05.8Z,1,REGULAR,3pt,Jump Shot,[],1631223,72.61826544021025,85.04901960784314,1610612763,19,20,2022-10-22T00:29:13Z,1080000,175.0,205.0,1,right,MISS D. Roddy 26' 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Right Center,,,26.96,Missed,,,,,,,,,,,,,,,,
109,PT03M14.00S,2022-10-22T00:29:05.8Z,1,REGULAR,rebound,offensive,[],1630214,,,1610612763,19,20,2022-10-22T00:29:13Z,1090000,,,0,,X. Tillman REBOUND (Off:1 Def:0),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Right Center,,,,,108.0,1.0,0.0,1.0,,,,,,,,,,,,
110,PT03M09.00S,2022-10-22T00:29:11.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626145,65.91655716162943,51.470588235294116,1610612763,19,20,2022-10-22T00:29:19Z,1100000,7.0,268.0,1,right,MISS T. Jones 26' 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,26.8,Missed,,,,,,,,,,,,,,,,
111,PT03M08.00S,2022-10-22T00:29:12.6Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,19,20,2022-10-22T00:29:19Z,1110000,,,0,,T. Eason REBOUND (Off:0 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Center,,,,,110.0,2.0,2.0,0.0,,,,,,,,,,,,
112,PT02M56.00S,2022-10-22T00:29:24.5Z,1,REGULAR,3pt,Jump Shot,[],1630231,28.465834428383708,18.872549019607842,1610612745,19,20,2022-10-22T00:29:31Z,1120000,156.0,215.0,1,left,MISS K. Martin Jr. 26' 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Right Center,,,26.55,Missed,,,,,,,,,,,,,,,,
113,PT02M55.00S,2022-10-22T00:29:25.5Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,19,20,2022-10-22T00:29:31Z,1130000,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Above the Break 3,24+ Right Center,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,
114,PT02M48.00S,2022-10-22T00:29:32.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630214,92.19776609724047,45.83333333333333,1610612763,19,20,2022-10-22T00:29:55Z,1140000,-21.0,21.0,1,right,MISS X. Tillman Layup,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,,,2.94,Missed,,,,,,,,,,,,,,,,
115,PT02M47.00S,2022-10-22T00:29:33.5Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,19,20,2022-10-22T00:30:02Z,1150000,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,
116,PT02M39.00S,2022-10-22T00:29:41.9Z,1,REGULAR,2pt,Jump Shot,[],1629645,21.76412614980289,72.79411764705883,1610612745,21,20,2022-10-22T00:29:59Z,1160000,-114.0,152.0,1,left,K. Porter Jr. 19' Jump Shot (5 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Left Center,,,19.01,Made,,,,,5.0,,,,,,,,,,,
117,PT02M39.00S,2022-10-22T00:29:46.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,21,20,2022-10-22T00:29:46Z,1170000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M39.00S,2022-10-22T00:32:07.3Z,1,REGULAR,substitution,out,[],1629723,,,1610612763,21,20,2022-10-22T00:32:23Z,1180000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M39.00S,2022-10-22T00:32:07.3Z,1,REGULAR,substitution,in,[],1630217,,,1610612763,21,20,2022-10-22T00:32:23Z,1190000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M21.00S,2022-10-22T00:33:28.7Z,1,REGULAR,jumpball,recovered,[],1630214,,,1610612763,21,20,2022-10-22T00:33:28Z,1200000,,,0,,Jump Ball B. Clarke vs. T. Eason: Tip to X. Tillman,"[1630214, 1629634, 1631106]",1610612763.0,MEM,heldball,X. Tillman,1630214.0,Tillman,X. Tillman,Clarke,1629634.0,Eason,1631106.0,,,,,,,,,,,,,,,,,,,,,,
123,PT02M18.00S,2022-10-22T00:33:31.6Z,1,REGULAR,3pt,Jump Shot,[],1631223,93.51182654402102,3.9215686274509802,1610612763,21,23,2022-10-22T00:33:37Z,1230000,-230.0,8.0,1,right,D. Roddy 3PT  (6 PTS) (T. Jones 2 AST),"[1631223, 1626145]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Left Corner 3,24+ Left,,,23.06,Made,,,,,6.0,,,,,,,T. Jones,1626145.0,2.0,,
125,PT01M56.00S,2022-10-22T00:33:54.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,9.280551905387648,52.69607843137255,1610612745,23,23,2022-10-22T00:34:05Z,1250000,-13.0,35.0,1,left,A. Sengun turnaround Hook (2 PTS),[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,3.72,Made,,,,,2.0,,,,,,,,,,,
422,PT01M48.00S,2022-10-22T00:34:01.9Z,1,REGULAR,turnover,lost ball,[],1631223,,,1610612763,23,23,2022-10-22T01:39:55Z,1270000,,,0,,D. Roddy lost ball TURNOVER (2 TO),"[1631223, 1630231]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),8-16 Center,,2.0,,,,,,,,,,,,,,,,,Martin Jr.,1630231.0
423,PT01M48.00S,2022-10-22T00:34:01.9Z,1,REGULAR,steal,,[],1630231,,,1610612745,23,23,2022-10-22T01:39:55Z,1280000,,,0,,K. Martin Jr. STEAL (1 STL),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
129,PT01M42.00S,2022-10-22T00:34:09.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1630231,6.783837056504599,49.754901960784316,1610612745,25,23,2022-10-22T01:39:55Z,1290000,1.0,11.0,1,left,K. Martin Jr. alley-oop DUNK (2 PTS) (A. Sengun 1 AST),"[1630231, 1630578]",1610612745.0,HOU,alley-oop,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,,,1.14,Made,,,,,2.0,,,,,,,A. Sengun,1630578.0,1.0,,
131,PT01M32.00S,2022-10-22T00:34:17.6Z,1,REGULAR,3pt,Jump Shot,[],1630217,65.91655716162943,74.26470588235294,1610612763,25,26,2022-10-22T00:34:22Z,1310000,121.0,268.0,1,right,D. Bane 29' 3PT pullup (3 PTS),[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,29.41,Made,,,,,3.0,,,,,,,,,,,
132,PT01M12.00S,2022-10-22T00:34:37.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,11.251642575558476,48.28431372549019,1610612745,25,26,2022-10-22T00:34:44Z,1320000,9.0,53.0,1,left,MISS A. Sengun Layup - blocked,"[1630578, 1629634]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,5.4,Missed,,,,,,,,,,Clarke,1629634.0,,,,,
133,PT01M12.00S,2022-10-22T00:34:37.9Z,1,REGULAR,block,,[],1629634,,,1610612745,25,26,2022-10-22T00:37:32Z,1330000,,,0,,B. Clarke BLOCK (1 BLK),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
134,PT01M09.00S,2022-10-22T00:34:40.9Z,1,REGULAR,rebound,defensive,[],1630214,,,1610612763,25,26,2022-10-22T00:34:44Z,1340000,,,0,,X. Tillman REBOUND (Off:1 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,,,,,132.0,2.0,1.0,1.0,,,,,,,,,,,,
135,PT01M04.00S,2022-10-22T00:34:46.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630217,92.32917214191852,56.127450980392155,1610612763,25,26,2022-10-22T00:35:00Z,1350000,31.0,20.0,1,right,MISS D. Bane Jump Shot - blocked,"[1630217, 1630578]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,3.63,Missed,,,,,,,,,,Sengun,1630578.0,,,,,
136,PT01M04.00S,2022-10-22T00:34:46.0Z,1,REGULAR,block,,[],1630578,,,1610612763,25,26,2022-10-22T00:34:48Z,1360000,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
137,PT01M03.00S,2022-10-22T00:34:47.0Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,25,26,2022-10-22T00:35:09Z,1370000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:2),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,135.0,2.0,2.0,0.0,,,,,,,,,,,,
138,PT00M58.30S,2022-10-22T00:34:52.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630224,28.728646517739815,12.009803921568627,1610612745,28,26,2022-10-22T00:35:05Z,1380000,190.0,218.0,1,left,J. Green 28' 3PT  (13 PTS) (K. Porter Jr. 1 AST),"[1630224, 1629645]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,28.88,Made,,,,,13.0,,,,,,,K. Porter Jr.,1629645.0,1.0,,
140,PT00M39.20S,2022-10-22T00:35:14.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,82.21090670170827,47.05882352941176,1610612763,28,26,2022-10-22T00:44:44Z,1400000,-15.0,115.0,1,right,MISS T. Jones 11' floating Shot,[1626145],1610612763.0,MEM,floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,11.56,Missed,,,,,,,,,,,,,,,,
141,PT00M37.10S,2022-10-22T00:35:16.8Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,28,26,2022-10-22T00:35:19Z,1410000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:3),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,140.0,3.0,3.0,0.0,,,,,,,,,,,,
142,PT00M31.10S,2022-10-22T00:35:22.7Z,1,REGULAR,3pt,Jump Shot,[],1629645,31.61957950065703,32.35294117647059,1610612745,31,26,2022-10-22T00:35:34Z,1420000,88.0,245.0,1,left,K. Porter Jr. 26' 3PT  (8 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,26.01,Made,,,,,8.0,,,,,,,,,,,
143,PT00M12.20S,2022-10-22T00:35:47.0Z,1,REGULAR,3pt,Jump Shot,[],1630214,92.72339027595268,95.58823529411765,1610612763,31,26,2022-10-22T00:35:53Z,1430000,228.0,16.0,1,right,MISS X. Tillman 3PT,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Right Corner 3,24+ Right,,,22.85,Missed,,,,,,,,,,,,,,,,
144,PT00M08.40S,2022-10-22T00:35:50.7Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,31,26,2022-10-22T00:35:50Z,1440000,,,0,,T. Eason REBOUND (Off:0 Def:3),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Right Corner 3,24+ Right,,,,,143.0,3.0,3.0,0.0,,,,,,,,,,,,
145,PT00M04.30S,2022-10-22T00:35:56.9Z,1,REGULAR,foul,personal,['1freethrow'],1630217,,,1610612745,31,26,2022-10-22T00:36:37Z,1450000,,,0,,D. Bane transition take personal FOUL (1 PF) (Green 1 FT),"[1630217, 1630224]",1610612763.0,MEM,transition take,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,1662.0,,,,,,,,,1.0,0.0,Green,1630224.0,,,,,,,
147,PT00M04.30S,2022-10-22T00:36:41.3Z,1,REGULAR,freethrow,1 of 1,[],1630224,,,1610612745,32,26,2022-10-22T00:36:41Z,1470000,,,0,,J. Green transition take Free Throw 1 of 1 (14 PTS),[1630224],1610612745.0,HOU,transition take,,,Green,J. Green,,,,,,,,,,Made,,,,,14.0,,,,,,,,,,,
148,PT00M00.30S,2022-10-22T00:36:58.0Z,1,REGULAR,3pt,Jump Shot,[],1629645,31.488173455978973,33.33333333333333,1610612745,32,26,2022-10-22T00:37:04Z,1480000,83.0,243.0,1,left,MISS K. Porter Jr. 25' 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,25.74,Missed,,,,,,,,,,,,,,,,
149,PT00M00.30S,2022-10-22T00:36:58.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,32,26,2022-10-22T00:37:04Z,1490000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,148.0,,,,,,,,,,,,,,,
150,PT00M00.00S,2022-10-22T00:37:05.1Z,1,REGULAR,period,end,[],0,,,1610612745,32,26,2022-10-22T00:37:05Z,1500000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-10-22T00:38:32.8Z,2,REGULAR,substitution,out,['startperiod'],1629645,,,1610612745,32,26,2022-10-22T00:39:40Z,1510000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-10-22T00:38:32.8Z,2,REGULAR,substitution,out,['startperiod'],1630224,,,1610612745,32,26,2022-10-22T00:39:40Z,1520000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-10-22T00:38:32.8Z,2,REGULAR,substitution,out,['startperiod'],1631223,,,1610612745,32,26,2022-10-22T00:39:40Z,1530000,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-10-22T00:38:32.8Z,2,REGULAR,substitution,in,['startperiod'],201569,,,1610612745,32,26,2022-10-22T00:39:40Z,1540000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-10-22T00:38:32.8Z,2,REGULAR,substitution,in,['startperiod'],1629726,,,1610612745,32,26,2022-10-22T00:39:40Z,1550000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-10-22T00:38:32.8Z,2,REGULAR,substitution,in,['startperiod'],1631222,,,1610612745,32,26,2022-10-22T00:39:40Z,1560000,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-10-22T00:39:40.9Z,2,REGULAR,period,start,[],0,,,1610612745,32,26,2022-10-22T00:39:40Z,1570000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M43.00S,2022-10-22T00:39:56.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,10.5946123521682,51.225490196078425,1610612745,34,26,2022-10-22T00:40:02Z,1580000,-6.0,47.0,1,left,A. Sengun turnaround Hook (4 PTS),[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,4.75,Made,,,,,4.0,,,,,,,,,,,
159,PT11M28.00S,2022-10-22T00:40:11.7Z,2,REGULAR,3pt,Jump Shot,[],1630217,72.09264126149803,80.3921568627451,1610612763,34,26,2022-10-22T00:40:23Z,1590000,152.0,210.0,1,right,MISS D. Bane 25' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,25.91,Missed,,,,,,,,,,,,,,,,
160,PT11M27.00S,2022-10-22T00:40:12.7Z,2,REGULAR,rebound,defensive,[],1630231,,,1610612745,34,26,2022-10-22T00:40:23Z,1600000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:2),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Right Center,,,,,159.0,2.0,2.0,0.0,,,,,,,,,,,,
161,PT11M17.00S,2022-10-22T00:40:22.9Z,2,REGULAR,3pt,Jump Shot,[],1631106,26.62614980289093,14.460784313725492,1610612745,37,26,2022-10-22T00:40:29Z,1610000,178.0,198.0,1,left,T. Eason 26' 3PT  (3 PTS) (E. Gordon 1 AST),"[1631106, 201569]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,26.59,Made,,,,,3.0,,,,,,,E. Gordon,201569.0,1.0,,
163,PT10M56.00S,2022-10-22T00:40:43.1Z,2,REGULAR,3pt,Jump Shot,[],1631222,77.7431011826544,6.862745098039216,1610612763,37,26,2022-10-22T00:40:51Z,1630000,-216.0,157.0,1,right,MISS J. LaRavia 26' 3PT,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Left Center,,,26.66,Missed,,,,,,,,,,,,,,,,
