actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
339,PT01M52.00S,2022-10-22T01:11:02.0Z,2,REGULAR,freethrow,3 of 3,[],201569,,,1610612745,63,55,2022-10-22T01:11:39Z,3360000,,,0,,MISS E. Gordon Free Throw 3 of 3,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
340,PT01M52.00S,2022-10-22T01:11:02.0Z,2,REGULAR,rebound,defensive,[],1631222,,,1610612763,63,55,2022-10-22T01:11:39Z,3370000,,,0,,J. LaRavia REBOUND (Off:0 Def:3),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,339.0,3.0,3.0,0.0,,,,,,,,,,,,
341,PT01M38.00S,2022-10-22T01:11:47.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,92.06636005256242,54.90196078431373,1610612763,63,55,2022-10-22T01:11:57Z,3380000,25.0,22.0,1,right,MISS J. Morant driving reverse Layup,[1629630],1610612763.0,MEM,driving reverse,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,3.3,Missed,,,,,,,,,,,,,,,,
342,PT01M37.00S,2022-10-22T01:11:48.2Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612745,63,55,2022-10-22T01:13:04Z,3390000,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,341.0,2.0,2.0,0.0,,,,,,,,,,,,
343,PT01M24.00S,2022-10-22T01:12:03.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,9.017739816031538,51.225490196078425,1610612745,65,55,2022-10-22T01:12:57Z,3400000,-6.0,32.0,1,left,J. Green driving Layup (16 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,3.29,Made,,,,,16.0,,,,,,,,,,,
344,PT01M24.00S,2022-10-22T01:12:06.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203500,,,1610612745,65,55,2022-10-22T01:12:39Z,3410000,,,0,,S. Adams shooting personal FOUL (1 PF) (Green 1 FT),"[203500, 1630224]",1610612763.0,MEM,shooting,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,1627541.0,,,,,,,,,1.0,0.0,Green,1630224.0,,,,,,,
346,PT01M24.00S,2022-10-22T01:12:31.7Z,2,REGULAR,freethrow,1 of 1,[],1630224,,,1610612745,66,55,2022-10-22T01:12:31Z,3430000,,,0,,J. Green Free Throw 1 of 1 (17 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,Made,,,,,17.0,,,,,,,,,,,
347,PT01M03.00S,2022-10-22T01:13:12.8Z,2,REGULAR,2pt,Jump Shot,[],1630217,90.22667542706965,72.05882352941177,1610612763,66,55,2022-10-22T01:27:14Z,3440000,110.0,39.0,1,right,MISS D. Bane 11' floating Shot,[1630217],1610612763.0,MEM,floating,,,Bane,D. Bane,,,,,Mid-Range,8-16 Right,,,11.71,Missed,,,,,,,,,,,,,,,,
348,PT01M01.00S,2022-10-22T01:13:14.8Z,2,REGULAR,rebound,offensive,[],1629723,,,1610612763,66,55,2022-10-22T01:13:20Z,3450000,,,0,,J. Konchar REBOUND (Off:2 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Mid-Range,8-16 Right,,,,,347.0,3.0,1.0,2.0,,,,,,,,,,,,
349,PT01M01.00S,2022-10-22T01:13:16.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629723,94.40999984741211,50.0,1610612763,66,55,2022-10-22T01:13:16Z,3460000,0.0,0.0,1,right,MISS J. Konchar tip Layup,[1629723],1610612763.0,MEM,tip,,,Konchar,J. Konchar,,,,,Mid-Range,8-16 Left,,,0.0,Missed,,,,,,,,,,,,,,,,
350,PT01M01.00S,2022-10-22T01:13:17.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,66,55,2022-10-22T01:13:17Z,3470000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Mid-Range,8-16 Left,,,,,349.0,,,,,,,,,,,,,,,
352,PT01M01.00S,2022-10-22T01:13:21.3Z,2,REGULAR,substitution,out,[],1631222,,,1610612763,66,55,2022-10-22T01:13:25Z,3490000,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT01M01.00S,2022-10-22T01:13:21.3Z,2,REGULAR,substitution,in,[],1626145,,,1610612763,66,55,2022-10-22T01:13:25Z,3500000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT00M59.20S,2022-10-22T01:13:44.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203500,91.5407358738502,52.20588235294118,1610612763,66,57,2022-10-22T01:14:02Z,3510000,11.0,27.0,1,right,S. Adams cutting DUNK (4 PTS) (J. Morant 5 AST),"[203500, 1629630]",1610612763.0,MEM,cutting,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,2.92,Made,,,,,4.0,,,,,,,J. Morant,1629630.0,5.0,,
357,PT00M47.00S,2022-10-22T01:14:12.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203500,,,1610612745,66,57,2022-10-22T01:14:20Z,3540000,,,0,,S. Adams shooting personal FOUL (2 PF) (Sengun 2 FT),"[203500, 1630578]",1610612763.0,MEM,shooting,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,2005.0,,,,,,,,,2.0,0.0,Sengun,1630578.0,,,,,,,
359,PT00M47.00S,2022-10-22T01:14:42.4Z,2,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,67,57,2022-10-22T01:15:07Z,3560000,,,0,,A. Sengun Free Throw 1 of 2 (13 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,Made,,,,,13.0,,,,,,,,,,,
360,PT00M47.00S,2022-10-22T01:14:42.4Z,2,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,67,57,2022-10-22T01:15:07Z,3570000,,,0,,MISS A. Sengun Free Throw 2 of 2,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
361,PT00M45.60S,2022-10-22T01:14:43.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612763,67,57,2022-10-22T01:15:07Z,3580000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,360.0,,,,,,,,,,,,,,,
363,PT00M29.30S,2022-10-22T01:15:29.9Z,2,REGULAR,3pt,Jump Shot,[],1629723,94.95729303547962,4.166666666666666,1610612763,67,60,2022-10-22T01:15:38Z,3600000,-229.0,-5.0,1,right,J. Konchar 3PT  (12 PTS) (J. Morant 6 AST),"[1629723, 1629630]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Left Corner 3,24+ Left,,,22.93,Made,,,,,12.0,,,,,,,J. Morant,1629630.0,6.0,,
365,PT00M08.80S,2022-10-22T01:15:54.6Z,2,REGULAR,3pt,Jump Shot,[],1630224,31.35676741130092,28.186274509803923,1610612745,70,60,2022-10-22T01:16:07Z,3620000,109.0,242.0,1,left,J. Green 26' 3PT  (20 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,26.57,Made,,,,,20.0,,,,,,,,,,,
366,PT00M03.60S,2022-10-22T01:16:09.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630578,,,1610612763,70,60,2022-10-22T01:16:17Z,3630000,,,0,,A. Sengun personal FOUL (2 PF) (Morant 2 FT),"[1630578, 1629630]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Center,1662.0,,,,,,,,,2.0,0.0,Morant,1629630.0,,,,,,,
368,PT00M03.60S,2022-10-22T01:16:40.1Z,2,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,70,61,2022-10-22T01:16:40Z,3650000,,,0,,J. Morant Free Throw 1 of 2 (20 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,Made,,,,,20.0,,,,,,,,,,,
369,PT00M03.60S,2022-10-22T01:16:40.7Z,2,REGULAR,substitution,out,[],203500,,,1610612763,70,61,2022-10-22T01:16:49Z,3660000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT00M03.60S,2022-10-22T01:16:40.7Z,2,REGULAR,substitution,out,[],1626145,,,1610612763,70,61,2022-10-22T01:16:49Z,3670000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT00M03.60S,2022-10-22T01:16:40.7Z,2,REGULAR,substitution,in,[],1629634,,,1610612763,70,61,2022-10-22T01:16:49Z,3680000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT00M03.60S,2022-10-22T01:16:40.7Z,2,REGULAR,substitution,in,[],1631223,,,1610612763,70,61,2022-10-22T01:16:49Z,3690000,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT00M03.60S,2022-10-22T01:17:03.5Z,2,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,70,62,2022-10-22T01:17:03Z,3700000,,,0,,J. Morant Free Throw 2 of 2 (21 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,Made,,,,,21.0,,,,,,,,,,,
374,PT00M00.00S,2022-10-22T01:17:22.8Z,2,REGULAR,period,end,[],0,,,1610612745,70,62,2022-10-22T01:17:22Z,3710000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT12M00.00S,2022-10-22T01:32:03.1Z,3,REGULAR,substitution,out,['startperiod'],1631106,,,1610612745,70,62,2022-10-22T01:32:23Z,3720000,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT12M00.00S,2022-10-22T01:32:03.1Z,3,REGULAR,substitution,out,['startperiod'],1630578,,,1610612745,70,62,2022-10-22T01:32:23Z,3730000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT12M00.00S,2022-10-22T01:32:03.1Z,3,REGULAR,substitution,out,['startperiod'],1629634,,,1610612745,70,62,2022-10-22T01:32:23Z,3740000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT12M00.00S,2022-10-22T01:32:03.1Z,3,REGULAR,substitution,out,['startperiod'],1631223,,,1610612745,70,62,2022-10-22T01:32:23Z,3750000,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT12M00.00S,2022-10-22T01:32:03.1Z,3,REGULAR,substitution,in,['startperiod'],1631095,,,1610612745,70,62,2022-10-22T01:32:23Z,3760000,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT12M00.00S,2022-10-22T01:32:03.1Z,3,REGULAR,substitution,in,['startperiod'],1628981,,,1610612745,70,62,2022-10-22T01:32:23Z,3770000,,,0,,SUB in: B. Fernando,[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT12M00.00S,2022-10-22T01:32:03.1Z,3,REGULAR,substitution,in,['startperiod'],203500,,,1610612745,70,62,2022-10-22T01:32:23Z,3780000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT12M00.00S,2022-10-22T01:32:03.1Z,3,REGULAR,substitution,in,['startperiod'],1630583,,,1610612745,70,62,2022-10-22T01:32:23Z,3790000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT12M00.00S,2022-10-22T01:32:40.0Z,3,REGULAR,period,start,[],0,,,1610612745,70,62,2022-10-22T01:32:40Z,3800000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT11M41.00S,2022-10-22T01:32:58.6Z,3,REGULAR,2pt,Jump Shot,[],1630224,81.02825229960578,80.63725490196079,1610612745,70,62,2022-10-22T01:33:06Z,3810000,153.0,126.0,1,right,MISS J. Green 19' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,,,19.82,Missed,,,,,,,,,,,,,,,,
385,PT11M39.00S,2022-10-22T01:33:00.6Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,70,62,2022-10-22T01:33:06Z,3820000,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Right Center,,,,,384.0,2.0,2.0,0.0,,,,,,,,,,,,
386,PT11M31.00S,2022-10-22T01:33:08.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629723,6.1268068331143235,52.69607843137255,1610612763,70,64,2022-10-22T01:33:13Z,3830000,-13.0,5.0,1,left,J. Konchar cutting DUNK (14 PTS) (D. Bane 2 AST),"[1629723, 1630217]",1610612763.0,MEM,cutting,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,1.44,Made,,,,,14.0,,,,,,,D. Bane,1630217.0,2.0,,
389,PT11M17.00S,2022-10-22T01:33:27.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,80.3712220762155,53.92156862745098,1610612745,72,64,2022-10-22T01:33:43Z,3860000,20.0,132.0,1,right,K. Porter Jr. 13' driving floating bank Jump Shot (13 PTS),[1629645],1610612745.0,HOU,driving floating bank,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,13.34,Made,,,,,13.0,,,,,,,,,,,
390,PT11M04.00S,2022-10-22T01:33:40.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203500,5.732588699080158,49.754901960784316,1610612763,72,66,2022-10-22T01:33:46Z,3870000,1.0,1.0,1,left,S. Adams cutting Layup (6 PTS) (D. Bane 3 AST),"[203500, 1630217]",1610612763.0,MEM,cutting,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,0.18,Made,,,,,6.0,,,,,,,D. Bane,1630217.0,3.0,,
392,PT10M48.00S,2022-10-22T01:33:55.6Z,3,REGULAR,3pt,Jump Shot,[],1631095,75.1149802890933,13.23529411764706,1610612745,72,66,2022-10-22T01:34:05Z,3890000,-184.0,181.0,1,right,MISS J. Smith Jr. 25' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,25.82,Missed,,,,,,,,,,,,,,,,
393,PT10M46.00S,2022-10-22T01:33:57.6Z,3,REGULAR,rebound,defensive,[],1630583,,,1610612763,72,66,2022-10-22T01:34:05Z,3900000,,,0,,S. Aldama REBOUND (Off:1 Def:3),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,,,,,392.0,4.0,3.0,1.0,,,,,,,,,,,,
394,PT10M42.00S,2022-10-22T01:34:02.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629630,5.863994743758213,51.225490196078425,1610612763,72,68,2022-10-22T01:34:10Z,3910000,-6.0,3.0,1,left,J. Morant running DUNK (23 PTS) (S. Aldama 3 AST),"[1629630, 1630583]",1610612763.0,MEM,running,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,0.66,Made,,,,,23.0,,,,,,,S. Aldama,1630583.0,3.0,,
396,PT10M28.00S,2022-10-22T01:34:16.0Z,3,REGULAR,turnover,bad pass,[],201569,,,1610612745,72,68,2022-10-22T01:34:19Z,3930000,,,0,,E. Gordon bad pass TURNOVER (3 TO),"[201569, 1630217]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Mid-Range,16-24 Right Center,,3.0,,,,,,,,,,,,,,,,,Bane,1630217.0
397,PT10M28.00S,2022-10-22T01:34:16.0Z,3,REGULAR,steal,,[],1630217,,,1610612763,72,68,2022-10-22T01:34:17Z,3940000,,,0,,D. Bane STEAL (1 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
398,PT10M25.00S,2022-10-22T01:34:19.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630217,29.911300919842315,71.81372549019608,1610612763,72,68,2022-10-22T01:34:27Z,3950000,-109.0,229.0,1,left,MISS D. Bane 25' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,25.34,Missed,,,,,,,,,,,,,,,,
399,PT10M23.00S,2022-10-22T01:34:21.9Z,3,REGULAR,rebound,offensive,[],1630217,,,1610612763,72,68,2022-10-22T01:34:27Z,3960000,,,0,,D. Bane REBOUND (Off:1 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,,398.0,3.0,2.0,1.0,,,,,,,,,,,,
400,PT10M20.00S,2022-10-22T01:34:24.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630217,29.911300919842315,70.09803921568627,1610612763,72,68,2022-10-22T01:34:30Z,3970000,-100.0,229.0,1,left,MISS D. Bane 24' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,24.98,Missed,,,,,,,,,,,,,,,,
401,PT10M18.00S,2022-10-22T01:34:26.2Z,3,REGULAR,rebound,defensive,[],1630224,,,1610612745,72,68,2022-10-22T01:34:38Z,3980000,,,0,,J. Green REBOUND (Off:0 Def:3),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,400.0,3.0,3.0,0.0,,,,,,,,,,,,
402,PT10M07.00S,2022-10-22T01:34:36.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,91.5407358738502,46.81372549019608,1610612745,74,68,2022-10-22T01:34:44Z,3990000,-16.0,27.0,1,right,J. Green driving finger roll Layup (22 PTS),[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,3.13,Made,,,,,22.0,,,,,,,,,,,
403,PT09M54.00S,2022-10-22T01:34:50.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,5.863994743758213,52.94117647058824,1610612763,74,70,2022-10-22T01:34:56Z,4000000,-15.0,3.0,1,left,J. Morant driving reverse Layup (25 PTS),[1629630],1610612763.0,MEM,driving reverse,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,1.49,Made,,,,,25.0,,,,,,,,,,,
404,PT09M44.00S,2022-10-22T01:35:03.0Z,3,REGULAR,foul,personal,[],1630217,,,1610612745,74,70,2022-10-22T01:35:16Z,4010000,,,0,,D. Bane personal FOUL (2 PF),"[1630217, 1629645]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,1627541.0,,,,,,,,,2.0,0.0,Porter Jr.,1629645.0,,,,,,,
406,PT09M37.00S,2022-10-22T01:35:29.5Z,3,REGULAR,turnover,bad pass,[],1628981,,,1610612745,74,70,2022-10-22T01:35:35Z,4030000,,,0,,B. Fernando bad pass TURNOVER (1 TO),"[1628981, 1630583]",1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,Above the Break 3,24+ Left Center,,1.0,,,,,,,,,,,,,,,,,Aldama,1630583.0
407,PT09M37.00S,2022-10-22T01:35:29.5Z,3,REGULAR,steal,,[],1630583,,,1610612763,74,70,2022-10-22T01:36:17Z,4040000,,,0,,S. Aldama STEAL (1 STL),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
408,PT09M33.00S,2022-10-22T01:35:33.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629630,6.258212877792378,51.225490196078425,1610612763,74,72,2022-10-22T01:35:46Z,4050000,-6.0,6.0,1,left,J. Morant running DUNK (27 PTS),[1629630],1610612763.0,MEM,running,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,0.88,Made,,,,,27.0,,,,,,,,,,,
409,PT09M33.00S,2022-10-22T01:35:41.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,74,72,2022-10-22T01:35:41Z,4060000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT09M33.00S,2022-10-22T01:37:57.6Z,3,REGULAR,substitution,out,[],1628981,,,1610612745,74,72,2022-10-22T01:38:17Z,4070000,,,0,,SUB out: B. Fernando,[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT09M33.00S,2022-10-22T01:37:57.6Z,3,REGULAR,substitution,in,[],1630231,,,1610612745,74,72,2022-10-22T01:38:17Z,4080000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT09M13.00S,2022-10-22T01:38:51.8Z,3,REGULAR,2pt,Jump Shot,[],1631095,71.82982917214193,53.431372549019606,1610612745,74,72,2022-10-22T01:39:01Z,4090000,17.0,212.0,1,right,MISS J. Smith Jr. 21' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Center,,,21.3,Missed,,,,,,,,,,,,,,,,
413,PT09M10.00S,2022-10-22T01:38:54.8Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,74,72,2022-10-22T01:39:01Z,4100000,,,0,,D. Bane REBOUND (Off:1 Def:3),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Center,,,,,412.0,4.0,3.0,1.0,,,,,,,,,,,,
414,PT09M01.00S,2022-10-22T01:39:04.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630583,5.732588699080158,46.07843137254902,1610612763,74,74,2022-10-22T01:39:11Z,4110000,20.0,1.0,1,left,S. Aldama driving finger roll Layup (6 PTS) (D. Bane 4 AST),"[1630583, 1630217]",1610612763.0,MEM,driving finger roll,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,1.96,Made,,,,,6.0,,,,,,,D. Bane,1630217.0,4.0,,
416,PT08M46.00S,2022-10-22T01:39:19.3Z,3,REGULAR,turnover,lost ball,[],1630231,,,1610612745,74,74,2022-10-22T01:39:25Z,4130000,,,0,,K. Martin Jr. lost ball TURNOVER (2 TO),"[1630231, 1630217]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,2.0,,,,,,,,,,,,,,,,,Bane,1630217.0
417,PT08M46.00S,2022-10-22T01:39:19.3Z,3,REGULAR,steal,,[],1630217,,,1610612763,74,74,2022-10-22T01:39:21Z,4140000,,,0,,D. Bane STEAL (2 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
418,PT08M27.00S,2022-10-22T01:39:37.9Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630217,5.863994743758213,42.8921568627451,1610612763,74,74,2022-10-22T01:39:46Z,4150000,36.0,3.0,1,left,MISS D. Bane driving Hook,[1630217],1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,3.56,Missed,,,,,,,,,,,,,,,,
419,PT08M26.00S,2022-10-22T01:39:38.9Z,3,REGULAR,rebound,defensive,[],1630231,,,1610612745,74,74,2022-10-22T01:39:46Z,4160000,,,0,,K. Martin Jr. REBOUND (Off:1 Def:4),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,,,,,418.0,5.0,4.0,1.0,,,,,,,,,,,,
420,PT08M21.00S,2022-10-22T01:39:44.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201569,69.59592641261499,26.96078431372549,1610612745,77,74,2022-10-22T01:39:52Z,4170000,-115.0,233.0,1,right,E. Gordon 26' 3PT  (12 PTS) (K. Martin Jr. 1 AST),"[201569, 1630231]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Left Center,,,26.02,Made,,,,,12.0,,,,,,,K. Martin Jr.,1630231.0,1.0,,
424,PT08M08.00S,2022-10-22T01:39:56.7Z,3,REGULAR,3pt,Jump Shot,[],1629630,27.54599211563732,14.460784313725492,1610612763,77,77,2022-10-22T01:40:00Z,4190000,178.0,206.0,1,left,J. Morant 27' 3PT  (30 PTS) (D. Bane 5 AST),"[1629630, 1630217]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,,,27.24,Made,,,,,30.0,,,,,,,D. Bane,1630217.0,5.0,,
426,PT07M56.00S,2022-10-22T01:40:09.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201569,92.72339027595268,47.794117647058826,1610612745,79,77,2022-10-22T01:40:13Z,4210000,-11.0,16.0,1,right,E. Gordon cutting Layup (14 PTS) (K. Porter Jr. 4 AST),"[201569, 1629645]",1610612745.0,HOU,cutting,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,,,1.93,Made,,,,,14.0,,,,,,,K. Porter Jr.,1629645.0,4.0,,
428,PT07M45.00S,2022-10-22T01:40:19.3Z,3,REGULAR,3pt,Jump Shot,[],1630217,24.129434954007884,10.784313725490197,1610612763,79,80,2022-10-22T01:40:28Z,4230000,196.0,174.0,1,left,D. Bane 26' 3PT step back (6 PTS) (J. Morant 7 AST),"[1630217, 1629630]",1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,26.24,Made,,,,,6.0,,,,,,,J. Morant,1629630.0,7.0,,
