actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
341,PT08M46.00S,2023-03-20T00:24:27.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,90.3580814717477,55.392156862745104,1610612745,54,73,2023-03-20T00:24:32Z,3340000,False,27.0,38.0,1,right,MISS A. Sengun driving Layup - blocked,"[1630578, 202685]",1610612745.0,HOU,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.67,Missed,Sengun,A. Sengun,,,,,,,,,,,,Valanciunas,202685.0,,,,,
342,PT08M46.00S,2023-03-20T00:24:27.8Z,3,REGULAR,block,,[],202685,,,1610612745,54,73,2023-03-20T00:24:29Z,3350000,False,,,0,,J. Valanciunas BLOCK (1 BLK),[202685],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,
343,PT08M44.00S,2023-03-20T00:24:29.8Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,54,73,2023-03-20T00:24:32Z,3360000,False,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,Ingram,B. Ingram,341.0,2.0,2.0,0.0,,,,,,,,,,,,,,
344,PT08M42.00S,2023-03-20T00:24:34.7Z,3,REGULAR,foul,personal,[],1630231,,,1610612740,54,73,2023-03-20T00:24:56Z,3370000,False,,,0,,K. Martin Jr. personal FOUL (3 PF),"[1630231, 1630530]",1610612745.0,HOU,,,,,,,Mid-Range,16-24 Right,,,Martin Jr.,K. Martin Jr.,,,,,,,,,1146.0,3.0,0.0,,,Murphy III,1630530.0,,,
346,PT08M42.00S,2023-03-20T00:24:48.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,54,73,2023-03-20T00:24:48Z,3390000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT08M39.00S,2023-03-20T00:27:48.7Z,3,REGULAR,foul,offensive,[],1630529,,,1610612740,54,73,2023-03-20T00:27:57Z,3400000,False,,,0,,H. Jones offensive FOUL (3 PF),"[1630529, 1631095]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,Jones,H. Jones,,,,,,,,,1204.0,3.0,0.0,,,Smith Jr.,1631095.0,,,
349,PT08M39.00S,2023-03-20T00:27:48.7Z,3,REGULAR,turnover,offensive foul,[],1630529,,,1610612740,54,73,2023-03-20T00:27:48Z,3420000,False,,,0,,H. Jones offensive foul TURNOVER (1 TO),[1630529],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,Jones,H. Jones,,,,,,,,,1204.0,,,,,,,1.0,,
350,PT08M27.00S,2023-03-20T00:28:11.4Z,3,REGULAR,foul,personal,['2freethrow'],202685,,,1610612745,54,73,2023-03-20T00:28:32Z,3430000,False,,,0,,J. Valanciunas shooting personal FOUL (2 PF) (Green 2 FT),"[202685, 1630224]",1610612740.0,NOP,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Valanciunas,J. Valanciunas,,,,,,,,,1204.0,2.0,1.0,,,Green,1630224.0,,,
352,PT08M27.00S,2023-03-20T00:28:44.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630224,,,1610612745,55,73,2023-03-20T00:28:44Z,3450000,False,,,0,,J. Green Free Throw 1 of 2 (20 PTS),[1630224],1610612745.0,HOU,,,,,,,,,,Made,Green,J. Green,,,,,20.0,,,,,,,,,,,,,
353,PT08M27.00S,2023-03-20T00:29:00.1Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630224,,,1610612745,56,73,2023-03-20T00:29:00Z,3460000,False,,,0,,J. Green Free Throw 2 of 2 (21 PTS),[1630224],1610612745.0,HOU,,,,,,,,,,Made,Green,J. Green,,,,,21.0,,,,,,,,,,,,,
354,PT08M14.00S,2023-03-20T00:29:14.8Z,3,REGULAR,3pt,Jump Shot,[],1630530,28.203022339027594,20.833333333333336,1610612740,56,73,2023-03-20T00:29:24Z,3470000,False,146.0,213.0,1,left,MISS T. Murphy III 25' 3PT,[1630530],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,25.78,Missed,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
355,PT08M09.00S,2023-03-20T00:29:19.8Z,3,REGULAR,rebound,defensive,[],1630224,,,1610612745,56,73,2023-03-20T00:29:24Z,3480000,False,,,0,,J. Green REBOUND (Off:1 Def:2),[1630224],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,Green,J. Green,354.0,3.0,2.0,1.0,,,,,,,,,,,,,,
356,PT08M01.00S,2023-03-20T00:29:34.7Z,3,REGULAR,foul,technical,['1freethrow'],202685,,,1610612745,56,73,2023-03-20T00:29:42Z,3490000,False,,,0,,J. Valanciunas defensive-3-second technical FOUL (2 Tech),[202685],1610612740.0,NOP,defensive-3-second,,,,,,In The Paint (Non-RA),0-8 Center,,,Valanciunas,J. Valanciunas,,,,,,,,,1146.0,2.0,2.0,,,,,,,
357,PT08M01.00S,2023-03-20T00:29:51.8Z,3,REGULAR,freethrow,1 of 1,[],1630224,,,1610612745,57,73,2023-03-20T00:29:51Z,3500000,False,,,0,,J. Green technical Free Throw 1 of 1 (22 PTS),[1630224],1610612745.0,HOU,technical,,,,,,,,,Made,Green,J. Green,,,,,22.0,,,,,,,,,,,,,
358,PT07M53.00S,2023-03-20T00:30:21.1Z,3,REGULAR,3pt,Jump Shot,[],1631095,67.36202365308804,68.87254901960785,1610612745,57,73,2023-03-20T00:30:27Z,3510000,False,94.0,254.0,1,right,MISS J. Smith Jr. 27' 3PT,[1631095],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,27.13,Missed,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
359,PT07M52.00S,2023-03-20T00:30:22.1Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,57,73,2023-03-20T00:30:27Z,3520000,False,,,0,,J. Valanciunas REBOUND (Off:5 Def:2),[202685],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,Valanciunas,J. Valanciunas,358.0,7.0,2.0,5.0,,,,,,,,,,,,,,
360,PT07M40.00S,2023-03-20T00:30:33.7Z,3,REGULAR,2pt,Jump Shot,[],203468,13.354139290407357,31.862745098039213,1610612740,57,75,2023-03-20T00:30:38Z,3530000,False,91.0,73.0,1,left,C. McCollum 11' driving floating Jump Shot (18 PTS),[203468],1610612740.0,NOP,driving floating,,,,,,Mid-Range,8-16 Right,11.64,Made,McCollum,C. McCollum,,,,,18.0,,,,,,,,,,,,,
361,PT07M26.00S,2023-03-20T00:30:47.4Z,3,REGULAR,3pt,Jump Shot,[],1630224,90.48948751642575,95.09803921568627,1610612745,57,75,2023-03-20T00:30:52Z,3540000,False,225.0,37.0,1,right,MISS J. Green 3PT,[1630224],1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,22.85,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,
362,PT07M23.00S,2023-03-20T00:30:50.4Z,3,REGULAR,rebound,offensive,[],1630231,,,1610612745,57,75,2023-03-20T00:30:50Z,3550000,False,,,0,,K. Martin Jr. REBOUND (Off:1 Def:2),[1630231],1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,,,Martin Jr.,K. Martin Jr.,361.0,3.0,2.0,1.0,,,,,,,,,,,,,,
363,PT07M16.00S,2023-03-20T00:30:56.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631095,91.01511169513797,53.67647058823529,1610612745,57,75,2023-03-20T00:31:01Z,3560000,False,18.0,32.0,1,right,MISS J. Smith Jr. reverse Layup - blocked,"[1631095, 202685]",1610612745.0,HOU,reverse,,,,,,Restricted Area,0-8 Center,3.69,Missed,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,Valanciunas,202685.0,,,,,
364,PT07M16.00S,2023-03-20T00:30:56.7Z,3,REGULAR,block,,[],202685,,,1610612745,57,75,2023-03-20T00:30:58Z,3570000,False,,,0,,J. Valanciunas BLOCK (2 BLK),[202685],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,
365,PT07M14.00S,2023-03-20T00:30:58.7Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,57,75,2023-03-20T00:31:01Z,3580000,False,,,0,,J. Valanciunas REBOUND (Off:5 Def:3),[202685],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,Valanciunas,J. Valanciunas,363.0,8.0,3.0,5.0,,,,,,,,,,,,,,
366,PT07M14.00S,2023-03-20T00:31:01.9Z,3,REGULAR,foul,offensive,[],202685,,,1610612740,57,75,2023-03-20T00:31:10Z,3590000,False,,,0,,J. Valanciunas offensive FOUL (3 PF),"[202685, 1630578]",1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,Valanciunas,J. Valanciunas,,,,,,,,,1146.0,3.0,2.0,,,Sengun,1630578.0,,,
368,PT07M14.00S,2023-03-20T00:31:01.9Z,3,REGULAR,turnover,offensive foul,[],202685,,,1610612740,57,75,2023-03-20T00:31:01Z,3610000,False,,,0,,J. Valanciunas offensive foul TURNOVER (2 TO),[202685],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,Valanciunas,J. Valanciunas,,,,,,,,,1146.0,,,,,,,2.0,,
369,PT07M02.00S,2023-03-20T00:31:35.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630224,87.59855453350855,52.69607843137255,1610612745,59,75,2023-03-20T00:31:39Z,3620000,False,13.0,64.0,1,right,J. Green 6' driving floating Jump Shot (24 PTS),[1630224],1610612745.0,HOU,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.55,Made,Green,J. Green,,,,,24.0,,,,,,,,,,,,,
370,PT06M51.00S,2023-03-20T00:31:46.8Z,3,REGULAR,3pt,Jump Shot,[],1630530,30.436925098554536,27.941176470588236,1610612740,59,75,2023-03-20T00:31:55Z,3630000,False,110.0,234.0,1,left,MISS T. Murphy III 25' 3PT,[1630530],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,25.83,Missed,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
371,PT06M49.00S,2023-03-20T00:31:48.8Z,3,REGULAR,rebound,defensive,[],1630231,,,1610612745,59,75,2023-03-20T00:31:55Z,3640000,False,,,0,,K. Martin Jr. REBOUND (Off:1 Def:3),[1630231],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,Martin Jr.,K. Martin Jr.,370.0,4.0,3.0,1.0,,,,,,,,,,,,,,
372,PT06M30.00S,2023-03-20T00:32:06.7Z,3,REGULAR,2pt,Jump Shot,[],1631095,78.13731931668858,30.392156862745097,1610612745,61,75,2023-03-20T00:35:35Z,3650000,False,-98.0,153.0,1,right,J. Smith Jr. 18' pullup Jump Shot (4 PTS),[1631095],1610612745.0,HOU,pullup,,,,,,Mid-Range,16-24 Left Center,18.17,Made,Smith Jr.,J. Smith Jr.,,,,,4.0,,,,,,,,,,,,,
373,PT06M07.00S,2023-03-20T00:32:29.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,12.434296977660972,38.970588235294116,1610612740,61,77,2023-03-20T00:32:34Z,3660000,False,55.0,64.0,1,left,B. Ingram 8' turnaround fadeaway Jump Shot (13 PTS) (C. McCollum 4 AST),"[1627742, 203468]",1610612740.0,NOP,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Right,8.48,Made,Ingram,B. Ingram,,,,,13.0,C. McCollum,203468.0,4.0,,,,,,,,,,
374,PT05M49.00S,2023-03-20T00:32:47.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,82.9993429697766,44.85294117647059,1610612745,61,77,2023-03-20T00:35:46Z,3670000,False,-26.0,107.0,1,right,MISS J. Smith Jr. 11' pullup Shot - blocked,"[1631095, 203468]",1610612745.0,HOU,pullup,,,,,,In The Paint (Non-RA),8-16 Center,11.03,Missed,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,McCollum,203468.0,,,,,
375,PT05M49.00S,2023-03-20T00:32:47.4Z,3,REGULAR,block,,[],203468,,,1610612745,61,77,2023-03-20T00:43:13Z,3680000,False,,,0,,C. McCollum BLOCK (1 BLK),[203468],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),8-16 Center,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
376,PT05M47.00S,2023-03-20T00:32:49.4Z,3,REGULAR,rebound,defensive,[],203468,,,1610612740,61,77,2023-03-20T00:32:52Z,3690000,False,,,0,,C. McCollum REBOUND (Off:0 Def:4),[203468],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),8-16 Center,,,McCollum,C. McCollum,374.0,4.0,4.0,0.0,,,,,,,,,,,,,,
377,PT05M44.00S,2023-03-20T00:32:52.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630530,13.222733245729303,2.2058823529411766,1610612740,61,77,2023-03-20T00:36:11Z,3700000,False,239.0,72.0,1,left,MISS T. Murphy III 24' running 3PT,[1630530],1610612740.0,NOP,running,,,,,,Right Corner 3,24+ Right,24.96,Missed,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
378,PT05M43.00S,2023-03-20T00:32:53.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,61,77,2023-03-20T00:32:59Z,3710000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,,,,,377.0,,,,,,,,,,,,,,,,,
380,PT05M43.00S,2023-03-20T00:32:58.7Z,3,REGULAR,substitution,out,[],203468,,,1610612740,61,77,2023-03-20T00:33:05Z,3730000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,,,,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
381,PT05M43.00S,2023-03-20T00:32:58.7Z,3,REGULAR,substitution,in,[],1630700,,,1610612740,61,77,2023-03-20T00:33:05Z,3740000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,,,,,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,
382,PT05M36.00S,2023-03-20T00:33:23.2Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1627742,13.485545335085414,29.901960784313726,1610612740,61,77,2023-03-20T00:36:43Z,3750000,False,100.0,74.0,1,left,MISS B. Ingram 12' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,,,,Mid-Range,8-16 Right,12.5,Missed,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
383,PT05M31.00S,2023-03-20T00:33:28.2Z,3,REGULAR,rebound,defensive,[],1629645,,,1610612745,61,77,2023-03-20T00:33:30Z,3760000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:3),[1629645],1610612745.0,HOU,,,,,,,Mid-Range,8-16 Right,,,Porter Jr.,K. Porter Jr.,382.0,3.0,3.0,0.0,,,,,,,,,,,,,,
384,PT05M22.00S,2023-03-20T00:33:36.9Z,3,REGULAR,3pt,Jump Shot,[],1629645,65.91655716162943,60.049019607843135,1610612745,64,77,2023-03-20T00:33:41Z,3770000,False,50.0,268.0,1,right,K. Porter Jr. 27' 3PT step back (17 PTS),[1629645],1610612745.0,HOU,step back,,,,,,Above the Break 3,24+ Center,27.26,Made,Porter Jr.,K. Porter Jr.,,,,,17.0,,,,,,,,,,,,,
385,PT05M06.00S,2023-03-20T00:33:53.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202685,7.30946123521682,46.81372549019608,1610612740,64,79,2023-03-20T00:33:57Z,3780000,False,16.0,16.0,1,left,J. Valanciunas DUNK (16 PTS) (B. Ingram 5 AST),"[202685, 1627742]",1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,2.27,Made,Valanciunas,J. Valanciunas,,,,,16.0,B. Ingram,1627742.0,5.0,,,,,,,,,,
387,PT04M44.00S,2023-03-20T00:34:15.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,89.17542706964521,46.32352941176471,1610612745,64,79,2023-03-20T00:34:24Z,3800000,False,-18.0,49.0,1,right,MISS A. Sengun turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,5.26,Missed,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
388,PT04M42.00S,2023-03-20T00:34:17.9Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,64,79,2023-03-20T00:34:24Z,3810000,False,,,0,,J. Valanciunas REBOUND (Off:5 Def:4),[202685],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,Valanciunas,J. Valanciunas,387.0,9.0,4.0,5.0,,,,,,,,,,,,,,
389,PT04M35.00S,2023-03-20T00:34:24.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,6.258212877792378,54.166666666666664,1610612740,64,81,2023-03-20T00:40:40Z,3820000,False,-21.0,6.0,1,left,B. Ingram driving finger roll Layup (15 PTS) (D. Daniels 2 AST),"[1627742, 1630700]",1610612740.0,NOP,driving finger roll,,,,,,Restricted Area,0-8 Center,2.17,Made,Ingram,B. Ingram,,,,,15.0,D. Daniels,1630700.0,2.0,,,,,,,,,,
391,PT04M20.00S,2023-03-20T00:34:41.3Z,3,REGULAR,foul,personal,['2freethrow'],202685,,,1610612745,64,81,2023-03-20T00:34:54Z,3840000,False,,,0,,J. Valanciunas shooting personal FOUL (4 PF) (Sengun 2 FT),"[202685, 1630578]",1610612740.0,NOP,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Valanciunas,J. Valanciunas,,,,,,,,,202007.0,4.0,2.0,,,Sengun,1630578.0,,,
393,PT04M20.00S,2023-03-20T00:35:18.1Z,3,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,65,81,2023-03-20T00:35:18Z,3860000,False,,,0,,A. Sengun Free Throw 1 of 2 (5 PTS),[1630578],1610612745.0,HOU,,,,,,,,,,Made,Sengun,A. Sengun,,,,,5.0,,,,,,,,,,,,,
394,PT04M20.00S,2023-03-20T00:35:39.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,65,81,2023-03-20T00:35:39Z,3870000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT04M20.00S,2023-03-20T00:37:38.7Z,3,REGULAR,substitution,out,[],1631095,,,1610612745,65,81,2023-03-20T00:38:04Z,3880000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
396,PT04M20.00S,2023-03-20T00:37:38.7Z,3,REGULAR,substitution,out,[],1630231,,,1610612745,65,81,2023-03-20T00:38:04Z,3890000,False,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,,,,,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,
397,PT04M20.00S,2023-03-20T00:37:38.7Z,3,REGULAR,substitution,out,[],202685,,,1610612745,65,81,2023-03-20T00:38:04Z,3900000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,,,,,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,
398,PT04M20.00S,2023-03-20T00:37:38.7Z,3,REGULAR,substitution,out,[],1630530,,,1610612745,65,81,2023-03-20T00:38:04Z,3910000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
399,PT04M20.00S,2023-03-20T00:37:38.7Z,3,REGULAR,substitution,in,[],1630256,,,1610612745,65,81,2023-03-20T00:38:04Z,3920000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,
400,PT04M20.00S,2023-03-20T00:37:38.7Z,3,REGULAR,substitution,in,[],1631106,,,1610612745,65,81,2023-03-20T00:38:04Z,3930000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,,,,,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,
401,PT04M20.00S,2023-03-20T00:37:38.7Z,3,REGULAR,substitution,in,[],1626204,,,1610612745,65,81,2023-03-20T00:38:04Z,3940000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,,,,,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,
402,PT04M20.00S,2023-03-20T00:37:38.7Z,3,REGULAR,substitution,in,[],1626196,,,1610612745,65,81,2023-03-20T00:38:04Z,3950000,False,,,0,,SUB in: J. Richardson,[1626196],1610612740.0,NOP,,,,,,,,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,
403,PT04M20.00S,2023-03-20T00:38:30.8Z,3,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,66,81,2023-03-20T00:38:30Z,3960000,False,,,0,,A. Sengun Free Throw 2 of 2 (6 PTS),[1630578],1610612745.0,HOU,,,,,,,,,,Made,Sengun,A. Sengun,,,,,6.0,,,,,,,,,,,,,
404,PT04M01.00S,2023-03-20T00:38:51.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,8.886333771353483,48.03921568627451,1610612740,66,81,2023-03-20T00:39:15Z,3970000,False,10.0,31.0,1,left,MISS B. Ingram driving finger roll Layup,[1627742],1610612740.0,NOP,driving finger roll,,,,,,Restricted Area,0-8 Center,3.25,Missed,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
405,PT03M58.00S,2023-03-20T00:38:54.0Z,3,REGULAR,rebound,defensive,[],1630224,,,1610612745,66,81,2023-03-20T00:38:57Z,3980000,False,,,0,,J. Green REBOUND (Off:1 Def:3),[1630224],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,Green,J. Green,404.0,4.0,3.0,1.0,,,,,,,,,,,,,,
406,PT03M54.00S,2023-03-20T00:38:58.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,89.70105124835742,52.20588235294118,1610612745,66,81,2023-03-20T00:46:32Z,3990000,False,11.0,44.0,1,right,MISS K. Porter Jr. driving Layup,[1629645],1610612745.0,HOU,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.56,Missed,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,
407,PT03M52.00S,2023-03-20T00:39:00.7Z,3,REGULAR,rebound,defensive,[],1626204,,,1610612740,66,81,2023-03-20T00:39:06Z,4000000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:3),[1626204],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,Nance Jr.,L. Nance Jr.,406.0,3.0,3.0,0.0,,,,,,,,,,,,,,
408,PT03M47.00S,2023-03-20T00:39:05.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627742,22.946780551905388,88.23529411764706,1610612740,66,81,2023-03-20T00:46:48Z,4010000,False,-191.0,163.0,1,left,MISS B. Ingram 25' running pullup 3PT,[1627742],1610612740.0,NOP,running pullup,,,,,,Above the Break 3,24+ Left Center,25.14,Missed,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
409,PT03M44.00S,2023-03-20T00:39:08.6Z,3,REGULAR,rebound,offensive,[],1630529,,,1610612740,66,81,2023-03-20T00:39:08Z,4020000,False,,,0,,H. Jones REBOUND (Off:2 Def:2),[1630529],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,Jones,H. Jones,408.0,4.0,2.0,2.0,,,,,,,,,,,,,,
410,PT03M37.00S,2023-03-20T00:39:15.9Z,3,REGULAR,turnover,lost ball,[],1627742,,,1610612740,66,81,2023-03-20T00:39:23Z,4030000,False,,,0,,B. Ingram lost ball TURNOVER (2 TO),"[1627742, 1630256]",1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,2.0,Tate,1630256.0
411,PT03M37.00S,2023-03-20T00:39:15.9Z,3,REGULAR,steal,,[],1630256,,,1610612745,66,81,2023-03-20T00:41:12Z,4040000,False,,,0,,J. Tate STEAL (1 STL),[1630256],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,
412,PT03M28.00S,2023-03-20T00:39:26.6Z,3,REGULAR,foul,personal,[],1630529,,,1610612745,66,81,2023-03-20T00:39:34Z,4050000,False,,,0,,H. Jones personal FOUL (4 PF),"[1630529, 1630578]",1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,Jones,H. Jones,,,,,,,,,1204.0,4.0,0.0,,,Sengun,1630578.0,,,
414,PT03M28.00S,2023-03-20T00:39:34.1Z,3,REGULAR,substitution,out,[],1630529,,,1610612745,66,81,2023-03-20T00:39:49Z,4070000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,,,,,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,
415,PT03M28.00S,2023-03-20T00:39:34.1Z,3,REGULAR,substitution,out,[],1630700,,,1610612745,66,81,2023-03-20T00:39:49Z,4080000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,,,,,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,
416,PT03M28.00S,2023-03-20T00:39:34.1Z,3,REGULAR,substitution,in,[],1630230,,,1610612745,66,81,2023-03-20T00:39:49Z,4090000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,,,,,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,
417,PT03M28.00S,2023-03-20T00:39:34.1Z,3,REGULAR,substitution,in,[],203468,,,1610612745,66,81,2023-03-20T00:39:49Z,4100000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,,,,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
418,PT03M19.00S,2023-03-20T00:40:00.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630578,92.9862023653088,51.9607843137255,1610612745,68,81,2023-03-20T00:40:12Z,4110000,False,10.0,13.0,1,right,A. Sengun cutting DUNK (8 PTS) (K. Porter Jr. 2 AST),"[1630578, 1629645]",1610612745.0,HOU,cutting,,,,,,Restricted Area,0-8 Center,1.66,Made,Sengun,A. Sengun,,,,,8.0,K. Porter Jr.,1629645.0,2.0,,,,,,,,,,
420,PT03M07.00S,2023-03-20T00:40:12.2Z,3,REGULAR,2pt,Jump Shot,[],203468,14.799605781865965,66.91176470588235,1610612740,68,81,2023-03-20T00:40:19Z,4130000,False,-85.0,87.0,1,left,MISS C. McCollum 12' driving floating Shot,[203468],1610612740.0,NOP,driving floating,,,,,,Mid-Range,8-16 Left,12.11,Missed,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
