actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
86,PT03M38.00S,2023-03-19T23:25:09.5Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,21,25,2023-03-19T23:25:20Z,840000,False,,,0,,A. Sengun REBOUND (Off:1 Def:2),[1630578],1610612745.0,HOU,,,,,,,Mid-Range,8-16 Left,,,Sengun,A. Sengun,85.0,3.0,2.0,1.0,,,,,,,,,,,,,,
87,PT03M28.00S,2023-03-19T23:25:20.4Z,1,REGULAR,turnover,bad pass,[],1629645,,,1610612745,21,25,2023-03-19T23:25:24Z,850000,False,,,0,,K. Porter Jr. bad pass TURNOVER (1 TO),"[1629645, 202685]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,1.0,Valanciunas,202685.0
88,PT03M28.00S,2023-03-19T23:25:20.4Z,1,REGULAR,steal,,[],202685,,,1610612740,21,25,2023-03-19T23:25:22Z,860000,False,,,0,,J. Valanciunas STEAL (1 STL),[202685],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,
89,PT03M23.00S,2023-03-19T23:25:25.5Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630530,68.41327201051249,76.9607843137255,1610612740,21,28,2023-03-19T23:40:00Z,870000,False,135.0,244.0,1,right,T. Murphy III 27' 3PT running pullup (9 PTS),[1630530],1610612740.0,NOP,running pullup,,,,,,Above the Break 3,24+ Right Center,27.91,Made,Murphy III,T. Murphy III,,,,,9.0,,,,,,,,,,,,,
90,PT03M00.00S,2023-03-19T23:25:47.4Z,1,REGULAR,3pt,Jump Shot,[],1630231,28.86005256241787,77.45098039215686,1610612745,21,28,2023-03-19T23:25:54Z,880000,False,-137.0,219.0,1,left,MISS K. Martin Jr. 25' 3PT,[1630231],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,25.83,Missed,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,
91,PT02M59.00S,2023-03-19T23:25:48.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,21,28,2023-03-19T23:25:54Z,890000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,,90.0,,,,,,,,,,,,,,,,,
93,PT02M59.00S,2023-03-19T23:25:55.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,21,28,2023-03-19T23:25:55Z,910000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT02M59.00S,2023-03-19T23:28:01.2Z,1,REGULAR,substitution,out,[],1631095,,,1610612745,21,28,2023-03-19T23:28:24Z,920000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
97,PT02M59.00S,2023-03-19T23:28:01.2Z,1,REGULAR,substitution,out,[],1630231,,,1610612745,21,28,2023-03-19T23:28:24Z,930000,False,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,,,,,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,
98,PT02M59.00S,2023-03-19T23:28:01.2Z,1,REGULAR,substitution,out,[],203468,,,1610612745,21,28,2023-03-19T23:28:24Z,940000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,,,,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
99,PT02M59.00S,2023-03-19T23:28:01.2Z,1,REGULAR,substitution,out,[],202685,,,1610612745,21,28,2023-03-19T23:28:24Z,950000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,,,,,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,
100,PT02M59.00S,2023-03-19T23:28:01.2Z,1,REGULAR,substitution,out,[],1630530,,,1610612745,21,28,2023-03-19T23:28:24Z,960000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
101,PT02M59.00S,2023-03-19T23:28:01.2Z,1,REGULAR,substitution,in,[],1631106,,,1610612745,21,28,2023-03-19T23:28:24Z,970000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,,,,,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,
102,PT02M59.00S,2023-03-19T23:28:01.2Z,1,REGULAR,substitution,in,[],1630256,,,1610612745,21,28,2023-03-19T23:28:24Z,980000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,
103,PT02M59.00S,2023-03-19T23:28:01.2Z,1,REGULAR,substitution,in,[],1626204,,,1610612745,21,28,2023-03-19T23:28:24Z,990000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,,,,,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,
104,PT02M59.00S,2023-03-19T23:28:01.2Z,1,REGULAR,substitution,in,[],1630700,,,1610612745,21,28,2023-03-19T23:28:24Z,1000000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,,,,,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,
105,PT02M59.00S,2023-03-19T23:28:01.2Z,1,REGULAR,substitution,in,[],1626196,,,1610612745,21,28,2023-03-19T23:28:24Z,1010000,False,,,0,,SUB in: J. Richardson,[1626196],1610612740.0,NOP,,,,,,,,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,
106,PT02M51.00S,2023-03-19T23:28:55.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629645,5.601182654402102,3.6764705882352944,1610612745,21,28,2023-03-19T23:29:12Z,1020000,False,232.0,0.0,1,left,MISS K. Porter Jr. 3PT,[1629645],1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,23.16,Missed,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,
107,PT02M46.00S,2023-03-19T23:29:02.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,21,28,2023-03-19T23:29:02Z,1030000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,,,,,106.0,,,,,,,,,,,,,,,,,
109,PT02M44.00S,2023-03-19T23:29:26.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,21.369908015768726,89.4607843137255,1610612745,21,28,2023-03-19T23:29:32Z,1050000,False,-197.0,148.0,1,left,MISS J. Green 24' 3PT,[1630224],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,24.69,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,
110,PT02M44.00S,2023-03-19T23:29:26.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,21,28,2023-03-19T23:29:32Z,1060000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,,109.0,,,,,,,,,,,,,,,,,
112,PT02M41.00S,2023-03-19T23:29:43.1Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612745,21,28,2023-03-19T23:29:54Z,1080000,False,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,202007.0,,,,,,,,,
113,PT02M28.00S,2023-03-19T23:29:56.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626196,80.6340341655716,5.637254901960785,1610612740,21,31,2023-03-19T23:30:01Z,1090000,False,-222.0,130.0,1,right,J. Richardson 25' 3PT  (3 PTS) (B. Ingram 3 AST),"[1626196, 1627742]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,25.68,Made,Richardson,J. Richardson,,,,,3.0,B. Ingram,1627742.0,3.0,,,,,,,,,,
115,PT02M06.00S,2023-03-19T23:30:18.7Z,1,REGULAR,3pt,Jump Shot,[],1629645,28.597240473061763,79.65686274509804,1610612745,21,31,2023-03-19T23:30:24Z,1110000,False,-148.0,216.0,1,left,MISS K. Porter Jr. 26' 3PT,[1629645],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,26.23,Missed,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,
116,PT02M02.00S,2023-03-19T23:30:22.7Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,21,31,2023-03-19T23:30:24Z,1120000,False,,,0,,A. Sengun REBOUND (Off:2 Def:2),[1630578],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,Sengun,A. Sengun,115.0,4.0,2.0,2.0,,,,,,,,,,,,,,
117,PT01M58.00S,2023-03-19T23:30:26.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629645,32.802233902759525,53.18627450980392,1610612745,24,31,2023-03-19T23:30:31Z,1130000,False,-16.0,256.0,1,left,K. Porter Jr. 25' 3PT  (10 PTS) (A. Sengun 3 AST),"[1629645, 1630578]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,25.63,Made,Porter Jr.,K. Porter Jr.,,,,,10.0,A. Sengun,1630578.0,3.0,,,,,,,,,,
119,PT01M43.00S,2023-03-19T23:30:40.5Z,1,REGULAR,2pt,Jump Shot,[],1627742,78.13731931668858,34.068627450980394,1610612740,24,31,2023-03-19T23:30:45Z,1150000,False,-80.0,153.0,1,right,MISS B. Ingram 17' Jump Shot,[1627742],1610612740.0,NOP,,,,,,,Mid-Range,16-24 Left Center,17.25,Missed,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
120,PT01M41.00S,2023-03-19T23:30:42.5Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,24,31,2023-03-19T23:30:52Z,1160000,False,,,0,,A. Sengun REBOUND (Off:2 Def:3),[1630578],1610612745.0,HOU,,,,,,,Mid-Range,16-24 Left Center,,,Sengun,A. Sengun,119.0,5.0,3.0,2.0,,,,,,,,,,,,,,
121,PT01M28.00S,2023-03-19T23:30:55.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,5.863994743758213,52.450980392156865,1610612745,24,31,2023-03-19T23:31:03Z,1170000,False,-12.0,3.0,1,left,MISS J. Tate cutting Layup,[1630256],1610612745.0,HOU,cutting,,,,,,Restricted Area,0-8 Center,1.26,Missed,Tate,J. Tate,,,,,,,,,,,,,,,,,,
122,PT01M28.00S,2023-03-19T23:30:55.2Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612740,24,31,2023-03-19T23:31:03Z,1180000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,Daniels,D. Daniels,121.0,1.0,1.0,0.0,,,,,,,,,,,,,,
123,PT01M21.00S,2023-03-19T23:31:02.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627742,92.19776609724047,45.83333333333333,1610612740,24,33,2023-03-19T23:44:00Z,1190000,False,-21.0,21.0,1,right,B. Ingram running Layup (6 PTS) (J. Richardson 1 AST),"[1627742, 1626196]",1610612740.0,NOP,running,,,,,,Restricted Area,0-8 Center,2.94,Made,Ingram,B. Ingram,,,,,6.0,J. Richardson,1626196.0,1.0,,,,,,,,,,
125,PT00M58.90S,2023-03-19T23:31:27.6Z,1,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612745,24,33,2023-03-19T23:31:38Z,1210000,False,,,0,,H. Jones shooting personal FOUL (2 PF) (Green 2 FT),"[1630529, 1630224]",1610612740.0,NOP,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Jones,H. Jones,,,,,,,,,1146.0,2.0,0.0,,,Green,1630224.0,,,
127,PT00M58.90S,2023-03-19T23:31:59.0Z,1,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,25,33,2023-03-19T23:31:59Z,1230000,False,,,0,,J. Green Free Throw 1 of 2 (10 PTS),[1630224],1610612745.0,HOU,,,,,,,,,,Made,Green,J. Green,,,,,10.0,,,,,,,,,,,,,
128,PT00M58.90S,2023-03-19T23:31:59.6Z,1,REGULAR,substitution,out,[],1630578,,,1610612745,25,33,2023-03-19T23:32:05Z,1240000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
129,PT00M58.90S,2023-03-19T23:31:59.6Z,1,REGULAR,substitution,out,[],1630529,,,1610612745,25,33,2023-03-19T23:32:05Z,1250000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,,,,,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,
130,PT00M58.90S,2023-03-19T23:31:59.6Z,1,REGULAR,substitution,in,[],1630586,,,1610612745,25,33,2023-03-19T23:32:05Z,1260000,False,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,,,,,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,
131,PT00M58.90S,2023-03-19T23:31:59.6Z,1,REGULAR,substitution,in,[],1630230,,,1610612745,25,33,2023-03-19T23:32:05Z,1270000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,,,,,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,
132,PT00M58.90S,2023-03-19T23:32:18.5Z,1,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,26,33,2023-03-19T23:32:18Z,1280000,False,,,0,,J. Green Free Throw 2 of 2 (11 PTS),[1630224],1610612745.0,HOU,,,,,,,,,,Made,Green,J. Green,,,,,11.0,,,,,,,,,,,,,
133,PT00M46.70S,2023-03-19T23:32:38.6Z,1,REGULAR,2pt,Jump Shot,[],1627742,93.24901445466492,70.58823529411765,1610612740,26,33,2023-03-19T23:32:43Z,1290000,False,103.0,11.0,1,right,MISS B. Ingram 10' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,,,,Mid-Range,8-16 Right,10.35,Missed,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
134,PT00M44.50S,2023-03-19T23:32:40.8Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,26,33,2023-03-19T23:32:43Z,1300000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612745.0,HOU,,,,,,,Mid-Range,8-16 Right,,,Porter Jr.,K. Porter Jr.,133.0,1.0,1.0,0.0,,,,,,,,,,,,,,
135,PT00M31.00S,2023-03-19T23:32:54.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,8.492115637319317,55.88235294117647,1610612745,26,33,2023-03-19T23:33:21Z,1310000,False,-29.0,27.0,1,left,MISS J. Tate driving reverse Layup,[1630256],1610612745.0,HOU,driving reverse,,,,,,Restricted Area,0-8 Center,4.01,Missed,Tate,J. Tate,,,,,,,,,,,,,,,,,,
136,PT00M30.00S,2023-03-19T23:32:55.3Z,1,REGULAR,rebound,offensive,[],1631106,,,1610612745,26,33,2023-03-19T23:33:06Z,1320000,False,,,0,,T. Eason REBOUND (Off:1 Def:0),[1631106],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,Eason,T. Eason,135.0,1.0,0.0,1.0,,,,,,,,,,,,,,
137,PT00M30.00S,2023-03-19T23:32:59.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630230,,,1610612745,26,33,2023-03-19T23:33:12Z,1330000,False,,,0,,N. Marshall shooting personal FOUL (1 PF) (Eason 2 FT),"[1630230, 1631106]",1610612740.0,NOP,shooting,,,,,,Restricted Area,0-8 Center,,,Marshall,N. Marshall,,,,,,,,,1204.0,1.0,0.0,,,Eason,1631106.0,,,
139,PT00M30.00S,2023-03-19T23:33:24.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631106,,,1610612745,27,33,2023-03-19T23:33:24Z,1350000,False,,,0,,T. Eason Free Throw 1 of 2 (1 PTS),[1631106],1610612745.0,HOU,,,,,,,,,,Made,Eason,T. Eason,,,,,1.0,,,,,,,,,,,,,
140,PT00M30.00S,2023-03-19T23:33:25.5Z,1,REGULAR,substitution,out,[],1630700,,,1610612745,27,33,2023-03-19T23:33:29Z,1360000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,,,,,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,
141,PT00M30.00S,2023-03-19T23:33:25.5Z,1,REGULAR,substitution,in,[],203468,,,1610612745,27,33,2023-03-19T23:33:29Z,1370000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,,,,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
142,PT00M30.00S,2023-03-19T23:33:41.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631106,,,1610612745,28,33,2023-03-19T23:33:41Z,1380000,False,,,0,,T. Eason Free Throw 2 of 2 (2 PTS),[1631106],1610612745.0,HOU,,,,,,,,,,Made,Eason,T. Eason,,,,,2.0,,,,,,,,,,,,,
143,PT00M09.40S,2023-03-19T23:34:06.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,89.56964520367937,41.17647058823529,1610612740,28,35,2023-03-19T23:34:13Z,1390000,False,-44.0,46.0,1,right,C. McCollum 6' pullup bank Jump Shot (7 PTS),[203468],1610612740.0,NOP,pullup bank,,,,,,In The Paint (Non-RA),0-8 Center,6.34,Made,McCollum,C. McCollum,,,,,7.0,,,,,,,,,,,,,
144,PT00M07.40S,2023-03-19T23:34:11.6Z,1,REGULAR,turnover,bad pass,[],1631106,,,1610612745,28,35,2023-03-19T23:34:16Z,1400000,False,,,0,,T. Eason bad pass TURNOVER (1 TO),"[1631106, 1630230]",1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,Eason,T. Eason,,,,,,,,,,,,,,,,1.0,Marshall,1630230.0
145,PT00M07.40S,2023-03-19T23:34:11.6Z,1,REGULAR,steal,,[],1630230,,,1610612740,28,35,2023-03-19T23:34:13Z,1410000,False,,,0,,N. Marshall STEAL (1 STL),[1630230],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,
146,PT00M00.00S,2023-03-19T23:34:19.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630230,68.28186596583443,74.01960784313727,1610612740,28,38,2023-03-19T23:34:30Z,1420000,False,120.0,246.0,1,right,N. Marshall 27' 3PT  (3 PTS) (J. Richardson 2 AST),"[1630230, 1626196]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,27.35,Made,Marshall,N. Marshall,,,,,3.0,J. Richardson,1626196.0,2.0,,,,,,,,,,
149,PT00M00.00S,2023-03-19T23:35:08.0Z,1,REGULAR,period,end,[],0,,,1610612745,28,38,2023-03-19T23:35:08Z,1450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2023-03-19T23:36:27.4Z,2,REGULAR,substitution,out,['startperiod'],1629645,,,1610612745,28,38,2023-03-19T23:36:52Z,1460000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,,,,,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2023-03-19T23:36:27.4Z,2,REGULAR,substitution,out,['startperiod'],1630224,,,1610612745,28,38,2023-03-19T23:36:52Z,1470000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2023-03-19T23:36:27.4Z,2,REGULAR,substitution,out,['startperiod'],1627742,,,1610612745,28,38,2023-03-19T23:36:52Z,1480000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,,,,,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2023-03-19T23:36:27.4Z,2,REGULAR,substitution,out,['startperiod'],1626204,,,1610612745,28,38,2023-03-19T23:36:52Z,1490000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,,,,,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2023-03-19T23:36:27.4Z,2,REGULAR,substitution,in,['startperiod'],1631095,,,1610612745,28,38,2023-03-19T23:36:52Z,1500000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-03-19T23:36:27.4Z,2,REGULAR,substitution,in,['startperiod'],1630528,,,1610612745,28,38,2023-03-19T23:36:52Z,1510000,False,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,,,,,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-03-19T23:36:27.4Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612745,28,38,2023-03-19T23:36:52Z,1520000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,,,,,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-03-19T23:36:27.4Z,2,REGULAR,substitution,in,['startperiod'],1630530,,,1610612745,28,38,2023-03-19T23:36:52Z,1530000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-03-19T23:37:00.2Z,2,REGULAR,period,start,[],0,,,1610612745,28,38,2023-03-19T23:37:00Z,1540000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M36.00S,2023-03-19T23:37:37.8Z,2,REGULAR,3pt,Jump Shot,[],1630528,9.411957950065702,94.36274509803921,1610612745,28,38,2023-03-19T23:37:47Z,1560000,False,-222.0,36.0,1,left,MISS J. Christopher step back 3PT,[1630528],1610612745.0,HOU,step back,,,,,,Left Corner 3,24+ Left,22.47,Missed,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,
161,PT11M31.00S,2023-03-19T23:37:42.8Z,2,REGULAR,rebound,offensive,[],1630256,,,1610612745,28,38,2023-03-19T23:37:47Z,1570000,False,,,0,,J. Tate REBOUND (Off:1 Def:0),[1630256],1610612745.0,HOU,,,,,,,Left Corner 3,24+ Left,,,Tate,J. Tate,160.0,1.0,0.0,1.0,,,,,,,,,,,,,,
162,PT11M27.00S,2023-03-19T23:37:46.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630256,17.95335085413929,49.50980392156863,1610612745,28,38,2023-03-19T23:37:52Z,1580000,False,2.0,116.0,1,left,MISS J. Tate 11' driving floating Shot,[1630256],1610612745.0,HOU,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,11.63,Missed,Tate,J. Tate,,,,,,,,,,,,,,,,,,
163,PT11M23.00S,2023-03-19T23:37:50.7Z,2,REGULAR,rebound,defensive,[],1626196,,,1610612740,28,38,2023-03-19T23:37:52Z,1590000,False,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),8-16 Center,,,Richardson,J. Richardson,162.0,1.0,1.0,0.0,,,,,,,,,,,,,,
164,PT11M18.00S,2023-03-19T23:37:54.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203468,71.30420499342969,81.86274509803921,1610612740,28,38,2023-03-19T23:46:51Z,1600000,False,159.0,217.0,1,right,MISS C. McCollum 26' running 3PT,[203468],1610612740.0,NOP,running,,,,,,Above the Break 3,24+ Right Center,26.94,Missed,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
165,PT11M17.00S,2023-03-19T23:37:55.9Z,2,REGULAR,rebound,defensive,[],1630586,,,1610612745,28,38,2023-03-19T23:38:07Z,1610000,False,,,0,,U. Garuba REBOUND (Off:0 Def:1),[1630586],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,Garuba,U. Garuba,164.0,1.0,1.0,0.0,,,,,,,,,,,,,,
166,PT10M55.00S,2023-03-19T23:38:18.0Z,2,REGULAR,2pt,Jump Shot,[],1630528,12.302890932982917,29.901960784313726,1610612745,30,38,2023-03-19T23:38:24Z,1620000,False,100.0,63.0,1,left,J. Christopher 11' turnaround fadeaway Jump Shot (2 PTS),[1630528],1610612745.0,HOU,turnaround fadeaway,,,,,,Mid-Range,8-16 Right,11.87,Made,Christopher,J. Christopher,,,,,2.0,,,,,,,,,,,,,
167,PT10M27.00S,2023-03-19T23:38:45.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,91.14651773981603,42.64705882352941,1610612740,30,40,2023-03-19T23:38:56Z,1630000,False,-37.0,31.0,1,right,T. Murphy III driving finger roll Layup (11 PTS) (C. McCollum 2 AST),"[1630530, 203468]",1610612740.0,NOP,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,4.79,Made,Murphy III,T. Murphy III,,,,,11.0,C. McCollum,203468.0,2.0,,,,,,,,,,
169,PT10M07.00S,2023-03-19T23:39:05.5Z,2,REGULAR,3pt,Jump Shot,[],1631095,27.808804204993432,13.480392156862745,1610612745,30,40,2023-03-19T23:39:16Z,1650000,False,183.0,209.0,1,left,MISS J. Smith Jr. 27' pullup 3PT,[1631095],1610612745.0,HOU,pullup,,,,,,Above the Break 3,24+ Right Center,27.75,Missed,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
170,PT10M06.00S,2023-03-19T23:39:06.5Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,30,40,2023-03-19T23:39:16Z,1660000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,Murphy III,T. Murphy III,169.0,1.0,1.0,0.0,,,,,,,,,,,,,,
171,PT09M48.00S,2023-03-19T23:39:24.4Z,2,REGULAR,3pt,Jump Shot,[],1630530,94.82588699080158,94.36274509803921,1610612740,30,40,2023-03-19T23:39:32Z,1670000,False,222.0,-4.0,1,right,MISS T. Murphy III 3PT,[1630530],1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,22.18,Missed,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
172,PT09M46.00S,2023-03-19T23:39:26.4Z,2,REGULAR,rebound,defensive,[],1630586,,,1610612745,30,40,2023-03-19T23:39:32Z,1680000,False,,,0,,U. Garuba REBOUND (Off:0 Def:2),[1630586],1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,,,Garuba,U. Garuba,171.0,2.0,2.0,0.0,,,,,,,,,,,,,,
