actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
81,PT04M28.00S,2022-11-03T00:29:05.0Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,5,20,2022-11-03T00:29:12Z,810000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Left Corner 3,24+ Left,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,
82,PT04M14.00S,2022-11-03T00:29:21.2Z,1,REGULAR,turnover,traveling,[],1630224,,,1610612745,5,20,2022-11-03T00:29:27Z,820000,,,0,,J. Green traveling TURNOVER (2 TO),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,1155.0,,,,,2.0,,,,,,,
83,PT04M14.00S,2022-11-03T00:29:26.5Z,1,REGULAR,substitution,out,[],202704,,,1610612746,5,20,2022-11-03T00:29:40Z,830000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M14.00S,2022-11-03T00:29:26.5Z,1,REGULAR,substitution,out,[],1628379,,,1610612746,5,20,2022-11-03T00:29:40Z,840000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M14.00S,2022-11-03T00:29:26.5Z,1,REGULAR,substitution,in,[],202322,,,1610612746,5,20,2022-11-03T00:29:40Z,850000,,,0,,SUB in: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M14.00S,2022-11-03T00:29:26.5Z,1,REGULAR,substitution,in,[],1626181,,,1610612746,5,20,2022-11-03T00:29:40Z,860000,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M04.00S,2022-11-03T00:29:50.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202694,74.06373193166885,12.254901960784313,1610612746,5,23,2022-11-03T00:29:56Z,870000,-189.0,191.0,1,right,M. Morris Sr. 26' 3PT bank (7 PTS) (N. Batum 1 AST),"[202694, 201587]",1610612746.0,LAC,bank,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,26.87,Made,7.0,,,,,,,,,,,,,,,N. Batum,201587.0,1.0
89,PT03M40.00S,2022-11-03T00:30:13.9Z,1,REGULAR,3pt,Jump Shot,[],1630227,28.991458607095925,21.813725490196077,1610612745,8,23,2022-11-03T00:30:19Z,890000,141.0,220.0,1,left,D. Nix 26' 3PT  (3 PTS) (T. Eason 1 AST),"[1630227, 1631106]",1610612745.0,HOU,,,,Nix,D. Nix,,,,,Above the Break 3,24+ Right Center,26.13,Made,3.0,,,,,,,,,,,,,,,T. Eason,1631106.0,1.0
91,PT03M26.00S,2022-11-03T00:30:29.7Z,1,REGULAR,3pt,Jump Shot,[],202322,65.39093298291722,49.26470588235294,1610612746,8,23,2022-11-03T00:30:36Z,910000,-4.0,273.0,1,right,MISS J. Wall 27' 3PT,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,Above the Break 3,24+ Center,27.28,Missed,,,,,,,,,,,,,,,,,,
92,PT03M25.00S,2022-11-03T00:30:30.7Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,8,23,2022-11-03T00:30:36Z,920000,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Center,,,,91.0,1.0,1.0,0.0,,,,,,,,,,,,,
93,PT03M18.00S,2022-11-03T00:30:38.9Z,1,REGULAR,foul,personal,[],201587,,,1610612745,8,23,2022-11-03T00:30:55Z,930000,,,0,,N. Batum personal FOUL (1 PF),"[201587, 1630578]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2530.0,1.0,0.0,Sengun,1630578.0,,,,,,,,
95,PT03M14.00S,2022-11-03T00:31:04.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,8.492115637319317,44.85294117647059,1610612745,10,23,2022-11-03T00:31:10Z,950000,26.0,27.0,1,left,A. Sengun driving finger roll Layup (3 PTS) (D. Nix 1 AST),"[1630578, 1630227]",1610612745.0,HOU,driving finger roll,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.75,Made,3.0,,,,,,,,,,,,,,,D. Nix,1630227.0,1.0
96,PT02M59.00S,2022-11-03T00:31:19.2Z,1,REGULAR,3pt,Jump Shot,[],1626181,92.85479632063075,2.696078431372549,1610612746,10,23,2022-11-03T00:31:26Z,960000,-237.0,15.0,1,right,MISS N. Powell 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,23.7,Missed,,,,,,,,,,,,,,,,,,
97,PT02M59.00S,2022-11-03T00:31:19.2Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,10,23,2022-11-03T00:31:26Z,970000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,,
98,PT02M49.00S,2022-11-03T00:31:29.9Z,1,REGULAR,turnover,lost ball,[],1630224,,,1610612745,10,23,2022-11-03T00:31:34Z,980000,,,0,,J. Green lost ball TURNOVER (3 TO),"[1630224, 202694]",1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,3.0,Morris Sr.,202694.0,,,,,
99,PT02M49.00S,2022-11-03T00:31:29.9Z,1,REGULAR,steal,,[],202694,,,1610612746,10,23,2022-11-03T00:31:31Z,990000,,,0,,M. Morris Sr. STEAL (1 STL),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
100,PT02M43.00S,2022-11-03T00:31:39.9Z,1,REGULAR,foul,personal,['2freethrow'],1630224,,,1610612746,10,23,2022-11-03T00:32:03Z,1000000,,,0,,J. Green shooting personal FOUL (2 PF) (George 2 FT),"[1630224, 202331]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1155.0,2.0,0.0,George,202331.0,,,,,,,,
141,PT02M43.00S,2022-11-03T00:31:56.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],202331,,,1610612746,10,23,2022-11-03T00:36:31Z,1015000,,,0,,MISS P. George Free Throw 1 of 2,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
142,PT02M43.00S,2022-11-03T00:31:56.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,10,23,2022-11-03T00:36:31Z,1017500,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,141.0,,,,,,,,,,,,,,,,
143,PT02M43.00S,2022-11-03T00:31:56.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],202331,,,1610612746,10,24,2022-11-03T00:36:31Z,1018750,,,0,,P. George Free Throw 2 of 2 (8 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
102,PT02M43.00S,2022-11-03T00:32:12.6Z,1,REGULAR,substitution,out,[],1630224,,,1610612745,10,24,2022-11-03T00:36:31Z,1020000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M43.00S,2022-11-03T00:32:12.6Z,1,REGULAR,substitution,out,[],1630578,,,1610612745,10,24,2022-11-03T00:36:31Z,1030000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M43.00S,2022-11-03T00:32:12.6Z,1,REGULAR,substitution,in,[],1629645,,,1610612745,10,24,2022-11-03T00:36:31Z,1040000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M43.00S,2022-11-03T00:32:12.6Z,1,REGULAR,substitution,in,[],1630586,,,1610612745,10,24,2022-11-03T00:36:31Z,1050000,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M28.00S,2022-11-03T00:32:53.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631106,13.222733245729303,43.627450980392155,1610612745,10,24,2022-11-03T00:41:57Z,1060000,32.0,72.0,1,left,MISS T. Eason 7' driving Hook,[1631106],1610612745.0,HOU,driving,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,7.86,Missed,,,,,,,,,,,,,,,,,,
107,PT02M25.00S,2022-11-03T00:32:56.2Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,10,24,2022-11-03T00:33:09Z,1070000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,In The Paint (Non-RA),0-8 Center,,,,106.0,1.0,1.0,0.0,,,,,,,,,,,,,
108,PT02M18.00S,2022-11-03T00:33:03.0Z,1,REGULAR,turnover,lost ball,[],202331,,,1610612746,10,24,2022-11-03T00:33:12Z,1080000,,,0,,P. George lost ball TURNOVER (1 TO),"[202331, 1630227]",1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Nix,1630227.0,,,,,
109,PT02M18.00S,2022-11-03T00:33:03.0Z,1,REGULAR,steal,,[],1630227,,,1610612745,10,24,2022-11-03T00:33:04Z,1090000,,,0,,D. Nix STEAL (1 STL),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
110,PT02M14.00S,2022-11-03T00:33:06.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630227,27.151773981603156,86.51960784313727,1610612745,13,24,2022-11-03T00:43:20Z,1100000,-183.0,203.0,1,left,D. Nix 27' 3PT running (6 PTS) (T. Eason 2 AST),"[1630227, 1631106]",1610612745.0,HOU,running,,,Nix,D. Nix,,,,,Above the Break 3,24+ Left Center,27.28,Made,6.0,,,,,,,,,,,,,,,T. Eason,1631106.0,2.0
112,PT01M54.00S,2022-11-03T00:33:30.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,81.02825229960578,60.78431372549019,1610612746,13,26,2022-11-03T00:33:40Z,1120000,54.0,126.0,1,right,M. Morris Sr. 13' floating Jump Shot (9 PTS),[202694],1610612746.0,LAC,floating,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Center,13.69,Made,9.0,,,,,,,,,,,,,,,,,
113,PT01M54.00S,2022-11-03T00:33:38.3Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630231,,,1610612746,13,26,2022-11-03T00:33:45Z,1130000,,,0,,K. Martin Jr. shooting personal FOUL (1 PF) (Morris Sr. 1 FT),"[1630231, 202694]",1610612745.0,HOU,shooting,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1155.0,1.0,0.0,Morris Sr.,202694.0,,,,,,,,
115,PT01M54.00S,2022-11-03T00:33:48.9Z,1,REGULAR,substitution,out,[],202331,,,1610612746,13,26,2022-11-03T00:34:18Z,1150000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT01M54.00S,2022-11-03T00:33:48.9Z,1,REGULAR,substitution,in,[],1629611,,,1610612746,13,26,2022-11-03T00:34:18Z,1160000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M54.00S,2022-11-03T00:34:05.7Z,1,REGULAR,freethrow,1 of 1,[],202694,,,1610612746,13,27,2022-11-03T00:34:05Z,1170000,,,0,,M. Morris Sr. Free Throw 1 of 1 (10 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
118,PT01M45.00S,2022-11-03T00:34:16.9Z,1,REGULAR,turnover,lost ball,[],1629645,,,1610612745,13,27,2022-11-03T00:34:20Z,1180000,,,0,,K. Porter Jr. lost ball TURNOVER (2 TO),"[1629645, 202322]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,2.0,Wall,202322.0,,,,,
119,PT01M45.00S,2022-11-03T00:34:16.9Z,1,REGULAR,steal,,[],202322,,,1610612746,13,27,2022-11-03T00:34:18Z,1190000,,,0,,J. Wall STEAL (1 STL),[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
120,PT01M43.00S,2022-11-03T00:34:19.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202322,92.06636005256242,49.01960784313725,1610612746,13,29,2022-11-03T00:34:27Z,1200000,-5.0,22.0,1,right,J. Wall running DUNK (2 PTS) (N. Batum 2 AST),"[202322, 201587]",1610612746.0,LAC,running,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,2.26,Made,2.0,,,,,,,,,,,,,,,N. Batum,201587.0,2.0
122,PT01M29.00S,2022-11-03T00:34:35.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630586,9.411957950065702,48.529411764705884,1610612745,15,29,2022-11-03T00:34:50Z,1220000,7.0,36.0,1,left,U. Garuba Layup (2 PTS) (K. Porter Jr. 2 AST),"[1630586, 1629645]",1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,3.68,Made,2.0,,,,,,,,,,,,,,,K. Porter Jr.,1629645.0,2.0
124,PT01M29.00S,2022-11-03T00:34:43.9Z,1,REGULAR,foul,personal,['1freethrow'],201587,,,1610612745,15,29,2022-11-03T00:34:53Z,1240000,,,0,,N. Batum shooting personal FOUL (2 PF) (Garuba 1 FT),"[201587, 1630586]",1610612746.0,LAC,shooting,,,Batum,N. Batum,,,,,Restricted Area,0-8 Center,,,,,,,,2530.0,2.0,0.0,Garuba,1630586.0,,,,,,,,
126,PT01M29.00S,2022-11-03T00:34:56.8Z,1,REGULAR,substitution,out,[],202694,,,1610612745,15,29,2022-11-03T00:35:00Z,1260000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M29.00S,2022-11-03T00:34:56.8Z,1,REGULAR,substitution,in,[],1629599,,,1610612745,15,29,2022-11-03T00:35:00Z,1270000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M29.00S,2022-11-03T00:35:02.1Z,1,REGULAR,freethrow,1 of 1,[],1630586,,,1610612745,15,29,2022-11-03T00:35:08Z,1280000,,,0,,MISS U. Garuba Free Throw 1 of 1,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
129,PT01M26.00S,2022-11-03T00:35:05.1Z,1,REGULAR,rebound,offensive,[],1631106,,,1610612745,15,29,2022-11-03T00:35:08Z,1290000,,,0,,T. Eason REBOUND (Off:1 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,128.0,2.0,1.0,1.0,,,,,,,,,,,,,
130,PT01M25.00S,2022-11-03T00:35:05.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631106,6.389618922470433,49.754901960784316,1610612745,17,29,2022-11-03T00:35:19Z,1300000,1.0,8.0,1,left,T. Eason putback DUNK (2 PTS),[1631106],1610612745.0,HOU,putback,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,0.77,Made,2.0,,,,,,,,,,,,,,,,,
131,PT01M10.00S,2022-11-03T00:35:19.4Z,1,REGULAR,2pt,Jump Shot,[],202322,75.64060446780552,67.8921568627451,1610612746,17,31,2022-11-03T00:35:27Z,1310000,89.0,176.0,1,right,J. Wall 19' pullup Jump Shot (4 PTS),[202322],1610612746.0,LAC,pullup,,,Wall,J. Wall,,,,,Mid-Range,16-24 Right Center,19.79,Made,4.0,,,,,,,,,,,,,,,,,
132,PT00M59.20S,2022-11-03T00:35:31.2Z,1,REGULAR,3pt,Jump Shot,[],1629645,32.013797634691194,27.941176470588236,1610612745,17,31,2022-11-03T00:45:22Z,1320000,110.0,248.0,1,left,MISS K. Porter Jr. 27' pullup 3PT,[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,27.18,Missed,,,,,,,,,,,,,,,,,,
133,PT00M57.30S,2022-11-03T00:35:33.1Z,1,REGULAR,rebound,offensive,[],1630586,,,1610612745,17,31,2022-11-03T00:35:39Z,1330000,,,0,,U. Garuba REBOUND (Off:1 Def:0),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Above the Break 3,24+ Right Center,,,,132.0,1.0,0.0,1.0,,,,,,,,,,,,,
134,PT00M57.30S,2022-11-03T00:35:36.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630586,7.440867279894875,51.470588235294116,1610612745,19,31,2022-11-03T00:35:44Z,1340000,-7.0,17.0,1,left,U. Garuba putback Layup (4 PTS),[1630586],1610612745.0,HOU,putback,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,1.89,Made,4.0,,,,,,,,,,,,,,,,,
135,PT00M45.80S,2022-11-03T00:36:12.9Z,1,REGULAR,turnover,lost ball,[],202322,,,1610612746,19,31,2022-11-03T00:36:17Z,1350000,,,0,,J. Wall lost ball TURNOVER (1 TO),"[202322, 1630586]",1610612746.0,LAC,,,,Wall,J. Wall,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1.0,Garuba,1630586.0,,,,,
136,PT00M45.80S,2022-11-03T00:36:12.9Z,1,REGULAR,steal,,[],1630586,,,1610612745,19,31,2022-11-03T00:36:14Z,1360000,,,0,,U. Garuba STEAL (1 STL),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
137,PT00M40.80S,2022-11-03T00:36:17.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630227,25.57490144546649,85.29411764705883,1610612745,19,31,2022-11-03T00:46:57Z,1370000,-176.0,188.0,1,left,MISS D. Nix 25' running 3PT,[1630227],1610612745.0,HOU,running,,,Nix,D. Nix,,,,,Above the Break 3,24+ Left Center,25.78,Missed,,,,,,,,,,,,,,,,,,
138,PT00M38.50S,2022-11-03T00:36:20.1Z,1,REGULAR,rebound,offensive,[],1630586,,,1610612745,19,31,2022-11-03T00:36:20Z,1380000,,,0,,U. Garuba REBOUND (Off:2 Def:0),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Above the Break 3,24+ Left Center,,,,137.0,2.0,0.0,2.0,,,,,,,,,,,,,
139,PT00M38.10S,2022-11-03T00:36:21.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630231,8.623521681997373,50.73529411764706,1610612745,21,31,2022-11-03T00:36:37Z,1390000,-4.0,29.0,1,left,K. Martin Jr. cutting DUNK (2 PTS) (U. Garuba 1 AST),"[1630231, 1630586]",1610612745.0,HOU,cutting,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,2.88,Made,2.0,,,,,,,,,,,,,,,U. Garuba,1630586.0,1.0
144,PT00M31.00S,2022-11-03T00:36:36.8Z,1,REGULAR,3pt,Jump Shot,[],201587,91.14651773981603,2.696078431372549,1610612746,21,31,2022-11-03T00:36:45Z,1410000,-237.0,31.0,1,right,MISS N. Batum 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Left Corner 3,24+ Left,23.85,Missed,,,,,,,,,,,,,,,,,,
145,PT00M26.60S,2022-11-03T00:36:41.2Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,21,31,2022-11-03T00:36:45Z,1420000,,,0,,T. Eason REBOUND (Off:1 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Left Corner 3,24+ Left,,,,144.0,3.0,2.0,1.0,,,,,,,,,,,,,
146,PT00M07.30S,2022-11-03T00:36:59.7Z,1,REGULAR,3pt,Jump Shot,[],1629645,31.750985545335087,30.637254901960787,1610612745,24,31,2022-11-03T00:37:14Z,1430000,97.0,246.0,1,left,K. Porter Jr. 26' 3PT pullup (3 PTS),[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.44,Made,3.0,,,,,,,,,,,,,,,,,
147,PT00M00.20S,2022-11-03T00:37:13.9Z,1,REGULAR,3pt,Jump Shot,[],1629611,75.64060446780552,11.27450980392157,1610612746,24,34,2022-11-03T00:48:27Z,1432500,-194.0,176.0,1,right,T. Mann 26' 3PT pullup (3 PTS) (J. Wall 1 AST),"[1629611, 202322]",1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,26.2,Made,3.0,,,,,,,,,,,,,,,J. Wall,202322.0,1.0
150,PT00M00.00S,2022-11-03T00:39:28.7Z,1,REGULAR,period,end,[],0,,,1610612745,24,34,2022-11-03T00:39:28Z,1470000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-11-03T00:39:31.8Z,2,REGULAR,substitution,out,['startperiod'],201587,,,1610612745,24,34,2022-11-03T00:39:47Z,1480000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-11-03T00:39:31.8Z,2,REGULAR,substitution,in,['startperiod'],1627826,,,1610612745,24,34,2022-11-03T00:39:47Z,1490000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-11-03T00:40:00.6Z,2,REGULAR,period,start,[],0,,,1610612745,24,34,2022-11-03T00:40:00Z,1500000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT11M45.00S,2022-11-03T00:40:15.1Z,2,REGULAR,3pt,Jump Shot,[],1631106,27.414586070959263,16.176470588235293,1610612745,24,34,2022-11-03T00:40:23Z,1510000,169.0,205.0,1,left,MISS T. Eason 26' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,26.59,Missed,,,,,,,,,,,,,,,,,,
155,PT11M38.00S,2022-11-03T00:40:22.1Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612746,24,34,2022-11-03T00:40:23Z,1520000,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,,,,154.0,1.0,1.0,0.0,,,,,,,,,,,,,
156,PT11M37.00S,2022-11-03T00:40:22.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,91.27792378449409,59.80392156862745,1610612746,24,34,2022-11-03T00:50:15Z,1530000,49.0,29.0,1,right,MISS N. Powell driving Layup - blocked,"[1626181, 1631106]",1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,5.72,Missed,,,,,,,,,,,,,,Eason,1631106.0,,,
157,PT11M37.00S,2022-11-03T00:40:22.6Z,2,REGULAR,block,,[],1631106,,,1610612746,24,34,2022-11-03T00:40:25Z,1540000,,,0,,T. Eason BLOCK (1 BLK),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
158,PT11M34.00S,2022-11-03T00:40:25.6Z,2,REGULAR,rebound,defensive,[],1630227,,,1610612745,24,34,2022-11-03T00:40:45Z,1550000,,,0,,D. Nix REBOUND (Off:0 Def:1),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,In The Paint (Non-RA),0-8 Center,,,,156.0,1.0,1.0,0.0,,,,,,,,,,,,,
159,PT11M22.00S,2022-11-03T00:40:37.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,9.017739816031538,48.77450980392157,1610612745,24,34,2022-11-03T00:40:53Z,1560000,6.0,32.0,1,left,MISS T. Eason finger roll Layup,[1631106],1610612745.0,HOU,finger roll,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,3.29,Missed,,,,,,,,,,,,,,,,,,
160,PT11M20.00S,2022-11-03T00:40:39.2Z,2,REGULAR,rebound,defensive,[],1629599,,,1610612746,24,34,2022-11-03T00:40:53Z,1570000,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,,,,159.0,1.0,1.0,0.0,,,,,,,,,,,,,
161,PT11M16.00S,2022-11-03T00:40:43.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202322,93.51182654402102,57.59803921568627,1610612746,24,36,2022-11-03T00:41:02Z,1580000,38.0,8.0,1,right,J. Wall running Layup (6 PTS),[202322],1610612746.0,LAC,running,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,3.89,Made,6.0,,,,,,,,,,,,,,,,,
162,PT11M02.00S,2022-11-03T00:40:57.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,7.046649145860711,44.36274509803921,1610612745,24,36,2022-11-03T00:53:16Z,1590000,28.0,14.0,1,left,MISS K. Porter Jr. driving reverse Layup,[1629645],1610612745.0,HOU,driving reverse,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,3.14,Missed,,,,,,,,,,,,,,,,,,
163,PT11M02.00S,2022-11-03T00:40:57.2Z,2,REGULAR,rebound,offensive,[],1630586,,,1610612745,24,36,2022-11-03T00:41:07Z,1600000,,,0,,U. Garuba REBOUND (Off:3 Def:0),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,,,,162.0,3.0,0.0,3.0,,,,,,,,,,,,,
