actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
250,PT04M49.00S,2022-11-03T00:53:24.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202331,89.30683311432325,45.588235294117645,1610612746,43,44,2022-11-03T01:08:18Z,2450000,-22.0,48.0,1,right,MISS P. George driving finger roll Layup,[202331],1610612746.0,LAC,driving finger roll,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,5.28,Missed,,,,,,,,,,,,,,,,,,
251,PT04M44.00S,2022-11-03T00:53:29.0Z,2,REGULAR,rebound,offensive,[],202331,,,1610612746,43,44,2022-11-03T01:21:09Z,2460000,,,0,,P. George REBOUND (Off:1 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,250.0,2.0,1.0,1.0,,,,,,,,,,,,,
252,PT04M44.00S,2022-11-03T00:53:29.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202331,94.40999984741211,50.0,1610612746,43,44,2022-11-03T01:21:33Z,2470000,0.0,0.0,1,right,MISS P. George tip Layup,[202331],1610612746.0,LAC,tip,,,George,P. George,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
253,PT04M44.00S,2022-11-03T00:53:29.0Z,2,REGULAR,rebound,offensive,[],202694,,,1610612746,43,44,2022-11-03T00:53:33Z,2480000,,,0,,M. Morris Sr. REBOUND (Off:1 Def:3),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,,,,252.0,4.0,3.0,1.0,,,,,,,,,,,,,
254,PT04M41.00S,2022-11-03T00:53:32.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202694,72.35545335085413,79.41176470588235,1610612746,43,44,2022-11-03T00:53:44Z,2490000,147.0,207.0,1,right,MISS M. Morris Sr. 25' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Right Center,25.43,Missed,,,,,,,,,,,,,,,,,,
255,PT04M40.00S,2022-11-03T00:53:33.7Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,43,44,2022-11-03T01:10:30Z,2500000,,,0,,A. Sengun REBOUND (Off:0 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,254.0,3.0,3.0,0.0,,,,,,,,,,,,,
256,PT04M31.00S,2022-11-03T00:53:42.6Z,2,REGULAR,3pt,Jump Shot,[],1629726,28.465834428383708,20.588235294117645,1610612745,43,44,2022-11-03T01:10:43Z,2510000,147.0,215.0,1,left,MISS G. Mathews 26' 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Right Center,26.06,Missed,,,,,,,,,,,,,,,,,,
257,PT04M31.00S,2022-11-03T00:53:42.6Z,2,REGULAR,rebound,defensive,[],202694,,,1610612746,43,44,2022-11-03T00:53:57Z,2520000,,,0,,M. Morris Sr. REBOUND (Off:1 Def:4),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Right Center,,,,256.0,5.0,4.0,1.0,,,,,,,,,,,,,
258,PT04M20.00S,2022-11-03T00:53:53.0Z,2,REGULAR,3pt,Jump Shot,[],202694,76.16622864651774,89.70588235294117,1610612746,43,47,2022-11-03T00:54:05Z,2530000,199.0,172.0,1,right,M. Morris Sr. 26' 3PT  (15 PTS) (P. George 1 AST),"[202694, 202331]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Right Center,26.23,Made,15.0,,,,,,,,,,,,,,,P. George,202331.0,1.0
260,PT04M00.00S,2022-11-03T00:54:15.7Z,2,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612745,43,47,2022-11-03T00:54:25Z,2550000,,,0,,I. Zubac shooting personal FOUL (4 PF) (Sengun 2 FT),"[1627826, 1630578]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1155.0,4.0,0.0,Sengun,1630578.0,,,,,,,,
262,PT04M00.00S,2022-11-03T00:54:46.7Z,2,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,44,47,2022-11-03T00:54:46Z,2570000,,,0,,A. Sengun Free Throw 1 of 2 (7 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
263,PT04M00.00S,2022-11-03T00:54:48.2Z,2,REGULAR,substitution,out,[],1629645,,,1610612745,44,47,2022-11-03T00:54:53Z,2580000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M00.00S,2022-11-03T00:54:48.2Z,2,REGULAR,substitution,out,[],1627826,,,1610612745,44,47,2022-11-03T00:54:53Z,2590000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M00.00S,2022-11-03T00:54:48.2Z,2,REGULAR,substitution,in,[],1630224,,,1610612745,44,47,2022-11-03T00:54:53Z,2600000,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M00.00S,2022-11-03T00:54:48.2Z,2,REGULAR,substitution,in,[],201587,,,1610612745,44,47,2022-11-03T00:54:53Z,2610000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M00.00S,2022-11-03T00:55:08.2Z,2,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,45,47,2022-11-03T00:55:08Z,2620000,,,0,,A. Sengun Free Throw 2 of 2 (8 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
268,PT03M44.00S,2022-11-03T00:55:25.7Z,2,REGULAR,2pt,Jump Shot,[],202704,74.58935611038108,50.0,1610612746,45,49,2022-11-03T00:55:30Z,2630000,0.0,186.0,1,right,R. Jackson 18' step back Jump Shot (6 PTS),[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Center,18.64,Made,6.0,,,,,,,,,,,,,,,,,
269,PT03M25.00S,2022-11-03T00:55:44.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,11.908672798948752,38.72549019607843,1610612745,47,49,2022-11-03T01:12:07Z,2640000,56.0,59.0,1,left,J. Green 8' driving Layup (6 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Right,8.19,Made,6.0,,,,,,,,,,,,,,,,,
270,PT03M00.00S,2022-11-03T00:56:08.7Z,2,REGULAR,3pt,Jump Shot,[],202694,72.48685939553219,80.63725490196079,1610612746,47,52,2022-11-03T00:56:13Z,2650000,153.0,206.0,1,right,M. Morris Sr. 25' 3PT  (18 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Right Center,25.68,Made,18.0,,,,,,,,,,,,,,,,,
271,PT02M41.00S,2022-11-03T00:56:28.0Z,2,REGULAR,turnover,bad pass,[],201569,,,1610612745,47,52,2022-11-03T00:56:32Z,2660000,,,0,,E. Gordon bad pass TURNOVER (1 TO),"[201569, 201587]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Batum,201587.0,,,,,
272,PT02M41.00S,2022-11-03T00:56:28.0Z,2,REGULAR,steal,,[],201587,,,1610612746,47,52,2022-11-03T00:56:30Z,2670000,,,0,,N. Batum STEAL (1 STL),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
273,PT02M33.00S,2022-11-03T00:56:35.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628379,71.30420499342969,17.647058823529413,1610612746,47,52,2022-11-03T00:56:43Z,2680000,-162.0,217.0,1,right,MISS L. Kennard 27' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,27.08,Missed,,,,,,,,,,,,,,,,,,
274,PT02M32.00S,2022-11-03T00:56:36.7Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,47,52,2022-11-03T00:56:43Z,2690000,,,0,,J. Smith Jr. REBOUND (Off:0 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,273.0,2.0,2.0,0.0,,,,,,,,,,,,,
275,PT02M19.00S,2022-11-03T00:56:50.6Z,2,REGULAR,3pt,Jump Shot,[],1631095,33.327858081471746,46.32352941176471,1610612745,47,52,2022-11-03T00:56:58Z,2700000,18.0,261.0,1,left,MISS J. Smith Jr. 26' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,26.14,Missed,,,,,,,,,,,,,,,,,,
276,PT02M17.00S,2022-11-03T00:56:52.6Z,2,REGULAR,rebound,offensive,[],1629726,,,1610612745,47,52,2022-11-03T00:56:58Z,2710000,,,0,,G. Mathews REBOUND (Off:1 Def:0),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Center,,,,275.0,1.0,0.0,1.0,,,,,,,,,,,,,
278,PT02M16.00S,2022-11-03T00:57:08.4Z,2,REGULAR,foul,offensive,[],1629726,,,1610612745,47,52,2022-11-03T00:57:27Z,2730000,,,0,,G. Mathews offensive FOUL (1 PF),"[1629726, 1628379]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,Restricted Area,0-8 Center,,,,,,,,1155.0,1.0,0.0,Kennard,1628379.0,,,,,,,,
280,PT02M16.00S,2022-11-03T00:57:08.4Z,2,REGULAR,turnover,offensive foul,[],1629726,,,1610612745,47,52,2022-11-03T00:57:08Z,2750000,,,0,,G. Mathews offensive foul TURNOVER (1 TO),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,Restricted Area,0-8 Center,,,,,,,,1155.0,,,,,1.0,,,,,,,
281,PT02M16.00S,2022-11-03T00:57:22.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,47,52,2022-11-03T00:57:22Z,2760000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M16.00S,2022-11-03T00:59:34.4Z,2,REGULAR,substitution,out,[],1629726,,,1610612746,47,52,2022-11-03T00:59:57Z,2770000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M16.00S,2022-11-03T00:59:34.4Z,2,REGULAR,substitution,in,[],1629645,,,1610612746,47,52,2022-11-03T00:59:57Z,2780000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT01M59.00S,2022-11-03T01:00:18.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202704,68.01905387647832,30.392156862745097,1610612746,47,52,2022-11-03T01:00:28Z,2790000,-98.0,248.0,1,right,MISS R. Jackson 26' step back 3PT,[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Left Center,26.68,Missed,,,,,,,,,,,,,,,,,,
286,PT01M59.00S,2022-11-03T01:00:18.9Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,47,52,2022-11-03T01:00:28Z,2800000,,,0,,A. Sengun REBOUND (Off:0 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,285.0,4.0,4.0,0.0,,,,,,,,,,,,,
287,PT01M40.00S,2022-11-03T01:00:38.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,5.206964520367937,57.59803921568627,1610612745,49,52,2022-11-03T01:00:44Z,2810000,-38.0,-4.0,1,left,A. Sengun reverse Layup (10 PTS),[1630578],1610612745.0,HOU,reverse,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.82,Made,10.0,,,,,,,,,,,,,,,,,
288,PT01M19.00S,2022-11-03T01:01:01.9Z,2,REGULAR,turnover,traveling,[],202331,,,1610612746,49,52,2022-11-03T01:01:07Z,2820000,,,0,,P. George traveling TURNOVER (3 TO),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2530.0,,,,,3.0,,,,,,,
289,PT01M19.00S,2022-11-03T01:01:06.5Z,2,REGULAR,substitution,out,[],202704,,,1610612745,49,52,2022-11-03T01:01:13Z,2830000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT01M19.00S,2022-11-03T01:01:06.5Z,2,REGULAR,substitution,in,[],202322,,,1610612745,49,52,2022-11-03T01:01:13Z,2840000,,,0,,SUB in: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT01M06.00S,2022-11-03T01:01:35.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630224,7.5722733245729295,45.83333333333333,1610612745,49,52,2022-11-03T01:01:43Z,2850000,21.0,19.0,1,left,MISS J. Green driving Layup,[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,,,,,,
292,PT01M05.00S,2022-11-03T01:01:36.2Z,2,REGULAR,rebound,defensive,[],202694,,,1610612746,49,52,2022-11-03T01:01:43Z,2860000,,,0,,M. Morris Sr. REBOUND (Off:1 Def:5),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,,,,291.0,6.0,5.0,1.0,,,,,,,,,,,,,
293,PT00M59.20S,2022-11-03T01:01:41.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201587,91.27792378449409,46.568627450980394,1610612746,49,52,2022-11-03T01:01:51Z,2870000,-17.0,29.0,1,right,MISS N. Batum running alley-oop Layup,[201587],1610612746.0,LAC,running alley-oop,,,Batum,N. Batum,,,,,Restricted Area,0-8 Center,3.41,Missed,,,,,,,,,,,,,,,,,,
294,PT00M57.40S,2022-11-03T01:01:43.3Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,49,52,2022-11-03T01:01:51Z,2880000,,,0,,J. Smith Jr. REBOUND (Off:0 Def:3),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,293.0,3.0,3.0,0.0,,,,,,,,,,,,,
295,PT00M52.30S,2022-11-03T01:01:48.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631095,30.042706964520367,74.26470588235294,1610612745,49,52,2022-11-03T01:17:11Z,2890000,-121.0,230.0,1,left,MISS J. Smith Jr. 25' running 3PT,[1631095],1610612745.0,HOU,running,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,25.99,Missed,,,,,,,,,,,,,,,,,,
296,PT00M52.30S,2022-11-03T01:01:48.4Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,49,52,2022-11-03T01:02:00Z,2900000,,,0,,A. Sengun REBOUND (Off:1 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,295.0,5.0,4.0,1.0,,,,,,,,,,,,,
297,PT00M49.90S,2022-11-03T01:01:55.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,5.590000152587891,50.0,1610612745,51,52,2022-11-03T01:01:55Z,2910000,0.0,0.0,1,left,A. Sengun putback Layup (12 PTS),[1630578],1610612745.0,HOU,putback,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,0.0,Made,12.0,,,,,,,,,,,,,,,,,
298,PT00M34.50S,2022-11-03T01:02:11.9Z,2,REGULAR,3pt,Jump Shot,[],202694,65.78515111695138,47.794117647058826,1610612746,51,52,2022-11-03T01:02:20Z,2920000,-11.0,269.0,1,right,MISS M. Morris Sr. 26' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Center,26.93,Missed,,,,,,,,,,,,,,,,,,
299,PT00M32.70S,2022-11-03T01:02:13.7Z,2,REGULAR,rebound,offensive,[],1628379,,,1610612746,51,52,2022-11-03T01:02:20Z,2930000,,,0,,L. Kennard REBOUND (Off:1 Def:4),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,,,,298.0,5.0,4.0,1.0,,,,,,,,,,,,,
300,PT00M20.60S,2022-11-03T01:02:25.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],202322,72.61826544021025,47.05882352941176,1610612746,51,52,2022-11-03T01:02:35Z,2940000,-15.0,205.0,1,right,MISS J. Wall 20' step back Shot,[202322],1610612746.0,LAC,step back,,,Wall,J. Wall,,,,,Mid-Range,16-24 Center,20.54,Missed,,,,,,,,,,,,,,,,,,
301,PT00M19.10S,2022-11-03T01:02:27.2Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,51,52,2022-11-03T01:02:35Z,2950000,,,0,,A. Sengun REBOUND (Off:1 Def:5),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Center,,,,300.0,6.0,5.0,1.0,,,,,,,,,,,,,
302,PT00M02.90S,2022-11-03T01:02:43.3Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",201587,,,1610612745,51,52,2022-11-03T01:03:04Z,2960000,,,0,,N. Batum shooting personal FOUL (3 PF) (Porter Jr. 3 FT),"[201587, 1629645]",1610612746.0,LAC,shooting,,,Batum,N. Batum,,,,,Above the Break 3,24+ Center,,,,,,,,2530.0,3.0,0.0,Porter Jr.,1629645.0,,,,,,,,
304,PT00M02.90S,2022-11-03T01:03:14.5Z,2,REGULAR,freethrow,1 of 3,[],1629645,,,1610612745,51,52,2022-11-03T01:05:48Z,2980000,,,0,,MISS K. Porter Jr. Free Throw 1 of 3,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
305,PT00M02.90S,2022-11-03T01:03:14.5Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612745,51,52,2022-11-03T01:05:48Z,2990000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,304.0,,,,,,,,,,,,,,,,
306,PT00M02.90S,2022-11-03T01:03:14.5Z,2,REGULAR,freethrow,2 of 3,[],1629645,,,1610612745,52,52,2022-11-03T01:05:48Z,3000000,,,0,,K. Porter Jr. Free Throw 2 of 3 (11 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
307,PT00M02.90S,2022-11-03T01:03:14.5Z,2,REGULAR,freethrow,3 of 3,[],1629645,,,1610612745,53,52,2022-11-03T01:05:48Z,3010000,,,0,,K. Porter Jr. Free Throw 3 of 3 (12 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
308,PT00M00.70S,2022-11-03T01:03:59.2Z,2,REGULAR,3pt,Jump Shot,[],201587,65.25952693823915,43.38235294117647,1610612746,53,55,2022-11-03T01:19:21Z,3020000,-33.0,274.0,1,right,N. Batum 27' 3PT pullup (3 PTS) (M. Morris Sr. 1 AST),"[201587, 202694]",1610612746.0,LAC,pullup,,,Batum,N. Batum,,,,,Above the Break 3,24+ Center,27.61,Made,3.0,,,,,,,,,,,,,,,M. Morris Sr.,202694.0,1.0
310,PT00M00.70S,2022-11-03T01:04:03.1Z,2,REGULAR,foul,personal,['1freethrow'],1630578,,,1610612746,53,55,2022-11-03T01:04:18Z,3040000,,,0,,A. Sengun shooting personal FOUL (3 PF) (Batum 1 FT),"[1630578, 201587]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,,,,,,1155.0,3.0,0.0,Batum,201587.0,,,,,,,,
312,PT00M00.70S,2022-11-03T01:04:28.2Z,2,REGULAR,freethrow,1 of 1,[],201587,,,1610612746,53,56,2022-11-03T01:04:28Z,3060000,,,0,,N. Batum Free Throw 1 of 1 (4 PTS),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
313,PT00M00.00S,2022-11-03T01:04:44.9Z,2,REGULAR,period,end,[],0,,,1610612745,53,56,2022-11-03T01:04:44Z,3070000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2022-11-03T01:05:29.7Z,3,REGULAR,substitution,out,['startperiod'],201587,,,1610612745,53,56,2022-11-03T01:20:04Z,3080000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2022-11-03T01:05:29.7Z,3,REGULAR,substitution,out,['startperiod'],202322,,,1610612745,53,56,2022-11-03T01:20:04Z,3090000,,,0,,SUB out: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2022-11-03T01:05:29.7Z,3,REGULAR,substitution,in,['startperiod'],202704,,,1610612745,53,56,2022-11-03T01:20:04Z,3100000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2022-11-03T01:05:29.7Z,3,REGULAR,substitution,in,['startperiod'],1629650,,,1610612745,53,56,2022-11-03T01:20:04Z,3110000,,,0,,SUB in: M. Brown,[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2022-11-03T01:20:11.5Z,3,REGULAR,period,start,[],0,,,1610612745,53,56,2022-11-03T01:20:11Z,3120000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT11M43.00S,2022-11-03T01:20:27.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,91.27792378449409,40.68627450980392,1610612745,53,56,2022-11-03T01:20:35Z,3130000,-47.0,29.0,1,right,MISS J. Green driving finger roll Layup,[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,5.52,Missed,,,,,,,,,,,,,,,,,,
320,PT11M42.00S,2022-11-03T01:20:28.4Z,3,REGULAR,rebound,defensive,[],202694,,,1610612746,53,56,2022-11-03T01:20:35Z,3140000,,,0,,M. Morris Sr. REBOUND (Off:1 Def:6),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),0-8 Center,,,,319.0,7.0,6.0,1.0,,,,,,,,,,,,,
322,PT11M38.00S,2022-11-03T01:20:40.3Z,3,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612746,53,56,2022-11-03T01:20:47Z,3160000,,,0,,A. Sengun shooting personal FOUL (4 PF) (Brown 2 FT),"[1630578, 1629650]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,1628953.0,4.0,0.0,Brown,1629650.0,,,,,,,,
324,PT11M38.00S,2022-11-03T01:21:10.1Z,3,REGULAR,freethrow,1 of 2,[],1629650,,,1610612746,53,56,2022-11-03T01:21:10Z,3180000,,,0,,MISS M. Brown Free Throw 1 of 2,[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
325,PT11M38.00S,2022-11-03T01:21:10.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,53,56,2022-11-03T01:21:10Z,3190000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,324.0,,,,,,,,,,,,,,,,
326,PT11M38.00S,2022-11-03T01:21:15.5Z,3,REGULAR,freethrow,2 of 2,[],1629650,,,1610612746,53,57,2022-11-03T01:21:15Z,3200000,,,0,,M. Brown Free Throw 2 of 2 (1 PTS),[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
327,PT11M17.00S,2022-11-03T01:21:38.3Z,3,REGULAR,3pt,Jump Shot,[],1630224,71.96123521681997,81.12745098039215,1610612745,56,57,2022-11-03T01:21:43Z,3210000,156.0,211.0,1,right,J. Green 26' 3PT  (9 PTS) (E. Gordon 1 AST),"[1630224, 201569]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,26.22,Made,9.0,,,,,,,,,,,,,,,E. Gordon,201569.0,1.0
329,PT11M04.00S,2022-11-03T01:21:52.2Z,3,REGULAR,2pt,Jump Shot,[],202331,22.683968462549277,32.35294117647059,1610612746,56,57,2022-11-03T01:22:04Z,3230000,88.0,161.0,1,left,MISS P. George 18' pullup Shot,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Mid-Range,16-24 Right Center,18.33,Missed,,,,,,,,,,,,,,,,,,
330,PT10M57.00S,2022-11-03T01:21:59.2Z,3,REGULAR,rebound,offensive,[],1629650,,,1610612746,56,57,2022-11-03T01:22:04Z,3240000,,,0,,M. Brown REBOUND (Off:1 Def:0),[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,Mid-Range,16-24 Right Center,,,,329.0,1.0,0.0,1.0,,,,,,,,,,,,,
331,PT10M57.00S,2022-11-03T01:22:00.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629650,5.590000152587891,50.0,1610612746,56,59,2022-11-03T01:22:00Z,3250000,0.0,0.0,1,left,M. Brown putback DUNK (3 PTS),[1629650],1610612746.0,LAC,putback,,,Brown,M. Brown,,,,,Mid-Range,8-16 Left,0.0,Made,3.0,,,,,,,,,,,,,,,,,
332,PT10M50.00S,2022-11-03T01:22:06.8Z,3,REGULAR,3pt,Jump Shot,[],1630224,68.54467805519053,21.323529411764707,1610612745,59,59,2022-11-03T01:22:12Z,3260000,-143.0,243.0,1,right,J. Green 28' 3PT  (12 PTS) (A. Sengun 1 AST),"[1630224, 1630578]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,28.23,Made,12.0,,,,,,,,,,,,,,,A. Sengun,1630578.0,1.0
