actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
350,PT09M41.00S,2022-04-01T00:56:55.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,31.488173455978973,67.8921568627451,1610612737,75,56,2022-04-01T00:56:59Z,3480000,-89.0,243.0,1,left,MISS T. Young 25' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,,,,25.94,Missed,,,,,,,,,,,,,,,,
351,PT09M39.00S,2022-04-01T00:56:57.0Z,3,REGULAR,rebound,defensive,[],1629650,,,1610612739,75,56,2022-04-01T00:56:59Z,3490000,,,0,,M. Brown REBOUND (Off:1 Def:7),[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,,,,350.0,8.0,7.0,1.0,,,,,,,,
352,PT09M21.00S,2022-04-01T00:57:15.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,90.09526938239159,48.28431372549019,1610612739,75,56,2022-04-01T00:57:21Z,3500000,-9.0,41.0,1,right,MISS L. Markkanen Layup - blocked,"[1628374, 203991]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,4.15,Missed,,,,,,,,,Capela,203991.0,,,,,,
384,PT09M21.00S,2022-04-01T00:57:15.1Z,3,REGULAR,block,,[],203991,,,1610612739,75,56,2022-04-01T01:02:07Z,3505000,,,0,,C. Capela BLOCK (3 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT09M17.00S,2022-04-01T00:57:19.1Z,3,REGULAR,rebound,offensive,[],1628374,,,1610612739,75,56,2022-04-01T01:02:07Z,3510000,,,0,,L. Markkanen REBOUND (Off:2 Def:2),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,352.0,4.0,2.0,2.0,,,,,,,,
354,PT09M17.00S,2022-04-01T00:57:19.5Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628374,94.40999984741211,50.0,1610612739,75,56,2022-04-01T00:57:23Z,3520000,0.0,0.0,1,right,MISS L. Markkanen putback Layup,[1628374],1610612739.0,CLE,putback,,,Markkanen,L. Markkanen,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
355,PT09M17.00S,2022-04-01T00:57:19.5Z,3,REGULAR,rebound,offensive,[],1629650,,,1610612739,75,56,2022-04-01T00:57:23Z,3530000,,,0,,M. Brown REBOUND (Off:2 Def:7),[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,,,,354.0,9.0,7.0,2.0,,,,,,,,
356,PT09M16.00S,2022-04-01T00:57:27.5Z,3,REGULAR,foul,personal,['2freethrow'],203991,,,1610612739,75,56,2022-04-01T00:57:45Z,3540000,,,0,,C. Capela shooting personal FOUL (2 PF) (Brown 2 FT),"[203991, 1629650]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,202027.0,2.0,0.0,Brown,1629650.0,
358,PT09M16.00S,2022-04-01T00:57:48.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629650,,,1610612739,75,57,2022-04-01T00:59:44Z,3560000,,,0,,M. Brown Free Throw 1 of 2 (8 PTS),[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
359,PT09M16.00S,2022-04-01T00:57:48.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629650,,,1610612739,75,58,2022-04-01T00:59:44Z,3570000,,,0,,M. Brown Free Throw 2 of 2 (9 PTS),[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
360,PT08M59.00S,2022-04-01T00:58:23.6Z,3,REGULAR,foul,personal,[],1629650,,,1610612737,75,58,2022-04-01T00:58:32Z,3580000,,,0,,M. Brown personal FOUL (3 PF),"[1629650, 203991]",1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,2004.0,3.0,0.0,Capela,203991.0,
362,PT08M56.00S,2022-04-01T00:58:44.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,75,58,2022-04-01T00:58:44Z,3600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT08M47.00S,2022-04-01T00:59:06.4Z,3,REGULAR,3pt,Jump Shot,[],1629631,11.777266754270697,4.166666666666666,1610612737,75,58,2022-04-01T00:59:13Z,3610000,229.0,58.0,1,left,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,23.65,Missed,,,,,,,,,,,,,,,,
364,PT08M46.00S,2022-04-01T00:59:07.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612739,75,58,2022-04-01T00:59:13Z,3620000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,363.0,,,,,,,,,,,
365,PT08M46.00S,2022-04-01T00:59:12.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,75,58,2022-04-01T00:59:12Z,3630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT08M35.00S,2022-04-01T00:59:28.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,87.46714848883047,49.26470588235294,1610612739,75,60,2022-04-01T00:59:36Z,3640000,-4.0,65.0,1,right,C. LeVert 6' floating Jump Shot (8 PTS),[1627747],1610612739.0,CLE,floating,,,LeVert,C. LeVert,,,,,,,,6.54,Made,8.0,,,,,,,,,,,,,,,
367,PT08M35.00S,2022-04-01T00:59:34.3Z,3,REGULAR,foul,personal,['1freethrow'],1627789,,,1610612739,75,60,2022-04-01T00:59:52Z,3650000,,,0,,T. Luwawu-Cabarrot shooting personal FOUL (2 PF) (LeVert 1 FT),"[1627789, 1627747]",1610612737.0,ATL,shooting,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,202027.0,2.0,0.0,LeVert,1627747.0,
369,PT08M35.00S,2022-04-01T00:59:54.3Z,3,REGULAR,freethrow,1 of 1,[],1627747,,,1610612739,75,61,2022-04-01T00:59:54Z,3670000,,,0,,C. LeVert Free Throw 1 of 1 (9 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
370,PT08M21.00S,2022-04-01T01:00:08.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,15.062417871222076,44.11764705882353,1610612737,75,61,2022-04-01T01:00:19Z,3680000,29.0,89.0,1,left,MISS D. Hunter 9' pullup Shot,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,,,,9.38,Missed,,,,,,,,,,,,,,,,
371,PT08M21.00S,2022-04-01T01:00:08.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,75,61,2022-04-01T01:00:19Z,3690000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,370.0,,,,,,,,,,,
372,PT08M21.00S,2022-04-01T01:00:19.0Z,3,REGULAR,foul,personal,[],1628374,,,1610612737,75,61,2022-04-01T01:00:27Z,3700000,,,0,,L. Markkanen loose ball personal FOUL (2 PF),"[1628374, 203991]",1610612739.0,CLE,loose ball,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,2004.0,2.0,0.0,Capela,203991.0,
374,PT08M14.00S,2022-04-01T01:00:39.8Z,3,REGULAR,turnover,lost ball,[],1628989,,,1610612737,75,61,2022-04-01T01:00:44Z,3720000,,,0,,K. Huerter lost ball TURNOVER (1 TO),"[1628989, 1627747]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,1.0,LeVert,1627747.0,,,,,,,,,,,,,,,,,,
375,PT08M14.00S,2022-04-01T01:00:39.8Z,3,REGULAR,steal,,[],1627747,,,1610612739,75,61,2022-04-01T01:00:41Z,3730000,,,0,,C. LeVert STEAL (2 STL),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT08M13.00S,2022-04-01T01:00:42.8Z,3,REGULAR,turnover,out-of-bounds,[],1627747,,,1610612739,75,61,2022-04-01T01:00:53Z,3740000,,,0,,C. LeVert bad pass out-of-bounds TURNOVER (1 TO),[1627747],1610612739.0,CLE,bad pass,,,LeVert,C. LeVert,,,,,1.0,,,,,,,,,,,,,,,2004.0,,,,,
377,PT08M05.00S,2022-04-01T01:01:02.8Z,3,REGULAR,foul,personal,[],1628374,,,1610612737,75,61,2022-04-01T01:01:08Z,3750000,,,0,,L. Markkanen personal FOUL (3 PF),"[1628374, 1629027]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,202027.0,3.0,0.0,Young,1629027.0,
379,PT08M02.00S,2022-04-01T01:01:27.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628374,,,1610612737,75,61,2022-04-01T01:01:52Z,3770000,,,0,,L. Markkanen personal FOUL (4 PF) (Young 2 FT),"[1628374, 1629027]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,2004.0,4.0,0.0,Young,1629027.0,
381,PT08M02.00S,2022-04-01T01:01:54.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629027,,,1610612737,76,61,2022-04-01T01:01:54Z,3790000,,,0,,T. Young Free Throw 1 of 2 (21 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,Made,21.0,,,,,,,,,,,,,,,
382,PT08M02.00S,2022-04-01T01:01:56.1Z,3,REGULAR,substitution,out,[],1628374,,,1610612737,76,61,2022-04-01T01:02:03Z,3800000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT08M02.00S,2022-04-01T01:01:56.1Z,3,REGULAR,substitution,in,[],201567,,,1610612737,76,61,2022-04-01T01:02:03Z,3810000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT08M02.00S,2022-04-01T01:02:12.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629027,,,1610612737,77,61,2022-04-01T01:02:12Z,3820000,,,0,,T. Young Free Throw 2 of 2 (22 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,Made,22.0,,,,,,,,,,,,,,,
386,PT07M41.00S,2022-04-01T01:02:34.8Z,3,REGULAR,3pt,Jump Shot,[],201567,95.74572930354796,4.166666666666666,1610612739,77,61,2022-04-01T01:02:41Z,3830000,-229.0,-13.0,1,right,MISS K. Love 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,22.95,Missed,,,,,,,,,,,,,,,,
387,PT07M37.00S,2022-04-01T01:02:38.8Z,3,REGULAR,rebound,defensive,[],1628989,,,1610612737,77,61,2022-04-01T01:02:41Z,3840000,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,386.0,1.0,1.0,0.0,,,,,,,,
388,PT07M30.00S,2022-04-01T01:02:45.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,17.16491458607096,52.94117647058824,1610612737,77,61,2022-04-01T01:02:52Z,3850000,-15.0,109.0,1,left,MISS K. Huerter 10' driving floating Shot,[1628989],1610612737.0,ATL,driving floating,,,Huerter,K. Huerter,,,,,,,,10.99,Missed,,,,,,,,,,,,,,,,
389,PT07M28.00S,2022-04-01T01:02:47.4Z,3,REGULAR,rebound,defensive,[],1627747,,,1610612739,77,61,2022-04-01T01:02:52Z,3860000,,,0,,C. LeVert REBOUND (Off:1 Def:4),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,388.0,5.0,4.0,1.0,,,,,,,,
390,PT07M19.00S,2022-04-01T01:02:57.3Z,3,REGULAR,turnover,bad pass,[],1627747,,,1610612739,77,61,2022-04-01T01:03:03Z,3870000,,,0,,C. LeVert bad pass TURNOVER (2 TO),"[1627747, 203991]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,2.0,Capela,203991.0,,,,,,,,,,,,,,,,,,
391,PT07M19.00S,2022-04-01T01:02:57.3Z,3,REGULAR,steal,,[],203991,,,1610612737,77,61,2022-04-01T01:03:00Z,3880000,,,0,,C. Capela STEAL (2 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT06M59.00S,2022-04-01T01:03:16.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,30.831143232588698,27.696078431372552,1610612737,80,61,2022-04-01T01:03:24Z,3890000,112.0,237.0,1,left,K. Huerter 26' 3PT  (16 PTS) (D. Hunter 2 AST),"[1628989, 1629631]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,26.22,Made,16.0,D. Hunter,1629631.0,2.0,,,,,,,,,,,,
394,PT06M43.00S,2022-04-01T01:03:32.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,88.64980289093299,57.59803921568627,1610612739,80,61,2022-04-01T01:03:39Z,3910000,38.0,54.0,1,right,MISS D. Garland 6' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,,,,6.62,Missed,,,,,,,,,,,,,,,,
395,PT06M40.00S,2022-04-01T01:03:35.8Z,3,REGULAR,rebound,offensive,[],201567,,,1610612739,80,61,2022-04-01T01:03:39Z,3920000,,,0,,K. Love REBOUND (Off:1 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,394.0,2.0,1.0,1.0,,,,,,,,
396,PT06M40.00S,2022-04-01T01:03:37.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201567,94.40999984741211,50.0,1610612739,80,61,2022-04-01T01:03:37Z,3930000,0.0,0.0,1,right,MISS K. Love tip Layup,[201567],1610612739.0,CLE,tip,,,Love,K. Love,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
397,PT06M40.00S,2022-04-01T01:03:38.2Z,3,REGULAR,rebound,defensive,[],1629027,,,1610612737,80,61,2022-04-01T01:03:38Z,3940000,,,0,,T. Young REBOUND (Off:0 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,396.0,2.0,2.0,0.0,,,,,,,,
398,PT06M40.00S,2022-04-01T01:03:39.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630171,,,1610612737,80,61,2022-04-01T01:06:50Z,3950000,,,0,,I. Okoro personal FOUL (2 PF) (Young 2 FT),"[1630171, 1629027]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,202027.0,2.0,0.0,Young,1629027.0,
400,PT06M40.00S,2022-04-01T01:03:51.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,80,61,2022-04-01T01:03:51Z,3970000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT06M40.00S,2022-04-01T01:06:02.3Z,3,REGULAR,substitution,out,[],1629631,,,1610612737,80,61,2022-04-01T01:06:38Z,3980000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT06M40.00S,2022-04-01T01:06:02.3Z,3,REGULAR,substitution,in,[],201568,,,1610612737,80,61,2022-04-01T01:06:38Z,3990000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT06M40.00S,2022-04-01T01:06:51.5Z,3,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,81,61,2022-04-01T01:06:51Z,4000000,,,0,,T. Young Free Throw 1 of 2 (23 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,Made,23.0,,,,,,,,,,,,,,,
404,PT06M40.00S,2022-04-01T01:07:02.5Z,3,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,82,61,2022-04-01T01:07:02Z,4010000,,,0,,T. Young Free Throw 2 of 2 (24 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,Made,24.0,,,,,,,,,,,,,,,
405,PT06M21.00S,2022-04-01T01:07:22.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,84.83902759526939,35.049019607843135,1610612739,82,61,2022-04-01T01:07:29Z,4020000,-75.0,90.0,1,right,MISS D. Garland 11' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,,,,11.7,Missed,,,,,,,,,,,,,,,,
406,PT06M18.00S,2022-04-01T01:07:25.1Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,82,61,2022-04-01T01:07:29Z,4030000,,,0,,C. Capela REBOUND (Off:6 Def:7),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,405.0,13.0,7.0,6.0,,,,,,,,
407,PT06M08.00S,2022-04-01T01:07:35.5Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,82,61,2022-04-01T01:07:41Z,4040000,,,0,,T. Young bad pass TURNOVER (3 TO),"[1629027, 1630171]",1610612737.0,ATL,,,,Young,T. Young,,,,,3.0,Okoro,1630171.0,,,,,,,,,,,,,,,,,,
408,PT06M08.00S,2022-04-01T01:07:35.5Z,3,REGULAR,steal,,[],1630171,,,1610612739,82,61,2022-04-01T01:07:37Z,4050000,,,0,,I. Okoro STEAL (1 STL),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT06M03.00S,2022-04-01T01:07:40.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630171,93.24901445466492,50.0,1610612739,82,63,2022-04-01T01:07:48Z,4060000,0.0,11.0,1,right,I. Okoro running Layup (6 PTS) (D. Garland 7 AST),"[1630171, 1629636]",1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,,,,1.1,Made,6.0,D. Garland,1629636.0,7.0,,,,,,,,,,,,
411,PT05M41.00S,2022-04-01T01:08:02.0Z,3,REGULAR,2pt,Jump Shot,[],1628989,22.552562417871222,54.90196078431373,1610612737,84,63,2022-04-01T01:08:06Z,4080000,-25.0,159.0,1,left,K. Huerter 16' pullup Jump Shot (18 PTS),[1628989],1610612737.0,ATL,pullup,,,Huerter,K. Huerter,,,,,,,,16.14,Made,18.0,,,,,,,,,,,,,,,
412,PT05M16.00S,2022-04-01T01:08:27.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201567,89.96386333771353,50.98039215686274,1610612739,84,63,2022-04-01T01:08:36Z,4090000,5.0,42.0,1,right,MISS K. Love driving floating Shot,[201567],1610612739.0,CLE,driving floating,,,Love,K. Love,,,,,,,,4.21,Missed,,,,,,,,,,,,,,,,
413,PT05M12.00S,2022-04-01T01:08:31.0Z,3,REGULAR,rebound,offensive,[],1629650,,,1610612739,84,63,2022-04-01T01:08:31Z,4100000,,,0,,M. Brown REBOUND (Off:3 Def:7),[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,,,,412.0,10.0,7.0,3.0,,,,,,,,
414,PT05M11.00S,2022-04-01T01:08:32.5Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629650,89.04402102496715,43.13725490196079,1610612739,84,65,2022-04-01T01:08:40Z,4110000,-34.0,50.0,1,right,M. Brown 6' Hook (11 PTS),[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,6.1,Made,11.0,,,,,,,,,,,,,,,
415,PT04M58.00S,2022-04-01T01:08:47.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630171,,,1610612737,84,65,2022-04-01T01:09:13Z,4120000,,,0,,I. Okoro personal FOUL (3 PF) (Young 2 FT),"[1630171, 1629027]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,2004.0,3.0,0.0,Young,1629027.0,
417,PT04M58.00S,2022-04-01T01:09:13.9Z,3,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,85,65,2022-04-01T01:09:13Z,4140000,,,0,,T. Young Free Throw 1 of 2 (25 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,Made,25.0,,,,,,,,,,,,,,,
418,PT04M58.00S,2022-04-01T01:09:14.6Z,3,REGULAR,substitution,out,[],1629650,,,1610612737,85,65,2022-04-01T01:09:19Z,4150000,,,0,,SUB out: M. Brown,[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT04M58.00S,2022-04-01T01:09:14.6Z,3,REGULAR,substitution,in,[],1630205,,,1610612737,85,65,2022-04-01T01:09:19Z,4160000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT04M58.00S,2022-04-01T01:09:34.4Z,3,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,86,65,2022-04-01T01:09:34Z,4170000,,,0,,T. Young Free Throw 2 of 2 (26 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,Made,26.0,,,,,,,,,,,,,,,
421,PT04M41.00S,2022-04-01T01:09:54.1Z,3,REGULAR,2pt,Jump Shot,[],1629636,75.90341655716163,68.62745098039215,1610612739,86,65,2022-04-01T01:10:01Z,4180000,93.0,174.0,1,right,MISS D. Garland 19' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,,,,19.73,Missed,,,,,,,,,,,,,,,,
422,PT04M38.00S,2022-04-01T01:09:57.1Z,3,REGULAR,rebound,defensive,[],1627789,,,1610612737,86,65,2022-04-01T01:10:01Z,4190000,,,0,,T. Luwawu-Cabarrot REBOUND (Off:1 Def:3),[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,421.0,4.0,3.0,1.0,,,,,,,,
423,PT04M32.00S,2022-04-01T01:10:04.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,5.206964520367937,50.245098039215684,1610612737,88,65,2022-04-01T01:10:12Z,4200000,-1.0,-4.0,1,left,C. Capela alley-oop DUNK (11 PTS) (T. Young 7 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,,,,0.38,Made,11.0,T. Young,1629027.0,7.0,,,,,,,,,,,,
425,PT04M32.00S,2022-04-01T01:10:12.8Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630205,,,1610612737,88,65,2022-04-01T01:10:36Z,4220000,,,0,,L. Stevens shooting personal FOUL (1 PF) (Capela 1 FT),"[1630205, 203991]",1610612739.0,CLE,shooting,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,1626300.0,1.0,0.0,Capela,203991.0,
427,PT04M32.00S,2022-04-01T01:10:22.2Z,3,REGULAR,substitution,out,[],1630171,,,1610612737,88,65,2022-04-01T01:10:31Z,4240000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT04M32.00S,2022-04-01T01:10:22.2Z,3,REGULAR,substitution,in,[],1626224,,,1610612737,88,65,2022-04-01T01:10:31Z,4250000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT04M32.00S,2022-04-01T01:10:37.1Z,3,REGULAR,freethrow,1 of 1,[],203991,,,1610612737,89,65,2022-04-01T01:10:37Z,4260000,,,0,,C. Capela Free Throw 1 of 1 (12 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
430,PT04M23.00S,2022-04-01T01:10:48.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627789,,,1610612739,89,65,2022-04-01T01:11:17Z,4270000,,,0,,T. Luwawu-Cabarrot shooting personal FOUL (3 PF) (Osman 2 FT),"[1627789, 1626224]",1610612737.0,ATL,shooting,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,1626300.0,3.0,0.0,Osman,1626224.0,
432,PT04M23.00S,2022-04-01T01:11:19.6Z,3,REGULAR,freethrow,1 of 2,[],1626224,,,1610612739,89,65,2022-04-01T01:11:50Z,4290000,,,0,,MISS C. Osman Free Throw 1 of 2,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,Missed,,,,,,,,,,,,,,,,
433,PT04M23.00S,2022-04-01T01:11:19.6Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612739,89,65,2022-04-01T01:11:50Z,4300000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,432.0,,,,,,,,,,,
434,PT04M23.00S,2022-04-01T01:11:20.9Z,3,REGULAR,substitution,out,[],1628989,,,1610612739,89,65,2022-04-01T01:11:29Z,4310000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT04M23.00S,2022-04-01T01:11:20.9Z,3,REGULAR,substitution,out,[],1627789,,,1610612739,89,65,2022-04-01T01:11:29Z,4320000,,,0,,SUB out: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT04M23.00S,2022-04-01T01:11:20.9Z,3,REGULAR,substitution,out,[],1627747,,,1610612739,89,65,2022-04-01T01:11:29Z,4330000,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT04M23.00S,2022-04-01T01:11:20.9Z,3,REGULAR,substitution,in,[],203992,,,1610612739,89,65,2022-04-01T01:11:29Z,4340000,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT04M23.00S,2022-04-01T01:11:20.9Z,3,REGULAR,substitution,in,[],1626153,,,1610612739,89,65,2022-04-01T01:11:29Z,4350000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
