actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
94,PT04M21.00S,2022-04-01T00:00:04.1Z,1,REGULAR,substitution,in,[],1626224,,,1610612737,21,17,2022-04-01T00:00:14Z,889375,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M21.00S,2022-04-01T00:00:04.4Z,1,REGULAR,freethrow,1 of 3,[],1627789,,,1610612737,22,17,2022-04-01T00:01:33Z,890000,,,0,,T. Luwawu-Cabarrot Free Throw 1 of 3 (3 PTS),[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
90,PT04M21.00S,2022-04-01T00:00:04.4Z,1,REGULAR,freethrow,2 of 3,[],1627789,,,1610612737,23,17,2022-04-01T00:01:33Z,900000,,,0,,T. Luwawu-Cabarrot Free Throw 2 of 3 (4 PTS),[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
95,PT04M21.00S,2022-04-01T00:00:04.4Z,1,REGULAR,freethrow,3 of 3,[],1627789,,,1610612737,24,17,2022-04-01T00:01:33Z,950000,,,0,,T. Luwawu-Cabarrot Free Throw 3 of 3 (5 PTS),[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
96,PT04M05.00S,2022-04-01T00:00:39.6Z,1,REGULAR,foul,personal,[],203992,,,1610612739,24,17,2022-04-01T00:00:45Z,960000,,,0,,B. Bogdanovic personal FOUL (1 PF),"[203992, 1628374]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,202027.0,1.0,0.0,Markkanen,1628374.0,
98,PT04M05.00S,2022-04-01T00:00:45.4Z,1,REGULAR,substitution,out,[],1628374,,,1610612739,24,17,2022-04-01T00:00:52Z,980000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M05.00S,2022-04-01T00:00:45.4Z,1,REGULAR,substitution,in,[],1629650,,,1610612739,24,17,2022-04-01T00:00:52Z,990000,,,0,,SUB in: M. Brown,[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M52.00S,2022-04-01T00:01:13.4Z,1,REGULAR,turnover,lost ball,[],1629636,,,1610612739,24,17,2022-04-01T00:01:18Z,1000000,,,0,,D. Garland lost ball TURNOVER (2 TO),"[1629636, 1627789]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,2.0,Luwawu-Cabarrot,1627789.0,,,,,,,,,,,,,,,,,,
101,PT03M52.00S,2022-04-01T00:01:13.4Z,1,REGULAR,steal,,[],1627789,,,1610612737,24,17,2022-04-01T00:01:15Z,1010000,,,0,,T. Luwawu-Cabarrot STEAL (1 STL),[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M49.00S,2022-04-01T00:01:16.8Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,24,17,2022-04-01T00:01:22Z,1020000,,,0,,T. Young bad pass TURNOVER (2 TO),"[1629027, 1629636]",1610612737.0,ATL,,,,Young,T. Young,,,,,2.0,Garland,1629636.0,,,,,,,,,,,,,,,,,,
103,PT03M49.00S,2022-04-01T00:01:16.8Z,1,REGULAR,steal,,[],1629636,,,1610612739,24,17,2022-04-01T00:01:18Z,1030000,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M45.00S,2022-04-01T00:01:19.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630171,5.601182654402102,48.77450980392157,1610612739,24,19,2022-04-01T00:01:35Z,1040000,6.0,0.0,1,left,I. Okoro running DUNK (2 PTS) (D. Garland 4 AST),"[1630171, 1629636]",1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,,,,0.61,Made,2.0,D. Garland,1629636.0,4.0,,,,,,,,,,,,
106,PT03M21.00S,2022-04-01T00:01:43.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,90.48948751642575,49.26470588235294,1610612737,24,19,2022-04-01T00:01:51Z,1060000,-4.0,37.0,1,right,MISS C. Capela Layup - blocked,"[203991, 1629636]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,3.71,Missed,,,,,,,,,Garland,1629636.0,,,,,,
107,PT03M21.00S,2022-04-01T00:01:43.6Z,1,REGULAR,block,,[],1629636,,,1610612737,24,19,2022-04-01T00:01:46Z,1070000,,,0,,D. Garland BLOCK (1 BLK),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M16.00S,2022-04-01T00:01:48.6Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,24,19,2022-04-01T00:01:51Z,1080000,,,0,,C. Capela REBOUND (Off:3 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,106.0,7.0,4.0,3.0,,,,,,,,
137,PT03M16.00S,2022-04-01T00:01:46.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203991,94.00459921156373,49.26470588235294,1610612737,24,19,2022-04-01T00:04:58Z,1085000,-4.0,4.0,1,right,MISS C. Capela Hook,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,0.54,Missed,,,,,,,,,,,,,,,,
138,PT03M15.00S,2022-04-01T00:01:47.5Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,24,19,2022-04-01T00:04:58Z,1087500,,,0,,C. Capela REBOUND (Off:4 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,137.0,8.0,4.0,4.0,,,,,,,,
109,PT03M15.00S,2022-04-01T00:01:49.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,91.40932982917214,46.32352941176471,1610612737,26,19,2022-04-01T00:04:58Z,1090000,-18.0,28.0,1,right,C. Capela putback Layup (8 PTS),[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,,,,3.38,Made,8.0,,,,,,,,,,,,,,,
110,PT03M09.00S,2022-04-01T00:01:56.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,6.258212877792378,50.0,1610612739,26,19,2022-04-01T00:02:02Z,1100000,0.0,6.0,1,left,MISS D. Garland Layup - blocked,"[1629636, 203991]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,0.63,Missed,,,,,,,,,Capela,203991.0,,,,,,
111,PT03M09.00S,2022-04-01T00:01:56.1Z,1,REGULAR,block,,[],203991,,,1610612739,26,19,2022-04-01T00:01:59Z,1110000,,,0,,C. Capela BLOCK (2 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M04.00S,2022-04-01T00:02:01.1Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,26,19,2022-04-01T00:02:02Z,1120000,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,110.0,1.0,1.0,0.0,,,,,,,,
113,PT03M01.00S,2022-04-01T00:02:04.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203992,75.3777923784494,13.970588235294118,1610612737,29,19,2022-04-01T00:02:14Z,1130000,-180.0,179.0,1,right,B. Bogdanovic 25' 3PT running (3 PTS) (T. Young 5 AST),"[203992, 1629027]",1610612737.0,ATL,running,,,Bogdanovic,B. Bogdanovic,,,,,,,,25.39,Made,3.0,T. Young,1629027.0,5.0,,,,,,,,,,,,
115,PT02M46.00S,2022-04-01T00:02:18.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201567,13.222733245729303,56.61764705882353,1610612739,29,19,2022-04-01T00:02:24Z,1150000,-33.0,72.0,1,left,MISS K. Love 7' floating Shot,[201567],1610612739.0,CLE,floating,,,Love,K. Love,,,,,,,,7.91,Missed,,,,,,,,,,,,,,,,
116,PT02M43.00S,2022-04-01T00:02:21.4Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,29,19,2022-04-01T00:02:24Z,1160000,,,0,,C. Capela REBOUND (Off:4 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,115.0,9.0,5.0,4.0,,,,,,,,
117,PT02M38.00S,2022-04-01T00:02:26.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627789,66.04796320630749,46.07843137254902,1610612737,29,19,2022-04-01T00:02:53Z,1170000,-20.0,267.0,1,right,MISS T. Luwawu-Cabarrot 26' 3PT,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,26.73,Missed,,,,,,,,,,,,,,,,
118,PT02M35.00S,2022-04-01T00:02:29.8Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,29,19,2022-04-01T00:02:36Z,1180000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,
119,PT02M22.00S,2022-04-01T00:02:42.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,7.30946123521682,49.50980392156863,1610612739,29,21,2022-04-01T00:02:49Z,1190000,2.0,16.0,1,left,D. Garland driving finger roll Layup (10 PTS) (K. Love 1 AST),"[1629636, 201567]",1610612739.0,CLE,driving finger roll,,,Garland,D. Garland,,,,,,,,1.64,Made,10.0,K. Love,201567.0,1.0,,,,,,,,,,,,
121,PT02M14.00S,2022-04-01T00:02:53.4Z,1,REGULAR,foul,personal,['2freethrow'],201567,,,1610612737,29,21,2022-04-01T00:03:20Z,1210000,,,0,,K. Love shooting personal FOUL (1 PF) (Young 2 FT),"[201567, 1629027]",1610612739.0,CLE,shooting,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,202027.0,1.0,0.0,Young,1629027.0,
123,PT02M14.00S,2022-04-01T00:03:25.9Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,30,21,2022-04-01T00:03:25Z,1230000,,,0,,T. Young Free Throw 1 of 2 (3 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
124,PT02M14.00S,2022-04-01T00:03:26.7Z,1,REGULAR,substitution,out,[],1627789,,,1610612737,30,21,2022-04-01T00:03:40Z,1240000,,,0,,SUB out: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M14.00S,2022-04-01T00:03:26.7Z,1,REGULAR,substitution,out,[],1629631,,,1610612737,30,21,2022-04-01T00:03:40Z,1250000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M14.00S,2022-04-01T00:03:26.7Z,1,REGULAR,substitution,out,[],203991,,,1610612737,30,21,2022-04-01T00:03:40Z,1260000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M14.00S,2022-04-01T00:03:26.7Z,1,REGULAR,substitution,out,[],1629650,,,1610612737,30,21,2022-04-01T00:03:40Z,1270000,,,0,,SUB out: M. Brown,[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M14.00S,2022-04-01T00:03:26.7Z,1,REGULAR,substitution,in,[],1626153,,,1610612737,30,21,2022-04-01T00:03:40Z,1280000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M14.00S,2022-04-01T00:03:26.7Z,1,REGULAR,substitution,in,[],201568,,,1610612737,30,21,2022-04-01T00:03:40Z,1290000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M14.00S,2022-04-01T00:03:26.7Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,30,21,2022-04-01T00:03:40Z,1300000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M14.00S,2022-04-01T00:03:26.7Z,1,REGULAR,substitution,in,[],1630205,,,1610612737,30,21,2022-04-01T00:03:40Z,1310000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M14.00S,2022-04-01T00:03:53.0Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,31,21,2022-04-01T00:03:53Z,1320000,,,0,,T. Young Free Throw 2 of 2 (4 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
133,PT01M59.00S,2022-04-01T00:04:12.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,11.514454664914586,44.36274509803921,1610612739,31,21,2022-04-01T00:04:18Z,1330000,28.0,56.0,1,left,MISS D. Garland 6' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,,,,6.24,Missed,,,,,,,,,,,,,,,,
134,PT01M56.00S,2022-04-01T00:04:15.4Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,31,21,2022-04-01T00:04:18Z,1340000,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,
135,PT01M49.00S,2022-04-01T00:04:24.8Z,1,REGULAR,foul,personal,[],201567,,,1610612737,31,21,2022-04-01T00:04:37Z,1350000,,,0,,K. Love personal FOUL (2 PF),"[201567, 203992]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,202027.0,2.0,0.0,Bogdanovic,203992.0,
139,PT01M43.00S,2022-04-01T00:05:07.9Z,1,REGULAR,3pt,Jump Shot,[],1629027,73.80091984231275,83.08823529411765,1610612737,34,21,2022-04-01T00:05:28Z,1370000,165.0,194.0,1,right,T. Young 25' 3PT step back (7 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,,,,25.48,Made,7.0,,,,,,,,,,,,,,,
140,PT01M31.00S,2022-04-01T00:05:19.6Z,1,REGULAR,2pt,Jump Shot,[],1626224,24.655059132720105,63.725490196078425,1610612739,34,23,2022-04-01T00:05:24Z,1380000,-69.0,179.0,1,left,C. Osman 19' step back Jump Shot (2 PTS),[1626224],1610612739.0,CLE,step back,,,Osman,C. Osman,,,,,,,,19.2,Made,2.0,,,,,,,,,,,,,,,
141,PT01M03.00S,2022-04-01T00:05:49.9Z,1,REGULAR,turnover,traveling,[],203992,,,1610612737,34,23,2022-04-01T00:05:57Z,1390000,,,0,,B. Bogdanovic traveling TURNOVER (1 TO),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,1.0,,,,,,,,,,,,,,,2004.0,,,,,
142,PT00M51.40S,2022-04-01T00:06:17.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201567,29.6484888304862,76.7156862745098,1610612739,34,26,2022-04-01T00:06:22Z,1400000,-134.0,226.0,1,left,K. Love 26' 3PT  (6 PTS) (C. Osman 1 AST),"[201567, 1626224]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,26.27,Made,6.0,C. Osman,1626224.0,1.0,,,,,,,,,,,,
144,PT00M38.80S,2022-04-01T00:06:34.4Z,1,REGULAR,3pt,Jump Shot,[],1629027,68.9388961892247,85.04901960784314,1610612737,34,26,2022-04-01T00:06:39Z,1420000,175.0,239.0,1,right,MISS T. Young 29' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,,,,29.67,Missed,,,,,,,,,,,,,,,,
145,PT00M35.80S,2022-04-01T00:06:37.4Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612739,34,26,2022-04-01T00:06:39Z,1430000,,,0,,L. Stevens REBOUND (Off:0 Def:1),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,
146,PT00M29.10S,2022-04-01T00:06:44.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,5.995400788436268,49.26470588235294,1610612739,34,28,2022-04-01T00:06:49Z,1440000,4.0,4.0,1,left,D. Garland driving Layup (12 PTS),[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,,,,0.54,Made,12.0,,,,,,,,,,,,,,,
147,PT00M10.10S,2022-04-01T00:07:07.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,90.62089356110381,55.63725490196079,1610612737,36,28,2022-04-01T00:07:12Z,1450000,28.0,36.0,1,right,T. Young driving floating Jump Shot (9 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,,,,4.55,Made,9.0,,,,,,,,,,,,,,,
148,PT00M00.90S,2022-04-01T00:07:19.7Z,1,REGULAR,2pt,Jump Shot,[],1630205,7.046649145860711,89.70588235294117,1610612739,36,28,2022-04-01T00:07:24Z,1460000,-199.0,14.0,1,left,MISS L. Stevens 19' Jump Shot,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,19.9,Missed,,,,,,,,,,,,,,,,
149,PT00M00.90S,2022-04-01T00:07:19.7Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,36,28,2022-04-01T00:07:24Z,1470000,,,0,,O. Okongwu REBOUND (Off:0 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,148.0,2.0,2.0,0.0,,,,,,,,
150,PT00M00.00S,2022-04-01T00:07:24.7Z,1,REGULAR,period,end,[],0,,,1610612737,36,28,2022-04-01T00:07:24Z,1480000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-04-01T00:09:20.3Z,2,REGULAR,substitution,out,['startperiod'],1629027,,,1610612737,36,28,2022-04-01T00:09:47Z,1490000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-04-01T00:09:20.3Z,2,REGULAR,substitution,out,['startperiod'],1629636,,,1610612737,36,28,2022-04-01T00:09:47Z,1500000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-04-01T00:09:20.3Z,2,REGULAR,substitution,out,['startperiod'],1630171,,,1610612737,36,28,2022-04-01T00:09:47Z,1510000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-04-01T00:09:20.3Z,2,REGULAR,substitution,in,['startperiod'],1628989,,,1610612737,36,28,2022-04-01T00:09:47Z,1520000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-04-01T00:09:20.3Z,2,REGULAR,substitution,in,['startperiod'],1627747,,,1610612737,36,28,2022-04-01T00:09:47Z,1530000,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-04-01T00:09:20.3Z,2,REGULAR,substitution,in,['startperiod'],1629164,,,1610612737,36,28,2022-04-01T00:09:47Z,1540000,,,0,,SUB in: B. Goodwin,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-04-01T00:09:59.3Z,2,REGULAR,period,start,[],0,,,1610612737,36,28,2022-04-01T00:09:59Z,1550000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M39.00S,2022-04-01T00:10:19.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,89.17542706964521,54.41176470588235,1610612737,38,28,2022-04-01T00:10:29Z,1560000,22.0,49.0,1,right,O. Okongwu driving Hook (2 PTS) (D. Wright 1 AST),"[1630168, 1626153]",1610612737.0,ATL,driving,,,Okongwu,O. Okongwu,,,,,,,,5.4,Made,2.0,D. Wright,1626153.0,1.0,,,,,,,,,,,,
160,PT11M22.00S,2022-04-01T00:10:36.0Z,2,REGULAR,3pt,Jump Shot,[],201567,33.590670170827856,61.51960784313726,1610612739,38,28,2022-04-01T00:10:42Z,1580000,-58.0,263.0,1,left,MISS K. Love 26' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,26.95,Missed,,,,,,,,,,,,,,,,
161,PT11M18.00S,2022-04-01T00:10:40.0Z,2,REGULAR,rebound,defensive,[],203992,,,1610612737,38,28,2022-04-01T00:10:42Z,1590000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,160.0,1.0,1.0,0.0,,,,,,,,
162,PT11M08.00S,2022-04-01T00:10:50.9Z,2,REGULAR,turnover,lost ball,[],201568,,,1610612737,38,28,2022-04-01T00:10:56Z,1600000,,,0,,D. Gallinari lost ball TURNOVER (1 TO),"[201568, 1627747]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,1.0,LeVert,1627747.0,,,,,,,,,,,,,,,,,,
163,PT11M08.00S,2022-04-01T00:10:50.9Z,2,REGULAR,steal,,[],1627747,,,1610612739,38,28,2022-04-01T00:10:53Z,1610000,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M02.00S,2022-04-01T00:10:57.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627747,7.046649145860711,51.9607843137255,1610612739,38,30,2022-04-01T00:11:05Z,1620000,-10.0,14.0,1,left,C. LeVert driving Layup (4 PTS) (C. Osman 2 AST),"[1627747, 1626224]",1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,,,,1.68,Made,4.0,C. Osman,1626224.0,2.0,,,,,,,,,,,,
166,PT10M47.00S,2022-04-01T00:11:11.0Z,2,REGULAR,2pt,Jump Shot,[],1628989,74.19513797634691,44.6078431372549,1610612737,38,30,2022-04-01T00:11:18Z,1640000,-27.0,190.0,1,right,MISS K. Huerter 19' pullup Shot,[1628989],1610612737.0,ATL,pullup,,,Huerter,K. Huerter,,,,,,,,19.2,Missed,,,,,,,,,,,,,,,,
167,PT10M43.00S,2022-04-01T00:11:14.9Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,38,30,2022-04-01T00:11:14Z,1650000,,,0,,O. Okongwu REBOUND (Off:1 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,166.0,3.0,2.0,1.0,,,,,,,,
168,PT10M43.00S,2022-04-01T00:11:15.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201568,69.72733245729303,26.96078431372549,1610612737,38,30,2022-04-01T00:11:21Z,1660000,-115.0,232.0,1,right,MISS D. Gallinari 25' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,25.91,Missed,,,,,,,,,,,,,,,,
169,PT10M39.00S,2022-04-01T00:11:19.5Z,2,REGULAR,rebound,defensive,[],1629164,,,1610612739,38,30,2022-04-01T00:11:21Z,1670000,,,0,,B. Goodwin REBOUND (Off:0 Def:1),[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,168.0,1.0,1.0,0.0,,,,,,,,
170,PT10M32.00S,2022-04-01T00:11:27.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,8.754927726675426,60.5392156862745,1610612739,38,30,2022-04-01T00:11:38Z,1680000,-53.0,30.0,1,left,MISS C. LeVert 6' fadeaway Shot - blocked,"[1627747, 1630168]",1610612739.0,CLE,fadeaway,,,LeVert,C. LeVert,,,,,,,,6.05,Missed,,,,,,,,,Okongwu,1630168.0,,,,,,
171,PT10M32.00S,2022-04-01T00:11:27.0Z,2,REGULAR,block,,[],1630168,,,1610612739,38,30,2022-04-01T00:11:30Z,1690000,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT10M31.00S,2022-04-01T00:11:28.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,38,30,2022-04-01T00:11:38Z,1700000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,170.0,,,,,,,,,,,
173,PT10M31.00S,2022-04-01T00:11:33.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,38,30,2022-04-01T00:11:33Z,1710000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT10M24.00S,2022-04-01T00:12:02.5Z,2,REGULAR,foul,personal,[],1630168,,,1610612739,38,30,2022-04-01T00:12:17Z,1720000,,,0,,O. Okongwu personal FOUL (1 PF),"[1630168, 1626224]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Osman,1626224.0,
176,PT10M11.00S,2022-04-01T00:12:33.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629164,14.273981603153747,51.470588235294116,1610612739,38,30,2022-04-01T00:12:39Z,1740000,-7.0,82.0,1,left,MISS B. Goodwin 8' turnaround fadeaway Shot,[1629164],1610612739.0,CLE,turnaround fadeaway,,,Goodwin,B. Goodwin,,,,,,,,8.2,Missed,,,,,,,,,,,,,,,,
177,PT10M07.00S,2022-04-01T00:12:37.5Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,38,30,2022-04-01T00:12:39Z,1750000,,,0,,O. Okongwu REBOUND (Off:1 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,176.0,4.0,3.0,1.0,,,,,,,,
