actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
92,PT03M27.00S,2022-02-01T00:54:54.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630551,5.590000152587891,50.0,1610612761,17,20,2022-02-01T00:54:54Z,920000,0.0,0.0,1,left,J. Champagnie putback Layup (2 PTS),[1630551],1610612761.0,TOR,putback,,,Champagnie,J. Champagnie,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,
93,PT03M19.00S,2022-02-01T00:55:09.7Z,1,REGULAR,foul,personal,[],1629018,,,1610612737,17,20,2022-02-01T00:55:17Z,930000,,,0,,G. Trent Jr. personal FOUL (1 PF),"[1629018, 1628381]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,101284.0,,1.0,0.0,Collins,1628381.0,,,,
95,PT03M19.00S,2022-02-01T00:55:20.4Z,1,REGULAR,substitution,out,[],1629631,,,1610612737,17,20,2022-02-01T00:55:25Z,950000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M19.00S,2022-02-01T00:55:20.4Z,1,REGULAR,substitution,out,[],1628381,,,1610612737,17,20,2022-02-01T00:55:25Z,960000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M19.00S,2022-02-01T00:55:20.4Z,1,REGULAR,substitution,in,[],101150,,,1610612737,17,20,2022-02-01T00:55:25Z,970000,,,0,,SUB in: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M19.00S,2022-02-01T00:55:20.4Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,17,20,2022-02-01T00:55:25Z,980000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M15.00S,2022-02-01T00:55:33.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,81.15965834428384,53.18627450980392,1610612737,19,20,2022-02-01T00:55:38Z,990000,16.0,125.0,1,right,B. Bogdanovic 12' pullup Jump Shot (2 PTS) (L. Williams 1 AST),"[203992, 101150]",1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,12.56,Made,,,,,2.0,L. Williams,101150.0,1.0,,,,,,,,,,
101,PT03M03.00S,2022-02-01T00:55:47.7Z,1,REGULAR,foul,personal,[],201568,,,1610612761,19,20,2022-02-01T00:55:58Z,1010000,,,0,,D. Gallinari personal FOUL (1 PF),"[201568, 1628449]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,101284.0,,1.0,0.0,Boucher,1628449.0,,,,
103,PT02M58.00S,2022-02-01T00:56:15.1Z,1,REGULAR,3pt,Jump Shot,[],1627832,31.09395532194481,35.78431372549019,1610612761,19,20,2022-02-01T00:56:21Z,1030000,71.0,240.0,1,left,MISS F. VanVleet 25' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,25.01,Missed,,,,,,,,,,,,,,,,,,
104,PT02M56.00S,2022-02-01T00:56:17.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,19,20,2022-02-01T00:56:21Z,1040000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,103.0,,,,,,,,,,,,,,,,,
105,PT02M56.00S,2022-02-01T00:56:20.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,19,20,2022-02-01T00:56:20Z,1050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M56.00S,2022-02-01T00:56:24.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,19,20,2022-02-01T00:56:24Z,1060000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M56.00S,2022-02-01T00:58:45.8Z,1,REGULAR,substitution,out,[],1626153,,,1610612737,19,20,2022-02-01T00:59:03Z,1070000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M56.00S,2022-02-01T00:58:45.8Z,1,REGULAR,substitution,in,[],1628989,,,1610612737,19,20,2022-02-01T00:59:03Z,1080000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M45.00S,2022-02-01T00:59:24.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101150,94.30026281208936,62.5,1610612737,19,20,2022-02-01T00:59:35Z,1090000,62.0,1.0,1,right,MISS L. Williams 6' driving floating Shot,[101150],1610612737.0,ATL,driving floating,,,Williams,L. Williams,,,,,6.25,Missed,,,,,,,,,,,,,,,,,,
111,PT02M40.00S,2022-02-01T00:59:29.2Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,19,20,2022-02-01T00:59:35Z,1100000,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,,,
112,PT02M39.00S,2022-02-01T00:59:29.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,25.18068331143233,82.84313725490196,1610612761,19,20,2022-02-01T00:59:46Z,1110000,-164.0,184.0,1,left,MISS G. Trent Jr. 24' running pullup 3PT,[1629018],1610612761.0,TOR,running pullup,,,Trent Jr.,G. Trent Jr.,,,,,24.68,Missed,,,,,,,,,,,,,,,,,,
113,PT02M34.00S,2022-02-01T00:59:34.6Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,19,20,2022-02-01T00:59:46Z,1120000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,,,
114,PT02M34.00S,2022-02-01T00:59:41.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,19,20,2022-02-01T00:59:41Z,1130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M19.00S,2022-02-01T01:00:01.2Z,1,REGULAR,3pt,Jump Shot,[],203992,76.03482260183968,13.23529411764706,1610612737,19,20,2022-02-01T01:00:06Z,1140000,-184.0,173.0,1,right,MISS B. Bogdanovic 25' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,25.23,Missed,,,,,,,,,,,,,,,,,,
116,PT02M15.00S,2022-02-01T01:00:05.2Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,19,20,2022-02-01T01:00:06Z,1150000,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,115.0,1.0,1.0,0.0,,,,,,,,,,,,,,
117,PT02M11.00S,2022-02-01T01:00:09.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630173,6.652431011826544,62.00980392156863,1610612761,19,20,2022-02-01T01:00:22Z,1160000,-60.0,10.0,1,left,MISS P. Achiuwa 6' fadeaway Shot,[1630173],1610612761.0,TOR,fadeaway,,,Achiuwa,P. Achiuwa,,,,,6.08,Missed,,,,,,,,,,,,,,,,,,
118,PT02M10.00S,2022-02-01T01:00:13.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,19,20,2022-02-01T01:00:13Z,1170000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,117.0,,,,,,,,,,,,,,,,,
119,PT02M10.00S,2022-02-01T01:00:15.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,19,20,2022-02-01T01:00:15Z,1180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M55.00S,2022-02-01T01:00:42.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627832,7.046649145860711,71.81372549019608,1610612761,19,20,2022-02-01T01:00:50Z,1190000,-109.0,14.0,1,left,MISS F. VanVleet 11' step back Shot,[1627832],1610612761.0,TOR,step back,,,VanVleet,F. VanVleet,,,,,11.0,Missed,,,,,,,,,,,,,,,,,,
121,PT01M54.00S,2022-02-01T01:00:43.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,19,20,2022-02-01T01:00:50Z,1200000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,
122,PT01M54.00S,2022-02-01T01:00:48.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630551,,,1610612737,19,20,2022-02-01T01:01:13Z,1210000,,,0,,J. Champagnie loose ball personal FOUL (1 PF) (Okongwu 2 FT),"[1630551, 1630168]",1610612761.0,TOR,loose ball,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,203591.0,,1.0,0.0,Okongwu,1630168.0,,,,
124,PT01M54.00S,2022-02-01T01:01:17.6Z,1,REGULAR,freethrow,1 of 2,[],1630168,,,1610612737,20,20,2022-02-01T01:01:17Z,1230000,,,0,,O. Okongwu Free Throw 1 of 2 (1 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
125,PT01M54.00S,2022-02-01T01:01:17.6Z,1,REGULAR,freethrow,2 of 2,[],1630168,,,1610612737,20,20,2022-02-01T01:01:34Z,1240000,,,0,,MISS O. Okongwu Free Throw 2 of 2,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,Missed,,,,,,,,,,,,,,,,,,
126,PT01M51.00S,2022-02-01T01:01:20.6Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,20,20,2022-02-01T01:01:34Z,1250000,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,125.0,1.0,1.0,0.0,,,,,,,,,,,,,,
127,PT01M44.00S,2022-02-01T01:01:41.1Z,1,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612761,20,20,2022-02-01T01:02:05Z,1260000,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Boucher 2 FT),"[1630168, 1628449]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,203591.0,,1.0,0.0,Boucher,1628449.0,,,,
129,PT01M44.00S,2022-02-01T01:02:10.6Z,1,REGULAR,freethrow,1 of 2,[],1628449,,,1610612761,20,21,2022-02-01T01:02:10Z,1280000,,,0,,C. Boucher Free Throw 1 of 2 (1 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
130,PT01M44.00S,2022-02-01T01:02:10.6Z,1,REGULAR,freethrow,2 of 2,[],1628449,,,1610612761,20,21,2022-02-01T01:02:30Z,1290000,,,0,,MISS C. Boucher Free Throw 2 of 2,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Missed,,,,,,,,,,,,,,,,,,
131,PT01M44.00S,2022-02-01T01:02:10.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,20,21,2022-02-01T01:02:30Z,1300000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,130.0,,,,,,,,,,,,,,,,,
132,PT01M44.00S,2022-02-01T01:02:29.9Z,1,REGULAR,violation,lane,[],1628449,,,1610612737,20,21,2022-02-01T01:02:37Z,1310000,,,0,,C. Boucher lane VIOLATION,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,202901.0,,,,,,,,,
133,PT01M39.00S,2022-02-01T01:02:47.4Z,1,REGULAR,3pt,Jump Shot,[],203992,69.99014454664915,22.058823529411764,1610612737,20,21,2022-02-01T01:02:52Z,1320000,-140.0,230.0,1,right,MISS B. Bogdanovic 26' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,26.88,Missed,,,,,,,,,,,,,,,,,,
134,PT01M35.00S,2022-02-01T01:02:51.4Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,20,21,2022-02-01T01:02:52Z,1330000,,,0,,C. Boucher REBOUND (Off:0 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,133.0,3.0,3.0,0.0,,,,,,,,,,,,,,
135,PT01M27.00S,2022-02-01T01:02:58.6Z,1,REGULAR,2pt,Jump Shot,[],1629018,12.302890932982917,72.30392156862744,1610612761,20,21,2022-02-01T01:03:06Z,1340000,-112.0,63.0,1,left,MISS G. Trent Jr. 12' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,12.81,Missed,,,,,,,,,,,,,,,,,,
136,PT01M24.00S,2022-02-01T01:03:01.6Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,20,21,2022-02-01T01:03:06Z,1350000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,135.0,2.0,2.0,0.0,,,,,,,,,,,,,,
137,PT01M14.00S,2022-02-01T01:03:13.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628449,,,1610612737,20,21,2022-02-01T01:03:35Z,1360000,,,0,,C. Boucher shooting personal FOUL (1 PF) (Gallinari 2 FT),"[1628449, 201568]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,,,,,,,,,,,203591.0,,1.0,0.0,Gallinari,201568.0,,,,
139,PT01M14.00S,2022-02-01T01:03:36.3Z,1,REGULAR,freethrow,1 of 2,[],201568,,,1610612737,21,21,2022-02-01T01:03:36Z,1380000,,,0,,D. Gallinari Free Throw 1 of 2 (1 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
140,PT01M14.00S,2022-02-01T01:03:38.3Z,1,REGULAR,substitution,out,[],1630551,,,1610612737,21,21,2022-02-01T01:03:43Z,1390000,,,0,,SUB out: J. Champagnie,[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M14.00S,2022-02-01T01:03:38.3Z,1,REGULAR,substitution,out,[],1629018,,,1610612737,21,21,2022-02-01T01:03:43Z,1400000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M14.00S,2022-02-01T01:03:38.3Z,1,REGULAR,substitution,in,[],1630567,,,1610612737,21,21,2022-02-01T01:03:43Z,1410000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M14.00S,2022-02-01T01:03:38.3Z,1,REGULAR,substitution,in,[],1628384,,,1610612737,21,21,2022-02-01T01:03:43Z,1420000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M14.00S,2022-02-01T01:03:55.2Z,1,REGULAR,freethrow,2 of 2,[],201568,,,1610612737,22,21,2022-02-01T01:03:55Z,1430000,,,0,,D. Gallinari Free Throw 2 of 2 (2 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
145,PT01M00.00S,2022-02-01T01:04:11.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630173,6.1268068331143235,50.0,1610612761,22,23,2022-02-01T01:04:18Z,1440000,0.0,5.0,1,left,P. Achiuwa alley-oop DUNK (2 PTS) (F. VanVleet 3 AST),"[1630173, 1627832]",1610612761.0,TOR,alley-oop,,,Achiuwa,P. Achiuwa,,,,,0.51,Made,,,,,2.0,F. VanVleet,1627832.0,3.0,,,,,,,,,,
147,PT00M53.00S,2022-02-01T01:04:20.0Z,1,REGULAR,2pt,Jump Shot,[],101150,76.5604467805519,24.019607843137255,1610612737,22,23,2022-02-01T01:04:25Z,1460000,-130.0,168.0,1,right,MISS L. Williams 21' pullup Shot,[101150],1610612737.0,ATL,pullup,,,Williams,L. Williams,,,,,21.22,Missed,,,,,,,,,,,,,,,,,,
148,PT00M50.50S,2022-02-01T01:04:22.5Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,22,23,2022-02-01T01:04:25Z,1470000,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,147.0,2.0,2.0,0.0,,,,,,,,,,,,,,
149,PT00M41.50S,2022-02-01T01:04:32.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,8.623521681997373,44.11764705882353,1610612761,22,25,2022-02-01T01:04:38Z,1480000,29.0,29.0,1,left,S. Barnes Layup (4 PTS) (P. Achiuwa 1 AST),"[1630567, 1630173]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,4.1,Made,,,,,4.0,P. Achiuwa,1630173.0,1.0,,,,,,,,,,
151,PT00M29.80S,2022-02-01T01:04:49.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630173,,,1610612737,22,25,2022-02-01T01:05:16Z,1500000,,,0,,P. Achiuwa shooting personal FOUL (1 PF) (Gallinari 2 FT),"[1630173, 201568]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,101284.0,,1.0,0.0,Gallinari,201568.0,,,,
153,PT00M29.80S,2022-02-01T01:05:17.1Z,1,REGULAR,freethrow,1 of 2,[],201568,,,1610612737,23,25,2022-02-01T01:05:17Z,1520000,,,0,,D. Gallinari Free Throw 1 of 2 (3 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
154,PT00M29.80S,2022-02-01T01:05:31.6Z,1,REGULAR,freethrow,2 of 2,[],201568,,,1610612737,24,25,2022-02-01T01:05:31Z,1530000,,,0,,D. Gallinari Free Throw 2 of 2 (4 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
155,PT00M09.80S,2022-02-01T01:05:58.4Z,1,REGULAR,2pt,Jump Shot,[],1628384,26.231931668856767,56.61764705882353,1610612761,24,25,2022-02-01T01:06:10Z,1540000,-33.0,194.0,1,left,MISS O. Anunoby 19' step back Shot,[1628384],1610612761.0,TOR,step back,,,Anunoby,O. Anunoby,,,,,19.69,Missed,,,,,,,,,,,,,,,,,,
156,PT00M06.20S,2022-02-01T01:06:02.0Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,24,25,2022-02-01T01:06:02Z,1550000,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,155.0,1.0,1.0,0.0,,,,,,,,,,,,,,
157,PT00M00.30S,2022-02-01T01:06:08.3Z,1,REGULAR,2pt,Jump Shot,[],201568,71.56701708278581,30.88235294117647,1610612737,24,25,2022-02-01T01:06:26Z,1560000,-96.0,215.0,1,right,MISS D. Gallinari 23' pullup Shot,[201568],1610612737.0,ATL,pullup,,,Gallinari,D. Gallinari,,,,,23.51,Missed,,,,,,,,,,,,,,,,,,
158,PT00M00.10S,2022-02-01T01:06:08.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,24,25,2022-02-01T01:06:26Z,1570000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,157.0,,,,,,,,,,,,,,,,,
159,PT00M00.00S,2022-02-01T01:06:12.0Z,1,REGULAR,period,end,[],0,,,1610612737,24,25,2022-02-01T01:06:12Z,1580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-02-01T01:08:23.8Z,2,REGULAR,substitution,out,['startperiod'],1627832,,,1610612737,24,25,2022-02-01T01:08:36Z,1590000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-02-01T01:08:23.8Z,2,REGULAR,substitution,out,['startperiod'],1628449,,,1610612737,24,25,2022-02-01T01:08:36Z,1600000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-02-01T01:08:23.8Z,2,REGULAR,substitution,in,['startperiod'],1630625,,,1610612737,24,25,2022-02-01T01:08:36Z,1610000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-02-01T01:08:23.8Z,2,REGULAR,substitution,in,['startperiod'],1627783,,,1610612737,24,25,2022-02-01T01:08:36Z,1620000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-02-01T01:08:50.7Z,2,REGULAR,period,start,[],0,,,1610612737,24,25,2022-02-01T01:08:50Z,1630000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M40.00S,2022-02-01T01:09:09.9Z,2,REGULAR,2pt,Jump Shot,[],1628989,77.4802890932983,22.54901960784314,1610612737,26,25,2022-02-01T01:09:17Z,1640000,-137.0,159.0,1,right,K. Huerter 21' step back Jump Shot (5 PTS),[1628989],1610612737.0,ATL,step back,,,Huerter,K. Huerter,,,,,21.02,Made,,,,,5.0,,,,,,,,,,,,,
166,PT11M24.00S,2022-02-01T01:09:25.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,6.258212877792378,49.01960784313725,1610612761,26,25,2022-02-01T01:09:37Z,1650000,5.0,6.0,1,left,MISS D. Banton reverse Layup - blocked,"[1630625, 101150]",1610612761.0,TOR,reverse,,,Banton,D. Banton,,,,,0.8,Missed,,,,,,,,,,,,,,,,,Williams,101150.0
167,PT11M24.00S,2022-02-01T01:09:25.2Z,2,REGULAR,block,,[],101150,,,1610612761,26,25,2022-02-01T01:09:35Z,1660000,,,0,,L. Williams BLOCK (1 BLK),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M13.00S,2022-02-01T01:09:36.2Z,2,REGULAR,rebound,offensive,[],1630625,,,1610612761,26,25,2022-02-01T01:09:37Z,1670000,,,0,,D. Banton REBOUND (Off:1 Def:0),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,166.0,1.0,0.0,1.0,,,,,,,,,,,,,,
169,PT11M12.00S,2022-02-01T01:09:37.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630567,33.327858081471746,42.64705882352941,1610612761,26,25,2022-02-01T01:09:42Z,1680000,37.0,261.0,1,left,MISS S. Barnes 26' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,26.34,Missed,,,,,,,,,,,,,,,,,,
170,PT11M11.00S,2022-02-01T01:09:39.2Z,2,REGULAR,rebound,defensive,[],201568,,,1610612737,26,25,2022-02-01T01:09:39Z,1690000,,,0,,D. Gallinari REBOUND (Off:0 Def:1),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,169.0,1.0,1.0,0.0,,,,,,,,,,,,,,
171,PT11M11.00S,2022-02-01T01:09:45.0Z,2,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612737,26,25,2022-02-01T01:10:06Z,1700000,,,0,,P. Achiuwa shooting personal FOUL (2 PF) (Okongwu 2 FT),"[1630173, 1630168]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,101284.0,,2.0,0.0,Okongwu,1630168.0,,,,
173,PT11M11.00S,2022-02-01T01:10:07.4Z,2,REGULAR,freethrow,1 of 2,[],1630168,,,1610612737,27,25,2022-02-01T01:10:07Z,1720000,,,0,,O. Okongwu Free Throw 1 of 2 (2 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
174,PT11M11.00S,2022-02-01T01:10:20.0Z,2,REGULAR,freethrow,2 of 2,[],1630168,,,1610612737,28,25,2022-02-01T01:10:20Z,1730000,,,0,,O. Okongwu Free Throw 2 of 2 (3 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
175,PT10M57.00S,2022-02-01T01:10:34.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,6.258212877792378,46.81372549019608,1610612761,28,25,2022-02-01T01:10:42Z,1740000,16.0,6.0,1,left,MISS O. Anunoby driving Layup,[1628384],1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,1.71,Missed,,,,,,,,,,,,,,,,,,
176,PT10M54.00S,2022-02-01T01:10:37.4Z,2,REGULAR,rebound,defensive,[],203992,,,1610612737,28,25,2022-02-01T01:10:42Z,1750000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:3),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,175.0,3.0,3.0,0.0,,,,,,,,,,,,,,
177,PT10M51.00S,2022-02-01T01:10:40.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628989,96.92838370565046,94.11764705882352,1610612737,31,25,2022-02-01T01:10:52Z,1760000,221.0,-24.0,1,right,K. Huerter 3PT running (8 PTS) (L. Williams 2 AST),"[1628989, 101150]",1610612737.0,ATL,running,,,Huerter,K. Huerter,,,,,22.19,Made,,,,,8.0,L. Williams,101150.0,2.0,,,,,,,,,,
179,PT10M41.00S,2022-02-01T01:10:50.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,10.726018396846255,58.57843137254902,1610612761,31,25,2022-02-01T01:10:57Z,1780000,-43.0,48.0,1,left,MISS S. Barnes 6' driving floating bank Shot,[1630567],1610612761.0,TOR,driving floating bank,,,Barnes,S. Barnes,,,,,6.46,Missed,,,,,,,,,,,,,,,,,,
180,PT10M38.00S,2022-02-01T01:10:53.3Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,31,25,2022-02-01T01:10:57Z,1790000,,,0,,O. Okongwu REBOUND (Off:0 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,179.0,2.0,2.0,0.0,,,,,,,,,,,,,,
