actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
91,PT04M15.00S,2021-12-11T01:00:48.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201142,7.30946123521682,48.28431372549019,1610612751,12,16,2021-12-11T01:00:55Z,900000,9.0,16.0,1,left,K. Durant running Layup (8 PTS) (J. Harden 2 AST),"[201142, 201935]",1610612751.0,BKN,running,,,Durant,K. Durant,,,,,1.83,Made,8.0,J. Harden,201935.0,2.0,,,,,,,,,,,,,,
93,PT04M00.00S,2021-12-11T01:01:03.8Z,1,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612737,12,16,2021-12-11T01:02:02Z,920000,,,0,,B. Brown shooting personal FOUL (1 PF) (Collins 2 FT),"[1628971, 1628381]",1610612751.0,BKN,shooting,,,Brown,B. Brown,,,,,,,,,,,,,,202049.0,1.0,0.0,Collins,1628381.0,,,,,,
95,PT04M00.00S,2021-12-11T01:01:37.0Z,1,REGULAR,freethrow,1 of 2,[],1628381,,,1610612737,13,16,2021-12-11T01:02:14Z,940000,,,0,,J. Collins Free Throw 1 of 2 (3 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
96,PT04M00.00S,2021-12-11T01:01:38.0Z,1,REGULAR,substitution,out,[],1627789,,,1610612737,13,16,2021-12-11T01:01:49Z,950000,,,0,,SUB out: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M00.00S,2021-12-11T01:01:38.0Z,1,REGULAR,substitution,out,[],201935,,,1610612737,13,16,2021-12-11T01:01:49Z,960000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M00.00S,2021-12-11T01:01:38.0Z,1,REGULAR,substitution,in,[],1629629,,,1610612737,13,16,2021-12-11T01:01:49Z,970000,,,0,,SUB in: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M00.00S,2021-12-11T01:01:38.0Z,1,REGULAR,substitution,in,[],201988,,,1610612737,13,16,2021-12-11T01:01:49Z,980000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M00.00S,2021-12-11T01:01:37.0Z,1,REGULAR,freethrow,2 of 2,[],1628381,,,1610612737,14,16,2021-12-11T01:02:14Z,990000,,,0,,J. Collins Free Throw 2 of 2 (4 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
101,PT03M47.00S,2021-12-11T01:02:23.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,16.63929040735874,48.77450980392157,1610612751,14,18,2021-12-11T01:02:29Z,1000000,6.0,104.0,1,left,B. Brown 10' floating Jump Shot (2 PTS) (K. Durant 1 AST),"[1628971, 201142]",1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,10.41,Made,2.0,K. Durant,201142.0,1.0,,,,,,,,,,,,,,
103,PT03M35.00S,2021-12-11T01:02:34.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,91.40932982917214,51.71568627450981,1610612737,16,18,2021-12-11T01:02:41Z,1020000,9.0,28.0,1,right,T. Young driving floating Jump Shot (2 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,2.96,Made,2.0,,,,,,,,,,,,,,,,,
104,PT03M18.00S,2021-12-11T01:02:51.4Z,1,REGULAR,2pt,Jump Shot,[],201988,7.835085413929041,82.84313725490196,1610612751,16,20,2021-12-11T01:02:55Z,1030000,-164.0,21.0,1,left,P. Mills 16' step back Jump Shot (2 PTS),[201988],1610612751.0,BKN,step back,,,Mills,P. Mills,,,,,16.56,Made,2.0,,,,,,,,,,,,,,,,,
106,PT03M07.00S,2021-12-11T01:03:02.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,92.72339027595268,47.30392156862745,1610612737,18,20,2021-12-11T01:03:07Z,1050000,-13.0,16.0,1,right,T. Young driving Layup (4 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,2.09,Made,4.0,,,,,,,,,,,,,,,,,
107,PT02M49.00S,2021-12-11T01:03:20.5Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612751,18,20,2021-12-11T01:03:24Z,1060000,,,0,,K. Durant bad pass TURNOVER (2 TO),"[201142, 1628989]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,2.0,Huerter,1628989.0,,,,,,,,,,,
108,PT02M49.00S,2021-12-11T01:03:20.5Z,1,REGULAR,steal,,[],1628989,,,1610612737,18,20,2021-12-11T01:03:22Z,1070000,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M41.00S,2021-12-11T01:03:28.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628381,93.11760840998686,50.0,1610612737,20,20,2021-12-11T01:03:34Z,1080000,0.0,12.0,1,right,J. Collins alley-oop DUNK (6 PTS) (T. Young 4 AST),"[1628381, 1629027]",1610612737.0,ATL,alley-oop,,,Collins,J. Collins,,,,,1.22,Made,6.0,T. Young,1629027.0,4.0,,,,,,,,,,,,,,
111,PT02M25.00S,2021-12-11T01:03:44.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,17.821944809461236,46.07843137254902,1610612751,20,22,2021-12-11T01:03:50Z,1100000,20.0,115.0,1,left,C. Thomas 11' pullup Jump Shot (2 PTS),[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,11.67,Made,2.0,,,,,,,,,,,,,,,,,
112,PT02M12.00S,2021-12-11T01:03:57.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,87.07293035479631,45.34313725490196,1610612737,22,22,2021-12-11T01:04:01Z,1110000,-23.0,69.0,1,right,T. Young 7' driving floating Jump Shot (6 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,7.28,Made,6.0,,,,,,,,,,,,,,,,,
113,PT02M05.00S,2021-12-11T01:04:09.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,22,22,2021-12-11T01:04:09Z,1120000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M05.00S,2021-12-11T01:06:50.6Z,1,REGULAR,substitution,out,[],1628989,,,1610612751,22,22,2021-12-11T01:07:08Z,1130000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M05.00S,2021-12-11T01:06:50.6Z,1,REGULAR,substitution,out,[],1629027,,,1610612751,22,22,2021-12-11T01:07:08Z,1140000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M05.00S,2021-12-11T01:06:50.6Z,1,REGULAR,substitution,out,[],1628381,,,1610612751,22,22,2021-12-11T01:07:08Z,1150000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M05.00S,2021-12-11T01:06:50.6Z,1,REGULAR,substitution,in,[],101150,,,1610612751,22,22,2021-12-11T01:07:08Z,1160000,,,0,,SUB in: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M05.00S,2021-12-11T01:06:50.6Z,1,REGULAR,substitution,in,[],1626153,,,1610612751,22,22,2021-12-11T01:07:08Z,1170000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M05.00S,2021-12-11T01:06:50.6Z,1,REGULAR,substitution,in,[],203991,,,1610612751,22,22,2021-12-11T01:07:08Z,1180000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M57.00S,2021-12-11T01:07:35.6Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612751,22,22,2021-12-11T01:13:50Z,1190000,,,0,,K. Durant bad pass TURNOVER (3 TO),"[201142, 203991]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,3.0,Capela,203991.0,,,,,,,,,,,
121,PT01M57.00S,2021-12-11T01:07:35.6Z,1,REGULAR,steal,,[],203991,,,1610612737,22,22,2021-12-11T01:08:20Z,1200000,,,0,,C. Capela STEAL (1 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M52.00S,2021-12-11T01:07:41.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203991,93.77463863337714,49.26470588235294,1610612737,24,22,2021-12-11T01:07:49Z,1210000,-4.0,6.0,1,right,C. Capela running DUNK (4 PTS) (C. Reddish 1 AST),"[203991, 1629629]",1610612737.0,ATL,running,,,Capela,C. Capela,,,,,0.7,Made,4.0,C. Reddish,1629629.0,1.0,,,,,,,,,,,,,,
124,PT01M39.00S,2021-12-11T01:07:53.7Z,1,REGULAR,2pt,Jump Shot,[],200746,21.107095926412615,68.38235294117648,1610612751,24,22,2021-12-11T01:08:00Z,1230000,-92.0,146.0,1,left,MISS L. Aldridge 17' Jump Shot,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,17.24,Missed,,,,,,,,,,,,,,,,,,
125,PT01M35.00S,2021-12-11T01:07:57.7Z,1,REGULAR,rebound,defensive,[],201568,,,1610612737,24,22,2021-12-11T01:08:00Z,1240000,,,0,,D. Gallinari REBOUND (Off:0 Def:1),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,124.0,1.0,1.0,0.0,,
126,PT01M22.00S,2021-12-11T01:08:10.3Z,1,REGULAR,2pt,Jump Shot,[],201568,77.21747700394218,53.67647058823529,1610612737,24,22,2021-12-11T01:08:16Z,1250000,18.0,162.0,1,right,MISS D. Gallinari 16' pullup Shot,[201568],1610612737.0,ATL,pullup,,,Gallinari,D. Gallinari,,,,,16.27,Missed,,,,,,,,,,,,,,,,,,
127,PT01M18.00S,2021-12-11T01:08:14.3Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612751,24,22,2021-12-11T01:08:16Z,1260000,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,126.0,1.0,1.0,0.0,,
128,PT01M02.00S,2021-12-11T01:08:30.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,13.61695137976347,43.38235294117647,1610612751,24,22,2021-12-11T01:08:36Z,1270000,33.0,75.0,1,left,MISS K. Durant 8' pullup Shot - blocked,"[201142, 203991]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,8.24,Missed,,,,,,,,,,,,,,,,,Capela,203991.0
129,PT01M02.00S,2021-12-11T01:08:30.9Z,1,REGULAR,block,,[],203991,,,1610612751,24,22,2021-12-11T01:08:34Z,1280000,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
130,PT00M58.00S,2021-12-11T01:08:34.9Z,1,REGULAR,rebound,defensive,[],201568,,,1610612737,24,22,2021-12-11T01:08:36Z,1290000,,,0,,D. Gallinari REBOUND (Off:0 Def:2),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,128.0,2.0,2.0,0.0,,
131,PT00M55.40S,2021-12-11T01:08:37.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626153,73.14388961892247,18.38235294117647,1610612737,24,22,2021-12-11T01:08:43Z,1300000,-158.0,200.0,1,right,MISS D. Wright 25' 3PT,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,
132,PT00M52.90S,2021-12-11T01:08:40.3Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,24,22,2021-12-11T01:08:43Z,1310000,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,131.0,1.0,1.0,0.0,,
133,PT00M48.10S,2021-12-11T01:08:46.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,7.835085413929041,45.83333333333333,1610612751,24,22,2021-12-11T01:08:53Z,1320000,21.0,21.0,1,left,MISS C. Thomas driving Layup - blocked,"[1630560, 201568]",1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,2.96,Missed,,,,,,,,,,,,,,,,,Gallinari,201568.0
134,PT00M48.10S,2021-12-11T01:08:46.7Z,1,REGULAR,block,,[],201568,,,1610612751,24,22,2021-12-11T01:08:50Z,1330000,,,0,,D. Gallinari BLOCK (1 BLK),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
135,PT00M48.10S,2021-12-11T01:08:46.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,24,22,2021-12-11T01:08:53Z,1340000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,133.0,,,,,
136,PT00M48.10S,2021-12-11T01:08:54.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,24,22,2021-12-11T01:08:54Z,1350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M48.10S,2021-12-11T01:08:54.7Z,1,REGULAR,substitution,out,[],200746,,,1610612737,24,22,2021-12-11T01:08:58Z,1360000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,
138,PT00M48.10S,2021-12-11T01:08:54.7Z,1,REGULAR,substitution,in,[],200794,,,1610612737,24,22,2021-12-11T01:08:58Z,1370000,,,0,,SUB in: P. Millsap,[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M38.60S,2021-12-11T01:09:23.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,93.51182654402102,49.01960784313725,1610612737,26,22,2021-12-11T01:09:27Z,1380000,-5.0,8.0,1,right,C. Capela DUNK (6 PTS) (D. Wright 1 AST),"[203991, 1626153]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,0.98,Made,6.0,D. Wright,1626153.0,1.0,,,,,,,,,,,,,,
141,PT00M31.80S,2021-12-11T01:09:31.1Z,1,REGULAR,2pt,Jump Shot,[],201142,7.046649145860711,29.166666666666668,1610612751,26,24,2021-12-11T01:09:35Z,1400000,104.0,14.0,1,left,K. Durant 10' pullup Jump Shot (10 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,10.51,Made,10.0,,,,,,,,,,,,,,,,,
142,PT00M10.50S,2021-12-11T01:09:56.4Z,1,REGULAR,turnover,bad pass,[],1629629,,,1610612737,26,24,2021-12-11T01:10:00Z,1410000,,,0,,C. Reddish bad pass TURNOVER (1 TO),"[1629629, 1628971]",1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,1.0,Brown,1628971.0,,,,,,,,,,,
143,PT00M10.50S,2021-12-11T01:09:56.4Z,1,REGULAR,steal,,[],1628971,,,1610612751,26,24,2021-12-11T01:09:58Z,1420000,,,0,,B. Brown STEAL (1 STL),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M05.00S,2021-12-11T01:10:02.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201142,5.863994743758213,49.01960784313725,1610612751,26,26,2021-12-11T01:10:07Z,1430000,5.0,3.0,1,left,K. Durant driving Layup (12 PTS) (B. Brown 1 AST),"[201142, 1628971]",1610612751.0,BKN,driving,,,Durant,K. Durant,,,,,0.55,Made,12.0,B. Brown,1628971.0,1.0,,,,,,,,,,,,,,
148,PT00M00.00S,2021-12-11T01:10:18.1Z,1,REGULAR,period,end,[],0,,,1610612737,26,26,2021-12-11T01:10:18Z,1470000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2021-12-11T01:11:00.3Z,2,REGULAR,substitution,out,['startperiod'],1628971,,,1610612737,26,26,2021-12-11T01:13:20Z,1480000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2021-12-11T01:11:00.3Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612737,26,26,2021-12-11T01:13:20Z,1490000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2021-12-11T01:11:00.3Z,2,REGULAR,substitution,in,['startperiod'],201949,,,1610612737,26,26,2021-12-11T01:13:20Z,1500000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2021-12-11T01:11:00.3Z,2,REGULAR,substitution,in,['startperiod'],201935,,,1610612737,26,26,2021-12-11T01:13:20Z,1510000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2021-12-11T01:13:50.4Z,2,REGULAR,period,start,[],0,,,1610612751,26,26,2021-12-11T01:13:50Z,1520000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT11M43.00S,2021-12-11T01:14:06.6Z,2,REGULAR,3pt,Jump Shot,[],201935,9.937582128777924,4.166666666666666,1610612751,26,26,2021-12-11T01:14:11Z,1530000,229.0,41.0,1,left,MISS J. Harden pullup 3PT,[201935],1610612751.0,BKN,pullup,,,Harden,J. Harden,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,
155,PT11M38.00S,2021-12-11T01:14:11.6Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,26,26,2021-12-11T01:14:11Z,1540000,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,154.0,2.0,2.0,0.0,,
156,PT11M26.00S,2021-12-11T01:14:23.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],101150,93.11760840998686,48.03921568627451,1610612737,28,26,2021-12-11T01:14:28Z,1550000,-10.0,12.0,1,right,L. Williams driving Layup (2 PTS),[101150],1610612737.0,ATL,driving,,,Williams,L. Williams,,,,,1.56,Made,2.0,,,,,,,,,,,,,,,,,
157,PT11M12.00S,2021-12-11T01:14:37.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201949,5.206964520367937,50.73529411764706,1610612751,28,28,2021-12-11T01:14:42Z,1560000,-4.0,-4.0,1,left,J. Johnson driving Layup (2 PTS) (J. Harden 3 AST),"[201949, 201935]",1610612751.0,BKN,driving,,,Johnson,J. Johnson,,,,,0.52,Made,2.0,J. Harden,201935.0,3.0,,,,,,,,,,,,,,
159,PT10M51.00S,2021-12-11T01:14:58.0Z,2,REGULAR,2pt,Jump Shot,[],1629629,88.91261498028909,75.73529411764706,1610612737,28,28,2021-12-11T01:15:23Z,1580000,129.0,52.0,1,right,MISS C. Reddish 13' turnaround fadeaway Shot,[1629629],1610612737.0,ATL,turnaround fadeaway,,,Reddish,C. Reddish,,,,,13.87,Missed,,,,,,,,,,,,,,,,,,
160,PT10M46.00S,2021-12-11T01:15:03.0Z,2,REGULAR,rebound,offensive,[],201568,,,1610612737,28,28,2021-12-11T01:15:05Z,1590000,,,0,,D. Gallinari REBOUND (Off:1 Def:2),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,159.0,3.0,2.0,1.0,,
161,PT10M46.00S,2021-12-11T01:15:02.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201568,94.40999984741211,50.0,1610612737,28,28,2021-12-11T01:15:03Z,1600000,0.0,0.0,1,right,MISS D. Gallinari tip Layup,[201568],1610612737.0,ATL,tip,,,Gallinari,D. Gallinari,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
162,PT10M45.00S,2021-12-11T01:15:03.9Z,2,REGULAR,rebound,defensive,[],201949,,,1610612751,28,28,2021-12-11T01:15:03Z,1610000,,,0,,J. Johnson REBOUND (Off:0 Def:1),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,161.0,1.0,1.0,0.0,,
163,PT10M41.00S,2021-12-11T01:15:11.5Z,2,REGULAR,violation,kicked ball,[],1629629,,,1610612751,28,28,2021-12-11T01:15:15Z,1620000,,,0,,C. Reddish kicked ball VIOLATION,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,202058.0,,,,,,,,,,
164,PT10M33.00S,2021-12-11T01:15:34.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],200794,5.338370565045992,49.50980392156863,1610612751,28,28,2021-12-11T01:15:40Z,1630000,2.0,-2.0,1,left,MISS P. Millsap cutting Layup,[200794],1610612751.0,BKN,cutting,,,Millsap,P. Millsap,,,,,0.34,Missed,,,,,,,,,,,,,,,,,,
165,PT10M29.00S,2021-12-11T01:15:38.4Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,28,28,2021-12-11T01:15:40Z,1640000,,,0,,C. Capela REBOUND (Off:0 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,164.0,3.0,3.0,0.0,,
166,PT10M23.00S,2021-12-11T01:15:44.0Z,2,REGULAR,3pt,Jump Shot,[],1629629,69.99014454664915,75.98039215686273,1610612737,28,28,2021-12-11T01:15:50Z,1650000,130.0,230.0,1,right,MISS C. Reddish 26' 3PT,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,26.38,Missed,,,,,,,,,,,,,,,,,,
167,PT10M18.00S,2021-12-11T01:15:49.0Z,2,REGULAR,rebound,defensive,[],201949,,,1610612751,28,28,2021-12-11T01:15:50Z,1660000,,,0,,J. Johnson REBOUND (Off:0 Def:2),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,166.0,2.0,2.0,0.0,,
168,PT10M17.00S,2021-12-11T01:15:49.9Z,2,REGULAR,turnover,bad pass,[],201935,,,1610612751,28,28,2021-12-11T01:15:53Z,1670000,,,0,,J. Harden bad pass TURNOVER (2 TO),"[201935, 101150]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,2.0,Williams,101150.0,,,,,,,,,,,
169,PT10M17.00S,2021-12-11T01:15:49.9Z,2,REGULAR,steal,,[],101150,,,1610612737,28,28,2021-12-11T01:15:52Z,1680000,,,0,,L. Williams STEAL (1 STL),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
170,PT10M08.00S,2021-12-11T01:15:58.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],101150,73.14388961892247,16.42156862745098,1610612737,28,28,2021-12-11T01:16:03Z,1690000,-168.0,200.0,1,right,MISS L. Williams 26' pullup 3PT,[101150],1610612737.0,ATL,pullup,,,Williams,L. Williams,,,,,26.11,Missed,,,,,,,,,,,,,,,,,,
171,PT10M05.00S,2021-12-11T01:16:01.5Z,2,REGULAR,rebound,defensive,[],1630560,,,1610612751,28,28,2021-12-11T01:16:03Z,1700000,,,0,,C. Thomas REBOUND (Off:0 Def:2),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,170.0,2.0,2.0,0.0,,
172,PT10M01.00S,2021-12-11T01:16:05.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,18.478975032851512,59.55882352941176,1610612751,28,28,2021-12-11T01:22:18Z,1710000,-48.0,121.0,1,left,MISS C. Thomas 13' running pullup Shot,[1630560],1610612751.0,BKN,running pullup,,,Thomas,C. Thomas,,,,,13.03,Missed,,,,,,,,,,,,,,,,,,
173,PT09M58.00S,2021-12-11T01:16:08.9Z,2,REGULAR,rebound,defensive,[],1626153,,,1610612737,28,28,2021-12-11T01:16:12Z,1720000,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,172.0,1.0,1.0,0.0,,
174,PT09M53.00S,2021-12-11T01:16:13.3Z,2,REGULAR,3pt,Jump Shot,[],201568,66.44218134034165,37.99019607843137,1610612737,28,28,2021-12-11T01:16:18Z,1730000,-60.0,263.0,1,right,MISS D. Gallinari 26' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,26.97,Missed,,,,,,,,,,,,,,,,,,
175,PT09M51.00S,2021-12-11T01:16:15.3Z,2,REGULAR,rebound,defensive,[],1630560,,,1610612751,28,28,2021-12-11T01:16:18Z,1740000,,,0,,C. Thomas REBOUND (Off:0 Def:3),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,174.0,3.0,3.0,0.0,,
176,PT09M41.00S,2021-12-11T01:16:26.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,5.863994743758213,52.20588235294118,1610612751,28,28,2021-12-11T01:16:31Z,1750000,-11.0,3.0,1,left,MISS J. Harden driving Layup,[201935],1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,1.13,Missed,,,,,,,,,,,,,,,,,,
177,PT09M38.00S,2021-12-11T01:16:28.9Z,2,REGULAR,rebound,offensive,[],200794,,,1610612751,28,28,2021-12-11T01:16:28Z,1760000,,,0,,P. Millsap REBOUND (Off:1 Def:0),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,176.0,1.0,0.0,1.0,,
178,PT09M34.00S,2021-12-11T01:16:32.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201988,29.6484888304862,27.450980392156865,1610612751,28,28,2021-12-11T01:16:38Z,1770000,113.0,226.0,1,left,MISS P. Mills 25' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,
