actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
366,PT09M49.00S,2021-12-11T02:01:01.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203991,4.812746386333772,48.03921568627451,1610612737,63,58,2021-12-11T02:01:07Z,3630000,10.0,-7.0,1,left,C. Capela running DUNK (12 PTS) (K. Huerter 1 AST),"[203991, 1628989]",1610612737.0,ATL,running,,,Capela,C. Capela,,,,,1.22,Made,12.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,,,,
368,PT09M42.00S,2021-12-11T02:01:10.0Z,3,REGULAR,foul,personal,[],1628989,,,1610612751,63,58,2021-12-11T02:01:14Z,3650000,,,0,,K. Huerter personal FOUL (1 PF),"[1628989, 201935]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,203177.0,1.0,0.0,Harden,201935.0,,,,,,
370,PT09M32.00S,2021-12-11T02:01:35.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627761,93.38042049934296,50.0,1610612751,63,58,2021-12-11T02:01:41Z,3670000,0.0,10.0,1,right,MISS D. Bembry cutting Layup - blocked,"[1627761, 203991]",1610612751.0,BKN,cutting,,,Bembry,D. Bembry,,,,,0.97,Missed,,,,,,,,,,,,,,,,,Capela,203991.0
371,PT09M32.00S,2021-12-11T02:01:35.8Z,3,REGULAR,block,,[],203991,,,1610612751,63,58,2021-12-11T02:01:39Z,3680000,,,0,,C. Capela BLOCK (2 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
372,PT09M28.00S,2021-12-11T02:01:39.8Z,3,REGULAR,rebound,defensive,[],1629027,,,1610612737,63,58,2021-12-11T02:01:41Z,3690000,,,0,,T. Young REBOUND (Off:4 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,370.0,5.0,1.0,4.0,,
373,PT09M21.00S,2021-12-11T02:01:47.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203991,5.732588699080158,50.245098039215684,1610612737,63,58,2021-12-11T02:01:53Z,3700000,-1.0,1.0,1,left,MISS C. Capela reverse Layup,[203991],1610612737.0,ATL,reverse,,,Capela,C. Capela,,,,,0.18,Missed,,,,,,,,,,,,,,,,,,
374,PT09M15.00S,2021-12-11T02:01:53.0Z,3,REGULAR,rebound,offensive,[],1628381,,,1610612737,63,58,2021-12-11T02:01:53Z,3710000,,,0,,J. Collins REBOUND (Off:1 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,373.0,3.0,2.0,1.0,,
375,PT09M15.00S,2021-12-11T02:01:52.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628381,5.590000152587891,50.0,1610612737,63,58,2021-12-11T02:01:56Z,3720000,0.0,0.0,1,left,MISS J. Collins putback Layup - blocked,"[1628381, 200746]",1610612737.0,ATL,putback,,,Collins,J. Collins,,,,,0.0,Missed,,,,,,,,,,,,,,,,,Aldridge,200746.0
376,PT09M15.00S,2021-12-11T02:01:52.9Z,3,REGULAR,block,,[],200746,,,1610612737,63,58,2021-12-11T02:01:54Z,3730000,,,0,,L. Aldridge BLOCK (3 BLK),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,
377,PT09M15.00S,2021-12-11T02:01:52.9Z,3,REGULAR,rebound,defensive,[],201935,,,1610612751,63,58,2021-12-11T02:01:56Z,3740000,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,375.0,3.0,3.0,0.0,,
378,PT09M12.00S,2021-12-11T02:01:55.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201988,92.19776609724047,47.30392156862745,1610612751,63,60,2021-12-11T02:02:03Z,3750000,-13.0,21.0,1,right,P. Mills running Layup (7 PTS) (J. Harden 7 AST),"[201988, 201935]",1610612751.0,BKN,running,,,Mills,P. Mills,,,,,2.48,Made,7.0,J. Harden,201935.0,7.0,,,,,,,,,,,,,,
380,PT08M57.00S,2021-12-11T02:02:09.9Z,3,REGULAR,3pt,Jump Shot,[],1628989,30.305519053876477,69.6078431372549,1610612737,63,60,2021-12-11T02:02:14Z,3770000,-98.0,232.0,1,left,MISS K. Huerter 25' step back 3PT,[1628989],1610612737.0,ATL,step back,,,Huerter,K. Huerter,,,,,25.22,Missed,,,,,,,,,,,,,,,,,,
381,PT08M55.00S,2021-12-11T02:02:11.9Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,63,60,2021-12-11T02:02:14Z,3780000,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,380.0,3.0,3.0,0.0,,
382,PT08M52.00S,2021-12-11T02:02:16.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201142,93.24901445466492,47.30392156862745,1610612751,63,60,2021-12-11T02:02:39Z,3790000,-13.0,11.0,1,right,MISS K. Durant driving Layup,[201142],1610612751.0,BKN,driving,,,Durant,K. Durant,,,,,1.74,Missed,,,,,,,,,,,,,,,,,,
383,PT08M51.00S,2021-12-11T02:02:32.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,63,60,2021-12-11T02:02:32Z,3800000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,382.0,,,,,
384,PT08M51.00S,2021-12-11T02:02:33.4Z,3,REGULAR,foul,personal,[],1628381,,,1610612751,63,60,2021-12-11T02:02:38Z,3810000,,,0,,J. Collins loose ball personal FOUL (2 PF),"[1628381, 201142]",1610612737.0,ATL,loose ball,,,Collins,J. Collins,,,,,,,,,,,,,,202049.0,2.0,0.0,Durant,201142.0,,,,,,
386,PT08M41.00S,2021-12-11T02:02:52.9Z,3,REGULAR,turnover,bad pass,[],201935,,,1610612751,63,60,2021-12-11T02:02:56Z,3830000,,,0,,J. Harden bad pass TURNOVER (5 TO),"[201935, 203991]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,5.0,Capela,203991.0,,,,,,,,,,,
387,PT08M41.00S,2021-12-11T02:02:52.9Z,3,REGULAR,steal,,[],203991,,,1610612737,63,60,2021-12-11T02:02:54Z,3840000,,,0,,C. Capela STEAL (2 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
388,PT08M35.00S,2021-12-11T02:02:59.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628381,26.62614980289093,17.15686274509804,1610612737,66,60,2021-12-11T02:03:04Z,3850000,164.0,198.0,1,left,J. Collins 25' 3PT  (15 PTS) (T. Young 9 AST),"[1628381, 1629027]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,25.71,Made,15.0,T. Young,1629027.0,9.0,,,,,,,,,,,,,,
390,PT08M15.00S,2021-12-11T02:03:19.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,82.21090670170827,46.32352941176471,1610612751,66,60,2021-12-11T02:03:23Z,3870000,-18.0,115.0,1,right,MISS K. Durant 11' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,11.62,Missed,,,,,,,,,,,,,,,,,,
391,PT08M12.00S,2021-12-11T02:03:22.0Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,66,60,2021-12-11T02:03:23Z,3880000,,,0,,J. Collins REBOUND (Off:1 Def:3),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,390.0,4.0,3.0,1.0,,
392,PT08M04.00S,2021-12-11T02:03:30.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,6.783837056504599,48.529411764705884,1610612737,68,60,2021-12-11T02:15:49Z,3890000,7.0,11.0,1,left,T. Young driving finger roll Layup (20 PTS),[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,1.35,Made,20.0,,,,,,,,,,,,,,,,,
393,PT07M49.00S,2021-12-11T02:03:44.6Z,3,REGULAR,2pt,Jump Shot,[],200746,80.76544021024968,25.245098039215684,1610612751,68,62,2021-12-11T02:03:50Z,3900000,-124.0,128.0,1,right,L. Aldridge 17' Jump Shot (12 PTS) (J. Harden 8 AST),"[200746, 201935]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,17.83,Made,12.0,J. Harden,201935.0,8.0,,,,,,,,,,,,,,
395,PT07M35.00S,2021-12-11T02:03:58.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,16.507884362680684,47.05882352941176,1610612737,68,62,2021-12-11T02:04:02Z,3920000,15.0,103.0,1,left,MISS T. Young 10' floating Shot,[1629027],1610612737.0,ATL,floating,,,Young,T. Young,,,,,10.37,Missed,,,,,,,,,,,,,,,,,,
396,PT07M35.00S,2021-12-11T02:03:58.4Z,3,REGULAR,rebound,offensive,[],1629027,,,1610612737,68,62,2021-12-11T02:04:02Z,3930000,,,0,,T. Young REBOUND (Off:5 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,395.0,6.0,1.0,5.0,,
397,PT07M35.00S,2021-12-11T02:04:03.1Z,3,REGULAR,foul,personal,['2freethrow'],1627761,,,1610612737,68,62,2021-12-11T02:04:29Z,3940000,,,0,,D. Bembry shooting personal FOUL (4 PF) (Young 2 FT),"[1627761, 1629027]",1610612751.0,BKN,shooting,,,Bembry,D. Bembry,,,,,,,,,,,,,,202049.0,4.0,0.0,Young,1629027.0,,,,,,
399,PT07M35.00S,2021-12-11T02:04:30.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629027,,,1610612737,69,62,2021-12-11T02:04:30Z,3960000,,,0,,T. Young Free Throw 1 of 2 (21 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
400,PT07M35.00S,2021-12-11T02:04:32.0Z,3,REGULAR,substitution,out,[],1627761,,,1610612737,69,62,2021-12-11T02:04:35Z,3970000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
401,PT07M35.00S,2021-12-11T02:04:32.0Z,3,REGULAR,substitution,in,[],1628971,,,1610612737,69,62,2021-12-11T02:04:35Z,3980000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
402,PT07M35.00S,2021-12-11T02:04:43.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629027,,,1610612737,70,62,2021-12-11T02:04:43Z,3990000,,,0,,T. Young Free Throw 2 of 2 (22 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
403,PT07M18.00S,2021-12-11T02:05:02.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200746,91.67214191852825,35.53921568627451,1610612751,70,62,2021-12-11T02:05:08Z,4000000,-72.0,26.0,1,right,MISS L. Aldridge 7' turnaround Shot,[200746],1610612751.0,BKN,turnaround,,,Aldridge,L. Aldridge,,,,,7.68,Missed,,,,,,,,,,,,,,,,,,
404,PT07M15.00S,2021-12-11T02:05:05.9Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,70,62,2021-12-11T02:05:08Z,4010000,,,0,,C. Capela REBOUND (Off:2 Def:9),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,403.0,11.0,9.0,2.0,,
405,PT07M07.00S,2021-12-11T02:05:15.7Z,3,REGULAR,foul,personal,[],201142,,,1610612737,70,62,2021-12-11T02:05:20Z,4020000,,,0,,K. Durant personal FOUL (2 PF),"[201142, 1627789]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,202058.0,2.0,0.0,Luwawu-Cabarrot,1627789.0,,,,,,
407,PT07M02.00S,2021-12-11T02:05:47.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,19.004599211563733,56.61764705882353,1610612737,70,62,2021-12-11T02:18:10Z,4040000,-33.0,126.0,1,left,MISS K. Huerter 13' step back Shot,[1628989],1610612737.0,ATL,step back,,,Huerter,K. Huerter,,,,,13.04,Missed,,,,,,,,,,,,,,,,,,
408,PT07M00.00S,2021-12-11T02:05:49.9Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,70,62,2021-12-11T02:05:52Z,4050000,,,0,,C. Capela REBOUND (Off:3 Def:9),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,407.0,12.0,9.0,3.0,,
409,PT06M53.00S,2021-12-11T02:05:57.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628989,30.831143232588698,31.61764705882353,1610612737,73,62,2021-12-11T02:06:02Z,4060000,92.0,237.0,1,left,K. Huerter 25' 3PT pullup (14 PTS) (J. Collins 2 AST),"[1628989, 1628381]",1610612737.0,ATL,pullup,,,Huerter,K. Huerter,,,,,25.45,Made,14.0,J. Collins,1628381.0,2.0,,,,,,,,,,,,,,
411,PT06M51.00S,2021-12-11T02:06:03.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,73,62,2021-12-11T02:06:03Z,4080000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M39.00S,2021-12-11T02:09:44.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627789,,,1610612751,73,62,2021-12-11T02:10:14Z,4090000,,,0,,T. Luwawu-Cabarrot personal FOUL (3 PF) (Durant 2 FT),"[1627789, 201142]",1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,203177.0,3.0,0.0,Durant,201142.0,,,,,,
415,PT06M39.00S,2021-12-11T02:10:15.3Z,3,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,73,63,2021-12-11T02:10:15Z,4110000,,,0,,K. Durant Free Throw 1 of 2 (18 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
416,PT06M39.00S,2021-12-11T02:10:28.9Z,3,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,73,64,2021-12-11T02:10:28Z,4120000,,,0,,K. Durant Free Throw 2 of 2 (19 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
417,PT06M27.00S,2021-12-11T02:10:42.9Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,73,64,2021-12-11T02:10:46Z,4130000,,,0,,T. Young bad pass TURNOVER (3 TO),"[1629027, 200746]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,3.0,Aldridge,200746.0,,,,,,,,,,,
418,PT06M27.00S,2021-12-11T02:10:42.9Z,3,REGULAR,steal,,[],200746,,,1610612751,73,64,2021-12-11T02:10:45Z,4140000,,,0,,L. Aldridge STEAL (3 STL),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M23.00S,2021-12-11T02:10:47.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201142,93.9060446780552,49.50980392156863,1610612751,73,66,2021-12-11T02:10:56Z,4150000,-2.0,5.0,1,right,K. Durant running DUNK (21 PTS) (J. Harden 9 AST),"[201142, 201935]",1610612751.0,BKN,running,,,Durant,K. Durant,,,,,0.54,Made,21.0,J. Harden,201935.0,9.0,,,,,,,,,,,,,,
421,PT06M17.00S,2021-12-11T02:11:02.2Z,3,REGULAR,turnover,punched ball,[],1629027,,,1610612737,73,66,2021-12-11T02:11:10Z,4170000,,,0,,T. Young punched ball TURNOVER (4 TO),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,4.0,,,202049.0,,,,,,,,,,
422,PT06M17.00S,2021-12-11T02:11:32.9Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612751,73,66,2021-12-11T02:11:38Z,4180000,,,0,,TEAM delay-of-game VIOLATION,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,202058.0,,,,,,,,,,
423,PT06M15.00S,2021-12-11T02:11:36.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",200746,82.7365308804205,57.84313725490197,1610612751,73,68,2021-12-11T02:12:06Z,4190000,39.0,110.0,1,right,L. Aldridge 11' Jump Shot (14 PTS) (K. Durant 5 AST),"[200746, 201142]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,11.66,Made,14.0,K. Durant,201142.0,5.0,,,,,,,,,,,,,,
425,PT06M15.00S,2021-12-11T02:11:42.1Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628381,,,1610612751,73,68,2021-12-11T02:12:10Z,4210000,,,0,,J. Collins shooting personal FOUL (3 PF) (Aldridge 1 FT),"[1628381, 200746]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,,,,,,,,,,202049.0,3.0,0.0,Aldridge,200746.0,,,,,,
427,PT06M15.00S,2021-12-11T02:12:16.6Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],200746,,,1610612751,73,69,2021-12-11T02:12:16Z,4230000,,,0,,L. Aldridge Free Throw 1 of 1 (15 PTS),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
428,PT06M15.00S,2021-12-11T02:12:35.2Z,3,REGULAR,substitution,out,[],201988,,,1610612737,73,69,2021-12-11T02:12:38Z,4240000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
429,PT06M15.00S,2021-12-11T02:12:35.2Z,3,REGULAR,substitution,in,[],1630560,,,1610612737,73,69,2021-12-11T02:12:38Z,4250000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
430,PT06M06.00S,2021-12-11T02:12:40.8Z,3,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612737,73,69,2021-12-11T02:12:50Z,4260000,,,0,,B. Brown shooting personal FOUL (3 PF) (Young 2 FT),"[1628971, 1629027]",1610612751.0,BKN,shooting,,,Brown,B. Brown,,,,,,,,,,,,,,203177.0,3.0,0.0,Young,1629027.0,,,,,,
432,PT06M06.00S,2021-12-11T02:12:58.1Z,3,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,74,69,2021-12-11T02:12:58Z,4280000,,,0,,T. Young Free Throw 1 of 2 (23 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
433,PT06M06.00S,2021-12-11T02:13:17.5Z,3,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,75,69,2021-12-11T02:13:17Z,4290000,,,0,,T. Young Free Throw 2 of 2 (24 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,24.0,,,,,,,,,,,,,,,,,
434,PT05M55.00S,2021-12-11T02:13:24.2Z,3,REGULAR,3pt,Jump Shot,[],1630560,95.0886990801577,3.1862745098039214,1610612751,75,72,2021-12-11T02:13:28Z,4300000,-234.0,-6.0,1,right,C. Thomas 3PT  (5 PTS) (J. Harden 10 AST),"[1630560, 201935]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,23.42,Made,5.0,J. Harden,201935.0,10.0,,,,,,,,,,,,,,
436,PT05M45.00S,2021-12-11T02:13:34.0Z,3,REGULAR,3pt,Jump Shot,[],1627789,30.042706964520367,27.205882352941174,1610612737,75,72,2021-12-11T02:13:40Z,4320000,114.0,230.0,1,left,MISS T. Luwawu-Cabarrot 25' 3PT,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,
437,PT05M41.00S,2021-12-11T02:13:38.0Z,3,REGULAR,rebound,offensive,[],1628989,,,1610612737,75,72,2021-12-11T02:13:38Z,4330000,,,0,,K. Huerter REBOUND (Off:1 Def:0),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,436.0,1.0,0.0,1.0,,
438,PT05M40.00S,2021-12-11T02:13:38.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628989,15.982260183968464,46.568627450980394,1610612737,77,72,2021-12-11T02:13:44Z,4340000,17.0,98.0,1,left,K. Huerter 9' Jump Shot (16 PTS),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,9.92,Made,16.0,,,,,,,,,,,,,,,,,
439,PT05M23.00S,2021-12-11T02:13:55.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,89.30683311432325,48.529411764705884,1610612751,77,74,2021-12-11T02:14:05Z,4350000,-7.0,48.0,1,right,J. Harden driving bank Jump Shot (12 PTS),[201935],1610612751.0,BKN,driving bank,,,Harden,J. Harden,,,,,4.86,Made,12.0,,,,,,,,,,,,,,,,,
440,PT05M22.00S,2021-12-11T02:14:01.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,77,74,2021-12-11T02:14:01Z,4360000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT05M22.00S,2021-12-11T02:16:23.4Z,3,REGULAR,substitution,out,[],203991,,,1610612737,77,74,2021-12-11T02:16:41Z,4370000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
442,PT05M22.00S,2021-12-11T02:16:23.4Z,3,REGULAR,substitution,out,[],200746,,,1610612737,77,74,2021-12-11T02:16:41Z,4380000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,
443,PT05M22.00S,2021-12-11T02:16:23.4Z,3,REGULAR,substitution,in,[],201568,,,1610612737,77,74,2021-12-11T02:16:41Z,4390000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
444,PT05M22.00S,2021-12-11T02:16:23.4Z,3,REGULAR,substitution,in,[],1629651,,,1610612737,77,74,2021-12-11T02:16:41Z,4400000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
445,PT05M01.00S,2021-12-11T02:17:43.4Z,3,REGULAR,3pt,Jump Shot,[],1628989,11.12023653088042,2.696078431372549,1610612737,80,74,2021-12-11T02:17:48Z,4410000,237.0,52.0,1,left,K. Huerter 24' 3PT  (19 PTS) (T. Young 10 AST),"[1628989, 1629027]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,24.21,Made,19.0,T. Young,1629027.0,10.0,,,,,,,,,,,,,,
447,PT04M39.00S,2021-12-11T02:18:04.7Z,3,REGULAR,3pt,Jump Shot,[],1628971,89.96386333771353,4.166666666666666,1610612751,80,77,2021-12-11T02:18:10Z,4430000,-229.0,42.0,1,right,B. Brown 3PT  (13 PTS) (K. Durant 6 AST),"[1628971, 201142]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,23.3,Made,13.0,K. Durant,201142.0,6.0,,,,,,,,,,,,,,
449,PT04M25.00S,2021-12-11T02:18:19.2Z,3,REGULAR,3pt,Jump Shot,[],1629027,33.065045992115635,40.44117647058824,1610612737,80,77,2021-12-11T02:18:24Z,4450000,48.0,258.0,1,left,MISS T. Young 26' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,26.27,Missed,,,,,,,,,,,,,,,,,,
450,PT04M22.00S,2021-12-11T02:18:22.2Z,3,REGULAR,rebound,defensive,[],1630560,,,1610612751,80,77,2021-12-11T02:18:24Z,4460000,,,0,,C. Thomas REBOUND (Off:0 Def:4),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,449.0,4.0,4.0,0.0,,
451,PT04M18.00S,2021-12-11T02:18:25.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201142,72.22404730617609,17.647058823529413,1610612751,80,77,2021-12-11T02:18:33Z,4470000,-162.0,209.0,1,right,MISS K. Durant 26' pullup 3PT,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,26.4,Missed,,,,,,,,,,,,,,,,,,
452,PT04M17.00S,2021-12-11T02:18:30.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,80,77,2021-12-11T02:18:30Z,4480000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,451.0,,,,,
453,PT04M17.00S,2021-12-11T02:18:31.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,80,77,2021-12-11T02:18:31Z,4490000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT04M17.00S,2021-12-11T02:18:34.2Z,3,REGULAR,substitution,out,[],1627789,,,1610612751,80,77,2021-12-11T02:18:41Z,4500000,,,0,,SUB out: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,
455,PT04M17.00S,2021-12-11T02:18:34.2Z,3,REGULAR,substitution,in,[],1629629,,,1610612751,80,77,2021-12-11T02:18:41Z,4510000,,,0,,SUB in: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,
456,PT04M13.00S,2021-12-11T02:18:54.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201142,81.42247043363994,44.36274509803921,1610612751,80,77,2021-12-11T02:19:01Z,4520000,-28.0,122.0,1,right,MISS K. Durant 12' fadeaway Shot,[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,12.53,Missed,,,,,,,,,,,,,,,,,,
457,PT04M09.00S,2021-12-11T02:18:58.5Z,3,REGULAR,rebound,defensive,[],201568,,,1610612737,80,77,2021-12-11T02:19:01Z,4530000,,,0,,D. Gallinari REBOUND (Off:1 Def:3),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,456.0,4.0,3.0,1.0,,
458,PT03M59.00S,2021-12-11T02:19:11.3Z,3,REGULAR,violation,kicked ball,[],1629651,,,1610612737,80,77,2021-12-11T02:19:15Z,4540000,,,0,,N. Claxton kicked ball VIOLATION,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,202049.0,,,,,,,,,,
