actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
91,PT04M50.00S,2021-11-21T00:53:05.0Z,1,REGULAR,substitution,in,[],1628970,,,1610612737,17,10,2021-11-21T00:53:10Z,900000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M50.00S,2021-11-21T00:53:24.5Z,1,REGULAR,freethrow,2 of 2,[],201568,,,1610612737,18,10,2021-11-21T00:53:24Z,910000,,,0,,D. Gallinari Free Throw 2 of 2 (2 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
93,PT04M35.00S,2021-11-21T00:53:40.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,7.30946123521682,50.49019607843137,1610612766,18,12,2021-11-21T00:53:45Z,920000,-2.0,16.0,1,left,C. Martin cutting Layup (2 PTS) (L. Ball 3 AST),"[1628998, 1630163]",1610612766.0,CHA,cutting,,,Martin,C. Martin,,,,,1.64,Made,2.0,L. Ball,1630163.0,3.0,,,,,,,,,,,,,,
95,PT04M23.00S,2021-11-21T00:53:52.4Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,18,12,2021-11-21T00:53:56Z,940000,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1630163]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,1.0,Ball,1630163.0
96,PT04M23.00S,2021-11-21T00:53:52.4Z,1,REGULAR,steal,,[],1630163,,,1610612766,18,12,2021-11-21T00:53:54Z,950000,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M18.00S,2021-11-21T00:53:58.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628970,6.521024967148489,53.92156862745098,1610612766,18,14,2021-11-21T00:54:03Z,960000,-20.0,9.0,1,left,M. Bridges Layup (6 PTS) (L. Ball 4 AST),"[1628970, 1630163]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,2.15,Made,6.0,L. Ball,1630163.0,4.0,,,,,,,,,,,,,,
99,PT04M06.00S,2021-11-21T00:54:09.5Z,1,REGULAR,3pt,Jump Shot,[],1629629,94.43166885676742,95.58823529411765,1610612737,18,14,2021-11-21T00:54:15Z,980000,228.0,0.0,1,right,MISS C. Reddish 3PT,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,22.79,Missed,,,,,,,,,,,,,,,,,,
100,PT04M02.00S,2021-11-21T00:54:13.5Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,18,14,2021-11-21T00:54:15Z,990000,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,99.0,2.0,1.0,1.0,,,,,,,,,,
101,PT03M57.00S,2021-11-21T00:54:18.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626162,6.521024967148489,50.245098039215684,1610612766,18,16,2021-11-21T00:54:54Z,1000000,-1.0,9.0,1,left,K. Oubre Jr. running finger roll Layup (4 PTS),[1626162],1610612766.0,CHA,running finger roll,,,Oubre Jr.,K. Oubre Jr.,,,,,0.89,Made,4.0,,,,,,,,,,,,,,,,,
102,PT03M57.00S,2021-11-21T00:54:42.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,18,16,2021-11-21T00:54:42Z,1010000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M52.00S,2021-11-21T00:57:32.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,18,16,2021-11-21T00:57:32Z,1020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M45.00S,2021-11-21T00:57:52.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629629,92.85479632063075,51.225490196078425,1610612737,20,16,2021-11-21T00:58:04Z,1030000,6.0,15.0,1,right,C. Reddish reverse Layup (2 PTS) (D. Gallinari 1 AST),"[1629629, 201568]",1610612737.0,ATL,reverse,,,Reddish,C. Reddish,,,,,1.59,Made,2.0,D. Gallinari,201568.0,1.0,,,,,,,,,,,,,,
106,PT03M26.00S,2021-11-21T00:58:10.7Z,1,REGULAR,3pt,Jump Shot,[],1630163,32.670827858081466,49.01960784313725,1610612766,20,16,2021-11-21T00:58:15Z,1050000,5.0,255.0,1,left,MISS L. Ball 25' step back 3PT,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,
107,PT03M23.00S,2021-11-21T00:58:13.7Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,20,16,2021-11-21T00:58:15Z,1060000,,,0,,J. Collins REBOUND (Off:0 Def:3),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,106.0,3.0,3.0,0.0,,,,,,,,,,
108,PT03M12.00S,2021-11-21T00:58:25.6Z,1,REGULAR,foul,personal,['2freethrow'],1629667,,,1610612737,20,16,2021-11-21T00:58:39Z,1070000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Gallinari 2 FT),"[1629667, 201568]",1610612766.0,CHA,shooting,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Gallinari,201568.0,,,
110,PT03M12.00S,2021-11-21T00:58:53.6Z,1,REGULAR,freethrow,1 of 2,[],201568,,,1610612737,21,16,2021-11-21T00:58:53Z,1090000,,,0,,D. Gallinari Free Throw 1 of 2 (3 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
111,PT03M12.00S,2021-11-21T00:59:08.2Z,1,REGULAR,freethrow,2 of 2,[],201568,,,1610612737,22,16,2021-11-21T00:59:08Z,1100000,,,0,,D. Gallinari Free Throw 2 of 2 (4 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
112,PT02M58.00S,2021-11-21T00:59:24.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,5.863994743758213,51.225490196078425,1610612766,22,16,2021-11-21T00:59:31Z,1110000,-6.0,3.0,1,left,MISS K. Oubre Jr. driving Layup,[1626162],1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,0.66,Missed,,,,,,,,,,,,,,,,,,
113,PT02M54.00S,2021-11-21T00:59:28.8Z,1,REGULAR,rebound,offensive,[],1629667,,,1610612766,22,16,2021-11-21T00:59:28Z,1120000,,,0,,J. McDaniels REBOUND (Off:1 Def:0),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,112.0,1.0,0.0,1.0,,,,,,,,,,
114,PT02M49.00S,2021-11-21T00:59:33.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628998,32.013797634691194,60.5392156862745,1610612766,22,19,2021-11-21T00:59:38Z,1130000,-53.0,248.0,1,left,C. Martin 25' 3PT  (5 PTS) (K. Oubre Jr. 1 AST),"[1628998, 1626162]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,25.39,Made,5.0,K. Oubre Jr.,1626162.0,1.0,,,,,,,,,,,,,,
116,PT02M32.00S,2021-11-21T00:59:53.0Z,1,REGULAR,foul,personal,[],1628998,,,1610612737,22,19,2021-11-21T00:59:57Z,1150000,,,0,,C. Martin personal FOUL (2 PF),"[1628998, 1628381]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,101283.0,2.0,0.0,Collins,1628381.0,,,
118,PT02M32.00S,2021-11-21T00:59:59.9Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,22,19,2021-11-21T01:00:18Z,1170000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M32.00S,2021-11-21T00:59:59.9Z,1,REGULAR,substitution,out,[],203992,,,1610612737,22,19,2021-11-21T01:00:18Z,1180000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M32.00S,2021-11-21T00:59:59.9Z,1,REGULAR,substitution,out,[],1628381,,,1610612737,22,19,2021-11-21T01:00:18Z,1190000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M32.00S,2021-11-21T00:59:59.9Z,1,REGULAR,substitution,out,[],1630163,,,1610612737,22,19,2021-11-21T01:00:18Z,1200000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M32.00S,2021-11-21T00:59:59.9Z,1,REGULAR,substitution,out,[],1628998,,,1610612737,22,19,2021-11-21T01:00:18Z,1210000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M32.00S,2021-11-21T00:59:59.9Z,1,REGULAR,substitution,in,[],101150,,,1610612737,22,19,2021-11-21T01:00:18Z,1220000,,,0,,SUB in: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M32.00S,2021-11-21T00:59:59.9Z,1,REGULAR,substitution,in,[],203991,,,1610612737,22,19,2021-11-21T01:00:18Z,1230000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M32.00S,2021-11-21T00:59:59.9Z,1,REGULAR,substitution,in,[],1626153,,,1610612737,22,19,2021-11-21T01:00:18Z,1240000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M32.00S,2021-11-21T00:59:59.9Z,1,REGULAR,substitution,in,[],1626179,,,1610612737,22,19,2021-11-21T01:00:18Z,1250000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M32.00S,2021-11-21T00:59:59.9Z,1,REGULAR,substitution,in,[],202330,,,1610612737,22,19,2021-11-21T01:00:18Z,1260000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M24.00S,2021-11-21T01:00:31.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626153,93.51182654402102,49.26470588235294,1610612737,22,19,2021-11-21T01:00:36Z,1270000,-4.0,8.0,1,right,MISS D. Wright cutting Layup,[1626153],1610612737.0,ATL,cutting,,,Wright,D. Wright,,,,,0.93,Missed,,,,,,,,,,,,,,,,,,
129,PT02M21.00S,2021-11-21T01:00:34.5Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,22,19,2021-11-21T01:00:36Z,1280000,,,0,,J. McDaniels REBOUND (Off:1 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,128.0,2.0,1.0,1.0,,,,,,,,,,
130,PT02M16.00S,2021-11-21T01:00:40.1Z,1,REGULAR,turnover,bad pass,[],1629667,,,1610612766,22,19,2021-11-21T01:00:44Z,1290000,,,0,,J. McDaniels bad pass TURNOVER (1 TO),"[1629667, 201568]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,1.0,Gallinari,201568.0
131,PT02M16.00S,2021-11-21T01:00:40.1Z,1,REGULAR,steal,,[],201568,,,1610612737,22,19,2021-11-21T01:00:42Z,1300000,,,0,,D. Gallinari STEAL (1 STL),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M13.00S,2021-11-21T01:00:44.9Z,1,REGULAR,foul,personal,[],1629667,,,1610612737,22,19,2021-11-21T01:00:49Z,1310000,,,0,,J. McDaniels personal FOUL (2 PF),"[1629667, 201568]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,2004.0,2.0,0.0,Gallinari,201568.0,,,
134,PT02M05.00S,2021-11-21T01:01:14.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201568,81.94809461235218,58.57843137254902,1610612737,22,19,2021-11-21T01:01:21Z,1330000,43.0,117.0,1,right,MISS D. Gallinari 12' turnaround Shot,[201568],1610612737.0,ATL,turnaround,,,Gallinari,D. Gallinari,,,,,12.48,Missed,,,,,,,,,,,,,,,,,,
135,PT02M01.00S,2021-11-21T01:01:18.2Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,22,19,2021-11-21T01:01:21Z,1340000,,,0,,G. Hayward REBOUND (Off:1 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,134.0,3.0,2.0,1.0,,,,,,,,,,
136,PT01M51.00S,2021-11-21T01:01:27.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,11.645860709592641,60.049019607843135,1610612766,22,19,2021-11-21T01:01:33Z,1350000,-50.0,57.0,1,left,MISS K. Oubre Jr. 7' driving bank Shot,[1626162],1610612766.0,CHA,driving bank,,,Oubre Jr.,K. Oubre Jr.,,,,,7.6,Missed,,,,,,,,,,,,,,,,,,
137,PT01M48.00S,2021-11-21T01:01:30.5Z,1,REGULAR,rebound,offensive,[],1626179,,,1610612766,22,19,2021-11-21T01:01:30Z,1360000,,,0,,T. Rozier REBOUND (Off:1 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,136.0,2.0,1.0,1.0,,,,,,,,,,
138,PT01M47.00S,2021-11-21T01:01:31.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629667,6.1268068331143235,96.81372549019608,1610612766,22,19,2021-11-21T01:01:37Z,1370000,-234.0,5.0,1,left,MISS J. McDaniels 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,23.42,Missed,,,,,,,,,,,,,,,,,,
139,PT01M47.00S,2021-11-21T01:01:31.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,22,19,2021-11-21T01:01:37Z,1380000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,138.0,,,,,,,,,,,,,
140,PT01M45.00S,2021-11-21T01:01:37.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,22,19,2021-11-21T01:01:37Z,1390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M27.00S,2021-11-21T01:02:05.7Z,1,REGULAR,3pt,Jump Shot,[],1629629,73.9323258869908,17.647058823529413,1610612737,22,19,2021-11-21T01:02:11Z,1400000,-162.0,193.0,1,right,MISS C. Reddish 25' 3PT,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,25.15,Missed,,,,,,,,,,,,,,,,,,
142,PT01M23.00S,2021-11-21T01:02:09.7Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,22,19,2021-11-21T01:03:25Z,1410000,,,0,,C. Capela REBOUND (Off:1 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,141.0,6.0,5.0,1.0,,,,,,,,,,
143,PT01M22.00S,2021-11-21T01:02:10.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201568,66.96780551905388,45.09803921568628,1610612737,22,19,2021-11-21T01:02:14Z,1420000,-25.0,258.0,1,right,MISS D. Gallinari 25' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,
144,PT01M20.00S,2021-11-21T01:02:12.5Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,22,19,2021-11-21T01:02:14Z,1430000,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:2),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,143.0,3.0,2.0,1.0,,,,,,,,,,
145,PT01M16.00S,2021-11-21T01:02:19.1Z,1,REGULAR,turnover,out-of-bounds,[],1629667,,,1610612766,22,19,2021-11-21T01:02:29Z,1440000,,,0,,J. McDaniels step out-of-bounds TURNOVER (2 TO),[1629667],1610612766.0,CHA,step,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,101283.0,,,,,2.0,,
146,PT00M58.40S,2021-11-21T01:02:49.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],101150,92.59198423127464,2.941176470588235,1610612737,22,19,2021-11-21T01:02:55Z,1450000,-235.0,17.0,1,right,MISS L. Williams 3PT,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,23.59,Missed,,,,,,,,,,,,,,,,,,
147,PT00M57.80S,2021-11-21T01:02:50.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,22,19,2021-11-21T01:02:55Z,1460000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,146.0,,,,,,,,,,,,,
148,PT00M57.80S,2021-11-21T01:02:55.7Z,1,REGULAR,foul,personal,[],203991,,,1610612766,22,19,2021-11-21T01:03:03Z,1470000,,,0,,C. Capela loose ball personal FOUL (2 PF),"[203991, 1628970]",1610612737.0,ATL,loose ball,,,Capela,C. Capela,,,,,,,,,,,,,,,,,101283.0,2.0,0.0,Bridges,1628970.0,,,
150,PT00M57.80S,2021-11-21T01:03:10.1Z,1,REGULAR,substitution,out,[],203991,,,1610612766,22,19,2021-11-21T01:03:14Z,1490000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M57.80S,2021-11-21T01:03:10.1Z,1,REGULAR,substitution,in,[],203476,,,1610612766,22,19,2021-11-21T01:03:14Z,1500000,,,0,,SUB in: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M42.00S,2021-11-21T01:03:39.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629629,,,1610612766,22,19,2021-11-21T01:04:01Z,1510000,,,0,,C. Reddish shooting personal FOUL (1 PF) (Hayward 2 FT),"[1629629, 202330]",1610612737.0,ATL,shooting,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Hayward,202330.0,,,
154,PT00M42.00S,2021-11-21T01:04:02.1Z,1,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,22,20,2021-11-21T01:04:02Z,1530000,,,0,,G. Hayward Free Throw 1 of 2 (1 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
155,PT00M42.00S,2021-11-21T01:04:16.6Z,1,REGULAR,freethrow,2 of 2,[],202330,,,1610612766,22,21,2021-11-21T01:04:16Z,1540000,,,0,,G. Hayward Free Throw 2 of 2 (2 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
156,PT00M27.70S,2021-11-21T01:04:34.1Z,1,REGULAR,3pt,Jump Shot,[],201568,62.5,45.83333333333333,1610612737,25,21,2021-11-21T01:04:38Z,1550000,-21.0,300.0,1,right,D. Gallinari 30' 3PT pullup (7 PTS),[201568],1610612737.0,ATL,pullup,,,Gallinari,D. Gallinari,,,,,30.07,Made,7.0,,,,,,,,,,,,,,,,,
157,PT00M06.30S,2021-11-21T01:04:57.5Z,1,REGULAR,3pt,Jump Shot,[],1626162,27.94021024967148,22.30392156862745,1610612766,25,21,2021-11-21T01:05:02Z,1560000,138.0,210.0,1,left,MISS K. Oubre Jr. 25' step back 3PT,[1626162],1610612766.0,CHA,step back,,,Oubre Jr.,K. Oubre Jr.,,,,,25.16,Missed,,,,,,,,,,,,,,,,,,
158,PT00M02.90S,2021-11-21T01:05:00.9Z,1,REGULAR,rebound,defensive,[],1629629,,,1610612737,25,21,2021-11-21T01:05:00Z,1570000,,,0,,C. Reddish REBOUND (Off:0 Def:1),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,157.0,1.0,1.0,0.0,,,,,,,,,,
161,PT00M00.00S,2021-11-21T01:05:09.3Z,1,REGULAR,period,end,[],0,,,1610612737,25,21,2021-11-21T01:05:09Z,1600000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-11-21T01:07:16.5Z,2,REGULAR,substitution,out,['startperiod'],1629667,,,1610612737,25,21,2021-11-21T01:07:38Z,1610000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2021-11-21T01:07:16.5Z,2,REGULAR,substitution,in,['startperiod'],203486,,,1610612737,25,21,2021-11-21T01:07:38Z,1620000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-11-21T01:07:48.5Z,2,REGULAR,period,start,[],0,,,1610612737,25,21,2021-11-21T01:07:48Z,1630000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M53.00S,2021-11-21T01:07:55.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101150,82.7365308804205,49.26470588235294,1610612737,27,21,2021-11-21T01:08:03Z,1640000,-4.0,110.0,1,right,L. Williams 10' driving floating Jump Shot (2 PTS),[101150],1610612737.0,ATL,driving floating,,,Williams,L. Williams,,,,,10.99,Made,2.0,,,,,,,,,,,,,,,,,
167,PT11M31.00S,2021-11-21T01:08:15.6Z,2,REGULAR,2pt,Jump Shot,[],1626179,23.209592641261498,69.85294117647058,1610612766,27,21,2021-11-21T01:08:21Z,1660000,-99.0,166.0,1,left,MISS T. Rozier 19' pullup Shot,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,19.32,Missed,,,,,,,,,,,,,,,,,,
168,PT11M28.00S,2021-11-21T01:08:18.6Z,2,REGULAR,rebound,offensive,[],202330,,,1610612766,27,21,2021-11-21T01:08:21Z,1670000,,,0,,G. Hayward REBOUND (Off:2 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,167.0,4.0,2.0,2.0,,,,,,,,,,
169,PT11M27.00S,2021-11-21T01:08:20.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628970,7.5722733245729295,4.411764705882353,1610612766,27,21,2021-11-21T01:08:27Z,1680000,228.0,19.0,1,left,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,22.87,Missed,,,,,,,,,,,,,,,,,,
170,PT11M23.00S,2021-11-21T01:08:24.6Z,2,REGULAR,rebound,defensive,[],1629629,,,1610612737,27,21,2021-11-21T01:08:27Z,1690000,,,0,,C. Reddish REBOUND (Off:0 Def:2),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,169.0,2.0,2.0,0.0,,,,,,,,,,
171,PT11M16.00S,2021-11-21T01:08:31.3Z,2,REGULAR,turnover,bad pass,[],1629629,,,1610612737,27,21,2021-11-21T01:08:36Z,1700000,,,0,,C. Reddish bad pass TURNOVER (1 TO),"[1629629, 202330]",1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,1.0,Hayward,202330.0
172,PT11M16.00S,2021-11-21T01:08:31.3Z,2,REGULAR,steal,,[],202330,,,1610612766,27,21,2021-11-21T01:08:33Z,1710000,,,0,,G. Hayward STEAL (1 STL),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M14.00S,2021-11-21T01:08:34.8Z,2,REGULAR,foul,personal,[],101150,,,1610612766,27,21,2021-11-21T01:09:04Z,1720000,,,0,,L. Williams take personal FOUL (1 PF),"[101150, 202330]",1610612737.0,ATL,take,,,Williams,L. Williams,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Hayward,202330.0,,,
175,PT11M14.00S,2021-11-21T01:08:42.7Z,2,REGULAR,substitution,out,[],1628970,,,1610612766,27,21,2021-11-21T01:08:48Z,1740000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M14.00S,2021-11-21T01:08:42.7Z,2,REGULAR,substitution,in,[],1629667,,,1610612766,27,21,2021-11-21T01:08:48Z,1750000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M04.00S,2021-11-21T01:09:04.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,9.674770039421814,97.05882352941177,1610612766,27,24,2021-11-21T01:09:08Z,1760000,-235.0,38.0,1,left,T. Rozier 3PT  (3 PTS) (M. Plumlee 1 AST),"[1626179, 203486]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,23.84,Made,3.0,M. Plumlee,203486.0,1.0,,,,,,,,,,,,,,
179,PT10M41.00S,2021-11-21T01:09:32.1Z,2,REGULAR,foul,offensive,[],203476,,,1610612737,27,24,2021-11-21T01:09:45Z,1780000,,,0,,G. Dieng off-the-ball offensive FOUL (1 PF),"[203476, 1629667]",1610612737.0,ATL,off-the-ball,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,McDaniels,1629667.0,,,
181,PT10M41.00S,2021-11-21T01:09:32.1Z,2,REGULAR,turnover,offensive foul,[],203476,,,1610612737,27,24,2021-11-21T01:09:32Z,1800000,,,0,,G. Dieng offensive foul TURNOVER (1 TO),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,101283.0,,,,,1.0,,
182,PT10M27.00S,2021-11-21T01:10:00.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202330,28.728646517739815,25.735294117647058,1610612766,27,24,2021-11-21T01:10:07Z,1810000,121.0,218.0,1,left,MISS G. Hayward 24' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,24.9,Missed,,,,,,,,,,,,,,,,,,
183,PT10M24.00S,2021-11-21T01:10:03.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,27,24,2021-11-21T01:10:07Z,1820000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,182.0,,,,,,,,,,,,,
