actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
91,PT05M03.00S,2022-03-20T22:22:30.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629027,5.590000152587891,50.0,1610612737,11,14,2022-03-20T22:22:30Z,900000,0.0,0.0,1,left,MISS T. Young tip Layup,[1629027],1610612737.0,ATL,tip,,,Young,T. Young,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
92,PT05M02.00S,2022-03-20T22:22:31.6Z,1,REGULAR,rebound,defensive,[],1626195,,,1610612740,11,14,2022-03-20T22:22:31Z,910000,,,0,,W. Hernangomez REBOUND (Off:0 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,
93,PT05M02.00S,2022-03-20T22:22:34.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629637,92.59198423127464,50.245098039215684,1610612740,11,16,2022-03-20T22:22:54Z,920000,1.0,17.0,1,right,J. Hayes running Layup (4 PTS) (C. McCollum 2 AST),"[1629637, 203468]",1610612740.0,NOP,running,,,Hayes,J. Hayes,,,,,1.71,Made,4.0,C. McCollum,203468.0,2.0,,,,,,,,,,,,,,
94,PT05M02.00S,2022-03-20T22:22:39.8Z,1,REGULAR,foul,personal,['1freethrow'],1628989,,,1610612740,11,16,2022-03-20T22:22:57Z,930000,,,0,,K. Huerter shooting personal FOUL (1 PF) (Hayes 1 FT),"[1628989, 1629637]",1610612737.0,ATL,shooting,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,2882.0,1.0,0.0,Hayes,1629637.0,,,
96,PT05M02.00S,2022-03-20T22:23:00.1Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1629637,,,1610612740,11,17,2022-03-20T22:24:07Z,950000,,,0,,J. Hayes Free Throw 1 of 1 (5 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
97,PT04M48.00S,2022-03-20T22:23:14.6Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,11,17,2022-03-20T22:23:19Z,960000,,,0,,T. Young bad pass TURNOVER (3 TO),"[1629027, 1630529]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,3.0,Jones,1630529.0
98,PT04M48.00S,2022-03-20T22:23:14.6Z,1,REGULAR,steal,,[],1630529,,,1610612740,11,17,2022-03-20T22:23:17Z,970000,,,0,,H. Jones STEAL (3 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M43.00S,2022-03-20T22:23:20.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626195,93.9060446780552,50.0,1610612740,11,19,2022-03-20T22:23:30Z,980000,0.0,5.0,1,right,W. Hernangomez running Layup (2 PTS) (H. Jones 2 AST),"[1626195, 1630529]",1610612740.0,NOP,running,,,Hernangomez,W. Hernangomez,,,,,0.48,Made,2.0,H. Jones,1630529.0,2.0,,,,,,,,,,,,,,
101,PT04M35.00S,2022-03-20T22:23:27.1Z,1,REGULAR,turnover,bad pass,[],1628989,,,1610612737,11,19,2022-03-20T22:23:35Z,1000000,,,0,,K. Huerter bad pass TURNOVER (1 TO),"[1628989, 1630631]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,1.0,Alvarado,1630631.0
102,PT04M35.00S,2022-03-20T22:23:27.1Z,1,REGULAR,steal,,[],1630631,,,1610612740,11,19,2022-03-20T22:23:31Z,1010000,,,0,,J. Alvarado STEAL (1 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M30.00S,2022-03-20T22:23:31.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630631,90.48948751642575,45.588235294117645,1610612740,11,21,2022-03-20T22:23:39Z,1020000,-22.0,37.0,1,right,J. Alvarado Layup (2 PTS),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,4.3,Made,2.0,,,,,,,,,,,,,,,,,
104,PT04M24.00S,2022-03-20T22:23:38.6Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,11,21,2022-03-20T22:23:44Z,1030000,,,0,,T. Young bad pass TURNOVER (4 TO),"[1629027, 203468]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,4.0,McCollum,203468.0
105,PT04M24.00S,2022-03-20T22:23:38.6Z,1,REGULAR,steal,,[],203468,,,1610612740,11,21,2022-03-20T22:23:41Z,1040000,,,0,,C. McCollum STEAL (1 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M19.00S,2022-03-20T22:23:43.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629637,91.93495400788436,50.0,1610612740,11,21,2022-03-20T22:23:53Z,1050000,0.0,23.0,1,right,MISS J. Hayes running Layup,[1629637],1610612740.0,NOP,running,,,Hayes,J. Hayes,,,,,2.33,Missed,,,,,,,,,,,,,,,,,,
107,PT04M17.00S,2022-03-20T22:23:45.6Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612737,11,21,2022-03-20T22:23:53Z,1060000,,,0,,K. Huerter REBOUND (Off:0 Def:3),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,106.0,3.0,3.0,0.0,,,,,,,,
108,PT04M16.00S,2022-03-20T22:23:47.5Z,1,REGULAR,turnover,lost ball,[],1628989,,,1610612737,11,21,2022-03-20T22:23:57Z,1070000,,,0,,K. Huerter lost ball TURNOVER (2 TO),"[1628989, 1630631]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,2.0,Alvarado,1630631.0
109,PT04M16.00S,2022-03-20T22:23:47.5Z,1,REGULAR,steal,,[],1630631,,,1610612740,11,21,2022-03-20T22:23:49Z,1080000,,,0,,J. Alvarado STEAL (2 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M12.00S,2022-03-20T22:23:51.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630529,93.77463863337714,48.77450980392157,1610612740,11,23,2022-03-20T22:24:05Z,1090000,-6.0,6.0,1,right,H. Jones running Layup (5 PTS),[1630529],1610612740.0,NOP,running,,,Jones,H. Jones,,,,,0.86,Made,5.0,,,,,,,,,,,,,,,,,
111,PT04M12.00S,2022-03-20T22:23:57.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,11,23,2022-03-20T22:23:57Z,1100000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M12.00S,2022-03-20T22:25:55.9Z,1,REGULAR,substitution,out,[],1628989,,,1610612737,11,23,2022-03-20T22:26:33Z,1110000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M12.00S,2022-03-20T22:25:55.9Z,1,REGULAR,substitution,out,[],203991,,,1610612737,11,23,2022-03-20T22:26:33Z,1120000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M12.00S,2022-03-20T22:25:55.9Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,11,23,2022-03-20T22:26:33Z,1130000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M12.00S,2022-03-20T22:25:55.9Z,1,REGULAR,substitution,in,[],1626153,,,1610612737,11,23,2022-03-20T22:26:33Z,1140000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M54.00S,2022-03-20T22:27:07.1Z,1,REGULAR,violation,kicked ball,[],1630529,,,1610612737,11,23,2022-03-20T22:27:59Z,1150000,,,0,,H. Jones kicked ball VIOLATION,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,1204.0,,,,,,,
117,PT03M49.00S,2022-03-20T22:27:21.6Z,1,REGULAR,foul,personal,['2freethrow'],1626195,,,1610612737,11,23,2022-03-20T22:27:42Z,1160000,,,0,,W. Hernangomez shooting personal FOUL (1 PF) (Okongwu 2 FT),"[1626195, 1630168]",1610612740.0,NOP,shooting,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,2882.0,1.0,0.0,Okongwu,1630168.0,,,
119,PT03M49.00S,2022-03-20T22:27:43.2Z,1,REGULAR,freethrow,1 of 2,[],1630168,,,1610612737,12,23,2022-03-20T22:28:00Z,1180000,,,0,,O. Okongwu Free Throw 1 of 2 (1 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
120,PT03M49.00S,2022-03-20T22:27:43.2Z,1,REGULAR,freethrow,2 of 2,[],1630168,,,1610612737,12,23,2022-03-20T22:28:00Z,1190000,,,0,,MISS O. Okongwu Free Throw 2 of 2,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,Missed,,,,,,,,,,,,,,,,,,
121,PT03M47.00S,2022-03-20T22:27:45.2Z,1,REGULAR,rebound,defensive,[],1626195,,,1610612740,12,23,2022-03-20T22:28:00Z,1200000,,,0,,W. Hernangomez REBOUND (Off:0 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,120.0,2.0,2.0,0.0,,,,,,,,
122,PT03M32.00S,2022-03-20T22:28:13.4Z,1,REGULAR,2pt,Jump Shot,[],1629637,93.24901445466492,66.91176470588235,1610612740,12,23,2022-03-20T22:28:43Z,1210000,85.0,11.0,1,right,MISS J. Hayes 8' driving floating Shot,[1629637],1610612740.0,NOP,driving floating,,,Hayes,J. Hayes,,,,,8.53,Missed,,,,,,,,,,,,,,,,,,
123,PT03M31.00S,2022-03-20T22:28:14.4Z,1,REGULAR,rebound,offensive,[],1626195,,,1610612740,12,23,2022-03-20T22:28:43Z,1220000,,,0,,W. Hernangomez REBOUND (Off:1 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,122.0,3.0,2.0,1.0,,,,,,,,
235,PT03M31.00S,2022-03-20T22:28:16.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626195,93.2161629434954,47.549019607843135,1610612740,12,23,2022-03-20T22:47:34Z,1225000,-12.0,11.0,1,right,MISS W. Hernangomez tip Layup,[1626195],1610612740.0,NOP,tip,,,Hernangomez,W. Hernangomez,,,,,1.67,Missed,,,,,,,,,,,,,,,,,,
236,PT03M31.00S,2022-03-20T22:28:16.3Z,1,REGULAR,rebound,offensive,[],1626195,,,1610612740,12,23,2022-03-20T22:47:34Z,1227500,,,0,,W. Hernangomez REBOUND (Off:2 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,235.0,4.0,2.0,2.0,,,,,,,,
124,PT03M31.00S,2022-03-20T22:28:19.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626195,94.40999984741211,50.0,1610612740,12,23,2022-03-20T22:47:34Z,1230000,0.0,0.0,1,right,MISS W. Hernangomez tip Layup,[1626195],1610612740.0,NOP,tip,,,Hernangomez,W. Hernangomez,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
125,PT03M30.00S,2022-03-20T22:28:20.2Z,1,REGULAR,rebound,offensive,[],1626195,,,1610612740,12,23,2022-03-20T22:28:47Z,1240000,,,0,,W. Hernangomez REBOUND (Off:3 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,124.0,5.0,2.0,3.0,,,,,,,,
126,PT03M30.00S,2022-03-20T22:28:23.1Z,1,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612740,12,23,2022-03-20T22:28:32Z,1250000,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Hernangomez 2 FT),"[1630168, 1626195]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,2882.0,1.0,0.0,Hernangomez,1626195.0,,,
128,PT03M30.00S,2022-03-20T22:28:49.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626195,,,1610612740,12,24,2022-03-20T22:28:49Z,1270000,,,0,,W. Hernangomez Free Throw 1 of 2 (3 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
129,PT03M30.00S,2022-03-20T22:28:58.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626195,,,1610612740,12,25,2022-03-20T22:28:58Z,1280000,,,0,,W. Hernangomez Free Throw 2 of 2 (4 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
130,PT03M21.00S,2022-03-20T22:29:10.7Z,1,REGULAR,3pt,Jump Shot,[],1629631,23.209592641261498,88.48039215686273,1610612737,12,25,2022-03-20T22:29:16Z,1290000,-192.0,166.0,1,left,MISS D. Hunter 25' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,25.39,Missed,,,,,,,,,,,,,,,,,,
131,PT03M17.00S,2022-03-20T22:29:14.7Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,12,25,2022-03-20T22:29:16Z,1300000,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,
132,PT03M04.00S,2022-03-20T22:29:27.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626195,82.86793692509855,48.77450980392157,1610612740,12,27,2022-03-20T22:29:33Z,1310000,-6.0,109.0,1,right,W. Hernangomez 10' floating Jump Shot (6 PTS) (J. Alvarado 1 AST),"[1626195, 1630631]",1610612740.0,NOP,floating,,,Hernangomez,W. Hernangomez,,,,,10.87,Made,6.0,J. Alvarado,1630631.0,1.0,,,,,,,,,,,,,,
134,PT02M48.00S,2022-03-20T22:29:43.1Z,1,REGULAR,3pt,Jump Shot,[],1629027,28.597240473061763,79.16666666666666,1610612737,12,27,2022-03-20T22:48:40Z,1330000,-146.0,216.0,1,left,MISS T. Young 26' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,
135,PT02M44.00S,2022-03-20T22:29:47.1Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,12,27,2022-03-20T22:29:48Z,1340000,,,0,,J. Hayes REBOUND (Off:2 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,134.0,4.0,2.0,2.0,,,,,,,,
136,PT02M38.00S,2022-03-20T22:29:53.3Z,1,REGULAR,3pt,Jump Shot,[],203468,72.88107752956637,18.872549019607842,1610612740,12,27,2022-03-20T22:29:58Z,1350000,-156.0,202.0,1,right,MISS C. McCollum 25' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,25.53,Missed,,,,,,,,,,,,,,,,,,
137,PT02M35.00S,2022-03-20T22:29:56.3Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,12,27,2022-03-20T22:29:58Z,1360000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,136.0,1.0,1.0,0.0,,,,,,,,
138,PT02M21.00S,2022-03-20T22:30:10.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626153,12.434296977660972,48.28431372549019,1610612737,14,27,2022-03-20T22:30:15Z,1370000,9.0,64.0,1,left,D. Wright 6' floating Jump Shot (2 PTS),[1626153],1610612737.0,ATL,floating,,,Wright,D. Wright,,,,,6.5,Made,2.0,,,,,,,,,,,,,,,,,
139,PT02M10.00S,2022-03-20T22:30:21.4Z,1,REGULAR,2pt,Jump Shot,[],203468,90.48948751642575,71.81372549019608,1610612740,14,27,2022-03-20T22:30:27Z,1380000,109.0,37.0,1,right,MISS C. McCollum 11' pullup bank Shot,[203468],1610612740.0,NOP,pullup bank,,,McCollum,C. McCollum,,,,,11.52,Missed,,,,,,,,,,,,,,,,,,
140,PT02M07.00S,2022-03-20T22:30:24.4Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,14,27,2022-03-20T22:30:27Z,1390000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,139.0,2.0,2.0,0.0,,,,,,,,
141,PT01M55.00S,2022-03-20T22:30:36.2Z,1,REGULAR,3pt,Jump Shot,[],1629631,32.14520367936925,44.11764705882353,1610612737,14,27,2022-03-20T22:30:41Z,1400000,29.0,250.0,1,left,MISS D. Hunter 25' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,
142,PT01M53.00S,2022-03-20T22:30:38.2Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,14,27,2022-03-20T22:30:41Z,1410000,,,0,,H. Jones REBOUND (Off:0 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,141.0,2.0,2.0,0.0,,,,,,,,
143,PT01M46.00S,2022-03-20T22:30:45.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630529,92.19776609724047,45.34313725490196,1610612740,14,29,2022-03-20T22:31:32Z,1420000,-23.0,21.0,1,right,H. Jones running Layup (7 PTS),[1630529],1610612740.0,NOP,running,,,Jones,H. Jones,,,,,3.12,Made,7.0,,,,,,,,,,,,,,,,,
144,PT01M27.00S,2022-03-20T22:31:04.5Z,1,REGULAR,turnover,bad pass,[],203992,,,1610612737,14,29,2022-03-20T22:31:12Z,1430000,,,0,,B. Bogdanovic bad pass TURNOVER (1 TO),"[203992, 1626195]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,1.0,Hernangomez,1626195.0
145,PT01M27.00S,2022-03-20T22:31:04.5Z,1,REGULAR,steal,,[],1626195,,,1610612740,14,29,2022-03-20T22:31:06Z,1440000,,,0,,W. Hernangomez STEAL (1 STL),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M23.00S,2022-03-20T22:31:10.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,14,29,2022-03-20T22:31:10Z,1450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M23.00S,2022-03-20T22:31:14.1Z,1,REGULAR,substitution,out,[],1629631,,,1610612740,14,29,2022-03-20T22:31:25Z,1460000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M23.00S,2022-03-20T22:31:14.1Z,1,REGULAR,substitution,out,[],203468,,,1610612740,14,29,2022-03-20T22:31:25Z,1470000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M23.00S,2022-03-20T22:31:14.1Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,14,29,2022-03-20T22:31:25Z,1480000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M23.00S,2022-03-20T22:31:14.1Z,1,REGULAR,substitution,out,[],1629637,,,1610612740,14,29,2022-03-20T22:31:25Z,1490000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M23.00S,2022-03-20T22:31:14.1Z,1,REGULAR,substitution,in,[],201568,,,1610612740,14,29,2022-03-20T22:31:25Z,1500000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M23.00S,2022-03-20T22:31:14.1Z,1,REGULAR,substitution,in,[],1630530,,,1610612740,14,29,2022-03-20T22:31:25Z,1510000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M23.00S,2022-03-20T22:31:14.1Z,1,REGULAR,substitution,in,[],1629109,,,1610612740,14,29,2022-03-20T22:31:25Z,1520000,,,0,,SUB in: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M23.00S,2022-03-20T22:31:14.1Z,1,REGULAR,substitution,in,[],1627820,,,1610612740,14,29,2022-03-20T22:31:25Z,1530000,,,0,,SUB in: T. Wallace,[1627820],1610612740.0,NOP,,,,Wallace,T. Wallace,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M16.00S,2022-03-20T22:31:36.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630631,82.34231274638634,50.0,1610612740,14,31,2022-03-20T22:31:42Z,1540000,0.0,113.0,1,right,J. Alvarado 11' driving floating Jump Shot (4 PTS) (W. Hernangomez 1 AST),"[1630631, 1626195]",1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,11.35,Made,4.0,W. Hernangomez,1626195.0,1.0,,,,,,,,,,,,,,
156,PT00M57.50S,2022-03-20T22:31:56.6Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,14,31,2022-03-20T22:32:01Z,1550000,,,0,,T. Young bad pass TURNOVER (5 TO),"[1629027, 1630530]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,5.0,Murphy III,1630530.0
157,PT00M57.50S,2022-03-20T22:31:56.6Z,1,REGULAR,steal,,[],1630530,,,1610612740,14,31,2022-03-20T22:31:59Z,1560000,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M46.20S,2022-03-20T22:32:08.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627820,93.38042049934296,49.754901960784316,1610612740,14,33,2022-03-20T22:32:15Z,1570000,-1.0,10.0,1,right,T. Wallace cutting Layup (2 PTS) (W. Hernangomez 2 AST),"[1627820, 1626195]",1610612740.0,NOP,cutting,,,Wallace,T. Wallace,,,,,0.98,Made,2.0,W. Hernangomez,1626195.0,2.0,,,,,,,,,,,,,,
160,PT00M31.10S,2022-03-20T22:32:27.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630631,,,1610612737,14,33,2022-03-20T22:32:51Z,1590000,,,0,,J. Alvarado personal FOUL (1 PF) (Young 2 FT),"[1630631, 1629027]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,1204.0,1.0,0.0,Young,1629027.0,,,
162,PT00M31.10S,2022-03-20T22:32:52.4Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,15,33,2022-03-20T22:32:52Z,1610000,,,0,,T. Young Free Throw 1 of 2 (3 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
163,PT00M31.10S,2022-03-20T22:33:05.1Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,16,33,2022-03-20T22:33:05Z,1620000,,,0,,T. Young Free Throw 2 of 2 (4 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
164,PT00M18.70S,2022-03-20T22:33:20.4Z,1,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612740,16,33,2022-03-20T22:33:49Z,1630000,,,0,,O. Okongwu shooting personal FOUL (2 PF) (Hernangomez 2 FT),"[1630168, 1626195]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,202035.0,2.0,0.0,Hernangomez,1626195.0,,,
166,PT00M18.70S,2022-03-20T22:33:50.0Z,1,REGULAR,freethrow,1 of 2,[],1626195,,,1610612740,16,34,2022-03-20T22:33:50Z,1650000,,,0,,W. Hernangomez Free Throw 1 of 2 (7 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
167,PT00M18.70S,2022-03-20T22:34:07.4Z,1,REGULAR,freethrow,2 of 2,[],1626195,,,1610612740,16,35,2022-03-20T22:34:07Z,1660000,,,0,,W. Hernangomez Free Throw 2 of 2 (8 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
168,PT00M05.00S,2022-03-20T22:34:26.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630631,,,1610612737,16,35,2022-03-20T22:34:46Z,1670000,,,0,,J. Alvarado shooting personal FOUL (2 PF) (Young 2 FT),"[1630631, 1629027]",1610612740.0,NOP,shooting,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,202035.0,2.0,0.0,Young,1629027.0,,,
170,PT00M05.00S,2022-03-20T22:34:46.9Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,17,35,2022-03-20T22:34:46Z,1690000,,,0,,T. Young Free Throw 1 of 2 (5 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
172,PT00M05.00S,2022-03-20T22:35:02.2Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,18,35,2022-03-20T22:35:02Z,1700000,,,0,,T. Young Free Throw 2 of 2 (6 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
173,PT00M04.00S,2022-03-20T22:35:09.5Z,1,REGULAR,turnover,bad pass,[],1629109,,,1610612740,18,35,2022-03-20T22:35:15Z,1710000,,,0,,G. Clark bad pass TURNOVER (1 TO),"[1629109, 1630168]",1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,1.0,Okongwu,1630168.0
