actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
89,PT05M15.00S,2022-01-29T00:55:14.5Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,13,13,2022-01-29T00:55:20Z,890000,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,88.0,3.0,2.0,1.0,,,,,,
90,PT05M09.00S,2022-01-29T00:55:20.1Z,1,REGULAR,3pt,Jump Shot,[],1627759,66.5735873850197,42.15686274509804,1610612738,13,13,2022-01-29T00:55:24Z,900000,-39.0,262.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,26.46,Missed,,,,,,,,,,
91,PT05M06.00S,2022-01-29T00:55:23.1Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,13,13,2022-01-29T00:55:24Z,910000,,,0,,C. Capela REBOUND (Off:1 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,90.0,3.0,2.0,1.0,,,,,,
92,PT05M00.00S,2022-01-29T00:55:29.8Z,1,REGULAR,3pt,Jump Shot,[],1628989,26.10052562417871,83.33333333333334,1610612737,13,13,2022-01-29T00:55:34Z,920000,-167.0,193.0,1,left,MISS K. Huerter 25' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,25.49,Missed,,,,,,,,,,
93,PT04M56.00S,2022-01-29T00:55:33.8Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,13,13,2022-01-29T00:55:34Z,930000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,92.0,1.0,1.0,0.0,,,,,,
94,PT04M51.00S,2022-01-29T00:55:38.0Z,1,REGULAR,turnover,lost ball,[],1628369,,,1610612738,13,13,2022-01-29T00:55:45Z,940000,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 1628989]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1.0,Huerter,1628989.0,,,,,,,,,,,,,,,,,
95,PT04M51.00S,2022-01-29T00:55:38.0Z,1,REGULAR,steal,,[],1628989,,,1610612737,13,13,2022-01-29T00:55:40Z,950000,,,0,,K. Huerter STEAL (2 STL),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M49.00S,2022-01-29T00:55:42.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628989,7.440867279894875,48.529411764705884,1610612737,13,13,2022-01-29T00:55:56Z,960000,7.0,17.0,1,left,MISS K. Huerter running Layup - blocked,"[1628989, 203471]",1610612737.0,ATL,running,,,Huerter,K. Huerter,,,,,,,,,,,,,1.89,Missed,,,,,,Schroder,203471.0,,,
97,PT04M49.00S,2022-01-29T00:55:42.2Z,1,REGULAR,block,,[],203471,,,1610612737,13,13,2022-01-29T00:55:44Z,970000,,,0,,D. Schroder BLOCK (1 BLK),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M49.00S,2022-01-29T00:55:42.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,13,13,2022-01-29T00:55:56Z,980000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,
99,PT04M49.00S,2022-01-29T00:55:47.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,13,13,2022-01-29T00:55:47Z,990000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M49.00S,2022-01-29T00:55:52.0Z,1,REGULAR,foul,technical,['1freethrow'],1629027,,,1610612737,13,13,2022-01-29T00:56:22Z,1000000,,,0,,T. Young technical FOUL (1 Tech),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,1198.0,1.0,1.0,,,,,,,,,,,,,,
103,PT04M49.00S,2022-01-29T00:56:18.5Z,1,REGULAR,freethrow,1 of 1,[],1628369,,,1610612737,13,14,2022-01-29T01:44:13Z,1005000,,,0,,J. Tatum technical Free Throw 1 of 1 (1 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,,,,,,,,,Made,,,,,1.0,,,,,
224,PT04M49.00S,2022-01-29T00:56:18.6Z,1,REGULAR,substitution,out,[],1629631,,,1610612737,13,14,2022-01-29T01:18:57Z,1006250,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,
225,PT04M49.00S,2022-01-29T00:56:18.6Z,1,REGULAR,substitution,out,[],203991,,,1610612737,13,14,2022-01-29T01:18:57Z,1006875,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
226,PT04M49.00S,2022-01-29T00:56:18.6Z,1,REGULAR,substitution,out,[],1628369,,,1610612737,13,14,2022-01-29T01:18:57Z,1007187,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
227,PT04M49.00S,2022-01-29T00:56:18.6Z,1,REGULAR,substitution,out,[],201143,,,1610612737,13,14,2022-01-29T01:18:57Z,1007343,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
228,PT04M49.00S,2022-01-29T00:56:18.6Z,1,REGULAR,substitution,in,[],201568,,,1610612737,13,14,2022-01-29T01:18:57Z,1007421,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
229,PT04M49.00S,2022-01-29T00:56:18.6Z,1,REGULAR,substitution,in,[],203992,,,1610612737,13,14,2022-01-29T01:18:57Z,1007460,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
230,PT04M49.00S,2022-01-29T00:56:18.6Z,1,REGULAR,substitution,in,[],1626196,,,1610612737,13,14,2022-01-29T01:18:57Z,1007480,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
231,PT04M49.00S,2022-01-29T00:56:18.6Z,1,REGULAR,substitution,in,[],1629684,,,1610612737,13,14,2022-01-29T01:18:57Z,1007490,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M40.00S,2022-01-29T00:56:54.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629027,7.178055190538765,49.01960784313725,1610612737,15,14,2022-01-29T00:57:00Z,1040000,5.0,15.0,1,left,T. Young driving Layup (4 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,,,,,,,,,1.58,Made,,,,,4.0,,,,,
112,PT04M18.00S,2022-01-29T00:57:16.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.59198423127464,50.245098039215684,1610612738,15,16,2022-01-29T00:57:22Z,1060000,1.0,17.0,1,right,J. Brown driving Layup (8 PTS) (J. Richardson 1 AST),"[1627759, 1626196]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,,,,1.71,Made,,,,,8.0,,,J. Richardson,1626196.0,1.0
114,PT04M06.00S,2022-01-29T00:57:31.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203471,,,1610612737,15,16,2022-01-29T00:57:52Z,1080000,,,0,,D. Schroder personal FOUL (2 PF) (Collins 2 FT),"[203471, 1628381]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,1198.0,2.0,0.0,Collins,1628381.0,,,,,,,,,,,,
116,PT04M06.00S,2022-01-29T00:57:57.5Z,1,REGULAR,freethrow,1 of 2,[],1628381,,,1610612737,16,16,2022-01-29T00:57:57Z,1100000,,,0,,J. Collins Free Throw 1 of 2 (3 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,Made,,,,,3.0,,,,,
117,PT04M06.00S,2022-01-29T00:58:16.0Z,1,REGULAR,freethrow,2 of 2,[],1628381,,,1610612737,17,16,2022-01-29T00:58:16Z,1110000,,,0,,J. Collins Free Throw 2 of 2 (4 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,Made,,,,,4.0,,,,,
118,PT03M54.00S,2022-01-29T00:58:29.7Z,1,REGULAR,2pt,Jump Shot,[],203471,76.2976346911958,69.6078431372549,1610612738,17,16,2022-01-29T00:58:35Z,1120000,98.0,170.0,1,right,MISS D. Schroder 19' pullup Shot,[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,,,,,,,,,19.65,Missed,,,,,,,,,,
119,PT03M51.00S,2022-01-29T00:58:32.7Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,17,16,2022-01-29T00:58:35Z,1130000,,,0,,J. Collins REBOUND (Off:0 Def:3),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,118.0,3.0,3.0,0.0,,,,,,
120,PT03M35.00S,2022-01-29T00:58:49.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628381,17.0335085413929,58.08823529411765,1610612737,17,16,2022-01-29T00:58:55Z,1140000,-40.0,108.0,1,left,MISS J. Collins 11' turnaround Hook,[1628381],1610612737.0,ATL,turnaround,,,Collins,J. Collins,,,,,,,,,,,,,11.49,Missed,,,,,,,,,,
121,PT03M32.00S,2022-01-29T00:58:52.0Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,17,16,2022-01-29T00:58:55Z,1150000,,,0,,J. Brown REBOUND (Off:0 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,120.0,6.0,6.0,0.0,,,,,,
122,PT03M23.00S,2022-01-29T00:59:00.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,87.20433639947439,40.931372549019606,1610612738,17,16,2022-01-29T00:59:10Z,1160000,-45.0,68.0,1,right,MISS J. Brown 8' turnaround Shot,[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,,,,,,,,,8.15,Missed,,,,,,,,,,
123,PT03M20.00S,2022-01-29T00:59:03.9Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,17,16,2022-01-29T00:59:10Z,1170000,,,0,,J. Collins REBOUND (Off:0 Def:4),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,122.0,4.0,4.0,0.0,,,,,,
124,PT03M17.00S,2022-01-29T00:59:06.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628989,31.750985545335087,64.70588235294117,1610612737,20,16,2022-01-29T00:59:24Z,1180000,-74.0,246.0,1,left,K. Huerter 25' 3PT running pullup (5 PTS),[1628989],1610612737.0,ATL,running pullup,,,Huerter,K. Huerter,,,,,,,,,,,,,25.67,Made,,,,,5.0,,,,,
125,PT03M16.00S,2022-01-29T00:59:12.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,20,16,2022-01-29T00:59:12Z,1190000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M16.00S,2022-01-29T01:01:34.2Z,1,REGULAR,substitution,out,[],1628989,,,1610612738,20,16,2022-01-29T01:02:01Z,1200000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M16.00S,2022-01-29T01:01:34.2Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,20,16,2022-01-29T01:02:01Z,1210000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M16.00S,2022-01-29T01:01:34.2Z,1,REGULAR,substitution,in,[],1626153,,,1610612738,20,16,2022-01-29T01:02:01Z,1220000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M16.00S,2022-01-29T01:01:34.2Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,20,16,2022-01-29T01:02:01Z,1230000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M06.00S,2022-01-29T01:02:24.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,94.30026281208936,50.0,1610612738,20,18,2022-01-29T01:02:31Z,1240000,0.0,1.0,1,right,R. Williams III alley-oop DUNK (6 PTS) (D. Schroder 1 AST),"[1629057, 203471]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,,,,,,,,,0.11,Made,,,,,6.0,,,D. Schroder,203471.0,1.0
132,PT02M44.00S,2022-01-29T01:02:46.2Z,1,REGULAR,2pt,Jump Shot,[],1629027,24.392247043363994,65.19607843137256,1610612737,22,18,2022-01-29T01:02:52Z,1260000,-76.0,177.0,1,left,T. Young 19' step back Jump Shot (6 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,,,,,,,,,19.24,Made,,,,,6.0,,,,,
133,PT02M35.00S,2022-01-29T01:02:55.3Z,1,REGULAR,turnover,bad pass,[],1626196,,,1610612738,22,18,2022-01-29T01:03:02Z,1270000,,,0,,J. Richardson bad pass TURNOVER (1 TO),"[1626196, 203992]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,1.0,Bogdanovic,203992.0,,,,,,,,,,,,,,,,,
134,PT02M35.00S,2022-01-29T01:02:55.3Z,1,REGULAR,steal,,[],203992,,,1610612737,22,18,2022-01-29T01:16:38Z,1280000,,,0,,B. Bogdanovic STEAL (1 STL),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M35.00S,2022-01-29T01:03:01.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626196,,,1610612737,22,18,2022-01-29T01:03:16Z,1290000,,,0,,J. Richardson personal FOUL (1 PF) (Bogdanovic 2 FT),"[1626196, 203992]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,201639.0,1.0,0.0,Bogdanovic,203992.0,,,,,,,,,,,,
137,PT02M35.00S,2022-01-29T01:03:26.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203992,,,1610612737,23,18,2022-01-29T01:03:26Z,1310000,,,0,,B. Bogdanovic Free Throw 1 of 2 (1 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,Made,,,,,1.0,,,,,
138,PT02M35.00S,2022-01-29T01:03:30.2Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,23,18,2022-01-29T01:03:39Z,1320000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M35.00S,2022-01-29T01:03:30.2Z,1,REGULAR,substitution,out,[],1628381,,,1610612737,23,18,2022-01-29T01:03:39Z,1330000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M35.00S,2022-01-29T01:03:30.2Z,1,REGULAR,substitution,in,[],101150,,,1610612737,23,18,2022-01-29T01:03:39Z,1340000,,,0,,SUB in: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M35.00S,2022-01-29T01:03:30.2Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,23,18,2022-01-29T01:03:39Z,1350000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M35.00S,2022-01-29T01:03:49.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203992,,,1610612737,24,18,2022-01-29T01:03:49Z,1360000,,,0,,B. Bogdanovic Free Throw 2 of 2 (2 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,Made,,,,,2.0,,,,,
143,PT02M21.00S,2022-01-29T01:04:05.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.85479632063075,51.225490196078425,1610612738,24,18,2022-01-29T01:04:13Z,1370000,6.0,15.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,,,,1.59,Missed,,,,,,,,,,
144,PT02M17.00S,2022-01-29T01:04:09.6Z,1,REGULAR,rebound,defensive,[],1626153,,,1610612737,24,18,2022-01-29T01:07:46Z,1380000,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,143.0,1.0,1.0,0.0,,,,,,
147,PT02M12.00S,2022-01-29T01:04:14.1Z,1,REGULAR,3pt,Jump Shot,[],101150,7.835085413929041,3.431372549019608,1610612737,27,18,2022-01-29T01:04:21Z,1410000,233.0,21.0,1,left,L. Williams 3PT  (3 PTS) (B. Bogdanovic 1 AST),"[101150, 203992]",1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,23.38,Made,,,,,3.0,,,B. Bogdanovic,203992.0,1.0
149,PT01M51.00S,2022-01-29T01:04:34.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626196,90.88370565045992,46.568627450980394,1610612738,27,18,2022-01-29T01:04:42Z,1430000,-17.0,33.0,1,right,MISS J. Richardson driving Layup,[1626196],1610612738.0,BOS,driving,,,Richardson,J. Richardson,,,,,,,,,,,,,3.74,Missed,,,,,,,,,,
150,PT01M49.00S,2022-01-29T01:04:36.8Z,1,REGULAR,rebound,defensive,[],101150,,,1610612737,27,18,2022-01-29T01:04:42Z,1440000,,,0,,L. Williams REBOUND (Off:0 Def:1),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,149.0,1.0,1.0,0.0,,,,,,
151,PT01M45.00S,2022-01-29T01:04:41.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203992,8.623521681997373,3.431372549019608,1610612737,27,18,2022-01-29T01:04:50Z,1450000,233.0,29.0,1,left,MISS B. Bogdanovic running 3PT,[203992],1610612737.0,ATL,running,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,23.46,Missed,,,,,,,,,,
152,PT01M41.00S,2022-01-29T01:04:45.8Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,27,18,2022-01-29T01:04:50Z,1460000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,151.0,1.0,1.0,0.0,,,,,,
153,PT01M26.00S,2022-01-29T01:05:00.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,91.27792378449409,48.03921568627451,1610612738,27,20,2022-01-29T01:05:10Z,1470000,-10.0,29.0,1,right,D. Schroder driving floating Jump Shot (2 PTS),[203471],1610612738.0,BOS,driving floating,,,Schroder,D. Schroder,,,,,,,,,,,,,3.11,Made,,,,,2.0,,,,,
154,PT01M07.00S,2022-01-29T01:05:19.3Z,1,REGULAR,2pt,Jump Shot,[],201568,27.808804204993432,65.19607843137256,1610612737,29,20,2022-01-29T01:05:24Z,1480000,-76.0,209.0,1,left,D. Gallinari 22' Jump Shot (2 PTS) (D. Wright 1 AST),"[201568, 1626153]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,22.23,Made,,,,,2.0,,,D. Wright,1626153.0,1.0
156,PT00M53.30S,2022-01-29T01:05:33.1Z,1,REGULAR,3pt,Jump Shot,[],1628369,69.20170827858082,70.34313725490196,1610612738,29,20,2022-01-29T01:05:38Z,1500000,102.0,237.0,1,right,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,25.79,Missed,,,,,,,,,,
157,PT00M50.50S,2022-01-29T01:05:37.0Z,1,REGULAR,rebound,offensive,[],203471,,,1610612738,29,20,2022-01-29T01:05:37Z,1510000,,,0,,D. Schroder REBOUND (Off:1 Def:0),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,156.0,1.0,0.0,1.0,,,,,,
158,PT00M49.40S,2022-01-29T01:05:38.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629684,84.31340341655716,2.2058823529411766,1610612738,29,20,2022-01-29T01:05:46Z,1520000,-239.0,95.0,1,right,MISS G. Williams 25' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,25.72,Missed,,,,,,,,,,
159,PT00M45.60S,2022-01-29T01:05:42.0Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,29,20,2022-01-29T01:05:46Z,1530000,,,0,,R. Williams III REBOUND (Off:2 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,158.0,4.0,2.0,2.0,,,,,,
160,PT00M32.10S,2022-01-29T01:05:55.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,92.59198423127464,47.05882352941176,1610612738,29,20,2022-01-29T01:06:03Z,1540000,-15.0,17.0,1,right,MISS J. Tatum driving Layup - blocked,"[1628369, 1630168]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,,,,2.25,Missed,,,,,,Okongwu,1630168.0,,,
161,PT00M32.10S,2022-01-29T01:05:55.4Z,1,REGULAR,block,,[],1630168,,,1610612738,29,20,2022-01-29T01:05:58Z,1550000,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M31.00S,2022-01-29T01:05:56.5Z,1,REGULAR,rebound,offensive,[],1629684,,,1610612738,29,20,2022-01-29T01:06:03Z,1560000,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,160.0,2.0,1.0,1.0,,,,,,
163,PT00M31.00S,2022-01-29T01:06:02.7Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612738,29,20,2022-01-29T01:06:19Z,1570000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,,,,201639.0,,,,,,,,,,,,,,,,
164,PT00M31.00S,2022-01-29T01:06:08.1Z,1,REGULAR,substitution,out,[],1629057,,,1610612737,29,20,2022-01-29T01:06:11Z,1580000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M31.00S,2022-01-29T01:06:08.1Z,1,REGULAR,substitution,in,[],201143,,,1610612737,29,20,2022-01-29T01:06:11Z,1590000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M06.30S,2022-01-29T01:06:45.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],101150,5.732588699080158,97.05882352941177,1610612737,32,20,2022-01-29T01:06:51Z,1600000,-235.0,1.0,1,left,L. Williams 3PT  (6 PTS) (B. Bogdanovic 2 AST),"[101150, 203992]",1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,23.53,Made,,,,,6.0,,,B. Bogdanovic,203992.0,2.0
168,PT00M00.00S,2022-01-29T01:06:59.3Z,1,REGULAR,turnover,bad pass,[],1626196,,,1610612738,32,20,2022-01-29T01:07:04Z,1620000,,,0,,J. Richardson bad pass TURNOVER (2 TO),"[1626196, 203992]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,2.0,Bogdanovic,203992.0,,,,,,,,,,,,,,,,,
169,PT00M00.00S,2022-01-29T01:06:59.3Z,1,REGULAR,steal,,[],203992,,,1610612737,32,20,2022-01-29T01:07:01Z,1630000,,,0,,B. Bogdanovic STEAL (2 STL),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M00.00S,2022-01-29T01:07:02.6Z,1,REGULAR,period,end,[],0,,,1610612737,32,20,2022-01-29T01:07:02Z,1640000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-01-29T01:09:17.5Z,2,REGULAR,substitution,out,['startperiod'],1626196,,,1610612737,32,20,2022-01-29T01:09:32Z,1650000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-01-29T01:09:17.5Z,2,REGULAR,substitution,out,['startperiod'],203471,,,1610612737,32,20,2022-01-29T01:09:32Z,1660000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-01-29T01:09:17.5Z,2,REGULAR,substitution,in,['startperiod'],1630174,,,1610612737,32,20,2022-01-29T01:09:32Z,1670000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-01-29T01:09:17.5Z,2,REGULAR,substitution,in,['startperiod'],203935,,,1610612737,32,20,2022-01-29T01:09:32Z,1680000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-01-29T01:09:38.1Z,2,REGULAR,period,start,[],0,,,1610612737,32,20,2022-01-29T01:09:38Z,1690000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M35.00S,2022-01-29T01:10:04.4Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612737,32,20,2022-01-29T01:10:11Z,1700000,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,,,,201639.0,,,,,,,,,,,,,,,,
184,PT11M25.00S,2022-01-29T01:10:23.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630174,74.19513797634691,83.82352941176471,1610612738,32,20,2022-01-29T01:10:35Z,1710000,169.0,190.0,1,right,MISS A. Nesmith 25' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,25.44,Missed,,,,,,,,,,
