actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
103,PT02M55.00S,2022-03-04T00:27:10.2Z,1,REGULAR,substitution,out,[],203897,,,1610612737,22,28,2022-03-04T00:27:24Z,1020000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M55.00S,2022-03-04T00:27:10.2Z,1,REGULAR,substitution,out,[],202696,,,1610612737,22,28,2022-03-04T00:27:24Z,1030000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M55.00S,2022-03-04T00:27:10.2Z,1,REGULAR,substitution,out,[],1630245,,,1610612737,22,28,2022-03-04T00:27:24Z,1040000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M55.00S,2022-03-04T00:27:10.2Z,1,REGULAR,substitution,in,[],201568,,,1610612737,22,28,2022-03-04T00:27:24Z,1050000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M55.00S,2022-03-04T00:27:10.2Z,1,REGULAR,substitution,in,[],203476,,,1610612737,22,28,2022-03-04T00:27:24Z,1060000,,,0,,SUB in: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M55.00S,2022-03-04T00:27:10.2Z,1,REGULAR,substitution,in,[],201942,,,1610612737,22,28,2022-03-04T00:27:24Z,1080000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M55.00S,2022-03-04T00:27:10.2Z,1,REGULAR,substitution,in,[],202684,,,1610612737,22,28,2022-03-04T00:27:24Z,1090000,,,0,,SUB in: T. Thompson,[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M55.00S,2022-03-04T00:27:10.2Z,1,REGULAR,substitution,in,[],1628972,,,1610612737,22,28,2022-03-04T00:27:24Z,1100000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M55.00S,2022-03-04T00:27:49.4Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,23,28,2022-03-04T00:27:49Z,1110000,,,0,,T. Young Free Throw 1 of 2 (6 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,6.0,,,,,,,,,,,,
113,PT02M55.00S,2022-03-04T00:28:03.5Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,24,28,2022-03-04T00:28:03Z,1120000,,,0,,T. Young Free Throw 2 of 2 (7 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,7.0,,,,,,,,,,,,
114,PT02M38.00S,2022-03-04T00:28:22.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202684,86.41590013140605,48.529411764705884,1610612741,24,30,2022-03-04T00:28:28Z,1130000,-7.0,75.0,1,right,T. Thompson 7' driving floating Jump Shot (2 PTS) (D. DeRozan 2 AST),"[202684, 201942]",1610612741.0,CHI,driving floating,,,Thompson,T. Thompson,,,,,7.56,Made,,,,,,2.0,D. DeRozan,201942.0,2.0,,,,,,,,,
116,PT02M19.00S,2022-03-04T00:28:41.5Z,1,REGULAR,3pt,Jump Shot,[],201568,29.38567674113009,73.2843137254902,1610612737,24,30,2022-03-04T00:28:46Z,1150000,-116.0,224.0,1,left,MISS D. Gallinari 25' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,25.22,Missed,,,,,,,,,,,,,,,,,,
117,PT02M16.00S,2022-03-04T00:28:44.5Z,1,REGULAR,rebound,defensive,[],202684,,,1610612741,24,30,2022-03-04T00:28:46Z,1160000,,,0,,T. Thompson REBOUND (Off:0 Def:1),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,,,,,
118,PT01M59.00S,2022-03-04T00:29:01.2Z,1,REGULAR,3pt,Jump Shot,[],1628972,79.45137976346912,92.40196078431373,1610612741,24,33,2022-03-04T00:29:05Z,1170000,212.0,141.0,1,right,T. Brown Jr. 25' 3PT  (3 PTS) (C. White 2 AST),"[1628972, 1629632]",1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,25.44,Made,,,,,,3.0,C. White,1629632.0,2.0,,,,,,,,,
120,PT01M39.00S,2022-03-04T00:29:22.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626153,14.273981603153747,52.94117647058824,1610612737,26,33,2022-03-04T00:29:26Z,1190000,-15.0,82.0,1,left,D. Wright 8' driving floating Jump Shot (2 PTS) (B. Bogdanovic 1 AST),"[1626153, 203992]",1610612737.0,ATL,driving floating,,,Wright,D. Wright,,,,,8.3,Made,,,,,,2.0,B. Bogdanovic,203992.0,1.0,,,,,,,,,
122,PT01M26.00S,2022-03-04T00:29:34.6Z,1,REGULAR,3pt,Jump Shot,[],1627884,80.3712220762155,7.598039215686274,1610612741,26,33,2022-03-04T00:29:39Z,1210000,-212.0,132.0,1,right,MISS D. Jones Jr. 24' pullup 3PT,[1627884],1610612741.0,CHI,pullup,,,Jones Jr.,D. Jones Jr.,,,,,24.97,Missed,,,,,,,,,,,,,,,,,,
123,PT01M23.00S,2022-03-04T00:29:37.6Z,1,REGULAR,rebound,defensive,[],1626153,,,1610612737,26,33,2022-03-04T00:29:39Z,1220000,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,122.0,1.0,1.0,0.0,,,,,,,,,,,,,,
124,PT01M03.00S,2022-03-04T00:29:57.6Z,1,REGULAR,3pt,Jump Shot,[],1626153,9.937582128777924,3.9215686274509802,1610612737,26,33,2022-03-04T00:30:02Z,1230000,230.0,41.0,1,left,MISS D. Wright 3PT,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,23.4,Missed,,,,,,,,,,,,,,,,,,
125,PT01M00.00S,2022-03-04T00:30:00.6Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612741,26,33,2022-03-04T00:30:02Z,1240000,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,124.0,1.0,1.0,0.0,,,,,,,,,,,,,,
126,PT00M49.30S,2022-03-04T00:30:11.4Z,1,REGULAR,2pt,Jump Shot,[],201942,78.53153745072274,31.862745098039213,1610612741,26,35,2022-03-04T00:30:15Z,1250000,-91.0,149.0,1,right,D. DeRozan 17' pullup Jump Shot (4 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,17.47,Made,,,,,,4.0,,,,,,,,,,,,
127,PT00M32.60S,2022-03-04T00:30:31.7Z,1,REGULAR,3pt,Jump Shot,[],1629027,28.597240473061763,22.54901960784314,1610612737,29,35,2022-03-04T00:30:36Z,1260000,137.0,216.0,1,left,T. Young 25' 3PT pullup (10 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,25.62,Made,,,,,,10.0,,,,,,,,,,,,
128,PT00M25.60S,2022-03-04T00:30:49.2Z,1,REGULAR,turnover,out-of-bounds,[],201942,,,1610612741,29,35,2022-03-04T00:30:55Z,1270000,,,0,,D. DeRozan bad pass out-of-bounds TURNOVER (1 TO),[201942],1610612741.0,CHI,bad pass,,,DeRozan,D. DeRozan,,,,,,,,,,,201639.0,,,,,,,,,1.0,,,,
129,PT00M03.40S,2022-03-04T00:31:23.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201568,27.414586070959263,21.568627450980394,1610612737,29,35,2022-03-04T00:31:28Z,1280000,142.0,205.0,1,left,MISS D. Gallinari 24' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,24.97,Missed,,,,,,,,,,,,,,,,,,
130,PT00M00.30S,2022-03-04T00:31:26.7Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,29,35,2022-03-04T00:31:28Z,1290000,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,129.0,1.0,1.0,0.0,,,,,,,,,,,,,,
131,PT00M00.00S,2022-03-04T00:31:32.6Z,1,REGULAR,period,end,[],0,,,1610612741,29,35,2022-03-04T00:31:32Z,1300000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT12M00.00S,2022-03-04T00:32:27.6Z,2,REGULAR,substitution,out,['startperiod'],1629027,,,1610612741,29,35,2022-03-04T00:33:44Z,1310000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
133,PT12M00.00S,2022-03-04T00:32:27.6Z,2,REGULAR,substitution,in,['startperiod'],101150,,,1610612741,29,35,2022-03-04T00:33:44Z,1320000,,,0,,SUB in: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
134,PT12M00.00S,2022-03-04T00:34:10.1Z,2,REGULAR,period,start,[],0,,,1610612737,29,35,2022-03-04T00:34:10Z,1330000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT11M42.00S,2022-03-04T00:34:27.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626153,5.075558475689881,50.0,1610612737,31,35,2022-03-04T00:34:31Z,1340000,0.0,-5.0,1,left,D. Wright cutting Layup (4 PTS) (G. Dieng 1 AST),"[1626153, 203476]",1610612737.0,ATL,cutting,,,Wright,D. Wright,,,,,0.48,Made,,,,,,4.0,G. Dieng,203476.0,1.0,,,,,,,,,
137,PT11M28.00S,2022-03-04T00:34:40.9Z,2,REGULAR,2pt,Jump Shot,[],201942,78.9257555847569,48.77450980392157,1610612741,31,35,2022-03-04T00:34:45Z,1360000,-6.0,146.0,1,right,MISS D. DeRozan 14' turnaround Shot - blocked,"[201942, 203992]",1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,14.57,Missed,,,,,,,,,,,,,,,Bogdanovic,203992.0,,
138,PT11M28.00S,2022-03-04T00:34:40.9Z,2,REGULAR,block,,[],203992,,,1610612741,31,35,2022-03-04T00:34:43Z,1370000,,,0,,B. Bogdanovic BLOCK (1 BLK),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
139,PT11M24.00S,2022-03-04T00:34:44.9Z,2,REGULAR,rebound,offensive,[],201942,,,1610612741,31,35,2022-03-04T00:34:45Z,1380000,,,0,,D. DeRozan REBOUND (Off:1 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,137.0,2.0,1.0,1.0,,,,,,,,,,,,,,
140,PT11M22.00S,2022-03-04T00:34:46.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627884,91.80354796320631,4.166666666666666,1610612741,31,35,2022-03-04T00:34:51Z,1390000,-229.0,25.0,1,right,MISS D. Jones Jr. 3PT,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,23.05,Missed,,,,,,,,,,,,,,,,,,
141,PT11M20.00S,2022-03-04T00:34:48.4Z,2,REGULAR,rebound,offensive,[],1628972,,,1610612741,31,35,2022-03-04T00:34:51Z,1400000,,,0,,T. Brown Jr. REBOUND (Off:1 Def:0),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,140.0,1.0,0.0,1.0,,,,,,,,,,,,,,
142,PT11M10.00S,2022-03-04T00:34:59.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202684,92.59198423127464,46.07843137254902,1610612741,31,37,2022-03-04T00:35:04Z,1410000,-20.0,17.0,1,right,T. Thompson Hook (4 PTS) (D. DeRozan 3 AST),"[202684, 201942]",1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,2.6,Made,,,,,,4.0,D. DeRozan,201942.0,3.0,,,,,,,,,
144,PT10M53.00S,2022-03-04T00:35:15.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101150,20.05584756898817,54.65686274509803,1610612737,31,37,2022-03-04T00:35:19Z,1430000,-23.0,136.0,1,left,MISS L. Williams 13' pullup Shot,[101150],1610612737.0,ATL,pullup,,,Williams,L. Williams,,,,,13.8,Missed,,,,,,,,,,,,,,,,,,
145,PT10M51.00S,2022-03-04T00:35:17.3Z,2,REGULAR,rebound,defensive,[],202684,,,1610612741,31,37,2022-03-04T00:35:19Z,1440000,,,0,,T. Thompson REBOUND (Off:0 Def:2),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,144.0,2.0,2.0,0.0,,,,,,,,,,,,,,
146,PT10M47.00S,2022-03-04T00:35:22.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627884,93.11760840998686,50.73529411764706,1610612741,31,39,2022-03-04T00:35:29Z,1450000,4.0,12.0,1,right,D. Jones Jr. alley-oop DUNK (2 PTS) (D. DeRozan 4 AST),"[1627884, 201942]",1610612741.0,CHI,alley-oop,,,Jones Jr.,D. Jones Jr.,,,,,1.27,Made,,,,,,2.0,D. DeRozan,201942.0,4.0,,,,,,,,,
148,PT10M28.00S,2022-03-04T00:35:48.4Z,2,REGULAR,foul,personal,[],201942,,,1610612737,31,39,2022-03-04T00:35:54Z,1470000,,,0,,D. DeRozan personal FOUL (1 PF),"[201942, 203476]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,1627961.0,,,,,1.0,0.0,Dieng,203476.0,,,,,
150,PT10M28.00S,2022-03-04T00:35:53.3Z,2,REGULAR,substitution,out,[],1627884,,,1610612737,31,39,2022-03-04T00:35:57Z,1490000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
151,PT10M28.00S,2022-03-04T00:35:53.3Z,2,REGULAR,substitution,in,[],1629750,,,1610612737,31,39,2022-03-04T00:35:57Z,1500000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
152,PT10M17.00S,2022-03-04T00:36:19.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201568,6.389618922470433,50.98039215686274,1610612737,33,39,2022-03-04T00:36:23Z,1510000,-5.0,8.0,1,left,D. Gallinari alley-oop Layup (2 PTS) (G. Dieng 2 AST),"[201568, 203476]",1610612737.0,ATL,alley-oop,,,Gallinari,D. Gallinari,,,,,0.9,Made,,,,,,2.0,G. Dieng,203476.0,2.0,,,,,,,,,
154,PT09M59.00S,2022-03-04T00:36:36.5Z,2,REGULAR,2pt,Jump Shot,[],201942,78.66294349540078,75.49019607843137,1610612741,33,41,2022-03-04T00:36:43Z,1530000,127.0,148.0,1,right,D. DeRozan 19' pullup Jump Shot (6 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,19.54,Made,,,,,,6.0,,,,,,,,,,,,
156,PT09M34.00S,2022-03-04T00:37:00.7Z,2,REGULAR,2pt,Jump Shot,[],201568,26.888961892247043,46.07843137254902,1610612737,35,41,2022-03-04T00:37:05Z,1550000,20.0,200.0,1,left,D. Gallinari 20' step back Jump Shot (4 PTS),[201568],1610612737.0,ATL,step back,,,Gallinari,D. Gallinari,,,,,20.13,Made,,,,,,4.0,,,,,,,,,,,,
157,PT09M18.00S,2022-03-04T00:37:17.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,93.11760840998686,48.529411764705884,1610612741,35,43,2022-03-04T00:37:22Z,1560000,-7.0,12.0,1,right,C. White driving Layup (8 PTS) (T. Thompson 1 AST),"[1629632, 202684]",1610612741.0,CHI,driving,,,White,C. White,,,,,1.43,Made,,,,,,8.0,T. Thompson,202684.0,1.0,,,,,,,,,
158,PT09M08.00S,2022-03-04T00:37:26.8Z,2,REGULAR,3pt,Jump Shot,[],203992,21.632720105124836,11.76470588235294,1610612737,35,43,2022-03-04T00:37:31Z,1570000,191.0,151.0,1,left,MISS B. Bogdanovic 24' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,24.35,Missed,,,,,,,,,,,,,,,,,,
159,PT09M05.00S,2022-03-04T00:37:30.6Z,2,REGULAR,rebound,offensive,[],1626153,,,1610612737,35,43,2022-03-04T00:37:30Z,1580000,,,0,,D. Wright REBOUND (Off:1 Def:1),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,158.0,2.0,1.0,1.0,,,,,,,,,,,,,,
160,PT09M04.00S,2022-03-04T00:37:31.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203476,31.488173455978973,62.745098039215684,1610612737,38,43,2022-03-04T00:37:36Z,1590000,-64.0,243.0,1,left,G. Dieng 25' 3PT  (3 PTS) (D. Wright 1 AST),"[203476, 1626153]",1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,25.17,Made,,,,,,3.0,D. Wright,1626153.0,1.0,,,,,,,,,
162,PT08M47.00S,2022-03-04T00:37:48.8Z,2,REGULAR,turnover,lost ball,[],1629750,,,1610612741,38,43,2022-03-04T00:37:52Z,1610000,,,0,,J. Green lost ball TURNOVER (1 TO),"[1629750, 201568]",1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,1.0,,,Gallinari,201568.0
163,PT08M47.00S,2022-03-04T00:37:48.8Z,2,REGULAR,steal,,[],201568,,,1610612737,38,43,2022-03-04T00:37:51Z,1620000,,,0,,D. Gallinari STEAL (1 STL),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
164,PT08M34.00S,2022-03-04T00:38:01.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203992,5.863994743758213,96.07843137254902,1610612737,41,43,2022-03-04T00:38:06Z,1630000,-230.0,3.0,1,left,B. Bogdanovic 3PT  (3 PTS) (L. Williams 1 AST),"[203992, 101150]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,23.04,Made,,,,,,3.0,L. Williams,101150.0,1.0,,,,,,,,,
166,PT08M13.00S,2022-03-04T00:38:22.0Z,2,REGULAR,2pt,Jump Shot,[],201942,84.57621550591328,73.52941176470588,1610612741,41,45,2022-03-04T00:38:26Z,1650000,118.0,92.0,1,right,D. DeRozan 14' pullup Jump Shot (8 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,14.96,Made,,,,,,8.0,,,,,,,,,,,,
167,PT08M05.00S,2022-03-04T00:38:33.2Z,2,REGULAR,foul,personal,[],1629632,,,1610612737,41,45,2022-03-04T00:38:43Z,1660000,,,0,,C. White personal FOUL (1 PF),"[1629632, 1626153]",1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,201639.0,,,,,1.0,0.0,Wright,1626153.0,,,,,
169,PT07M56.00S,2022-03-04T00:38:59.7Z,2,REGULAR,3pt,Jump Shot,[],101150,7.5722733245729295,96.56862745098039,1610612737,41,45,2022-03-04T00:39:04Z,1680000,-233.0,19.0,1,left,MISS L. Williams 3PT,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,23.35,Missed,,,,,,,,,,,,,,,,,,
170,PT07M52.00S,2022-03-04T00:39:03.7Z,2,REGULAR,rebound,defensive,[],202684,,,1610612741,41,45,2022-03-04T00:39:04Z,1690000,,,0,,T. Thompson REBOUND (Off:0 Def:3),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,169.0,3.0,3.0,0.0,,,,,,,,,,,,,,
171,PT07M41.00S,2022-03-04T00:39:13.8Z,2,REGULAR,2pt,Jump Shot,[],201942,75.90341655716163,74.50980392156863,1610612741,41,45,2022-03-04T00:39:41Z,1700000,123.0,174.0,1,right,MISS D. DeRozan 21' step back Shot,[201942],1610612741.0,CHI,step back,,,DeRozan,D. DeRozan,,,,,21.28,Missed,,,,,,,,,,,,,,,,,,
172,PT07M41.00S,2022-03-04T00:39:13.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,41,45,2022-03-04T00:39:20Z,1710000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,171.0,,,,,,,,,,,,,,,,,
173,PT07M41.00S,2022-03-04T00:39:20.3Z,2,REGULAR,foul,personal,[],203476,,,1610612741,41,45,2022-03-04T00:39:26Z,1720000,,,0,,G. Dieng loose ball personal FOUL (1 PF),"[203476, 202684]",1610612737.0,ATL,loose ball,,,Dieng,G. Dieng,,,,,,,,,,,201639.0,,,,,1.0,0.0,Thompson,202684.0,,,,,
175,PT07M41.00S,2022-03-04T00:39:27.5Z,2,REGULAR,substitution,out,[],201942,,,1610612741,41,45,2022-03-04T00:39:31Z,1740000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
176,PT07M41.00S,2022-03-04T00:39:27.5Z,2,REGULAR,substitution,in,[],203897,,,1610612741,41,45,2022-03-04T00:39:31Z,1750000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
177,PT07M38.00S,2022-03-04T00:39:45.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202684,85.89027595269383,50.98039215686274,1610612741,41,47,2022-03-04T00:39:50Z,1760000,5.0,80.0,1,right,T. Thompson 8' driving floating Jump Shot (6 PTS) (Z. LaVine 3 AST),"[202684, 203897]",1610612741.0,CHI,driving floating,,,Thompson,T. Thompson,,,,,8.02,Made,,,,,,6.0,Z. LaVine,203897.0,3.0,,,,,,,,,
179,PT07M37.00S,2022-03-04T00:39:50.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,41,47,2022-03-04T00:39:50Z,1780000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT07M37.00S,2022-03-04T00:41:54.9Z,2,REGULAR,substitution,out,[],1626153,,,1610612737,41,47,2022-03-04T00:42:09Z,1790000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
181,PT07M37.00S,2022-03-04T00:41:54.9Z,2,REGULAR,substitution,out,[],201568,,,1610612737,41,47,2022-03-04T00:42:09Z,1800000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
182,PT07M37.00S,2022-03-04T00:41:54.9Z,2,REGULAR,substitution,out,[],1629632,,,1610612737,41,47,2022-03-04T00:42:09Z,1810000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
183,PT07M37.00S,2022-03-04T00:41:54.9Z,2,REGULAR,substitution,out,[],1628972,,,1610612737,41,47,2022-03-04T00:42:09Z,1820000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
184,PT07M37.00S,2022-03-04T00:41:54.9Z,2,REGULAR,substitution,in,[],1629631,,,1610612737,41,47,2022-03-04T00:42:09Z,1830000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,
185,PT07M37.00S,2022-03-04T00:41:54.9Z,2,REGULAR,substitution,in,[],1628989,,,1610612737,41,47,2022-03-04T00:42:09Z,1840000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
186,PT07M37.00S,2022-03-04T00:41:54.9Z,2,REGULAR,substitution,in,[],1630245,,,1610612737,41,47,2022-03-04T00:42:09Z,1850000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
187,PT07M37.00S,2022-03-04T00:41:54.9Z,2,REGULAR,substitution,in,[],202696,,,1610612737,41,47,2022-03-04T00:42:09Z,1860000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
188,PT07M18.00S,2022-03-04T00:42:59.9Z,2,REGULAR,2pt,Jump Shot,[],203992,26.757555847568987,60.29411764705882,1610612737,43,47,2022-03-04T00:43:04Z,1870000,-51.0,199.0,1,left,B. Bogdanovic 20' pullup Jump Shot (5 PTS),[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,20.56,Made,,,,,,5.0,,,,,,,,,,,,
190,PT07M02.00S,2022-03-04T00:43:18.7Z,2,REGULAR,turnover,traveling,[],203897,,,1610612741,43,47,2022-03-04T00:43:25Z,1880000,,,0,,Z. LaVine traveling TURNOVER (1 TO),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,201639.0,,,,,,,,,1.0,,,,
191,PT06M49.00S,2022-03-04T00:43:43.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203992,7.30946123521682,40.44117647058824,1610612737,43,47,2022-03-04T00:43:48Z,1890000,48.0,16.0,1,left,MISS B. Bogdanovic driving floating Shot,[203992],1610612737.0,ATL,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,5.05,Missed,,,,,,,,,,,,,,,,,,
192,PT06M45.00S,2022-03-04T00:43:47.8Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,43,47,2022-03-04T00:43:48Z,1900000,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,191.0,4.0,4.0,0.0,,,,,,,,,,,,,,
202,PT06M22.00S,2022-03-04T00:43:57.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629750,86.81011826544021,44.85294117647059,1610612741,43,47,2022-03-04T00:46:44Z,1905000,-26.0,71.0,1,right,MISS J. Green 7' driving floating bank Shot,[1629750],1610612741.0,CHI,driving floating bank,,,Green,J. Green,,,,,7.6,Missed,,,,,,,,,,,,,,,,,,
203,PT06M21.00S,2022-03-04T00:43:58.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,43,47,2022-03-04T00:46:44Z,1907500,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,202.0,,,,,,,,,,,,,,,,,
