actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
378,PT03M26.00S,2022-03-04T01:33:42.1Z,3,REGULAR,steal,,[],202684,,,1610612741,86,79,2022-03-04T01:33:44Z,3700000,,,0,,T. Thompson STEAL (1 STL),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
380,PT03M26.00S,2022-03-04T01:33:55.5Z,3,REGULAR,foul,personal,[],1628989,,,1610612741,86,79,2022-03-04T01:34:01Z,3720000,,,0,,K. Huerter take personal FOUL (3 PF),"[1628989, 203897]",1610612737.0,ATL,take,,,Huerter,K. Huerter,,,,,,,,,,,1627961.0,,,,,3.0,0.0,LaVine,203897.0,,,,,
382,PT03M26.00S,2022-03-04T01:34:04.1Z,3,REGULAR,substitution,out,[],1628989,,,1610612741,86,79,2022-03-04T01:34:18Z,3740000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
383,PT03M26.00S,2022-03-04T01:34:04.1Z,3,REGULAR,substitution,out,[],1629631,,,1610612741,86,79,2022-03-04T01:34:18Z,3750000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,
384,PT03M26.00S,2022-03-04T01:34:04.1Z,3,REGULAR,substitution,in,[],201568,,,1610612741,86,79,2022-03-04T01:34:18Z,3760000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
385,PT03M26.00S,2022-03-04T01:34:04.1Z,3,REGULAR,substitution,in,[],1626153,,,1610612741,86,79,2022-03-04T01:34:18Z,3770000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
386,PT03M26.00S,2022-03-04T01:34:04.1Z,3,REGULAR,substitution,out,[],201942,,,1610612741,86,79,2022-03-04T01:34:27Z,3780000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
387,PT03M26.00S,2022-03-04T01:34:04.1Z,3,REGULAR,substitution,in,[],1629632,,,1610612741,86,79,2022-03-04T01:34:27Z,3790000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
388,PT03M15.00S,2022-03-04T01:34:29.4Z,3,REGULAR,turnover,bad pass,[],203897,,,1610612741,86,79,2022-03-04T01:34:50Z,3800000,,,0,,Z. LaVine bad pass TURNOVER (3 TO),"[203897, 1626153]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,3.0,,,Wright,1626153.0
389,PT03M15.00S,2022-03-04T01:34:29.4Z,3,REGULAR,steal,,[],1626153,,,1610612737,86,79,2022-03-04T01:34:31Z,3810000,,,0,,D. Wright STEAL (1 STL),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
390,PT03M10.00S,2022-03-04T01:34:34.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629027,66.96780551905388,39.950980392156865,1610612737,86,79,2022-03-04T01:34:55Z,3820000,-50.0,258.0,1,right,MISS T. Young 26' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,26.28,Missed,,,,,,,,,,,,,,,,,,
391,PT03M07.00S,2022-03-04T01:34:37.6Z,3,REGULAR,rebound,defensive,[],203897,,,1610612741,86,79,2022-03-04T01:34:37Z,3830000,,,0,,Z. LaVine REBOUND (Off:0 Def:3),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,390.0,3.0,3.0,0.0,,,,,,,,,,,,,,
392,PT03M02.00S,2022-03-04T01:34:41.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,5.469776609724048,50.0,1610612741,86,81,2022-03-04T01:37:26Z,3840000,0.0,-1.0,1,left,A. Dosunmu running Layup (9 PTS) (Z. LaVine 5 AST),"[1630245, 203897]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,0.11,Made,,,,,,9.0,Z. LaVine,203897.0,5.0,,,,,,,,,
394,PT02M45.00S,2022-03-04T01:34:59.2Z,3,REGULAR,3pt,Jump Shot,[],203992,97.05978975032852,95.09803921568627,1610612737,86,81,2022-03-04T01:35:07Z,3860000,225.0,-25.0,1,right,MISS B. Bogdanovic 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,22.69,Missed,,,,,,,,,,,,,,,,,,
395,PT02M44.00S,2022-03-04T01:35:00.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612741,86,81,2022-03-04T01:35:07Z,3870000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,394.0,,,,,,,,,,,,,,,,,
396,PT02M44.00S,2022-03-04T01:35:06.8Z,3,REGULAR,foul,personal,[],203991,,,1610612741,86,81,2022-03-04T01:35:12Z,3880000,,,0,,C. Capela loose ball personal FOUL (1 PF),"[203991, 202684]",1610612737.0,ATL,loose ball,,,Capela,C. Capela,,,,,,,,,,,1627961.0,,,,,1.0,0.0,Thompson,202684.0,,,,,
398,PT02M44.00S,2022-03-04T01:35:14.6Z,3,REGULAR,substitution,out,[],203991,,,1610612741,86,81,2022-03-04T01:35:20Z,3900000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
399,PT02M44.00S,2022-03-04T01:35:14.6Z,3,REGULAR,substitution,out,[],203897,,,1610612741,86,81,2022-03-04T01:35:20Z,3910000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
400,PT02M44.00S,2022-03-04T01:35:14.6Z,3,REGULAR,substitution,in,[],203476,,,1610612741,86,81,2022-03-04T01:35:20Z,3920000,,,0,,SUB in: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,
401,PT02M44.00S,2022-03-04T01:35:14.6Z,3,REGULAR,substitution,in,[],201942,,,1610612741,86,81,2022-03-04T01:35:20Z,3930000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
402,PT02M28.00S,2022-03-04T01:35:44.7Z,3,REGULAR,turnover,lost ball,[],202684,,,1610612741,86,81,2022-03-04T01:35:48Z,3940000,,,0,,T. Thompson lost ball TURNOVER (1 TO),"[202684, 203476]",1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,1.0,,,Dieng,203476.0
403,PT02M28.00S,2022-03-04T01:35:44.7Z,3,REGULAR,steal,,[],203476,,,1610612737,86,81,2022-03-04T01:35:47Z,3950000,,,0,,G. Dieng STEAL (1 STL),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,
404,PT02M10.00S,2022-03-04T01:36:02.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203476,80.23981603153744,92.40196078431373,1610612737,86,81,2022-03-04T01:36:07Z,3960000,212.0,133.0,1,right,MISS G. Dieng 25' 3PT,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,25.04,Missed,,,,,,,,,,,,,,,,,,
405,PT02M07.00S,2022-03-04T01:36:05.2Z,3,REGULAR,rebound,defensive,[],201942,,,1610612741,86,81,2022-03-04T01:36:07Z,3970000,,,0,,D. DeRozan REBOUND (Off:1 Def:5),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,404.0,6.0,5.0,1.0,,,,,,,,,,,,,,
406,PT02M00.00S,2022-03-04T01:36:12.3Z,3,REGULAR,2pt,Jump Shot,[],201942,16.245072273324574,68.62745098039215,1610612741,86,83,2022-03-04T01:36:16Z,3980000,-93.0,100.0,1,left,D. DeRozan 13' turnaround Jump Shot (14 PTS),[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,13.68,Made,,,,,,14.0,,,,,,,,,,,,
407,PT01M45.00S,2022-03-04T01:36:27.6Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,86,83,2022-03-04T01:36:32Z,3990000,,,0,,T. Young bad pass TURNOVER (2 TO),"[1629027, 1630245]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,2.0,,,Dosunmu,1630245.0
408,PT01M45.00S,2022-03-04T01:36:27.6Z,3,REGULAR,steal,,[],1630245,,,1610612741,86,83,2022-03-04T01:36:29Z,4000000,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
409,PT01M37.00S,2022-03-04T01:36:37.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627884,5.863994743758213,50.49019607843137,1610612741,86,85,2022-03-04T01:36:42Z,4010000,-2.0,3.0,1,left,D. Jones Jr. cutting Layup (4 PTS) (A. Dosunmu 4 AST),"[1627884, 1630245]",1610612741.0,CHI,cutting,,,Jones Jr.,D. Jones Jr.,,,,,0.36,Made,,,,,,4.0,A. Dosunmu,1630245.0,4.0,,,,,,,,,
411,PT01M37.00S,2022-03-04T01:36:42.4Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201568,,,1610612741,86,85,2022-03-04T01:36:55Z,4030000,,,0,,D. Gallinari shooting personal FOUL (1 PF) (Jones Jr. 1 FT),"[201568, 1627884]",1610612737.0,ATL,shooting,,,Gallinari,D. Gallinari,,,,,,,,,,,1199.0,,,,,1.0,0.0,Jones Jr.,1627884.0,,,,,
413,PT01M37.00S,2022-03-04T01:36:53.8Z,3,REGULAR,timeout,full,['team'],0,,,1610612741,86,85,2022-03-04T01:36:53Z,4050000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT01M37.00S,2022-03-04T01:38:03.9Z,3,REGULAR,substitution,out,[],1629027,,,1610612741,86,85,2022-03-04T01:38:15Z,4060000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
415,PT01M37.00S,2022-03-04T01:38:03.9Z,3,REGULAR,substitution,out,[],1630245,,,1610612741,86,85,2022-03-04T01:38:15Z,4070000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
416,PT01M37.00S,2022-03-04T01:38:03.9Z,3,REGULAR,substitution,in,[],101150,,,1610612741,86,85,2022-03-04T01:38:15Z,4080000,,,0,,SUB in: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
417,PT01M37.00S,2022-03-04T01:38:03.9Z,3,REGULAR,substitution,in,[],1628972,,,1610612741,86,85,2022-03-04T01:38:15Z,4090000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
418,PT01M37.00S,2022-03-04T01:38:42.2Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1627884,,,1610612741,86,85,2022-03-04T01:38:44Z,4100000,,,0,,MISS D. Jones Jr. Free Throw 1 of 1,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,
419,PT01M35.00S,2022-03-04T01:38:44.2Z,3,REGULAR,rebound,defensive,[],203476,,,1610612737,86,85,2022-03-04T01:38:44Z,4110000,,,0,,G. Dieng REBOUND (Off:0 Def:1),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,418.0,1.0,1.0,0.0,,,,,,,,,,,,,,
420,PT01M24.00S,2022-03-04T01:38:53.8Z,3,REGULAR,3pt,Jump Shot,[],203992,93.11760840998686,94.85294117647058,1610612737,86,85,2022-03-04T01:38:58Z,4120000,224.0,12.0,1,right,MISS B. Bogdanovic 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,22.46,Missed,,,,,,,,,,,,,,,,,,
421,PT01M21.00S,2022-03-04T01:38:56.8Z,3,REGULAR,rebound,defensive,[],1629632,,,1610612741,86,85,2022-03-04T01:38:58Z,4130000,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,420.0,1.0,1.0,0.0,,,,,,,,,,,,,,
422,PT01M16.00S,2022-03-04T01:39:01.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628972,8.623521681997373,2.941176470588235,1610612741,86,88,2022-03-04T01:39:07Z,4140000,235.0,29.0,1,left,T. Brown Jr. 3PT  (6 PTS) (C. White 3 AST),"[1628972, 1629632]",1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,23.7,Made,,,,,,6.0,C. White,1629632.0,3.0,,,,,,,,,
424,PT01M04.00S,2022-03-04T01:39:13.1Z,3,REGULAR,2pt,Jump Shot,[],101150,89.56964520367937,66.91176470588235,1610612737,88,88,2022-03-04T01:39:22Z,4160000,85.0,46.0,1,right,L. Williams 9' driving floating bank Jump Shot (2 PTS),[101150],1610612737.0,ATL,driving floating bank,,,Williams,L. Williams,,,,,9.61,Made,,,,,,2.0,,,,,,,,,,,,
425,PT00M52.60S,2022-03-04T01:39:26.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,6.258212877792378,45.09803921568628,1610612741,88,90,2022-03-04T01:39:30Z,4170000,25.0,6.0,1,left,C. White driving Layup (10 PTS),[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,2.53,Made,,,,,,10.0,,,,,,,,,,,,
426,PT00M44.40S,2022-03-04T01:39:36.7Z,3,REGULAR,3pt,Jump Shot,[],203992,80.3712220762155,92.8921568627451,1610612737,88,90,2022-03-04T01:39:41Z,4180000,214.0,132.0,1,right,MISS B. Bogdanovic 25' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,25.19,Missed,,,,,,,,,,,,,,,,,,
427,PT00M41.70S,2022-03-04T01:39:39.4Z,3,REGULAR,rebound,defensive,[],1628972,,,1610612741,88,90,2022-03-04T01:39:41Z,4190000,,,0,,T. Brown Jr. REBOUND (Off:1 Def:1),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,426.0,2.0,1.0,1.0,,,,,,,,,,,,,,
428,PT00M34.10S,2022-03-04T01:39:46.9Z,3,REGULAR,2pt,Jump Shot,[],201942,22.158344283837057,52.94117647058824,1610612741,88,90,2022-03-04T01:39:53Z,4200000,-15.0,156.0,1,left,MISS D. DeRozan 15' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,15.65,Missed,,,,,,,,,,,,,,,,,,
429,PT00M28.90S,2022-03-04T01:39:52.1Z,3,REGULAR,rebound,defensive,[],203476,,,1610612737,88,90,2022-03-04T01:47:49Z,4210000,,,0,,G. Dieng REBOUND (Off:0 Def:2),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,428.0,2.0,2.0,0.0,,,,,,,,,,,,,,
432,PT00M08.00S,2022-03-04T01:40:14.0Z,3,REGULAR,foul,personal,['2freethrow'],201942,,,1610612737,88,90,2022-03-04T01:40:45Z,4240000,,,0,,D. DeRozan shooting personal FOUL (3 PF) (Gallinari 2 FT),"[201942, 201568]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,,,,,,,1199.0,,,,,3.0,0.0,Gallinari,201568.0,,,,,
434,PT00M08.00S,2022-03-04T01:40:46.5Z,3,REGULAR,freethrow,1 of 2,[],201568,,,1610612737,89,90,2022-03-04T01:40:46Z,4260000,,,0,,D. Gallinari Free Throw 1 of 2 (10 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,Made,,,,,,10.0,,,,,,,,,,,,
435,PT00M08.00S,2022-03-04T01:41:06.0Z,3,REGULAR,freethrow,2 of 2,[],201568,,,1610612737,90,90,2022-03-04T01:41:06Z,4270000,,,0,,D. Gallinari Free Throw 2 of 2 (11 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,Made,,,,,,11.0,,,,,,,,,,,,
436,PT00M00.70S,2022-03-04T01:41:17.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,15.325229960578188,58.333333333333336,1610612741,90,92,2022-03-04T01:41:23Z,4280000,-42.0,92.0,1,left,D. DeRozan 10' floating Jump Shot (16 PTS),[201942],1610612741.0,CHI,floating,,,DeRozan,D. DeRozan,,,,,10.06,Made,,,,,,16.0,,,,,,,,,,,,
437,PT00M00.00S,2022-03-04T01:41:25.7Z,3,REGULAR,period,end,[],0,,,1610612737,90,92,2022-03-04T01:41:25Z,4290000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT12M00.00S,2022-03-04T01:43:18.1Z,4,REGULAR,substitution,out,['startperiod'],1627884,,,1610612737,90,92,2022-03-04T01:43:48Z,4300000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
439,PT12M00.00S,2022-03-04T01:43:18.1Z,4,REGULAR,substitution,in,['startperiod'],202696,,,1610612737,90,92,2022-03-04T01:43:48Z,4310000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
440,PT12M00.00S,2022-03-04T01:44:01.9Z,4,REGULAR,period,start,[],0,,,1610612741,90,92,2022-03-04T01:44:01Z,4320000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT11M48.00S,2022-03-04T01:44:13.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,17.427726675427067,47.05882352941176,1610612741,90,92,2022-03-04T01:44:18Z,4330000,15.0,111.0,1,left,MISS D. DeRozan 11' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,11.23,Missed,,,,,,,,,,,,,,,,,,
442,PT11M44.00S,2022-03-04T01:44:17.7Z,4,REGULAR,rebound,defensive,[],201568,,,1610612737,90,92,2022-03-04T01:44:18Z,4340000,,,0,,D. Gallinari REBOUND (Off:1 Def:4),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,441.0,5.0,4.0,1.0,,,,,,,,,,,,,,
443,PT11M41.00S,2022-03-04T01:44:19.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203992,77.34888304862024,90.44117647058823,1610612737,93,92,2022-03-04T01:44:28Z,4350000,202.0,160.0,1,right,B. Bogdanovic 25' 3PT  (10 PTS) (D. Wright 2 AST),"[203992, 1626153]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,25.81,Made,,,,,,10.0,D. Wright,1626153.0,2.0,,,,,,,,,
445,PT11M27.00S,2022-03-04T01:44:37.0Z,4,REGULAR,foul,personal,[],203992,,,1610612741,93,92,2022-03-04T01:44:56Z,4370000,,,0,,B. Bogdanovic personal FOUL (2 PF),"[203992, 202696]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,1627961.0,,,,,2.0,0.0,Vucevic,202696.0,,,,,
447,PT11M22.00S,2022-03-04T01:44:56.7Z,4,REGULAR,foul,personal,[],203992,,,1610612741,93,92,2022-03-04T01:45:10Z,4390000,,,0,,B. Bogdanovic personal FOUL (3 PF),"[203992, 201942]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,201639.0,,,,,3.0,0.0,DeRozan,201942.0,,,,,
449,PT11M20.00S,2022-03-04T01:45:25.3Z,4,REGULAR,2pt,Jump Shot,[],201942,15.850854139290407,69.36274509803921,1610612741,93,94,2022-03-04T01:45:34Z,4410000,-97.0,96.0,1,left,D. DeRozan 13' Jump Shot (18 PTS) (C. White 4 AST),"[201942, 1629632]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,13.67,Made,,,,,,18.0,C. White,1629632.0,4.0,,,,,,,,,
451,PT11M04.00S,2022-03-04T01:45:41.5Z,4,REGULAR,3pt,Jump Shot,[],201568,82.9993429697766,95.83333333333334,1610612737,93,94,2022-03-04T01:45:48Z,4430000,229.0,107.0,1,right,MISS D. Gallinari 25' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,25.31,Missed,,,,,,,,,,,,,,,,,,
452,PT11M02.00S,2022-03-04T01:45:43.5Z,4,REGULAR,rebound,offensive,[],1626153,,,1610612737,93,94,2022-03-04T01:45:48Z,4440000,,,0,,D. Wright REBOUND (Off:2 Def:1),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,451.0,3.0,1.0,2.0,,,,,,,,,,,,,,
453,PT11M00.00S,2022-03-04T01:45:48.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,93,94,2022-03-04T01:45:48Z,4450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT10M57.00S,2022-03-04T01:46:08.0Z,4,REGULAR,turnover,lost ball,[],101150,,,1610612737,93,94,2022-03-04T01:46:12Z,4460000,,,0,,L. Williams lost ball TURNOVER (1 TO),"[101150, 201942]",1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,1.0,,,DeRozan,201942.0
455,PT10M57.00S,2022-03-04T01:46:08.0Z,4,REGULAR,steal,,[],201942,,,1610612741,93,94,2022-03-04T01:46:10Z,4470000,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
456,PT10M51.00S,2022-03-04T01:46:14.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629632,22.421156373193167,89.70588235294117,1610612741,93,97,2022-03-04T01:46:22Z,4480000,-199.0,158.0,1,left,C. White 25' 3PT  (13 PTS) (D. DeRozan 8 AST),"[1629632, 201942]",1610612741.0,CHI,,,,White,C. White,,,,,25.39,Made,,,,,,13.0,D. DeRozan,201942.0,8.0,,,,,,,,,
458,PT10M47.00S,2022-03-04T01:46:22.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,93,97,2022-03-04T01:46:22Z,4500000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT10M47.00S,2022-03-04T01:48:08.9Z,4,REGULAR,substitution,out,[],201568,,,1610612737,93,97,2022-03-04T01:48:22Z,4510000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
460,PT10M47.00S,2022-03-04T01:48:08.9Z,4,REGULAR,substitution,in,[],1629631,,,1610612737,93,97,2022-03-04T01:48:22Z,4520000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,
461,PT10M37.00S,2022-03-04T01:49:18.8Z,4,REGULAR,foul,personal,['2freethrow'],202696,,,1610612737,93,97,2022-03-04T01:49:41Z,4530000,,,0,,N. Vucevic shooting personal FOUL (3 PF) (Williams 2 FT),"[202696, 101150]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,,,,,,,201639.0,,,,,3.0,0.0,Williams,101150.0,,,,,
463,PT10M37.00S,2022-03-04T01:49:43.6Z,4,REGULAR,freethrow,1 of 2,[],101150,,,1610612737,93,97,2022-03-04T01:49:43Z,4550000,,,0,,MISS L. Williams Free Throw 1 of 2,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,Missed,,,,,,,,,,,,,,,,,,
464,PT10M37.00S,2022-03-04T01:49:43.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,93,97,2022-03-04T01:49:43Z,4560000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,463.0,,,,,,,,,,,,,,,,,
465,PT10M37.00S,2022-03-04T01:50:00.2Z,4,REGULAR,freethrow,2 of 2,[],101150,,,1610612737,94,97,2022-03-04T01:50:00Z,4570000,,,0,,L. Williams Free Throw 2 of 2 (3 PTS),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,Made,,,,,,3.0,,,,,,,,,,,,
466,PT10M24.00S,2022-03-04T01:50:14.1Z,4,REGULAR,2pt,Jump Shot,[],201942,24.26084099868594,54.65686274509803,1610612741,94,99,2022-03-04T01:50:18Z,4580000,-23.0,176.0,1,left,D. DeRozan 17' pullup Jump Shot (20 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,17.71,Made,,,,,,20.0,,,,,,,,,,,,
467,PT10M11.00S,2022-03-04T01:50:27.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101150,80.76544021024968,41.66666666666667,1610612737,94,99,2022-03-04T01:51:16Z,4590000,-42.0,128.0,1,right,MISS L. Williams 13' fadeaway Shot,[101150],1610612737.0,ATL,fadeaway,,,Williams,L. Williams,,,,,13.49,Missed,,,,,,,,,,,,,,,,,,
468,PT10M08.00S,2022-03-04T01:50:30.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612741,94,99,2022-03-04T02:04:07Z,4600000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,467.0,,,,,,,,,,,,,,,,,
471,PT10M08.00S,2022-03-04T01:50:35.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,94,99,2022-03-04T02:04:07Z,4630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT10M00.00S,2022-03-04T01:50:48.6Z,4,REGULAR,2pt,Jump Shot,[],201942,21.50131406044678,68.13725490196079,1610612741,94,101,2022-03-04T01:50:52Z,4640000,-91.0,150.0,1,left,D. DeRozan 17' pullup Jump Shot (22 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,17.49,Made,,,,,,22.0,,,,,,,,,,,,
473,PT09M44.00S,2022-03-04T01:51:04.2Z,4,REGULAR,3pt,Jump Shot,[],203476,69.72733245729303,28.186274509803923,1610612737,94,101,2022-03-04T01:51:09Z,4650000,-109.0,232.0,1,right,MISS G. Dieng 25' 3PT,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,25.65,Missed,,,,,,,,,,,,,,,,,,
