actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
352,PT01M07.00S,2025-12-01T03:36:36.6Z,2,REGULAR,substitution,in,[],1629028,,,1610612747,74,54,2025-12-01T03:36:40Z,3480000,False,,,0,,SUB in: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT01M07.00S,2025-12-01T03:36:58.3Z,2,REGULAR,freethrow,2 of 2,[],1629029,,,1610612747,75,54,2025-12-01T03:36:58Z,3490000,False,,,0,,L. Dončić Free Throw 2 of 2 (22 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,,
354,PT00M54.80S,2025-12-01T03:37:14.3Z,2,REGULAR,foul,personal,['2freethrow'],1629060,,,1610612740,75,54,2025-12-01T03:37:19Z,3500000,False,,,0,,R. Hachimura shooting personal FOUL (2 PF) (Bey 2 FT),"[1629060, 1630180]",1610612747.0,LAL,shooting,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,,,,202053.0,2.0,0.0,Bey,1630180.0,,,,,,
356,PT00M54.80S,2025-12-01T03:37:40.5Z,2,REGULAR,freethrow,1 of 2,[],1630180,,,1610612740,75,55,2025-12-01T03:38:01Z,3520000,False,,,0,,S. Bey Free Throw 1 of 2 (9 PTS),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
357,PT00M54.80S,2025-12-01T03:37:40.5Z,2,REGULAR,freethrow,2 of 2,[],1630180,,,1610612740,75,55,2025-12-01T03:38:01Z,3530000,False,,,0,,MISS S. Bey Free Throw 2 of 2,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
358,PT00M53.00S,2025-12-01T03:37:42.3Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612747,75,55,2025-12-01T03:38:01Z,3540000,False,,,0,,D. Ayton REBOUND (Off:1 Def:5),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,357.0,6.0,5.0,1.0,,,,,,,,,,,,,,
359,PT00M43.80S,2025-12-01T03:38:09.5Z,2,REGULAR,3pt,Jump Shot,[],1629060,20.942838370565042,8.57843137254902,1610612747,75,55,2025-12-01T03:38:15Z,3550000,False,207.0,144.0,1,left,MISS R. Hachimura 25' 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,25.25,Missed,,,,,,,,,,,,,,,,,,
360,PT00M40.70S,2025-12-01T03:38:12.6Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612740,75,55,2025-12-01T03:38:15Z,3560000,False,,,0,,S. Bey REBOUND (Off:1 Def:5),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,359.0,6.0,5.0,1.0,,,,,,,,,,,,,,
361,PT00M36.00S,2025-12-01T03:38:17.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642877,77.57884362680683,10.784313725490193,1610612740,75,55,2025-12-01T03:44:31Z,3570000,False,-196.0,158.0,1,right,MISS M. Peavy 25' running 3PT,[1642877],1610612740.0,NOP,running,,,Peavy,M. Peavy,,,,,Above the Break 3,24+ Left Center,25.2,Missed,,,,,,,,,,,,,,,,,,
362,PT00M32.80S,2025-12-01T03:38:20.5Z,2,REGULAR,rebound,offensive,[],1630180,,,1610612740,75,55,2025-12-01T03:38:27Z,3580000,False,,,0,,S. Bey REBOUND (Off:2 Def:5),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,361.0,7.0,5.0,2.0,,,,,,,,,,,,,,
363,PT00M32.80S,2025-12-01T03:38:22.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,92.95335085413929,51.22549019607843,1610612740,75,57,2025-12-01T03:38:35Z,3590000,False,6.0,14.0,1,right,S. Bey putback Layup (11 PTS),[1630180],1610612740.0,NOP,putback,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1.5,Made,,,,,11.0,,,,,,,,,,,,,
364,PT00M13.90S,2025-12-01T03:38:42.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,17.526281208935615,50.98039215686275,1610612747,75,57,2025-12-01T03:45:01Z,3600000,False,-5.0,112.0,1,left,MISS A. Reaves 11' fadeaway Shot,[1630559],1610612747.0,LAL,fadeaway,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,11.23,Missed,,,,,,,,,,,,,,,,,,
365,PT00M10.00S,2025-12-01T03:38:46.7Z,2,REGULAR,rebound,defensive,[],1642877,,,1610612740,75,57,2025-12-01T03:38:46Z,3610000,False,,,0,,M. Peavy REBOUND (Off:0 Def:1),[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,In The Paint (Non-RA),8-16 Center,,,364.0,1.0,1.0,0.0,,,,,,,,,,,,,,
366,PT00M07.00S,2025-12-01T03:38:52.5Z,2,REGULAR,foul,offensive,['inpenalty'],1642877,,,1610612740,75,57,2025-12-01T03:39:01Z,3620000,False,,,0,,M. Peavy offensive FOUL (3 PF),"[1642877, 1630559]",1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,Above the Break 3,24+ Center,,,,,,,,,,202053.0,3.0,0.0,Reaves,1630559.0,,,,,,
368,PT00M07.00S,2025-12-01T03:38:52.5Z,2,REGULAR,turnover,offensive foul,[],1642877,,,1610612740,75,57,2025-12-01T03:38:52Z,3640000,False,,,0,,M. Peavy offensive foul TURNOVER (2 TO),[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,Above the Break 3,24+ Center,,,,,,,,,,202053.0,,,,,2.0,,,,,
369,PT00M01.80S,2025-12-01T03:39:14.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630559,9.510512483574246,59.068627450980394,1610612747,77,57,2025-12-01T03:39:26Z,3650000,False,-45.0,37.0,1,left,A. Reaves fadeaway bank Jump Shot (18 PTS),[1630559],1610612747.0,LAL,fadeaway bank,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,5.84,Made,,,,,18.0,,,,,,,,,,,,,
370,PT00M00.80S,2025-12-01T03:39:24.4Z,2,REGULAR,heave,,[],0,,,1610612740,77,57,2025-12-01T03:40:07Z,3660000,False,,,0,,NOP Heave,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,49.4,,,,,,,,,,,,,,,,,,,
371,PT00M00.10S,2025-12-01T03:39:25.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,77,57,2025-12-01T03:40:07Z,3670000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,370.0,,,,,,,,,,,,,,,,,
372,PT00M00.00S,2025-12-01T03:39:28.9Z,2,REGULAR,period,end,[],0,,,1610612740,77,57,2025-12-01T03:39:28Z,3680000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2025-12-01T03:54:07.5Z,3,REGULAR,substitution,out,['startperiod'],1642877,,,1610612740,77,57,2025-12-01T03:54:45Z,3690000,False,,,0,,SUB out: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT12M00.00S,2025-12-01T03:54:07.5Z,3,REGULAR,substitution,out,['startperiod'],1630631,,,1610612740,77,57,2025-12-01T03:54:45Z,3700000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT12M00.00S,2025-12-01T03:54:07.5Z,3,REGULAR,substitution,out,['startperiod'],1641725,,,1610612740,77,57,2025-12-01T03:54:45Z,3710000,False,,,0,,SUB out: T. Alexander,[1641725],1610612740.0,NOP,,,,Alexander,T. Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT12M00.00S,2025-12-01T03:54:07.5Z,3,REGULAR,substitution,out,['startperiod'],1626172,,,1610612740,77,57,2025-12-01T03:54:45Z,3720000,False,,,0,,SUB out: K. Looney,[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT12M00.00S,2025-12-01T03:54:07.5Z,3,REGULAR,substitution,in,['startperiod'],1631121,,,1610612740,77,57,2025-12-01T03:54:45Z,3730000,False,,,0,,SUB in: B. McGowens,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT12M00.00S,2025-12-01T03:54:07.5Z,3,REGULAR,substitution,in,['startperiod'],1642274,,,1610612740,77,57,2025-12-01T03:54:45Z,3740000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT12M00.00S,2025-12-01T03:54:07.5Z,3,REGULAR,substitution,in,['startperiod'],1642852,,,1610612740,77,57,2025-12-01T03:54:45Z,3750000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT12M00.00S,2025-12-01T03:54:07.5Z,3,REGULAR,substitution,in,['startperiod'],1642847,,,1610612740,77,57,2025-12-01T03:54:45Z,3760000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT12M00.00S,2025-12-01T03:54:46.0Z,3,REGULAR,period,start,[],0,,,1610612740,77,57,2025-12-01T03:54:46Z,3770000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT11M44.00S,2025-12-01T03:55:02.8Z,3,REGULAR,foul,personal,[],1629216,,,1610612740,77,57,2025-12-01T03:55:07Z,3780000,False,,,0,,G. Vincent personal FOUL (1 PF),"[1629216, 1630180]",1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,,,,,202053.0,1.0,0.0,Bey,1630180.0,,,,,,
384,PT11M40.00S,2025-12-01T03:55:22.4Z,3,REGULAR,2pt,Jump Shot,[],1631121,23.833771353482263,45.09803921568627,1610612740,77,59,2025-12-01T03:55:31Z,3800000,False,25.0,172.0,1,left,B. McGowens 17' pullup Jump Shot (12 PTS) (D. Queen 3 AST),"[1631121, 1642852]",1610612740.0,NOP,pullup,,,McGowens,B. McGowens,,,,,Mid-Range,16-24 Center,17.32,Made,,,,,12.0,,,,,,,,,D. Queen,1642852.0,3.0,,
386,PT11M26.00S,2025-12-01T03:55:35.9Z,3,REGULAR,3pt,Jump Shot,[],1629029,72.32260183968462,14.705882352941174,1610612747,77,59,2025-12-01T03:55:42Z,3820000,False,-176.0,208.0,1,right,MISS L. Dončić 27' 3PT,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,27.26,Missed,,,,,,,,,,,,,,,,,,
387,PT11M24.00S,2025-12-01T03:55:37.9Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612740,77,59,2025-12-01T03:55:42Z,3830000,False,,,0,,S. Bey REBOUND (Off:2 Def:6),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,386.0,8.0,6.0,2.0,,,,,,,,,,,,,,
388,PT11M12.00S,2025-12-01T03:55:51.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,8.196452036793687,51.71568627450981,1610612740,77,61,2025-12-01T03:55:59Z,3840000,False,-9.0,25.0,1,left,S. Bey driving Layup (13 PTS) (B. McGowens 2 AST),"[1630180, 1631121]",1610612740.0,NOP,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,2.6,Made,,,,,13.0,,,,,,,,,B. McGowens,1631121.0,2.0,,
390,PT10M55.00S,2025-12-01T03:56:08.2Z,3,REGULAR,foul,personal,['2freethrow'],1642274,,,1610612747,77,61,2025-12-01T03:56:15Z,3860000,False,,,0,,Y. Missi shooting personal FOUL (3 PF) (Ayton 2 FT),"[1642274, 1629028]",1610612740.0,NOP,shooting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,,,202053.0,3.0,0.0,Ayton,1629028.0,,,,,,
392,PT10M55.00S,2025-12-01T03:56:34.0Z,3,REGULAR,freethrow,1 of 2,[],1629028,,,1610612747,78,61,2025-12-01T03:56:34Z,3880000,False,,,0,,D. Ayton Free Throw 1 of 2 (11 PTS),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
393,PT10M55.00S,2025-12-01T03:56:45.3Z,3,REGULAR,freethrow,2 of 2,[],1629028,,,1610612747,79,61,2025-12-01T03:56:45Z,3890000,False,,,0,,D. Ayton Free Throw 2 of 2 (12 PTS),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
394,PT10M47.00S,2025-12-01T03:56:55.1Z,3,REGULAR,2pt,Jump Shot,[],1642847,23.702365308804204,24.75490196078431,1610612740,79,63,2025-12-01T03:57:07Z,3900000,False,126.0,170.0,1,left,J. Fears 21' pullup Jump Shot (7 PTS),[1642847],1610612740.0,NOP,pullup,,,Fears,J. Fears,,,,,Mid-Range,16-24 Right Center,21.2,Made,,,,,7.0,,,,,,,,,,,,,
395,PT10M27.00S,2025-12-01T03:57:15.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629060,81.65243101182654,48.28431372549019,1610612747,81,63,2025-12-01T03:57:44Z,3910000,False,-9.0,120.0,1,right,R. Hachimura 12' step back Jump Shot (9 PTS),[1629060],1610612747.0,LAL,step back,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,12.03,Made,,,,,9.0,,,,,,,,,,,,,
397,PT10M09.00S,2025-12-01T03:57:32.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,11.218791064388967,63.23529411764706,1610612740,81,63,2025-12-01T03:58:01Z,3930000,False,-66.0,53.0,1,left,MISS S. Bey 8' driving floating bank Shot,[1630180],1610612740.0,NOP,driving floating bank,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Left,8.48,Missed,,,,,,,,,,,,,,,,,,
398,PT10M06.00S,2025-12-01T03:57:35.4Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612747,81,63,2025-12-01T03:58:47Z,3940000,False,,,0,,L. Dončić REBOUND (Off:1 Def:7),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Left,,,397.0,8.0,7.0,1.0,,,,,,,,,,,,,,
399,PT09M57.00S,2025-12-01T03:57:47.2Z,3,REGULAR,foul,personal,['2freethrow'],1642852,,,1610612747,81,63,2025-12-01T03:58:20Z,3950000,False,,,0,,D. Queen shooting personal FOUL (4 PF) (Dončić 2 FT),"[1642852, 1629029]",1610612740.0,NOP,shooting,,,Queen,D. Queen,,,,,Mid-Range,8-16 Right,,,,,,,,,,1626301.0,4.0,0.0,Dončić,1629029.0,,,,,,
401,PT09M57.00S,2025-12-01T03:58:23.6Z,3,REGULAR,freethrow,1 of 2,[],1629029,,,1610612747,82,63,2025-12-01T03:58:23Z,3970000,False,,,0,,L. Dončić Free Throw 1 of 2 (23 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,,,,,23.0,,,,,,,,,,,,,
402,PT09M57.00S,2025-12-01T03:58:27.7Z,3,REGULAR,substitution,out,[],1642852,,,1610612747,82,63,2025-12-01T03:58:37Z,3980000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT09M57.00S,2025-12-01T03:58:27.7Z,3,REGULAR,substitution,in,[],1642877,,,1610612747,82,63,2025-12-01T03:58:37Z,3990000,False,,,0,,SUB in: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT09M57.00S,2025-12-01T03:58:56.0Z,3,REGULAR,freethrow,2 of 2,[],1629029,,,1610612747,83,63,2025-12-01T03:58:56Z,4000000,False,,,0,,L. Dončić Free Throw 2 of 2 (24 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,,,,,24.0,,,,,,,,,,,,,
405,PT09M48.00S,2025-12-01T03:59:07.5Z,3,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612740,83,63,2025-12-01T03:59:12Z,4010000,False,,,0,,G. Vincent shooting personal FOUL (2 PF) (Fears 2 FT),"[1629216, 1642847]",1610612747.0,LAL,shooting,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,1626301.0,2.0,0.0,Fears,1642847.0,,,,,,
407,PT09M48.00S,2025-12-01T03:59:39.3Z,3,REGULAR,freethrow,1 of 2,[],1642847,,,1610612740,83,64,2025-12-01T03:59:39Z,4030000,False,,,0,,J. Fears Free Throw 1 of 2 (8 PTS),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
408,PT09M48.00S,2025-12-01T03:59:55.6Z,3,REGULAR,freethrow,2 of 2,[],1642847,,,1610612740,83,65,2025-12-01T03:59:55Z,4040000,False,,,0,,J. Fears Free Throw 2 of 2 (9 PTS),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
409,PT09M37.00S,2025-12-01T04:00:08.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,93.74178712220763,48.0392156862745,1610612747,85,65,2025-12-01T04:00:16Z,4050000,False,-10.0,6.0,1,right,D. Ayton cutting DUNK (14 PTS) (G. Vincent 4 AST),"[1629028, 1629216]",1610612747.0,LAL,cutting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,1.17,Made,,,,,14.0,,,,,,,,,G. Vincent,1629216.0,4.0,,
411,PT09M14.00S,2025-12-01T04:00:31.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631121,9.379106438896187,49.50980392156863,1610612740,85,65,2025-12-01T04:01:17Z,4070000,False,2.0,36.0,1,left,MISS B. McGowens driving Layup,[1631121],1610612740.0,NOP,driving,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,3.58,Missed,,,,,,,,,,,,,,,,,,
412,PT09M12.00S,2025-12-01T04:00:33.3Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612747,85,65,2025-12-01T04:00:37Z,4080000,False,,,0,,D. Ayton REBOUND (Off:1 Def:6),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,411.0,7.0,6.0,1.0,,,,,,,,,,,,,,
413,PT09M04.00S,2025-12-01T04:00:41.6Z,3,REGULAR,3pt,Jump Shot,[],1630559,66.93495400788436,79.90196078431373,1610612747,85,65,2025-12-01T04:01:59Z,4090000,False,150.0,258.0,1,right,MISS A. Reaves 29' step back 3PT,[1630559],1610612747.0,LAL,step back,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,29.84,Missed,,,,,,,,,,,,,,,,,,
414,PT09M00.00S,2025-12-01T04:00:46.6Z,3,REGULAR,rebound,offensive,[],1629216,,,1610612747,85,65,2025-12-01T04:00:46Z,4100000,False,,,0,,G. Vincent REBOUND (Off:1 Def:1),[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,,,413.0,2.0,1.0,1.0,,,,,,,,,,,,,,
415,PT08M55.00S,2025-12-01T04:00:51.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629029,95.05584756898817,47.79411764705882,1610612747,85,65,2025-12-01T04:00:57Z,4110000,False,-11.0,-6.0,1,right,MISS L. Dončić driving Layup,[1629029],1610612747.0,LAL,driving,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,1.25,Missed,,,,,,,,,,,,,,,,,,
416,PT08M54.00S,2025-12-01T04:00:52.0Z,3,REGULAR,rebound,defensive,[],1631121,,,1610612740,85,65,2025-12-01T04:02:35Z,4120000,False,,,0,,B. McGowens REBOUND (Off:0 Def:4),[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,,,415.0,4.0,4.0,0.0,,,,,,,,,,,,,,
417,PT08M49.00S,2025-12-01T04:00:56.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,23.04533508541394,87.74509803921569,1610612740,85,68,2025-12-01T04:02:46Z,4130000,False,-189.0,164.0,1,left,S. Bey 25' 3PT running (16 PTS) (B. McGowens 3 AST),"[1630180, 1631121]",1610612740.0,NOP,running,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,25.01,Made,,,,,16.0,,,,,,,,,B. McGowens,1631121.0,3.0,,
419,PT08M34.00S,2025-12-01T04:01:11.7Z,3,REGULAR,3pt,Jump Shot,[],1629060,75.08212877792378,14.950980392156865,1610612747,85,68,2025-12-01T04:01:19Z,4150000,False,-175.0,182.0,1,right,MISS R. Hachimura 25' 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,25.24,Missed,,,,,,,,,,,,,,,,,,
420,PT08M30.00S,2025-12-01T04:01:15.7Z,3,REGULAR,rebound,offensive,[],1629028,,,1610612747,85,68,2025-12-01T04:03:17Z,4160000,False,,,0,,D. Ayton REBOUND (Off:2 Def:6),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Left Center,,,419.0,8.0,6.0,2.0,,,,,,,,,,,,,,
421,PT08M27.00S,2025-12-01T04:01:18.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629029,70.08869908015768,86.76470588235294,1610612747,85,68,2025-12-01T04:01:26Z,4170000,False,184.0,229.0,1,right,MISS L. Dončić 29' 3PT,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,29.34,Missed,,,,,,,,,,,,,,,,,,
422,PT08M24.00S,2025-12-01T04:01:21.2Z,3,REGULAR,rebound,defensive,[],1642847,,,1610612740,85,68,2025-12-01T04:03:55Z,4180000,False,,,0,,J. Fears REBOUND (Off:0 Def:2),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Right Center,,,421.0,2.0,2.0,0.0,,,,,,,,,,,,,,
423,PT08M19.00S,2025-12-01T04:01:26.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642847,5.831143232588701,47.79411764705882,1610612740,85,70,2025-12-01T04:01:43Z,4190000,False,11.0,2.0,1,left,J. Fears running Layup (11 PTS),[1642847],1610612740.0,NOP,running,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,1.12,Made,,,,,11.0,,,,,,,,,,,,,
424,PT08M19.00S,2025-12-01T04:01:32.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,85,70,2025-12-01T04:01:32Z,4200000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT08M04.00S,2025-12-01T04:04:48.6Z,3,REGULAR,3pt,Jump Shot,[],1629060,77.18462549277267,12.25490196078431,1610612747,88,70,2025-12-01T04:04:54Z,4210000,False,-189.0,162.0,1,right,R. Hachimura 24' 3PT  (12 PTS) (L. Dončić 7 AST),"[1629060, 1629029]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,24.87,Made,,,,,12.0,,,,,,,,,L. Dončić,1629029.0,7.0,,
428,PT07M37.00S,2025-12-01T04:05:16.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,5.962549277266746,47.30392156862745,1610612740,88,72,2025-12-01T04:05:24Z,4240000,False,13.0,4.0,1,left,J. Fears driving reverse Layup (13 PTS) (Y. Missi 1 AST),"[1642847, 1642274]",1610612740.0,NOP,driving reverse,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,13.0,,,,,,,,,Y. Missi,1642274.0,1.0,,
430,PT07M22.00S,2025-12-01T04:05:33.4Z,3,REGULAR,foul,personal,['3freethrow'],1642274,,,1610612747,88,72,2025-12-01T04:05:45Z,4260000,False,,,0,,Y. Missi shooting personal FOUL (4 PF) (Reaves 3 FT),"[1642274, 1630559]",1610612740.0,NOP,shooting,,,Missi,Y. Missi,,,,,Left Corner 3,24+ Left,,,,,,,,,,202053.0,4.0,0.0,Reaves,1630559.0,,,,,,
432,PT07M22.00S,2025-12-01T04:05:59.0Z,3,REGULAR,freethrow,1 of 3,[],1630559,,,1610612747,89,72,2025-12-01T04:05:59Z,4280000,False,,,0,,A. Reaves Free Throw 1 of 3 (19 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
433,PT07M22.00S,2025-12-01T04:06:17.1Z,3,REGULAR,freethrow,2 of 3,[],1630559,,,1610612747,90,72,2025-12-01T04:06:17Z,4290000,False,,,0,,A. Reaves Free Throw 2 of 3 (20 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
434,PT07M22.00S,2025-12-01T04:06:17.8Z,3,REGULAR,substitution,out,[],1642274,,,1610612747,90,72,2025-12-01T04:06:21Z,4300000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT07M22.00S,2025-12-01T04:06:17.8Z,3,REGULAR,substitution,in,[],1626172,,,1610612747,90,72,2025-12-01T04:06:21Z,4310000,False,,,0,,SUB in: K. Looney,[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT07M22.00S,2025-12-01T04:06:34.5Z,3,REGULAR,freethrow,3 of 3,[],1630559,,,1610612747,91,72,2025-12-01T04:06:34Z,4320000,False,,,0,,A. Reaves Free Throw 3 of 3 (21 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,,
437,PT07M07.00S,2025-12-01T04:06:53.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,9.379106438896187,37.254901960784316,1610612740,91,74,2025-12-01T04:06:59Z,4330000,False,64.0,36.0,1,left,J. Fears 7' driving Layup (15 PTS),[1642847],1610612740.0,NOP,driving,,,Fears,J. Fears,,,,,In The Paint (Non-RA),0-8 Center,7.3,Made,,,,,15.0,,,,,,,,,,,,,
