actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
83,PT05M32.00S,2025-12-01T02:54:20.5Z,1,REGULAR,substitution,in,[],1631222,,,1610612747,22,12,2025-12-01T02:54:39Z,800000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M32.00S,2025-12-01T02:54:20.5Z,1,REGULAR,substitution,in,[],1626172,,,1610612747,22,12,2025-12-01T02:54:39Z,810000,False,,,0,,SUB in: K. Looney,[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M32.00S,2025-12-01T02:54:20.5Z,1,REGULAR,substitution,in,[],1642877,,,1610612747,22,12,2025-12-01T02:54:39Z,820000,False,,,0,,SUB in: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M32.00S,2025-12-01T02:54:20.5Z,1,REGULAR,substitution,in,[],1630631,,,1610612747,22,12,2025-12-01T02:54:39Z,830000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M32.00S,2025-12-01T02:54:53.1Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612747,23,12,2025-12-01T02:54:53Z,840000,False,,,0,,L. Dončić Free Throw 2 of 2 (10 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
88,PT05M19.00S,2025-12-01T02:55:08.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642877,84.1491458607096,57.84313725490196,1610612740,23,12,2025-12-01T03:02:25Z,850000,False,39.0,96.0,1,right,MISS M. Peavy 10' driving floating bank Shot,[1642877],1610612740.0,NOP,driving floating bank,,,Peavy,M. Peavy,,,,,In The Paint (Non-RA),8-16 Center,10.42,Missed,,,,,,,,,,,,,,,,,,
89,PT05M16.00S,2025-12-01T02:55:11.1Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,23,12,2025-12-01T02:55:16Z,860000,False,,,0,,A. Reaves REBOUND (Off:0 Def:3),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,88.0,3.0,3.0,0.0,,,,,,,,,,,,,,
90,PT05M10.00S,2025-12-01T02:55:17.0Z,1,REGULAR,3pt,Jump Shot,[],1630559,35.134691195795014,39.21568627450981,1610612747,23,12,2025-12-01T03:03:07Z,870000,False,54.0,278.0,1,left,MISS A. Reaves 28' pullup 3PT,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,28.3,Missed,,,,,,,,,,,,,,,,,,
91,PT05M07.00S,2025-12-01T02:55:20.0Z,1,REGULAR,rebound,defensive,[],1642852,,,1610612740,23,12,2025-12-01T02:55:23Z,880000,False,,,0,,D. Queen REBOUND (Off:1 Def:1),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Center,,,90.0,2.0,1.0,1.0,,,,,,,,,,,,,,
92,PT05M05.00S,2025-12-01T02:55:23.8Z,1,REGULAR,foul,personal,['2freethrow'],1630559,,,1610612740,23,12,2025-12-01T02:55:36Z,890000,False,,,0,,A. Reaves shooting personal FOUL (1 PF) (Fears 2 FT),"[1630559, 1642847]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1626301.0,1.0,0.0,Fears,1642847.0,,,,,,
94,PT05M05.00S,2025-12-01T02:55:47.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1642847,,,1610612740,23,13,2025-12-01T02:55:47Z,910000,False,,,0,,J. Fears Free Throw 1 of 2 (4 PTS),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
95,PT05M05.00S,2025-12-01T02:55:49.5Z,1,REGULAR,substitution,out,[],1629028,,,1610612740,23,13,2025-12-01T02:55:52Z,920000,False,,,0,,SUB out: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M05.00S,2025-12-01T02:55:49.5Z,1,REGULAR,substitution,in,[],1629637,,,1610612740,23,13,2025-12-01T02:55:52Z,930000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M05.00S,2025-12-01T02:56:06.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1642847,,,1610612740,23,14,2025-12-01T02:56:06Z,940000,False,,,0,,J. Fears Free Throw 2 of 2 (5 PTS),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
98,PT04M53.00S,2025-12-01T02:56:20.7Z,1,REGULAR,3pt,Jump Shot,[],1629060,8.065045992115643,96.56862745098039,1610612747,26,14,2025-12-01T02:56:26Z,950000,False,-233.0,23.0,1,left,R. Hachimura 3PT  (5 PTS) (A. Reaves 2 AST),"[1629060, 1630559]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,23.4,Made,,,,,5.0,,,,,,,,,A. Reaves,1630559.0,2.0,,
100,PT04M34.00S,2025-12-01T02:56:38.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,92.95335085413929,43.627450980392155,1610612740,26,14,2025-12-01T02:56:46Z,970000,False,-32.0,14.0,1,right,MISS D. Queen driving Layup - blocked,"[1642852, 1631222]",1610612740.0,NOP,driving,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,3.47,Missed,,,,,,LaRavia,1631222.0,,,,,,,,,,,
101,PT04M34.00S,2025-12-01T02:56:38.4Z,1,REGULAR,block,,[],1631222,,,1610612740,26,14,2025-12-01T02:56:41Z,980000,False,,,0,,J. LaRavia BLOCK (1 BLK),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
102,PT04M33.00S,2025-12-01T02:56:39.4Z,1,REGULAR,rebound,defensive,[],1631222,,,1610612747,26,14,2025-12-01T03:07:39Z,990000,False,,,0,,J. LaRavia REBOUND (Off:0 Def:1),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,,,100.0,1.0,1.0,0.0,,,,,,,,,,,,,,
103,PT04M28.00S,2025-12-01T02:56:44.9Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612747,26,14,2025-12-01T02:56:49Z,1000000,False,,,0,,L. Dončić bad pass TURNOVER (1 TO),"[1629029, 1642877]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,1.0,,,,Peavy,1642877.0
104,PT04M28.00S,2025-12-01T02:56:44.9Z,1,REGULAR,steal,,[],1642877,,,1610612740,26,14,2025-12-01T02:56:46Z,1010000,False,,,0,,M. Peavy STEAL (1 STL),[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
105,PT04M23.00S,2025-12-01T02:56:49.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626172,93.61038107752957,49.26470588235294,1610612740,26,16,2025-12-01T02:56:57Z,1020000,False,-4.0,8.0,1,right,K. Looney running Layup (2 PTS) (J. Fears 2 AST),"[1626172, 1642847]",1610612740.0,NOP,running,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,0.85,Made,,,,,2.0,,,,,,,,,J. Fears,1642847.0,2.0,,
107,PT04M18.00S,2025-12-01T02:56:54.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629637,9.379106438896187,59.80392156862745,1610612747,28,16,2025-12-01T02:57:02Z,1040000,False,-49.0,36.0,1,left,J. Hayes 6' floating Jump Shot (2 PTS) (L. Dončić 2 AST),"[1629637, 1629029]",1610612747.0,LAL,floating,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,6.06,Made,,,,,2.0,,,,,,,,,L. Dončić,1629029.0,2.0,,
109,PT04M07.00S,2025-12-01T02:57:07.8Z,1,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612740,28,16,2025-12-01T02:57:22Z,1060000,False,,,0,,J. Hayes shooting personal FOUL (1 PF) (Queen 2 FT),"[1629637, 1642852]",1610612747.0,LAL,shooting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,202053.0,1.0,0.0,Queen,1642852.0,,,,,,
111,PT04M07.00S,2025-12-01T02:57:34.3Z,1,REGULAR,freethrow,1 of 2,[],1642852,,,1610612740,28,16,2025-12-01T02:57:34Z,1080000,False,,,0,,MISS D. Queen Free Throw 1 of 2,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
112,PT04M07.00S,2025-12-01T02:57:34.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,28,16,2025-12-01T02:57:34Z,1090000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,111.0,,,,,,,,,,,,,,,,,
113,PT04M07.00S,2025-12-01T02:57:35.5Z,1,REGULAR,substitution,out,[],1630559,,,1610612740,28,16,2025-12-01T02:57:38Z,1100000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M07.00S,2025-12-01T02:57:35.5Z,1,REGULAR,substitution,in,[],1642261,,,1610612740,28,16,2025-12-01T02:57:38Z,1110000,False,,,0,,SUB in: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M07.00S,2025-12-01T02:57:42.2Z,1,REGULAR,substitution,out,[],1642847,,,1610612740,28,16,2025-12-01T02:57:45Z,1120000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M07.00S,2025-12-01T02:57:42.2Z,1,REGULAR,substitution,in,[],1630180,,,1610612740,28,16,2025-12-01T02:57:45Z,1130000,False,,,0,,SUB in: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M07.00S,2025-12-01T02:57:54.8Z,1,REGULAR,freethrow,2 of 2,[],1642852,,,1610612740,28,17,2025-12-01T02:57:54Z,1140000,False,,,0,,D. Queen Free Throw 2 of 2 (5 PTS),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
118,PT03M53.00S,2025-12-01T02:58:10.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,6.356767411300922,44.36274509803921,1610612747,30,17,2025-12-01T02:58:15Z,1150000,False,28.0,7.0,1,left,L. Dončić driving Layup (12 PTS),[1629029],1610612747.0,LAL,driving,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,2.91,Made,,,,,12.0,,,,,,,,,,,,,
119,PT03M40.00S,2025-12-01T02:58:24.3Z,1,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612740,30,17,2025-12-01T02:58:32Z,1160000,False,,,0,,J. Hayes shooting personal FOUL (2 PF) (Queen 2 FT),"[1629637, 1642852]",1610612747.0,LAL,shooting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,1626301.0,2.0,0.0,Queen,1642852.0,,,,,,
121,PT03M40.00S,2025-12-01T02:58:51.3Z,1,REGULAR,freethrow,1 of 2,[],1642852,,,1610612740,30,18,2025-12-01T02:58:51Z,1180000,False,,,0,,D. Queen Free Throw 1 of 2 (6 PTS),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
122,PT03M40.00S,2025-12-01T02:59:12.3Z,1,REGULAR,freethrow,2 of 2,[],1642852,,,1610612740,30,19,2025-12-01T02:59:12Z,1190000,False,,,0,,D. Queen Free Throw 2 of 2 (7 PTS),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
124,PT03M25.00S,2025-12-01T02:59:54.0Z,1,REGULAR,3pt,Jump Shot,[],1629029,6.750985545335084,96.07843137254902,1610612747,33,19,2025-12-01T03:00:03Z,1210000,False,-230.0,11.0,1,left,L. Dončić 3PT step back (15 PTS) (J. LaRavia 1 AST),"[1629029, 1631222]",1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Left Corner 3,24+ Left,23.07,Made,,,,,15.0,,,,,,,,,J. LaRavia,1631222.0,1.0,,
125,PT03M12.00S,2025-12-01T03:00:07.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642852,89.14257555847568,60.049019607843135,1610612740,33,19,2025-12-01T03:10:39Z,1220000,False,50.0,50.0,1,right,MISS D. Queen 7' driving floating Shot - blocked,"[1642852, 1642261]",1610612740.0,NOP,driving floating,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,7.06,Missed,,,,,,Knecht,1642261.0,,,,,,,,,,,
126,PT03M12.00S,2025-12-01T03:00:07.0Z,1,REGULAR,block,,[],1642261,,,1610612740,33,19,2025-12-01T03:00:09Z,1230000,False,,,0,,D. Knecht BLOCK (1 BLK),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
127,PT03M11.00S,2025-12-01T03:00:08.0Z,1,REGULAR,rebound,defensive,[],1631222,,,1610612747,33,19,2025-12-01T03:11:23Z,1240000,False,,,0,,J. LaRavia REBOUND (Off:0 Def:2),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,,,125.0,2.0,2.0,0.0,,,,,,,,,,,,,,
128,PT03M04.00S,2025-12-01T03:00:14.2Z,1,REGULAR,3pt,Jump Shot,[],1642261,31.061103810775293,33.08823529411765,1610612747,36,19,2025-12-01T03:01:19Z,1250000,False,85.0,239.0,1,left,D. Knecht 25' 3PT  (3 PTS) (L. Dončić 3 AST),"[1642261, 1629029]",1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Right Center,25.4,Made,,,,,3.0,,,,,,,,,L. Dončić,1629029.0,3.0,,
130,PT03M02.00S,2025-12-01T03:00:21.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,36,19,2025-12-01T03:00:21Z,1270000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M02.00S,2025-12-01T03:02:43.6Z,1,REGULAR,substitution,out,[],1642852,,,1610612740,36,19,2025-12-01T03:03:00Z,1280000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M02.00S,2025-12-01T03:02:43.6Z,1,REGULAR,substitution,in,[],1641725,,,1610612740,36,19,2025-12-01T03:03:00Z,1290000,False,,,0,,SUB in: T. Alexander,[1641725],1610612740.0,NOP,,,,Alexander,T. Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M46.00S,2025-12-01T03:03:27.9Z,1,REGULAR,3pt,Jump Shot,[],1630180,86.51445466491458,4.166666666666657,1610612740,36,22,2025-12-01T03:03:33Z,1300000,False,-229.0,74.0,1,right,S. Bey 24' 3PT  (3 PTS) (K. Looney 1 AST),"[1630180, 1626172]",1610612740.0,NOP,,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,24.09,Made,,,,,3.0,,,,,,,,,K. Looney,1626172.0,1.0,,
136,PT02M21.00S,2025-12-01T03:03:52.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,6.619579500657039,50.98039215686275,1610612747,38,22,2025-12-01T03:04:00Z,1320000,False,-5.0,10.0,1,left,J. Hayes cutting DUNK (4 PTS) (L. Dončić 4 AST),"[1629637, 1629029]",1610612747.0,LAL,cutting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,1.09,Made,,,,,4.0,,,,,,,,,L. Dončić,1629029.0,4.0,,
138,PT02M02.00S,2025-12-01T03:04:11.3Z,1,REGULAR,3pt,Jump Shot,[],1630631,94.92444152431011,3.1862745098039227,1610612740,38,22,2025-12-01T03:04:21Z,1340000,False,-234.0,-5.0,1,right,MISS J. Alvarado step back 3PT,[1630631],1610612740.0,NOP,step back,,,Alvarado,J. Alvarado,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
139,PT01M59.00S,2025-12-01T03:04:14.3Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,38,22,2025-12-01T03:04:21Z,1350000,False,,,0,,L. Dončić REBOUND (Off:0 Def:3),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Left Corner 3,24+ Left,,,138.0,3.0,3.0,0.0,,,,,,,,,,,,,,
140,PT01M55.00S,2025-12-01T03:04:21.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630631,,,1610612747,38,22,2025-12-01T03:04:36Z,1360000,False,,,0,,J. Alvarado personal FOUL (1 PF) (Knecht 2 FT),"[1630631, 1642261]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,202053.0,1.0,0.0,Knecht,1642261.0,,,,,,
142,PT01M55.00S,2025-12-01T03:04:58.3Z,1,REGULAR,freethrow,1 of 2,[],1642261,,,1610612747,39,22,2025-12-01T03:05:26Z,1380000,False,,,0,,D. Knecht Free Throw 1 of 2 (4 PTS),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
143,PT01M55.00S,2025-12-01T03:04:58.8Z,1,REGULAR,substitution,out,[],1629060,,,1610612747,39,22,2025-12-01T03:05:08Z,1390000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M55.00S,2025-12-01T03:04:58.8Z,1,REGULAR,substitution,in,[],1628467,,,1610612747,39,22,2025-12-01T03:05:08Z,1400000,False,,,0,,SUB in: M. Kleber,[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M55.00S,2025-12-01T03:04:58.3Z,1,REGULAR,freethrow,2 of 2,[],1642261,,,1610612747,39,22,2025-12-01T03:05:26Z,1410000,False,,,0,,MISS D. Knecht Free Throw 2 of 2,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
146,PT01M52.00S,2025-12-01T03:05:01.3Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612740,39,22,2025-12-01T03:05:26Z,1420000,False,,,0,,S. Bey REBOUND (Off:0 Def:3),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,145.0,3.0,3.0,0.0,,,,,,,,,,,,,,
147,PT01M44.00S,2025-12-01T03:05:31.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,92.55913272010513,53.431372549019606,1610612740,39,22,2025-12-01T03:05:42Z,1430000,False,17.0,17.0,1,right,MISS J. Alvarado driving Layup - blocked,"[1630631, 1629637]",1610612740.0,NOP,driving,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,Hayes,1629637.0,,,,,,,,,,,
148,PT01M44.00S,2025-12-01T03:05:31.9Z,1,REGULAR,block,,[],1629637,,,1610612740,39,22,2025-12-01T03:05:34Z,1440000,False,,,0,,J. Hayes BLOCK (1 BLK),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
149,PT01M44.00S,2025-12-01T03:05:31.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,39,22,2025-12-01T03:05:42Z,1450000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,147.0,,,,,,,,,,,,,,,,,
151,PT01M39.00S,2025-12-01T03:05:49.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630180,95.71287779237845,80.88235294117646,1610612740,39,22,2025-12-01T03:05:55Z,1470000,False,154.0,-12.0,1,right,MISS S. Bey 15' Jump Shot,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Mid-Range,8-16 Right,15.49,Missed,,,,,,,,,,,,,,,,,,
152,PT01M36.00S,2025-12-01T03:05:52.3Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,39,22,2025-12-01T03:05:55Z,1480000,False,,,0,,L. Dončić REBOUND (Off:0 Def:4),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Right,,,151.0,4.0,4.0,0.0,,,,,,,,,,,,,,
153,PT01M26.00S,2025-12-01T03:06:02.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631222,6.8823915900131425,47.79411764705882,1610612747,41,22,2025-12-01T03:06:08Z,1490000,False,11.0,12.0,1,left,J. LaRavia driving Layup (2 PTS),[1631222],1610612747.0,LAL,driving,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,1.64,Made,,,,,2.0,,,,,,,,,,,,,
156,PT01M15.00S,2025-12-01T03:06:13.2Z,1,REGULAR,3pt,Jump Shot,[],1642877,88.61695137976346,97.30392156862744,1610612740,41,22,2025-12-01T03:06:19Z,1520000,False,237.0,55.0,1,right,MISS M. Peavy 24' 3PT,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,Right Corner 3,24+ Right,24.27,Missed,,,,,,,,,,,,,,,,,,
157,PT01M11.00S,2025-12-01T03:06:17.2Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,41,22,2025-12-01T03:06:19Z,1530000,False,,,0,,L. Dončić REBOUND (Off:0 Def:5),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Right Corner 3,24+ Right,,,156.0,5.0,5.0,0.0,,,,,,,,,,,,,,
158,PT01M06.00S,2025-12-01T03:06:22.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629029,17.000657030223394,42.40196078431373,1610612747,41,22,2025-12-01T03:15:30Z,1540000,False,38.0,107.0,1,left,MISS L. Dončić 11' driving floating Shot,[1629029],1610612747.0,LAL,driving floating,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,11.38,Missed,,,,,,,,,,,,,,,,,,
159,PT01M03.00S,2025-12-01T03:06:25.2Z,1,REGULAR,rebound,offensive,[],1629029,,,1610612747,41,22,2025-12-01T03:06:45Z,1550000,False,,,0,,L. Dončić REBOUND (Off:1 Def:5),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,,,158.0,6.0,5.0,1.0,,,,,,,,,,,,,,
160,PT00M59.40S,2025-12-01T03:06:32.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629029,6.4881734559789805,55.63725490196079,1610612747,43,22,2025-12-01T03:15:48Z,1560000,False,-28.0,8.0,1,left,L. Dončić driving Layup (17 PTS),[1629029],1610612747.0,LAL,driving,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,2.95,Made,,,,,17.0,,,,,,,,,,,,,
161,PT00M59.40S,2025-12-01T03:06:35.4Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642877,,,1610612747,43,22,2025-12-01T03:06:44Z,1570000,False,,,0,,M. Peavy shooting personal FOUL (1 PF) (Dončić 1 FT),"[1642877, 1629029]",1610612740.0,NOP,shooting,,,Peavy,M. Peavy,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627962.0,1.0,0.0,Dončić,1629029.0,,,,,,
163,PT00M59.40S,2025-12-01T03:07:03.0Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1629029,,,1610612747,44,22,2025-12-01T03:07:03Z,1590000,False,,,0,,L. Dončić Free Throw 1 of 1 (18 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
164,PT00M39.30S,2025-12-01T03:07:26.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642877,90.32522996057818,57.35294117647059,1610612740,44,22,2025-12-01T03:07:35Z,1600000,False,37.0,38.0,1,right,MISS M. Peavy driving Layup,[1642877],1610612740.0,NOP,driving,,,Peavy,M. Peavy,,,,,In The Paint (Non-RA),0-8 Center,5.32,Missed,,,,,,,,,,,,,,,,,,
165,PT00M38.30S,2025-12-01T03:07:27.1Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612740,44,22,2025-12-01T03:07:35Z,1610000,False,,,0,,K. Looney REBOUND (Off:1 Def:0),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,164.0,1.0,0.0,1.0,,,,,,,,,,,,,,
166,PT00M38.30S,2025-12-01T03:07:30.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626172,94.40999984741211,50.0,1610612740,44,24,2025-12-01T03:07:37Z,1620000,False,0.0,0.0,1,right,K. Looney tip Layup (4 PTS),[1626172],1610612740.0,NOP,tip,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,4.0,,,,,,,,,,,,,
167,PT00M26.10S,2025-12-01T03:07:45.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642877,,,1610612747,44,24,2025-12-01T03:08:00Z,1630000,False,,,0,,M. Peavy personal FOUL (2 PF) (Dončić 2 FT),"[1642877, 1629029]",1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,202053.0,2.0,0.0,Dončić,1629029.0,,,,,,
169,PT00M26.10S,2025-12-01T03:08:14.0Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612747,45,24,2025-12-01T03:08:14Z,1650000,False,,,0,,L. Dončić Free Throw 1 of 2 (19 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
