actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
186,PT12M00.00S,2025-10-28T03:11:58.3Z,2,REGULAR,substitution,out,['startperiod'],1631222,,,1610612747,24,28,2025-10-28T03:12:28Z,1810000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2025-10-28T03:11:58.3Z,2,REGULAR,substitution,out,['startperiod'],1641733,,,1610612747,24,28,2025-10-28T03:12:28Z,1820000,False,,,0,,SUB out: N. Smith Jr.,[1641733],1610612747.0,LAL,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2025-10-28T03:11:58.3Z,2,REGULAR,substitution,out,['startperiod'],1631101,,,1610612747,24,28,2025-10-28T03:12:28Z,1830000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2025-10-28T03:11:58.3Z,2,REGULAR,substitution,out,['startperiod'],1631200,,,1610612747,24,28,2025-10-28T03:12:28Z,1840000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2025-10-28T03:11:58.3Z,2,REGULAR,substitution,out,['startperiod'],1642270,,,1610612747,24,28,2025-10-28T03:12:28Z,1850000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2025-10-28T03:11:58.3Z,2,REGULAR,substitution,in,['startperiod'],1629020,,,1610612747,24,28,2025-10-28T03:12:28Z,1860000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2025-10-28T03:11:58.3Z,2,REGULAR,substitution,in,['startperiod'],1630559,,,1610612747,24,28,2025-10-28T03:12:28Z,1870000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2025-10-28T03:11:58.3Z,2,REGULAR,substitution,in,['startperiod'],1629060,,,1610612747,24,28,2025-10-28T03:12:28Z,1880000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2025-10-28T03:11:58.3Z,2,REGULAR,substitution,in,['startperiod'],1643024,,,1610612747,24,28,2025-10-28T03:12:28Z,1890000,False,,,0,,SUB in: C. Mañon,[1643024],1610612747.0,LAL,,,,Mañon,C. Mañon,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2025-10-28T03:11:58.3Z,2,REGULAR,substitution,in,['startperiod'],1630166,,,1610612747,24,28,2025-10-28T03:12:28Z,1900000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2025-10-28T03:11:58.3Z,2,REGULAR,substitution,in,['startperiod'],203924,,,1610612747,24,28,2025-10-28T03:12:28Z,1910000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT12M00.00S,2025-10-28T03:11:58.3Z,2,REGULAR,substitution,in,['startperiod'],1641739,,,1610612747,24,28,2025-10-28T03:12:28Z,1920000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT12M00.00S,2025-10-28T03:12:31.2Z,2,REGULAR,period,start,[],0,,,1610612747,24,28,2025-10-28T03:12:31Z,1930000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT12M00.00S,2025-10-28T03:12:43.5Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612747,24,28,2025-10-28T03:16:06Z,1940000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,201638.0,,,,,,,,,,,,,
200,PT11M41.00S,2025-10-28T03:12:54.0Z,2,REGULAR,2pt,Jump Shot,[],1630559,77.44743758212877,30.882352941176478,1610612747,26,28,2025-10-28T03:22:41Z,1950000,False,-96.0,159.0,1,right,A. Reaves 18' fadeaway Jump Shot (15 PTS),[1630559],1610612747.0,LAL,fadeaway,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Left Center,18.6,Made,,,,,,,,,,,,15.0,,,,,,
201,PT11M29.00S,2025-10-28T03:13:10.8Z,2,REGULAR,foul,personal,[],1643024,,,1610612757,26,28,2025-10-28T03:13:21Z,1960000,False,,,0,,C. Mañon personal FOUL (1 PF),"[1643024, 1641739]",1610612747.0,LAL,,,,Mañon,C. Mañon,,,,,Mid-Range,8-16 Left,,,,,,,1627529.0,1.0,0.0,Camara,1641739.0,,,,,,,,,
203,PT11M18.00S,2025-10-28T03:13:39.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203924,7.145203679369246,47.05882352941176,1610612757,26,30,2025-10-28T03:14:48Z,1980000,False,15.0,15.0,1,left,J. Grant driving reverse Layup (11 PTS),[203924],1610612757.0,POR,driving reverse,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,,,,,,,,11.0,,,,,,
204,PT11M18.00S,2025-10-28T03:13:43.7Z,2,REGULAR,foul,personal,['1freethrow'],1643024,,,1610612757,26,30,2025-10-28T03:13:50Z,1990000,False,,,0,,C. Mañon shooting personal FOUL (2 PF) (Grant 1 FT),"[1643024, 203924]",1610612747.0,LAL,shooting,,,Mañon,C. Mañon,,,,,Restricted Area,0-8 Center,,,,,,,101284.0,2.0,0.0,Grant,203924.0,,,,,,,,,
206,PT11M18.00S,2025-10-28T03:14:06.5Z,2,REGULAR,freethrow,1 of 1,[],203924,,,1610612757,26,31,2025-10-28T03:14:06Z,2010000,False,,,0,,J. Grant Free Throw 1 of 1 (12 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,,,,12.0,,,,,,
207,PT10M59.00S,2025-10-28T03:14:25.8Z,2,REGULAR,3pt,Jump Shot,[],1629020,90.19382391590013,1.9607843137254974,1610612747,26,31,2025-10-28T03:14:30Z,2020000,False,-240.0,40.0,1,right,MISS J. Vanderbilt 24' 3PT,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Left Corner 3,24+ Left,24.35,Missed,,,,,,,,,,,,,,,,,,
208,PT10M59.00S,2025-10-28T03:14:25.8Z,2,REGULAR,rebound,defensive,[],1631126,,,1610612757,26,31,2025-10-28T03:14:30Z,2030000,False,,,0,,C. Love REBOUND (Off:0 Def:1),[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,Left Corner 3,24+ Left,,,207.0,1.0,1.0,0.0,,,,,,,,,,,,,,
210,PT10M48.00S,2025-10-28T03:14:51.4Z,2,REGULAR,2pt,Jump Shot,[],1630166,26.856110381077528,62.745098039215684,1610612757,26,31,2025-10-28T03:14:56Z,2050000,False,-64.0,200.0,1,left,MISS D. Avdija 20' Jump Shot,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Center,20.98,Missed,,,,,,,,,,,,,,,,,,
211,PT10M45.00S,2025-10-28T03:14:54.4Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612747,26,31,2025-10-28T03:14:56Z,2060000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:2),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Center,,,210.0,2.0,2.0,0.0,,,,,,,,,,,,,,
212,PT10M40.00S,2025-10-28T03:15:02.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,92.55913272010513,49.754901960784316,1610612747,26,31,2025-10-28T03:15:10Z,2070000,False,-1.0,17.0,1,right,MISS J. Vanderbilt driving Layup - blocked,"[1629020, 1630166]",1610612747.0,LAL,driving,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,1.74,Missed,,,,,,,,,,Avdija,1630166.0,,,,,,,
213,PT10M40.00S,2025-10-28T03:15:02.4Z,2,REGULAR,block,,[],1630166,,,1610612747,26,31,2025-10-28T03:15:06Z,2080000,False,,,0,,D. Avdija BLOCK (2 BLK),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
214,PT10M40.00S,2025-10-28T03:15:02.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,26,31,2025-10-28T03:15:10Z,2090000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,212.0,,,,,,,,,,,,,,,,,
215,PT10M37.00S,2025-10-28T03:15:21.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642261,85.20039421813404,4.166666666666657,1610612747,26,31,2025-10-28T03:27:12Z,2100000,False,-229.0,87.0,1,right,MISS D. Knecht 24' 3PT,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Left Corner 3,24+ Left,24.5,Missed,,,,,,,,,,,,,,,,,,
216,PT10M36.00S,2025-10-28T03:15:22.7Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612747,26,31,2025-10-28T03:27:12Z,2110000,False,,,0,,J. Vanderbilt REBOUND (Off:1 Def:0),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Left Corner 3,24+ Left,,,215.0,1.0,0.0,1.0,,,,,,,,,,,,,,
217,PT10M35.00S,2025-10-28T03:15:24.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629020,92.95335085413929,48.529411764705884,1610612747,28,31,2025-10-28T03:27:21Z,2120000,False,-7.0,14.0,1,right,J. Vanderbilt putback Layup (4 PTS),[1629020],1610612747.0,LAL,putback,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,1.56,Made,,,,,,,,,,,,4.0,,,,,,
219,PT10M14.00S,2025-10-28T03:15:55.3Z,2,REGULAR,3pt,Jump Shot,[],203924,26.987516425755587,85.7843137254902,1610612757,28,31,2025-10-28T03:16:01Z,2140000,False,-179.0,201.0,1,left,MISS J. Grant 26' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,26.92,Missed,,,,,,,,,,,,,,,,,,
220,PT10M10.00S,2025-10-28T03:15:59.3Z,2,REGULAR,rebound,offensive,[],1641739,,,1610612757,28,31,2025-10-28T03:16:01Z,2150000,False,,,0,,T. Camara REBOUND (Off:1 Def:0),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,219.0,1.0,0.0,1.0,,,,,,,,,,,,,,
221,PT10M02.00S,2025-10-28T03:16:07.1Z,2,REGULAR,turnover,lost ball,[],1630166,,,1610612757,28,31,2025-10-28T03:16:13Z,2160000,False,,,0,,D. Avdija lost ball TURNOVER (1 TO),"[1630166, 1630559]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,1.0,Reaves,1630559.0,,,
222,PT10M02.00S,2025-10-28T03:16:07.1Z,2,REGULAR,steal,,[],1630559,,,1610612747,28,31,2025-10-28T03:16:09Z,2170000,False,,,0,,A. Reaves STEAL (1 STL),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
223,PT09M57.00S,2025-10-28T03:16:11.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630559,92.0335085413929,46.81372549019608,1610612747,28,31,2025-10-28T03:28:11Z,2180000,False,-16.0,22.0,1,right,MISS A. Reaves running reverse Layup,[1630559],1610612747.0,LAL,running reverse,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,2.75,Missed,,,,,,,,,,,,,,,,,,
224,PT09M56.00S,2025-10-28T03:16:12.5Z,2,REGULAR,rebound,offensive,[],1629060,,,1610612747,28,31,2025-10-28T03:16:16Z,2190000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:2),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,223.0,3.0,2.0,1.0,,,,,,,,,,,,,,
225,PT09M56.00S,2025-10-28T03:16:14.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1629060,94.40999984741211,50.0,1610612747,30,31,2025-10-28T03:28:30Z,2200000,False,0.0,0.0,1,right,R. Hachimura tip Layup (4 PTS),[1629060],1610612747.0,LAL,tip,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,,4.0,,,,,,
226,PT09M56.00S,2025-10-28T03:16:21.2Z,2,REGULAR,turnover,inbound,[],1630166,,,1610612757,30,31,2025-10-28T03:16:32Z,2210000,False,,,0,,D. Avdija inbound TURNOVER (2 TO),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Right,,,,,,,101284.0,,,,,,,,2.0,,,,,
227,PT09M54.00S,2025-10-28T03:16:37.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642261,91.37647831800263,97.54901960784314,1610612747,30,31,2025-10-28T03:16:43Z,2220000,False,238.0,29.0,1,right,MISS D. Knecht 3PT,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Right Corner 3,24+ Right,23.94,Missed,,,,,,,,,,,,,,,,,,
228,PT09M52.00S,2025-10-28T03:16:39.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,30,31,2025-10-28T03:16:43Z,2230000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Right Corner 3,24+ Right,,,227.0,,,,,,,,,,,,,,,,,
230,PT09M48.00S,2025-10-28T03:17:00.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629020,92.29632063074901,46.81372549019608,1610612747,32,31,2025-10-28T03:17:04Z,2250000,False,-16.0,20.0,1,right,J. Vanderbilt cutting Layup (6 PTS) (A. Reaves 2 AST),"[1629020, 1630559]",1610612747.0,LAL,cutting,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,2.55,Made,,,,,,,,,,,,6.0,,,,A. Reaves,1630559.0,2.0
232,PT09M37.00S,2025-10-28T03:17:12.9Z,2,REGULAR,3pt,Jump Shot,[],1631126,29.221419185282528,22.549019607843135,1610612757,32,31,2025-10-28T03:17:18Z,2270000,False,137.0,222.0,1,left,MISS C. Love 26' 3PT,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,Above the Break 3,24+ Right Center,26.12,Missed,,,,,,,,,,,,,,,,,,
233,PT09M33.00S,2025-10-28T03:17:17.3Z,2,REGULAR,rebound,offensive,[],1630166,,,1610612757,32,31,2025-10-28T03:17:17Z,2280000,False,,,0,,D. Avdija REBOUND (Off:1 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,232.0,2.0,1.0,1.0,,,,,,,,,,,,,,
234,PT09M31.00S,2025-10-28T03:17:19.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630166,8.196452036793687,51.71568627450981,1610612757,32,33,2025-10-28T03:30:18Z,2290000,False,-9.0,25.0,1,left,D. Avdija driving reverse Layup (9 PTS),[1630166],1610612757.0,POR,driving reverse,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,2.6,Made,,,,,,,,,,,,9.0,,,,,,
235,PT09M26.00S,2025-10-28T03:17:25.9Z,2,REGULAR,turnover,out-of-bounds,[],1642261,,,1610612747,32,33,2025-10-28T03:27:05Z,2300000,False,,,0,,D. Knecht bad pass out-of-bounds TURNOVER (1 TO),[1642261],1610612747.0,LAL,bad pass,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Left Center,,,,,,,201638.0,,,,,,,,1.0,,,,,
236,PT09M20.00S,2025-10-28T03:17:50.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631126,7.802233902759525,45.833333333333336,1610612757,32,33,2025-10-28T03:17:54Z,2310000,False,21.0,21.0,1,left,MISS C. Love driving Layup,[1631126],1610612757.0,POR,driving,,,Love,C. Love,,,,,Restricted Area,0-8 Center,2.94,Missed,,,,,,,,,,,,,,,,,,
237,PT09M17.00S,2025-10-28T03:17:53.4Z,2,REGULAR,rebound,defensive,[],1643024,,,1610612747,32,33,2025-10-28T03:17:54Z,2320000,False,,,0,,C. Mañon REBOUND (Off:0 Def:1),[1643024],1610612747.0,LAL,,,,Mañon,C. Mañon,,,,,Restricted Area,0-8 Center,,,236.0,1.0,1.0,0.0,,,,,,,,,,,,,,
246,PT09M15.00S,2025-10-28T03:17:58.6Z,2,REGULAR,foul,personal,['2freethrow'],1630166,,,1610612747,32,33,2025-10-28T03:22:16Z,2355000,False,,,0,,D. Avdija shooting personal FOUL (1 PF) (Hachimura 2 FT),"[1630166, 1629060]",1610612757.0,POR,shooting,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,101284.0,1.0,0.0,Hachimura,1629060.0,,,,,,,,,
242,PT09M15.00S,2025-10-28T03:18:11.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,32,33,2025-10-28T03:22:07Z,2370000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT09M15.00S,2025-10-28T03:22:00.4Z,2,REGULAR,substitution,out,[],1642261,,,1610612747,32,33,2025-10-28T03:22:12Z,2385000,False,,,0,,SUB out: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT09M15.00S,2025-10-28T03:22:00.4Z,2,REGULAR,substitution,out,[],1643024,,,1610612747,32,33,2025-10-28T03:22:12Z,2387500,False,,,0,,SUB out: C. Mañon,[1643024],1610612747.0,LAL,,,,Mañon,C. Mañon,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT09M15.00S,2025-10-28T03:22:00.4Z,2,REGULAR,substitution,out,[],1631126,,,1610612747,32,33,2025-10-28T03:22:12Z,2388750,False,,,0,,SUB out: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT09M15.00S,2025-10-28T03:22:00.4Z,2,REGULAR,substitution,out,[],201950,,,1610612747,32,33,2025-10-28T03:22:12Z,2389375,False,,,0,,SUB out: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT09M15.00S,2025-10-28T03:22:00.4Z,2,REGULAR,substitution,out,[],1641739,,,1610612747,32,33,2025-10-28T03:22:12Z,2389687,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT09M15.00S,2025-10-28T03:22:00.4Z,2,REGULAR,substitution,in,[],1641733,,,1610612747,32,33,2025-10-28T03:22:12Z,2389843,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612747.0,LAL,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT09M15.00S,2025-10-28T03:22:00.4Z,2,REGULAR,substitution,in,[],1629028,,,1610612747,32,33,2025-10-28T03:22:12Z,2389921,False,,,0,,SUB in: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT09M15.00S,2025-10-28T03:22:00.4Z,2,REGULAR,substitution,in,[],1642905,,,1610612747,32,33,2025-10-28T03:22:12Z,2389960,False,,,0,,SUB in: Yang,[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT09M15.00S,2025-10-28T03:22:00.4Z,2,REGULAR,substitution,in,[],1631200,,,1610612747,32,33,2025-10-28T03:22:12Z,2389980,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT09M15.00S,2025-10-28T03:22:00.4Z,2,REGULAR,substitution,in,[],1631104,,,1610612747,32,33,2025-10-28T03:22:12Z,2389990,False,,,0,,SUB in: B. Wesley,[1631104],1610612757.0,POR,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT09M15.00S,2025-10-28T03:22:05.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629060,,,1610612747,32,33,2025-10-28T03:34:33Z,2530000,False,,,0,,MISS R. Hachimura Free Throw 1 of 2,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
276,PT09M15.00S,2025-10-28T03:22:05.5Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,32,33,2025-10-28T03:34:33Z,2535000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,260.0,,,,,,,,,,,,,,,,,
261,PT09M15.00S,2025-10-28T03:22:05.5Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629060,,,1610612747,32,33,2025-10-28T03:34:33Z,2540000,False,,,0,,MISS R. Hachimura Free Throw 2 of 2,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
277,PT09M15.00S,2025-10-28T03:22:05.5Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612757,32,33,2025-10-28T03:34:33Z,2545000,False,,,0,,D. Avdija REBOUND (Off:1 Def:2),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,261.0,3.0,2.0,1.0,,,,,,,,,,,,,,
244,PT09M07.00S,2025-10-28T03:22:07.1Z,2,REGULAR,2pt,Jump Shot,[],203924,16.737844940867276,23.039215686274503,1610612757,32,33,2025-10-28T03:34:00Z,2547500,False,135.0,105.0,1,left,MISS J. Grant 17' pullup Shot,[203924],1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,Mid-Range,16-24 Right Center,17.07,Missed,,,,,,,,,,,,,,,,,,
245,PT09M05.00S,2025-10-28T03:22:09.1Z,2,REGULAR,rebound,defensive,[],1641733,,,1610612747,32,33,2025-10-28T03:34:00Z,2548750,False,,,0,,N. Smith Jr. REBOUND (Off:0 Def:3),[1641733],1610612747.0,LAL,,,,Smith Jr.,N. Smith Jr.,,,,,Mid-Range,16-24 Right Center,,,244.0,3.0,3.0,0.0,,,,,,,,,,,,,,
258,PT08M49.00S,2025-10-28T03:22:13.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,83.88633377135349,50.245098039215684,1610612747,34,33,2025-10-28T03:36:08Z,2549375,False,1.0,99.0,1,right,D. Ayton 9' floating Jump Shot (8 PTS) (A. Reaves 3 AST),"[1629028, 1630559]",1610612747.0,LAL,floating,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,9.9,Made,,,,,,,,,,,,8.0,,,,A. Reaves,1630559.0,3.0
263,PT08M33.00S,2025-10-28T03:22:40.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631104,8.327858081471746,49.01960784313726,1610612757,34,35,2025-10-28T03:23:00Z,2560000,False,5.0,26.0,1,left,B. Wesley driving Layup (2 PTS),[1631104],1610612757.0,POR,driving,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,2.63,Made,,,,,,,,,,,,2.0,,,,,,
264,PT08M18.00S,2025-10-28T03:22:54.9Z,2,REGULAR,3pt,Jump Shot,[],1630559,66.5407358738502,43.872549019607845,1610612747,34,35,2025-10-28T03:23:02Z,2570000,False,-31.0,262.0,1,right,MISS A. Reaves 26' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,26.38,Missed,,,,,,,,,,,,,,,,,,
265,PT08M18.00S,2025-10-28T03:22:54.9Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612757,34,35,2025-10-28T03:23:02Z,2580000,False,,,0,,D. Avdija REBOUND (Off:1 Def:3),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,264.0,4.0,3.0,1.0,,,,,,,,,,,,,,
267,PT08M04.00S,2025-10-28T03:23:09.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642905,9.116294349540084,46.81372549019608,1610612757,34,35,2025-10-28T03:41:20Z,2590000,False,16.0,33.0,1,left,MISS Yang driving Layup,[1642905],1610612757.0,POR,driving,,,Hansen,Yang,,,,,Restricted Area,0-8 Center,3.68,Missed,,,,,,,,,,,,,,,,,,
268,PT08M03.00S,2025-10-28T03:23:10.8Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612747,34,35,2025-10-28T03:41:20Z,2600000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:3),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,267.0,4.0,3.0,1.0,,,,,,,,,,,,,,
269,PT07M57.00S,2025-10-28T03:23:17.3Z,2,REGULAR,turnover,out-of-bounds,[],1641733,,,1610612747,34,35,2025-10-28T03:23:26Z,2610000,False,,,0,,N. Smith Jr. step out-of-bounds TURNOVER (1 TO),[1641733],1610612747.0,LAL,step,,,Smith Jr.,N. Smith Jr.,,,,,Right Corner 3,24+ Right,,,,,,,201638.0,,,,,,,,1.0,,,,,
270,PT07M41.00S,2025-10-28T03:23:49.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631200,7.408015768725363,55.3921568627451,1610612757,34,35,2025-10-28T03:42:25Z,2620000,False,-27.0,17.0,1,left,MISS K. Murray driving Layup,[1631200],1610612757.0,POR,driving,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,3.2,Missed,,,,,,,,,,,,,,,,,,
271,PT07M40.00S,2025-10-28T03:23:50.2Z,2,REGULAR,rebound,offensive,[],1642905,,,1610612757,34,35,2025-10-28T03:42:25Z,2630000,False,,,0,,Yang REBOUND (Off:1 Def:0),[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,Restricted Area,0-8 Center,,,270.0,1.0,0.0,1.0,,,,,,,,,,,,,,
