actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
86,PT05M40.00S,2026-01-05T02:54:46.9Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612747,15,17,2026-01-05T02:54:56Z,860000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,85.0,,1.0,1.0,0.0,,,,,,,,,
88,PT05M28.00S,2026-01-05T02:54:58.7Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612747,15,17,2026-01-05T02:55:05Z,870000,False,,,0,,L. Dončić bad pass TURNOVER (2 TO),"[1629029, 1631132]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,2.0,Koloko,1631132.0,,,,
89,PT05M28.00S,2026-01-05T02:54:58.7Z,1,REGULAR,steal,,[],1631132,,,1610612763,15,17,2026-01-05T02:55:01Z,880000,False,,,0,,C. Koloko STEAL (1 STL),[1631132],1610612763.0,MEM,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
91,PT05M19.00S,2026-01-05T02:55:28.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630583,31.32391590013141,24.509803921568633,1610612763,15,17,2026-01-05T02:55:36Z,900000,False,127.0,242.0,1,left,MISS S. Aldama 27' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,27.34,Missed,,,,,,,,,,,,,,,,,,
92,PT05M14.00S,2026-01-05T02:55:33.2Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612747,15,17,2026-01-05T02:55:36Z,910000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Right Center,,,,,,,91.0,,1.0,1.0,0.0,,,,,,,,,
93,PT05M04.00S,2026-01-05T02:55:41.9Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612747,15,17,2026-01-05T02:55:46Z,920000,False,,,0,,L. Dončić bad pass TURNOVER (3 TO),"[1629029, 1631132]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,3.0,Koloko,1631132.0,,,,
94,PT05M04.00S,2026-01-05T02:55:41.9Z,1,REGULAR,steal,,[],1631132,,,1610612763,15,17,2026-01-05T02:55:44Z,930000,False,,,0,,C. Koloko STEAL (2 STL),[1631132],1610612763.0,MEM,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
95,PT04M57.00S,2026-01-05T02:55:50.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630583,29.48423127463863,21.32352941176471,1610612763,15,17,2026-01-05T02:57:41Z,940000,False,143.0,225.0,1,left,MISS S. Aldama 26' running 3PT,[1630583],1610612763.0,MEM,running,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,26.66,Missed,,,,,,,,,,,,,,,,,,
96,PT04M53.00S,2026-01-05T02:55:52.6Z,1,REGULAR,rebound,defensive,[],203935,,,1610612747,15,17,2026-01-05T02:55:52Z,950000,False,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,,95.0,,1.0,1.0,0.0,,,,,,,,,
97,PT04M38.00S,2026-01-05T02:56:09.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,90.71944809461235,52.69607843137255,1610612747,17,17,2026-01-05T02:58:16Z,960000,False,13.0,35.0,1,right,L. Dončić driving floating Jump Shot (9 PTS),[1629029],1610612747.0,LAL,driving floating,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,3.72,Made,9.0,,,,,,,,,,,,,,,,,
98,PT04M16.00S,2026-01-05T02:56:30.1Z,1,REGULAR,3pt,Jump Shot,[],1642377,10.561760840998687,4.901960784313729,1610612763,17,20,2026-01-05T02:56:33Z,970000,False,225.0,47.0,1,left,J. Wells 3PT  (3 PTS) (J. Small 1 AST),"[1642377, 1642914]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,Right Corner 3,24+ Right,23.03,Made,3.0,J. Small,1642914.0,1.0,,,,,,,,,,,,,,
100,PT03M58.00S,2026-01-05T02:56:47.9Z,1,REGULAR,3pt,Jump Shot,[],1629020,89.93101182654402,95.58823529411765,1610612747,17,20,2026-01-05T02:56:51Z,990000,False,228.0,42.0,1,right,MISS J. Vanderbilt 3PT,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Right Corner 3,24+ Right,23.18,Missed,,,,,,,,,,,,,,,,,,
101,PT03M56.00S,2026-01-05T02:56:49.9Z,1,REGULAR,rebound,defensive,[],203484,,,1610612763,17,20,2026-01-05T02:56:51Z,1000000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,,,,,,,100.0,,1.0,1.0,0.0,,,,,,,,,
102,PT03M53.00S,2026-01-05T02:56:54.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630583,7.276609724047319,45.58823529411765,1610612763,17,20,2026-01-05T02:57:00Z,1010000,False,22.0,16.0,1,left,MISS S. Aldama running Layup,[1630583],1610612763.0,MEM,running,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,2.72,Missed,,,,,,,,,,,,,,,,,,
103,PT03M50.00S,2026-01-05T02:56:57.0Z,1,REGULAR,rebound,offensive,[],1630583,,,1610612763,17,20,2026-01-05T02:57:00Z,1020000,False,,,0,,S. Aldama REBOUND (Off:1 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,,,102.0,,2.0,1.0,1.0,,,,,,,,,
104,PT03M49.00S,2026-01-05T02:56:57.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630583,7.933639947437584,44.85294117647059,1610612763,17,20,2026-01-05T02:57:04Z,1030000,False,26.0,22.0,1,left,MISS S. Aldama Layup - blocked,"[1630583, 1629020]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,3.39,Missed,,,,,,,,,,Vanderbilt,1629020.0,,,,,,,
105,PT03M49.00S,2026-01-05T02:56:57.1Z,1,REGULAR,block,,[],1629020,,,1610612763,17,20,2026-01-05T02:56:59Z,1040000,False,,,0,,J. Vanderbilt BLOCK (1 BLK),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
106,PT03M46.00S,2026-01-05T02:57:00.1Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612747,17,20,2026-01-05T02:57:04Z,1050000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:2),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,,,,104.0,,2.0,2.0,0.0,,,,,,,,,
107,PT03M40.00S,2026-01-05T02:57:07.4Z,1,REGULAR,foul,personal,['2freethrow'],1631132,,,1610612747,17,20,2026-01-05T02:57:27Z,1060000,False,,,0,,C. Koloko shooting personal FOUL (1 PF) (Ayton 2 FT),"[1631132, 1629028]",1610612763.0,MEM,shooting,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1179.0,,,,,,,,,1.0,0.0,Ayton,1629028.0
109,PT03M40.00S,2026-01-05T02:57:32.9Z,1,REGULAR,freethrow,1 of 2,[],1629028,,,1610612747,17,20,2026-01-05T02:57:32Z,1080000,False,,,0,,MISS D. Ayton Free Throw 1 of 2,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
110,PT03M40.00S,2026-01-05T02:57:32.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,17,20,2026-01-05T02:57:32Z,1090000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,109.0,,,,,,,,,,,,,
111,PT03M40.00S,2026-01-05T02:57:35.7Z,1,REGULAR,substitution,out,[],203935,,,1610612747,17,20,2026-01-05T02:57:40Z,1100000,False,,,0,,SUB out: M. Smart,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M40.00S,2026-01-05T02:57:35.7Z,1,REGULAR,substitution,out,[],1642377,,,1610612747,17,20,2026-01-05T02:57:40Z,1110000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M40.00S,2026-01-05T02:57:35.7Z,1,REGULAR,substitution,in,[],1641733,,,1610612747,17,20,2026-01-05T02:57:40Z,1120000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612747.0,LAL,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M40.00S,2026-01-05T02:57:35.7Z,1,REGULAR,substitution,in,[],1628991,,,1610612747,17,20,2026-01-05T02:57:40Z,1130000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M40.00S,2026-01-05T02:57:58.1Z,1,REGULAR,freethrow,2 of 2,[],1629028,,,1610612747,18,20,2026-01-05T02:57:58Z,1140000,False,,,0,,D. Ayton Free Throw 2 of 2 (5 PTS),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
116,PT03M29.00S,2026-01-05T02:58:09.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631132,8.459264126149804,52.450980392156865,1610612763,18,20,2026-01-05T02:58:15Z,1150000,False,-12.0,27.0,1,left,MISS C. Koloko Layup,[1631132],1610612763.0,MEM,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,2.97,Missed,,,,,,,,,,,,,,,,,,
117,PT03M25.00S,2026-01-05T02:58:13.7Z,1,REGULAR,rebound,offensive,[],1631132,,,1610612763,18,20,2026-01-05T02:58:15Z,1160000,False,,,0,,C. Koloko REBOUND (Off:1 Def:0),[1631132],1610612763.0,MEM,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,116.0,,1.0,0.0,1.0,,,,,,,,,
118,PT03M25.00S,2026-01-05T02:58:13.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631132,5.590000152587891,50.0,1610612763,18,22,2026-01-05T02:58:19Z,1170000,False,0.0,0.0,1,left,C. Koloko tip Layup (2 PTS),[1631132],1610612763.0,MEM,tip,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
119,PT03M09.00S,2026-01-05T02:58:29.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,90.8508541392904,51.470588235294116,1610612747,20,22,2026-01-05T02:58:33Z,1180000,False,7.0,34.0,1,right,J. Vanderbilt Layup (2 PTS) (L. Dončić 4 AST),"[1629020, 1629029]",1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,3.43,Made,2.0,L. Dončić,1629029.0,4.0,,,,,,,,,,,,,,
121,PT03M00.00S,2026-01-05T02:58:38.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631132,17.132063074901453,42.15686274509803,1610612763,20,22,2026-01-05T02:58:41Z,1200000,False,39.0,109.0,1,left,MISS C. Koloko 11' Jump Shot,[1631132],1610612763.0,MEM,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),8-16 Center,11.54,Missed,,,,,,,,,,,,,,,,,,
122,PT02M58.00S,2026-01-05T02:58:40.0Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612747,20,22,2026-01-05T02:58:41Z,1210000,False,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,121.0,,2.0,2.0,0.0,,,,,,,,,
123,PT02M49.00S,2026-01-05T02:58:49.4Z,1,REGULAR,3pt,Jump Shot,[],1629029,72.32260183968462,16.42156862745098,1610612747,23,22,2026-01-05T02:58:53Z,1220000,False,-168.0,208.0,1,right,L. Dončić 26' 3PT step back (12 PTS),[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,26.71,Made,12.0,,,,,,,,,,,,,,,,,
124,PT02M48.00S,2026-01-05T02:58:56.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,23,22,2026-01-05T02:58:56Z,1230000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M48.00S,2026-01-05T03:01:31.8Z,1,REGULAR,substitution,out,[],1629028,,,1610612763,23,22,2026-01-05T03:01:45Z,1240000,False,,,0,,SUB out: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M48.00S,2026-01-05T03:01:31.8Z,1,REGULAR,substitution,out,[],1631222,,,1610612763,23,22,2026-01-05T03:01:45Z,1250000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M48.00S,2026-01-05T03:01:31.8Z,1,REGULAR,substitution,out,[],203484,,,1610612763,23,22,2026-01-05T03:01:45Z,1260000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M48.00S,2026-01-05T03:01:31.8Z,1,REGULAR,substitution,out,[],1631132,,,1610612763,23,22,2026-01-05T03:01:45Z,1270000,False,,,0,,SUB out: C. Koloko,[1631132],1610612763.0,MEM,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M48.00S,2026-01-05T03:01:31.8Z,1,REGULAR,substitution,out,[],1642914,,,1610612763,23,22,2026-01-05T03:01:45Z,1280000,False,,,0,,SUB out: J. Small,[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M48.00S,2026-01-05T03:01:31.8Z,1,REGULAR,substitution,in,[],2544,,,1610612763,23,22,2026-01-05T03:01:45Z,1290000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M48.00S,2026-01-05T03:01:31.8Z,1,REGULAR,substitution,in,[],1629637,,,1610612763,23,22,2026-01-05T03:01:45Z,1300000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M48.00S,2026-01-05T03:01:31.8Z,1,REGULAR,substitution,in,[],1642285,,,1610612763,23,22,2026-01-05T03:01:45Z,1310000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M48.00S,2026-01-05T03:01:31.8Z,1,REGULAR,substitution,in,[],1641713,,,1610612763,23,22,2026-01-05T03:01:45Z,1320000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M48.00S,2026-01-05T03:01:31.8Z,1,REGULAR,substitution,in,[],1642907,,,1610612763,23,22,2026-01-05T03:01:45Z,1330000,False,,,0,,SUB in: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M35.00S,2026-01-05T03:02:02.5Z,1,REGULAR,3pt,Jump Shot,[],1628991,31.586727989487514,63.970588235294116,1610612763,23,25,2026-01-05T03:02:07Z,1340000,False,-70.0,244.0,1,left,J. Jackson Jr. 25' 3PT  (3 PTS) (C. Spencer 1 AST),"[1628991, 1642285]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,25.42,Made,3.0,C. Spencer,1642285.0,1.0,,,,,,,,,,,,,,
137,PT02M18.00S,2026-01-05T03:02:22.7Z,1,REGULAR,foul,personal,['2freethrow'],1641713,,,1610612747,23,25,2026-01-05T03:02:34Z,1360000,False,,,0,,G. Jackson shooting personal FOUL (1 PF) (Dončić 2 FT),"[1641713, 1629029]",1610612763.0,MEM,shooting,,,Jackson,G. Jackson,,,,,Mid-Range,16-24 Left Center,,,,,,,,1628172.0,,,,,,,,,1.0,0.0,Dončić,1629029.0
139,PT02M18.00S,2026-01-05T03:02:56.1Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612747,24,25,2026-01-05T03:03:19Z,1380000,False,,,0,,L. Dončić Free Throw 1 of 2 (13 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
140,PT02M18.00S,2026-01-05T03:02:56.1Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612747,24,25,2026-01-05T03:03:19Z,1390000,False,,,0,,MISS L. Dončić Free Throw 2 of 2,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
141,PT02M15.00S,2026-01-05T03:02:59.1Z,1,REGULAR,rebound,defensive,[],1641713,,,1610612763,24,25,2026-01-05T03:03:19Z,1400000,False,,,0,,G. Jackson REBOUND (Off:0 Def:1),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,140.0,,1.0,1.0,0.0,,,,,,,,,
142,PT02M03.00S,2026-01-05T03:03:29.2Z,1,REGULAR,3pt,Jump Shot,[],1642285,30.798291721419176,26.470588235294116,1610612763,24,25,2026-01-05T03:03:32Z,1410000,False,118.0,237.0,1,left,MISS C. Spencer 26' 3PT,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Above the Break 3,24+ Right Center,26.46,Missed,,,,,,,,,,,,,,,,,,
143,PT02M01.00S,2026-01-05T03:03:31.2Z,1,REGULAR,rebound,offensive,[],1642907,,,1610612763,24,25,2026-01-05T03:03:32Z,1420000,False,,,0,,C. Coward REBOUND (Off:1 Def:2),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Right Center,,,,,,,142.0,,3.0,2.0,1.0,,,,,,,,,
144,PT02M01.00S,2026-01-05T03:03:31.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642907,7.013797634691201,52.205882352941174,1610612763,24,27,2026-01-05T03:03:37Z,1430000,False,-11.0,13.0,1,left,C. Coward putback DUNK (8 PTS),[1642907],1610612763.0,MEM,putback,,,Coward,C. Coward,,,,,Restricted Area,0-8 Center,1.73,Made,8.0,,,,,,,,,,,,,,,,,
145,PT01M40.00S,2026-01-05T03:03:52.9Z,1,REGULAR,turnover,bad pass,[],1629020,,,1610612747,24,27,2026-01-05T03:03:56Z,1440000,False,,,0,,J. Vanderbilt bad pass TURNOVER (1 TO),"[1629020, 1630583]",1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Aldama,1630583.0,,,,
146,PT01M40.00S,2026-01-05T03:03:52.9Z,1,REGULAR,steal,,[],1630583,,,1610612763,24,27,2026-01-05T03:03:54Z,1450000,False,,,0,,S. Aldama STEAL (1 STL),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
147,PT01M34.00S,2026-01-05T03:03:59.8Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1641713,4.993429697766089,5.369178921568633,1610612763,24,30,2026-01-05T03:04:12Z,1460000,False,223.0,-6.0,1,left,G. Jackson 3PT running (3 PTS) (C. Spencer 2 AST),"[1641713, 1642285]",1610612763.0,MEM,running,,,Jackson,G. Jackson,,,,,Right Corner 3,24+ Right,22.33,Made,3.0,C. Spencer,1642285.0,2.0,,,,,,,,,,,,,,
149,PT01M14.00S,2026-01-05T03:04:18.9Z,1,REGULAR,3pt,Jump Shot,[],1629029,74.29369250985545,89.4607843137255,1610612747,24,30,2026-01-05T03:04:24Z,1480000,False,197.0,189.0,1,right,MISS L. Dončić 27' 3PT,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,27.33,Missed,,,,,,,,,,,,,,,,,,
150,PT01M12.00S,2026-01-05T03:04:20.9Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612747,24,30,2026-01-05T03:04:24Z,1490000,False,,,0,,J. Hayes REBOUND (Off:1 Def:0),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Right Center,,,,,,,149.0,,1.0,0.0,1.0,,,,,,,,,
151,PT01M09.00S,2026-01-05T03:04:22.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641733,65.62089356110381,54.65686274509804,1610612747,24,30,2026-01-05T03:04:26Z,1500000,False,23.0,271.0,1,right,MISS N. Smith Jr. 27' 3PT,[1641733],1610612747.0,LAL,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Center,27.17,Missed,,,,,,,,,,,,,,,,,,
152,PT01M07.00S,2026-01-05T03:04:24.8Z,1,REGULAR,rebound,defensive,[],1641713,,,1610612763,24,30,2026-01-05T03:04:26Z,1510000,False,,,0,,G. Jackson REBOUND (Off:0 Def:2),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Center,,,,,,,151.0,,2.0,2.0,0.0,,,,,,,,,
155,PT00M59.10S,2026-01-05T03:04:35.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,11.350197109067011,53.67647058823529,1610612763,24,32,2026-01-05T03:04:41Z,1540000,False,-18.0,54.0,1,left,J. Jackson Jr. floating Jump Shot (5 PTS) (C. Coward 1 AST),"[1628991, 1642907]",1610612763.0,MEM,floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.72,Made,5.0,C. Coward,1642907.0,1.0,,,,,,,,,,,,,,
157,PT00M47.30S,2026-01-05T03:04:51.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641713,,,1610612747,24,32,2026-01-05T03:04:56Z,1560000,False,,,0,,G. Jackson shooting personal FOUL (2 PF) (Dončić 2 FT),"[1641713, 1629029]",1610612763.0,MEM,shooting,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1179.0,,,,,,,,,2.0,0.0,Dončić,1629029.0
159,PT00M47.30S,2026-01-05T03:05:23.2Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612747,25,32,2026-01-05T03:05:23Z,1580000,False,,,0,,L. Dončić Free Throw 1 of 2 (14 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
160,PT00M47.30S,2026-01-05T03:05:44.2Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612747,26,32,2026-01-05T03:05:44Z,1590000,False,,,0,,L. Dončić Free Throw 2 of 2 (15 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
161,PT00M33.00S,2026-01-05T03:06:01.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642907,9.510512483574246,50.245098039215684,1610612763,26,34,2026-01-05T03:06:06Z,1600000,False,-1.0,37.0,1,left,C. Coward driving DUNK (10 PTS) (S. Aldama 2 AST),"[1642907, 1630583]",1610612763.0,MEM,driving,,,Coward,C. Coward,,,,,Restricted Area,0-8 Center,3.69,Made,10.0,S. Aldama,1630583.0,2.0,,,,,,,,,,,,,,
163,PT00M15.90S,2026-01-05T03:06:27.9Z,1,REGULAR,3pt,Jump Shot,[],1629029,68.64323258869908,24.264705882352942,1610612747,26,34,2026-01-05T03:06:31Z,1620000,False,-129.0,242.0,1,right,MISS L. Dončić 27' step back 3PT,[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,27.44,Missed,,,,,,,,,,,,,,,,,,
164,PT00M12.80S,2026-01-05T03:06:31.0Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,26,34,2026-01-05T05:13:43Z,1630000,False,,,0,,S. Aldama REBOUND (Off:1 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,,,,,,,163.0,,3.0,2.0,1.0,,,,,,,,,
165,PT00M03.30S,2026-01-05T03:06:40.5Z,1,REGULAR,3pt,Jump Shot,[],1641713,5.367115637319316,5.124080882352942,1610612763,26,34,2026-01-05T03:06:47Z,1640000,False,224.0,-2.0,1,left,MISS G. Jackson 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Right Corner 3,24+ Right,22.44,Missed,,,,,,,,,,,,,,,,,,
166,PT00M03.30S,2026-01-05T03:06:40.5Z,1,REGULAR,rebound,offensive,[],1642907,,,1610612763,26,34,2026-01-05T03:06:47Z,1650000,False,,,0,,C. Coward REBOUND (Off:2 Def:2),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Right Corner 3,24+ Right,,,,,,,165.0,,4.0,2.0,2.0,,,,,,,,,
167,PT00M00.20S,2026-01-05T03:06:45.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642907,31.84954007884363,40.931372549019606,1610612763,26,34,2026-01-05T03:06:55Z,1660000,False,45.0,247.0,1,left,MISS C. Coward 25' 3PT,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Center,25.1,Missed,,,,,,,,,,,,,,,,,,
168,PT00M00.10S,2026-01-05T03:06:45.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,26,34,2026-01-05T03:06:55Z,1670000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,167.0,,,,,,,,,,,,,
169,PT00M00.00S,2026-01-05T03:06:51.0Z,1,REGULAR,period,end,[],0,,,1610612763,26,34,2026-01-05T03:06:51Z,1680000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
