actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
342,PT00M50.20S,2026-01-05T03:36:23.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628991,,,1610612747,52,63,2026-01-05T03:37:13Z,3390000,False,,,0,,J. Jackson Jr. loose ball personal FOUL (2 PF) (Ayton 2 FT),"[1628991, 1629028]",1610612763.0,MEM,loose ball,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,202041.0,,,,,,,,,2.0,0.0,Ayton,1629028.0
344,PT00M50.20S,2026-01-05T03:36:48.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629028,,,1610612747,52,63,2026-01-05T03:36:48Z,3410000,False,,,0,,MISS D. Ayton Free Throw 1 of 2,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
345,PT00M50.20S,2026-01-05T03:36:48.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,52,63,2026-01-05T03:36:48Z,3420000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,344.0,,,,,,,,,,,,,
346,PT00M50.20S,2026-01-05T03:36:49.8Z,2,REGULAR,substitution,out,[],1642261,,,1610612747,52,63,2026-01-05T03:36:58Z,3430000,False,,,0,,SUB out: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT00M50.20S,2026-01-05T03:36:49.8Z,2,REGULAR,substitution,out,[],1642914,,,1610612747,52,63,2026-01-05T03:36:58Z,3440000,False,,,0,,SUB out: J. Small,[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT00M50.20S,2026-01-05T03:36:49.8Z,2,REGULAR,substitution,in,[],203935,,,1610612747,52,63,2026-01-05T03:36:58Z,3450000,False,,,0,,SUB in: M. Smart,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT00M50.20S,2026-01-05T03:36:49.8Z,2,REGULAR,substitution,in,[],203484,,,1610612747,52,63,2026-01-05T03:36:58Z,3460000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT00M50.20S,2026-01-05T03:36:48.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629028,,,1610612747,52,63,2026-01-05T03:37:16Z,3470000,False,,,0,,MISS D. Ayton Free Throw 2 of 2,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
351,PT00M47.80S,2026-01-05T03:36:51.3Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,52,63,2026-01-05T03:37:16Z,3480000,False,,,0,,S. Aldama REBOUND (Off:2 Def:4),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,350.0,,6.0,4.0,2.0,,,,,,,,,
352,PT00M27.30S,2026-01-05T03:37:32.4Z,2,REGULAR,turnover,bad pass,[],1630583,,,1610612763,52,63,2026-01-05T03:37:39Z,3490000,False,,,0,,S. Aldama bad pass TURNOVER (1 TO),"[1630583, 2544]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,James,2544.0,,,,
353,PT00M27.30S,2026-01-05T03:37:32.4Z,2,REGULAR,steal,,[],2544,,,1610612747,52,63,2026-01-05T03:58:46Z,3500000,False,,,0,,L. James STEAL (1 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
354,PT00M23.40S,2026-01-05T03:37:37.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631222,92.95335085413929,48.0392156862745,1610612747,54,63,2026-01-05T03:38:45Z,3510000,False,-10.0,14.0,1,right,J. LaRavia running DUNK (12 PTS) (L. James 3 AST),"[1631222, 2544]",1610612747.0,LAL,running,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,1.68,Made,12.0,L. James,2544.0,3.0,,,,,,,,,,,,,,
356,PT00M08.60S,2026-01-05T03:37:57.4Z,2,REGULAR,3pt,Jump Shot,[],1630583,12.270039421813408,97.05882352941177,1610612763,54,63,2026-01-05T03:38:23Z,3530000,False,-235.0,63.0,1,left,MISS S. Aldama 24' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Left Corner 3,24+ Left,24.35,Missed,,,,,,,,,,,,,,,,,,
357,PT00M06.90S,2026-01-05T03:38:21.8Z,2,REGULAR,rebound,offensive,[],1629111,,,1610612763,54,63,2026-01-05T03:38:21Z,3540000,False,,,0,,J. Landale REBOUND (Off:4 Def:2),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Left Corner 3,24+ Left,,,,,,,356.0,,6.0,2.0,4.0,,,,,,,,,
358,PT00M06.90S,2026-01-05T03:38:23.5Z,2,REGULAR,foul,personal,['2freethrow'],1631222,,,1610612763,54,63,2026-01-05T03:38:40Z,3550000,False,,,0,,J. LaRavia shooting personal FOUL (2 PF) (Landale 2 FT),"[1631222, 1629111]",1610612747.0,LAL,shooting,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,,,,,,,,202041.0,,,,,,,,,2.0,0.0,Landale,1629111.0
360,PT00M06.90S,2026-01-05T03:38:47.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629111,,,1610612763,54,64,2026-01-05T03:38:47Z,3570000,False,,,0,,J. Landale Free Throw 1 of 2 (12 PTS),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
361,PT00M06.90S,2026-01-05T03:38:48.5Z,2,REGULAR,substitution,out,[],1642285,,,1610612763,54,64,2026-01-05T03:38:53Z,3580000,False,,,0,,SUB out: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT00M06.90S,2026-01-05T03:38:48.5Z,2,REGULAR,substitution,in,[],1642914,,,1610612763,54,64,2026-01-05T03:38:53Z,3590000,False,,,0,,SUB in: J. Small,[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT00M06.90S,2026-01-05T03:39:12.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629111,,,1610612763,54,65,2026-01-05T03:39:12Z,3600000,False,,,0,,J. Landale Free Throw 2 of 2 (13 PTS),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
364,PT00M00.50S,2026-01-05T03:39:22.1Z,2,REGULAR,3pt,Jump Shot,[],1631222,92.55913272010513,4.411764705882348,1610612747,54,65,2026-01-05T03:39:50Z,3610000,False,-228.0,17.0,1,right,MISS J. LaRavia 3PT,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Left Corner 3,24+ Left,22.86,Missed,,,,,,,,,,,,,,,,,,
365,PT00M00.10S,2026-01-05T03:39:22.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,54,65,2026-01-05T03:39:50Z,3620000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,364.0,,,,,,,,,,,,,
366,PT00M00.00S,2026-01-05T03:39:25.4Z,2,REGULAR,period,end,[],0,,,1610612747,54,65,2026-01-05T03:39:25Z,3630000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2026-01-05T03:54:33.3Z,3,REGULAR,substitution,out,['startperiod'],203484,,,1610612747,54,65,2026-01-05T03:54:47Z,3640000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT12M00.00S,2026-01-05T03:54:33.3Z,3,REGULAR,substitution,out,['startperiod'],1630583,,,1610612747,54,65,2026-01-05T03:54:47Z,3650000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2026-01-05T03:54:33.3Z,3,REGULAR,substitution,out,['startperiod'],1642914,,,1610612747,54,65,2026-01-05T03:54:47Z,3660000,False,,,0,,SUB out: J. Small,[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT12M00.00S,2026-01-05T03:54:33.3Z,3,REGULAR,substitution,in,['startperiod'],1642377,,,1610612747,54,65,2026-01-05T03:54:47Z,3670000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT12M00.00S,2026-01-05T03:54:33.3Z,3,REGULAR,substitution,in,['startperiod'],1642285,,,1610612747,54,65,2026-01-05T03:54:47Z,3680000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2026-01-05T03:54:33.3Z,3,REGULAR,substitution,in,['startperiod'],1641713,,,1610612747,54,65,2026-01-05T03:54:47Z,3690000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2026-01-05T03:54:44.3Z,3,REGULAR,period,start,[],0,,,1610612763,54,65,2026-01-05T03:54:47Z,3700000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT11M51.00S,2026-01-05T03:54:55.4Z,3,REGULAR,turnover,backcourt,[],1642285,,,1610612763,54,65,2026-01-05T03:55:01Z,3710000,False,,,0,,C. Spencer backcourt TURNOVER (2 TO),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Above the Break 3,24+ Right Center,,,,,,,,1628172.0,,,,,,2.0,,,,,,
376,PT11M39.00S,2026-01-05T03:55:23.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629028,7.802233902759525,50.73529411764706,1610612747,54,65,2026-01-05T03:55:30Z,3730000,False,-4.0,21.0,1,left,MISS D. Ayton cutting Layup,[1629028],1610612747.0,LAL,cutting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,2.11,Missed,,,,,,,,,,,,,,,,,,
377,PT11M36.00S,2026-01-05T03:55:26.8Z,3,REGULAR,rebound,defensive,[],1642285,,,1610612763,54,65,2026-01-05T03:55:30Z,3740000,False,,,0,,C. Spencer REBOUND (Off:0 Def:1),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Restricted Area,0-8 Center,,,,,,,376.0,,1.0,1.0,0.0,,,,,,,,,
378,PT11M29.00S,2026-01-05T03:55:34.0Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641713,92.16491458607096,50.0,1610612763,54,67,2026-01-05T03:56:09Z,3750000,False,0.0,21.0,1,right,G. Jackson running DUNK (7 PTS) (C. Spencer 6 AST),"[1641713, 1642285]",1610612763.0,MEM,running,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,2.11,Made,7.0,C. Spencer,1642285.0,6.0,,,,,,,,,,,,,,
380,PT11M13.00S,2026-01-05T03:55:50.3Z,3,REGULAR,3pt,Jump Shot,[],1631222,29.352825229960573,25.0,1610612747,57,67,2026-01-05T03:55:55Z,3770000,False,125.0,223.0,1,left,J. LaRavia 25' 3PT  (15 PTS) (L. Dončić 6 AST),"[1631222, 1629029]",1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Right Center,25.6,Made,15.0,L. Dončić,1629029.0,6.0,,,,,,,,,,,,,,
382,PT10M50.00S,2026-01-05T03:56:12.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641713,95.05584756898817,46.81372549019608,1610612763,57,69,2026-01-05T03:56:17Z,3790000,False,-16.0,-6.0,1,right,G. Jackson cutting Layup (9 PTS) (J. Landale 2 AST),"[1641713, 1629111]",1610612763.0,MEM,cutting,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,1.7,Made,9.0,J. Landale,1629111.0,2.0,,,,,,,,,,,,,,
384,PT10M35.00S,2026-01-05T03:56:28.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,17.000657030223394,51.96078431372549,1610612747,57,69,2026-01-05T03:56:32Z,3810000,False,-10.0,107.0,1,left,MISS D. Ayton 10' turnaround fadeaway Shot,[1629028],1610612747.0,LAL,turnaround fadeaway,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,10.77,Missed,,,,,,,,,,,,,,,,,,
385,PT10M31.00S,2026-01-05T03:56:32.1Z,3,REGULAR,rebound,defensive,[],1642285,,,1610612763,57,69,2026-01-05T03:56:32Z,3820000,False,,,0,,C. Spencer REBOUND (Off:0 Def:2),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,384.0,,2.0,2.0,0.0,,,,,,,,,
386,PT10M24.00S,2026-01-05T03:56:39.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,81.52102496714849,49.01960784313726,1610612763,57,69,2026-01-05T03:56:42Z,3830000,False,-5.0,121.0,1,right,MISS J. Jackson Jr. 12' driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,12.13,Missed,,,,,,,,,,,,,,,,,,
387,PT10M22.00S,2026-01-05T03:56:41.3Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,57,69,2026-01-05T03:56:42Z,3840000,False,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,386.0,,3.0,3.0,0.0,,,,,,,,,
388,PT10M05.00S,2026-01-05T03:56:59.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,10.693166885676746,52.94117647058824,1610612747,59,69,2026-01-05T03:57:02Z,3850000,False,-15.0,48.0,1,left,D. Ayton alley-oop Layup (9 PTS) (M. Smart 2 AST),"[1629028, 203935]",1610612747.0,LAL,alley-oop,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,5.02,Made,9.0,M. Smart,203935.0,2.0,,,,,,,,,,,,,,
390,PT09M46.00S,2026-01-05T03:57:17.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642285,91.77069645203679,59.068627450980394,1610612763,59,69,2026-01-05T03:57:24Z,3870000,False,45.0,25.0,1,right,MISS C. Spencer driving bank Shot,[1642285],1610612763.0,MEM,driving bank,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),0-8 Center,5.17,Missed,,,,,,,,,,,,,,,,,,
391,PT09M43.00S,2026-01-05T03:57:20.6Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612747,59,69,2026-01-05T03:57:24Z,3880000,False,,,0,,D. Ayton REBOUND (Off:0 Def:3),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,390.0,,3.0,3.0,0.0,,,,,,,,,
392,PT09M29.00S,2026-01-05T03:57:34.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,9.904730617608408,52.450980392156865,1610612747,61,69,2026-01-05T03:57:39Z,3890000,False,-12.0,41.0,1,left,D. Ayton DUNK (11 PTS) (L. James 4 AST),"[1629028, 2544]",1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,4.24,Made,11.0,L. James,2544.0,4.0,,,,,,,,,,,,,,
394,PT09M15.00S,2026-01-05T03:57:52.8Z,3,REGULAR,foul,personal,[],2544,,,1610612763,61,69,2026-01-05T03:57:59Z,3910000,False,,,0,,L. James personal FOUL (1 PF),"[2544, 1628991]",1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Right,,,,,,,,1179.0,,,,,,,,,1.0,0.0,Jackson Jr.,1628991.0
396,PT09M07.00S,2026-01-05T03:58:20.0Z,3,REGULAR,2pt,Jump Shot,[],1642377,92.82194480946123,19.362745098039213,1610612763,61,71,2026-01-05T03:58:23Z,3930000,False,-153.0,15.0,1,right,J. Wells 15' pullup Jump Shot (5 PTS) (C. Spencer 7 AST),"[1642377, 1642285]",1610612763.0,MEM,pullup,,,Wells,J. Wells,,,,,Mid-Range,8-16 Left,15.39,Made,5.0,C. Spencer,1642285.0,7.0,,,,,,,,,,,,,,
398,PT08M56.00S,2026-01-05T03:58:30.8Z,3,REGULAR,3pt,Jump Shot,[],1631222,19.760183968462556,9.068627450980387,1610612747,64,71,2026-01-05T03:58:34Z,3950000,False,205.0,133.0,1,left,J. LaRavia 24' 3PT  (18 PTS) (L. James 5 AST),"[1631222, 2544]",1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Right Center,24.42,Made,18.0,L. James,2544.0,5.0,,,,,,,,,,,,,,
400,PT08M38.00S,2026-01-05T03:58:47.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641713,90.8508541392904,44.11764705882353,1610612763,64,71,2026-01-05T03:58:52Z,3970000,False,-29.0,34.0,1,right,MISS G. Jackson Jump Shot - blocked,"[1641713, 1629029]",1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),0-8 Center,4.46,Missed,,,,,,,,,,Dončić,1629029.0,,,,,,,
401,PT08M38.00S,2026-01-05T03:58:47.8Z,3,REGULAR,block,,[],1629029,,,1610612763,64,71,2026-01-05T03:58:51Z,3980000,False,,,0,,L. Dončić BLOCK (1 BLK),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
402,PT08M35.00S,2026-01-05T03:58:50.8Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612747,64,71,2026-01-05T03:58:52Z,3990000,False,,,0,,L. Dončić REBOUND (Off:1 Def:4),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,400.0,,5.0,4.0,1.0,,,,,,,,,
403,PT08M31.00S,2026-01-05T03:58:54.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",2544,5.568331143232584,58.088235294117645,1610612747,66,71,2026-01-05T04:01:17Z,4000000,False,-40.0,0.0,1,left,L. James running Layup (10 PTS) (M. Smart 3 AST),"[2544, 203935]",1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,4.04,Made,10.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,,
405,PT08M31.00S,2026-01-05T03:59:01.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,66,71,2026-01-05T03:59:01Z,4020000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT08M20.00S,2026-01-05T04:02:08.7Z,3,REGULAR,3pt,Jump Shot,[],1642285,69.95729303547964,23.284313725490193,1610612763,66,71,2026-01-05T04:03:42Z,4030000,False,-134.0,230.0,1,right,MISS C. Spencer 26' pullup 3PT,[1642285],1610612763.0,MEM,pullup,,,Spencer,C. Spencer,,,,,Above the Break 3,24+ Left Center,26.59,Missed,,,,,,,,,,,,,,,,,,
407,PT08M19.00S,2026-01-05T04:02:10.6Z,3,REGULAR,rebound,offensive,[],1629111,,,1610612763,66,71,2026-01-05T04:02:10Z,4040000,False,,,0,,J. Landale REBOUND (Off:5 Def:2),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Left Center,,,,,,,406.0,,7.0,2.0,5.0,,,,,,,,,
408,PT08M17.00S,2026-01-05T04:02:12.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642285,91.90210249671485,2.941176470588232,1610612763,66,71,2026-01-05T04:03:54Z,4050000,False,-235.0,24.0,1,right,MISS C. Spencer step back 3PT,[1642285],1610612763.0,MEM,step back,,,Spencer,C. Spencer,,,,,Left Corner 3,24+ Left,23.65,Missed,,,,,,,,,,,,,,,,,,
409,PT08M14.00S,2026-01-05T04:02:15.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,66,71,2026-01-05T04:02:19Z,4060000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,408.0,,,,,,,,,,,,,
411,PT08M06.00S,2026-01-05T04:02:46.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642377,79.94415243101183,54.16666666666667,1610612763,66,73,2026-01-05T04:02:52Z,4080000,False,21.0,136.0,1,right,J. Wells 13' pullup Jump Shot (7 PTS),[1642377],1610612763.0,MEM,pullup,,,Wells,J. Wells,,,,,In The Paint (Non-RA),8-16 Center,13.76,Made,7.0,,,,,,,,,,,,,,,,,
413,PT08M06.00S,2026-01-05T04:02:52.1Z,3,REGULAR,foul,personal,['1freethrow'],203935,,,1610612763,66,73,2026-01-05T04:03:12Z,4100000,False,,,0,,M. Smart shooting personal FOUL (2 PF) (Wells 1 FT),"[203935, 1642377]",1610612747.0,LAL,shooting,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,1628172.0,,,,,,,,,2.0,0.0,Wells,1642377.0
415,PT08M06.00S,2026-01-05T04:03:06.5Z,3,REGULAR,substitution,out,[],1628991,,,1610612763,66,73,2026-01-05T04:03:10Z,4120000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT08M06.00S,2026-01-05T04:03:06.5Z,3,REGULAR,substitution,out,[],1641713,,,1610612763,66,73,2026-01-05T04:03:10Z,4130000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT08M06.00S,2026-01-05T04:03:06.5Z,3,REGULAR,substitution,in,[],1630583,,,1610612763,66,73,2026-01-05T04:03:10Z,4140000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT08M06.00S,2026-01-05T04:03:06.5Z,3,REGULAR,substitution,in,[],203484,,,1610612763,66,73,2026-01-05T04:03:10Z,4150000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT08M06.00S,2026-01-05T04:03:14.0Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1642377,,,1610612763,66,74,2026-01-05T04:03:14Z,4160000,False,,,0,,J. Wells Free Throw 1 of 1 (8 PTS),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
420,PT07M44.00S,2026-01-05T04:03:42.4Z,3,REGULAR,foul,personal,[],1642285,,,1610612747,66,74,2026-01-05T04:03:51Z,4170000,False,,,0,,C. Spencer personal FOUL (3 PF),"[1642285, 203935]",1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Mid-Range,8-16 Right,,,,,,,,202041.0,,,,,,,,,3.0,0.0,Smart,203935.0
422,PT07M38.00S,2026-01-05T04:04:05.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,13.715505913272011,48.0392156862745,1610612747,68,74,2026-01-05T04:04:09Z,4190000,False,10.0,76.0,1,left,L. Dončić 7' driving floating Jump Shot (21 PTS) (M. Smart 4 AST),"[1629029, 203935]",1610612747.0,LAL,driving floating,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,7.7,Made,21.0,M. Smart,203935.0,4.0,,,,,,,,,,,,,,
424,PT07M22.00S,2026-01-05T04:04:21.5Z,3,REGULAR,3pt,Jump Shot,[],1642377,87.56570302233902,2.4509803921568647,1610612763,68,74,2026-01-05T04:04:25Z,4210000,False,-238.0,64.0,1,right,MISS J. Wells 24' 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Left Corner 3,24+ Left,24.63,Missed,,,,,,,,,,,,,,,,,,
425,PT07M19.00S,2026-01-05T04:04:24.5Z,3,REGULAR,rebound,defensive,[],1631222,,,1610612747,68,74,2026-01-05T04:04:25Z,4220000,False,,,0,,J. LaRavia REBOUND (Off:1 Def:2),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Left Corner 3,24+ Left,,,,,,,424.0,,3.0,2.0,1.0,,,,,,,,,
426,PT07M11.00S,2026-01-05T04:04:35.9Z,3,REGULAR,foul,personal,[],1642377,,,1610612747,68,74,2026-01-05T04:04:42Z,4230000,False,,,0,,J. Wells personal FOUL (4 PF),"[1642377, 2544]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628172.0,,,,,,,,,4.0,0.0,James,2544.0
428,PT06M58.00S,2026-01-05T04:05:08.1Z,3,REGULAR,3pt,Jump Shot,[],1629029,30.404073587385014,75.24509803921569,1610612747,68,74,2026-01-05T04:05:14Z,4250000,False,-126.0,233.0,1,left,MISS L. Dončić 26' step back 3PT,[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,26.52,Missed,,,,,,,,,,,,,,,,,,
429,PT06M56.00S,2026-01-05T04:05:10.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612747,68,74,2026-01-05T04:05:14Z,4260000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,428.0,,,,,,,,,,,,,
430,PT06M56.00S,2026-01-05T04:05:14.3Z,3,REGULAR,foul,personal,[],1629111,,,1610612747,68,74,2026-01-05T04:05:21Z,4270000,False,,,0,,J. Landale loose ball personal FOUL (1 PF),"[1629111, 1629028]",1610612763.0,MEM,loose ball,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202041.0,,,,,,,,,1.0,1.0,Ayton,1629028.0
432,PT06M56.00S,2026-01-05T04:05:22.1Z,3,REGULAR,substitution,out,[],1642285,,,1610612747,68,74,2026-01-05T04:05:27Z,4290000,False,,,0,,SUB out: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
