actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
90,PT06M01.00S,2026-03-08T20:01:50.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,81.12680683311433,62.5,1610612747,14,8,2026-03-08T20:01:55Z,900000,False,62.0,125.0,1,right,MISS L. Dončić 13' pullup Shot,[1629029],1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,13.97,,,,,,,,
91,PT05M58.00S,2026-03-08T20:01:53.7Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,14,8,2026-03-08T20:01:55Z,910000,False,,,0,,J. Hart REBOUND (Off:1 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,90.0,3.0,2.0,1.0,,,,,,,,,
92,PT05M39.00S,2026-03-08T20:02:11.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,7.933639947437584,52.205882352941174,1610612752,14,10,2026-03-08T20:02:16Z,920000,False,-11.0,22.0,1,left,J. Brunson driving Layup (2 PTS),[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,2.47,,,,,,,,
94,PT05M25.00S,2026-03-08T20:02:26.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,93.2161629434954,57.35294117647059,1610612747,16,10,2026-03-08T20:02:32Z,940000,False,37.0,11.0,1,right,L. Dončić turnaround Jump Shot (6 PTS),[1629029],1610612747.0,LAL,turnaround,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,,,,3.85,,,,,,,,
95,PT05M02.00S,2026-03-08T20:02:56.3Z,1,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612752,16,10,2026-03-08T20:03:02Z,950000,False,,,0,,D. Ayton shooting personal FOUL (1 PF) (Brunson 2 FT),"[1629028, 1628973]",1610612747.0,LAL,shooting,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Right,202027.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,
97,PT05M02.00S,2026-03-08T20:03:39.5Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,16,10,2026-03-08T20:03:39Z,970000,False,,,0,,MISS J. Brunson Free Throw 1 of 2,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
98,PT05M02.00S,2026-03-08T20:03:39.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,16,10,2026-03-08T20:03:39Z,980000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,
99,PT05M02.00S,2026-03-08T20:03:40.3Z,1,REGULAR,substitution,out,[],1629028,,,1610612752,16,10,2026-03-08T20:03:42Z,990000,False,,,0,,SUB out: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M02.00S,2026-03-08T20:03:40.3Z,1,REGULAR,substitution,in,[],1629637,,,1610612752,16,10,2026-03-08T20:03:42Z,1000000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M02.00S,2026-03-08T20:03:59.6Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,16,11,2026-03-08T20:03:59Z,1010000,False,,,0,,J. Brunson Free Throw 2 of 2 (3 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
102,PT04M37.00S,2026-03-08T20:04:25.4Z,1,REGULAR,2pt,Jump Shot,[],1629060,82.44086727989487,87.5,1610612747,18,11,2026-03-08T20:04:30Z,1020000,False,188.0,113.0,1,right,R. Hachimura 21' pullup Jump Shot (5 PTS) (A. Reaves 1 AST),"[1629060, 1630559]",1610612747.0,LAL,pullup,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Right,,,,,,Made,5.0,,,,,21.87,A. Reaves,1630559.0,1.0,,,,,
104,PT04M28.00S,2026-03-08T20:04:33.9Z,1,REGULAR,3pt,Jump Shot,[],1628973,29.352825229960573,24.75490196078431,1610612752,18,11,2026-03-08T20:04:39Z,1040000,False,126.0,223.0,1,left,MISS J. Brunson 25' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,25.66,,,,,,,,
105,PT04M26.00S,2026-03-08T20:04:35.9Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,18,11,2026-03-08T20:04:39Z,1050000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,,,,,,104.0,1.0,1.0,0.0,,,,,,,,,
106,PT04M23.00S,2026-03-08T20:04:46.3Z,1,REGULAR,foul,offensive,[],1629637,,,1610612747,18,11,2026-03-08T20:05:19Z,1060000,False,,,0,,J. Hayes offensive FOUL (1 PF),"[1629637, 1628973]",1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,202027.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,
108,PT04M23.00S,2026-03-08T20:04:46.3Z,1,REGULAR,turnover,offensive foul,[],1629637,,,1610612747,18,11,2026-03-08T20:04:46Z,1080000,False,,,0,,J. Hayes offensive foul TURNOVER (1 TO),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,202027.0,,,,,,,,,,,,,,,,,1.0,,
109,PT04M23.00S,2026-03-08T20:05:04.9Z,1,REGULAR,foul,technical,['1freethrow'],1629637,,,1610612752,18,11,2026-03-08T20:05:26Z,1090000,False,,,0,,J. Hayes technical FOUL (1 Tech),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,202027.0,1.0,1.0,,,,,,,,,,,,,,,,,
110,PT04M23.00S,2026-03-08T20:05:27.2Z,1,REGULAR,freethrow,1 of 1,[],1628973,,,1610612752,18,12,2026-03-08T20:05:27Z,1100000,False,,,0,,J. Brunson technical Free Throw 1 of 1 (4 PTS),[1628973],1610612752.0,NYK,technical,,,Brunson,J. Brunson,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
111,PT04M11.00S,2026-03-08T20:05:50.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629013,35.00328515111694,45.09803921568627,1610612752,18,15,2026-03-08T20:06:23Z,1110000,False,25.0,277.0,1,left,L. Shamet 27' 3PT pullup (3 PTS) (J. Brunson 1 AST),"[1629013, 1628973]",1610612752.0,NYK,pullup,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,,,,,27.76,J. Brunson,1628973.0,1.0,,,,,
114,PT03M58.00S,2026-03-08T20:06:09.8Z,1,REGULAR,substitution,out,[],1630559,,,1610612747,18,15,2026-03-08T20:06:15Z,1140000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M58.00S,2026-03-08T20:06:09.8Z,1,REGULAR,substitution,in,[],1631222,,,1610612747,18,15,2026-03-08T20:06:15Z,1150000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M53.00S,2026-03-08T20:06:28.1Z,1,REGULAR,2pt,Jump Shot,[],1629029,78.63009198423127,49.754901960784316,1610612747,20,15,2026-03-08T20:06:34Z,1160000,False,-1.0,148.0,1,right,L. Dončić 14' driving floating Jump Shot (8 PTS) (J. LaRavia 1 AST),"[1629029, 1631222]",1610612747.0,LAL,driving floating,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Center,,,,,,Made,8.0,,,,,14.84,J. LaRavia,1631222.0,1.0,,,,,
118,PT03M33.00S,2026-03-08T20:06:48.0Z,1,REGULAR,3pt,Jump Shot,[],1629013,32.24375821287779,63.970588235294116,1610612752,20,15,2026-03-08T20:06:55Z,1180000,False,-70.0,251.0,1,left,MISS L. Shamet 26' step back 3PT,[1629013],1610612752.0,NYK,step back,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,26.02,,,,,,,,
119,PT03M29.00S,2026-03-08T20:06:52.0Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,20,15,2026-03-08T20:06:52Z,1190000,False,,,0,,L. Dončić REBOUND (Off:0 Def:2),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Center,,,,,,,,118.0,2.0,2.0,0.0,,,,,,,,,
120,PT03M22.00S,2026-03-08T20:06:59.3Z,1,REGULAR,3pt,Jump Shot,[],1629029,70.08869908015768,81.61764705882354,1610612747,20,15,2026-03-08T20:07:04Z,1200000,False,158.0,229.0,1,right,MISS L. Dončić 27' 3PT,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,27.8,,,,,,,,
121,PT03M19.00S,2026-03-08T20:07:02.3Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,20,15,2026-03-08T20:17:16Z,1210000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,
122,PT03M17.00S,2026-03-08T20:07:04.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642885,7.013797634691201,52.69607843137255,1610612752,20,17,2026-03-08T20:07:12Z,1220000,False,-13.0,13.0,1,left,M. Diawara running finger roll Layup (2 PTS) (J. Brunson 2 AST),"[1642885, 1628973]",1610612752.0,NYK,running finger roll,,,Diawara,M. Diawara,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,1.9,J. Brunson,1628973.0,2.0,,,,,
124,PT02M56.00S,2026-03-08T20:07:24.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,90.98226018396846,51.22549019607843,1610612747,22,17,2026-03-08T20:18:42Z,1240000,False,6.0,32.0,1,right,R. Hachimura finger roll Layup (7 PTS),[1629060],1610612747.0,LAL,finger roll,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,,,,3.29,,,,,,,,
125,PT02M36.00S,2026-03-08T20:07:45.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629013,8.327858081471746,48.529411764705884,1610612752,22,19,2026-03-08T20:07:48Z,1250000,False,7.0,26.0,1,left,L. Shamet driving Layup (5 PTS),[1629013],1610612752.0,NYK,driving,,,Shamet,L. Shamet,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,,,,2.68,,,,,,,,
126,PT02M19.00S,2026-03-08T20:08:09.5Z,1,REGULAR,foul,personal,[],1642885,,,1610612747,22,19,2026-03-08T20:10:52Z,1260000,False,,,0,,M. Diawara personal FOUL (1 PF),"[1642885, 1629637]",1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,In The Paint (Non-RA),0-8 Center,202027.0,1.0,0.0,Hayes,1629637.0,,,,,,,,,,,,,,,
133,PT02M19.00S,2026-03-08T20:08:35.2Z,1,REGULAR,substitution,out,[],1628404,,,1610612747,22,19,2026-03-08T20:10:04Z,1280000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M19.00S,2026-03-08T20:08:35.2Z,1,REGULAR,substitution,in,[],1628384,,,1610612747,22,19,2026-03-08T20:10:04Z,1285000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT02M19.00S,2026-03-08T20:08:35.2Z,1,REGULAR,substitution,out,[],1629060,,,1610612747,22,19,2026-03-08T20:17:15Z,1287500,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT02M19.00S,2026-03-08T20:08:35.2Z,1,REGULAR,substitution,in,[],203935,,,1610612747,22,19,2026-03-08T20:17:15Z,1288750,False,,,0,,SUB in: M. Smart,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M14.00S,2026-03-08T20:09:00.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628384,,,1610612747,22,19,2026-03-08T20:10:10Z,1290000,False,,,0,,O. Anunoby personal FOUL (1 PF) (Dončić 2 FT),"[1628384, 1629029]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left Center,202027.0,1.0,0.0,Dončić,1629029.0,,,,,,,,,,,,,,,
131,PT02M14.00S,2026-03-08T20:09:29.0Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612747,23,19,2026-03-08T20:09:29Z,1310000,False,,,0,,L. Dončić Free Throw 1 of 2 (9 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
132,PT02M14.00S,2026-03-08T20:09:50.7Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612747,24,19,2026-03-08T20:09:50Z,1320000,False,,,0,,L. Dončić Free Throw 2 of 2 (10 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
135,PT01M59.00S,2026-03-08T20:10:10.0Z,1,REGULAR,turnover,out-of-bounds,[],1629013,,,1610612752,24,19,2026-03-08T20:10:14Z,1330000,False,,,0,,L. Shamet bad pass out-of-bounds TURNOVER (1 TO),[1629013],1610612752.0,NYK,bad pass,,,Shamet,L. Shamet,,,,,Mid-Range,8-16 Right,202056.0,,,,,,,,,,,,,,,,,1.0,,
136,PT01M48.00S,2026-03-08T20:10:33.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628973,,,1610612747,24,19,2026-03-08T20:10:42Z,1340000,False,,,0,,J. Brunson personal FOUL (1 PF) (Hayes 2 FT),"[1628973, 1629637]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,202056.0,1.0,0.0,Hayes,1629637.0,,,,,,,,,,,,,,,
138,PT01M48.00S,2026-03-08T20:11:01.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629637,,,1610612747,25,19,2026-03-08T20:11:01Z,1360000,False,,,0,,J. Hayes Free Throw 1 of 2 (1 PTS),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
139,PT01M48.00S,2026-03-08T20:11:14.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629637,,,1610612747,26,19,2026-03-08T20:11:14Z,1370000,False,,,0,,J. Hayes Free Throw 2 of 2 (2 PTS),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
140,PT01M35.00S,2026-03-08T20:11:35.5Z,1,REGULAR,foul,personal,['2freethrow'],1629029,,,1610612752,26,19,2026-03-08T20:11:40Z,1380000,False,,,0,,L. Dončić shooting personal FOUL (2 PF) (Brunson 2 FT),"[1629029, 1628973]",1610612747.0,LAL,shooting,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,202027.0,2.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,
142,PT01M35.00S,2026-03-08T20:12:04.2Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,26,20,2026-03-08T20:12:04Z,1400000,False,,,0,,J. Brunson Free Throw 1 of 2 (5 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
143,PT01M35.00S,2026-03-08T20:12:22.9Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,26,21,2026-03-08T20:12:22Z,1410000,False,,,0,,J. Brunson Free Throw 2 of 2 (6 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
144,PT01M21.00S,2026-03-08T20:12:38.8Z,1,REGULAR,3pt,Jump Shot,[],1628379,72.84822601839684,84.31372549019608,1610612747,26,21,2026-03-08T20:12:45Z,1420000,False,172.0,203.0,1,right,MISS L. Kennard 26' 3PT,[1628379],1610612747.0,LAL,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,26.56,,,,,,,,
145,PT01M18.00S,2026-03-08T20:12:41.8Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612747,26,21,2026-03-08T20:12:45Z,1430000,False,,,0,,J. Hayes REBOUND (Off:1 Def:0),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Right Center,,,,,,,,144.0,1.0,0.0,1.0,,,,,,,,,
146,PT01M17.00S,2026-03-08T20:12:46.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628973,,,1610612747,26,21,2026-03-08T20:12:52Z,1440000,False,,,0,,J. Brunson shooting personal FOUL (2 PF) (Dončić 2 FT),"[1628973, 1629029]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,202056.0,2.0,0.0,Dončić,1629029.0,,,,,,,,,,,,,,,
148,PT01M17.00S,2026-03-08T20:13:15.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629029,,,1610612747,27,21,2026-03-08T20:13:15Z,1460000,False,,,0,,L. Dončić Free Throw 1 of 2 (11 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,
149,PT01M17.00S,2026-03-08T20:13:33.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629029,,,1610612747,28,21,2026-03-08T20:13:33Z,1470000,False,,,0,,L. Dončić Free Throw 2 of 2 (12 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,
150,PT01M04.00S,2026-03-08T20:13:54.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,9.379106438896187,53.431372549019606,1610612752,28,21,2026-03-08T20:14:02Z,1480000,False,-17.0,36.0,1,left,MISS J. Brunson driving bank Shot,[1628973],1610612752.0,NYK,driving bank,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,3.96,,,,,,,,
151,PT01M03.00S,2026-03-08T20:13:55.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,28,21,2026-03-08T20:14:02Z,1490000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,150.0,,,,,,,,,,,,
153,PT00M50.30S,2026-03-08T20:14:17.7Z,1,REGULAR,3pt,Jump Shot,[],203935,69.82588699080158,21.32352941176471,1610612747,28,21,2026-03-08T20:14:23Z,1510000,False,-143.0,231.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,27.2,,,,,,,,
154,PT00M45.80S,2026-03-08T20:14:22.1Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,28,21,2026-03-08T20:14:22Z,1520000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:3),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,,,,,153.0,4.0,3.0,1.0,,,,,,,,,
155,PT00M26.50S,2026-03-08T20:14:41.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,8.196452036793687,50.73529411764706,1610612752,28,23,2026-03-08T20:14:50Z,1530000,False,-4.0,25.0,1,left,M. Robinson alley-oop DUNK (2 PTS) (O. Anunoby 1 AST),"[1629011, 1628384]",1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,2.48,O. Anunoby,1628384.0,1.0,,,,,
159,PT00M13.90S,2026-03-08T20:15:12.9Z,1,REGULAR,3pt,Jump Shot,[],1628379,89.01116951379764,95.83333333333333,1610612747,31,23,2026-03-08T20:15:22Z,1550000,False,229.0,51.0,1,right,L. Kennard 3PT  (3 PTS) (L. Dončić 3 AST),"[1628379, 1629029]",1610612747.0,LAL,,,,Kennard,L. Kennard,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,,,,,23.48,L. Dončić,1629029.0,3.0,,,,,
161,PT00M01.30S,2026-03-08T20:15:35.3Z,1,REGULAR,3pt,Jump Shot,[],1628384,7.013797634691201,97.30392156862744,1610612752,31,23,2026-03-08T20:16:10Z,1570000,False,-237.0,13.0,1,left,MISS O. Anunoby 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,23.69,,,,,,,,
162,PT00M00.10S,2026-03-08T20:15:36.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,31,23,2026-03-08T20:16:10Z,1580000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,161.0,,,,,,,,,,,,
163,PT00M00.00S,2026-03-08T20:15:38.7Z,1,REGULAR,period,end,[],0,,,1610612752,31,23,2026-03-08T20:15:38Z,1590000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-03-08T20:17:56.1Z,2,REGULAR,substitution,out,['startperiod'],1629637,,,1610612752,31,23,2026-03-08T20:19:16Z,1600000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2026-03-08T20:17:56.1Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612752,31,23,2026-03-08T20:19:16Z,1610000,False,,,0,,SUB out: L. Dončić,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2026-03-08T20:17:56.1Z,2,REGULAR,substitution,out,['startperiod'],203935,,,1610612752,31,23,2026-03-08T20:19:16Z,1620000,False,,,0,,SUB out: M. Smart,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2026-03-08T20:17:56.1Z,2,REGULAR,substitution,out,['startperiod'],1628973,,,1610612752,31,23,2026-03-08T20:19:16Z,1630000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2026-03-08T20:17:56.1Z,2,REGULAR,substitution,out,['startperiod'],1629011,,,1610612752,31,23,2026-03-08T20:19:16Z,1640000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2026-03-08T20:17:56.1Z,2,REGULAR,substitution,out,['startperiod'],1629013,,,1610612752,31,23,2026-03-08T20:19:16Z,1650000,False,,,0,,SUB out: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2026-03-08T20:17:56.1Z,2,REGULAR,substitution,in,['startperiod'],1629020,,,1610612752,31,23,2026-03-08T20:19:16Z,1660000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2026-03-08T20:17:56.1Z,2,REGULAR,substitution,in,['startperiod'],1628467,,,1610612752,31,23,2026-03-08T20:19:16Z,1670000,False,,,0,,SUB in: M. Kleber,[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2026-03-08T20:17:56.1Z,2,REGULAR,substitution,in,['startperiod'],1630559,,,1610612752,31,23,2026-03-08T20:19:16Z,1680000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2026-03-08T20:17:56.1Z,2,REGULAR,substitution,in,['startperiod'],1630631,,,1610612752,31,23,2026-03-08T20:19:16Z,1690000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612752.0,NYK,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2026-03-08T20:17:56.1Z,2,REGULAR,substitution,in,['startperiod'],1628969,,,1610612752,31,23,2026-03-08T20:19:16Z,1700000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2026-03-08T20:17:56.1Z,2,REGULAR,substitution,in,['startperiod'],1626157,,,1610612752,31,23,2026-03-08T20:19:16Z,1710000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2026-03-08T20:19:23.1Z,2,REGULAR,period,start,[],0,,,1610612752,31,23,2026-03-08T20:19:23Z,1720000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M51.00S,2026-03-08T20:19:34.4Z,2,REGULAR,foul,personal,['2freethrow'],1628467,,,1610612752,31,23,2026-03-08T20:19:40Z,1730000,False,,,0,,M. Kleber shooting personal FOUL (1 PF) (Towns 2 FT),"[1628467, 1626157]",1610612747.0,LAL,shooting,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),8-16 Center,202056.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,
182,PT11M51.00S,2026-03-08T20:21:42.6Z,2,REGULAR,freethrow,1 of 2,[],1626157,,,1610612752,31,24,2026-03-08T20:21:42Z,1760000,False,,,0,,K. Towns Free Throw 1 of 2 (3 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
