actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
85,PT05M34.00S,2025-01-19T01:54:47.6Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,11,11,2025-01-19T01:54:57Z,850000,False,,,0,,K. Looney REBOUND (Off:1 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,84.0,1.0,0.0,1.0,,,,,,,,,,,,,
86,PT05M34.00S,2025-01-19T01:54:46.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626172,94.40999984741211,50.0,1610612744,13,11,2025-01-19T04:13:43Z,860000,False,0.0,0.0,1,right,K. Looney tip Layup (2 PTS),[1626172],1610612744.0,GSW,tip,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
87,PT05M28.00S,2025-01-19T01:54:56.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,7.30946123521682,44.6078431372549,1610612764,13,13,2025-01-19T01:55:01Z,870000,False,27.0,16.0,1,left,J. Poole driving Layup (7 PTS),[1629673],1610612764.0,WAS,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,3.15,Made,7.0,,,,,,,,,,,,,,,,,
88,PT05M28.00S,2025-01-19T01:54:59.5Z,1,REGULAR,foul,personal,['1freethrow'],1630611,,,1610612764,13,13,2025-01-19T01:55:08Z,880000,False,,,0,,G. Santos shooting personal FOUL (2 PF) (Poole 1 FT),"[1630611, 1629673]",1610612744.0,GSW,shooting,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627962.0,,2.0,0.0,Poole,1629673.0,,,,
90,PT05M28.00S,2025-01-19T01:55:11.4Z,1,REGULAR,substitution,out,[],203952,,,1610612764,13,13,2025-01-19T01:55:21Z,900000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M28.00S,2025-01-19T01:55:11.4Z,1,REGULAR,substitution,in,[],1627780,,,1610612764,13,13,2025-01-19T01:55:21Z,910000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M28.00S,2025-01-19T01:55:29.3Z,1,REGULAR,freethrow,1 of 1,[],1629673,,,1610612764,13,14,2025-01-19T01:55:29Z,920000,False,,,0,,J. Poole Free Throw 1 of 1 (8 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
93,PT05M10.00S,2025-01-19T01:55:49.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626172,82.60512483574244,49.26470588235294,1610612744,15,14,2025-01-19T01:55:52Z,930000,False,-4.0,111.0,1,right,K. Looney 11' Jump Shot (4 PTS) (G. Payton II 1 AST),"[1626172, 1627780]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),8-16 Center,11.11,Made,4.0,,,,,G. Payton II,1627780.0,1.0,,,,,,,,,,
95,PT05M04.00S,2025-01-19T01:55:56.0Z,1,REGULAR,3pt,Jump Shot,[],1630557,11.251642575558476,4.6568627450980395,1610612764,15,17,2025-01-19T01:56:01Z,950000,False,227.0,53.0,1,left,C. Kispert 3PT  (3 PTS) (J. Poole 1 AST),"[1630557, 1629673]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Right Corner 3,24+ Right,23.29,Made,3.0,,,,,J. Poole,1629673.0,1.0,,,,,,,,,,
97,PT05M02.00S,2025-01-19T01:56:02.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,15,17,2025-01-19T01:56:02Z,970000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M02.00S,2025-01-19T01:58:23.1Z,1,REGULAR,substitution,out,[],1642259,,,1610612744,15,17,2025-01-19T01:58:46Z,980000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M02.00S,2025-01-19T01:58:23.1Z,1,REGULAR,substitution,in,[],202685,,,1610612744,15,17,2025-01-19T01:58:46Z,990000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M42.00S,2025-01-19T01:59:16.7Z,1,REGULAR,3pt,Jump Shot,[],201939,81.02825229960578,94.85294117647058,1610612744,15,17,2025-01-19T01:59:22Z,1000000,False,224.0,126.0,1,right,MISS S. Curry 25' fadeaway 3PT,[201939],1610612744.0,GSW,fadeaway,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,25.72,Missed,,,,,,,,,,,,,,,,,,
105,PT04M39.00S,2025-01-19T01:59:19.7Z,1,REGULAR,rebound,offensive,[],1630611,,,1610612744,15,17,2025-01-19T01:59:22Z,1010000,False,,,0,,G. Santos REBOUND (Off:1 Def:0),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Right Center,,,,104.0,1.0,0.0,1.0,,,,,,,,,,,,,
106,PT04M37.00S,2025-01-19T01:59:21.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,65.65374507227332,55.63725490196079,1610612744,15,17,2025-01-19T01:59:28Z,1020000,False,28.0,270.0,1,right,MISS B. Hield 27' 3PT,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,27.19,Missed,,,,,,,,,,,,,,,,,,
107,PT04M33.00S,2025-01-19T01:59:25.5Z,1,REGULAR,rebound,offensive,[],1630611,,,1610612744,15,17,2025-01-19T02:06:14Z,1030000,False,,,0,,G. Santos REBOUND (Off:2 Def:0),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Center,,,,106.0,2.0,0.0,2.0,,,,,,,,,,,,,
108,PT04M31.00S,2025-01-19T01:59:26.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201939,91.27792378449409,96.07843137254902,1610612744,18,17,2025-01-19T01:59:37Z,1040000,False,230.0,29.0,1,right,S. Curry 3PT  (3 PTS) (G. Santos 1 AST),"[201939, 1630611]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Right Corner 3,24+ Right,23.23,Made,3.0,,,,,G. Santos,1630611.0,1.0,,,,,,,,,,
109,PT04M14.00S,2025-01-19T01:59:44.0Z,1,REGULAR,2pt,Jump Shot,[],1629673,21.369908015768726,46.07843137254902,1610612764,18,17,2025-01-19T02:00:40Z,1050000,False,20.0,148.0,1,left,MISS J. Poole 14' driving floating Shot,[1629673],1610612764.0,WAS,driving floating,,,Poole,J. Poole,,,,,Mid-Range,8-16 Center,14.97,Missed,,,,,,,,,,,,,,,,,,
110,PT04M11.00S,2025-01-19T01:59:47.0Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,18,17,2025-01-19T01:59:54Z,1060000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,8-16 Center,,,,109.0,2.0,2.0,0.0,,,,,,,,,,,,,
111,PT04M05.00S,2025-01-19T01:59:53.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,92.85479632063075,56.372549019607845,1610612744,18,17,2025-01-19T02:02:25Z,1070000,False,32.0,15.0,1,right,MISS G. Payton II driving reverse Layup,[1627780],1610612744.0,GSW,driving reverse,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,3.51,Missed,,,,,,,,,,,,,,,,,,
112,PT04M03.00S,2025-01-19T01:59:55.3Z,1,REGULAR,rebound,defensive,[],202685,,,1610612764,18,17,2025-01-19T02:00:01Z,1080000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:1),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,,,,111.0,1.0,1.0,0.0,,,,,,,,,,,,,
113,PT03M58.00S,2025-01-19T01:59:59.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642273,25.04927726675427,15.441176470588236,1610612764,18,20,2025-01-19T02:02:55Z,1090000,False,173.0,183.0,1,left,K. George 25' 3PT running pullup (3 PTS) (B. Coulibaly 2 AST),"[1642273, 1641731]",1610612764.0,WAS,running pullup,,,George,K. George,,,,,Above the Break 3,24+ Right Center,25.17,Made,3.0,,,,,B. Coulibaly,1641731.0,2.0,,,,,,,,,,
115,PT03M45.00S,2025-01-19T02:00:15.6Z,1,REGULAR,turnover,traveling,[],1627780,,,1610612744,18,20,2025-01-19T02:00:22Z,1110000,False,,,0,,G. Payton II traveling TURNOVER (1 TO),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,201639.0,1.0,,,,,,,,
116,PT03M45.00S,2025-01-19T02:00:20.2Z,1,REGULAR,substitution,out,[],1630611,,,1610612764,18,20,2025-01-19T02:00:22Z,1120000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M45.00S,2025-01-19T02:00:20.2Z,1,REGULAR,substitution,in,[],1630541,,,1610612764,18,20,2025-01-19T02:00:22Z,1130000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M26.00S,2025-01-19T02:00:51.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641731,23.99802890932983,10.049019607843137,1610612764,18,20,2025-01-19T02:00:56Z,1140000,False,200.0,173.0,1,left,MISS B. Coulibaly 26' 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,26.44,Missed,,,,,,,,,,,,,,,,,,
119,PT03M26.00S,2025-01-19T02:00:51.3Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,18,20,2025-01-19T02:00:56Z,1150000,False,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Right Center,,,,118.0,2.0,1.0,1.0,,,,,,,,,,,,,
120,PT03M13.00S,2025-01-19T02:01:03.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201939,83.65637319316689,44.85294117647059,1610612744,18,20,2025-01-19T02:01:07Z,1160000,False,-26.0,101.0,1,right,MISS S. Curry 10' driving floating Shot,[201939],1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Center,10.43,Missed,,,,,,,,,,,,,,,,,,
121,PT03M11.00S,2025-01-19T02:01:06.4Z,1,REGULAR,rebound,offensive,[],201939,,,1610612744,18,20,2025-01-19T02:01:06Z,1170000,False,,,0,,S. Curry REBOUND (Off:1 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Center,,,,120.0,3.0,2.0,1.0,,,,,,,,,,,,,
122,PT03M00.00S,2025-01-19T02:01:17.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626172,83.52496714848883,56.61764705882353,1610612744,18,20,2025-01-19T02:01:21Z,1180000,False,33.0,102.0,1,right,MISS K. Looney 10' step back Shot,[1626172],1610612744.0,GSW,step back,,,Looney,K. Looney,,,,,In The Paint (Non-RA),8-16 Center,10.76,Missed,,,,,,,,,,,,,,,,,,
123,PT02M56.00S,2025-01-19T02:01:21.6Z,1,REGULAR,rebound,defensive,[],202685,,,1610612764,18,20,2025-01-19T02:01:21Z,1190000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:2),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),8-16 Center,,,,122.0,2.0,2.0,0.0,,,,,,,,,,,,,
124,PT02M52.00S,2025-01-19T02:01:26.8Z,1,REGULAR,foul,personal,[],1627741,,,1610612764,18,20,2025-01-19T02:01:29Z,1200000,False,,,0,,B. Hield personal FOUL (1 PF),"[1627741, 1642273]",1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1627962.0,,1.0,0.0,George,1642273.0,,,,
126,PT02M52.00S,2025-01-19T02:01:32.2Z,1,REGULAR,substitution,out,[],1627780,,,1610612764,18,20,2025-01-19T02:01:39Z,1220000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M52.00S,2025-01-19T02:01:32.2Z,1,REGULAR,substitution,out,[],1626172,,,1610612764,18,20,2025-01-19T02:01:39Z,1230000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M52.00S,2025-01-19T02:01:32.2Z,1,REGULAR,substitution,out,[],201939,,,1610612764,18,20,2025-01-19T02:01:39Z,1240000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M52.00S,2025-01-19T02:01:32.2Z,1,REGULAR,substitution,in,[],1631218,,,1610612764,18,20,2025-01-19T02:01:39Z,1250000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M52.00S,2025-01-19T02:01:32.2Z,1,REGULAR,substitution,in,[],203952,,,1610612764,18,20,2025-01-19T02:01:39Z,1260000,False,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M52.00S,2025-01-19T02:01:32.2Z,1,REGULAR,substitution,in,[],203471,,,1610612764,18,20,2025-01-19T02:01:39Z,1270000,False,,,0,,SUB in: D. Schröder,[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M52.00S,2025-01-19T02:01:45.1Z,1,REGULAR,substitution,out,[],1641731,,,1610612764,18,20,2025-01-19T02:02:05Z,1280000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M52.00S,2025-01-19T02:01:45.1Z,1,REGULAR,substitution,out,[],1629673,,,1610612764,18,20,2025-01-19T02:02:05Z,1290000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M52.00S,2025-01-19T02:01:45.1Z,1,REGULAR,substitution,in,[],1628398,,,1610612764,18,20,2025-01-19T02:02:05Z,1300000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M52.00S,2025-01-19T02:01:45.1Z,1,REGULAR,substitution,in,[],1642267,,,1610612764,18,20,2025-01-19T02:02:05Z,1310000,False,,,0,,SUB in: C. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M40.00S,2025-01-19T02:02:14.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,10.988830486202366,50.49019607843137,1610612764,18,20,2025-01-19T02:02:17Z,1320000,False,-2.0,51.0,1,left,MISS C. Kispert driving finger roll Layup - blocked,"[1630557, 1631218]",1610612764.0,WAS,driving finger roll,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,5.09,Missed,,,,,,,,,,,,,,,,,Jackson-Davis,1631218.0
137,PT02M40.00S,2025-01-19T02:02:14.0Z,1,REGULAR,block,,[],1631218,,,1610612764,18,20,2025-01-19T02:02:15Z,1330000,False,,,0,,T. Jackson-Davis BLOCK (1 BLK),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
138,PT02M38.00S,2025-01-19T02:02:16.0Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,18,20,2025-01-19T02:02:17Z,1340000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,136.0,2.0,1.0,1.0,,,,,,,,,,,,,
139,PT02M25.00S,2025-01-19T02:02:29.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,92.32917214191852,56.372549019607845,1610612744,18,20,2025-01-19T02:02:34Z,1350000,False,32.0,20.0,1,right,MISS D. Schröder driving Layup,[203471],1610612744.0,GSW,driving,,,Schröder,D. Schröder,,,,,Restricted Area,0-8 Center,3.74,Missed,,,,,,,,,,,,,,,,,,
140,PT02M22.00S,2025-01-19T02:02:32.3Z,1,REGULAR,rebound,offensive,[],1631218,,,1610612744,18,20,2025-01-19T02:02:32Z,1360000,False,,,0,,T. Jackson-Davis REBOUND (Off:2 Def:3),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,,139.0,5.0,3.0,2.0,,,,,,,,,,,,,
149,PT02M21.00S,2025-01-19T02:02:30.9Z,1,REGULAR,turnover,bad pass,[],1631218,,,1610612744,18,20,2025-01-19T02:03:12Z,1365000,False,,,0,,T. Jackson-Davis bad pass TURNOVER (1 TO),"[1631218, 1642273]",1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,,,,,George,1642273.0,,
150,PT02M21.00S,2025-01-19T02:02:30.9Z,1,REGULAR,steal,,[],1642273,,,1610612764,18,20,2025-01-19T02:02:59Z,1367500,False,,,0,,K. George STEAL (1 STL),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
143,PT02M16.00S,2025-01-19T02:02:37.9Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1642273,26.49474375821288,14.705882352941178,1610612764,18,20,2025-01-19T02:03:32Z,1390000,False,176.0,197.0,1,left,MISS K. George 26' running pullup 3PT,[1642273],1610612764.0,WAS,running pullup,,,George,K. George,,,,,Above the Break 3,24+ Right Center,26.42,Missed,,,,,,,,,,,,,,,,,,
144,PT02M13.00S,2025-01-19T02:02:40.9Z,1,REGULAR,rebound,defensive,[],1631218,,,1610612744,18,20,2025-01-19T02:02:53Z,1400000,False,,,0,,T. Jackson-Davis REBOUND (Off:2 Def:4),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Right Center,,,,143.0,6.0,4.0,2.0,,,,,,,,,,,,,
145,PT02M07.00S,2025-01-19T02:02:47.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631218,91.40932982917214,41.911764705882355,1610612744,18,20,2025-01-19T02:03:44Z,1410000,False,-40.0,28.0,1,right,MISS T. Jackson-Davis cutting DUNK - blocked,"[1631218, 202685]",1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,4.93,Missed,,,,,,,,,,,,,,,,,Valančiūnas,202685.0
146,PT02M07.00S,2025-01-19T02:02:47.2Z,1,REGULAR,block,,[],202685,,,1610612744,18,20,2025-01-19T02:02:49Z,1420000,False,,,0,,J. Valančiūnas BLOCK (1 BLK),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
147,PT02M05.00S,2025-01-19T02:02:49.2Z,1,REGULAR,rebound,defensive,[],202685,,,1610612764,18,20,2025-01-19T02:03:44Z,1430000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:3),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,,,,145.0,3.0,3.0,0.0,,,,,,,,,,,,,
148,PT02M01.00S,2025-01-19T02:02:56.0Z,1,REGULAR,turnover,traveling,[],1628398,,,1610612764,18,20,2025-01-19T02:03:56Z,1440000,False,,,0,,K. Kuzma traveling TURNOVER (1 TO),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,201639.0,1.0,,,,,,,,
151,PT01M49.00S,2025-01-19T02:03:25.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203952,69.20170827858082,22.794117647058822,1610612744,18,20,2025-01-19T02:08:02Z,1450000,False,-136.0,237.0,1,right,MISS A. Wiggins 27' step back 3PT,[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,27.32,Missed,,,,,,,,,,,,,,,,,,
152,PT01M46.00S,2025-01-19T02:03:29.3Z,1,REGULAR,rebound,defensive,[],202685,,,1610612764,18,20,2025-01-19T02:03:29Z,1460000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:4),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Left Center,,,,151.0,4.0,4.0,0.0,,,,,,,,,,,,,
153,PT01M42.00S,2025-01-19T02:03:34.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630557,25.443495400788436,82.84313725490196,1610612764,18,23,2025-01-19T02:08:27Z,1470000,False,-164.0,187.0,1,left,C. Kispert 24' 3PT running (6 PTS) (K. Kuzma 1 AST),"[1630557, 1628398]",1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,24.86,Made,6.0,,,,,K. Kuzma,1628398.0,1.0,,,,,,,,,,
155,PT01M15.00S,2025-01-19T02:03:59.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203952,86.28449408672799,50.245098039215684,1610612744,20,23,2025-01-19T02:04:58Z,1490000,False,1.0,76.0,1,right,A. Wiggins 7' driving Hook (6 PTS) (D. Schröder 1 AST),"[203952, 203471]",1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,7.64,Made,6.0,,,,,D. Schröder,203471.0,1.0,,,,,,,,,,
156,PT00M58.30S,2025-01-19T02:04:18.1Z,1,REGULAR,turnover,lost ball,[],1642267,,,1610612764,20,23,2025-01-19T02:04:24Z,1500000,False,,,0,,C. Carrington lost ball TURNOVER (1 TO),"[1642267, 203952]",1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,,,,,Wiggins,203952.0,,
157,PT00M58.30S,2025-01-19T02:04:18.1Z,1,REGULAR,steal,,[],203952,,,1610612744,20,23,2025-01-19T02:04:19Z,1510000,False,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
158,PT00M54.20S,2025-01-19T02:04:22.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627741,92.72339027595268,57.59803921568627,1610612744,22,23,2025-01-19T02:10:00Z,1520000,False,38.0,16.0,1,right,B. Hield running Layup (2 PTS) (A. Wiggins 2 AST),"[1627741, 203952]",1610612744.0,GSW,running,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,4.12,Made,2.0,,,,,A. Wiggins,203952.0,2.0,,,,,,,,,,
160,PT00M54.20S,2025-01-19T02:04:27.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612764,22,23,2025-01-19T02:04:27Z,1540000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M37.90S,2025-01-19T02:06:23.6Z,1,REGULAR,3pt,Jump Shot,[],1642267,27.283180026281208,80.88235294117648,1610612764,22,26,2025-01-19T02:06:28Z,1550000,False,-154.0,204.0,1,left,C. Carrington 25' 3PT  (5 PTS) (K. Kuzma 2 AST),"[1642267, 1628398]",1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Above the Break 3,24+ Left Center,25.58,Made,5.0,,,,,K. Kuzma,1628398.0,2.0,,,,,,,,,,
164,PT00M30.90S,2025-01-19T02:06:40.6Z,1,REGULAR,3pt,Jump Shot,[],1630541,93.9060446780552,4.411764705882353,1610612744,25,26,2025-01-19T02:06:44Z,1570000,False,-228.0,5.0,1,right,M. Moody 3PT  (3 PTS) (B. Hield 1 AST),"[1630541, 1627741]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Left Corner 3,24+ Left,22.8,Made,3.0,,,,,B. Hield,1627741.0,1.0,,,,,,,,,,
166,PT00M15.10S,2025-01-19T02:06:58.9Z,1,REGULAR,3pt,Jump Shot,[],1642267,29.6484888304862,72.30392156862744,1610612764,25,29,2025-01-19T02:07:02Z,1590000,False,-112.0,226.0,1,left,C. Carrington 25' 3PT  (8 PTS) (K. Kuzma 3 AST),"[1642267, 1628398]",1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Above the Break 3,24+ Left Center,25.22,Made,8.0,,,,,K. Kuzma,1628398.0,3.0,,,,,,,,,,
168,PT00M06.90S,2025-01-19T02:07:11.0Z,1,REGULAR,foul,personal,[],1642267,,,1610612744,25,29,2025-01-19T02:07:16Z,1610000,False,,,0,,C. Carrington personal FOUL (2 PF),"[1642267, 203471]",1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Above the Break 3,24+ Center,,,,,,,,,,,201639.0,,2.0,0.0,Schröder,203471.0,,,,
170,PT00M06.90S,2025-01-19T02:07:21.3Z,1,REGULAR,substitution,out,[],202685,,,1610612744,25,29,2025-01-19T02:07:37Z,1630000,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M06.90S,2025-01-19T02:07:21.3Z,1,REGULAR,substitution,out,[],1630557,,,1610612744,25,29,2025-01-19T02:07:37Z,1640000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M06.90S,2025-01-19T02:07:21.3Z,1,REGULAR,substitution,in,[],1641731,,,1610612744,25,29,2025-01-19T02:07:37Z,1650000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
