actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
94,PT04M49.00S,2024-11-09T00:55:02.2Z,1,REGULAR,substitution,out,[],1630171,,,1610612744,25,9,2024-11-09T00:55:20Z,860000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M49.00S,2024-11-09T00:55:02.2Z,1,REGULAR,substitution,out,[],203952,,,1610612744,25,9,2024-11-09T00:55:20Z,870000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M49.00S,2024-11-09T00:55:02.2Z,1,REGULAR,substitution,out,[],203110,,,1610612744,25,9,2024-11-09T00:55:20Z,880000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M49.00S,2024-11-09T00:55:02.2Z,1,REGULAR,substitution,in,[],1627777,,,1610612744,25,9,2024-11-09T00:55:20Z,890000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M49.00S,2024-11-09T00:55:02.2Z,1,REGULAR,substitution,in,[],1641764,,,1610612744,25,9,2024-11-09T00:55:20Z,900000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M49.00S,2024-11-09T00:55:02.2Z,1,REGULAR,substitution,in,[],1626172,,,1610612744,25,9,2024-11-09T00:55:20Z,910000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M49.00S,2024-11-09T00:55:26.3Z,1,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,25,10,2024-11-09T00:55:26Z,920000,False,,,0,,J. Kuminga Free Throw 2 of 2 (3 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
101,PT04M23.00S,2024-11-09T00:55:54.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627777,5.863994743758213,49.26470588235294,1610612739,27,10,2024-11-09T00:55:58Z,930000,False,4.0,3.0,1,left,G. Niang cutting Layup (2 PTS) (D. Garland 3 AST),"[1627777, 1629636]",1610612739.0,CLE,cutting,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.45,D. Garland,1629636.0,3.0,,,,,,,,,
103,PT04M13.00S,2024-11-09T00:56:04.4Z,1,REGULAR,2pt,Jump Shot,[],201939,78.9257555847569,18.627450980392158,1610612744,27,12,2024-11-09T00:56:11Z,950000,False,-157.0,146.0,1,right,S. Curry 21' step back Jump Shot (2 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Mid-Range,16-24 Left Center,,,,,,Made,2.0,21.4,,,,,,,,,,,,
104,PT03M53.00S,2024-11-09T00:56:27.7Z,1,REGULAR,foul,personal,['2freethrow'],1627741,,,1610612739,27,12,2024-11-09T00:56:33Z,960000,False,,,0,,B. Hield shooting personal FOUL (1 PF) (LeVert 2 FT),"[1627741, 1627747]",1610612744.0,GSW,shooting,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,202049.0,1.0,0.0,LeVert,1627747.0,,,,,,,,,,,,,,,
106,PT03M53.00S,2024-11-09T00:56:54.2Z,1,REGULAR,freethrow,1 of 2,[],1627747,,,1610612739,28,12,2024-11-09T00:56:54Z,980000,False,,,0,,C. LeVert Free Throw 1 of 2 (4 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
107,PT03M53.00S,2024-11-09T00:57:11.0Z,1,REGULAR,freethrow,2 of 2,[],1627747,,,1610612739,29,12,2024-11-09T00:57:11Z,990000,False,,,0,,C. LeVert Free Throw 2 of 2 (5 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
108,PT03M41.00S,2024-11-09T00:57:24.4Z,1,REGULAR,turnover,bad pass,[],201939,,,1610612744,29,12,2024-11-09T00:57:33Z,1000000,False,,,0,,S. Curry bad pass TURNOVER (2 TO),"[201939, 1629636]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,2.0,,,,,,,Garland,1629636.0
109,PT03M41.00S,2024-11-09T00:57:24.4Z,1,REGULAR,steal,,[],1629636,,,1610612739,29,12,2024-11-09T00:57:33Z,1010000,False,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
110,PT03M37.00S,2024-11-09T00:57:30.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627747,5.863994743758213,48.28431372549019,1610612739,29,12,2024-11-09T01:01:11Z,1020000,False,9.0,3.0,1,left,MISS C. LeVert running DUNK,[1627747],1610612739.0,CLE,running,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,Missed,,0.9,,,,,,,,,,,,
111,PT03M35.00S,2024-11-09T00:57:32.6Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,29,12,2024-11-09T01:01:11Z,1030000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,110.0,1.0,1.0,0.0,,,,
112,PT03M26.00S,2024-11-09T00:57:41.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,94.1688567674113,50.245098039215684,1610612744,29,14,2024-11-09T01:01:38Z,1040000,False,1.0,2.0,1,right,K. Looney cutting Layup (2 PTS) (B. Podziemski 1 AST),"[1626172, 1641764]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.26,B. Podziemski,1641764.0,1.0,,,,,,,,,
113,PT03M23.00S,2024-11-09T00:57:48.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,29,14,2024-11-09T00:57:48Z,1050000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M23.00S,2024-11-09T00:58:18.2Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,29,14,2024-11-09T01:00:34Z,1060000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M23.00S,2024-11-09T00:58:18.2Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,29,14,2024-11-09T01:00:34Z,1070000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M23.00S,2024-11-09T00:58:18.2Z,1,REGULAR,substitution,out,[],201939,,,1610612739,29,14,2024-11-09T01:00:34Z,1080000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M23.00S,2024-11-09T00:58:18.2Z,1,REGULAR,substitution,in,[],1628378,,,1610612739,29,14,2024-11-09T01:00:34Z,1090000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M23.00S,2024-11-09T00:58:18.2Z,1,REGULAR,substitution,in,[],1630596,,,1610612739,29,14,2024-11-09T01:00:34Z,1100000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M23.00S,2024-11-09T00:58:18.2Z,1,REGULAR,substitution,in,[],1629001,,,1610612739,29,14,2024-11-09T01:00:34Z,1110000,False,,,0,,SUB in: D. Melton,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M05.00S,2024-11-09T01:00:58.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,13.61695137976347,41.42156862745098,1610612739,31,14,2024-11-09T01:01:03Z,1120000,False,43.0,75.0,1,left,E. Mobley 8' turnaround Hook (8 PTS),[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,8.0,8.68,,,,,,,,,,,,
121,PT02M46.00S,2024-11-09T01:01:19.7Z,1,REGULAR,3pt,Jump Shot,[],1641764,68.9388961892247,73.0392156862745,1610612744,31,14,2024-11-09T01:02:13Z,1130000,False,115.0,239.0,1,right,MISS B. Podziemski 26' step back 3PT,[1641764],1610612744.0,GSW,step back,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,26.58,,,,,,,,,,,,
122,PT02M44.00S,2024-11-09T01:01:21.7Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,31,14,2024-11-09T01:02:13Z,1140000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,121.0,2.0,2.0,0.0,,,,
123,PT02M39.00S,2024-11-09T01:01:28.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629001,,,1610612739,31,14,2024-11-09T01:01:58Z,1150000,False,,,0,,D. Melton personal FOUL (1 PF) (Mitchell 2 FT),"[1629001, 1628378]",1610612744.0,GSW,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Center,1627519.0,1.0,0.0,Mitchell,1628378.0,,,,,,,,,,,,,,,
125,PT02M39.00S,2024-11-09T01:01:56.3Z,1,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,32,14,2024-11-09T01:01:56Z,1170000,False,,,0,,D. Mitchell Free Throw 1 of 2 (4 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
126,PT02M39.00S,2024-11-09T01:02:14.1Z,1,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,33,14,2024-11-09T01:02:14Z,1180000,False,,,0,,D. Mitchell Free Throw 2 of 2 (5 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
127,PT02M30.00S,2024-11-09T01:02:25.3Z,1,REGULAR,3pt,Jump Shot,[],1630228,79.84559789750328,4.901960784313726,1610612744,33,14,2024-11-09T01:03:13Z,1190000,False,-225.0,137.0,1,right,MISS J. Kuminga 26' 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.39,,,,,,,,,,,,
128,PT02M28.00S,2024-11-09T01:02:27.3Z,1,REGULAR,rebound,offensive,[],1629001,,,1610612744,33,14,2024-11-09T01:03:58Z,1200000,False,,,0,,D. Melton REBOUND (Off:1 Def:0),[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,127.0,1.0,0.0,1.0,,,,
129,PT02M27.00S,2024-11-09T01:02:31.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629001,94.40999984741211,50.0,1610612744,33,14,2024-11-09T01:04:03Z,1210000,False,0.0,0.0,1,right,MISS D. Melton tip Layup,[1629001],1610612744.0,GSW,tip,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,Missed,,0.0,,,,,,,,,,,,
130,PT02M26.00S,2024-11-09T01:02:32.0Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,33,14,2024-11-09T01:03:21Z,1220000,False,,,0,,E. Mobley REBOUND (Off:0 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,129.0,3.0,3.0,0.0,,,,
131,PT02M21.00S,2024-11-09T01:02:35.3Z,1,REGULAR,2pt,Layup,['fastbreak'],1630596,6.521024967148489,30.14705882352941,1610612739,33,14,2024-11-09T01:03:48Z,1230000,False,99.0,9.0,1,left,MISS E. Mobley 9' running Layup,[1630596],1610612739.0,CLE,running,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,,,,,,Missed,,9.97,,,,,,,,,,,,
132,PT02M19.00S,2024-11-09T01:02:37.3Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,33,14,2024-11-09T01:03:48Z,1240000,False,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,131.0,2.0,2.0,0.0,,,,
133,PT02M14.00S,2024-11-09T01:02:43.7Z,1,REGULAR,turnover,out-of-bounds,[],1629001,,,1610612744,33,14,2024-11-09T01:04:14Z,1250000,False,,,0,,D. Melton step out-of-bounds TURNOVER (1 TO),[1629001],1610612744.0,GSW,step,,,Melton,D. Melton,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,1.0,,,,,,,,
134,PT02M04.00S,2024-11-09T01:02:59.2Z,1,REGULAR,turnover,bad pass,[],1630596,,,1610612739,33,14,2024-11-09T01:03:07Z,1260000,False,,,0,,E. Mobley bad pass TURNOVER (2 TO),"[1630596, 1641764]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,2.0,,,,,,,Podziemski,1641764.0
135,PT02M04.00S,2024-11-09T01:02:59.2Z,1,REGULAR,steal,,[],1641764,,,1610612744,33,14,2024-11-09T01:03:01Z,1270000,False,,,0,,B. Podziemski STEAL (1 STL),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
136,PT01M54.00S,2024-11-09T01:03:09.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630228,94.43166885676742,48.28431372549019,1610612744,33,16,2024-11-09T01:04:59Z,1280000,False,-9.0,0.0,1,right,J. Kuminga driving Layup (5 PTS),[1630228],1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,0.86,,,,,,,,,,,,
137,PT01M54.00S,2024-11-09T01:03:21.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612739,33,16,2024-11-09T01:03:21Z,1290000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M39.00S,2024-11-09T01:05:04.2Z,1,REGULAR,turnover,lost ball,[],1628378,,,1610612739,33,16,2024-11-09T01:05:27Z,1300000,False,,,0,,D. Mitchell lost ball TURNOVER (1 TO),"[1628378, 1626172]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,,,,,,,Looney,1626172.0
139,PT01M39.00S,2024-11-09T01:05:04.2Z,1,REGULAR,steal,,[],1626172,,,1610612744,33,16,2024-11-09T01:05:07Z,1310000,False,,,0,,K. Looney STEAL (1 STL),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
140,PT01M38.00S,2024-11-09T01:05:08.5Z,1,REGULAR,foul,personal,[],1628378,,,1610612744,33,16,2024-11-09T01:05:16Z,1320000,False,,,0,,D. Mitchell personal FOUL (1 PF),"[1628378, 1626172]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,202049.0,1.0,0.0,Looney,1626172.0,,,,,,,,,,,,,,,
142,PT01M19.00S,2024-11-09T01:05:41.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627777,,,1610612744,33,16,2024-11-09T01:05:48Z,1340000,False,,,0,,G. Niang shooting personal FOUL (1 PF) (Kuminga 2 FT),"[1627777, 1630228]",1610612739.0,CLE,shooting,,,Niang,G. Niang,,,,,In The Paint (Non-RA),8-16 Center,1179.0,1.0,0.0,Kuminga,1630228.0,,,,,,,,,,,,,,,
144,PT01M19.00S,2024-11-09T01:06:02.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630228,,,1610612744,33,16,2024-11-09T01:06:02Z,1360000,False,,,0,,MISS J. Kuminga Free Throw 1 of 2,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
145,PT01M19.00S,2024-11-09T01:06:02.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,33,16,2024-11-09T01:06:02Z,1370000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,144.0,,,,,,,
146,PT01M19.00S,2024-11-09T01:06:22.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630228,,,1610612744,33,17,2024-11-09T01:06:22Z,1380000,False,,,0,,J. Kuminga Free Throw 2 of 2 (6 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
147,PT01M10.00S,2024-11-09T01:06:36.1Z,1,REGULAR,3pt,Jump Shot,[],1630241,29.517082785808146,25.245098039215684,1610612739,36,17,2024-11-09T01:06:40Z,1390000,False,124.0,225.0,1,left,S. Merrill 25' 3PT  (3 PTS) (E. Mobley 1 AST),"[1630241, 1630596]",1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,25.68,E. Mobley,1630596.0,1.0,,,,,,,,,
149,PT00M47.80S,2024-11-09T01:06:59.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626172,93.11760840998686,51.225490196078425,1610612744,36,19,2024-11-09T01:07:03Z,1410000,False,6.0,12.0,1,right,K. Looney cutting DUNK (4 PTS) (D. Melton 1 AST),"[1626172, 1629001]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,1.36,D. Melton,1629001.0,1.0,,,,,,,,,
151,PT00M37.90S,2024-11-09T01:07:10.9Z,1,REGULAR,3pt,Jump Shot,[],1627777,30.962549277266753,29.166666666666668,1610612739,39,19,2024-11-09T01:07:14Z,1430000,False,104.0,239.0,1,left,G. Niang 26' 3PT  (5 PTS) (D. Mitchell 2 AST),"[1627777, 1628378]",1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,,,,,,Made,5.0,26.03,D. Mitchell,1628378.0,2.0,,,,,,,,,
153,PT00M26.30S,2024-11-09T01:07:24.7Z,1,REGULAR,3pt,Jump Shot,[],1630228,80.3712220762155,6.127450980392156,1610612744,39,22,2024-11-09T01:07:30Z,1450000,False,-219.0,132.0,1,right,J. Kuminga 25' 3PT  (9 PTS) (B. Podziemski 2 AST),"[1630228, 1641764]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Left Center,,,,,,Made,9.0,25.6,B. Podziemski,1641764.0,2.0,,,,,,,,,
156,PT00M00.00S,2024-11-09T01:08:08.9Z,1,REGULAR,3pt,Jump Shot,[],1630596,31.882391590013142,50.73529411764706,1610612739,39,22,2024-11-09T01:08:12Z,1480000,False,-4.0,247.0,1,left,MISS E. Mobley 24' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,,,,,,Missed,,24.72,,,,,,,,,,,,
157,PT00M00.00S,2024-11-09T01:08:11.7Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,39,22,2024-11-09T01:08:11Z,1490000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,156.0,1.0,1.0,0.0,,,,
158,PT00M00.00S,2024-11-09T01:08:13.1Z,1,REGULAR,period,end,[],0,,,1610612744,39,22,2024-11-09T01:08:13Z,1500000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-11-09T01:09:45.0Z,2,REGULAR,substitution,out,['startperiod'],1627747,,,1610612744,39,22,2024-11-09T01:10:39Z,1510000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-11-09T01:09:45.0Z,2,REGULAR,substitution,out,['startperiod'],1627741,,,1610612744,39,22,2024-11-09T01:10:39Z,1520000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-11-09T01:09:45.0Z,2,REGULAR,substitution,in,['startperiod'],1629731,,,1610612744,39,22,2024-11-09T01:10:39Z,1530000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-11-09T01:09:45.0Z,2,REGULAR,substitution,in,['startperiod'],203937,,,1610612744,39,22,2024-11-09T01:10:39Z,1540000,False,,,0,,SUB in: K. Anderson,[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-11-09T01:10:51.8Z,2,REGULAR,period,start,[],0,,,1610612744,39,22,2024-11-09T01:10:51Z,1550000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M46.00S,2024-11-09T01:11:05.3Z,2,REGULAR,3pt,Jump Shot,[],203937,94.56307490144546,4.411764705882353,1610612744,39,22,2024-11-09T01:11:09Z,1560000,False,-228.0,-1.0,1,right,MISS K. Anderson 3PT,[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,Left Corner 3,24+ Left,,,,,,Missed,,22.79,,,,,,,,,,,,
167,PT11M43.00S,2024-11-09T01:11:07.7Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612739,39,22,2024-11-09T01:11:07Z,1570000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:3),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,166.0,3.0,3.0,0.0,,,,
168,PT11M31.00S,2024-11-09T01:11:20.4Z,2,REGULAR,3pt,Jump Shot,[],1630241,21.76412614980289,89.70588235294117,1610612739,39,22,2024-11-09T01:11:24Z,1580000,False,-199.0,152.0,1,left,MISS S. Merrill 25' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.01,,,,,,,,,,,,
169,PT11M28.00S,2024-11-09T01:11:23.4Z,2,REGULAR,rebound,defensive,[],203937,,,1610612744,39,22,2024-11-09T01:11:24Z,1590000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,168.0,1.0,1.0,0.0,,,,
170,PT11M19.00S,2024-11-09T01:11:32.2Z,2,REGULAR,3pt,Jump Shot,[],1629001,77.61169513797634,7.598039215686274,1610612744,39,22,2024-11-09T01:11:36Z,1600000,False,-212.0,158.0,1,right,MISS D. Melton 26' 3PT,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.44,,,,,,,,,,,,
171,PT11M17.00S,2024-11-09T01:11:34.2Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612739,39,22,2024-11-09T01:11:59Z,1610000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,170.0,1.0,1.0,0.0,,,,
172,PT11M05.00S,2024-11-09T01:11:46.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627777,8.360709592641262,64.95098039215686,1610612739,41,22,2024-11-09T01:12:01Z,1620000,False,-75.0,26.0,1,left,G. Niang 7' Hook (7 PTS) (S. Merrill 1 AST),"[1627777, 1630241]",1610612739.0,CLE,,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,7.0,7.92,S. Merrill,1630241.0,1.0,,,,,,,,,
174,PT10M45.00S,2024-11-09T01:12:06.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641764,93.64323258869908,50.0,1610612744,41,24,2024-11-09T01:12:10Z,1640000,False,0.0,7.0,1,right,B. Podziemski driving Layup (2 PTS) (J. Kuminga 1 AST),"[1641764, 1630228]",1610612744.0,GSW,driving,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.73,J. Kuminga,1630228.0,1.0,,,,,,,,,
176,PT10M33.00S,2024-11-09T01:12:20.6Z,2,REGULAR,2pt,Jump Shot,[],1628378,13.61695137976347,33.57843137254902,1610612739,41,24,2024-11-09T01:12:48Z,1660000,False,82.0,75.0,1,left,MISS D. Mitchell 11' driving floating Shot,[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Right,,,,,,Missed,,11.15,,,,,,,,,,,,
177,PT10M31.00S,2024-11-09T01:12:22.6Z,2,REGULAR,rebound,defensive,[],1641764,,,1610612744,41,24,2024-11-09T01:12:48Z,1670000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:2),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,176.0,2.0,2.0,0.0,,,,
178,PT10M13.00S,2024-11-09T01:12:39.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,94.43166885676742,54.41176470588235,1610612744,41,24,2024-11-09T01:13:28Z,1680000,False,22.0,0.0,1,right,MISS K. Looney reverse Layup,[1626172],1610612744.0,GSW,reverse,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.21,,,,,,,,,,,,
179,PT10M11.00S,2024-11-09T01:12:41.8Z,2,REGULAR,rebound,defensive,[],1629731,,,1610612739,41,24,2024-11-09T01:13:28Z,1690000,False,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,178.0,1.0,1.0,0.0,,,,
