actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,playerName,playerNameI,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
541,PT00M00.00S,2024-11-26T01:54:19.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,72,80,2024-11-26T01:54:24Z,5140000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,540.0,,,,,,,,,,,
542,PT00M00.00S,2024-11-26T01:54:27.3Z,3,REGULAR,period,end,[],0,,,1610612765,72,80,2024-11-26T01:54:27Z,5150000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT12M00.00S,2024-11-26T01:54:59.3Z,4,REGULAR,substitution,out,['startperiod'],1631323,,,1610612765,72,80,2024-11-26T01:56:53Z,5160000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612765.0,DET,,,,,,,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,
546,PT12M00.00S,2024-11-26T01:54:59.3Z,4,REGULAR,substitution,out,['startperiod'],1631204,,,1610612765,72,80,2024-11-26T01:56:53Z,5170000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,,,,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,
547,PT12M00.00S,2024-11-26T01:54:59.3Z,4,REGULAR,substitution,out,['startperiod'],1641709,,,1610612765,72,80,2024-11-26T01:56:53Z,5180000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,
548,PT12M00.00S,2024-11-26T01:54:59.3Z,4,REGULAR,substitution,in,['startperiod'],1641842,,,1610612765,72,80,2024-11-26T01:56:53Z,5190000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,,,,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,
549,PT12M00.00S,2024-11-26T01:54:59.3Z,4,REGULAR,substitution,in,['startperiod'],203501,,,1610612765,72,80,2024-11-26T01:56:53Z,5200000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,
550,PT12M00.00S,2024-11-26T01:54:59.3Z,4,REGULAR,substitution,in,['startperiod'],1627736,,,1610612765,72,80,2024-11-26T01:56:53Z,5210000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,,,,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,
551,PT12M00.00S,2024-11-26T01:57:02.9Z,4,REGULAR,period,start,[],0,,,1610612765,72,80,2024-11-26T01:57:02Z,5220000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT11M39.00S,2024-11-26T01:57:22.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,88.12417871222075,43.13725490196079,1610612765,74,80,2024-11-26T01:57:31Z,5230000,False,-34.0,59.0,1,right,J. Ivey 6' driving bank Jump Shot (19 PTS) (M. Beasley 4 AST),"[1631093, 1627736]",1610612765.0,DET,driving bank,,,,,,In The Paint (Non-RA),0-8 Center,,Ivey,J. Ivey,,,6.83,Made,19.0,M. Beasley,1627736.0,4.0,,,,,,,,,,,,
554,PT11M18.00S,2024-11-26T01:57:44.0Z,4,REGULAR,3pt,Jump Shot,[],1642419,5.995400788436268,95.83333333333334,1610612761,74,80,2024-11-26T01:57:49Z,5250000,False,-229.0,4.0,1,left,MISS J. Battle 3PT,[1642419],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,Battle,J. Battle,,,22.92,Missed,,,,,,,,,,,,,,,,
555,PT11M17.00S,2024-11-26T01:57:45.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612765,74,80,2024-11-26T01:57:49Z,5260000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,554.0,,,,,,,,,,,
556,PT11M17.00S,2024-11-26T01:57:51.9Z,4,REGULAR,foul,personal,[],1628981,,,1610612765,74,80,2024-11-26T01:57:58Z,5270000,False,,,0,,B. Fernando loose ball personal FOUL (4 PF),"[1628981, 1630191]",1610612761.0,TOR,loose ball,,,,,,Left Corner 3,24+ Left,,Fernando,B. Fernando,,,,,,,,,,,,,1628485.0,4.0,0.0,Stewart,1630191.0,,,
558,PT10M59.00S,2024-11-26T01:58:22.4Z,4,REGULAR,turnover,backcourt,[],1627736,,,1610612765,74,80,2024-11-26T01:58:34Z,5290000,False,,,0,,M. Beasley backcourt TURNOVER (3 TO),[1627736],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,3.0,Beasley,M. Beasley,,,,,,,,,,,,,1628954.0,,,,,,,
559,PT10M42.00S,2024-11-26T01:58:58.1Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1642419,3.3672798948751645,72.05882352941177,1610612761,74,80,2024-11-26T02:00:43Z,5300000,False,-110.0,-21.0,1,left,MISS J. Battle 11' turnaround fadeaway Shot,[1642419],1610612761.0,TOR,turnaround fadeaway,,,,,,Mid-Range,8-16 Left,,Battle,J. Battle,,,11.22,Missed,,,,,,,,,,,,,,,,
560,PT10M40.00S,2024-11-26T01:59:00.1Z,4,REGULAR,rebound,defensive,[],1641842,,,1610612765,74,80,2024-11-26T02:00:43Z,5310000,False,,,0,,R. Holland II REBOUND (Off:0 Def:1),[1641842],1610612765.0,DET,,,,,,,Mid-Range,8-16 Left,,Holland II,R. Holland II,,,,,,,,,559.0,1.0,1.0,0.0,,,,,,,,
561,PT10M33.00S,2024-11-26T01:59:07.2Z,4,REGULAR,foul,personal,['2freethrow'],1642347,,,1610612765,74,80,2024-11-26T01:59:31Z,5320000,False,,,0,,J. Shead shooting personal FOUL (4 PF) (Beasley 2 FT),"[1642347, 1627736]",1610612761.0,TOR,shooting,,,,,,In The Paint (Non-RA),8-16 Right,,Shead,J. Shead,,,,,,,,,,,,,1628954.0,4.0,0.0,Beasley,1627736.0,,,
563,PT10M33.00S,2024-11-26T01:59:34.7Z,4,REGULAR,freethrow,1 of 2,[],1627736,,,1610612765,75,80,2024-11-26T01:59:34Z,5340000,False,,,0,,M. Beasley Free Throw 1 of 2 (12 PTS),[1627736],1610612765.0,DET,,,,,,,,,,Beasley,M. Beasley,,,,Made,12.0,,,,,,,,,,,,,,,
564,PT10M33.00S,2024-11-26T01:59:43.0Z,4,REGULAR,substitution,out,[],1628981,,,1610612765,75,80,2024-11-26T01:59:48Z,5350000,False,,,0,,SUB out: B. Fernando,[1628981],1610612761.0,TOR,,,,,,,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,
565,PT10M33.00S,2024-11-26T01:59:43.0Z,4,REGULAR,substitution,in,[],1642367,,,1610612765,75,80,2024-11-26T01:59:48Z,5360000,False,,,0,,SUB in: J. Mogbo,[1642367],1610612761.0,TOR,,,,,,,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,
566,PT10M33.00S,2024-11-26T02:00:03.2Z,4,REGULAR,freethrow,2 of 2,[],1627736,,,1610612765,76,80,2024-11-26T02:00:03Z,5370000,False,,,0,,M. Beasley Free Throw 2 of 2 (13 PTS),[1627736],1610612765.0,DET,,,,,,,,,,Beasley,M. Beasley,,,,Made,13.0,,,,,,,,,,,,,,,
567,PT10M26.00S,2024-11-26T02:00:15.2Z,4,REGULAR,2pt,Jump Shot,[],1629628,8.754927726675426,33.57843137254902,1610612761,76,80,2024-11-26T02:01:33Z,5380000,False,82.0,30.0,1,left,MISS R. Barrett 8' driving floating bank Shot,[1629628],1610612761.0,TOR,driving floating bank,,,,,,Mid-Range,8-16 Right,,Barrett,R. Barrett,,,8.73,Missed,,,,,,,,,,,,,,,,
568,PT10M24.00S,2024-11-26T02:00:17.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612765,76,80,2024-11-26T02:01:33Z,5390000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,567.0,,,,,,,,,,,
569,PT10M24.00S,2024-11-26T02:00:23.2Z,4,REGULAR,foul,personal,[],1642367,,,1610612765,76,80,2024-11-26T02:01:36Z,5400000,False,,,0,,J. Mogbo loose ball personal FOUL (2 PF),"[1642367, 1627736]",1610612761.0,TOR,loose ball,,,,,,Mid-Range,8-16 Right,,Mogbo,J. Mogbo,,,,,,,,,,,,,1628954.0,2.0,0.0,Beasley,1627736.0,,,
598,PT10M12.00S,2024-11-26T02:00:44.6Z,4,REGULAR,foul,offensive,[],1630191,,,1610612765,76,80,2024-11-26T02:09:33Z,5425000,False,,,0,,I. Stewart offensive FOUL (1 PF),"[1630191, 1629628]",1610612765.0,DET,,,,,,,Mid-Range,16-24 Right,,Stewart,I. Stewart,,,,,,,,,,,,,1830.0,1.0,0.0,Barrett,1629628.0,,,
599,PT10M12.00S,2024-11-26T02:00:44.6Z,4,REGULAR,turnover,offensive foul,[],1630191,,,1610612765,76,80,2024-11-26T02:00:44Z,5432500,False,,,0,,I. Stewart offensive foul TURNOVER (1 TO),[1630191],1610612765.0,DET,,,,,,,Mid-Range,16-24 Right,1.0,Stewart,I. Stewart,,,,,,,,,,,,,1830.0,,,,,,,
573,PT10M12.00S,2024-11-26T02:01:06.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,76,80,2024-11-26T02:00:44Z,5440000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT10M12.00S,2024-11-26T02:03:21.1Z,4,REGULAR,substitution,out,[],1642419,,,1610612761,76,80,2024-11-26T02:00:44Z,5460000,False,,,0,,SUB out: J. Battle,[1642419],1610612761.0,TOR,,,,,,,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,
576,PT10M12.00S,2024-11-26T02:03:21.1Z,4,REGULAR,substitution,in,[],1630567,,,1610612761,76,80,2024-11-26T02:00:44Z,5470000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,,,,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,
577,PT09M57.00S,2024-11-26T02:04:11.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628449,5.338370565045992,95.58823529411765,1610612761,76,80,2024-11-26T02:00:44Z,5480000,False,-228.0,-2.0,1,left,MISS C. Boucher 3PT,[1628449],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,Boucher,C. Boucher,,,22.79,Missed,,,,,,,,,,,,,,,,
578,PT09M55.00S,2024-11-26T02:04:13.3Z,4,REGULAR,rebound,offensive,[],1630567,,,1610612761,76,80,2024-11-26T02:05:19Z,5490000,False,,,0,,S. Barnes REBOUND (Off:5 Def:6),[1630567],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,Barnes,S. Barnes,,,,,,,,,577.0,11.0,6.0,5.0,,,,,,,,
579,PT09M53.00S,2024-11-26T02:04:16.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'defensivegoaltending', 'fromturnover']",1630567,7.30946123521682,50.98039215686274,1610612761,76,82,2024-11-26T02:00:44Z,5500000,False,-5.0,16.0,1,left,S. Barnes putback Layup (24 PTS),[1630567],1610612761.0,TOR,putback,,,,,,Restricted Area,0-8 Center,,Barnes,S. Barnes,,,1.69,Made,24.0,,,,,,,,,,,,,,,
580,PT09M53.00S,2024-11-26T02:04:25.2Z,4,REGULAR,violation,defensive goaltending,[],1630191,,,1610612761,76,82,2024-11-26T02:05:40Z,5510000,False,,,0,,I. Stewart defensive goaltending VIOLATION,[1630191],1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,1830.0,,,,,,,
581,PT09M40.00S,2024-11-26T02:04:40.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627736,90.88370565045992,52.450980392156865,1610612765,76,82,2024-11-26T02:06:53Z,5512500,False,12.0,33.0,1,right,MISS M. Beasley driving Layup,[1627736],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,,Beasley,M. Beasley,,,3.54,Missed,,,,,,,,,,,,,,,,
582,PT09M39.00S,2024-11-26T02:04:41.5Z,4,REGULAR,rebound,offensive,[],1630191,,,1610612765,76,82,2024-11-26T02:06:42Z,5513750,False,,,0,,I. Stewart REBOUND (Off:1 Def:2),[1630191],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,Stewart,I. Stewart,,,,,,,,,581.0,3.0,2.0,1.0,,,,,,,,
583,PT09M36.00S,2024-11-26T02:04:54.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,90.88370565045992,48.28431372549019,1610612765,78,82,2024-11-26T02:07:18Z,5515000,False,-9.0,33.0,1,right,I. Stewart putback Layup (2 PTS),[1630191],1610612765.0,DET,putback,,,,,,Restricted Area,0-8 Center,,Stewart,I. Stewart,,,3.43,Made,2.0,,,,,,,,,,,,,,,
584,PT09M36.00S,2024-11-26T02:05:04.1Z,4,REGULAR,foul,personal,['1freethrow'],1629628,,,1610612765,78,82,2024-11-26T02:05:12Z,5550000,False,,,0,,R. Barrett shooting personal FOUL (3 PF) (Stewart 1 FT),"[1629628, 1630191]",1610612761.0,TOR,shooting,,,,,,Restricted Area,0-8 Center,,Barrett,R. Barrett,,,,,,,,,,,,,1628485.0,3.0,0.0,Stewart,1630191.0,,,
586,PT09M36.00S,2024-11-26T02:05:12.9Z,4,REGULAR,substitution,out,[],1629628,,,1610612765,78,82,2024-11-26T02:05:35Z,5570000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,
587,PT09M36.00S,2024-11-26T02:05:12.9Z,4,REGULAR,substitution,in,[],1630534,,,1610612765,78,82,2024-11-26T02:05:35Z,5580000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,
588,PT09M36.00S,2024-11-26T02:05:38.1Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1630191,,,1610612765,79,82,2024-11-26T02:05:38Z,5590000,False,,,0,,I. Stewart Free Throw 1 of 1 (3 PTS),[1630191],1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,,Made,3.0,,,,,,,,,,,,,,,
589,PT09M20.00S,2024-11-26T02:05:43.2Z,4,REGULAR,3pt,Jump Shot,[],1642347,4.155716162943495,96.81372549019608,1610612761,79,82,2024-11-26T02:07:53Z,5600000,False,-234.0,-13.0,1,left,MISS J. Shead 3PT,[1642347],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,Shead,J. Shead,,,23.45,Missed,,,,,,,,,,,,,,,,
590,PT09M18.00S,2024-11-26T02:05:45.2Z,4,REGULAR,rebound,offensive,[],1642367,,,1610612761,79,82,2024-11-26T02:07:53Z,5610000,False,,,0,,J. Mogbo REBOUND (Off:1 Def:0),[1642367],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,Mogbo,J. Mogbo,,,,,,,,,589.0,1.0,0.0,1.0,,,,,,,,
591,PT09M04.00S,2024-11-26T02:06:01.5Z,4,REGULAR,foul,personal,['2freethrow'],1641842,,,1610612761,79,82,2024-11-26T02:06:12Z,5620000,False,,,0,,R. Holland II shooting personal FOUL (1 PF) (Barnes 2 FT),"[1641842, 1630567]",1610612765.0,DET,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,Holland II,R. Holland II,,,,,,,,,,,,,1628485.0,1.0,0.0,Barnes,1630567.0,,,
593,PT09M04.00S,2024-11-26T02:06:20.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,79,82,2024-11-26T02:06:20Z,5640000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT09M04.00S,2024-11-26T02:09:11.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630567,,,1610612761,79,82,2024-11-26T02:09:11Z,5660000,False,,,0,,MISS S. Barnes Free Throw 1 of 2,[1630567],1610612761.0,TOR,,,,,,,,,,Barnes,S. Barnes,,,,Missed,,,,,,,,,,,,,,,,
596,PT09M04.00S,2024-11-26T02:09:11.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,79,82,2024-11-26T02:09:11Z,5670000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,595.0,,,,,,,,,,,
597,PT09M04.00S,2024-11-26T02:09:25.5Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630567,,,1610612761,79,83,2024-11-26T02:09:25Z,5680000,False,,,0,,S. Barnes Free Throw 2 of 2 (25 PTS),[1630567],1610612761.0,TOR,,,,,,,,,,Barnes,S. Barnes,,,,Made,25.0,,,,,,,,,,,,,,,
601,PT08M48.00S,2024-11-26T02:09:43.1Z,4,REGULAR,2pt,Jump Shot,[],203501,78.9257555847569,24.509803921568626,1610612765,79,83,2024-11-26T02:10:25Z,5690000,False,-127.0,146.0,1,right,MISS T. Hardaway Jr. 19' fadeaway Shot,[203501],1610612765.0,DET,fadeaway,,,,,,Mid-Range,16-24 Left Center,,Hardaway Jr.,T. Hardaway Jr.,,,19.35,Missed,,,,,,,,,,,,,,,,
602,PT08M46.00S,2024-11-26T02:09:45.1Z,4,REGULAR,rebound,defensive,[],1642367,,,1610612761,79,83,2024-11-26T02:09:49Z,5700000,False,,,0,,J. Mogbo REBOUND (Off:1 Def:1),[1642367],1610612761.0,TOR,,,,,,,Mid-Range,16-24 Left Center,,Mogbo,J. Mogbo,,,,,,,,,601.0,2.0,1.0,1.0,,,,,,,,
603,PT08M42.00S,2024-11-26T02:09:52.6Z,4,REGULAR,foul,personal,[],1641842,,,1610612761,79,83,2024-11-26T02:10:13Z,5710000,False,,,0,,R. Holland II personal FOUL (2 PF),"[1641842, 1628449]",1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,Holland II,R. Holland II,,,,,,,,,,,,,1628485.0,2.0,0.0,Boucher,1628449.0,,,
605,PT08M42.00S,2024-11-26T02:10:05.1Z,4,REGULAR,substitution,out,[],1627736,,,1610612761,79,83,2024-11-26T02:10:11Z,5730000,False,,,0,,SUB out: M. Beasley,[1627736],1610612765.0,DET,,,,,,,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,
606,PT08M42.00S,2024-11-26T02:10:05.1Z,4,REGULAR,substitution,in,[],202699,,,1610612761,79,83,2024-11-26T02:10:11Z,5740000,False,,,0,,SUB in: T. Harris,[202699],1610612765.0,DET,,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,
607,PT08M34.00S,2024-11-26T02:10:28.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1642347,6.258212877792378,53.92156862745098,1610612761,79,83,2024-11-26T02:11:08Z,5750000,False,-20.0,6.0,1,left,MISS J. Shead cutting DUNK - blocked,"[1642347, 1630191]",1610612761.0,TOR,cutting,,,,,,Restricted Area,0-8 Center,,Shead,J. Shead,,,2.06,Missed,,,,,,,,,,,,,,Stewart,1630191.0,
608,PT08M34.00S,2024-11-26T02:10:28.1Z,4,REGULAR,block,,[],1630191,,,1610612761,79,83,2024-11-26T02:10:31Z,5760000,False,,,0,,I. Stewart BLOCK (3 BLK),[1630191],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,
609,PT08M32.00S,2024-11-26T02:10:30.1Z,4,REGULAR,rebound,defensive,[],1631093,,,1610612765,79,83,2024-11-26T02:11:08Z,5770000,False,,,0,,J. Ivey REBOUND (Off:0 Def:4),[1631093],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,Ivey,J. Ivey,,,,,,,,,607.0,4.0,4.0,0.0,,,,,,,,
610,PT08M26.00S,2024-11-26T02:10:33.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641842,91.01511169513797,50.0,1610612765,81,83,2024-11-26T02:10:42Z,5780000,False,0.0,32.0,1,right,R. Holland II running DUNK (2 PTS) (J. Ivey 7 AST),"[1641842, 1631093]",1610612765.0,DET,running,,,,,,Restricted Area,0-8 Center,,Holland II,R. Holland II,,,3.2,Made,2.0,J. Ivey,1631093.0,7.0,,,,,,,,,,,,
612,PT08M08.00S,2024-11-26T02:10:53.8Z,4,REGULAR,3pt,Jump Shot,[],1630534,6.1268068331143235,97.05882352941177,1610612761,81,83,2024-11-26T02:11:35Z,5800000,False,-235.0,5.0,1,left,MISS O. Agbaji 3PT,[1630534],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,Agbaji,O. Agbaji,,,23.54,Missed,,,,,,,,,,,,,,,,
613,PT08M06.00S,2024-11-26T02:10:55.8Z,4,REGULAR,rebound,offensive,[],1642367,,,1610612761,81,83,2024-11-26T02:11:35Z,5810000,False,,,0,,J. Mogbo REBOUND (Off:2 Def:1),[1642367],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,Mogbo,J. Mogbo,,,,,,,,,612.0,3.0,1.0,2.0,,,,,,,,
614,PT08M04.00S,2024-11-26T02:11:00.1Z,4,REGULAR,turnover,out-of-bounds,[],1642367,,,1610612761,81,83,2024-11-26T02:11:06Z,5820000,False,,,0,,J. Mogbo bad pass out-of-bounds TURNOVER (2 TO),[1642367],1610612761.0,TOR,bad pass,,,,,,Restricted Area,0-8 Center,2.0,Mogbo,J. Mogbo,,,,,,,,,,,,,1628954.0,,,,,,,
615,PT07M55.00S,2024-11-26T02:11:14.5Z,4,REGULAR,turnover,bad pass,[],1631093,,,1610612765,81,83,2024-11-26T02:12:06Z,5830000,False,,,0,,J. Ivey bad pass TURNOVER (3 TO),"[1631093, 1630534]",1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,3.0,Ivey,J. Ivey,Agbaji,1630534.0,,,,,,,,,,,,,,,,,,
616,PT07M55.00S,2024-11-26T02:11:14.5Z,4,REGULAR,steal,,[],1630534,,,1610612761,81,83,2024-11-26T02:11:16Z,5840000,False,,,0,,O. Agbaji STEAL (1 STL),[1630534],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,
617,PT07M47.00S,2024-11-26T02:11:20.0Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630534,11.12023653088042,95.34313725490196,1610612761,81,83,2024-11-26T02:12:26Z,5850000,False,-227.0,52.0,1,left,MISS O. Agbaji running 3PT,[1630534],1610612761.0,TOR,running,,,,,,Left Corner 3,24+ Left,,Agbaji,O. Agbaji,,,23.26,Missed,,,,,,,,,,,,,,,,
618,PT07M45.00S,2024-11-26T02:11:22.0Z,4,REGULAR,rebound,offensive,[],1630567,,,1610612761,81,83,2024-11-26T02:12:26Z,5860000,False,,,0,,S. Barnes REBOUND (Off:6 Def:6),[1630567],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,Barnes,S. Barnes,,,,,,,,,617.0,12.0,6.0,6.0,,,,,,,,
619,PT07M39.00S,2024-11-26T02:11:28.5Z,4,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1642347,21.107095926412615,56.86274509803921,1610612761,81,83,2024-11-26T02:13:08Z,5870000,False,-34.0,146.0,1,left,MISS J. Shead 14' driving floating Shot,[1642347],1610612761.0,TOR,driving floating,,,,,,Mid-Range,8-16 Center,,Shead,J. Shead,,,14.99,Missed,,,,,,,,,,,,,,,,
620,PT07M37.00S,2024-11-26T02:11:30.5Z,4,REGULAR,rebound,offensive,[],1642347,,,1610612761,81,83,2024-11-26T02:13:08Z,5880000,False,,,0,,J. Shead REBOUND (Off:1 Def:1),[1642347],1610612761.0,TOR,,,,,,,Mid-Range,8-16 Center,,Shead,J. Shead,,,,,,,,,619.0,2.0,1.0,1.0,,,,,,,,
621,PT07M35.00S,2024-11-26T02:11:32.6Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628449,14.273981603153747,3.9215686274509802,1610612761,81,86,2024-11-26T02:13:22Z,5890000,False,230.0,82.0,1,left,C. Boucher 24' 3PT  (9 PTS) (J. Shead 4 AST),"[1628449, 1642347]",1610612761.0,TOR,,,,,,,Right Corner 3,24+ Right,,Boucher,C. Boucher,,,24.45,Made,9.0,J. Shead,1642347.0,4.0,,,,,,,,,,,,
623,PT07M05.00S,2024-11-26T02:12:01.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641842,91.27792378449409,46.81372549019608,1610612765,83,86,2024-11-26T02:12:07Z,5910000,False,-16.0,29.0,1,right,R. Holland II cutting Layup (4 PTS) (T. Harris 2 AST),"[1641842, 202699]",1610612765.0,DET,cutting,,,,,,Restricted Area,0-8 Center,,Holland II,R. Holland II,,,3.35,Made,4.0,T. Harris,202699.0,2.0,,,,,,,,,,,,
625,PT06M38.00S,2024-11-26T02:12:28.7Z,4,REGULAR,2pt,Layup,[],1630567,10.5946123521682,32.35294117647059,1610612761,83,86,2024-11-26T02:12:37Z,5930000,False,88.0,47.0,1,left,MISS S. Barnes 10' driving finger roll Layup,[1630567],1610612761.0,TOR,driving finger roll,,,,,,Mid-Range,8-16 Right,,Barnes,S. Barnes,,,10.0,Missed,,,,,,,,,,,,,,,,
626,PT06M37.00S,2024-11-26T02:12:29.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612765,83,86,2024-11-26T02:12:49Z,5940000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,625.0,,,,,,,,,,,
627,PT06M37.00S,2024-11-26T02:12:41.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642367,,,1610612765,83,86,2024-11-26T02:12:54Z,5950000,False,,,0,,J. Mogbo loose ball personal FOUL (3 PF) (Stewart 2 FT),"[1642367, 1630191]",1610612761.0,TOR,loose ball,,,,,,Restricted Area,0-8 Center,,Mogbo,J. Mogbo,,,,,,,,,,,,,1628954.0,3.0,0.0,Stewart,1630191.0,,,
629,PT06M37.00S,2024-11-26T02:13:12.2Z,4,REGULAR,freethrow,1 of 2,[],1630191,,,1610612765,84,86,2024-11-26T02:13:12Z,5970000,False,,,0,,I. Stewart Free Throw 1 of 2 (4 PTS),[1630191],1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,,Made,4.0,,,,,,,,,,,,,,,
630,PT06M37.00S,2024-11-26T02:13:14.9Z,4,REGULAR,substitution,out,[],1631093,,,1610612765,84,86,2024-11-26T02:13:29Z,5980000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,,,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,
