actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId
602,PT05M58.00S,2025-01-17T02:10:24.9Z,4,REGULAR,block,,[],1630595,,,1610612754,90,96,2025-01-17T02:10:28Z,5840000,False,,,0,,C. Cunningham BLOCK (1 BLK),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
603,PT05M58.00S,2025-01-17T02:10:24.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612765,90,96,2025-01-17T02:10:33Z,5850000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,601.0,,,,,,,,,,,,,,,,,
605,PT05M40.00S,2025-01-17T02:10:49.2Z,4,REGULAR,turnover,lost ball,[],203501,,,1610612765,90,96,2025-01-17T02:10:56Z,5870000,False,,,0,,T. Hardaway Jr. lost ball TURNOVER (2 TO),"[203501, 1641716]",1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,2.0,Walker,1641716.0,,,,,,,
606,PT05M40.00S,2025-01-17T02:10:49.2Z,4,REGULAR,steal,,[],1641716,,,1610612754,90,96,2025-01-17T02:10:51Z,5880000,False,,,0,,J. Walker STEAL (1 STL),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
607,PT05M38.00S,2025-01-17T02:10:53.4Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641716,93.47897503285151,44.36274509803921,1610612754,90,98,2025-01-17T02:12:24Z,5890000,False,-28.0,9.0,1,right,J. Walker running Layup (8 PTS),[1641716],1610612754.0,IND,running,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,2.95,Made,,,,,8.0,,,,,,,,,,,,,
608,PT05M38.00S,2025-01-17T02:10:58.3Z,4,REGULAR,foul,personal,['1freethrow'],1630191,,,1610612754,90,98,2025-01-17T02:11:30Z,5900000,False,,,0,,I. Stewart shooting personal FOUL (3 PF) (Walker 1 FT),"[1630191, 1641716]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2714.0,3.0,1.0,,,Walker,1641716.0
610,PT05M38.00S,2025-01-17T02:11:31.7Z,4,REGULAR,substitution,out,[],1630191,,,1610612754,90,98,2025-01-17T02:11:37Z,5920000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT05M38.00S,2025-01-17T02:11:31.7Z,4,REGULAR,substitution,in,[],1631105,,,1610612754,90,98,2025-01-17T02:11:37Z,5930000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT05M38.00S,2025-01-17T02:11:45.9Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1641716,,,1610612754,90,98,2025-01-17T02:11:49Z,5940000,False,,,0,,MISS J. Walker Free Throw 1 of 1,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
613,PT05M35.00S,2025-01-17T02:11:48.9Z,4,REGULAR,rebound,defensive,[],1641709,,,1610612765,90,98,2025-01-17T02:11:49Z,5950000,False,,,0,,A. Thompson REBOUND (Off:3 Def:4),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,612.0,7.0,4.0,3.0,,,,,,,,,,,,,,
614,PT05M17.00S,2025-01-17T02:12:05.3Z,4,REGULAR,2pt,Jump Shot,[],203501,17.394875164257556,72.30392156862744,1610612765,90,98,2025-01-17T02:13:19Z,5960000,False,-112.0,111.0,1,left,MISS T. Hardaway Jr. 15' fadeaway Shot - blocked,"[203501, 1641716]",1610612765.0,DET,fadeaway,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Left,15.73,Missed,,,,,,,,,,,,,,,Walker,1641716.0,,
615,PT05M17.00S,2025-01-17T02:12:05.3Z,4,REGULAR,block,,[],1641716,,,1610612765,90,98,2025-01-17T02:12:08Z,5970000,False,,,0,,J. Walker BLOCK (2 BLK),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
616,PT05M12.00S,2025-01-17T02:12:10.3Z,4,REGULAR,rebound,defensive,[],1630169,,,1610612754,90,98,2025-01-17T02:12:16Z,5980000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:3),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Left,,,614.0,3.0,3.0,0.0,,,,,,,,,,,,,,
617,PT05M02.00S,2025-01-17T02:12:24.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,94.13600525624179,57.35294117647059,1610612754,90,100,2025-01-17T02:12:28Z,5990000,False,37.0,3.0,1,right,P. Siakam driving Layup (22 PTS),[1627783],1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.69,Made,,,,,22.0,,,,,,,,,,,,,
618,PT05M02.00S,2025-01-17T02:12:26.8Z,4,REGULAR,foul,personal,['1freethrow'],1641709,,,1610612754,90,100,2025-01-17T02:12:34Z,6000000,False,,,0,,A. Thompson shooting personal FOUL (4 PF) (Siakam 1 FT),"[1641709, 1627783]",1610612765.0,DET,shooting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1629178.0,4.0,0.0,,,Siakam,1627783.0
620,PT05M02.00S,2025-01-17T02:12:35.8Z,4,REGULAR,substitution,out,[],1627736,,,1610612754,90,100,2025-01-17T02:13:23Z,6020000,False,,,0,,SUB out: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT05M02.00S,2025-01-17T02:12:35.8Z,4,REGULAR,substitution,in,[],1631204,,,1610612754,90,100,2025-01-17T02:13:23Z,6030000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT05M02.00S,2025-01-17T02:12:58.2Z,4,REGULAR,substitution,out,[],1630595,,,1610612754,90,100,2025-01-17T02:13:23Z,6040000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT05M02.00S,2025-01-17T02:12:58.2Z,4,REGULAR,substitution,in,[],202699,,,1610612754,90,100,2025-01-17T02:13:23Z,6050000,False,,,0,,SUB in: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT05M02.00S,2025-01-17T02:13:19.1Z,4,REGULAR,freethrow,1 of 1,[],1627783,,,1610612754,90,100,2025-01-17T02:13:26Z,6060000,False,,,0,,MISS P. Siakam Free Throw 1 of 1,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
625,PT05M01.00S,2025-01-17T02:13:20.1Z,4,REGULAR,rebound,defensive,[],1631105,,,1610612765,90,100,2025-01-17T02:13:56Z,6070000,False,,,0,,J. Duren REBOUND (Off:5 Def:9),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,624.0,14.0,9.0,5.0,,,,,,,,,,,,,,
626,PT04M38.00S,2025-01-17T02:13:26.7Z,4,REGULAR,3pt,Jump Shot,[],203501,7.933639947437584,3.67647058823529,1610612765,90,100,2025-01-17T02:13:35Z,6080000,False,232.0,22.0,1,left,MISS T. Hardaway Jr. 3PT,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,23.27,Missed,,,,,,,,,,,,,,,,,,
627,PT04M34.00S,2025-01-17T02:13:31.2Z,4,REGULAR,rebound,defensive,[],1641716,,,1610612754,90,100,2025-01-17T02:13:31Z,6090000,False,,,0,,J. Walker REBOUND (Off:0 Def:3),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Right Corner 3,24+ Right,,,626.0,3.0,3.0,0.0,,,,,,,,,,,,,,
628,PT04M31.00S,2025-01-17T02:13:38.7Z,4,REGULAR,foul,personal,['2freethrow'],202699,,,1610612754,90,100,2025-01-17T02:13:48Z,6100000,False,,,0,,T. Harris shooting personal FOUL (1 PF) (Siakam 2 FT),"[202699, 1627783]",1610612765.0,DET,shooting,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,101283.0,1.0,0.0,,,Siakam,1627783.0
630,PT04M31.00S,2025-01-17T02:14:10.5Z,4,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,90,101,2025-01-17T02:14:10Z,6120000,False,,,0,,P. Siakam Free Throw 1 of 2 (23 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,23.0,,,,,,,,,,,,,
631,PT04M31.00S,2025-01-17T02:14:30.6Z,4,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,90,102,2025-01-17T02:14:30Z,6130000,False,,,0,,P. Siakam Free Throw 2 of 2 (24 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,24.0,,,,,,,,,,,,,
632,PT04M17.00S,2025-01-17T02:14:47.6Z,4,REGULAR,3pt,Jump Shot,[],1641709,21.337056504599218,94.11764705882354,1610612765,90,102,2025-01-17T02:14:54Z,6140000,False,-221.0,148.0,1,left,MISS A. Thompson 26' step back 3PT,[1641709],1610612765.0,DET,step back,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,26.57,Missed,,,,,,,,,,,,,,,,,,
633,PT04M14.00S,2025-01-17T02:14:50.6Z,4,REGULAR,rebound,defensive,[],1641716,,,1610612754,90,102,2025-01-17T02:14:54Z,6150000,False,,,0,,J. Walker REBOUND (Off:0 Def:4),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,632.0,4.0,4.0,0.0,,,,,,,,,,,,,,
634,PT04M00.00S,2025-01-17T02:15:03.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,94.00459921156373,59.068627450980394,1610612754,90,102,2025-01-17T02:15:09Z,6160000,False,45.0,4.0,1,right,MISS A. Nembhard driving finger roll Layup,[1629614],1610612754.0,IND,driving finger roll,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,4.55,Missed,,,,,,,,,,,,,,,,,,
635,PT03M57.00S,2025-01-17T02:15:06.6Z,4,REGULAR,rebound,defensive,[],1631204,,,1610612765,90,102,2025-01-17T02:15:06Z,6170000,False,,,0,,M. Sasser REBOUND (Off:0 Def:2),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),0-8 Center,,,634.0,2.0,2.0,0.0,,,,,,,,,,,,,,
636,PT03M53.00S,2025-01-17T02:15:11.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203501,25.673455978975028,9.803921568627445,1610612765,90,102,2025-01-17T02:16:16Z,6180000,False,201.0,189.0,1,left,MISS T. Hardaway Jr. 27' running 3PT,[203501],1610612765.0,DET,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,27.58,Missed,,,,,,,,,,,,,,,,,,
637,PT03M52.00S,2025-01-17T02:15:12.4Z,4,REGULAR,rebound,defensive,[],1641716,,,1610612754,90,102,2025-01-17T02:15:19Z,6190000,False,,,0,,J. Walker REBOUND (Off:0 Def:5),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,636.0,5.0,5.0,0.0,,,,,,,,,,,,,,
638,PT03M50.00S,2025-01-17T02:15:17.5Z,4,REGULAR,turnover,out-of-bounds,[],1641716,,,1610612754,90,102,2025-01-17T02:15:24Z,6200000,False,,,0,,J. Walker bad pass out-of-bounds TURNOVER (3 TO),[1641716],1610612754.0,IND,bad pass,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,3.0,,,2714.0,,,,,,
639,PT03M50.00S,2025-01-17T02:15:31.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612765,90,102,2025-01-17T02:15:31Z,6210000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT03M50.00S,2025-01-17T02:15:32.9Z,4,REGULAR,substitution,out,[],1641709,,,1610612765,90,102,2025-01-17T02:16:53Z,6220000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT03M50.00S,2025-01-17T02:15:32.9Z,4,REGULAR,substitution,out,[],1631204,,,1610612765,90,102,2025-01-17T02:16:53Z,6230000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT03M50.00S,2025-01-17T02:15:32.9Z,4,REGULAR,substitution,in,[],1630595,,,1610612765,90,102,2025-01-17T02:16:53Z,6240000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT03M50.00S,2025-01-17T02:15:32.9Z,4,REGULAR,substitution,in,[],1627736,,,1610612765,90,102,2025-01-17T02:16:53Z,6250000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT03M38.00S,2025-01-17T02:17:20.1Z,4,REGULAR,foul,personal,[],1641716,,,1610612765,90,102,2025-01-17T02:18:02Z,6260000,False,,,0,,J. Walker personal FOUL (4 PF),"[1641716, 1627736]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1629178.0,4.0,0.0,,,Beasley,1627736.0
646,PT03M38.00S,2025-01-17T02:17:29.4Z,4,REGULAR,substitution,out,[],1641716,,,1610612765,90,102,2025-01-17T02:17:35Z,6280000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT03M38.00S,2025-01-17T02:17:29.4Z,4,REGULAR,substitution,in,[],1641767,,,1610612765,90,102,2025-01-17T02:17:35Z,6290000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT03M32.00S,2025-01-17T02:17:47.2Z,4,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612765,90,102,2025-01-17T02:17:59Z,6300000,False,,,0,,M. Turner shooting personal FOUL (3 PF) (Hardaway Jr. 2 FT),"[1626167, 203501]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,101283.0,3.0,0.0,,,Hardaway Jr.,203501.0
650,PT03M32.00S,2025-01-17T02:18:15.3Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203501,,,1610612765,91,102,2025-01-17T02:18:15Z,6320000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 2 (21 PTS),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,,
651,PT03M32.00S,2025-01-17T02:18:28.5Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203501,,,1610612765,92,102,2025-01-17T02:18:28Z,6330000,False,,,0,,T. Hardaway Jr. Free Throw 2 of 2 (22 PTS),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,,
652,PT03M12.00S,2025-01-17T02:18:52.5Z,4,REGULAR,3pt,Jump Shot,[],1626167,69.03745072273324,26.225490196078425,1610612754,92,105,2025-01-17T02:18:57Z,6340000,False,-119.0,239.0,1,right,M. Turner 26' 3PT  (28 PTS) (A. Nembhard 6 AST),"[1626167, 1629614]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,26.65,Made,,,,,28.0,A. Nembhard,1629614.0,6.0,,,,,,,,,,
654,PT03M03.00S,2025-01-17T02:19:05.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,7.408015768725363,44.36274509803921,1610612765,94,105,2025-01-17T02:19:24Z,6360000,False,28.0,17.0,1,left,J. Duren driving Layup (14 PTS),[1631105],1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,3.3,Made,,,,,14.0,,,,,,,,,,,,,
655,PT03M03.00S,2025-01-17T02:19:09.6Z,4,REGULAR,foul,personal,['1freethrow'],1626167,,,1610612765,94,105,2025-01-17T02:19:18Z,6370000,False,,,0,,M. Turner shooting personal FOUL (4 PF) (Duren 1 FT),"[1626167, 1631105]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2714.0,4.0,0.0,,,Duren,1631105.0
657,PT03M03.00S,2025-01-17T02:19:34.7Z,4,REGULAR,freethrow,1 of 1,[],1631105,,,1610612765,95,105,2025-01-17T02:19:34Z,6390000,False,,,0,,J. Duren Free Throw 1 of 1 (15 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
658,PT02M46.00S,2025-01-17T02:19:56.8Z,4,REGULAR,2pt,Jump Shot,[],1641767,97.68396846254927,72.79411764705883,1610612754,95,105,2025-01-17T02:20:26Z,6400000,False,114.0,-31.0,1,right,MISS B. Sheppard 11' Jump Shot,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Mid-Range,8-16 Right,11.81,Missed,,,,,,,,,,,,,,,,,,
659,PT02M45.00S,2025-01-17T02:19:57.8Z,4,REGULAR,rebound,defensive,[],1631105,,,1610612765,95,105,2025-01-17T02:20:26Z,6410000,False,,,0,,J. Duren REBOUND (Off:5 Def:10),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Right,,,658.0,15.0,10.0,5.0,,,,,,,,,,,,,,
660,PT02M35.00S,2025-01-17T02:20:04.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630595,5.699737187910642,56.86274509803921,1610612765,95,105,2025-01-17T02:21:05Z,6420000,False,-34.0,1.0,1,left,MISS C. Cunningham running reverse Layup,[1630595],1610612765.0,DET,running reverse,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,3.43,Missed,,,,,,,,,,,,,,,,,,
661,PT02M34.00S,2025-01-17T02:20:05.3Z,4,REGULAR,rebound,offensive,[],1631105,,,1610612765,95,105,2025-01-17T02:20:23Z,6430000,False,,,0,,J. Duren REBOUND (Off:6 Def:10),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,660.0,16.0,10.0,6.0,,,,,,,,,,,,,,
662,PT02M32.00S,2025-01-17T02:20:08.6Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1631105,5.590000152587891,50.0,1610612765,97,105,2025-01-17T02:20:19Z,6440000,False,0.0,0.0,1,left,J. Duren tip DUNK (17 PTS),[1631105],1610612765.0,DET,tip,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,17.0,,,,,,,,,,,,,
663,PT02M13.00S,2025-01-17T02:20:25.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,94.92444152431011,55.88235294117647,1610612754,97,107,2025-01-17T02:20:31Z,6450000,False,29.0,-5.0,1,right,A. Nembhard Layup (10 PTS) (P. Siakam 7 AST),"[1629614, 1627783]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,2.98,Made,,,,,10.0,P. Siakam,1627783.0,7.0,,,,,,,,,,
665,PT02M02.00S,2025-01-17T02:20:40.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203501,7.013797634691201,55.63725490196079,1610612765,99,107,2025-01-17T02:20:44Z,6470000,False,-28.0,13.0,1,left,T. Hardaway Jr. driving Layup (24 PTS) (C. Cunningham 9 AST),"[203501, 1630595]",1610612765.0,DET,driving,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,3.12,Made,,,,,24.0,C. Cunningham,1630595.0,9.0,,,,,,,,,,
667,PT02M02.00S,2025-01-17T02:20:44.8Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630169,,,1610612765,99,107,2025-01-17T02:20:59Z,6490000,False,,,0,,T. Haliburton shooting personal FOUL (2 PF) (Hardaway Jr. 1 FT),"[1630169, 203501]",1610612754.0,IND,shooting,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1629178.0,2.0,0.0,,,Hardaway Jr.,203501.0
669,PT02M02.00S,2025-01-17T02:21:03.4Z,4,REGULAR,freethrow,1 of 1,[],203501,,,1610612765,100,107,2025-01-17T02:21:03Z,6510000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 1 (25 PTS),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,,,,,25.0,,,,,,,,,,,,,
670,PT01M40.00S,2025-01-17T02:21:28.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,93.87319316688567,42.64705882352941,1610612754,100,107,2025-01-17T02:23:29Z,6520000,False,-37.0,5.0,1,right,MISS M. Turner cutting Layup - blocked,"[1626167, 1631105]",1610612754.0,IND,cutting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,3.72,Missed,,,,,,,,,,,,,,,Duren,1631105.0,,
671,PT01M40.00S,2025-01-17T02:21:28.5Z,4,REGULAR,block,,[],1631105,,,1610612754,100,107,2025-01-17T02:21:31Z,6530000,False,,,0,,J. Duren BLOCK (2 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
672,PT01M39.00S,2025-01-17T02:21:29.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,100,107,2025-01-17T02:21:38Z,6540000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,670.0,,,,,,,,,,,,,,,,,
674,PT01M39.00S,2025-01-17T02:21:40.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,100,107,2025-01-17T02:21:40Z,6560000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT01M37.00S,2025-01-17T02:23:18.6Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1627783,74.4250985545335,40.19607843137255,1610612754,100,109,2025-01-17T02:24:02Z,6570000,False,-49.0,188.0,1,right,P. Siakam 19' turnaround fadeaway Jump Shot (26 PTS) (T. Haliburton 8 AST),"[1627783, 1630169]",1610612754.0,IND,turnaround fadeaway,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,19.42,Made,,,,,26.0,T. Haliburton,1630169.0,8.0,,,,,,,,,,
678,PT01M20.00S,2025-01-17T02:23:45.5Z,4,REGULAR,3pt,Jump Shot,[],1627736,30.66688567674113,75.98039215686275,1610612765,100,109,2025-01-17T02:24:31Z,6600000,False,-130.0,236.0,1,left,MISS M. Beasley 26' pullup 3PT - blocked,"[1627736, 1630169]",1610612765.0,DET,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,26.92,Missed,,,,,,,,,,,,,,,Haliburton,1630169.0,,
679,PT01M20.00S,2025-01-17T02:23:45.5Z,4,REGULAR,block,,[],1630169,,,1610612765,100,109,2025-01-17T02:34:26Z,6610000,False,,,0,,T. Haliburton BLOCK (1 BLK),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
680,PT01M19.00S,2025-01-17T02:23:46.5Z,4,REGULAR,rebound,defensive,[],1629614,,,1610612754,100,109,2025-01-17T02:23:52Z,6620000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:4),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,678.0,4.0,4.0,0.0,,,,,,,,,,,,,,
681,PT01M15.00S,2025-01-17T02:23:58.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630595,,,1610612754,100,109,2025-01-17T02:24:05Z,6630000,False,,,0,,C. Cunningham personal FOUL (1 PF) (Nembhard 2 FT),"[1630595, 1629614]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,101283.0,1.0,0.0,,,Nembhard,1629614.0
683,PT01M15.00S,2025-01-17T02:24:16.2Z,4,REGULAR,freethrow,1 of 2,[],1629614,,,1610612754,100,109,2025-01-17T02:24:16Z,6650000,False,,,0,,MISS A. Nembhard Free Throw 1 of 2,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
684,PT01M15.00S,2025-01-17T02:24:16.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,100,109,2025-01-17T02:24:16Z,6660000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,683.0,,,,,,,,,,,,,,,,,
685,PT01M15.00S,2025-01-17T02:24:31.9Z,4,REGULAR,freethrow,2 of 2,[],1629614,,,1610612754,100,110,2025-01-17T02:24:31Z,6670000,False,,,0,,A. Nembhard Free Throw 2 of 2 (11 PTS),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
686,PT01M07.00S,2025-01-17T02:24:53.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630595,10.430354796320628,50.0,1610612765,100,110,2025-01-17T02:24:58Z,6680000,False,0.0,46.0,1,left,MISS C. Cunningham driving DUNK,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,4.55,Missed,,,,,,,,,,,,,,,,,,
687,PT01M04.00S,2025-01-17T02:24:56.2Z,4,REGULAR,rebound,defensive,[],1630169,,,1610612754,100,110,2025-01-17T02:24:56Z,6690000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:4),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,686.0,4.0,4.0,0.0,,,,,,,,,,,,,,
