actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
602,PT05M58.00S,2024-12-04T02:06:47.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,33.820630749014455,57.59803921568628,1610612749,97,121,2024-12-04T02:08:36Z,5850000,False,-38.0,265.0,1,left,MISS G. Trent Jr. 26' running 3PT,[1629018],1610612749.0,MIL,running,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,26.81,Missed,,,,,,,,,,,,,,,,,,
603,PT05M55.00S,2024-12-04T02:06:50.6Z,4,REGULAR,rebound,defensive,[],1631111,,,1610612765,97,121,2024-12-04T02:06:52Z,5860000,False,,,0,,W. Moore Jr. REBOUND (Off:0 Def:1),[1631111],1610612765.0,DET,,,,Moore Jr.,W. Moore Jr.,,,,,Above the Break 3,24+ Center,,,,602.0,1.0,1.0,0.0,,,,,,,,,,,,,
604,PT05M50.00S,2024-12-04T02:06:55.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630194,70.3515111695138,24.019607843137265,1610612765,100,121,2024-12-04T02:09:08Z,5870000,False,-130.0,226.0,1,right,P. Reed 26' 3PT running (3 PTS) (R. Holland II 2 AST),"[1630194, 1641842]",1610612765.0,DET,running,,,Reed,P. Reed,,,,,Above the Break 3,24+ Left Center,26.08,Made,3.0,,,,,,,,,,,,,R. Holland II,1641842.0,2.0,,
606,PT05M27.00S,2024-12-04T02:07:17.9Z,4,REGULAR,2pt,Jump Shot,[],1626171,13.978318002628114,80.3921568627451,1610612749,100,121,2024-12-04T02:07:22Z,5890000,False,-152.0,79.0,1,left,MISS B. Portis 17' Jump Shot,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Left,17.13,Missed,,,,,,,,,,,,,,,,,,
607,PT05M24.00S,2024-12-04T02:07:20.6Z,4,REGULAR,rebound,defensive,[],1641842,,,1610612765,100,121,2024-12-04T02:07:20Z,5900000,False,,,0,,R. Holland II REBOUND (Off:0 Def:1),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Mid-Range,16-24 Left,,,,606.0,1.0,1.0,0.0,,,,,,,,,,,,,
608,PT05M16.00S,2024-12-04T02:07:30.9Z,4,REGULAR,foul,personal,['2freethrow'],201572,,,1610612765,100,121,2024-12-04T02:07:44Z,5910000,False,,,0,,B. Lopez shooting personal FOUL (2 PF) (Reed 2 FT),"[201572, 1630194]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,202041.0,,2.0,0.0,Reed,1630194.0,,,,,,,
610,PT05M16.00S,2024-12-04T02:07:58.4Z,4,REGULAR,freethrow,1 of 2,[],1630194,,,1610612765,101,121,2024-12-04T02:08:19Z,5930000,False,,,0,,P. Reed Free Throw 1 of 2 (4 PTS),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
611,PT05M16.00S,2024-12-04T02:07:59.7Z,4,REGULAR,substitution,out,[],201572,,,1610612765,101,121,2024-12-04T02:08:11Z,5940000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT05M16.00S,2024-12-04T02:07:59.7Z,4,REGULAR,substitution,in,[],1641890,,,1610612765,101,121,2024-12-04T02:08:11Z,5950000,False,,,0,,SUB in: T. Smith,[1641890],1610612749.0,MIL,,,,Smith,T. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT05M16.00S,2024-12-04T02:07:58.4Z,4,REGULAR,freethrow,2 of 2,[],1630194,,,1610612765,101,121,2024-12-04T02:08:19Z,5960000,False,,,0,,MISS P. Reed Free Throw 2 of 2,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
614,PT05M13.00S,2024-12-04T02:08:01.4Z,4,REGULAR,rebound,defensive,[],1626171,,,1610612749,101,121,2024-12-04T02:08:19Z,5970000,False,,,0,,B. Portis REBOUND (Off:0 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,613.0,4.0,4.0,0.0,,,,,,,,,,,,,
615,PT04M58.00S,2024-12-04T02:08:31.7Z,4,REGULAR,3pt,Jump Shot,[],1641890,7.802233902759525,2.941176470588232,1610612749,101,121,2024-12-04T02:08:35Z,5980000,False,235.0,21.0,1,left,MISS T. Smith 3PT,[1641890],1610612749.0,MIL,,,,Smith,T. Smith,,,,,Right Corner 3,24+ Right,23.62,Missed,,,,,,,,,,,,,,,,,,
616,PT04M57.00S,2024-12-04T02:08:33.7Z,4,REGULAR,rebound,offensive,[],1626153,,,1610612749,101,121,2024-12-04T02:08:33Z,5990000,False,,,0,,D. Wright REBOUND (Off:1 Def:3),[1626153],1610612749.0,MIL,,,,Wright,D. Wright,,,,,Right Corner 3,24+ Right,,,,615.0,4.0,3.0,1.0,,,,,,,,,,,,,
617,PT04M54.00S,2024-12-04T02:08:36.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629018,7.670827858081481,49.754901960784316,1610612749,101,121,2024-12-04T02:08:41Z,6000000,False,1.0,20.0,1,left,MISS G. Trent Jr. driving Layup,[1629018],1610612749.0,MIL,driving,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,,
618,PT04M51.00S,2024-12-04T02:08:39.5Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612765,101,121,2024-12-04T02:08:41Z,6010000,False,,,0,,P. Reed REBOUND (Off:0 Def:1),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,617.0,1.0,1.0,0.0,,,,,,,,,,,,,
619,PT04M45.00S,2024-12-04T02:08:47.2Z,4,REGULAR,3pt,Jump Shot,[],1631204,73.63666228646518,13.480392156862735,1610612765,101,121,2024-12-04T02:09:01Z,6020000,False,-183.0,195.0,1,right,MISS M. Sasser 26' 3PT,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Left Center,26.74,Missed,,,,,,,,,,,,,,,,,,
620,PT04M44.00S,2024-12-04T02:08:48.2Z,4,REGULAR,rebound,defensive,[],1641890,,,1610612749,101,121,2024-12-04T02:09:01Z,6030000,False,,,0,,T. Smith REBOUND (Off:0 Def:1),[1641890],1610612749.0,MIL,,,,Smith,T. Smith,,,,,Above the Break 3,24+ Left Center,,,,619.0,1.0,1.0,0.0,,,,,,,,,,,,,
622,PT04M42.00S,2024-12-04T02:08:56.0Z,4,REGULAR,turnover,bad pass,[],1641890,,,1610612749,101,121,2024-12-04T02:09:22Z,6050000,False,,,0,,T. Smith bad pass TURNOVER (1 TO),"[1641890, 1630194]",1610612749.0,MIL,,,,Smith,T. Smith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1.0,,,,,,,,,,Reed,1630194.0
625,PT04M42.00S,2024-12-04T02:08:56.0Z,4,REGULAR,steal,,[],1630194,,,1610612765,101,121,2024-12-04T02:09:14Z,6055000,False,,,0,,P. Reed STEAL (1 STL),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
623,PT04M40.00S,2024-12-04T02:09:00.3Z,4,REGULAR,foul,personal,['2freethrow'],1631260,,,1610612765,101,121,2024-12-04T02:09:06Z,6060000,False,,,0,,A. Green shooting personal FOUL (5 PF) (Reed 2 FT),"[1631260, 1630194]",1610612749.0,MIL,shooting,,,Green,A. Green,,,,,Restricted Area,0-8 Center,,,,,,,,201246.0,,5.0,0.0,Reed,1630194.0,,,,,,,
626,PT04M40.00S,2024-12-04T02:09:22.7Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630194,,,1610612765,102,121,2024-12-04T02:09:22Z,6080000,False,,,0,,P. Reed Free Throw 1 of 2 (5 PTS),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
627,PT04M40.00S,2024-12-04T02:09:38.2Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630194,,,1610612765,103,121,2024-12-04T02:09:38Z,6090000,False,,,0,,P. Reed Free Throw 2 of 2 (6 PTS),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
628,PT04M20.00S,2024-12-04T02:09:58.7Z,4,REGULAR,2pt,Jump Shot,[],1631260,18.971747700394218,80.63725490196079,1610612749,103,123,2024-12-04T02:11:48Z,6100000,False,-153.0,126.0,1,left,A. Green 19' pullup Jump Shot (11 PTS),[1631260],1610612749.0,MIL,pullup,,,Green,A. Green,,,,,Mid-Range,16-24 Left Center,19.82,Made,11.0,,,,,,,,,,,,,,,,,
629,PT04M01.00S,2024-12-04T02:10:16.8Z,4,REGULAR,turnover,lost ball,[],1631204,,,1610612765,103,123,2024-12-04T02:10:21Z,6110000,False,,,0,,M. Sasser lost ball TURNOVER (1 TO),"[1631204, 1631260]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Mid-Range,8-16 Right,,,,,,,,,1.0,,,,,,,,,,Green,1631260.0
630,PT04M01.00S,2024-12-04T02:10:16.8Z,4,REGULAR,steal,,[],1631260,,,1610612749,103,123,2024-12-04T02:10:18Z,6120000,False,,,0,,A. Green STEAL (2 STL),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
631,PT03M59.00S,2024-12-04T02:10:19.9Z,4,REGULAR,turnover,lost ball,[],1631260,,,1610612749,103,123,2024-12-04T02:10:29Z,6130000,False,,,0,,A. Green lost ball TURNOVER (2 TO),"[1631260, 1641842]",1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,2.0,,,,,,,,,,Holland II,1641842.0
632,PT03M59.00S,2024-12-04T02:10:19.9Z,4,REGULAR,steal,,[],1641842,,,1610612765,103,123,2024-12-04T02:10:24Z,6140000,False,,,0,,R. Holland II STEAL (1 STL),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
633,PT03M53.00S,2024-12-04T02:10:25.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641842,94.13600525624179,53.431372549019606,1610612765,105,123,2024-12-04T02:10:33Z,6150000,False,17.0,3.0,1,right,R. Holland II Layup (2 PTS),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,1.74,Made,2.0,,,,,,,,,,,,,,,,,
634,PT03M33.00S,2024-12-04T02:10:46.9Z,4,REGULAR,turnover,out-of-bounds,[],1631260,,,1610612749,105,123,2024-12-04T02:10:54Z,6160000,False,,,0,,A. Green lost ball out-of-bounds TURNOVER (3 TO),[1631260],1610612749.0,MIL,lost ball,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,3.0,,,,,,,,,,,
635,PT03M33.00S,2024-12-04T02:10:51.4Z,4,REGULAR,substitution,out,[],1626171,,,1610612765,105,123,2024-12-04T02:11:10Z,6170000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT03M33.00S,2024-12-04T02:10:51.4Z,4,REGULAR,substitution,in,[],1641753,,,1610612765,105,123,2024-12-04T02:11:10Z,6180000,False,,,0,,SUB in: C. Livingston,[1641753],1610612749.0,MIL,,,,Livingston,C. Livingston,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT03M12.00S,2024-12-04T02:11:34.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641842,74.03088042049934,87.99019607843137,1610612765,105,123,2024-12-04T02:11:39Z,6190000,False,190.0,192.0,1,right,MISS R. Holland II 26' 3PT,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Right Center,26.98,Missed,,,,,,,,,,,,,,,,,,
638,PT03M10.00S,2024-12-04T02:11:36.5Z,4,REGULAR,rebound,defensive,[],1629018,,,1610612749,105,123,2024-12-04T02:11:39Z,6200000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:3),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,,637.0,3.0,3.0,0.0,,,,,,,,,,,,,
639,PT02M49.00S,2024-12-04T02:11:58.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626153,7.539421813403408,40.68627450980392,1610612749,105,123,2024-12-04T02:14:11Z,6210000,False,47.0,18.0,1,left,MISS D. Wright driving finger roll Layup,[1626153],1610612749.0,MIL,driving finger roll,,,Wright,D. Wright,,,,,In The Paint (Non-RA),0-8 Center,5.01,Missed,,,,,,,,,,,,,,,,,,
640,PT02M46.00S,2024-12-04T02:12:01.0Z,4,REGULAR,rebound,defensive,[],1641709,,,1610612765,105,123,2024-12-04T02:12:10Z,6220000,False,,,0,,A. Thompson REBOUND (Off:2 Def:3),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,639.0,5.0,3.0,2.0,,,,,,,,,,,,,
641,PT02M40.00S,2024-12-04T02:12:06.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,91.50788436268068,50.73529411764706,1610612765,107,123,2024-12-04T02:14:29Z,6230000,False,4.0,27.0,1,right,A. Thompson driving Layup (8 PTS),[1641709],1610612765.0,DET,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.75,Made,8.0,,,,,,,,,,,,,,,,,
642,PT02M26.00S,2024-12-04T02:12:24.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,7.013797634691201,52.69607843137255,1610612749,107,123,2024-12-04T02:12:36Z,6240000,False,-13.0,13.0,1,left,MISS G. Trent Jr. driving Layup - blocked,"[1629018, 1641709]",1610612749.0,MIL,driving,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,1.9,Missed,,,,,,,,,,,,Thompson,1641709.0,,,,,
643,PT02M26.00S,2024-12-04T02:12:24.5Z,4,REGULAR,block,,[],1641709,,,1610612749,107,123,2024-12-04T02:13:55Z,6250000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
644,PT02M25.00S,2024-12-04T02:12:25.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612749,107,123,2024-12-04T02:12:36Z,6260000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Restricted Area,0-8 Center,,,,642.0,,,,,,,,,,,,,,,,
646,PT02M25.00S,2024-12-04T02:12:38.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,107,123,2024-12-04T02:12:38Z,6280000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT02M25.00S,2024-12-04T02:12:41.5Z,4,REGULAR,substitution,out,[],1641709,,,1610612749,107,123,2024-12-04T02:15:14Z,6290000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT02M25.00S,2024-12-04T02:12:41.5Z,4,REGULAR,substitution,out,[],1629018,,,1610612749,107,123,2024-12-04T02:15:14Z,6300000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT02M25.00S,2024-12-04T02:12:41.5Z,4,REGULAR,substitution,out,[],1631260,,,1610612749,107,123,2024-12-04T02:15:14Z,6310000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT02M25.00S,2024-12-04T02:12:41.5Z,4,REGULAR,substitution,in,[],1631323,,,1610612749,107,123,2024-12-04T02:15:14Z,6320000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT02M25.00S,2024-12-04T02:12:41.5Z,4,REGULAR,substitution,in,[],1631157,,,1610612749,107,123,2024-12-04T02:15:14Z,6330000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT02M25.00S,2024-12-04T02:12:41.5Z,4,REGULAR,substitution,in,[],1642358,,,1610612749,107,123,2024-12-04T02:15:14Z,6340000,False,,,0,,SUB in: A. Johnson,[1642358],1610612749.0,MIL,,,,Johnson,A. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT02M15.00S,2024-12-04T02:15:31.4Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1631157,18.7089356110381,74.26470588235294,1610612749,107,123,2024-12-04T02:15:58Z,6350000,False,-121.0,123.0,1,left,MISS R. Rollins 17' step back Shot,[1631157],1610612749.0,MIL,step back,,,Rollins,R. Rollins,,,,,Mid-Range,16-24 Left Center,17.3,Missed,,,,,,,,,,,,,,,,,,
654,PT02M13.00S,2024-12-04T02:15:33.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612765,107,123,2024-12-04T02:15:47Z,6360000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Mid-Range,16-24 Left Center,,,,653.0,,,,,,,,,,,,,,,,
663,PT02M00.00S,2024-12-04T02:16:02.2Z,4,REGULAR,3pt,Jump Shot,[],1631323,76.26478318002628,12.009803921568633,1610612765,107,123,2024-12-04T02:25:05Z,6395000,False,-190.0,171.0,1,right,MISS S. Fontecchio 25' pullup 3PT - blocked,"[1631323, 1641890]",1610612765.0,DET,pullup,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,25.54,Missed,,,,,,,,,,,,Smith,1641890.0,,,,,
664,PT02M00.00S,2024-12-04T02:16:02.2Z,4,REGULAR,block,,[],1641890,,,1610612765,107,123,2024-12-04T02:18:34Z,6397500,False,,,0,,T. Smith BLOCK (1 BLK),[1641890],1610612749.0,MIL,,,,Smith,T. Smith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
665,PT02M00.00S,2024-12-04T02:16:02.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612749,107,123,2024-12-04T02:26:15Z,6398750,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,663.0,,,,,,,,,,,,,,,,
693,PT02M00.00S,2024-12-04T02:16:23.1Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612749,107,123,2024-12-04T02:26:40Z,6399375,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT02M00.00S,2024-12-04T02:18:24.8Z,4,REGULAR,jumpball,recovered,[],1641890,,,1610612749,107,123,2024-12-04T02:18:24Z,6410000,False,,,0,,Jump Ball T. Smith vs. P. Reed: Tip to T. Smith,"[1641890, 1641890, 1630194]",1610612749.0,MIL,challenge,T. Smith,1641890.0,Smith,T. Smith,Smith,1641890.0,Reed,1630194.0,,,,,,,,,,,,,,,,,,,,,,
662,PT01M50.00S,2024-12-04T02:18:30.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642358,7.539421813403408,51.96078431372549,1610612749,107,123,2024-12-04T02:19:28Z,6440000,False,-10.0,18.0,1,left,MISS A. Johnson driving Layup,[1642358],1610612749.0,MIL,driving,,,Johnson,A. Johnson,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,,
669,PT01M47.00S,2024-12-04T02:18:33.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612765,107,123,2024-12-04T02:18:54Z,6450000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,662.0,,,,,,,,,,,,,,,,
666,PT01M47.00S,2024-12-04T02:18:52.2Z,4,REGULAR,jumpball,recovered,[],1631204,,,1610612765,107,123,2024-12-04T02:18:52Z,6460000,False,,,0,,Jump Ball P. Reed vs. C. Livingston: Tip to M. Sasser,"[1631204, 1630194, 1641753]",1610612765.0,DET,heldball,M. Sasser,1631204.0,Sasser,M. Sasser,Reed,1630194.0,Livingston,1641753.0,,,,,,,,,,,,,,,,,,,,,,
670,PT01M42.00S,2024-12-04T02:18:57.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631204,71.27135348226018,85.5392156862745,1610612765,107,123,2024-12-04T02:19:54Z,6490000,False,178.0,218.0,1,right,MISS M. Sasser 28' running pullup 3PT,[1631204],1610612765.0,DET,running pullup,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Right Center,28.09,Missed,,,,,,,,,,,,,,,,,,
671,PT01M39.00S,2024-12-04T02:19:00.2Z,4,REGULAR,rebound,defensive,[],1642358,,,1610612749,107,123,2024-12-04T02:19:00Z,6500000,False,,,0,,A. Johnson REBOUND (Off:0 Def:1),[1642358],1610612749.0,MIL,,,,Johnson,A. Johnson,,,,,Above the Break 3,24+ Right Center,,,,670.0,1.0,1.0,0.0,,,,,,,,,,,,,
672,PT01M32.00S,2024-12-04T02:19:08.7Z,4,REGULAR,turnover,bad pass,[],1642358,,,1610612749,107,123,2024-12-04T02:19:16Z,6510000,False,,,0,,A. Johnson bad pass TURNOVER (1 TO),"[1642358, 1631323]",1610612749.0,MIL,,,,Johnson,A. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,,,,,,,,,,Fontecchio,1631323.0
673,PT01M32.00S,2024-12-04T02:19:08.7Z,4,REGULAR,steal,,[],1631323,,,1610612765,107,123,2024-12-04T02:25:07Z,6520000,False,,,0,,S. Fontecchio STEAL (1 STL),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
674,PT01M31.00S,2024-12-04T02:19:14.3Z,4,REGULAR,foul,personal,[],1631157,,,1610612765,107,123,2024-12-04T02:19:31Z,6530000,False,,,0,,R. Rollins personal FOUL (1 PF),"[1631157, 1631204]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Center,,,,,,,,1628487.0,,1.0,0.0,Sasser,1631204.0,,,,,,,
676,PT01M17.00S,2024-12-04T02:19:41.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631204,93.2161629434954,97.54901960784314,1610612765,107,123,2024-12-04T02:19:55Z,6550000,False,238.0,11.0,1,right,MISS M. Sasser 3PT,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Right Corner 3,24+ Right,23.8,Missed,,,,,,,,,,,,,,,,,,
677,PT01M16.00S,2024-12-04T02:19:42.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612749,107,123,2024-12-04T02:19:55Z,6560000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Right Corner 3,24+ Right,,,,676.0,,,,,,,,,,,,,,,,
679,PT01M10.00S,2024-12-04T02:20:15.0Z,4,REGULAR,turnover,lost ball,[],1641753,,,1610612749,107,123,2024-12-04T02:20:20Z,6580000,False,,,0,,C. Livingston lost ball TURNOVER (1 TO),"[1641753, 1631111]",1610612749.0,MIL,,,,Livingston,C. Livingston,,,,,Mid-Range,8-16 Left,,,,,,,,,1.0,,,,,,,,,,Moore Jr.,1631111.0
680,PT01M10.00S,2024-12-04T02:20:15.0Z,4,REGULAR,steal,,[],1631111,,,1610612765,107,123,2024-12-04T02:21:26Z,6590000,False,,,0,,W. Moore Jr. STEAL (1 STL),[1631111],1610612765.0,DET,,,,Moore Jr.,W. Moore Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
681,PT01M05.00S,2024-12-04T02:20:19.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631111,92.69053876478318,45.833333333333336,1610612765,107,123,2024-12-04T02:20:34Z,6600000,False,-21.0,16.0,1,right,MISS W. Moore Jr. driving Layup,[1631111],1610612765.0,DET,driving,,,Moore Jr.,W. Moore Jr.,,,,,Restricted Area,0-8 Center,2.64,Missed,,,,,,,,,,,,,,,,,,
682,PT01M04.00S,2024-12-04T02:20:20.2Z,4,REGULAR,rebound,defensive,[],1641890,,,1610612749,107,123,2024-12-04T02:20:34Z,6610000,False,,,0,,T. Smith REBOUND (Off:0 Def:2),[1641890],1610612749.0,MIL,,,,Smith,T. Smith,,,,,Restricted Area,0-8 Center,,,,681.0,2.0,2.0,0.0,,,,,,,,,,,,,
683,PT00M56.20S,2024-12-04T02:20:30.9Z,4,REGULAR,3pt,Jump Shot,[],1642358,9.904730617608408,2.6960784313725554,1610612749,107,126,2024-12-04T02:20:35Z,6620000,False,237.0,41.0,1,left,A. Johnson 24' 3PT  (3 PTS) (T. Smith 1 AST),"[1642358, 1641890]",1610612749.0,MIL,,,,Johnson,A. Johnson,,,,,Right Corner 3,24+ Right,24.0,Made,3.0,,,,,,,,,,,,,T. Smith,1641890.0,1.0,,
685,PT00M47.70S,2024-12-04T02:20:42.6Z,4,REGULAR,turnover,lost ball,[],1641842,,,1610612765,107,126,2024-12-04T02:20:46Z,6640000,False,,,0,,R. Holland II lost ball TURNOVER (1 TO),"[1641842, 1641753]",1610612765.0,DET,,,,Holland II,R. Holland II,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,,,,,,,,,,Livingston,1641753.0
686,PT00M47.70S,2024-12-04T02:20:42.6Z,4,REGULAR,steal,,[],1641753,,,1610612749,107,126,2024-12-04T02:20:45Z,6650000,False,,,0,,C. Livingston STEAL (1 STL),[1641753],1610612749.0,MIL,,,,Livingston,C. Livingston,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
687,PT00M44.20S,2024-12-04T02:20:46.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642358,6.356767411300922,45.58823529411765,1610612749,107,128,2024-12-04T02:20:54Z,6660000,False,22.0,7.0,1,left,A. Johnson running Layup (5 PTS) (C. Livingston 1 AST),"[1642358, 1641753]",1610612749.0,MIL,running,,,Johnson,A. Johnson,,,,,Restricted Area,0-8 Center,2.33,Made,5.0,,,,,,,,,,,,,C. Livingston,1641753.0,1.0,,
