actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
84,PT04M31.00S,2024-12-17T00:24:11.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",202710,94.48094612352168,50.06127450980392,1610612748,22,21,2024-12-17T00:27:43Z,830000,False,0.0,-1.0,1,right,J. Butler cutting DUNK (4 PTS) (T. Herro 1 AST),"[202710, 1629639]",1610612748.0,MIA,cutting,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,0.07,Made,,,,,,,4.0,T. Herro,1629639.0,1.0,,,,,
86,PT04M31.00S,2024-12-17T00:24:17.9Z,1,REGULAR,foul,personal,['1freethrow'],1631105,,,1610612748,22,21,2024-12-17T00:24:28Z,850000,False,,,0,,J. Duren shooting personal FOUL (2 PF) (Butler 1 FT),"[1631105, 202710]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,200832.0,2.0,0.0,Butler,202710.0,,,,,,,,,
88,PT04M31.00S,2024-12-17T00:24:29.7Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,22,21,2024-12-17T00:25:11Z,870000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M31.00S,2024-12-17T00:24:29.7Z,1,REGULAR,substitution,out,[],1629130,,,1610612748,22,21,2024-12-17T00:25:11Z,880000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M31.00S,2024-12-17T00:24:29.7Z,1,REGULAR,substitution,in,[],201567,,,1610612748,22,21,2024-12-17T00:25:11Z,890000,False,,,0,,SUB in: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M31.00S,2024-12-17T00:24:29.7Z,1,REGULAR,substitution,in,[],1631170,,,1610612748,22,21,2024-12-17T00:25:11Z,900000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M31.00S,2024-12-17T00:25:10.4Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],202710,,,1610612748,22,21,2024-12-17T00:25:10Z,910000,False,,,0,,MISS J. Butler Free Throw 1 of 1,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
93,PT04M30.00S,2024-12-17T00:25:11.7Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,22,21,2024-12-17T00:25:11Z,920000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,92.0,,,,,,,,,,1.0,1.0,0.0,,
94,PT04M30.00S,2024-12-17T00:25:16.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,22,21,2024-12-17T00:25:16Z,930000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M30.00S,2024-12-17T00:25:23.2Z,1,REGULAR,substitution,out,[],1631105,,,1610612765,22,21,2024-12-17T00:28:08Z,940000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M30.00S,2024-12-17T00:25:23.2Z,1,REGULAR,substitution,out,[],203501,,,1610612765,22,21,2024-12-17T00:28:08Z,950000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M30.00S,2024-12-17T00:25:23.2Z,1,REGULAR,substitution,in,[],1630191,,,1610612765,22,21,2024-12-17T00:28:08Z,960000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M30.00S,2024-12-17T00:25:23.2Z,1,REGULAR,substitution,in,[],1627736,,,1610612765,22,21,2024-12-17T00:28:08Z,970000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M14.00S,2024-12-17T00:28:21.3Z,1,REGULAR,3pt,Jump Shot,[],1627736,29.747043363994734,75.24509803921569,1610612765,25,21,2024-12-17T00:28:50Z,980000,False,-126.0,227.0,1,left,M. Beasley 25' 3PT  (8 PTS) (C. Cunningham 4 AST),"[1627736, 1630595]",1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,,25.98,Made,,,,,,,8.0,C. Cunningham,1630595.0,4.0,,,,,
101,PT03M59.00S,2024-12-17T00:28:38.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,91.63929040735874,55.63725490196079,1610612748,25,21,2024-12-17T00:29:25Z,1000000,False,28.0,26.0,1,right,MISS J. Butler alley-oop Layup,[202710],1610612748.0,MIA,alley-oop,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,3.84,Missed,,,,,,,,,,,,,,,
102,PT03M56.00S,2024-12-17T00:28:41.5Z,1,REGULAR,rebound,offensive,[],202710,,,1610612748,25,21,2024-12-17T00:29:25Z,1010000,False,,,0,,J. Butler REBOUND (Off:1 Def:0),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,101.0,,,,,,,,,,1.0,0.0,1.0,,
103,PT03M49.00S,2024-12-17T00:28:46.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201567,77.18462549277267,12.74509803921569,1610612748,25,21,2024-12-17T00:28:58Z,1020000,False,-186.0,162.0,1,right,MISS K. Love 24' 3PT,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,,,,24.69,Missed,,,,,,,,,,,,,,,
104,PT03M48.00S,2024-12-17T00:28:47.0Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,25,21,2024-12-17T00:29:46Z,1030000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,103.0,,,,,,,,,,2.0,2.0,0.0,,
105,PT03M44.00S,2024-12-17T00:28:52.6Z,1,REGULAR,foul,personal,['2freethrow'],1630696,,,1610612765,25,21,2024-12-17T00:29:09Z,1040000,False,,,0,,D. Smith shooting personal FOUL (1 PF) (Thompson 2 FT),"[1630696, 1641709]",1610612748.0,MIA,shooting,,,Smith,D. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627534.0,1.0,0.0,Thompson,1641709.0,,,,,,,,,
107,PT03M44.00S,2024-12-17T00:29:28.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1641709,,,1610612765,25,21,2024-12-17T00:29:28Z,1060000,False,,,0,,MISS A. Thompson Free Throw 1 of 2,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
108,PT03M44.00S,2024-12-17T00:29:28.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,25,21,2024-12-17T00:29:28Z,1070000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,107.0,,,,,,,,,,,,,,
109,PT03M44.00S,2024-12-17T00:29:46.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1641709,,,1610612765,26,21,2024-12-17T00:29:46Z,1080000,False,,,0,,A. Thompson Free Throw 2 of 2 (4 PTS),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,Made,,,,,,,4.0,,,,,,,,
110,PT03M29.00S,2024-12-17T00:30:02.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,92.29632063074901,47.05882352941176,1610612748,26,23,2024-12-17T00:30:08Z,1090000,False,-15.0,20.0,1,right,J. Jaquez Jr. driving Layup (2 PTS) (J. Butler 3 AST),"[1631170, 202710]",1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,2.47,Made,,,,,,,2.0,J. Butler,202710.0,3.0,,,,,
112,PT03M18.00S,2024-12-17T00:30:15.3Z,1,REGULAR,turnover,out-of-bounds,[],1627736,,,1610612765,26,23,2024-12-17T00:30:28Z,1110000,False,,,0,,M. Beasley bad pass out-of-bounds TURNOVER (1 TO),[1627736],1610612765.0,DET,bad pass,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,1.0,,,,,,200832.0,,,,,,,,,,,,,
113,PT03M18.00S,2024-12-17T00:30:22.8Z,1,REGULAR,substitution,out,[],1630595,,,1610612748,26,23,2024-12-17T00:30:43Z,1120000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M18.00S,2024-12-17T00:30:22.8Z,1,REGULAR,substitution,out,[],1641709,,,1610612748,26,23,2024-12-17T00:30:43Z,1130000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M18.00S,2024-12-17T00:30:22.8Z,1,REGULAR,substitution,out,[],1629639,,,1610612748,26,23,2024-12-17T00:30:43Z,1140000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M18.00S,2024-12-17T00:30:22.8Z,1,REGULAR,substitution,in,[],1641842,,,1610612748,26,23,2024-12-17T00:30:43Z,1150000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M18.00S,2024-12-17T00:30:22.8Z,1,REGULAR,substitution,in,[],1631204,,,1610612748,26,23,2024-12-17T00:30:43Z,1160000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M18.00S,2024-12-17T00:30:22.8Z,1,REGULAR,substitution,in,[],1626179,,,1610612748,26,23,2024-12-17T00:30:43Z,1170000,False,,,0,,SUB in: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M06.00S,2024-12-17T00:30:51.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630696,93.2161629434954,54.16666666666667,1610612748,26,25,2024-12-17T00:31:21Z,1180000,False,21.0,11.0,1,right,D. Smith cutting Layup (5 PTS) (J. Butler 4 AST),"[1630696, 202710]",1610612748.0,MIA,cutting,,,Smith,D. Smith,,,,,Restricted Area,0-8 Center,,,,2.37,Made,,,,,,,5.0,J. Butler,202710.0,4.0,,,,,
121,PT02M52.00S,2024-12-17T00:31:05.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630191,13.978318002628114,48.774509803921575,1610612765,28,25,2024-12-17T00:31:44Z,1200000,False,6.0,79.0,1,left,I. Stewart 7' driving floating Jump Shot (2 PTS) (M. Sasser 1 AST),"[1630191, 1631204]",1610612765.0,DET,driving floating,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,7.91,Made,,,,,,,2.0,M. Sasser,1631204.0,1.0,,,,,
123,PT02M41.00S,2024-12-17T00:31:16.3Z,1,REGULAR,turnover,bad pass,[],201567,,,1610612748,28,25,2024-12-17T00:31:22Z,1220000,False,,,0,,K. Love bad pass TURNOVER (1 TO),"[201567, 1641842]",1610612748.0,MIA,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,1.0,Holland II,1641842.0,,,,,,,,,,,,,,,,,
124,PT02M41.00S,2024-12-17T00:31:16.3Z,1,REGULAR,steal,,[],1641842,,,1610612765,28,25,2024-12-17T00:37:34Z,1230000,False,,,0,,R. Holland II STEAL (1 STL),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
125,PT02M36.00S,2024-12-17T00:31:21.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641842,11.087385019710908,46.568627450980394,1610612765,28,25,2024-12-17T00:33:02Z,1240000,False,17.0,52.0,1,left,MISS R. Holland II driving floating Shot,[1641842],1610612765.0,DET,driving floating,,,Holland II,R. Holland II,,,,,In The Paint (Non-RA),0-8 Center,,,,5.45,Missed,,,,,,,,,,,,,,,
126,PT02M34.00S,2024-12-17T00:31:23.2Z,1,REGULAR,rebound,defensive,[],1631170,,,1610612748,28,25,2024-12-17T00:33:02Z,1250000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:1),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,125.0,,,,,,,,,,1.0,1.0,0.0,,
127,PT02M27.00S,2024-12-17T00:31:29.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202710,93.34756898817345,96.07843137254902,1610612748,28,28,2024-12-17T00:31:40Z,1260000,False,230.0,10.0,1,right,J. Butler 3PT running (7 PTS) (J. Jaquez Jr. 1 AST),"[202710, 1631170]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,,,,23.06,Made,,,,,,,7.0,J. Jaquez Jr.,1631170.0,1.0,,,,,
128,PT02M12.00S,2024-12-17T00:31:45.8Z,1,REGULAR,3pt,Jump Shot,[],1641842,5.305519053876466,97.05882352941177,1610612765,31,28,2024-12-17T00:32:01Z,1270000,False,-235.0,-3.0,1,left,R. Holland II 3PT  (3 PTS) (M. Sasser 2 AST),"[1641842, 1631204]",1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Left Corner 3,24+ Left,,,,23.53,Made,,,,,,,3.0,M. Sasser,1631204.0,2.0,,,,,
130,PT01M55.00S,2024-12-17T00:32:03.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,90.8508541392904,46.07843137254902,1610612748,31,28,2024-12-17T00:34:55Z,1290000,False,-20.0,34.0,1,right,MISS J. Jaquez Jr. driving Layup,[1631170],1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,3.88,Missed,,,,,,,,,,,,,,,
135,PT01M54.00S,2024-12-17T00:32:04.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,31,28,2024-12-17T00:34:47Z,1310000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,,130.0,,,,,,,,,,,,,,
132,PT01M54.00S,2024-12-17T00:32:39.0Z,1,REGULAR,jumpball,recovered,[],1630191,,,1610612765,31,28,2024-12-17T00:34:52Z,1320000,False,,,0,,Jump Ball R. Holland II vs. J. Jaquez Jr.: Tip to I. Stewart,"[1630191, 1641842, 1631170]",1610612765.0,DET,heldball,I. Stewart,1630191.0,Stewart,I. Stewart,Holland II,1641842.0,Jaquez Jr.,1631170.0,,,,,,,,,,,,,,,,,,,,,,
136,PT01M39.00S,2024-12-17T00:32:49.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,13.058475689881732,50.245098039215684,1610612765,31,28,2024-12-17T00:35:15Z,1350000,False,-1.0,70.0,1,left,MISS I. Stewart 7' driving Hook,[1630191],1610612765.0,DET,driving,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,7.02,Missed,,,,,,,,,,,,,,,
137,PT01M36.00S,2024-12-17T00:32:52.9Z,1,REGULAR,rebound,defensive,[],201567,,,1610612748,31,28,2024-12-17T00:32:55Z,1360000,False,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,,,,136.0,,,,,,,,,,1.0,1.0,0.0,,
138,PT01M18.00S,2024-12-17T00:33:10.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201567,92.55913272010513,57.35294117647059,1610612748,31,30,2024-12-17T00:35:40Z,1370000,False,37.0,17.0,1,right,K. Love driving Layup (2 PTS),[201567],1610612748.0,MIA,driving,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,,4.07,Made,,,,,,,2.0,,,,,,,,
139,PT01M05.00S,2024-12-17T00:33:24.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,4.517082785808142,54.90196078431372,1610612765,33,30,2024-12-17T00:33:28Z,1380000,False,-25.0,-10.0,1,left,I. Stewart turnaround Hook (4 PTS) (M. Beasley 1 AST),"[1630191, 1627736]",1610612765.0,DET,turnaround,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,2.65,Made,,,,,,,4.0,M. Beasley,1627736.0,1.0,,,,,
142,PT00M50.10S,2024-12-17T00:33:40.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1631170,91.90210249671485,51.96078431372549,1610612748,33,32,2024-12-17T00:38:36Z,1410000,False,10.0,24.0,1,right,J. Jaquez Jr. driving Layup (4 PTS) (T. Rozier 1 AST),"[1631170, 1626179]",1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,2.56,Made,,,,,,,4.0,T. Rozier,1626179.0,1.0,,,,,
144,PT00M50.10S,2024-12-17T00:33:45.9Z,1,REGULAR,violation,defensive goaltending,[],1630191,,,1610612748,33,32,2024-12-17T00:33:53Z,1430000,False,,,0,,I. Stewart defensive goaltending VIOLATION,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,1627534.0,,,,,,,,,,,,,
145,PT00M41.80S,2024-12-17T00:34:06.8Z,1,REGULAR,2pt,Jump Shot,[],1627736,16.53662943495401,20.320159313725497,1610612765,33,32,2024-12-17T00:34:12Z,1440000,False,148.0,103.0,1,left,MISS M. Beasley 18' pullup Shot,[1627736],1610612765.0,DET,pullup,,,Beasley,M. Beasley,,,,,Mid-Range,16-24 Right,,,,18.06,Missed,,,,,,,,,,,,,,,
146,PT00M39.00S,2024-12-17T00:34:09.6Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,33,32,2024-12-17T00:34:12Z,1450000,False,,,0,,J. Butler REBOUND (Off:1 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Right,,,,,,145.0,,,,,,,,,,2.0,1.0,1.0,,
147,PT00M34.80S,2024-12-17T00:34:13.7Z,1,REGULAR,3pt,Jump Shot,[],202710,70.74572930354796,85.29411764705883,1610612748,33,32,2024-12-17T00:39:03Z,1460000,False,176.0,222.0,1,right,MISS J. Butler 28' pullup 3PT,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,28.4,Missed,,,,,,,,,,,,,,,
148,PT00M32.10S,2024-12-17T00:34:16.4Z,1,REGULAR,rebound,defensive,[],1641842,,,1610612765,33,32,2024-12-17T00:34:22Z,1470000,False,,,0,,R. Holland II REBOUND (Off:0 Def:1),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Right Center,,,,,,147.0,,,,,,,,,,1.0,1.0,0.0,,
149,PT00M11.40S,2024-12-17T00:34:37.9Z,1,REGULAR,turnover,out-of-bounds,[],1630191,,,1610612765,33,32,2024-12-17T00:34:45Z,1480000,False,,,0,,I. Stewart bad pass out-of-bounds TURNOVER (1 TO),[1630191],1610612765.0,DET,bad pass,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),8-16 Center,1.0,,,,,,1627534.0,,,,,,,,,,,,,
150,PT00M11.40S,2024-12-17T00:34:47.3Z,1,REGULAR,substitution,out,[],1631323,,,1610612748,33,32,2024-12-17T00:34:58Z,1490000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M11.40S,2024-12-17T00:34:47.3Z,1,REGULAR,substitution,in,[],1641709,,,1610612748,33,32,2024-12-17T00:34:58Z,1500000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M04.70S,2024-12-17T00:35:06.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201567,83.62352168199737,4.901960784313729,1610612748,33,32,2024-12-17T00:39:38Z,1510000,False,-225.0,101.0,1,right,MISS K. Love 24' 3PT,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,,,,24.72,Missed,,,,,,,,,,,,,,,
153,PT00M02.20S,2024-12-17T00:35:09.2Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,33,32,2024-12-17T00:35:09Z,1520000,False,,,0,,A. Thompson REBOUND (Off:0 Def:3),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,152.0,,,,,,,,,,3.0,3.0,0.0,,
155,PT00M00.00S,2024-12-17T00:35:32.7Z,1,REGULAR,period,end,[],0,,,1610612765,33,32,2024-12-17T00:35:32Z,1540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-12-17T00:35:50.4Z,2,REGULAR,substitution,out,['startperiod'],1631204,,,1610612765,33,32,2024-12-17T00:38:08Z,1550000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-12-17T00:35:50.4Z,2,REGULAR,substitution,out,['startperiod'],1641709,,,1610612765,33,32,2024-12-17T00:38:08Z,1560000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-12-17T00:35:50.4Z,2,REGULAR,substitution,out,['startperiod'],1630696,,,1610612765,33,32,2024-12-17T00:38:08Z,1570000,False,,,0,,SUB out: D. Smith,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-12-17T00:35:50.4Z,2,REGULAR,substitution,out,['startperiod'],202710,,,1610612765,33,32,2024-12-17T00:38:08Z,1580000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-12-17T00:35:50.4Z,2,REGULAR,substitution,out,['startperiod'],201567,,,1610612765,33,32,2024-12-17T00:38:08Z,1590000,False,,,0,,SUB out: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-12-17T00:35:50.4Z,2,REGULAR,substitution,in,['startperiod'],1630595,,,1610612765,33,32,2024-12-17T00:38:08Z,1600000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-12-17T00:35:50.4Z,2,REGULAR,substitution,in,['startperiod'],1631323,,,1610612765,33,32,2024-12-17T00:38:08Z,1610000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-12-17T00:35:50.4Z,2,REGULAR,substitution,in,['startperiod'],1629312,,,1610612765,33,32,2024-12-17T00:38:08Z,1620000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-12-17T00:35:50.4Z,2,REGULAR,substitution,in,['startperiod'],1629130,,,1610612765,33,32,2024-12-17T00:38:08Z,1630000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-12-17T00:35:50.4Z,2,REGULAR,substitution,in,['startperiod'],1628389,,,1610612765,33,32,2024-12-17T00:38:08Z,1640000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-12-17T00:38:08.7Z,2,REGULAR,period,start,[],0,,,1610612765,33,32,2024-12-17T00:38:08Z,1650000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M46.00S,2024-12-17T00:38:23.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641842,10.561760840998687,51.71568627450981,1610612765,33,32,2024-12-17T00:40:35Z,1660000,False,-9.0,47.0,1,left,MISS R. Holland II driving Layup,[1641842],1610612765.0,DET,driving,,,Holland II,R. Holland II,,,,,In The Paint (Non-RA),0-8 Center,,,,4.76,Missed,,,,,,,,,,,,,,,
169,PT11M44.00S,2024-12-17T00:38:25.7Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,33,32,2024-12-17T00:40:35Z,1670000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,168.0,,,,,,,,,,3.0,3.0,0.0,,
170,PT11M40.00S,2024-12-17T00:38:30.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629130,69.4316688567674,82.1078431372549,1610612748,33,32,2024-12-17T00:40:52Z,1680000,False,161.0,235.0,1,right,MISS D. Robinson 28' running 3PT,[1629130],1610612748.0,MIA,running,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,,28.44,Missed,,,,,,,,,,,,,,,
171,PT11M37.00S,2024-12-17T00:38:33.3Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,33,32,2024-12-17T00:40:52Z,1690000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,,,,,,170.0,,,,,,,,,,1.0,1.0,0.0,,
