actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
191,PT09M47.00S,2024-12-17T00:42:11.7Z,2,REGULAR,freethrow,1 of 2,[],1631323,,,1610612765,39,34,2024-12-17T00:42:11Z,1890000,False,,,0,,S. Fontecchio Free Throw 1 of 2 (1 PTS),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,Made,,,,,,,1.0,,,,,,,,
192,PT09M47.00S,2024-12-17T00:42:30.0Z,2,REGULAR,freethrow,2 of 2,[],1631323,,,1610612765,40,34,2024-12-17T00:42:30Z,1900000,False,,,0,,S. Fontecchio Free Throw 2 of 2 (2 PTS),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,Made,,,,,,,2.0,,,,,,,,
193,PT09M36.00S,2024-12-17T00:42:44.4Z,2,REGULAR,3pt,Jump Shot,[],1631170,94.3988173455979,3.4313725490196134,1610612748,40,34,2024-12-17T00:44:57Z,1910000,False,-233.0,0.0,1,right,MISS J. Jaquez Jr. 3PT,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Left Corner 3,24+ Left,,,,23.28,Missed,,,,,,,,,,,,,,,
194,PT09M33.00S,2024-12-17T00:42:47.4Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,40,34,2024-12-17T00:44:57Z,1920000,False,,,0,,I. Stewart REBOUND (Off:0 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Left Corner 3,24+ Left,,,,,,193.0,,,,,,,,,,3.0,3.0,0.0,,
195,PT09M27.00S,2024-12-17T00:42:51.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631323,27.11892247043363,83.57843137254902,1610612765,43,34,2024-12-17T00:45:19Z,1930000,False,-168.0,202.0,1,left,S. Fontecchio 26' 3PT running (5 PTS) (C. Cunningham 6 AST),"[1631323, 1630595]",1610612765.0,DET,running,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,,,,26.3,Made,,,,,,,5.0,C. Cunningham,1630595.0,6.0,,,,,
197,PT09M14.00S,2024-12-17T00:43:05.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,91.63929040735874,62.745098039215684,1610612748,43,34,2024-12-17T00:45:49Z,1950000,False,64.0,26.0,1,right,MISS T. Rozier 6' driving finger roll Layup,[1626179],1610612748.0,MIA,driving finger roll,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,6.88,Missed,,,,,,,,,,,,,,,
198,PT09M12.00S,2024-12-17T00:43:07.2Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,43,34,2024-12-17T00:45:49Z,1960000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:3),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,197.0,,,,,,,,,,3.0,3.0,0.0,,
199,PT09M10.00S,2024-12-17T00:43:11.7Z,2,REGULAR,foul,personal,['2freethrow'],1629312,,,1610612765,43,34,2024-12-17T00:43:25Z,1970000,False,,,0,,H. Highsmith shooting personal FOUL (1 PF) (Cunningham 2 FT),"[1629312, 1630595]",1610612748.0,MIA,shooting,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627534.0,1.0,0.0,Cunningham,1630595.0,,,,,,,,,
201,PT09M10.00S,2024-12-17T00:43:41.3Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630595,,,1610612765,44,34,2024-12-17T00:46:18Z,1990000,False,,,0,,C. Cunningham Free Throw 1 of 2 (7 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,Made,,,,,,,7.0,,,,,,,,
202,PT09M10.00S,2024-12-17T00:43:42.0Z,2,REGULAR,substitution,out,[],1630191,,,1610612765,44,34,2024-12-17T00:43:49Z,2000000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M10.00S,2024-12-17T00:43:42.0Z,2,REGULAR,substitution,out,[],1631323,,,1610612765,44,34,2024-12-17T00:43:49Z,2010000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M10.00S,2024-12-17T00:43:42.0Z,2,REGULAR,substitution,in,[],1631105,,,1610612765,44,34,2024-12-17T00:43:49Z,2020000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M10.00S,2024-12-17T00:43:42.0Z,2,REGULAR,substitution,in,[],203501,,,1610612765,44,34,2024-12-17T00:43:49Z,2030000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M10.00S,2024-12-17T00:43:41.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630595,,,1610612765,44,34,2024-12-17T00:46:18Z,2040000,False,,,0,,MISS C. Cunningham Free Throw 2 of 2,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
207,PT09M09.00S,2024-12-17T00:43:42.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,44,34,2024-12-17T00:46:18Z,2050000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,206.0,,,,,,,,,,,,,,
209,PT09M08.00S,2024-12-17T00:44:28.3Z,2,REGULAR,turnover,bad pass,[],1630595,,,1610612765,44,34,2024-12-17T00:46:52Z,2070000,False,,,0,,C. Cunningham bad pass TURNOVER (2 TO),"[1630595, 1631170]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Left,2.0,Jaquez Jr.,1631170.0,,,,,,,,,,,,,,,,,
210,PT09M08.00S,2024-12-17T00:44:28.3Z,2,REGULAR,steal,,[],1631170,,,1610612748,44,34,2024-12-17T00:44:30Z,2080000,False,,,0,,J. Jaquez Jr. STEAL (1 STL),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
212,PT09M04.00S,2024-12-17T00:44:41.3Z,2,REGULAR,substitution,out,[],1629130,,,1610612748,44,34,2024-12-17T00:44:57Z,2100000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M04.00S,2024-12-17T00:44:41.3Z,2,REGULAR,substitution,in,[],1629639,,,1610612748,44,34,2024-12-17T00:44:57Z,2110000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M52.00S,2024-12-17T00:45:05.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,91.50788436268068,4.901960784313729,1610612748,44,34,2024-12-17T00:47:27Z,2120000,False,-225.0,27.0,1,right,MISS T. Rozier 3PT,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,,,,22.71,Missed,,,,,,,,,,,,,,,
215,PT08M49.00S,2024-12-17T00:45:08.4Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,44,34,2024-12-17T00:47:27Z,2130000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,,,,,,214.0,,,,,,,,,,4.0,3.0,1.0,,
216,PT08M46.00S,2024-12-17T00:45:12.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631170,90.67017082785809,48.89705882352941,1610612748,44,36,2024-12-17T00:47:50Z,2140000,False,-6.0,35.0,1,right,J. Jaquez Jr. cutting finger roll Layup (6 PTS) (H. Highsmith 2 AST),"[1631170, 1629312]",1610612748.0,MIA,cutting finger roll,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,3.56,Made,,,,,,,6.0,H. Highsmith,1629312.0,2.0,,,,,
218,PT08M46.00S,2024-12-17T00:45:16.4Z,2,REGULAR,foul,personal,['1freethrow'],1641842,,,1610612748,44,36,2024-12-17T00:45:29Z,2160000,False,,,0,,R. Holland II shooting personal FOUL (1 PF) (Jaquez Jr. 1 FT),"[1641842, 1631170]",1610612765.0,DET,shooting,,,Holland II,R. Holland II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,200832.0,1.0,0.0,Jaquez Jr.,1631170.0,,,,,,,,,
220,PT08M46.00S,2024-12-17T00:45:30.6Z,2,REGULAR,substitution,out,[],1641842,,,1610612748,44,36,2024-12-17T00:45:42Z,2180000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M46.00S,2024-12-17T00:45:30.6Z,2,REGULAR,substitution,out,[],1627736,,,1610612748,44,36,2024-12-17T00:45:42Z,2190000,False,,,0,,SUB out: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M46.00S,2024-12-17T00:45:30.6Z,2,REGULAR,substitution,in,[],1641709,,,1610612748,44,36,2024-12-17T00:45:42Z,2200000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M46.00S,2024-12-17T00:45:30.6Z,2,REGULAR,substitution,in,[],1631204,,,1610612748,44,36,2024-12-17T00:45:42Z,2210000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M46.00S,2024-12-17T00:45:52.7Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1631170,,,1610612748,44,37,2024-12-17T00:45:52Z,2220000,False,,,0,,J. Jaquez Jr. Free Throw 1 of 1 (7 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,Made,,,,,,,7.0,,,,,,,,
225,PT08M29.00S,2024-12-17T00:46:14.0Z,2,REGULAR,3pt,Jump Shot,[],1630595,32.90078843626807,43.38235294117647,1610612765,47,37,2024-12-17T00:46:18Z,2230000,False,33.0,257.0,1,left,C. Cunningham 25' 3PT pullup (10 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,,,25.89,Made,,,,,,,10.0,,,,,,,,
226,PT08M15.00S,2024-12-17T00:46:31.2Z,2,REGULAR,foul,personal,[],1641709,,,1610612748,47,37,2024-12-17T00:46:54Z,2240000,False,,,0,,A. Thompson personal FOUL (2 PF),"[1641709, 1629639]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,200832.0,2.0,0.0,Herro,1629639.0,,,,,,,,,
228,PT08M11.00S,2024-12-17T00:46:55.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,91.90210249671485,39.21568627450981,1610612748,47,37,2024-12-17T00:48:47Z,2260000,False,-54.0,24.0,1,right,MISS T. Herro driving Layup - blocked,"[1629639, 1641709]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,5.88,Missed,,,,,,,,,,,,,,Thompson,1641709.0
229,PT08M11.00S,2024-12-17T00:46:55.6Z,2,REGULAR,block,,[],1641709,,,1610612748,47,37,2024-12-17T00:46:59Z,2270000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
230,PT08M09.00S,2024-12-17T00:46:57.6Z,2,REGULAR,rebound,defensive,[],1641709,,,1610612765,47,37,2024-12-17T00:48:47Z,2280000,False,,,0,,A. Thompson REBOUND (Off:0 Def:4),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,228.0,,,,,,,,,,4.0,4.0,0.0,,
231,PT08M06.00S,2024-12-17T00:47:02.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641709,8.065045992115643,48.28431372549019,1610612765,47,37,2024-12-17T00:49:29Z,2290000,False,9.0,23.0,1,left,MISS A. Thompson running finger roll Layup,[1641709],1610612765.0,DET,running finger roll,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,2.48,Missed,,,,,,,,,,,,,,,
232,PT08M03.00S,2024-12-17T00:47:05.0Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,47,37,2024-12-17T00:49:29Z,2300000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,231.0,,,,,,,,,,5.0,4.0,1.0,,
233,PT07M59.00S,2024-12-17T00:47:07.2Z,2,REGULAR,foul,offensive,[],1626179,,,1610612748,47,37,2024-12-17T00:50:06Z,2310000,False,,,0,,T. Rozier charge offensive FOUL (1 PF),"[1626179, 203501]",1610612748.0,MIA,charge,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1630886.0,1.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,
235,PT07M59.00S,2024-12-17T00:47:07.2Z,2,REGULAR,turnover,offensive foul,[],1626179,,,1610612748,47,37,2024-12-17T00:47:07Z,2330000,False,,,0,,T. Rozier offensive foul TURNOVER (1 TO),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,1630886.0,,,,,,,,,,,,,
236,PT07M44.00S,2024-12-17T00:47:41.9Z,2,REGULAR,turnover,bad pass,[],1641709,,,1610612765,47,37,2024-12-17T00:47:48Z,2340000,False,,,0,,A. Thompson bad pass TURNOVER (2 TO),"[1641709, 1629312]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,2.0,Highsmith,1629312.0,,,,,,,,,,,,,,,,,
237,PT07M44.00S,2024-12-17T00:47:41.9Z,2,REGULAR,steal,,[],1629312,,,1610612748,47,37,2024-12-17T00:47:43Z,2350000,False,,,0,,H. Highsmith STEAL (1 STL),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
238,PT07M40.00S,2024-12-17T00:47:46.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631170,93.2161629434954,42.892156862745104,1610612748,47,37,2024-12-17T00:52:35Z,2360000,False,-36.0,11.0,1,right,MISS J. Jaquez Jr. running Layup,[1631170],1610612748.0,MIA,running,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,3.73,Missed,,,,,,,,,,,,,,,
239,PT07M38.00S,2024-12-17T00:47:48.2Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,47,37,2024-12-17T00:52:35Z,2370000,False,,,0,,J. Duren REBOUND (Off:1 Def:4),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,238.0,,,,,,,,,,5.0,4.0,1.0,,
240,PT07M35.00S,2024-12-17T00:47:53.8Z,2,REGULAR,turnover,double dribble,[],1631105,,,1610612765,47,37,2024-12-17T00:48:02Z,2380000,False,,,0,,J. Duren double dribble TURNOVER (2 TO),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,16-24 Right Center,2.0,,,,,,200832.0,,,,,,,,,,,,,
241,PT07M22.00S,2024-12-17T00:48:23.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628389,90.71944809461235,42.15686274509803,1610612748,47,37,2024-12-17T00:53:06Z,2390000,False,-39.0,35.0,1,right,MISS B. Adebayo driving floating bank Shot,[1628389],1610612748.0,MIA,driving floating bank,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,5.24,Missed,,,,,,,,,,,,,,,
242,PT07M19.00S,2024-12-17T00:48:26.9Z,2,REGULAR,rebound,defensive,[],203501,,,1610612765,47,37,2024-12-17T00:53:06Z,2400000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,241.0,,,,,,,,,,1.0,1.0,0.0,,
243,PT07M15.00S,2024-12-17T00:48:28.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641709,7.670827858081481,54.65686274509804,1610612765,49,37,2024-12-17T00:48:41Z,2410000,False,-23.0,20.0,1,left,A. Thompson running alley-oop DUNK (6 PTS) (C. Cunningham 7 AST),"[1641709, 1630595]",1610612765.0,DET,running alley-oop,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,3.04,Made,,,,,,,6.0,C. Cunningham,1630595.0,7.0,,,,,
245,PT07M15.00S,2024-12-17T00:48:35.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,49,37,2024-12-17T00:48:35Z,2430000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M15.00S,2024-12-17T00:49:12.5Z,2,REGULAR,substitution,out,[],1631170,,,1610612748,49,37,2024-12-17T00:51:24Z,2440000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M15.00S,2024-12-17T00:49:12.5Z,2,REGULAR,substitution,out,[],1629312,,,1610612748,49,37,2024-12-17T00:51:24Z,2450000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M15.00S,2024-12-17T00:49:12.5Z,2,REGULAR,substitution,in,[],1630696,,,1610612748,49,37,2024-12-17T00:51:24Z,2460000,False,,,0,,SUB in: D. Smith,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M15.00S,2024-12-17T00:49:12.5Z,2,REGULAR,substitution,in,[],202710,,,1610612748,49,37,2024-12-17T00:51:24Z,2470000,False,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M15.00S,2024-12-17T00:51:39.4Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612748,49,37,2024-12-17T00:52:30Z,2480000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,1627534.0,,,,,,,,,,,,,
251,PT06M54.00S,2024-12-17T00:51:56.5Z,2,REGULAR,3pt,Jump Shot,[],1630696,68.51182654402103,67.8921568627451,1610612748,49,37,2024-12-17T00:53:44Z,2490000,False,89.0,243.0,1,right,MISS D. Smith 25' 3PT,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,Above the Break 3,24+ Right Center,,,,25.94,Missed,,,,,,,,,,,,,,,
252,PT06M52.00S,2024-12-17T00:51:58.5Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,49,37,2024-12-17T00:53:44Z,2500000,False,,,0,,J. Duren REBOUND (Off:1 Def:5),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,251.0,,,,,,,,,,6.0,5.0,1.0,,
254,PT06M41.00S,2024-12-17T00:52:21.7Z,2,REGULAR,substitution,out,[],1630595,,,1610612765,49,37,2024-12-17T00:52:24Z,2520000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M41.00S,2024-12-17T00:52:21.7Z,2,REGULAR,substitution,in,[],1627736,,,1610612765,49,37,2024-12-17T00:52:24Z,2530000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M30.00S,2024-12-17T00:52:42.4Z,2,REGULAR,3pt,Jump Shot,[],1631204,32.769382391590014,74.26470588235294,1610612765,52,37,2024-12-17T00:54:28Z,2540000,False,-121.0,256.0,1,left,M. Sasser 28' 3PT step back (3 PTS) (A. Thompson 1 AST),"[1631204, 1641709]",1610612765.0,DET,step back,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Left Center,,,,28.28,Made,,,,,,,3.0,A. Thompson,1641709.0,1.0,,,,,
257,PT06M12.00S,2024-12-17T00:52:58.9Z,2,REGULAR,3pt,Jump Shot,[],1629639,62.86136662286465,82.84313725490196,1610612748,52,40,2024-12-17T00:54:46Z,2550000,False,164.0,297.0,1,right,T. Herro 33' 3PT  (7 PTS) (B. Adebayo 2 AST),"[1629639, 1628389]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,33.9,Made,,,,,,,7.0,B. Adebayo,1628389.0,2.0,,,,,
259,PT05M56.00S,2024-12-17T00:53:15.7Z,2,REGULAR,turnover,bad pass,[],203501,,,1610612765,52,40,2024-12-17T00:53:20Z,2570000,False,,,0,,T. Hardaway Jr. bad pass TURNOVER (1 TO),"[203501, 1630696]",1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,1.0,Smith,1630696.0,,,,,,,,,,,,,,,,,
260,PT05M56.00S,2024-12-17T00:53:15.7Z,2,REGULAR,steal,,[],1630696,,,1610612748,52,40,2024-12-17T00:53:17Z,2580000,False,,,0,,D. Smith STEAL (2 STL),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
261,PT05M43.00S,2024-12-17T00:53:29.0Z,2,REGULAR,turnover,bad pass,[],1629639,,,1610612748,52,40,2024-12-17T00:56:17Z,2590000,False,,,0,,T. Herro bad pass TURNOVER (1 TO),"[1629639, 1641709]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,1.0,Thompson,1641709.0,,,,,,,,,,,,,,,,,
262,PT05M43.00S,2024-12-17T00:53:29.0Z,2,REGULAR,steal,,[],1641709,,,1610612765,52,40,2024-12-17T00:53:33Z,2600000,False,,,0,,A. Thompson STEAL (3 STL),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
263,PT05M37.00S,2024-12-17T00:53:38.8Z,2,REGULAR,foul,personal,[],1630696,,,1610612765,52,40,2024-12-17T00:54:23Z,2610000,False,,,0,,D. Smith personal FOUL (2 PF),"[1630696, 203501]",1610612748.0,MIA,,,,Smith,D. Smith,,,,,Above the Break 3,24+ Left Center,,,,,,,1627534.0,2.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,
265,PT05M37.00S,2024-12-17T00:54:11.3Z,2,REGULAR,substitution,out,[],1626179,,,1610612765,52,40,2024-12-17T00:54:25Z,2630000,False,,,0,,SUB out: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M37.00S,2024-12-17T00:54:11.3Z,2,REGULAR,substitution,out,[],1628389,,,1610612765,52,40,2024-12-17T00:54:25Z,2640000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M37.00S,2024-12-17T00:54:11.3Z,2,REGULAR,substitution,in,[],1629312,,,1610612765,52,40,2024-12-17T00:54:25Z,2650000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M37.00S,2024-12-17T00:54:11.3Z,2,REGULAR,substitution,in,[],201567,,,1610612765,52,40,2024-12-17T00:54:25Z,2660000,False,,,0,,SUB in: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M30.00S,2024-12-17T00:54:31.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641709,13.058475689881732,49.754901960784316,1610612765,54,40,2024-12-17T00:58:13Z,2670000,False,1.0,70.0,1,left,A. Thompson 7' fadeaway Jump Shot (8 PTS),[1641709],1610612765.0,DET,fadeaway,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,7.02,Made,,,,,,,8.0,,,,,,,,
270,PT05M16.00S,2024-12-17T00:54:46.9Z,2,REGULAR,2pt,Jump Shot,[],1630696,85.06898817345598,66.42156862745098,1610612748,54,40,2024-12-17T00:58:43Z,2680000,False,82.0,88.0,1,right,MISS D. Smith 12' driving floating Shot,[1630696],1610612748.0,MIA,driving floating,,,Smith,D. Smith,,,,,Mid-Range,8-16 Right,,,,12.03,Missed,,,,,,,,,,,,,,,
271,PT05M15.00S,2024-12-17T00:54:47.9Z,2,REGULAR,rebound,offensive,[],202710,,,1610612748,54,40,2024-12-17T00:58:43Z,2690000,False,,,0,,J. Butler REBOUND (Off:2 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,,,270.0,,,,,,,,,,3.0,1.0,2.0,,
272,PT05M15.00S,2024-12-17T00:54:51.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202710,94.40999984741211,50.0,1610612748,54,42,2024-12-17T00:58:48Z,2700000,False,0.0,0.0,1,right,J. Butler tip Layup (9 PTS),[202710],1610612748.0,MIA,tip,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,0.0,Made,,,,,,,9.0,,,,,,,,
273,PT05M00.00S,2024-12-17T00:55:02.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,7.013797634691201,45.09803921568627,1610612765,54,42,2024-12-17T01:00:17Z,2710000,False,25.0,13.0,1,left,MISS J. Duren driving Layup,[1631105],1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,2.79,Missed,,,,,,,,,,,,,,,
