actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
342,PT11M20.00S,2024-11-10T21:20:31.4Z,3,REGULAR,rebound,defensive,[],1631095,,,1610612745,45,43,2024-11-10T21:20:33Z,3370000,False,,,0,,J. Smith Jr. REBOUND (Off:3 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,,,341.0,5.0,2.0,3.0,,,,,,,,,,,,,,
343,PT11M11.00S,2024-11-10T21:20:40.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,4.944152431011826,63.970588235294116,1610612745,45,45,2024-11-10T21:20:46Z,3380000,False,-70.0,-6.0,1,left,D. Brooks 7' turnaround fadeaway Jump Shot (10 PTS),[1628415],1610612745.0,HOU,turnaround fadeaway,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,7.02,Made,,,,,10.0,,,,,,,,,,,,,
344,PT10M47.00S,2024-11-10T21:21:04.5Z,3,REGULAR,2pt,Jump Shot,[],1630595,78.66294349540078,45.588235294117645,1610612765,47,45,2024-11-10T21:21:09Z,3390000,False,-22.0,148.0,1,right,C. Cunningham 14' turnaround Jump Shot (16 PTS),[1630595],1610612765.0,DET,turnaround,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Center,14.97,Made,,,,,16.0,,,,,,,,,,,,,
345,PT10M37.00S,2024-11-10T21:21:17.9Z,3,REGULAR,foul,personal,[],1630191,,,1610612745,47,45,2024-11-10T21:21:29Z,3400000,False,,,0,,I. Stewart personal FOUL (2 PF),"[1630191, 1630578]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Right,,,,,,,,,,1627963.0,2.0,0.0,Sengun,1630578.0,,,,,,
347,PT10M32.00S,2024-11-10T21:21:38.5Z,3,REGULAR,3pt,Jump Shot,[],1630224,31.750985545335087,15.686274509803921,1610612745,47,45,2024-11-10T21:21:52Z,3420000,False,172.0,246.0,1,left,MISS J. Green 29' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,29.99,Missed,,,,,,,,,,,,,,,,,,
348,PT10M29.00S,2024-11-10T21:21:41.5Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,47,45,2024-11-10T21:21:43Z,3430000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:4),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,347.0,4.0,4.0,0.0,,,,,,,,,,,,,,
349,PT10M26.00S,2024-11-10T21:21:45.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630191,92.85479632063075,49.01960784313725,1610612765,49,45,2024-11-10T21:21:51Z,3440000,False,-5.0,15.0,1,right,I. Stewart running DUNK (8 PTS) (C. Cunningham 4 AST),"[1630191, 1630595]",1610612765.0,DET,running,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,1.55,Made,,,,,8.0,,,,,,,,,C. Cunningham,1630595.0,4.0,,
351,PT10M05.00S,2024-11-10T21:22:05.7Z,3,REGULAR,2pt,Jump Shot,[],1630578,10.512483574244415,33.122702205882355,1610612745,49,47,2024-11-10T21:22:28Z,3460000,False,84.0,46.0,1,left,A. Sengun 9' floating Jump Shot (16 PTS) (F. VanVleet 5 AST),"[1630578, 1627832]",1610612745.0,HOU,floating,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Right,9.63,Made,,,,,16.0,,,,,,,,,F. VanVleet,1627832.0,5.0,,
353,PT09M55.00S,2024-11-10T21:22:16.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,91.67214191852825,56.86274509803921,1610612765,49,47,2024-11-10T21:22:48Z,3480000,False,34.0,26.0,1,right,MISS J. Ivey Layup - blocked,"[1631093, 1631095]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,4.29,Missed,,,,,,Smith Jr.,1631095.0,,,,,,,,,,,
354,PT09M55.00S,2024-11-10T21:22:16.1Z,3,REGULAR,block,,[],1631095,,,1610612765,49,47,2024-11-10T21:22:19Z,3490000,False,,,0,,J. Smith Jr. BLOCK (1 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
355,PT09M55.00S,2024-11-10T21:22:16.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,49,47,2024-11-10T21:22:48Z,3500000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,353.0,,,,,,,,,,,,,,,,,
357,PT09M53.00S,2024-11-10T21:22:37.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631093,82.60512483574244,55.88235294117647,1610612765,51,47,2024-11-10T21:22:42Z,3520000,False,29.0,111.0,1,right,J. Ivey 11' Jump Shot (6 PTS) (C. Cunningham 5 AST),"[1631093, 1630595]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,11.48,Made,,,,,6.0,,,,,,,,,C. Cunningham,1630595.0,5.0,,
359,PT09M40.00S,2024-11-10T21:22:58.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,51,47,2024-11-10T21:22:58Z,3540000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT09M36.00S,2024-11-10T21:26:05.2Z,3,REGULAR,foul,personal,['2freethrow'],1631093,,,1610612745,51,47,2024-11-10T21:26:16Z,3550000,False,,,0,,J. Ivey shooting personal FOUL (2 PF) (Sengun 2 FT),"[1631093, 1630578]",1610612765.0,DET,shooting,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Right,,,,,,,,,,1627519.0,2.0,0.0,Sengun,1630578.0,,,,,,
362,PT09M36.00S,2024-11-10T21:26:32.1Z,3,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,51,48,2024-11-10T21:26:32Z,3570000,False,,,0,,A. Sengun Free Throw 1 of 2 (17 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
363,PT09M36.00S,2024-11-10T21:26:53.1Z,3,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,51,49,2024-11-10T21:26:53Z,3580000,False,,,0,,A. Sengun Free Throw 2 of 2 (18 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
364,PT09M27.00S,2024-11-10T21:27:04.3Z,3,REGULAR,turnover,lost ball,[],1631093,,,1610612765,51,49,2024-11-10T21:27:08Z,3590000,False,,,0,,J. Ivey lost ball TURNOVER (3 TO),"[1631093, 1627832]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,3.0,,,,VanVleet,1627832.0
365,PT09M27.00S,2024-11-10T21:27:04.3Z,3,REGULAR,steal,,[],1627832,,,1610612745,51,49,2024-11-10T21:27:07Z,3600000,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
366,PT09M09.00S,2024-11-10T21:27:22.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630224,7.5722733245729295,9.558823529411764,1610612745,51,49,2024-11-10T21:27:28Z,3610000,False,202.0,19.0,1,left,MISS J. Green 20' step back Shot,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Mid-Range,16-24 Right,20.31,Missed,,,,,,,,,,,,,,,,,,
367,PT09M07.00S,2024-11-10T21:27:24.7Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,51,49,2024-11-10T21:27:28Z,3620000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:5),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Right,,,366.0,5.0,5.0,0.0,,,,,,,,,,,,,,
368,PT09M02.00S,2024-11-10T21:27:29.4Z,3,REGULAR,turnover,bad pass,[],1630595,,,1610612765,51,49,2024-11-10T21:27:34Z,3630000,False,,,0,,C. Cunningham bad pass TURNOVER (1 TO),"[1630595, 1627832]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,1.0,,,,VanVleet,1627832.0
369,PT09M02.00S,2024-11-10T21:27:29.4Z,3,REGULAR,steal,,[],1627832,,,1610612745,51,49,2024-11-10T21:27:31Z,3640000,False,,,0,,F. VanVleet STEAL (2 STL),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
370,PT08M59.00S,2024-11-10T21:27:33.1Z,3,REGULAR,turnover,bad pass,[],1631095,,,1610612745,51,49,2024-11-10T21:27:37Z,3650000,False,,,0,,J. Smith Jr. bad pass TURNOVER (1 TO),"[1631095, 202699]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,1.0,,,,Harris,202699.0
371,PT08M59.00S,2024-11-10T21:27:33.1Z,3,REGULAR,steal,,[],202699,,,1610612765,51,49,2024-11-10T21:27:35Z,3660000,False,,,0,,T. Harris STEAL (3 STL),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
372,PT08M55.00S,2024-11-10T21:27:37.2Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203501,75.29566360052561,10.56219362745098,1610612765,51,49,2024-11-10T21:27:47Z,3670000,False,-197.0,180.0,1,right,MISS T. Hardaway Jr. 26' running 3PT,[203501],1610612765.0,DET,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,26.68,Missed,,,,,,,,,,,,,,,,,,
373,PT08M53.00S,2024-11-10T21:27:39.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,51,49,2024-11-10T21:27:47Z,3680000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Left Center,,,372.0,,,,,,,,,,,,,,,,,
374,PT08M53.00S,2024-11-10T21:27:44.1Z,3,REGULAR,foul,personal,[],1631095,,,1610612765,51,49,2024-11-10T21:27:51Z,3690000,False,,,0,,J. Smith Jr. loose ball personal FOUL (2 PF),"[1631095, 1631093]",1610612745.0,HOU,loose ball,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,2530.0,2.0,0.0,Ivey,1631093.0,,,,,,
376,PT08M43.00S,2024-11-10T21:28:13.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630595,95.3515111695138,46.32352941176471,1610612765,51,49,2024-11-10T21:28:20Z,3710000,False,-18.0,-9.0,1,right,MISS C. Cunningham driving reverse Layup,[1630595],1610612765.0,DET,driving reverse,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.04,Missed,,,,,,,,,,,,,,,,,,
377,PT08M39.00S,2024-11-10T21:28:16.8Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,51,49,2024-11-10T21:28:16Z,3720000,False,,,0,,A. Sengun REBOUND (Off:1 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,376.0,5.0,4.0,1.0,,,,,,,,,,,,,,
378,PT08M24.00S,2024-11-10T21:28:32.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628415,10.33180026281209,60.049019607843135,1610612745,51,51,2024-11-10T21:28:41Z,3730000,False,-50.0,45.0,1,left,D. Brooks 6' turnaround Hook (12 PTS),[1628415],1610612745.0,HOU,turnaround,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,6.72,Made,,,,,12.0,,,,,,,,,,,,,
379,PT08M23.00S,2024-11-10T21:28:42.5Z,3,REGULAR,foul,technical,['1freethrow'],1628415,,,1610612765,51,51,2024-11-10T21:28:55Z,3740000,False,,,0,,D. Brooks technical FOUL (1 Tech),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,2530.0,0.0,1.0,,,,,,,,
380,PT08M23.00S,2024-11-10T21:28:59.2Z,3,REGULAR,freethrow,1 of 1,[],203501,,,1610612765,52,51,2024-11-10T21:28:59Z,3750000,False,,,0,,T. Hardaway Jr. technical Free Throw 1 of 1 (4 PTS),[203501],1610612765.0,DET,technical,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
381,PT08M17.00S,2024-11-10T21:29:26.5Z,3,REGULAR,foul,personal,[],1630578,,,1610612765,52,51,2024-11-10T21:29:41Z,3760000,False,,,0,,A. Sengun personal FOUL (1 PF),"[1630578, 1630191]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,,,,,,,,,,1627519.0,1.0,0.0,Stewart,1630191.0,,,,,,
403,PT08M04.00S,2024-11-10T21:29:41.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203501,82.91721419185282,56.27297794117647,1610612765,52,51,2024-11-10T21:34:59Z,3775000,False,31.0,108.0,1,right,MISS T. Hardaway Jr. 11' driving Layup - blocked,"[203501, 1630224]",1610612765.0,DET,driving,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,11.26,Missed,,,,,,Green,1630224.0,,,,,,,,,,,
404,PT08M04.00S,2024-11-10T21:29:41.5Z,3,REGULAR,block,,[],1630224,,,1610612765,52,51,2024-11-10T21:34:59Z,3777500,False,,,0,,J. Green BLOCK (1 BLK),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
405,PT08M04.00S,2024-11-10T21:29:41.5Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,52,51,2024-11-10T21:34:59Z,3778750,False,,,0,,A. Sengun REBOUND (Off:1 Def:5),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,403.0,6.0,5.0,1.0,,,,,,,,,,,,,,
385,PT07M59.00S,2024-11-10T21:30:09.3Z,3,REGULAR,foul,personal,[],1630595,,,1610612745,52,51,2024-11-10T21:30:26Z,3800000,False,,,0,,C. Cunningham personal FOUL (1 PF),"[1630595, 1630578]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Left,,,,,,,,,,1627963.0,1.0,0.0,Sengun,1630578.0,,,,,,
387,PT07M52.00S,2024-11-10T21:30:34.2Z,3,REGULAR,2pt,Jump Shot,[],1630578,4.681340341655716,70.34313725490196,1610612745,52,51,2024-11-10T21:35:02Z,3820000,False,-102.0,-8.0,1,left,MISS A. Sengun 10' fadeaway Shot - blocked,"[1630578, 1630191]",1610612745.0,HOU,fadeaway,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,10.21,Missed,,,,,,Stewart,1630191.0,,,,,,,,,,,
421,PT07M52.00S,2024-11-10T21:30:34.2Z,3,REGULAR,block,,[],1630191,,,1610612745,52,51,2024-11-10T21:37:06Z,3825000,False,,,0,,I. Stewart BLOCK (2 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
388,PT07M49.00S,2024-11-10T21:30:37.2Z,3,REGULAR,rebound,defensive,[],202699,,,1610612765,52,51,2024-11-10T21:30:39Z,3830000,False,,,0,,T. Harris REBOUND (Off:0 Def:4),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Mid-Range,8-16 Left,,,387.0,4.0,4.0,0.0,,,,,,,,,,,,,,
389,PT07M41.00S,2024-11-10T21:30:45.8Z,3,REGULAR,2pt,Jump Shot,[],1631093,79.188567674113,68.62745098039215,1610612765,54,51,2024-11-10T21:30:51Z,3840000,False,93.0,143.0,1,right,J. Ivey 17' pullup Jump Shot (8 PTS),[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Right Center,17.07,Made,,,,,8.0,,,,,,,,,,,,,
390,PT07M13.00S,2024-11-10T21:31:16.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,19.004599211563733,46.32352941176471,1610612745,54,51,2024-11-10T21:32:14Z,3850000,False,18.0,126.0,1,left,MISS D. Brooks 12' fadeaway Shot,[1628415],1610612745.0,HOU,fadeaway,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,12.74,Missed,,,,,,,,,,,,,,,,,,
391,PT07M09.00S,2024-11-10T21:31:20.1Z,3,REGULAR,rebound,offensive,[],1631095,,,1610612745,54,51,2024-11-10T21:50:54Z,3860000,False,,,0,,J. Smith Jr. REBOUND (Off:4 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,390.0,6.0,2.0,4.0,,,,,,,,,,,,,,
503,PT07M07.00S,2024-11-10T21:31:21.9Z,3,REGULAR,turnover,bad pass,[],1631095,,,1610612745,54,51,2024-11-10T21:51:18Z,3865000,False,,,0,,J. Smith Jr. bad pass TURNOVER (2 TO),"[1631095, 203501]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,2.0,,,,Hardaway Jr.,203501.0
504,PT07M07.00S,2024-11-10T21:31:21.9Z,3,REGULAR,steal,,[],203501,,,1610612765,54,51,2024-11-10T21:51:18Z,3867500,False,,,0,,T. Hardaway Jr. STEAL (1 STL),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
392,PT06M58.00S,2024-11-10T21:31:27.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203501,65.65374507227332,42.64705882352941,1610612765,54,51,2024-11-10T21:51:18Z,3870000,False,-37.0,270.0,1,right,MISS T. Hardaway Jr. 27' 3PT,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,27.29,Missed,,,,,,,,,,,,,,,,,,
393,PT06M58.00S,2024-11-10T21:31:27.7Z,3,REGULAR,rebound,defensive,[],1627832,,,1610612745,54,51,2024-11-10T21:31:33Z,3880000,False,,,0,,F. VanVleet REBOUND (Off:1 Def:5),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,,,392.0,6.0,5.0,1.0,,,,,,,,,,,,,,
394,PT06M51.00S,2024-11-10T21:31:34.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1631095,23.866622864651774,88.97058823529412,1610612745,54,51,2024-11-10T21:35:35Z,3890000,False,-195.0,172.0,1,left,MISS J. Smith Jr. 25' running pullup 3PT,[1631095],1610612745.0,HOU,running pullup,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,25.98,Missed,,,,,,,,,,,,,,,,,,
395,PT06M49.00S,2024-11-10T21:31:36.5Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,54,51,2024-11-10T21:31:39Z,3900000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:6),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,394.0,6.0,6.0,0.0,,,,,,,,,,,,,,
396,PT06M41.00S,2024-11-10T21:31:44.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,96.66557161629436,51.71568627450981,1610612765,56,51,2024-11-10T21:31:54Z,3910000,False,9.0,-21.0,1,right,C. Cunningham driving reverse Layup (18 PTS),[1630595],1610612765.0,DET,driving reverse,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,2.29,Made,,,,,18.0,,,,,,,,,,,,,
397,PT06M18.00S,2024-11-10T21:32:07.6Z,3,REGULAR,3pt,Jump Shot,[],1628415,10.85742444152431,95.34313725490196,1610612745,56,51,2024-11-10T21:32:14Z,3920000,False,-227.0,50.0,1,left,MISS D. Brooks 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Left Corner 3,24+ Left,23.21,Missed,,,,,,,,,,,,,,,,,,
398,PT06M15.00S,2024-11-10T21:32:10.6Z,3,REGULAR,rebound,defensive,[],1631093,,,1610612765,56,51,2024-11-10T21:32:14Z,3930000,False,,,0,,J. Ivey REBOUND (Off:0 Def:4),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Left Corner 3,24+ Left,,,397.0,4.0,4.0,0.0,,,,,,,,,,,,,,
399,PT06M08.00S,2024-11-10T21:32:18.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,92.72339027595268,53.92156862745098,1610612765,56,51,2024-11-10T21:32:23Z,3940000,False,20.0,16.0,1,right,MISS J. Ivey driving Layup,[1631093],1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,,,,
400,PT06M05.00S,2024-11-10T21:32:21.6Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,56,51,2024-11-10T21:32:23Z,3950000,False,,,0,,A. Sengun REBOUND (Off:1 Def:6),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,399.0,7.0,6.0,1.0,,,,,,,,,,,,,,
401,PT06M00.00S,2024-11-10T21:32:25.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627832,9.280551905387648,46.81372549019608,1610612745,56,53,2024-11-10T21:32:31Z,3960000,False,16.0,35.0,1,left,F. VanVleet running Layup (2 PTS),[1627832],1610612745.0,HOU,running,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,3.82,Made,,,,,2.0,,,,,,,,,,,,,
402,PT05M59.00S,2024-11-10T21:32:35.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,56,53,2024-11-10T21:32:35Z,3970000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT05M59.00S,2024-11-10T21:32:37.5Z,3,REGULAR,substitution,out,[],1631093,,,1610612765,56,53,2024-11-10T21:35:20Z,3980000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT05M59.00S,2024-11-10T21:32:37.5Z,3,REGULAR,substitution,out,[],1631095,,,1610612765,56,53,2024-11-10T21:35:20Z,3990000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT05M59.00S,2024-11-10T21:32:37.5Z,3,REGULAR,substitution,out,[],1630224,,,1610612765,56,53,2024-11-10T21:35:20Z,4000000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT05M59.00S,2024-11-10T21:32:37.5Z,3,REGULAR,substitution,in,[],1627736,,,1610612765,56,53,2024-11-10T21:35:20Z,4010000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT05M59.00S,2024-11-10T21:32:37.5Z,3,REGULAR,substitution,in,[],1641708,,,1610612765,56,53,2024-11-10T21:35:20Z,4020000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT05M59.00S,2024-11-10T21:32:37.5Z,3,REGULAR,substitution,in,[],1631106,,,1610612765,56,53,2024-11-10T21:35:20Z,4030000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M35.00S,2024-11-10T21:35:48.7Z,3,REGULAR,2pt,Jump Shot,[],1627736,75.24638633377135,32.84313725490196,1610612765,56,53,2024-11-10T21:35:54Z,4040000,False,-86.0,180.0,1,right,MISS M. Beasley 19' pullup Shot,[1627736],1610612765.0,DET,pullup,,,Beasley,M. Beasley,,,,,Mid-Range,16-24 Left Center,19.96,Missed,,,,,,,,,,,,,,,,,,
413,PT05M32.00S,2024-11-10T21:35:51.7Z,3,REGULAR,rebound,defensive,[],1631106,,,1610612745,56,53,2024-11-10T21:35:54Z,4050000,False,,,0,,T. Eason REBOUND (Off:0 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Left Center,,,412.0,2.0,2.0,0.0,,,,,,,,,,,,,,
414,PT05M24.00S,2024-11-10T21:35:59.2Z,3,REGULAR,2pt,Jump Shot,[],1630578,21.895532194480946,55.63725490196079,1610612745,56,53,2024-11-10T21:36:04Z,4060000,False,-28.0,153.0,1,left,MISS A. Sengun 15' Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Center,15.59,Missed,,,,,,,,,,,,,,,,,,
415,PT05M21.00S,2024-11-10T21:36:02.2Z,3,REGULAR,rebound,defensive,[],203501,,,1610612765,56,53,2024-11-10T21:36:04Z,4070000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:3),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Center,,,414.0,3.0,3.0,0.0,,,,,,,,,,,,,,
416,PT05M10.00S,2024-11-10T21:36:15.1Z,3,REGULAR,turnover,out-of-bounds,[],1630595,,,1610612765,56,53,2024-11-10T21:36:26Z,4080000,False,,,0,,C. Cunningham lost ball out-of-bounds TURNOVER (2 TO),[1630595],1610612765.0,DET,lost ball,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1627963.0,,,,,2.0,,,,,
417,PT05M10.00S,2024-11-10T21:36:21.3Z,3,REGULAR,substitution,out,[],1630191,,,1610612745,56,53,2024-11-10T21:36:25Z,4090000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT05M10.00S,2024-11-10T21:36:21.3Z,3,REGULAR,substitution,in,[],1630194,,,1610612745,56,53,2024-11-10T21:36:25Z,4100000,False,,,0,,SUB in: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
