actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
89,PT05M34.00S,2025-01-16T01:23:11.9Z,1,REGULAR,substitution,out,[],1630530,,,1610612742,22,12,2025-01-16T01:23:31Z,890000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,
90,PT05M34.00S,2025-01-16T01:23:11.9Z,1,REGULAR,substitution,out,[],1630230,,,1610612742,22,12,2025-01-16T01:23:31Z,900000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,,,,,,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,
91,PT05M34.00S,2025-01-16T01:23:11.9Z,1,REGULAR,substitution,in,[],1641722,,,1610612742,22,12,2025-01-16T01:23:31Z,910000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,,,,,,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,
92,PT05M34.00S,2025-01-16T01:23:11.9Z,1,REGULAR,substitution,in,[],1641765,,,1610612742,22,12,2025-01-16T01:23:31Z,920000,False,,,0,,SUB in: O. Prosper,[1641765],1610612742.0,DAL,,,,,,,,,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,
93,PT05M29.00S,2025-01-16T01:23:38.5Z,1,REGULAR,turnover,traveling,[],1629023,,,1610612742,22,12,2025-01-16T01:23:53Z,930000,False,,,0,,P. Washington traveling TURNOVER (2 TO),[1629023],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Washington,P. Washington,,,,1628487.0,,,,,,,,,2.0,,,,
94,PT05M16.00S,2025-01-16T01:24:03.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1641722,81.68528252299606,73.77450980392157,1610612740,22,12,2025-01-16T01:24:09Z,940000,False,119.0,120.0,1,right,MISS J. Hawkins 16' pullup Shot,[1641722],1610612740.0,NOP,pullup,,,,,,Mid-Range,16-24 Right Center,16.87,Missed,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,
95,PT05M13.00S,2025-01-16T01:24:06.8Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612742,22,12,2025-01-16T01:24:09Z,950000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612742.0,DAL,,,,,,,Mid-Range,16-24 Right Center,,,,Grimes,Q. Grimes,,,,,,,,,94.0,1.0,1.0,0.0,,,,,
96,PT05M06.00S,2025-01-16T01:24:17.2Z,1,REGULAR,foul,personal,['2freethrow'],1642274,,,1610612742,22,12,2025-01-16T01:24:26Z,960000,False,,,0,,Y. Missi shooting personal FOUL (1 PF) (Washington 2 FT),"[1642274, 1629023]",1610612740.0,NOP,shooting,,,,,,Restricted Area,0-8 Center,,,,Missi,Y. Missi,,,,1179.0,1.0,0.0,Washington,1629023.0,,,,,,,,,
98,PT05M06.00S,2025-01-16T01:24:44.4Z,1,REGULAR,freethrow,1 of 2,[],1629023,,,1610612742,22,13,2025-01-16T01:25:09Z,980000,False,,,0,,P. Washington Free Throw 1 of 2 (7 PTS),[1629023],1610612742.0,DAL,,,,,,,,,,Made,7.0,Washington,P. Washington,,,,,,,,,,,,,,,,,
100,PT05M06.00S,2025-01-16T01:24:44.4Z,1,REGULAR,freethrow,2 of 2,[],1629023,,,1610612742,22,13,2025-01-16T01:25:09Z,990000,False,,,0,,MISS P. Washington Free Throw 2 of 2,[1629023],1610612742.0,DAL,,,,,,,,,,Missed,,Washington,P. Washington,,,,,,,,,,,,,,,,,
101,PT05M05.00S,2025-01-16T01:24:45.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,22,13,2025-01-16T01:25:09Z,1000000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,
102,PT05M05.00S,2025-01-16T01:25:08.0Z,1,REGULAR,foul,personal,[],1629750,,,1610612742,22,13,2025-01-16T01:27:23Z,1010000,False,,,0,,J. Green loose ball personal FOUL (1 PF),"[1629750, 1641765]",1610612740.0,NOP,loose ball,,,,,,Restricted Area,0-8 Center,,,,Green,J. Green,,,,1628487.0,1.0,0.0,Prosper,1641765.0,,,,,,,,,
104,PT05M00.00S,2025-01-16T01:25:26.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629023,11.777266754270697,45.09803921568628,1610612742,22,15,2025-01-16T01:26:29Z,1030000,False,25.0,58.0,1,left,P. Washington 6' driving floating Jump Shot (9 PTS) (D. Powell 1 AST),"[1629023, 203939]",1610612742.0,DAL,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.31,Made,9.0,Washington,P. Washington,D. Powell,203939.0,1.0,,,,,,,,,,,,,,
106,PT04M43.00S,2025-01-16T01:25:43.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,94.1688567674113,47.05882352941176,1610612740,22,15,2025-01-16T01:25:48Z,1050000,False,-15.0,2.0,1,right,MISS C. McCollum driving Layup,[203468],1610612740.0,NOP,driving,,,,,,Restricted Area,0-8 Center,1.49,Missed,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,
107,PT04M43.00S,2025-01-16T01:25:43.0Z,1,REGULAR,rebound,defensive,[],1641765,,,1610612742,22,15,2025-01-16T01:25:48Z,1060000,False,,,0,,O. Prosper REBOUND (Off:0 Def:1),[1641765],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Prosper,O. Prosper,,,,,,,,,106.0,1.0,1.0,0.0,,,,,
108,PT04M38.00S,2025-01-16T01:25:55.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627749,,,1610612742,22,15,2025-01-16T01:26:01Z,1070000,False,,,0,,D. Murray shooting personal FOUL (1 PF) (Washington 2 FT),"[1627749, 1629023]",1610612740.0,NOP,shooting,,,,,,Restricted Area,0-8 Center,,,,Murray,D. Murray,,,,1179.0,1.0,0.0,Washington,1629023.0,,,,,,,,,
110,PT04M38.00S,2025-01-16T01:26:21.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629023,,,1610612742,22,15,2025-01-16T01:26:46Z,1090000,False,,,0,,MISS P. Washington Free Throw 1 of 2,[1629023],1610612742.0,DAL,,,,,,,,,,Missed,,Washington,P. Washington,,,,,,,,,,,,,,,,,
111,PT04M38.00S,2025-01-16T01:26:21.9Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612742,22,15,2025-01-16T01:26:46Z,1100000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,
112,PT04M38.00S,2025-01-16T01:26:26.5Z,1,REGULAR,substitution,out,[],1642274,,,1610612742,22,15,2025-01-16T01:26:42Z,1110000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,,,,,,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,
113,PT04M38.00S,2025-01-16T01:26:26.5Z,1,REGULAR,substitution,in,[],1628464,,,1610612742,22,15,2025-01-16T01:26:42Z,1120000,False,,,0,,SUB in: D. Theis,[1628464],1610612740.0,NOP,,,,,,,,,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,
114,PT04M38.00S,2025-01-16T01:26:21.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629023,,,1610612742,22,15,2025-01-16T01:26:46Z,1130000,False,,,0,,MISS P. Washington Free Throw 2 of 2,[1629023],1610612742.0,DAL,,,,,,,,,,Missed,,Washington,P. Washington,,,,,,,,,,,,,,,,,
115,PT04M33.00S,2025-01-16T01:26:26.9Z,1,REGULAR,rebound,offensive,[],1629023,,,1610612742,22,15,2025-01-16T01:26:46Z,1140000,False,,,0,,P. Washington REBOUND (Off:1 Def:1),[1629023],1610612742.0,DAL,,,,,,,,,,,,Washington,P. Washington,,,,,,,,,114.0,2.0,1.0,1.0,,,,,
116,PT04M25.00S,2025-01-16T01:26:58.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612742,22,15,2025-01-16T01:27:10Z,1150000,False,,,0,,D. Theis shooting personal FOUL (1 PF) (Hardy 2 FT),"[1628464, 1630702]",1610612740.0,NOP,shooting,,,,,,Restricted Area,0-8 Center,,,,Theis,D. Theis,,,,204058.0,1.0,0.0,Hardy,1630702.0,,,,,,,,,
118,PT04M25.00S,2025-01-16T01:27:22.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630702,,,1610612742,22,16,2025-01-16T01:27:22Z,1170000,False,,,0,,J. Hardy Free Throw 1 of 2 (1 PTS),[1630702],1610612742.0,DAL,,,,,,,,,,Made,1.0,Hardy,J. Hardy,,,,,,,,,,,,,,,,,
119,PT04M25.00S,2025-01-16T01:27:24.8Z,1,REGULAR,substitution,out,[],1629750,,,1610612742,22,16,2025-01-16T01:27:28Z,1180000,False,,,0,,SUB out: J. Green,[1629750],1610612740.0,NOP,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,
120,PT04M25.00S,2025-01-16T01:27:24.8Z,1,REGULAR,substitution,in,[],1630526,,,1610612742,22,16,2025-01-16T01:27:28Z,1190000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,,,,,,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,
121,PT04M25.00S,2025-01-16T01:27:40.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630702,,,1610612742,22,17,2025-01-16T01:27:40Z,1200000,False,,,0,,J. Hardy Free Throw 2 of 2 (2 PTS),[1630702],1610612742.0,DAL,,,,,,,,,,Made,2.0,Hardy,J. Hardy,,,,,,,,,,,,,,,,,
122,PT04M08.00S,2025-01-16T01:27:59.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641722,87.46714848883047,49.26470588235294,1610612740,24,17,2025-01-16T01:28:02Z,1210000,False,-4.0,65.0,1,right,J. Hawkins 6' driving floating Jump Shot (2 PTS) (D. Murray 3 AST),"[1641722, 1627749]",1610612740.0,NOP,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.54,Made,2.0,Hawkins,J. Hawkins,D. Murray,1627749.0,3.0,,,,,,,,,,,,,,
124,PT04M01.00S,2025-01-16T01:28:05.9Z,1,REGULAR,3pt,Jump Shot,[],1630702,26.231931668856767,81.61764705882352,1610612742,24,20,2025-01-16T01:28:11Z,1230000,False,-158.0,194.0,1,left,J. Hardy 25' 3PT pullup (5 PTS),[1630702],1610612742.0,DAL,pullup,,,,,,Above the Break 3,24+ Left Center,25.03,Made,5.0,Hardy,J. Hardy,,,,,,,,,,,,,,,,,
125,PT03M49.00S,2025-01-16T01:28:18.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628464,93.77463863337714,50.49019607843137,1610612740,26,20,2025-01-16T01:28:22Z,1240000,False,2.0,6.0,1,right,D. Theis cutting DUNK (2 PTS) (D. Murray 4 AST),"[1628464, 1627749]",1610612740.0,NOP,cutting,,,,,,Restricted Area,0-8 Center,0.65,Made,2.0,Theis,D. Theis,D. Murray,1627749.0,4.0,,,,,,,,,,,,,,
127,PT03M33.00S,2025-01-16T01:28:34.2Z,1,REGULAR,turnover,bad pass,[],1630702,,,1610612742,26,20,2025-01-16T01:28:38Z,1260000,False,,,0,,J. Hardy bad pass TURNOVER (1 TO),"[1630702, 1641722]",1610612742.0,DAL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Hardy,J. Hardy,,,,,,,,,,,,,1.0,Hawkins,1641722.0,,
128,PT03M33.00S,2025-01-16T01:28:34.2Z,1,REGULAR,steal,,[],1641722,,,1610612740,26,20,2025-01-16T01:28:36Z,1270000,False,,,0,,J. Hawkins STEAL (1 STL),[1641722],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,
129,PT03M29.00S,2025-01-16T01:28:42.8Z,1,REGULAR,foul,personal,[],1641765,,,1610612740,26,20,2025-01-16T01:28:58Z,1280000,False,,,0,,O. Prosper personal FOUL (1 PF),"[1641765, 1641722]",1610612742.0,DAL,,,,,,,Mid-Range,8-16 Left,,,,Prosper,O. Prosper,,,,1628487.0,1.0,0.0,Hawkins,1641722.0,,,,,,,,,
131,PT03M29.00S,2025-01-16T01:28:57.2Z,1,REGULAR,substitution,out,[],203939,,,1610612740,26,20,2025-01-16T01:29:10Z,1300000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,,,,,,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,
132,PT03M29.00S,2025-01-16T01:28:57.2Z,1,REGULAR,substitution,out,[],1629023,,,1610612740,26,20,2025-01-16T01:29:10Z,1310000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,,,,,,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,
133,PT03M29.00S,2025-01-16T01:28:57.2Z,1,REGULAR,substitution,in,[],1628467,,,1610612740,26,20,2025-01-16T01:29:10Z,1320000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,,,,,,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,
134,PT03M29.00S,2025-01-16T01:28:57.2Z,1,REGULAR,substitution,in,[],203915,,,1610612740,26,20,2025-01-16T01:29:10Z,1330000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,,,,,,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,
135,PT03M20.00S,2025-01-16T01:29:12.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627749,66.17936925098554,48.529411764705884,1610612740,26,20,2025-01-16T01:29:17Z,1340000,False,-7.0,265.0,1,right,MISS D. Murray 26' 3PT,[1627749],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,26.55,Missed,,Murray,D. Murray,,,,,,,,,,,,,,,,,
136,PT03M16.00S,2025-01-16T01:29:16.9Z,1,REGULAR,rebound,defensive,[],1630702,,,1610612742,26,20,2025-01-16T01:29:17Z,1350000,False,,,0,,J. Hardy REBOUND (Off:0 Def:1),[1630702],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,,,,Hardy,J. Hardy,,,,,,,,,135.0,1.0,1.0,0.0,,,,,
137,PT03M06.00S,2025-01-16T01:29:26.9Z,1,REGULAR,2pt,Jump Shot,[],1630702,18.347568988173457,33.088235294117645,1610612742,26,20,2025-01-16T01:29:34Z,1360000,False,85.0,120.0,1,left,MISS J. Hardy 14' pullup Shot,[1630702],1610612742.0,DAL,pullup,,,,,,Mid-Range,8-16 Right,14.68,Missed,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,
138,PT03M05.00S,2025-01-16T01:29:27.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,26,20,2025-01-16T01:29:34Z,1370000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,137.0,,,,,,,,
139,PT03M05.00S,2025-01-16T01:29:33.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630526,,,1610612742,26,20,2025-01-16T01:29:52Z,1380000,False,,,0,,J. Robinson-Earl loose ball personal FOUL (1 PF) (Prosper 2 FT),"[1630526, 1641765]",1610612740.0,NOP,loose ball,,,,,,In The Paint (Non-RA),0-8 Center,,,,Robinson-Earl,J. Robinson-Earl,,,,1628487.0,1.0,0.0,Prosper,1641765.0,,,,,,,,,
141,PT03M05.00S,2025-01-16T01:30:04.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1641765,,,1610612742,26,20,2025-01-16T01:30:04Z,1400000,False,,,0,,MISS O. Prosper Free Throw 1 of 2,[1641765],1610612742.0,DAL,,,,,,,,,,Missed,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,
142,PT03M05.00S,2025-01-16T01:30:04.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,26,20,2025-01-16T01:30:04Z,1410000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,141.0,,,,,,,,
143,PT03M05.00S,2025-01-16T01:30:24.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1641765,,,1610612742,26,21,2025-01-16T01:30:24Z,1420000,False,,,0,,O. Prosper Free Throw 2 of 2 (1 PTS),[1641765],1610612742.0,DAL,,,,,,,,,,Made,1.0,Prosper,O. Prosper,,,,,,,,,,,,,,,,,
144,PT02M44.00S,2025-01-16T01:30:47.6Z,1,REGULAR,3pt,Jump Shot,[],1641722,77.87450722733246,89.2156862745098,1610612740,29,21,2025-01-16T01:30:52Z,1430000,False,196.0,155.0,1,right,J. Hawkins 25' 3PT  (5 PTS) (J. Robinson-Earl 1 AST),"[1641722, 1630526]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,25.03,Made,5.0,Hawkins,J. Hawkins,J. Robinson-Earl,1630526.0,1.0,,,,,,,,,,,,,,
146,PT02M27.00S,2025-01-16T01:31:04.1Z,1,REGULAR,2pt,Jump Shot,[],1629656,19.267411300919843,24.509803921568626,1610612742,29,21,2025-01-16T01:32:03Z,1450000,False,127.0,129.0,1,left,MISS Q. Grimes 18' pullup Shot,[1629656],1610612742.0,DAL,pullup,,,,,,Mid-Range,16-24 Right Center,18.11,Missed,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,
147,PT02M23.00S,2025-01-16T01:31:08.1Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612740,29,21,2025-01-16T01:31:10Z,1460000,False,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612740.0,NOP,,,,,,,Mid-Range,16-24 Right Center,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,146.0,1.0,1.0,0.0,,,,,
148,PT02M16.00S,2025-01-16T01:31:14.8Z,1,REGULAR,turnover,bad pass,[],1627749,,,1610612740,29,21,2025-01-16T01:31:18Z,1470000,False,,,0,,D. Murray bad pass TURNOVER (2 TO),"[1627749, 203915]",1610612740.0,NOP,,,,,,,Mid-Range,8-16 Left,,,,Murray,D. Murray,,,,,,,,,,,,,2.0,Dinwiddie,203915.0,,
149,PT02M16.00S,2025-01-16T01:31:14.8Z,1,REGULAR,steal,,[],203915,,,1610612742,29,21,2025-01-16T01:31:17Z,1480000,False,,,0,,S. Dinwiddie STEAL (2 STL),[203915],1610612742.0,DAL,,,,,,,Mid-Range,8-16 Left,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,
150,PT02M12.00S,2025-01-16T01:31:19.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629656,6.1268068331143235,52.20588235294118,1610612742,29,23,2025-01-16T01:31:28Z,1490000,False,-11.0,5.0,1,left,Q. Grimes running Layup (2 PTS) (S. Dinwiddie 2 AST),"[1629656, 203915]",1610612742.0,DAL,running,,,,,,Restricted Area,0-8 Center,1.21,Made,2.0,Grimes,Q. Grimes,S. Dinwiddie,203915.0,2.0,,,,,,,,,,,,,,
152,PT02M02.00S,2025-01-16T01:31:29.5Z,1,REGULAR,turnover,bad pass,[],203468,,,1610612740,29,23,2025-01-16T01:31:33Z,1510000,False,,,0,,C. McCollum bad pass TURNOVER (1 TO),"[203468, 1630702]",1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,,McCollum,C. McCollum,,,,,,,,,,,,,1.0,Hardy,1630702.0,,
153,PT02M02.00S,2025-01-16T01:31:29.5Z,1,REGULAR,steal,,[],1630702,,,1610612742,29,23,2025-01-16T01:31:31Z,1520000,False,,,0,,J. Hardy STEAL (1 STL),[1630702],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,
154,PT01M59.00S,2025-01-16T01:31:44.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641722,,,1610612742,29,23,2025-01-16T01:31:57Z,1530000,False,,,0,,J. Hawkins shooting personal FOUL (1 PF) (Hardy 2 FT),"[1641722, 1630702]",1610612740.0,NOP,shooting,,,,,,Restricted Area,0-8 Center,,,,Hawkins,J. Hawkins,,,,1179.0,1.0,0.0,Hardy,1630702.0,,,,,,,,,
156,PT01M59.00S,2025-01-16T01:32:01.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,29,23,2025-01-16T01:32:01Z,1550000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M59.00S,2025-01-16T01:34:01.3Z,1,REGULAR,substitution,out,[],203468,,,1610612742,29,23,2025-01-16T01:34:25Z,1560000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,,,,,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,
158,PT01M59.00S,2025-01-16T01:34:01.3Z,1,REGULAR,substitution,out,[],1627749,,,1610612742,29,23,2025-01-16T01:34:25Z,1570000,False,,,0,,SUB out: D. Murray,[1627749],1610612740.0,NOP,,,,,,,,,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,
159,PT01M59.00S,2025-01-16T01:34:01.3Z,1,REGULAR,substitution,in,[],1630631,,,1610612742,29,23,2025-01-16T01:34:25Z,1580000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,,,,,,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,
160,PT01M59.00S,2025-01-16T01:34:01.3Z,1,REGULAR,substitution,in,[],1630527,,,1610612742,29,23,2025-01-16T01:34:25Z,1590000,False,,,0,,SUB in: B. Boston,[1630527],1610612740.0,NOP,,,,,,,,,,,,Boston,B. Boston,,,,,,,,,,,,,,,,,
161,PT01M59.00S,2025-01-16T01:34:42.7Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630702,,,1610612742,29,24,2025-01-16T01:34:42Z,1600000,False,,,0,,J. Hardy Free Throw 1 of 2 (6 PTS),[1630702],1610612742.0,DAL,,,,,,,,,,Made,6.0,Hardy,J. Hardy,,,,,,,,,,,,,,,,,
162,PT01M59.00S,2025-01-16T01:34:42.7Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1630702,,,1610612742,29,24,2025-01-16T01:35:01Z,1610000,False,,,0,,MISS J. Hardy Free Throw 2 of 2,[1630702],1610612742.0,DAL,,,,,,,,,,Missed,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,
163,PT01M55.00S,2025-01-16T01:34:46.7Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612740,29,24,2025-01-16T01:35:01Z,1620000,False,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:2),[1630526],1610612740.0,NOP,,,,,,,,,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,162.0,2.0,2.0,0.0,,,,,
164,PT01M42.00S,2025-01-16T01:35:12.4Z,1,REGULAR,3pt,Jump Shot,[],1641722,67.7562417871222,38.970588235294116,1610612740,29,24,2025-01-16T01:35:17Z,1630000,False,-55.0,251.0,1,right,MISS J. Hawkins 25' 3PT,[1641722],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,25.66,Missed,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,
165,PT01M39.00S,2025-01-16T01:35:15.4Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612742,29,24,2025-01-16T01:35:17Z,1640000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:2),[1629656],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,,,,Grimes,Q. Grimes,,,,,,,,,164.0,2.0,2.0,0.0,,,,,
166,PT01M29.00S,2025-01-16T01:35:26.3Z,1,REGULAR,3pt,Jump Shot,[],1630702,32.933639947437584,50.98039215686274,1610612742,29,27,2025-01-16T01:36:00Z,1650000,False,-5.0,257.0,1,left,J. Hardy 25' 3PT pullup (9 PTS),[1630702],1610612742.0,DAL,pullup,,,,,,Above the Break 3,24+ Center,25.71,Made,9.0,Hardy,J. Hardy,,,,,,,,,,,,,,,,,
167,PT01M09.00S,2025-01-16T01:35:46.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630527,79.71419185282524,57.107843137254896,1610612740,31,27,2025-01-16T01:35:51Z,1660000,False,36.0,138.0,1,right,B. Boston 14' pullup Jump Shot (2 PTS),[1630527],1610612740.0,NOP,pullup,,,,,,In The Paint (Non-RA),8-16 Center,14.27,Made,2.0,Boston,B. Boston,,,,,,,,,,,,,,,,,
168,PT00M50.50S,2025-01-16T01:36:05.6Z,1,REGULAR,turnover,lost ball,[],1628467,,,1610612742,31,27,2025-01-16T01:36:12Z,1670000,False,,,0,,M. Kleber lost ball TURNOVER (1 TO),"[1628467, 1628464]",1610612742.0,DAL,,,,,,,Mid-Range,16-24 Center,,,,Kleber,M. Kleber,,,,,,,,,,,,,1.0,Theis,1628464.0,,
169,PT00M50.50S,2025-01-16T01:36:05.6Z,1,REGULAR,steal,,[],1628464,,,1610612740,31,27,2025-01-16T01:36:09Z,1680000,False,,,0,,D. Theis STEAL (1 STL),[1628464],1610612740.0,NOP,,,,,,,Mid-Range,16-24 Center,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,
170,PT00M46.10S,2025-01-16T01:36:10.0Z,1,REGULAR,turnover,bad pass,[],1628464,,,1610612740,31,27,2025-01-16T01:36:14Z,1690000,False,,,0,,D. Theis bad pass TURNOVER (1 TO),"[1628464, 1628467]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,,Theis,D. Theis,,,,,,,,,,,,,1.0,Kleber,1628467.0,,
171,PT00M46.10S,2025-01-16T01:36:10.0Z,1,REGULAR,steal,,[],1628467,,,1610612742,31,27,2025-01-16T01:36:11Z,1700000,False,,,0,,M. Kleber STEAL (1 STL),[1628467],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,
172,PT00M42.80S,2025-01-16T01:36:13.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641765,7.046649145860711,52.20588235294118,1610612742,31,27,2025-01-16T01:37:37Z,1710000,False,-11.0,14.0,1,left,MISS O. Prosper cutting Layup,[1641765],1610612742.0,DAL,cutting,,,,,,Restricted Area,0-8 Center,1.76,Missed,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,
173,PT00M40.30S,2025-01-16T01:36:15.8Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612740,31,27,2025-01-16T01:36:15Z,1720000,False,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:3),[1630526],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,172.0,3.0,3.0,0.0,,,,,
