actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
84,PT04M52.00S,2024-11-12T01:24:06.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641730,22.158344283837057,91.66666666666666,1610612751,12,10,2024-11-12T01:25:58Z,840000,False,-208.0,156.0,1,left,MISS N. Clowney 26' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Left Center,26.01,Missed,,,,,,,,,,,,,,,,,,
85,PT04M50.00S,2024-11-12T01:24:08.8Z,1,REGULAR,rebound,offensive,[],1627732,,,1610612751,12,10,2024-11-12T01:24:08Z,850000,False,,,0,,B. Simmons REBOUND (Off:1 Def:0),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Left Center,,,84.0,1.0,0.0,1.0,,,,,,,,,,,,,,
86,PT04M46.00S,2024-11-12T01:24:11.7Z,1,REGULAR,3pt,Jump Shot,"['2ndchance', 'fromturnover']",1630560,29.38567674113009,21.07843137254902,1610612751,12,13,2024-11-12T01:25:58Z,860000,False,145.0,224.0,1,left,C. Thomas 26' 3PT  (3 PTS) (B. Simmons 3 AST),"[1630560, 1627732]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,26.64,Made,,,,,,,,,,,3.0,B. Simmons,1627732.0,3.0,,,,
88,PT04M29.00S,2024-11-12T01:24:28.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642274,93.51182654402102,50.73529411764706,1610612740,14,13,2024-11-12T01:24:34Z,880000,False,4.0,8.0,1,right,Y. Missi cutting DUNK (4 PTS) (B. Ingram 1 AST),"[1642274, 1627742]",1610612740.0,NOP,cutting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,0.93,Made,,,,,,,,,,,4.0,B. Ingram,1627742.0,1.0,,,,
90,PT04M21.00S,2024-11-12T01:24:37.8Z,1,REGULAR,3pt,Jump Shot,[],1641730,6.1268068331143235,95.09803921568627,1610612751,14,16,2024-11-12T01:24:45Z,900000,False,-225.0,5.0,1,left,N. Clowney 3PT  (3 PTS) (B. Simmons 4 AST),"[1641730, 1627732]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Left Corner 3,24+ Left,22.56,Made,,,,,,,,,,,3.0,B. Simmons,1627732.0,4.0,,,,
92,PT04M06.00S,2024-11-12T01:24:51.5Z,1,REGULAR,2pt,Jump Shot,[],1627742,81.2910643889619,28.186274509803923,1610612740,14,16,2024-11-12T01:24:57Z,920000,False,-109.0,123.0,1,right,MISS B. Ingram 16' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left Center,16.47,Missed,,,,,,,,,,,,,,,,,,
93,PT04M04.00S,2024-11-12T01:24:53.5Z,1,REGULAR,rebound,defensive,[],203471,,,1610612751,14,16,2024-11-12T01:24:57Z,930000,False,,,0,,D. Schröder REBOUND (Off:0 Def:2),[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,Mid-Range,16-24 Left Center,,,92.0,2.0,2.0,0.0,,,,,,,,,,,,,,
94,PT03M58.00S,2024-11-12T01:25:00.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,11.383048620236531,37.745098039215684,1610612751,14,16,2024-11-12T01:25:22Z,940000,False,61.0,55.0,1,left,MISS D. Schröder 8' driving Layup,[203471],1610612751.0,BKN,driving,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),8-16 Right,8.2,Missed,,,,,,,,,,,,,,,,,,
95,PT03M57.00S,2024-11-12T01:25:01.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,14,16,2024-11-12T01:25:22Z,950000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,94.0,,,,,,,,,,,,,,,,,
96,PT03M57.00S,2024-11-12T01:25:22.6Z,1,REGULAR,foul,personal,['2freethrow'],1630527,,,1610612751,14,16,2024-11-12T01:28:22Z,960000,False,,,0,,B. Boston Jr. shooting personal FOUL (2 PF) (Wilson 2 FT),"[1630527, 1630592]",1610612740.0,NOP,shooting,,,Boston Jr.,B. Boston Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1628171.0,,,,,,,2.0,0.0,Wilson,1630592.0
113,PT03M57.00S,2024-11-12T01:25:33.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630592,,,1610612751,14,17,2024-11-12T01:28:55Z,975000,False,,,0,,J. Wilson Free Throw 1 of 2 (4 PTS),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,Made,,,,,,,,,,,4.0,,,,,,,
114,PT03M57.00S,2024-11-12T01:25:33.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630592,,,1610612751,14,18,2024-11-12T01:28:55Z,977500,False,,,0,,J. Wilson Free Throw 2 of 2 (5 PTS),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
98,PT03M57.00S,2024-11-12T01:25:44.4Z,1,REGULAR,substitution,out,[],1642274,,,1610612740,14,18,2024-11-12T01:28:55Z,980000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M57.00S,2024-11-12T01:25:44.4Z,1,REGULAR,substitution,out,[],1630560,,,1610612740,14,18,2024-11-12T01:28:55Z,990000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M57.00S,2024-11-12T01:25:44.4Z,1,REGULAR,substitution,in,[],1628464,,,1610612740,14,18,2024-11-12T01:28:55Z,1000000,False,,,0,,SUB in: D. Theis,[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M57.00S,2024-11-12T01:25:44.4Z,1,REGULAR,substitution,in,[],1630553,,,1610612740,14,18,2024-11-12T01:28:55Z,1010000,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M38.00S,2024-11-12T01:26:17.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629669,82.07950065703022,37.5,1610612740,16,18,2024-11-12T01:26:46Z,1020000,False,-62.0,116.0,1,right,J. Nowell 13' Jump Shot (2 PTS),[1629669],1610612740.0,NOP,,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),8-16 Center,13.18,Made,,,,,,,,,,,2.0,,,,,,,
105,PT03M31.00S,2024-11-12T01:26:24.3Z,1,REGULAR,3pt,Jump Shot,[],1641730,31.61957950065703,37.00980392156863,1610612751,16,21,2024-11-12T01:26:50Z,1040000,False,65.0,245.0,1,left,N. Clowney 25' 3PT  (6 PTS) (B. Simmons 5 AST),"[1641730, 1627732]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,25.32,Made,,,,,,,,,,,6.0,B. Simmons,1627732.0,5.0,,,,
107,PT03M12.00S,2024-11-12T01:26:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,91.27792378449409,48.03921568627451,1610612740,18,21,2024-11-12T01:26:57Z,1060000,False,-10.0,29.0,1,right,B. Ingram finger roll Layup (10 PTS),[1627742],1610612740.0,NOP,finger roll,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,3.11,Made,,,,,,,,,,,10.0,,,,,,,
108,PT03M00.00S,2024-11-12T01:26:54.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627732,11.12023653088042,59.55882352941176,1610612751,18,21,2024-11-12T02:03:41Z,1070000,False,-48.0,52.0,1,left,MISS B. Simmons 7' driving floating Shot,[1627732],1610612751.0,BKN,driving floating,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,7.06,Missed,,,,,,,,,,,,,,,,,,
109,PT03M00.00S,2024-11-12T01:26:54.9Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612740,18,21,2024-11-12T01:27:00Z,1080000,False,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,In The Paint (Non-RA),0-8 Center,,,108.0,1.0,1.0,0.0,,,,,,,,,,,,,,
110,PT02M56.00S,2024-11-12T01:27:03.1Z,1,REGULAR,foul,personal,[],1630592,,,1610612740,18,21,2024-11-12T01:32:59Z,1090000,False,,,0,,J. Wilson personal FOUL (1 PF),"[1630592, 1627742]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1628171.0,,,,,,,1.0,0.0,Ingram,1627742.0
112,PT02M56.00S,2024-11-12T01:27:22.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,18,21,2024-11-12T01:27:22Z,1110000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M56.00S,2024-11-12T01:29:18.9Z,1,REGULAR,substitution,out,[],1630527,,,1610612740,18,21,2024-11-12T01:29:46Z,1120000,False,,,0,,SUB out: B. Boston Jr.,[1630527],1610612740.0,NOP,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M56.00S,2024-11-12T01:29:18.9Z,1,REGULAR,substitution,out,[],1627742,,,1610612740,18,21,2024-11-12T01:29:46Z,1130000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M56.00S,2024-11-12T01:29:18.9Z,1,REGULAR,substitution,out,[],1629669,,,1610612740,18,21,2024-11-12T01:29:46Z,1140000,False,,,0,,SUB out: J. Nowell,[1629669],1610612740.0,NOP,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M56.00S,2024-11-12T01:29:18.9Z,1,REGULAR,substitution,out,[],203471,,,1610612740,18,21,2024-11-12T01:29:46Z,1150000,False,,,0,,SUB out: D. Schröder,[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M56.00S,2024-11-12T01:29:18.9Z,1,REGULAR,substitution,in,[],1630631,,,1610612740,18,21,2024-11-12T01:29:46Z,1160000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M56.00S,2024-11-12T01:29:18.9Z,1,REGULAR,substitution,in,[],1630526,,,1610612740,18,21,2024-11-12T01:29:46Z,1170000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M56.00S,2024-11-12T01:29:18.9Z,1,REGULAR,substitution,in,[],1630530,,,1610612740,18,21,2024-11-12T01:29:46Z,1180000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M56.00S,2024-11-12T01:29:18.9Z,1,REGULAR,substitution,in,[],1629661,,,1610612740,18,21,2024-11-12T01:29:46Z,1190000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M46.00S,2024-11-12T01:30:14.0Z,1,REGULAR,3pt,Jump Shot,[],1630530,68.41327201051249,67.40196078431373,1610612740,18,21,2024-11-12T01:40:58Z,1200000,False,87.0,244.0,1,right,MISS T. Murphy III 25' pullup 3PT,[1630530],1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,25.94,Missed,,,,,,,,,,,,,,,,,,
124,PT02M42.00S,2024-11-12T01:30:18.0Z,1,REGULAR,rebound,offensive,[],1628464,,,1610612740,18,21,2024-11-12T01:30:18Z,1210000,False,,,0,,D. Theis REBOUND (Off:1 Def:1),[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Right Center,,,123.0,2.0,1.0,1.0,,,,,,,,,,,,,,
126,PT02M32.00S,2024-11-12T01:30:51.1Z,1,REGULAR,turnover,bad pass,[],1630530,,,1610612740,18,21,2024-11-12T01:30:57Z,1230000,False,,,0,,T. Murphy III bad pass TURNOVER (1 TO),"[1630530, 1627732]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,Simmons,1627732.0,,,,,,,,,,,
127,PT02M32.00S,2024-11-12T01:30:51.1Z,1,REGULAR,steal,,[],1627732,,,1610612751,18,21,2024-11-12T01:30:53Z,1240000,False,,,0,,B. Simmons STEAL (1 STL),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
128,PT02M28.00S,2024-11-12T01:30:55.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630592,7.966491458607096,49.01960784313725,1610612751,18,21,2024-11-12T01:31:06Z,1250000,False,5.0,22.0,1,left,MISS J. Wilson Layup - blocked,"[1630592, 1630530]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,2.29,Missed,,,,,,,,,Murphy III,1630530.0,,,,,,,,
129,PT02M28.00S,2024-11-12T01:30:55.3Z,1,REGULAR,block,,[],1630530,,,1610612751,18,21,2024-11-12T01:30:57Z,1260000,False,,,0,,T. Murphy III BLOCK (1 BLK),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
130,PT02M25.00S,2024-11-12T01:30:58.3Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,18,21,2024-11-12T01:31:06Z,1270000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,128.0,3.0,2.0,1.0,,,,,,,,,,,,,,
131,PT02M12.00S,2024-11-12T01:31:14.7Z,1,REGULAR,foul,offensive,[],1630530,,,1610612740,18,21,2024-11-12T01:31:34Z,1280000,False,,,0,,T. Murphy III charge offensive FOUL (1 PF),"[1630530, 1627732]",1610612740.0,NOP,charge,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1151.0,,,,,,,1.0,0.0,Simmons,1627732.0
133,PT02M12.00S,2024-11-12T01:31:14.7Z,1,REGULAR,turnover,offensive foul,[],1630530,,,1610612740,18,21,2024-11-12T01:31:14Z,1300000,False,,,0,,T. Murphy III offensive foul TURNOVER (2 TO),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,,,1151.0,,,,,,,,,,
134,PT01M51.00S,2024-11-12T01:31:50.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630553,5.601182654402102,4.166666666666666,1610612751,18,24,2024-11-12T01:31:56Z,1310000,False,229.0,0.0,1,left,K. Johnson 3PT  (3 PTS) (B. Simmons 6 AST),"[1630553, 1627732]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,22.92,Made,,,,,,,,,,,3.0,B. Simmons,1627732.0,6.0,,,,
136,PT01M42.00S,2024-11-12T01:31:59.4Z,1,REGULAR,turnover,bad pass,[],1630530,,,1610612740,18,24,2024-11-12T01:32:03Z,1330000,False,,,0,,T. Murphy III bad pass TURNOVER (3 TO),"[1630530, 1629661]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Center,,,,,,,3.0,Johnson,1629661.0,,,,,,,,,,,
137,PT01M42.00S,2024-11-12T01:31:59.4Z,1,REGULAR,steal,,[],1629661,,,1610612751,18,24,2024-11-12T01:32:01Z,1340000,False,,,0,,C. Johnson STEAL (1 STL),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
138,PT01M38.00S,2024-11-12T01:32:03.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629661,25.18068331143233,85.29411764705883,1610612751,18,24,2024-11-12T02:04:06Z,1350000,False,-176.0,184.0,1,left,MISS C. Johnson 25' running pullup 3PT,[1629661],1610612751.0,BKN,running pullup,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,25.51,Missed,,,,,,,,,,,,,,,,,,
139,PT01M34.00S,2024-11-12T01:32:07.3Z,1,REGULAR,rebound,offensive,[],1630592,,,1610612751,18,24,2024-11-12T01:32:07Z,1360000,False,,,0,,J. Wilson REBOUND (Off:1 Def:0),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,,,138.0,1.0,0.0,1.0,,,,,,,,,,,,,,
140,PT01M31.00S,2024-11-12T01:32:11.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627732,10.068988173455978,43.872549019607845,1610612751,18,26,2024-11-12T01:32:16Z,1370000,False,31.0,42.0,1,left,B. Simmons driving Layup (2 PTS) (J. Wilson 1 AST),"[1627732, 1630592]",1610612751.0,BKN,driving,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,5.2,Made,,,,,,,,,,,2.0,J. Wilson,1630592.0,1.0,,,,
142,PT01M12.00S,2024-11-12T01:32:31.7Z,1,REGULAR,foul,personal,['2freethrow'],1641730,,,1610612740,18,26,2024-11-12T01:32:43Z,1390000,False,,,0,,N. Clowney shooting personal FOUL (1 PF) (Murphy III 2 FT),"[1641730, 1630530]",1610612751.0,BKN,shooting,,,Clowney,N. Clowney,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1151.0,,,,,,,1.0,0.0,Murphy III,1630530.0
145,PT01M12.00S,2024-11-12T01:32:57.5Z,1,REGULAR,freethrow,1 of 2,[],1630530,,,1610612740,19,26,2024-11-12T01:32:57Z,1420000,False,,,0,,T. Murphy III Free Throw 1 of 2 (3 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
146,PT01M12.00S,2024-11-12T01:33:16.6Z,1,REGULAR,freethrow,2 of 2,[],1630530,,,1610612740,20,26,2024-11-12T01:33:16Z,1430000,False,,,0,,T. Murphy III Free Throw 2 of 2 (4 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,,,,,,,,,,,4.0,,,,,,,
147,PT00M54.70S,2024-11-12T01:33:34.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630592,13.091327201051248,52.20588235294118,1610612751,20,26,2024-11-12T02:04:31Z,1440000,False,-11.0,71.0,1,left,MISS J. Wilson 7' fadeaway Shot,[1630592],1610612751.0,BKN,fadeaway,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,7.15,Missed,,,,,,,,,,,,,,,,,,
148,PT00M52.70S,2024-11-12T01:33:36.5Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612740,20,26,2024-11-12T01:33:39Z,1450000,False,,,0,,D. Theis REBOUND (Off:1 Def:2),[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,In The Paint (Non-RA),0-8 Center,,,147.0,3.0,2.0,1.0,,,,,,,,,,,,,,
149,PT00M49.90S,2024-11-12T01:33:39.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629750,90.48948751642575,55.392156862745104,1610612740,20,26,2024-11-12T02:06:05Z,1460000,False,27.0,37.0,1,right,MISS J. Green running Layup,[1629750],1610612740.0,NOP,running,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,4.57,Missed,,,,,,,,,,,,,,,,,,
150,PT00M49.90S,2024-11-12T01:33:39.3Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,20,26,2024-11-12T02:16:52Z,1470000,False,,,0,,N. Clowney REBOUND (Off:0 Def:1),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),0-8 Center,,,149.0,1.0,1.0,0.0,,,,,,,,,,,,,,
151,PT00M30.60S,2024-11-12T01:33:58.7Z,1,REGULAR,3pt,Jump Shot,[],1641730,10.726018396846255,95.09803921568627,1610612751,20,26,2024-11-12T04:44:19Z,1480000,False,-225.0,48.0,1,left,MISS N. Clowney 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Left Corner 3,24+ Left,23.06,Missed,,,,,,,,,,,,,,,,,,
152,PT00M27.60S,2024-11-12T01:34:01.7Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612740,20,26,2024-11-12T01:34:04Z,1490000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,151.0,1.0,1.0,0.0,,,,,,,,,,,,,,
153,PT00M06.70S,2024-11-12T01:34:22.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,87.46714848883047,60.78431372549019,1610612740,20,26,2024-11-12T01:34:28Z,1500000,False,54.0,65.0,1,right,MISS J. Alvarado 8' fadeaway Shot,[1630631],1610612740.0,NOP,fadeaway,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Right,8.47,Missed,,,,,,,,,,,,,,,,,,
154,PT00M04.40S,2024-11-12T01:34:24.8Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,20,26,2024-11-12T01:34:28Z,1510000,False,,,0,,N. Clowney REBOUND (Off:0 Def:2),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),8-16 Right,,,153.0,2.0,2.0,0.0,,,,,,,,,,,,,,
155,PT00M02.90S,2024-11-12T01:34:26.3Z,1,REGULAR,turnover,bad pass,[],1641730,,,1610612751,20,26,2024-11-12T01:34:32Z,1520000,False,,,0,,N. Clowney bad pass TURNOVER (1 TO),"[1641730, 1629750]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Green,1629750.0,,,,,,,,,,,
156,PT00M02.90S,2024-11-12T01:34:26.3Z,1,REGULAR,steal,,[],1629750,,,1610612740,20,26,2024-11-12T01:34:29Z,1530000,False,,,0,,J. Green STEAL (1 STL),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
157,PT00M02.40S,2024-11-12T01:34:30.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630526,93.51182654402102,50.98039215686274,1610612740,22,26,2024-11-12T01:34:37Z,1540000,False,5.0,8.0,1,right,J. Robinson-Earl Layup (2 PTS) (J. Green 1 AST),"[1630526, 1629750]",1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,,,,,,,2.0,J. Green,1629750.0,1.0,,,,
159,PT00M00.20S,2024-11-12T01:34:35.4Z,1,REGULAR,3pt,Jump Shot,[],1630553,48.17468791064389,50.70082720588235,1610612751,22,26,2024-11-12T01:37:19Z,1560000,False,-4.0,400.0,1,left,MISS K. Johnson 40' pullup 3PT,[1630553],1610612751.0,BKN,pullup,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,40.03,Missed,,,,,,,,,,,,,,,,,,
160,PT00M00.10S,2024-11-12T01:34:35.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,22,26,2024-11-12T01:35:01Z,1570000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,,,159.0,,,,,,,,,,,,,,,,,
161,PT00M00.00S,2024-11-12T01:35:20.6Z,1,REGULAR,period,end,[],0,,,1610612751,22,26,2024-11-12T01:35:20Z,1580000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-11-12T01:36:38.9Z,2,REGULAR,substitution,out,['startperiod'],1629750,,,1610612751,22,26,2024-11-12T01:37:13Z,1590000,False,,,0,,SUB out: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-11-12T01:36:38.9Z,2,REGULAR,substitution,out,['startperiod'],1628464,,,1610612751,22,26,2024-11-12T01:37:13Z,1600000,False,,,0,,SUB out: D. Theis,[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-11-12T01:36:38.9Z,2,REGULAR,substitution,out,['startperiod'],1630631,,,1610612751,22,26,2024-11-12T01:37:13Z,1610000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-11-12T01:36:38.9Z,2,REGULAR,substitution,out,['startperiod'],1630530,,,1610612751,22,26,2024-11-12T01:37:13Z,1620000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-11-12T01:36:38.9Z,2,REGULAR,substitution,in,['startperiod'],1641810,,,1610612751,22,26,2024-11-12T01:37:13Z,1630000,False,,,0,,SUB in: A. Reeves,[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-11-12T01:36:38.9Z,2,REGULAR,substitution,in,['startperiod'],1641998,,,1610612751,22,26,2024-11-12T01:37:13Z,1640000,False,,,0,,SUB in: T. Jemison III,[1641998],1610612740.0,NOP,,,,Jemison III,T. Jemison III,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-11-12T01:36:38.9Z,2,REGULAR,substitution,in,['startperiod'],1629669,,,1610612751,22,26,2024-11-12T01:37:13Z,1650000,False,,,0,,SUB in: J. Nowell,[1629669],1610612740.0,NOP,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-11-12T01:36:38.9Z,2,REGULAR,substitution,in,['startperiod'],1627742,,,1610612751,22,26,2024-11-12T01:37:13Z,1660000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
