actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
338,PT10M30.00S,2024-11-12T02:20:03.5Z,3,REGULAR,3pt,Jump Shot,[],1629661,73.53810775295663,17.647058823529413,1610612751,56,61,2024-11-12T02:20:09Z,3350000,False,-162.0,196.0,1,right,C. Johnson 25' 3PT step back (13 PTS),[1629661],1610612751.0,BKN,step back,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,25.43,Made,,,,,,,,,,,13.0,,,,,,,
339,PT10M18.00S,2024-11-12T02:20:15.3Z,3,REGULAR,3pt,Jump Shot,[],1630530,19.267411300919843,6.372549019607843,1610612740,59,61,2024-11-12T02:20:21Z,3360000,False,218.0,129.0,1,left,T. Murphy III 25' 3PT  (10 PTS) (B. Boston Jr. 6 AST),"[1630530, 1630527]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,25.32,Made,,,,,,,,,,,10.0,B. Boston Jr.,1630527.0,6.0,,,,
341,PT10M04.00S,2024-11-12T02:20:30.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630533,89.96386333771353,46.81372549019608,1610612751,59,61,2024-11-12T02:20:38Z,3380000,False,-16.0,42.0,1,right,MISS Z. Williams DUNK - blocked,"[1630533, 1630530]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,4.47,Missed,,,,,,,,,Murphy III,1630530.0,,,,,,,,
342,PT10M04.00S,2024-11-12T02:20:30.4Z,3,REGULAR,block,,[],1630530,,,1610612751,59,61,2024-11-12T02:21:25Z,3390000,False,,,0,,T. Murphy III BLOCK (2 BLK),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
343,PT10M01.00S,2024-11-12T02:20:33.4Z,3,REGULAR,rebound,defensive,[],1630530,,,1610612740,59,61,2024-11-12T02:20:38Z,3400000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,,,341.0,4.0,3.0,1.0,,,,,,,,,,,,,,
344,PT09M57.00S,2024-11-12T02:20:39.4Z,3,REGULAR,foul,personal,['2freethrow'],1629661,,,1610612740,59,61,2024-11-12T02:20:47Z,3410000,False,,,0,,C. Johnson shooting personal FOUL (2 PF) (Missi 2 FT),"[1629661, 1642274]",1610612751.0,BKN,shooting,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,1151.0,,,,,,,2.0,0.0,Missi,1642274.0
346,PT09M57.00S,2024-11-12T02:21:07.3Z,3,REGULAR,freethrow,1 of 2,[],1642274,,,1610612740,59,61,2024-11-12T02:21:07Z,3430000,False,,,0,,MISS Y. Missi Free Throw 1 of 2,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
347,PT09M57.00S,2024-11-12T02:21:07.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,59,61,2024-11-12T02:21:07Z,3440000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,346.0,,,,,,,,,,,,,,,,,
348,PT09M57.00S,2024-11-12T02:21:21.7Z,3,REGULAR,freethrow,2 of 2,[],1642274,,,1610612740,60,61,2024-11-12T02:21:21Z,3450000,False,,,0,,Y. Missi Free Throw 2 of 2 (7 PTS),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,Made,,,,,,,,,,,7.0,,,,,,,
349,PT09M41.00S,2024-11-12T02:21:38.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,92.32917214191852,49.01960784313725,1610612751,60,63,2024-11-12T02:21:46Z,3460000,False,-5.0,20.0,1,right,N. Claxton alley-oop DUNK (8 PTS) (C. Thomas 2 AST),"[1629651, 1630560]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,2.02,Made,,,,,,,,,,,8.0,C. Thomas,1630560.0,2.0,,,,
351,PT09M26.00S,2024-11-12T02:21:53.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642274,6.783837056504599,47.30392156862745,1610612740,62,63,2024-11-12T02:21:58Z,3480000,False,13.0,11.0,1,left,Y. Missi cutting DUNK (9 PTS) (B. Ingram 5 AST),"[1642274, 1627742]",1610612740.0,NOP,cutting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,,,,,,,9.0,B. Ingram,1627742.0,5.0,,,,
353,PT09M14.00S,2024-11-12T02:22:08.5Z,3,REGULAR,foul,personal,['2freethrow'],1642274,,,1610612751,62,63,2024-11-12T02:22:15Z,3500000,False,,,0,,Y. Missi shooting personal FOUL (1 PF) (Claxton 2 FT),"[1642274, 1629651]",1610612740.0,NOP,shooting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,,,1151.0,,,,,,,1.0,0.0,Claxton,1629651.0
355,PT09M14.00S,2024-11-12T02:22:42.9Z,3,REGULAR,freethrow,1 of 2,[],1629651,,,1610612751,62,64,2024-11-12T02:22:42Z,3520000,False,,,0,,N. Claxton Free Throw 1 of 2 (9 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Made,,,,,,,,,,,9.0,,,,,,,
356,PT09M14.00S,2024-11-12T02:23:02.9Z,3,REGULAR,freethrow,2 of 2,[],1629651,,,1610612751,62,65,2024-11-12T02:23:02Z,3530000,False,,,0,,N. Claxton Free Throw 2 of 2 (10 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Made,,,,,,,,,,,10.0,,,,,,,
357,PT08M57.00S,2024-11-12T02:23:21.8Z,3,REGULAR,3pt,Jump Shot,[],1630631,4.5499342969776615,3.6764705882352944,1610612740,65,65,2024-11-12T02:23:28Z,3540000,False,232.0,-10.0,1,left,J. Alvarado 3PT  (3 PTS) (B. Ingram 6 AST),"[1630631, 1627742]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Right Corner 3,24+ Right,23.18,Made,,,,,,,,,,,3.0,B. Ingram,1627742.0,6.0,,,,
359,PT08M33.00S,2024-11-12T02:23:45.1Z,3,REGULAR,3pt,Jump Shot,[],1630533,92.9862023653088,96.81372549019608,1610612751,65,68,2024-11-12T02:23:49Z,3560000,False,234.0,13.0,1,right,Z. Williams 3PT  (8 PTS) (N. Claxton 3 AST),"[1630533, 1629651]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Right Corner 3,24+ Right,23.45,Made,,,,,,,,,,,8.0,N. Claxton,1629651.0,3.0,,,,
361,PT08M14.00S,2024-11-12T02:24:05.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642274,7.440867279894875,46.81372549019608,1610612740,67,68,2024-11-12T02:24:12Z,3580000,False,16.0,17.0,1,left,Y. Missi cutting DUNK (11 PTS) (B. Boston Jr. 7 AST),"[1642274, 1630527]",1610612740.0,NOP,cutting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,2.36,Made,,,,,,,,,,,11.0,B. Boston Jr.,1630527.0,7.0,,,,
363,PT08M00.00S,2024-11-12T02:24:18.9Z,3,REGULAR,turnover,lost ball,[],1629651,,,1610612751,67,68,2024-11-12T02:24:25Z,3600000,False,,,0,,N. Claxton lost ball TURNOVER (1 TO),"[1629651, 1642274]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1.0,Missi,1642274.0,,,,,,,,,,,
364,PT08M00.00S,2024-11-12T02:24:18.9Z,3,REGULAR,steal,,[],1642274,,,1610612740,67,68,2024-11-12T02:24:20Z,3610000,False,,,0,,Y. Missi STEAL (1 STL),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
365,PT07M56.00S,2024-11-12T02:24:22.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630530,23.99802890932983,86.02941176470588,1610612740,67,68,2024-11-12T02:25:57Z,3620000,False,-180.0,173.0,1,left,MISS T. Murphy III 24' running 3PT,[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,24.98,Missed,,,,,,,,,,,,,,,,,,
366,PT07M53.00S,2024-11-12T02:24:32.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,67,68,2024-11-12T02:24:32Z,3630000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,365.0,,,,,,,,,,,,,,,,,
368,PT07M53.00S,2024-11-12T02:24:33.5Z,3,REGULAR,substitution,out,[],1630530,,,1610612740,67,68,2024-11-12T02:24:41Z,3650000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT07M53.00S,2024-11-12T02:24:33.5Z,3,REGULAR,substitution,in,[],1629750,,,1610612740,67,68,2024-11-12T02:24:41Z,3660000,False,,,0,,SUB in: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT07M53.00S,2024-11-12T02:24:33.5Z,3,REGULAR,substitution,in,[],1629669,,,1610612740,67,68,2024-11-12T02:24:41Z,3670000,False,,,0,,SUB in: J. Nowell,[1629669],1610612740.0,NOP,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT07M53.00S,2024-11-12T02:24:33.5Z,3,REGULAR,substitution,out,[],1630631,,,1610612740,67,68,2024-11-12T02:27:07Z,3675000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT07M45.00S,2024-11-12T02:25:05.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629750,7.835085413929041,52.69607843137255,1610612740,67,68,2024-11-12T02:25:11Z,3680000,False,-13.0,21.0,1,left,MISS J. Green driving Layup,[1629750],1610612740.0,NOP,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.5,Missed,,,,,,,,,,,,,,,,,,
372,PT07M42.00S,2024-11-12T02:25:08.4Z,3,REGULAR,rebound,offensive,[],1642274,,,1610612740,67,68,2024-11-12T02:25:08Z,3690000,False,,,0,,Y. Missi REBOUND (Off:3 Def:4),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,371.0,7.0,4.0,3.0,,,,,,,,,,,,,,
373,PT07M42.00S,2024-11-12T02:25:08.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642274,5.590000152587891,50.0,1610612740,69,68,2024-11-12T02:25:08Z,3700000,False,0.0,0.0,1,left,Y. Missi putback DUNK (13 PTS),[1642274],1610612740.0,NOP,putback,,,Missi,Y. Missi,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,13.0,,,,,,,
374,PT07M34.00S,2024-11-12T02:25:18.7Z,3,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612751,69,68,2024-11-12T02:25:40Z,3710000,False,,,0,,B. Ingram shooting personal FOUL (2 PF) (Williams 2 FT),"[1627742, 1630533]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628171.0,,,,,,,2.0,0.0,Williams,1630533.0
376,PT07M34.00S,2024-11-12T02:25:59.7Z,3,REGULAR,freethrow,1 of 2,[],1630533,,,1610612751,69,69,2024-11-12T02:25:59Z,3730000,False,,,0,,Z. Williams Free Throw 1 of 2 (9 PTS),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,Made,,,,,,,,,,,9.0,,,,,,,
377,PT07M34.00S,2024-11-12T02:26:00.5Z,3,REGULAR,substitution,out,[],1629661,,,1610612751,69,69,2024-11-12T02:26:04Z,3740000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT07M34.00S,2024-11-12T02:26:00.5Z,3,REGULAR,substitution,in,[],1630592,,,1610612751,69,69,2024-11-12T02:26:04Z,3750000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT07M34.00S,2024-11-12T02:26:00.5Z,3,REGULAR,substitution,out,[],1629669,,,1610612751,69,69,2024-11-12T02:28:03Z,3755000,False,,,0,,SUB out: J. Nowell,[1629669],1610612740.0,NOP,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT07M34.00S,2024-11-12T02:26:00.5Z,3,REGULAR,substitution,in,[],1630631,,,1610612751,69,69,2024-11-12T02:28:03Z,3757500,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT07M34.00S,2024-11-12T02:26:27.1Z,3,REGULAR,freethrow,2 of 2,[],1630533,,,1610612751,69,70,2024-11-12T02:26:27Z,3760000,False,,,0,,Z. Williams Free Throw 2 of 2 (10 PTS),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,Made,,,,,,,,,,,10.0,,,,,,,
380,PT07M15.00S,2024-11-12T02:26:47.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630527,6.1268068331143235,47.549019607843135,1610612740,71,70,2024-11-12T02:27:31Z,3770000,False,12.0,5.0,1,left,B. Boston Jr. driving DUNK (2 PTS) (B. Ingram 7 AST),"[1630527, 1627742]",1610612740.0,NOP,driving,,,Boston Jr.,B. Boston Jr.,,,,,Restricted Area,0-8 Center,1.33,Made,,,,,,,,,,,2.0,B. Ingram,1627742.0,7.0,,,,
382,PT07M14.00S,2024-11-12T02:26:55.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,71,70,2024-11-12T02:26:55Z,3790000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT07M14.00S,2024-11-12T02:28:40.5Z,3,REGULAR,substitution,out,[],1630631,,,1610612751,71,70,2024-11-12T02:29:46Z,3800000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT07M14.00S,2024-11-12T02:28:40.5Z,3,REGULAR,substitution,in,[],1629669,,,1610612751,71,70,2024-11-12T02:29:46Z,3810000,False,,,0,,SUB in: J. Nowell,[1629669],1610612740.0,NOP,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT06M51.00S,2024-11-12T02:30:13.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630533,93.38042049934296,55.63725490196079,1610612751,71,70,2024-11-12T02:31:33Z,3820000,False,28.0,10.0,1,right,MISS Z. Williams reverse Layup,[1630533],1610612751.0,BKN,reverse,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,2.98,Missed,,,,,,,,,,,,,,,,,,
389,PT06M50.00S,2024-11-12T02:30:14.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,71,70,2024-11-12T02:31:33Z,3830000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,388.0,,,,,,,,,,,,,,,,,
390,PT06M50.00S,2024-11-12T02:30:19.2Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612751,71,70,2024-11-12T02:30:30Z,3840000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628171.0,,,,,,,,,,
391,PT06M28.00S,2024-11-12T02:30:50.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627742,9.806176084099869,94.85294117647058,1610612740,71,70,2024-11-12T02:30:55Z,3850000,False,-224.0,40.0,1,left,MISS B. Ingram 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Left Corner 3,24+ Left,22.78,Missed,,,,,,,,,,,,,,,,,,
392,PT06M26.00S,2024-11-12T02:30:52.5Z,3,REGULAR,rebound,defensive,[],1630533,,,1610612751,71,70,2024-11-12T02:30:55Z,3860000,False,,,0,,Z. Williams REBOUND (Off:1 Def:5),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Left Corner 3,24+ Left,,,391.0,6.0,5.0,1.0,,,,,,,,,,,,,,
393,PT06M14.00S,2024-11-12T02:31:05.3Z,3,REGULAR,3pt,Jump Shot,[],1630533,70.25295663600527,21.568627450980394,1610612751,71,70,2024-11-12T02:31:10Z,3870000,False,-142.0,227.0,1,right,MISS Z. Williams 26' 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Left Center,26.79,Missed,,,,,,,,,,,,,,,,,,
394,PT06M10.00S,2024-11-12T02:31:09.3Z,3,REGULAR,rebound,defensive,[],1642274,,,1610612740,71,70,2024-11-12T02:31:10Z,3880000,False,,,0,,Y. Missi REBOUND (Off:3 Def:5),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Above the Break 3,24+ Left Center,,,393.0,8.0,5.0,3.0,,,,,,,,,,,,,,
395,PT06M05.00S,2024-11-12T02:31:15.8Z,3,REGULAR,foul,personal,[],1630592,,,1610612740,71,70,2024-11-12T02:31:23Z,3890000,False,,,0,,J. Wilson personal FOUL (3 PF),"[1630592, 1627742]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1627962.0,,,,,,,3.0,0.0,Ingram,1627742.0
397,PT06M05.00S,2024-11-12T02:31:25.1Z,3,REGULAR,substitution,out,[],203471,,,1610612740,71,70,2024-11-12T02:31:28Z,3910000,False,,,0,,SUB out: D. Schröder,[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT06M05.00S,2024-11-12T02:31:25.1Z,3,REGULAR,substitution,in,[],1627732,,,1610612740,71,70,2024-11-12T02:31:28Z,3920000,False,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT05M56.00S,2024-11-12T02:31:48.9Z,3,REGULAR,turnover,out-of-bounds,[],1627742,,,1610612740,71,70,2024-11-12T02:31:56Z,3930000,False,,,0,,B. Ingram bad pass out-of-bounds TURNOVER (2 TO),[1627742],1610612740.0,NOP,bad pass,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,,,,,2.0,,,1628171.0,,,,,,,,,,
400,PT05M39.00S,2024-11-12T02:32:17.6Z,3,REGULAR,foul,personal,['2freethrow'],1629669,,,1610612751,71,70,2024-11-12T02:32:23Z,3940000,False,,,0,,J. Nowell shooting personal FOUL (1 PF) (Claxton 2 FT),"[1629669, 1629651]",1610612740.0,NOP,shooting,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1627962.0,,,,,,,1.0,0.0,Claxton,1629651.0
402,PT05M39.00S,2024-11-12T02:32:48.5Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629651,,,1610612751,71,70,2024-11-12T02:32:48Z,3960000,False,,,0,,MISS N. Claxton Free Throw 1 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
403,PT05M39.00S,2024-11-12T02:32:48.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,71,70,2024-11-12T02:32:48Z,3970000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,402.0,,,,,,,,,,,,,,,,,
404,PT05M39.00S,2024-11-12T02:33:04.9Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629651,,,1610612751,71,71,2024-11-12T02:33:04Z,3980000,False,,,0,,N. Claxton Free Throw 2 of 2 (11 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Made,,,,,,,,,,,11.0,,,,,,,
405,PT05M28.00S,2024-11-12T02:33:20.8Z,3,REGULAR,foul,personal,[],1630533,,,1610612740,71,71,2024-11-12T02:33:29Z,3990000,False,,,0,,Z. Williams personal FOUL (2 PF),"[1630533, 1627742]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,1151.0,,,,,,,2.0,0.0,Ingram,1627742.0
407,PT05M27.00S,2024-11-12T02:33:47.4Z,3,REGULAR,turnover,out-of-bounds,[],1630527,,,1610612740,71,71,2024-11-12T03:01:07Z,4010000,False,,,0,,B. Boston Jr. lost ball out-of-bounds TURNOVER (1 TO),[1630527],1610612740.0,NOP,lost ball,,,Boston Jr.,B. Boston Jr.,,,,,Right Corner 3,24+ Right,,,,,,,1.0,,,1628171.0,,,,,,,,,,
408,PT05M06.00S,2024-11-12T02:34:17.1Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630560,75.50919842312747,53.431372549019606,1610612751,71,71,2024-11-12T02:34:22Z,4020000,False,17.0,178.0,1,right,MISS C. Thomas 17' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Center,17.85,Missed,,,,,,,,,,,,,,,,,,
409,PT05M04.00S,2024-11-12T02:34:19.1Z,3,REGULAR,rebound,defensive,[],1642274,,,1610612740,71,71,2024-11-12T02:34:22Z,4030000,False,,,0,,Y. Missi REBOUND (Off:3 Def:6),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Mid-Range,16-24 Center,,,408.0,9.0,6.0,3.0,,,,,,,,,,,,,,
410,PT04M58.00S,2024-11-12T02:34:24.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642274,7.835085413929041,49.754901960784316,1610612740,73,71,2024-11-12T02:34:30Z,4040000,False,1.0,21.0,1,left,Y. Missi driving DUNK (15 PTS) (J. Nowell 4 AST),"[1642274, 1629669]",1610612740.0,NOP,driving,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,,,,,,,15.0,J. Nowell,1629669.0,4.0,,,,
412,PT04M37.00S,2024-11-12T02:34:45.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,88.64980289093299,49.50980392156863,1610612751,73,71,2024-11-12T02:34:51Z,4060000,False,-2.0,54.0,1,right,MISS N. Claxton cutting DUNK - blocked,"[1629651, 1642274]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,5.43,Missed,,,,,,,,,Missi,1642274.0,,,,,,,,
413,PT04M37.00S,2024-11-12T02:34:45.2Z,3,REGULAR,block,,[],1642274,,,1610612751,73,71,2024-11-12T02:34:48Z,4070000,False,,,0,,Y. Missi BLOCK (1 BLK),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
414,PT04M34.00S,2024-11-12T02:34:48.2Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,73,71,2024-11-12T02:34:51Z,4080000,False,,,0,,N. Claxton REBOUND (Off:3 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,412.0,5.0,2.0,3.0,,,,,,,,,,,,,,
415,PT04M29.00S,2024-11-12T02:34:53.8Z,3,REGULAR,2pt,Hook,['2ndchance'],1629651,86.02168199737189,29.411764705882355,1610612751,73,73,2024-11-12T02:34:59Z,4090000,False,-103.0,79.0,1,right,N. Claxton 12' Hook (13 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,12.97,Made,,,,,,,,,,,13.0,,,,,,,
416,PT04M13.00S,2024-11-12T02:35:09.9Z,3,REGULAR,turnover,lost ball,[],1627742,,,1610612740,73,73,2024-11-12T02:35:15Z,4100000,False,,,0,,B. Ingram lost ball TURNOVER (3 TO),"[1627742, 1627732]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Center,,,,,,,3.0,Simmons,1627732.0,,,,,,,,,,,
417,PT04M13.00S,2024-11-12T02:35:09.9Z,3,REGULAR,steal,,[],1627732,,,1610612751,73,73,2024-11-12T02:35:11Z,4110000,False,,,0,,B. Simmons STEAL (2 STL),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
418,PT04M10.00S,2024-11-12T02:35:13.6Z,3,REGULAR,turnover,lost ball,[],1627732,,,1610612751,73,73,2024-11-12T02:35:23Z,4120000,False,,,0,,B. Simmons lost ball TURNOVER (1 TO),"[1627732, 1627742]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Ingram,1627742.0,,,,,,,,,,,
419,PT04M10.00S,2024-11-12T02:35:13.6Z,3,REGULAR,steal,,[],1627742,,,1610612740,73,73,2024-11-12T02:35:16Z,4130000,False,,,0,,B. Ingram STEAL (1 STL),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
420,PT04M05.00S,2024-11-12T02:35:19.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642274,6.1268068331143235,50.98039215686274,1610612740,75,73,2024-11-12T02:35:30Z,4140000,False,-5.0,5.0,1,left,Y. Missi running DUNK (17 PTS) (B. Ingram 8 AST),"[1642274, 1627742]",1610612740.0,NOP,running,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,0.71,Made,,,,,,,,,,,17.0,B. Ingram,1627742.0,8.0,,,,
422,PT03M45.00S,2024-11-12T02:35:38.8Z,3,REGULAR,turnover,bad pass,[],1630592,,,1610612751,75,73,2024-11-12T02:35:44Z,4160000,False,,,0,,J. Wilson bad pass TURNOVER (1 TO),"[1630592, 1630527]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Boston Jr.,1630527.0,,,,,,,,,,,
423,PT03M45.00S,2024-11-12T02:35:38.8Z,3,REGULAR,steal,,[],1630527,,,1610612740,75,73,2024-11-12T02:35:40Z,4170000,False,,,0,,B. Boston Jr. STEAL (1 STL),[1630527],1610612740.0,NOP,,,,Boston Jr.,B. Boston Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
