actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
344,PT00M13.90S,2025-03-10T00:06:32.7Z,2,REGULAR,substitution,out,[],1630643,,,1610612740,64,57,2025-03-10T00:06:37Z,3325000,False,,,0,,SUB out: J. Huff,[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT00M13.90S,2025-03-10T00:06:32.7Z,2,REGULAR,substitution,in,[],1630205,,,1610612740,64,57,2025-03-10T00:06:37Z,3327500,False,,,0,,SUB in: L. Stevens,[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT00M00.90S,2025-03-10T00:06:35.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630631,34.247700394218136,44.36274509803921,1610612740,64,57,2025-03-10T00:10:49Z,3330000,False,28.0,269.0,1,left,MISS J. Alvarado 27' pullup 3PT,[1630631],1610612740.0,NOP,pullup,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,27.09,Missed,,,,,,,,,,,,,,,,,,
343,PT00M00.90S,2025-03-10T00:06:35.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,64,57,2025-03-10T00:10:49Z,3340000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Center,,,342.0,,,,,,,,,,,,,,,,,
346,PT00M00.00S,2025-03-10T00:06:45.2Z,2,REGULAR,period,end,[],0,,,1610612740,64,57,2025-03-10T00:06:45Z,3370000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2025-03-10T00:21:13.3Z,3,REGULAR,substitution,out,['startperiod'],1630590,,,1610612740,64,57,2025-03-10T00:21:42Z,3380000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2025-03-10T00:21:13.3Z,3,REGULAR,substitution,out,['startperiod'],1630205,,,1610612740,64,57,2025-03-10T00:21:42Z,3390000,False,,,0,,SUB out: L. Stevens,[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2025-03-10T00:21:13.3Z,3,REGULAR,substitution,in,['startperiod'],1641744,,,1610612740,64,57,2025-03-10T00:21:42Z,3400000,False,,,0,,SUB in: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2025-03-10T00:21:13.3Z,3,REGULAR,substitution,in,['startperiod'],1642377,,,1610612740,64,57,2025-03-10T00:21:42Z,3410000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2025-03-10T00:21:40.4Z,3,REGULAR,period,start,[],0,,,1610612763,64,57,2025-03-10T00:21:43Z,3420000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT11M43.00S,2025-03-10T00:21:56.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,11.514454664914586,48.03921568627451,1610612763,64,59,2025-03-10T00:22:51Z,3430000,False,10.0,56.0,1,left,D. Bane driving floating Jump Shot (19 PTS) (J. Morant 5 AST),"[1630217, 1629630]",1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,5.66,Made,,,,,,,19.0,,,,,J. Morant,1629630.0,5.0,,,,
356,PT11M22.00S,2025-03-10T00:22:17.5Z,3,REGULAR,2pt,Jump Shot,[],1641722,85.62746386333771,28.921568627450984,1610612740,64,59,2025-03-10T00:22:24Z,3450000,False,-105.0,83.0,1,right,MISS J. Hawkins 13' pullup Shot,[1641722],1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,Mid-Range,8-16 Left,13.39,Missed,,,,,,,,,,,,,,,,,,
357,PT11M19.00S,2025-03-10T00:22:20.5Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,64,59,2025-03-10T00:22:24Z,3460000,False,,,0,,D. Bane REBOUND (Off:0 Def:4),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,8-16 Left,,,356.0,4.0,4.0,0.0,,,,,,,,,,,,,,
358,PT11M17.00S,2025-03-10T00:22:27.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'defensivegoaltending']",1631246,5.995400788436268,51.9607843137255,1610612763,64,61,2025-03-10T00:22:41Z,3470000,False,-10.0,4.0,1,left,V. Williams Jr. running Layup (4 PTS) (D. Bane 7 AST),"[1631246, 1630217]",1610612763.0,MEM,running,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,1.05,Made,,,,,,,4.0,,,,,D. Bane,1630217.0,7.0,,,,
360,PT11M17.00S,2025-03-10T00:22:32.5Z,3,REGULAR,violation,defensive goaltending,[],203482,,,1610612763,64,61,2025-03-10T00:22:41Z,3490000,False,,,0,,K. Olynyk defensive goaltending VIOLATION,[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,1628954.0,,,,,,,,,,,,,
361,PT10M53.00S,2025-03-10T00:23:02.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,92.72339027595268,55.88235294117647,1610612740,64,61,2025-03-10T00:23:25Z,3500000,False,29.0,16.0,1,right,MISS J. Alvarado driving floating Shot,[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,3.34,Missed,,,,,,,,,,,,,,,,,,
362,PT10M53.00S,2025-03-10T00:23:02.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,64,61,2025-03-10T00:23:11Z,3510000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,361.0,,,,,,,,,,,,,,,,,
363,PT10M53.00S,2025-03-10T00:23:09.2Z,3,REGULAR,foul,personal,[],1630217,,,1610612740,64,61,2025-03-10T00:23:20Z,3520000,False,,,0,,D. Bane loose ball personal FOUL (2 PF),"[1630217, 1642274]",1610612763.0,MEM,loose ball,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,1628951.0,,,2.0,0.0,Missi,1642274.0,,,,,,,
365,PT10M38.00S,2025-03-10T00:23:42.6Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630631,77.21747700394218,26.715686274509803,1610612740,64,61,2025-03-10T00:23:49Z,3540000,False,-116.0,162.0,1,right,MISS J. Alvarado 19' pullup Shot,[1630631],1610612740.0,NOP,pullup,,,Alvarado,J. Alvarado,,,,,Mid-Range,16-24 Left Center,19.92,Missed,,,,,,,,,,,,,,,,,,
366,PT10M32.00S,2025-03-10T00:23:48.3Z,3,REGULAR,rebound,defensive,[],1642377,,,1610612763,64,61,2025-03-10T00:23:48Z,3550000,False,,,0,,J. Wells REBOUND (Off:0 Def:3),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Mid-Range,16-24 Left Center,,,365.0,3.0,3.0,0.0,,,,,,,,,,,,,,
367,PT10M31.00S,2025-03-10T00:23:50.7Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630217,8.886333771353483,50.49019607843137,1610612763,64,63,2025-03-10T00:24:30Z,3560000,False,-2.0,31.0,1,left,D. Bane driving floating Jump Shot (21 PTS) (J. Wells 1 AST),"[1630217, 1642377]",1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,3.11,Made,,,,,,,21.0,,,,,J. Wells,1642377.0,1.0,,,,
369,PT10M13.00S,2025-03-10T00:24:08.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642274,93.64323258869908,53.92156862745098,1610612740,66,63,2025-03-10T00:24:14Z,3580000,False,20.0,7.0,1,right,Y. Missi cutting Layup (10 PTS) (J. Alvarado 7 AST),"[1642274, 1630631]",1610612740.0,NOP,cutting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,2.09,Made,,,,,,,10.0,,,,,J. Alvarado,1630631.0,7.0,,,,
371,PT10M02.00S,2025-03-10T00:24:23.1Z,3,REGULAR,foul,personal,[],1630530,,,1610612763,66,63,2025-03-10T00:24:31Z,3600000,False,,,0,,T. Murphy III personal FOUL (1 PF),"[1630530, 1642377]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Left,,,,,,,1628951.0,,,1.0,0.0,Wells,1642377.0,,,,,,,
373,PT09M52.00S,2025-03-10T00:24:49.5Z,3,REGULAR,3pt,Jump Shot,[],1630217,28.991458607095925,18.38235294117647,1610612763,66,63,2025-03-10T00:24:54Z,3620000,False,158.0,220.0,1,left,MISS D. Bane 27' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,27.09,Missed,,,,,,,,,,,,,,,,,,
374,PT09M49.00S,2025-03-10T00:24:52.5Z,3,REGULAR,rebound,defensive,[],1630530,,,1610612740,66,63,2025-03-10T00:24:54Z,3630000,False,,,0,,T. Murphy III REBOUND (Off:2 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,373.0,4.0,2.0,2.0,,,,,,,,,,,,,,
375,PT09M46.00S,2025-03-10T00:24:55.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630530,66.3107752956636,22.794117647058822,1610612740,66,63,2025-03-10T00:25:02Z,3640000,False,-136.0,264.0,1,right,MISS T. Murphy III 29' running 3PT,[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,29.71,Missed,,,,,,,,,,,,,,,,,,
376,PT09M42.00S,2025-03-10T00:24:59.1Z,3,REGULAR,rebound,offensive,[],1642274,,,1610612740,66,63,2025-03-10T00:24:59Z,3650000,False,,,0,,Y. Missi REBOUND (Off:3 Def:4),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Above the Break 3,24+ Left Center,,,375.0,7.0,4.0,3.0,,,,,,,,,,,,,,
377,PT09M40.00S,2025-03-10T00:25:01.4Z,3,REGULAR,turnover,bad pass,[],1642274,,,1610612740,66,63,2025-03-10T00:25:05Z,3660000,False,,,0,,Y. Missi bad pass TURNOVER (2 TO),"[1642274, 1630217]",1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Mid-Range,16-24 Left,,,,,,,,2.0,,,,,,,,,,,Bane,1630217.0
378,PT09M40.00S,2025-03-10T00:25:01.4Z,3,REGULAR,steal,,[],1630217,,,1610612763,66,63,2025-03-10T00:25:03Z,3670000,False,,,0,,D. Bane STEAL (2 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
379,PT09M32.00S,2025-03-10T00:25:09.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630217,17.0335085413929,3.431372549019608,1610612763,66,66,2025-03-10T00:25:14Z,3680000,False,233.0,108.0,1,left,D. Bane 25' 3PT  (24 PTS) (V. Williams Jr. 2 AST),"[1630217, 1631246]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,25.65,Made,,,,,,,24.0,,,,,V. Williams Jr.,1631246.0,2.0,,,,
381,PT09M09.00S,2025-03-10T00:25:32.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1642274,86.81011826544021,49.01960784313725,1610612740,66,66,2025-03-10T00:25:49Z,3700000,False,-5.0,71.0,1,right,MISS Y. Missi 7' driving Hook,[1642274],1610612740.0,NOP,driving,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,7.17,Missed,,,,,,,,,,,,,,,,,,
382,PT09M06.00S,2025-03-10T00:25:34.5Z,3,REGULAR,rebound,defensive,[],1641744,,,1610612763,66,66,2025-03-10T00:25:34Z,3710000,False,,,0,,Z. Edey REBOUND (Off:4 Def:5),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),0-8 Center,,,381.0,9.0,5.0,4.0,,,,,,,,,,,,,,
383,PT09M04.00S,2025-03-10T00:25:39.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1631246,6.521024967148489,2.941176470588235,1610612763,66,66,2025-03-10T00:27:17Z,3720000,False,235.0,9.0,1,left,MISS V. Williams Jr. running 3PT,[1631246],1610612763.0,MEM,running,,,Williams Jr.,V. Williams Jr.,,,,,Right Corner 3,24+ Right,23.55,Missed,,,,,,,,,,,,,,,,,,
384,PT09M01.00S,2025-03-10T00:25:42.3Z,3,REGULAR,rebound,offensive,[],1641744,,,1610612763,66,66,2025-03-10T00:27:17Z,3730000,False,,,0,,Z. Edey REBOUND (Off:5 Def:5),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Right Corner 3,24+ Right,,,383.0,10.0,5.0,5.0,,,,,,,,,,,,,,
385,PT08M57.00S,2025-03-10T00:25:45.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629630,28.203022339027594,75.24509803921569,1610612763,66,66,2025-03-10T00:27:35Z,3740000,False,-126.0,213.0,1,left,MISS J. Morant 24' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Left Center,24.72,Missed,,,,,,,,,,,,,,,,,,
386,PT08M54.00S,2025-03-10T00:25:48.4Z,3,REGULAR,rebound,offensive,[],1631246,,,1610612763,66,66,2025-03-10T00:27:35Z,3750000,False,,,0,,V. Williams Jr. REBOUND (Off:1 Def:2),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Left Center,,,385.0,3.0,2.0,1.0,,,,,,,,,,,,,,
387,PT08M50.00S,2025-03-10T00:25:51.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642377,28.991458607095925,75.24509803921569,1610612763,66,66,2025-03-10T00:25:56Z,3760000,False,-126.0,220.0,1,left,MISS J. Wells 25' 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,25.36,Missed,,,,,,,,,,,,,,,,,,
388,PT08M47.00S,2025-03-10T00:25:54.6Z,3,REGULAR,rebound,offensive,[],1642377,,,1610612763,66,66,2025-03-10T00:25:56Z,3770000,False,,,0,,J. Wells REBOUND (Off:1 Def:3),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,,,387.0,4.0,3.0,1.0,,,,,,,,,,,,,,
389,PT08M46.00S,2025-03-10T00:25:56.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642377,21.632720105124836,90.93137254901961,1610612763,66,69,2025-03-10T00:27:56Z,3780000,False,-205.0,151.0,1,left,J. Wells 25' 3PT  (6 PTS),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,25.42,Made,,,,,,,6.0,,,,,,,,,,,
390,PT08M18.00S,2025-03-10T00:26:22.9Z,3,REGULAR,3pt,Jump Shot,[],1641722,93.77463863337714,3.6764705882352944,1610612740,66,69,2025-03-10T00:26:27Z,3790000,False,-232.0,6.0,1,right,MISS J. Hawkins 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Left Corner 3,24+ Left,23.17,Missed,,,,,,,,,,,,,,,,,,
391,PT08M14.00S,2025-03-10T00:26:26.5Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,66,69,2025-03-10T00:26:26Z,3800000,False,,,0,,D. Bane REBOUND (Off:0 Def:5),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Left Corner 3,24+ Left,,,390.0,5.0,5.0,0.0,,,,,,,,,,,,,,
392,PT08M10.00S,2025-03-10T00:26:31.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630217,6.389618922470433,50.245098039215684,1610612763,66,69,2025-03-10T00:28:39Z,3810000,False,-1.0,8.0,1,left,MISS D. Bane running Layup,[1630217],1610612763.0,MEM,running,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,0.77,Missed,,,,,,,,,,,,,,,,,,
393,PT08M10.00S,2025-03-10T00:26:31.8Z,3,REGULAR,rebound,offensive,[],1641744,,,1610612763,66,69,2025-03-10T00:26:38Z,3820000,False,,,0,,Z. Edey REBOUND (Off:6 Def:5),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,,,392.0,11.0,5.0,6.0,,,,,,,,,,,,,,
394,PT08M10.00S,2025-03-10T00:26:37.1Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1641744,5.590000152587891,50.0,1610612763,66,71,2025-03-10T00:53:42Z,3830000,False,0.0,0.0,1,left,Z. Edey tip DUNK (4 PTS),[1641744],1610612763.0,MEM,tip,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,4.0,,,,,,,,,,,
395,PT08M10.00S,2025-03-10T00:26:42.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,66,71,2025-03-10T00:26:42Z,3840000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT07M42.00S,2025-03-10T00:30:00.8Z,3,REGULAR,3pt,Jump Shot,[],1630530,67.88764783180025,52.69607843137255,1610612740,69,71,2025-03-10T00:30:23Z,3850000,False,13.0,249.0,1,right,T. Murphy III 24' 3PT pullup (15 PTS),[1630530],1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,24.98,Made,,,,,,,15.0,,,,,,,,,,,
397,PT07M33.00S,2025-03-10T00:30:09.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,7.046649145860711,45.09803921568628,1610612763,69,71,2025-03-10T00:30:18Z,3860000,False,25.0,14.0,1,left,MISS J. Morant driving Layup,[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,2.81,Missed,,,,,,,,,,,,,,,,,,
398,PT07M33.00S,2025-03-10T00:30:16.2Z,3,REGULAR,rebound,offensive,[],1641744,,,1610612763,69,71,2025-03-10T00:30:16Z,3870000,False,,,0,,Z. Edey REBOUND (Off:7 Def:5),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,,,397.0,12.0,5.0,7.0,,,,,,,,,,,,,,
400,PT07M29.00S,2025-03-10T00:30:33.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631246,30.962549277266753,27.696078431372552,1610612763,69,71,2025-03-10T00:31:46Z,3890000,False,112.0,239.0,1,left,MISS V. Williams Jr. 26' 3PT,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Right Center,26.33,Missed,,,,,,,,,,,,,,,,,,
401,PT07M25.00S,2025-03-10T00:30:37.3Z,3,REGULAR,rebound,offensive,[],1642377,,,1610612763,69,71,2025-03-10T00:30:39Z,3900000,False,,,0,,J. Wells REBOUND (Off:2 Def:3),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Right Center,,,400.0,5.0,3.0,2.0,,,,,,,,,,,,,,
402,PT07M22.00S,2025-03-10T00:30:40.4Z,3,REGULAR,turnover,bad pass,[],1642377,,,1610612763,69,71,2025-03-10T00:30:46Z,3910000,False,,,0,,J. Wells bad pass TURNOVER (3 TO),"[1642377, 1642274]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,Mid-Range,16-24 Right Center,,,,,,,,3.0,,,,,,,,,,,Missi,1642274.0
403,PT07M22.00S,2025-03-10T00:30:40.4Z,3,REGULAR,steal,,[],1642274,,,1610612740,69,71,2025-03-10T00:38:47Z,3920000,False,,,0,,Y. Missi STEAL (1 STL),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
404,PT07M20.00S,2025-03-10T00:30:45.2Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630530,93.51182654402102,50.0,1610612740,71,71,2025-03-10T00:32:59Z,3930000,False,0.0,8.0,1,right,T. Murphy III running DUNK (17 PTS) (K. Olynyk 2 AST),"[1630530, 203482]",1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,0.85,Made,,,,,,,17.0,,,,,K. Olynyk,203482.0,2.0,,,,
407,PT07M09.00S,2025-03-10T00:31:16.3Z,3,REGULAR,3pt,Jump Shot,[],1630217,34.247700394218136,42.64705882352941,1610612763,71,71,2025-03-10T00:31:23Z,3960000,False,37.0,269.0,1,left,MISS D. Bane 27' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,27.19,Missed,,,,,,,,,,,,,,,,,,
408,PT07M06.00S,2025-03-10T00:31:20.2Z,3,REGULAR,rebound,offensive,[],1642377,,,1610612763,71,71,2025-03-10T00:31:20Z,3970000,False,,,0,,J. Wells REBOUND (Off:3 Def:3),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Center,,,407.0,6.0,3.0,3.0,,,,,,,,,,,,,,
409,PT07M02.00S,2025-03-10T00:31:23.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629630,25.837713534822605,16.911764705882355,1610612763,71,74,2025-03-10T00:31:31Z,3980000,False,165.0,190.0,1,left,J. Morant 25' 3PT  (17 PTS) (Z. Edey 2 AST),"[1629630, 1641744]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,25.22,Made,,,,,,,17.0,,,,,Z. Edey,1641744.0,2.0,,,,
411,PT06M47.00S,2025-03-10T00:31:37.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630530,94.43166885676742,49.01960784313725,1610612740,73,74,2025-03-10T00:31:42Z,4000000,False,-5.0,0.0,1,right,T. Murphy III cutting DUNK (19 PTS) (K. Olynyk 3 AST),"[1630530, 203482]",1610612740.0,NOP,cutting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,0.49,Made,,,,,,,19.0,,,,,K. Olynyk,203482.0,3.0,,,,
413,PT06M32.00S,2025-03-10T00:32:03.3Z,3,REGULAR,turnover,out-of-bounds,[],1629630,,,1610612763,73,74,2025-03-10T00:32:15Z,4020000,False,,,0,,J. Morant lost ball out-of-bounds TURNOVER (1 TO),[1629630],1610612763.0,MEM,lost ball,,,Morant,J. Morant,,,,,Mid-Range,16-24 Center,,,,,,,1628954.0,1.0,,,,,,,,,,,,
414,PT06M32.00S,2025-03-10T00:32:11.4Z,3,REGULAR,substitution,out,[],1641722,,,1610612740,73,74,2025-03-10T00:32:17Z,4030000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT06M32.00S,2025-03-10T00:32:11.4Z,3,REGULAR,substitution,in,[],1628971,,,1610612740,73,74,2025-03-10T00:32:17Z,4040000,False,,,0,,SUB in: B. Brown,[1628971],1610612740.0,NOP,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M19.00S,2025-03-10T00:32:41.5Z,3,REGULAR,turnover,lost ball,[],1630530,,,1610612740,73,74,2025-03-10T00:32:50Z,4050000,False,,,0,,T. Murphy III lost ball TURNOVER (1 TO),"[1630530, 1641744]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,,,,,,,Edey,1641744.0
417,PT06M19.00S,2025-03-10T00:32:41.5Z,3,REGULAR,steal,,[],1641744,,,1610612763,73,74,2025-03-10T00:33:36Z,4060000,False,,,0,,Z. Edey STEAL (1 STL),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
418,PT06M03.00S,2025-03-10T00:32:56.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641744,5.206964520367937,49.26470588235294,1610612763,73,76,2025-03-10T00:33:01Z,4070000,False,4.0,-4.0,1,left,Z. Edey cutting DUNK (6 PTS) (D. Bane 8 AST),"[1641744, 1630217]",1610612763.0,MEM,cutting,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,0.52,Made,,,,,,,6.0,,,,,D. Bane,1630217.0,8.0,,,,
420,PT05M48.00S,2025-03-10T00:33:11.4Z,3,REGULAR,3pt,Jump Shot,[],1630530,62.76281208935611,55.88235294117647,1610612740,73,76,2025-03-10T00:33:16Z,4090000,False,29.0,298.0,1,right,MISS T. Murphy III 29' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,29.89,Missed,,,,,,,,,,,,,,,,,,
421,PT05M45.00S,2025-03-10T00:33:14.4Z,3,REGULAR,rebound,defensive,[],1629630,,,1610612763,73,76,2025-03-10T00:33:16Z,4100000,False,,,0,,J. Morant REBOUND (Off:1 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,,,420.0,3.0,2.0,1.0,,,,,,,,,,,,,,
422,PT05M40.00S,2025-03-10T00:33:22.2Z,3,REGULAR,turnover,out-of-bounds,[],1631246,,,1610612763,73,76,2025-03-10T00:33:30Z,4110000,False,,,0,,V. Williams Jr. bad pass out-of-bounds TURNOVER (1 TO),[1631246],1610612763.0,MEM,bad pass,,,Williams Jr.,V. Williams Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1628951.0,1.0,,,,,,,,,,,,
423,PT05M40.00S,2025-03-10T00:33:27.0Z,3,REGULAR,substitution,out,[],203482,,,1610612740,73,76,2025-03-10T00:33:44Z,4120000,False,,,0,,SUB out: K. Olynyk,[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M40.00S,2025-03-10T00:33:27.0Z,3,REGULAR,substitution,out,[],1641744,,,1610612740,73,76,2025-03-10T00:33:44Z,4130000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M40.00S,2025-03-10T00:33:27.0Z,3,REGULAR,substitution,out,[],1630217,,,1610612740,73,76,2025-03-10T00:33:44Z,4140000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
