actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
87,PT05M58.00S,2025-03-09T23:23:51.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630217,95.22010512483574,3.431372549019608,1610612763,16,11,2025-03-09T23:23:56Z,850000,False,-233.0,-8.0,1,right,MISS D. Bane 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Left Corner 3,24+ Left,23.29,Missed,,,,,,,,,,,,,,,,,,
88,PT05M55.00S,2025-03-09T23:23:54.4Z,1,REGULAR,rebound,defensive,[],1641722,,,1610612740,16,11,2025-03-09T23:23:56Z,860000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:3),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Left Corner 3,24+ Left,,,87.0,3.0,3.0,0.0,,,,,,,,,,,,,,
89,PT05M40.00S,2025-03-09T23:24:09.1Z,1,REGULAR,2pt,Jump Shot,[],1641722,14.011169513797633,25.245098039215684,1610612740,18,11,2025-03-09T23:25:00Z,870000,False,124.0,79.0,1,left,J. Hawkins 14' driving floating Jump Shot (7 PTS),[1641722],1610612740.0,NOP,driving floating,,,Hawkins,J. Hawkins,,,,,Mid-Range,8-16 Right,14.7,Made,,,,,,,7.0,,,,,,,,,,,
90,PT05M16.00S,2025-03-09T23:24:33.2Z,1,REGULAR,3pt,Jump Shot,[],1642377,71.82982917214193,79.90196078431373,1610612763,18,14,2025-03-09T23:24:38Z,880000,False,150.0,212.0,1,right,J. Wells 25' 3PT  (3 PTS) (J. Morant 2 AST),"[1642377, 1629630]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Right Center,25.97,Made,,,,,,,3.0,,,,,J. Morant,1629630.0,2.0,,,,
92,PT05M01.00S,2025-03-09T23:24:54.8Z,1,REGULAR,foul,personal,[],1629630,,,1610612740,18,14,2025-03-09T23:25:03Z,900000,False,,,0,,J. Morant personal FOUL (2 PF),"[1629630, 1641722]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Left Center,,,,,,,1628951.0,,,2.0,0.0,Hawkins,1641722.0,,,,,,,
94,PT05M01.00S,2025-03-09T23:25:02.3Z,1,REGULAR,substitution,out,[],203482,,,1610612740,18,14,2025-03-09T23:25:30Z,920000,False,,,0,,SUB out: K. Olynyk,[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M01.00S,2025-03-09T23:25:02.3Z,1,REGULAR,substitution,out,[],1629630,,,1610612740,18,14,2025-03-09T23:25:30Z,930000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M01.00S,2025-03-09T23:25:02.3Z,1,REGULAR,substitution,out,[],1641744,,,1610612740,18,14,2025-03-09T23:25:30Z,940000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M01.00S,2025-03-09T23:25:02.3Z,1,REGULAR,substitution,in,[],1628971,,,1610612740,18,14,2025-03-09T23:25:30Z,950000,False,,,0,,SUB in: B. Brown,[1628971],1610612740.0,NOP,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M01.00S,2025-03-09T23:25:02.3Z,1,REGULAR,substitution,in,[],1629634,,,1610612740,18,14,2025-03-09T23:25:30Z,960000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M01.00S,2025-03-09T23:25:02.3Z,1,REGULAR,substitution,in,[],1641713,,,1610612740,18,14,2025-03-09T23:25:30Z,970000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M47.00S,2025-03-09T23:25:34.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,17.16491458607096,37.254901960784316,1610612740,18,14,2025-03-09T23:25:42Z,980000,False,64.0,109.0,1,left,MISS J. Alvarado 12' driving floating Shot,[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Center,12.62,Missed,,,,,,,,,,,,,,,,,,
101,PT04M44.00S,2025-03-09T23:25:37.5Z,1,REGULAR,rebound,defensive,[],1641713,,,1610612763,18,14,2025-03-09T23:25:42Z,990000,False,,,0,,G. Jackson REBOUND (Off:0 Def:1),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,100.0,1.0,1.0,0.0,,,,,,,,,,,,,,
102,PT04M33.00S,2025-03-09T23:25:54.9Z,1,REGULAR,foul,personal,['2freethrow'],1642274,,,1610612763,18,14,2025-03-09T23:26:01Z,1000000,False,,,0,,Y. Missi shooting personal FOUL (1 PF) (Wells 2 FT),"[1642274, 1642377]",1610612740.0,NOP,shooting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,1628951.0,,,1.0,0.0,Wells,1642377.0,,,,,,,
104,PT04M33.00S,2025-03-09T23:26:19.6Z,1,REGULAR,freethrow,1 of 2,[],1642377,,,1610612763,18,14,2025-03-09T23:26:47Z,1020000,False,,,0,,MISS J. Wells Free Throw 1 of 2,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
105,PT04M33.00S,2025-03-09T23:26:19.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612763,18,14,2025-03-09T23:26:47Z,1030000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,104.0,,,,,,,,,,,,,,,,,
106,PT04M33.00S,2025-03-09T23:26:20.7Z,1,REGULAR,substitution,out,[],1630631,,,1610612763,18,14,2025-03-09T23:26:32Z,1040000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M33.00S,2025-03-09T23:26:20.7Z,1,REGULAR,substitution,out,[],1642274,,,1610612763,18,14,2025-03-09T23:26:32Z,1050000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M33.00S,2025-03-09T23:26:20.7Z,1,REGULAR,substitution,in,[],1631255,,,1610612763,18,14,2025-03-09T23:26:32Z,1060000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M33.00S,2025-03-09T23:26:20.7Z,1,REGULAR,substitution,in,[],1630526,,,1610612763,18,14,2025-03-09T23:26:32Z,1070000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M33.00S,2025-03-09T23:26:19.6Z,1,REGULAR,freethrow,2 of 2,[],1642377,,,1610612763,18,14,2025-03-09T23:26:47Z,1080000,False,,,0,,MISS J. Wells Free Throw 2 of 2,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
111,PT04M30.00S,2025-03-09T23:26:22.6Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612740,18,14,2025-03-09T23:26:47Z,1090000,False,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,,,
112,PT04M20.00S,2025-03-09T23:26:54.9Z,1,REGULAR,3pt,Jump Shot,[],1630530,25.04927726675427,83.08823529411765,1610612740,18,14,2025-03-09T23:27:00Z,1100000,False,-165.0,183.0,1,left,MISS T. Murphy III 24' pullup 3PT,[1630530],1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,24.67,Missed,,,,,,,,,,,,,,,,,,
113,PT04M17.00S,2025-03-09T23:26:57.9Z,1,REGULAR,rebound,offensive,[],1631255,,,1610612740,18,14,2025-03-09T23:27:00Z,1110000,False,,,0,,K. Matković REBOUND (Off:1 Def:0),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Above the Break 3,24+ Left Center,,,112.0,1.0,0.0,1.0,,,,,,,,,,,,,,
114,PT04M13.00S,2025-03-09T23:27:04.4Z,1,REGULAR,turnover,out-of-bounds,[],1641722,,,1610612740,18,14,2025-03-09T23:27:11Z,1120000,False,,,0,,J. Hawkins lost ball out-of-bounds TURNOVER (1 TO),[1641722],1610612740.0,NOP,lost ball,,,Hawkins,J. Hawkins,,,,,Right Corner 3,24+ Right,,,,,,,1628954.0,1.0,,,,,,,,,,,,
115,PT04M13.00S,2025-03-09T23:27:08.4Z,1,REGULAR,substitution,out,[],1642377,,,1610612763,18,14,2025-03-09T23:27:22Z,1130000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M13.00S,2025-03-09T23:27:08.4Z,1,REGULAR,substitution,in,[],1630205,,,1610612763,18,14,2025-03-09T23:27:22Z,1140000,False,,,0,,SUB in: L. Stevens,[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M01.00S,2025-03-09T23:27:25.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629634,82.86793692509855,49.26470588235294,1610612763,18,16,2025-03-09T23:27:36Z,1150000,False,-4.0,109.0,1,right,B. Clarke 10' floating Jump Shot (2 PTS) (D. Bane 3 AST),"[1629634, 1630217]",1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),8-16 Center,10.86,Made,,,,,,,2.0,,,,,D. Bane,1630217.0,3.0,,,,
119,PT03M42.00S,2025-03-09T23:27:44.1Z,1,REGULAR,2pt,Jump Shot,[],1630526,3.4986859395532193,71.07843137254902,1610612740,18,16,2025-03-09T23:27:50Z,1170000,False,-105.0,-20.0,1,left,MISS J. Robinson-Earl 10' turnaround Shot,[1630526],1610612740.0,NOP,turnaround,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,8-16 Left,10.72,Missed,,,,,,,,,,,,,,,,,,
120,PT03M38.00S,2025-03-09T23:27:48.1Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612763,18,16,2025-03-09T23:27:50Z,1180000,False,,,0,,L. Stevens REBOUND (Off:0 Def:1),[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,Mid-Range,8-16 Left,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,,,
121,PT03M22.00S,2025-03-09T23:28:04.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,87.46714848883047,44.11764705882353,1610612763,18,16,2025-03-09T23:28:25Z,1190000,False,-29.0,65.0,1,right,MISS B. Clarke 7' turnaround Shot,[1629634],1610612763.0,MEM,turnaround,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,7.16,Missed,,,,,,,,,,,,,,,,,,
122,PT03M19.00S,2025-03-09T23:28:07.2Z,1,REGULAR,rebound,defensive,[],1631255,,,1610612740,18,16,2025-03-09T23:28:10Z,1200000,False,,,0,,K. Matković REBOUND (Off:1 Def:1),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,In The Paint (Non-RA),0-8 Center,,,121.0,2.0,1.0,1.0,,,,,,,,,,,,,,
123,PT03M12.00S,2025-03-09T23:28:14.0Z,1,REGULAR,3pt,Jump Shot,[],1641722,27.020367936925098,80.88235294117648,1610612740,18,16,2025-03-09T23:28:20Z,1210000,False,-154.0,201.0,1,left,MISS J. Hawkins 25' 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,25.39,Missed,,,,,,,,,,,,,,,,,,
124,PT03M08.00S,2025-03-09T23:28:18.0Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612763,18,16,2025-03-09T23:28:20Z,1220000,False,,,0,,L. Stevens REBOUND (Off:0 Def:2),[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,Above the Break 3,24+ Left Center,,,123.0,2.0,2.0,0.0,,,,,,,,,,,,,,
125,PT03M05.00S,2025-03-09T23:28:25.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630526,,,1610612763,18,16,2025-03-09T23:28:34Z,1230000,False,,,0,,J. Robinson-Earl shooting personal FOUL (1 PF) (Stevens 2 FT),"[1630526, 1630205]",1610612740.0,NOP,shooting,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628954.0,,,1.0,0.0,Stevens,1630205.0,,,,,,,
127,PT03M05.00S,2025-03-09T23:28:48.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630205,,,1610612763,18,16,2025-03-09T23:29:13Z,1250000,False,,,0,,MISS L. Stevens Free Throw 1 of 2,[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
128,PT03M05.00S,2025-03-09T23:28:48.1Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612763,18,16,2025-03-09T23:29:13Z,1260000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,127.0,,,,,,,,,,,,,,,,,
129,PT03M05.00S,2025-03-09T23:28:49.7Z,1,REGULAR,substitution,out,[],1641722,,,1610612763,18,16,2025-03-09T23:29:07Z,1270000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M05.00S,2025-03-09T23:28:49.7Z,1,REGULAR,substitution,in,[],1641810,,,1610612763,18,16,2025-03-09T23:29:07Z,1280000,False,,,0,,SUB in: A. Reeves,[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M05.00S,2025-03-09T23:28:48.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630205,,,1610612763,18,17,2025-03-09T23:29:13Z,1290000,False,,,0,,L. Stevens Free Throw 2 of 2 (1 PTS),[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
132,PT02M52.00S,2025-03-09T23:29:24.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,7.703679369250986,54.166666666666664,1610612740,18,17,2025-03-09T23:29:40Z,1300000,False,-21.0,20.0,1,left,MISS T. Murphy III driving Layup - blocked,"[1630530, 1629634]",1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,,,,,,,,,,,Clarke,1629634.0,,
137,PT02M52.00S,2025-03-09T23:29:24.7Z,1,REGULAR,block,,[],1629634,,,1610612740,18,17,2025-03-09T23:32:37Z,1310000,False,,,0,,B. Clarke BLOCK (1 BLK),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
134,PT02M52.00S,2025-03-09T23:29:24.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,18,17,2025-03-09T23:29:40Z,1320000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,132.0,,,,,,,,,,,,,,,,,
136,PT02M52.00S,2025-03-09T23:29:42.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,18,17,2025-03-09T23:29:42Z,1340000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M41.00S,2025-03-09T23:32:39.0Z,1,REGULAR,foul,personal,['2freethrow'],1629634,,,1610612740,18,17,2025-03-09T23:32:51Z,1350000,False,,,0,,B. Clarke shooting personal FOUL (1 PF) (Brown 2 FT),"[1629634, 1628971]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,,,,,1628954.0,,,1.0,0.0,Brown,1628971.0,,,,,,,
140,PT02M41.00S,2025-03-09T23:33:00.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628971,,,1610612740,19,17,2025-03-09T23:33:00Z,1370000,False,,,0,,B. Brown Free Throw 1 of 2 (1 PTS),[1628971],1610612740.0,NOP,,,,Brown,B. Brown,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
141,PT02M41.00S,2025-03-09T23:33:15.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628971,,,1610612740,20,17,2025-03-09T23:33:15Z,1380000,False,,,0,,B. Brown Free Throw 2 of 2 (2 PTS),[1628971],1610612740.0,NOP,,,,Brown,B. Brown,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
142,PT02M21.00S,2025-03-09T23:33:36.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,85.89027595269383,51.470588235294116,1610612763,20,19,2025-03-09T23:33:58Z,1390000,False,7.0,80.0,1,right,D. Bane 8' driving floating Jump Shot (8 PTS),[1630217],1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,8.04,Made,,,,,,,8.0,,,,,,,,,,,
143,PT02M09.00S,2025-03-09T23:33:51.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,6.1268068331143235,54.166666666666664,1610612740,22,19,2025-03-09T23:34:23Z,1400000,False,-21.0,5.0,1,left,T. Murphy III driving Layup (5 PTS) (B. Brown 1 AST),"[1630530, 1628971]",1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,,,5.0,,,,,B. Brown,1628971.0,1.0,,,,
145,PT02M09.00S,2025-03-09T23:33:54.3Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629634,,,1610612740,22,19,2025-03-09T23:34:03Z,1420000,False,,,0,,B. Clarke shooting personal FOUL (2 PF) (Murphy III 1 FT),"[1629634, 1630530]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,,,,,1146.0,,,2.0,0.0,Murphy III,1630530.0,,,,,,,
147,PT02M09.00S,2025-03-09T23:34:11.3Z,1,REGULAR,substitution,out,[],1629634,,,1610612740,22,19,2025-03-09T23:34:47Z,1440000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M09.00S,2025-03-09T23:34:11.3Z,1,REGULAR,substitution,in,[],1641744,,,1610612740,22,19,2025-03-09T23:34:47Z,1450000,False,,,0,,SUB in: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M09.00S,2025-03-09T23:34:23.8Z,1,REGULAR,freethrow,1 of 1,[],1630530,,,1610612740,23,19,2025-03-09T23:34:23Z,1460000,False,,,0,,T. Murphy III Free Throw 1 of 1 (6 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
150,PT02M02.00S,2025-03-09T23:34:31.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,91.5407358738502,61.029411764705884,1610612763,23,21,2025-03-09T23:34:40Z,1470000,False,55.0,27.0,1,right,D. Bane 6' driving floating bank Jump Shot (10 PTS),[1630217],1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,6.14,Made,,,,,,,10.0,,,,,,,,,,,
151,PT01M50.00S,2025-03-09T23:34:44.5Z,1,REGULAR,2pt,Jump Shot,[],1630526,3.892904073587385,84.80392156862744,1610612740,23,21,2025-03-09T23:34:49Z,1480000,False,-174.0,-16.0,1,left,MISS J. Robinson-Earl 17' pullup Shot,[1630526],1610612740.0,NOP,pullup,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,16-24 Left,17.47,Missed,,,,,,,,,,,,,,,,,,
152,PT01M46.00S,2025-03-09T23:34:48.5Z,1,REGULAR,rebound,defensive,[],1641744,,,1610612763,23,21,2025-03-09T23:34:49Z,1490000,False,,,0,,Z. Edey REBOUND (Off:3 Def:3),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Mid-Range,16-24 Left,,,151.0,6.0,3.0,3.0,,,,,,,,,,,,,,
153,PT01M38.00S,2025-03-09T23:34:55.0Z,1,REGULAR,3pt,Jump Shot,[],1630205,72.22404730617609,80.88235294117648,1610612763,23,21,2025-03-09T23:35:00Z,1500000,False,154.0,209.0,1,right,MISS L. Stevens 25' 3PT,[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,Above the Break 3,24+ Right Center,25.95,Missed,,,,,,,,,,,,,,,,,,
154,PT01M35.00S,2025-03-09T23:34:58.0Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,23,21,2025-03-09T23:35:00Z,1510000,False,,,0,,T. Murphy III REBOUND (Off:2 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,153.0,3.0,1.0,2.0,,,,,,,,,,,,,,
155,PT01M26.00S,2025-03-09T23:35:07.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630530,14.4053876478318,47.05882352941176,1610612740,25,21,2025-03-09T23:35:46Z,1520000,False,15.0,83.0,1,left,T. Murphy III 8' driving floating Jump Shot (8 PTS),[1630530],1610612740.0,NOP,driving floating,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Center,8.42,Made,,,,,,,8.0,,,,,,,,,,,
156,PT01M10.00S,2025-03-09T23:35:24.5Z,1,REGULAR,3pt,Jump Shot,[],1641713,78.40013140604468,92.40196078431373,1610612763,25,21,2025-03-09T23:35:30Z,1530000,False,212.0,151.0,1,right,MISS G. Jackson 26' 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Right Center,26.0,Missed,,,,,,,,,,,,,,,,,,
157,PT01M05.00S,2025-03-09T23:35:29.5Z,1,REGULAR,rebound,defensive,[],1631255,,,1610612740,25,21,2025-03-09T23:35:30Z,1540000,False,,,0,,K. Matković REBOUND (Off:1 Def:2),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Above the Break 3,24+ Right Center,,,156.0,3.0,2.0,1.0,,,,,,,,,,,,,,
158,PT00M57.30S,2025-03-09T23:35:37.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,6.521024967148489,47.30392156862745,1610612740,25,21,2025-03-09T23:35:46Z,1550000,False,13.0,9.0,1,left,MISS B. Brown driving Layup,[1628971],1610612740.0,NOP,driving,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,1.61,Missed,,,,,,,,,,,,,,,,,,
160,PT00M52.40S,2025-03-09T23:35:42.5Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,25,21,2025-03-09T23:36:59Z,1570000,False,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,158.0,2.0,2.0,0.0,,,,,,,,,,,,,,
161,PT00M46.90S,2025-03-09T23:35:48.0Z,1,REGULAR,3pt,Jump Shot,[],1630590,68.01905387647832,72.54901960784314,1610612763,25,24,2025-03-09T23:35:57Z,1580000,False,113.0,248.0,1,right,S. Pippen Jr. 27' 3PT  (3 PTS) (D. Bane 4 AST),"[1630590, 1630217]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Right Center,27.25,Made,,,,,,,3.0,,,,,D. Bane,1630217.0,4.0,,,,
163,PT00M36.90S,2025-03-09T23:36:03.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630530,12.171484888304862,45.588235294117645,1610612740,27,24,2025-03-09T23:37:04Z,1600000,False,22.0,62.0,1,left,T. Murphy III 6' driving floating Jump Shot (10 PTS),[1630530],1610612740.0,NOP,driving floating,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,6.57,Made,,,,,,,10.0,,,,,,,,,,,
164,PT00M33.20S,2025-03-09T23:36:13.5Z,1,REGULAR,3pt,Jump Shot,[],1630217,67.49342969776609,74.50980392156863,1610612763,27,24,2025-03-09T23:37:15Z,1610000,False,123.0,253.0,1,right,MISS D. Bane 28' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,28.12,Missed,,,,,,,,,,,,,,,,,,
165,PT00M28.60S,2025-03-09T23:36:18.0Z,1,REGULAR,rebound,offensive,[],1630590,,,1610612763,27,24,2025-03-09T23:36:18Z,1620000,False,,,0,,S. Pippen Jr. REBOUND (Off:1 Def:0),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Right Center,,,164.0,1.0,0.0,1.0,,,,,,,,,,,,,,
167,PT00M20.40S,2025-03-09T23:36:55.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630217,92.9862023653088,54.166666666666664,1610612763,27,26,2025-03-09T23:37:48Z,1640000,False,21.0,13.0,1,right,D. Bane cutting Layup (12 PTS) (S. Pippen Jr. 1 AST),"[1630217, 1630590]",1610612763.0,MEM,cutting,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,2.47,Made,,,,,,,12.0,,,,,S. Pippen Jr.,1630590.0,1.0,,,,
169,PT00M00.00S,2025-03-09T23:37:19.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,16.507884362680684,39.950980392156865,1610612740,27,26,2025-03-09T23:38:05Z,1660000,False,50.0,103.0,1,left,MISS B. Brown 11' pullup Shot - blocked,"[1628971, 1641744]",1610612740.0,NOP,pullup,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,11.43,Missed,,,,,,,,,,,,,,,Edey,1641744.0,,
170,PT00M00.00S,2025-03-09T23:37:19.6Z,1,REGULAR,block,,[],1641744,,,1610612740,27,26,2025-03-09T23:37:23Z,1670000,False,,,0,,Z. Edey BLOCK (1 BLK),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
