actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
88,PT04M36.00S,2023-12-27T03:24:52.7Z,1,REGULAR,substitution,out,[],1641739,,,1610612757,20,20,2023-12-27T03:25:09Z,880000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M36.00S,2023-12-27T03:24:52.7Z,1,REGULAR,substitution,out,[],1628368,,,1610612757,20,20,2023-12-27T03:25:09Z,890000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M36.00S,2023-12-27T03:24:52.7Z,1,REGULAR,substitution,out,[],1628989,,,1610612757,20,20,2023-12-27T03:25:09Z,900000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M36.00S,2023-12-27T03:24:52.7Z,1,REGULAR,substitution,out,[],1631099,,,1610612757,20,20,2023-12-27T03:25:09Z,910000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M36.00S,2023-12-27T03:24:52.7Z,1,REGULAR,substitution,in,[],1641871,,,1610612757,20,20,2023-12-27T03:25:09Z,920000,False,,,0,,SUB in: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M36.00S,2023-12-27T03:24:52.7Z,1,REGULAR,substitution,in,[],1629680,,,1610612757,20,20,2023-12-27T03:25:09Z,930000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M36.00S,2023-12-27T03:24:52.7Z,1,REGULAR,substitution,in,[],1626168,,,1610612757,20,20,2023-12-27T03:25:09Z,940000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M36.00S,2023-12-27T03:24:52.7Z,1,REGULAR,substitution,in,[],1628370,,,1610612757,20,20,2023-12-27T03:25:09Z,950000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M36.00S,2023-12-27T03:24:52.7Z,1,REGULAR,substitution,in,[],1631165,,,1610612757,20,20,2023-12-27T03:25:09Z,960000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M24.00S,2023-12-27T03:25:25.1Z,1,REGULAR,foul,personal,['2freethrow'],1626168,,,1610612757,20,20,2023-12-27T03:25:41Z,970000,False,,,0,,T. Lyles shooting personal FOUL (1 PF) (Reath 2 FT),"[1626168, 1641871]",1610612758.0,SAC,shooting,,,Lyles,T. Lyles,,,,,Restricted Area,0-8 Center,,,,,,1204.0,,,,,1.0,0.0,Reath,1641871.0,,,,,,
99,PT04M24.00S,2023-12-27T03:25:51.2Z,1,REGULAR,freethrow,1 of 2,[],1641871,,,1610612757,21,20,2023-12-27T03:25:51Z,990000,False,,,0,,D. Reath Free Throw 1 of 2 (1 PTS),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
100,PT04M24.00S,2023-12-27T03:26:09.1Z,1,REGULAR,freethrow,2 of 2,[],1641871,,,1610612757,22,20,2023-12-27T03:26:09Z,1000000,False,,,0,,D. Reath Free Throw 2 of 2 (2 PTS),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
101,PT04M06.00S,2023-12-27T03:26:25.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,5.995400788436268,47.794117647058826,1610612758,22,22,2023-12-27T03:26:29Z,1010000,False,11.0,4.0,1,left,D. Sabonis DUNK (11 PTS) (K. Ellis 1 AST),"[1627734, 1631165]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1.17,Made,,,,,11.0,K. Ellis,1631165.0,1.0,,,,,,,,,,
103,PT03M56.00S,2023-12-27T03:26:36.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630703,89.17542706964521,46.568627450980394,1610612757,22,22,2023-12-27T03:26:39Z,1030000,False,-17.0,49.0,1,right,MISS S. Henderson driving floating Shot,[1630703],1610612757.0,POR,driving floating,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,5.22,Missed,,,,,,,,,,,,,,,,,,
104,PT03M54.00S,2023-12-27T03:26:38.3Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,22,22,2023-12-27T03:29:09Z,1040000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,103.0,,,,,,,,,,4.0,3.0,1.0,,,
105,PT03M45.00S,2023-12-27T03:26:46.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,18.347568988173457,48.77450980392157,1610612758,22,24,2023-12-27T03:26:57Z,1050000,False,6.0,120.0,1,left,H. Barnes 12' floating Jump Shot (6 PTS),[203084],1610612758.0,SAC,floating,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),8-16 Center,12.02,Made,,,,,6.0,,,,,,,,,,,,,
106,PT03M26.00S,2023-12-27T03:27:05.8Z,1,REGULAR,2pt,Jump Shot,[],1629014,93.38042049934296,80.63725490196079,1610612757,22,24,2023-12-27T03:27:11Z,1060000,False,153.0,10.0,1,right,MISS A. Simons 15' step back Shot,[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Mid-Range,8-16 Right,15.35,Missed,,,,,,,,,,,,,,,,,,
107,PT03M22.00S,2023-12-27T03:27:09.8Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,22,24,2023-12-27T03:27:11Z,1070000,False,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Mid-Range,8-16 Right,,,,,106.0,,,,,,,,,,1.0,1.0,0.0,,,
108,PT03M20.00S,2023-12-27T03:27:12.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628370,5.338370565045992,48.77450980392157,1610612758,22,26,2023-12-27T03:27:19Z,1080000,False,6.0,-2.0,1,left,M. Monk running DUNK (2 PTS) (K. Ellis 2 AST),"[1628370, 1631165]",1610612758.0,SAC,running,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,0.65,Made,,,,,2.0,K. Ellis,1631165.0,2.0,,,,,,,,,,
110,PT03M19.00S,2023-12-27T03:27:18.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,22,26,2023-12-27T03:27:18Z,1100000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M19.00S,2023-12-27T03:29:39.7Z,1,REGULAR,substitution,out,[],1629014,,,1610612757,22,26,2023-12-27T03:29:56Z,1110000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M19.00S,2023-12-27T03:29:39.7Z,1,REGULAR,substitution,in,[],1627763,,,1610612757,22,26,2023-12-27T03:29:56Z,1120000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M19.00S,2023-12-27T03:29:39.7Z,1,REGULAR,substitution,out,[],203924,,,1610612757,22,26,2023-12-27T03:30:18Z,1130000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M19.00S,2023-12-27T03:29:39.7Z,1,REGULAR,substitution,in,[],1631133,,,1610612757,22,26,2023-12-27T03:30:18Z,1140000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M11.00S,2023-12-27T03:30:19.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630703,92.06636005256242,53.18627450980392,1610612757,22,26,2023-12-27T03:31:29Z,1150000,False,16.0,22.0,1,right,MISS S. Henderson driving floating Shot - blocked,"[1630703, 1631165]",1610612757.0,POR,driving floating,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,2.72,Missed,Ellis,1631165.0,,,,,,,,,,,,,,,,
116,PT03M11.00S,2023-12-27T03:30:19.8Z,1,REGULAR,block,,[],1631165,,,1610612757,22,26,2023-12-27T03:30:21Z,1160000,False,,,0,,K. Ellis BLOCK (1 BLK),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
120,PT03M09.00S,2023-12-27T03:30:21.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,22,26,2023-12-27T03:31:29Z,1170000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,115.0,,,,,,,,,,,,,,,
117,PT03M09.00S,2023-12-27T03:30:56.2Z,1,REGULAR,jumpball,recovered,[],1626168,,,1610612758,22,26,2023-12-27T03:31:35Z,1180000,False,,,0,,Jump Ball K. Ellis vs. D. Reath: Tip to T. Lyles,"[1626168, 1631165, 1641871]",1610612758.0,SAC,heldball,T. Lyles,1626168.0,Lyles,T. Lyles,Ellis,1631165.0,Reath,1641871.0,,,,,,,,,,,,,,,,,,,,,,
121,PT02M56.00S,2023-12-27T03:31:06.8Z,1,REGULAR,foul,personal,['2freethrow'],1631133,,,1610612758,22,26,2023-12-27T03:31:19Z,1210000,False,,,0,,J. Walker shooting personal FOUL (1 PF) (Sabonis 2 FT),"[1631133, 1627734]",1610612757.0,POR,shooting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,202041.0,,,,,1.0,0.0,Sabonis,1627734.0,,,,,,
123,PT02M56.00S,2023-12-27T03:31:33.6Z,1,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,22,26,2023-12-27T03:31:33Z,1230000,False,,,0,,MISS D. Sabonis Free Throw 1 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
124,PT02M56.00S,2023-12-27T03:31:33.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,22,26,2023-12-27T03:31:33Z,1240000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,123.0,,,,,,,,,,,,,,,
125,PT02M56.00S,2023-12-27T03:31:53.3Z,1,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,22,27,2023-12-27T03:31:53Z,1250000,False,,,0,,D. Sabonis Free Throw 2 of 2 (12 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
126,PT02M39.00S,2023-12-27T03:32:15.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631133,94.1688567674113,51.225490196078425,1610612757,24,27,2023-12-27T03:32:18Z,1260000,False,6.0,2.0,1,right,J. Walker driving Layup (2 PTS) (S. Henderson 2 AST),"[1631133, 1630703]",1610612757.0,POR,driving,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,0.65,Made,,,,,2.0,S. Henderson,1630703.0,2.0,,,,,,,,,,
128,PT02M39.00S,2023-12-27T03:32:17.0Z,1,REGULAR,foul,personal,['1freethrow'],203084,,,1610612757,24,27,2023-12-27T03:32:24Z,1280000,False,,,0,,H. Barnes shooting personal FOUL (1 PF) (Walker 1 FT),"[203084, 1631133]",1610612758.0,SAC,shooting,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,202041.0,,,,,1.0,0.0,Walker,1631133.0,,,,,,
130,PT02M39.00S,2023-12-27T03:32:25.0Z,1,REGULAR,substitution,out,[],203084,,,1610612757,24,27,2023-12-27T03:32:50Z,1300000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M39.00S,2023-12-27T03:32:25.0Z,1,REGULAR,substitution,in,[],1628426,,,1610612757,24,27,2023-12-27T03:32:50Z,1310000,False,,,0,,SUB in: A. Vezenkov,[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M39.00S,2023-12-27T03:32:49.1Z,1,REGULAR,freethrow,1 of 1,[],1631133,,,1610612757,24,27,2023-12-27T03:32:53Z,1320000,False,,,0,,MISS J. Walker Free Throw 1 of 1,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
133,PT02M37.00S,2023-12-27T03:32:51.1Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,24,27,2023-12-27T03:32:53Z,1330000,False,,,0,,T. Lyles REBOUND (Off:0 Def:2),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,132.0,,,,,,,,,,2.0,2.0,0.0,,,
134,PT02M18.00S,2023-12-27T03:33:09.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,6.521024967148489,50.245098039215684,1610612758,24,29,2023-12-27T03:33:13Z,1340000,False,-1.0,9.0,1,left,D. Sabonis cutting Layup (14 PTS) (M. Monk 1 AST),"[1627734, 1628370]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,14.0,M. Monk,1628370.0,1.0,,,,,,,,,,
136,PT02M08.00S,2023-12-27T03:33:23.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628426,,,1610612757,24,29,2023-12-27T03:33:30Z,1360000,False,,,0,,A. Vezenkov personal FOUL (1 PF) (Brogdon 2 FT),"[1628426, 1627763]",1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,Mid-Range,16-24 Right Center,,,,,,1199.0,,,,,1.0,0.0,Brogdon,1627763.0,,,,,,
138,PT02M08.00S,2023-12-27T03:33:42.9Z,1,REGULAR,freethrow,1 of 2,[],1627763,,,1610612757,25,29,2023-12-27T03:33:42Z,1380000,False,,,0,,M. Brogdon Free Throw 1 of 2 (6 PTS),[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
139,PT02M08.00S,2023-12-27T03:33:54.5Z,1,REGULAR,freethrow,2 of 2,[],1627763,,,1610612757,26,29,2023-12-27T03:33:54Z,1390000,False,,,0,,M. Brogdon Free Throw 2 of 2 (7 PTS),[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
140,PT01M51.00S,2023-12-27T03:34:15.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,14.273981603153747,36.76470588235294,1610612758,26,29,2023-12-27T03:34:20Z,1400000,False,66.0,82.0,1,left,MISS M. Monk 10' driving floating Shot,[1628370],1610612758.0,SAC,driving floating,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Right,10.52,Missed,,,,,,,,,,,,,,,,,,
141,PT01M49.00S,2023-12-27T03:34:17.4Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612757,26,29,2023-12-27T03:34:20Z,1410000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Right,,,,,140.0,,,,,,,,,,1.0,1.0,0.0,,,
142,PT01M41.00S,2023-12-27T03:34:25.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641871,90.3580814717477,38.72549019607843,1610612757,28,29,2023-12-27T03:34:31Z,1420000,False,-56.0,38.0,1,right,D. Reath 6' driving bank Hook (4 PTS) (S. Henderson 3 AST),"[1641871, 1630703]",1610612757.0,POR,driving bank,,,Reath,D. Reath,,,,,In The Paint (Non-RA),0-8 Center,6.81,Made,,,,,4.0,S. Henderson,1630703.0,3.0,,,,,,,,,,
144,PT01M27.00S,2023-12-27T03:34:40.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,8.360709592641262,48.529411764705884,1610612758,28,29,2023-12-27T03:34:58Z,1440000,False,7.0,26.0,1,left,MISS D. Sabonis driving Layup,[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.71,Missed,,,,,,,,,,,,,,,,,,
146,PT01M27.00S,2023-12-27T03:34:40.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,28,29,2023-12-27T03:34:58Z,1460000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,144.0,,,,,,,,,,,,,,,
148,PT01M27.00S,2023-12-27T03:34:47.9Z,1,REGULAR,substitution,out,[],1627734,,,1610612758,28,29,2023-12-27T03:34:52Z,1480000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M27.00S,2023-12-27T03:34:47.9Z,1,REGULAR,substitution,out,[],1631165,,,1610612758,28,29,2023-12-27T03:34:52Z,1490000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M27.00S,2023-12-27T03:34:47.9Z,1,REGULAR,substitution,in,[],201580,,,1610612758,28,29,2023-12-27T03:34:52Z,1500000,False,,,0,,SUB in: J. McGee,[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M27.00S,2023-12-27T03:34:47.9Z,1,REGULAR,substitution,in,[],1628368,,,1610612758,28,29,2023-12-27T03:34:52Z,1510000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M20.00S,2023-12-27T03:35:12.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",201580,6.258212877792378,48.529411764705884,1610612758,28,31,2023-12-27T03:35:16Z,1520000,False,7.0,6.0,1,left,J. McGee alley-oop DUNK (2 PTS) (M. Monk 2 AST),"[201580, 1628370]",1610612758.0,SAC,alley-oop,,,McGee,J. McGee,,,,,Restricted Area,0-8 Center,0.97,Made,,,,,2.0,M. Monk,1628370.0,2.0,,,,,,,,,,
154,PT01M06.00S,2023-12-27T03:35:30.9Z,1,REGULAR,foul,offensive,[],1629680,,,1610612757,28,31,2023-12-27T03:35:36Z,1540000,False,,,0,,M. Thybulle offensive FOUL (1 PF),"[1629680, 1628370]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Mid-Range,16-24 Right Center,,,,,,1199.0,,,,,1.0,0.0,Monk,1628370.0,,,,,,
156,PT01M06.00S,2023-12-27T03:35:30.9Z,1,REGULAR,turnover,offensive foul,[],1629680,,,1610612757,28,31,2023-12-27T03:35:30Z,1560000,False,,,0,,M. Thybulle offensive foul TURNOVER (1 TO),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Mid-Range,16-24 Right Center,,,,,,1199.0,,,,,,,,,,,,1.0,,
157,PT01M02.00S,2023-12-27T03:35:51.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",201580,5.469776609724048,49.26470588235294,1610612758,28,33,2023-12-27T03:35:55Z,1570000,False,4.0,-1.0,1,left,J. McGee alley-oop DUNK (4 PTS) (M. Monk 3 AST),"[201580, 1628370]",1610612758.0,SAC,alley-oop,,,McGee,J. McGee,,,,,Restricted Area,0-8 Center,0.39,Made,,,,,4.0,M. Monk,1628370.0,3.0,,,,,,,,,,
159,PT00M47.00S,2023-12-27T03:36:10.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631133,87.20433639947439,49.754901960784316,1610612757,30,33,2023-12-27T03:36:14Z,1590000,False,-1.0,68.0,1,right,J. Walker 6' floating Jump Shot (4 PTS) (M. Brogdon 3 AST),"[1631133, 1627763]",1610612757.0,POR,floating,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,6.78,Made,,,,,4.0,M. Brogdon,1627763.0,3.0,,,,,,,,,,
161,PT00M35.00S,2023-12-27T03:36:24.3Z,1,REGULAR,turnover,bad pass,[],1628368,,,1610612758,30,33,2023-12-27T03:36:30Z,1610000,False,,,0,,D. Fox bad pass TURNOVER (1 TO),"[1628368, 1629680]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Thybulle,1629680.0
162,PT00M35.00S,2023-12-27T03:36:24.3Z,1,REGULAR,steal,,[],1629680,,,1610612757,30,33,2023-12-27T03:36:25Z,1620000,False,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
163,PT00M29.50S,2023-12-27T03:36:30.6Z,1,REGULAR,2pt,Hook,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641871,94.56307490144546,48.28431372549019,1610612757,32,33,2023-12-27T03:40:28Z,1630000,False,-9.0,-1.0,1,right,D. Reath bank Hook (6 PTS) (M. Thybulle 1 AST),"[1641871, 1629680]",1610612757.0,POR,bank,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,0.87,Made,,,,,6.0,M. Thybulle,1629680.0,1.0,,,,,,,,,,
165,PT00M07.10S,2023-12-27T03:36:55.8Z,1,REGULAR,3pt,Jump Shot,[],1628426,3.892904073587385,97.30392156862744,1610612758,32,33,2023-12-27T03:37:01Z,1650000,False,-237.0,-16.0,1,left,MISS A. Vezenkov 3PT - blocked,"[1628426, 1629680]",1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,Left Corner 3,24+ Left,23.7,Missed,Thybulle,1629680.0,,,,,,,,,,,,,,,,
166,PT00M07.10S,2023-12-27T03:36:55.8Z,1,REGULAR,block,,[],1629680,,,1610612758,32,33,2023-12-27T03:36:59Z,1660000,False,,,0,,M. Thybulle BLOCK (1 BLK),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
167,PT00M05.90S,2023-12-27T03:36:57.0Z,1,REGULAR,rebound,offensive,[],1628426,,,1610612758,32,33,2023-12-27T03:37:45Z,1670000,False,,,0,,A. Vezenkov REBOUND (Off:1 Def:0),[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,Left Corner 3,24+ Left,,,,,165.0,,,,,,,,,,1.0,0.0,1.0,,,
168,PT00M05.50S,2023-12-27T03:37:02.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628370,17.296320630749015,95.34313725490196,1610612758,32,33,2023-12-27T03:37:06Z,1680000,False,-227.0,110.0,1,left,MISS M. Monk 25' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,25.2,Missed,,,,,,,,,,,,,,,,,,
169,PT00M05.50S,2023-12-27T03:37:04.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,32,33,2023-12-27T03:37:04Z,1690000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,168.0,,,,,,,,,,,,,,,
170,PT00M05.50S,2023-12-27T03:37:05.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612758,32,33,2023-12-27T03:37:10Z,1700000,False,,,0,,SAC shot clock Team TURNOVER,[],1610612758.0,SAC,,,,,,,,,,Mid-Range,8-16 Left,,,,,,1204.0,,,,,,,,,,,,,,
171,PT00M05.50S,2023-12-27T03:37:12.3Z,1,REGULAR,substitution,out,[],1628426,,,1610612757,32,33,2023-12-27T03:37:22Z,1710000,False,,,0,,SUB out: A. Vezenkov,[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M05.50S,2023-12-27T03:37:12.3Z,1,REGULAR,substitution,out,[],1628368,,,1610612757,32,33,2023-12-27T03:37:22Z,1720000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT00M05.50S,2023-12-27T03:37:12.3Z,1,REGULAR,substitution,in,[],1630556,,,1610612757,32,33,2023-12-27T03:37:22Z,1730000,False,,,0,,SUB in: K. Edwards,[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT00M05.50S,2023-12-27T03:37:12.3Z,1,REGULAR,substitution,in,[],1631165,,,1610612757,32,33,2023-12-27T03:37:22Z,1740000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M05.50S,2023-12-27T03:37:29.9Z,1,REGULAR,substitution,out,[],201580,,,1610612757,32,33,2023-12-27T03:37:43Z,1750000,False,,,0,,SUB out: J. McGee,[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT00M05.50S,2023-12-27T03:37:29.9Z,1,REGULAR,substitution,in,[],1630537,,,1610612757,32,33,2023-12-27T03:37:43Z,1760000,False,,,0,,SUB in: C. Duarte,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT00M00.60S,2023-12-27T03:37:59.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631133,91.67214191852825,3.1862745098039214,1610612757,32,33,2023-12-27T03:42:11Z,1770000,False,-234.0,26.0,1,right,MISS J. Walker 3PT - blocked,"[1631133, 1626168]",1610612757.0,POR,,,,Walker,J. Walker,,,,,Left Corner 3,24+ Left,23.55,Missed,Lyles,1626168.0,,,,,,,,,,,,,,,,
178,PT00M00.60S,2023-12-27T03:37:59.2Z,1,REGULAR,block,,[],1626168,,,1610612757,32,33,2023-12-27T03:38:01Z,1780000,False,,,0,,T. Lyles BLOCK (1 BLK),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
