actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
199,PT11M13.00S,2023-11-04T02:45:13.9Z,2,REGULAR,steal,,[],1630219,,,1610612757,33,26,2023-11-04T02:45:16Z,1900000,False,,,0,,S. Mays STEAL (1 STL),[1630219],1610612757.0,POR,,,,Mays,S. Mays,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
200,PT10M51.00S,2023-11-04T02:45:35.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641739,5.995400788436268,43.872549019607845,1610612757,33,26,2023-11-04T02:45:42Z,1910000,False,31.0,4.0,1,left,MISS T. Camara driving Layup - blocked,"[1641739, 1630217]",1610612757.0,POR,driving,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,3.08,Missed,,,,,,Bane,1630217.0,,,,,,,,,,,
201,PT10M51.00S,2023-11-04T02:45:35.5Z,2,REGULAR,block,,[],1630217,,,1610612757,33,26,2023-11-04T02:46:07Z,1920000,False,,,0,,D. Bane BLOCK (2 BLK),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
202,PT10M49.00S,2023-11-04T02:45:37.5Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,33,26,2023-11-04T02:45:42Z,1930000,False,,,0,,D. Bane REBOUND (Off:1 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,200.0,3.0,2.0,1.0,,,,,,,,,,,,,,
203,PT10M48.00S,2023-11-04T02:45:40.1Z,2,REGULAR,foul,personal,['2freethrow'],1641739,,,1610612763,33,26,2023-11-04T02:45:48Z,1940000,False,,,0,,T. Camara shooting personal FOUL (1 PF) (Bane 2 FT),"[1641739, 1630217]",1610612757.0,POR,shooting,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1148.0,,,,1.0,0.0,Bane,1630217.0
205,PT10M48.00S,2023-11-04T02:46:05.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630217,,,1610612763,33,27,2023-11-04T02:46:25Z,1960000,False,,,0,,D. Bane Free Throw 1 of 2 (8 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
206,PT10M48.00S,2023-11-04T02:46:05.2Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630217,,,1610612763,33,27,2023-11-04T02:46:25Z,1970000,False,,,0,,MISS D. Bane Free Throw 2 of 2,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
207,PT10M46.00S,2023-11-04T02:46:07.2Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612757,33,27,2023-11-04T02:46:25Z,1980000,False,,,0,,R. Williams III REBOUND (Off:2 Def:2),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,206.0,4.0,2.0,2.0,,,,,,,,,,,,,,
208,PT10M33.00S,2023-11-04T02:46:36.6Z,2,REGULAR,3pt,Jump Shot,[],1630219,19.92444152431012,92.15686274509804,1610612757,33,27,2023-11-04T02:46:44Z,1990000,False,-211.0,135.0,1,left,MISS S. Mays 25' 3PT,[1630219],1610612757.0,POR,,,,Mays,S. Mays,,,,,Above the Break 3,24+ Left Center,25.02,Missed,,,,,,,,,,,,,,,,,,
209,PT10M29.00S,2023-11-04T02:46:40.6Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,33,27,2023-11-04T02:47:24Z,2000000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,208.0,3.0,3.0,0.0,,,,,,,,,,,,,,
210,PT10M25.00S,2023-11-04T02:46:44.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630217,93.24901445466492,47.30392156862745,1610612763,33,29,2023-11-04T02:46:49Z,2010000,False,-13.0,11.0,1,right,D. Bane running Layup (10 PTS),[1630217],1610612763.0,MEM,running,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,1.74,Made,,,,,10.0,,,,,,,,,,,,,
211,PT10M16.00S,2023-11-04T02:46:59.7Z,2,REGULAR,foul,offensive,[],1641739,,,1610612757,33,29,2023-11-04T02:47:49Z,2020000,False,,,0,,T. Camara offensive FOUL (2 PF),"[1641739, 1628991]",1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202035.0,,,,2.0,0.0,Jackson Jr.,1628991.0
213,PT10M16.00S,2023-11-04T02:46:59.7Z,2,REGULAR,turnover,offensive foul,[],1641739,,,1610612757,33,29,2023-11-04T02:46:59Z,2040000,False,,,0,,T. Camara offensive foul TURNOVER (1 TO),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1.0,,,202035.0,,,,,,,
214,PT10M00.00S,2023-11-04T02:47:25.0Z,2,REGULAR,turnover,bad pass,[],1631246,,,1610612763,33,29,2023-11-04T02:47:29Z,2050000,False,,,0,,V. Williams Jr. bad pass TURNOVER (1 TO),"[1631246, 1629057]",1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Mid-Range,16-24 Right,,,,,,,,,,1.0,Williams III,1629057.0,,,,,,,,
215,PT10M00.00S,2023-11-04T02:47:25.0Z,2,REGULAR,steal,,[],1629057,,,1610612757,33,29,2023-11-04T02:47:26Z,2060000,False,,,0,,R. Williams III STEAL (2 STL),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
216,PT09M52.00S,2023-11-04T02:47:32.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630219,27.283180026281208,78.67647058823529,1610612757,33,29,2023-11-04T02:47:39Z,2070000,False,-143.0,204.0,1,left,MISS S. Mays 24' 3PT,[1630219],1610612757.0,POR,,,,Mays,S. Mays,,,,,Above the Break 3,24+ Left Center,24.94,Missed,,,,,,,,,,,,,,,,,,
217,PT09M49.00S,2023-11-04T02:47:35.2Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,33,29,2023-11-04T02:47:39Z,2080000,False,,,0,,D. Bane REBOUND (Off:1 Def:3),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,216.0,4.0,3.0,1.0,,,,,,,,,,,,,,
218,PT09M47.00S,2023-11-04T02:47:38.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629723,93.11760840998686,50.73529411764706,1610612763,33,31,2023-11-04T02:47:46Z,2090000,False,4.0,12.0,1,right,J. Konchar running Layup (2 PTS) (D. Bane 2 AST),"[1629723, 1630217]",1610612763.0,MEM,running,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,1.27,Made,,,,,2.0,,,,,,,D. Bane,1630217.0,2.0,,,,
220,PT09M32.00S,2023-11-04T02:47:52.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,5.995400788436268,45.588235294117645,1610612757,33,31,2023-11-04T02:47:55Z,2110000,False,22.0,4.0,1,left,MISS S. Sharpe driving Layup,[1631101],1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,2.24,Missed,,,,,,,,,,,,,,,,,,
221,PT09M31.00S,2023-11-04T02:47:53.2Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,33,31,2023-11-04T02:47:55Z,2120000,False,,,0,,D. Bane REBOUND (Off:1 Def:4),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,220.0,5.0,4.0,1.0,,,,,,,,,,,,,,
222,PT09M28.00S,2023-11-04T02:47:57.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,66.44218134034165,26.225490196078432,1610612763,33,34,2023-11-04T02:48:17Z,2130000,False,-119.0,263.0,1,right,D. Bane 28' 3PT running pullup (13 PTS),[1630217],1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,28.85,Made,,,,,13.0,,,,,,,,,,,,,
223,PT09M27.00S,2023-11-04T02:48:01.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,33,34,2023-11-04T02:48:01Z,2140000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT09M27.00S,2023-11-04T02:50:30.2Z,2,REGULAR,substitution,out,[],1630219,,,1610612757,33,34,2023-11-04T02:50:56Z,2150000,False,,,0,,SUB out: S. Mays,[1630219],1610612757.0,POR,,,,Mays,S. Mays,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT09M27.00S,2023-11-04T02:50:30.2Z,2,REGULAR,substitution,out,[],1641739,,,1610612757,33,34,2023-11-04T02:50:56Z,2160000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT09M27.00S,2023-11-04T02:50:30.2Z,2,REGULAR,substitution,out,[],1631133,,,1610612757,33,34,2023-11-04T02:50:56Z,2170000,False,,,0,,SUB out: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT09M27.00S,2023-11-04T02:50:30.2Z,2,REGULAR,substitution,out,[],1629057,,,1610612757,33,34,2023-11-04T02:50:56Z,2180000,False,,,0,,SUB out: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT09M27.00S,2023-11-04T02:50:30.2Z,2,REGULAR,substitution,in,[],1629028,,,1610612757,33,34,2023-11-04T02:50:56Z,2190000,False,,,0,,SUB in: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT09M27.00S,2023-11-04T02:50:30.2Z,2,REGULAR,substitution,in,[],1627763,,,1610612757,33,34,2023-11-04T02:50:56Z,2200000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT09M27.00S,2023-11-04T02:50:30.2Z,2,REGULAR,substitution,in,[],203924,,,1610612757,33,34,2023-11-04T02:50:56Z,2210000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT09M27.00S,2023-11-04T02:50:30.2Z,2,REGULAR,substitution,in,[],1629680,,,1610612757,33,34,2023-11-04T02:50:56Z,2220000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT09M14.00S,2023-11-04T02:51:17.5Z,2,REGULAR,3pt,Jump Shot,[],1627763,31.09395532194481,63.970588235294116,1610612757,33,34,2023-11-04T02:51:21Z,2230000,False,-70.0,240.0,1,left,MISS M. Brogdon 24' 3PT,[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,24.98,Missed,,,,,,,,,,,,,,,,,,
234,PT09M12.00S,2023-11-04T02:51:19.5Z,2,REGULAR,rebound,defensive,[],1631246,,,1610612763,33,34,2023-11-04T02:51:21Z,2240000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:1),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Center,,,233.0,1.0,1.0,0.0,,,,,,,,,,,,,,
236,PT08M53.00S,2023-11-04T02:51:54.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,93.51182654402102,53.18627450980392,1610612763,33,36,2023-11-04T02:52:01Z,2260000,False,16.0,8.0,1,right,J. Jackson Jr. driving Layup (8 PTS) (J. Gilyard 2 AST),"[1628991, 1631367]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,1.8,Made,,,,,8.0,,,,,,,J. Gilyard,1631367.0,2.0,,,,
240,PT08M40.00S,2023-11-04T02:52:05.7Z,2,REGULAR,turnover,bad pass,[],1629028,,,1610612757,33,36,2023-11-04T02:52:12Z,2300000,False,,,0,,D. Ayton bad pass TURNOVER (1 TO),"[1629028, 1630217]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,,,,,,,,,,1.0,Bane,1630217.0,,,,,,,,
241,PT08M40.00S,2023-11-04T02:52:05.7Z,2,REGULAR,steal,,[],1630217,,,1610612763,33,36,2023-11-04T02:52:07Z,2310000,False,,,0,,D. Bane STEAL (2 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
242,PT08M31.00S,2023-11-04T02:52:14.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630217,92.19776609724047,3.431372549019608,1610612763,33,39,2023-11-04T02:52:19Z,2320000,False,-233.0,21.0,1,right,D. Bane 3PT  (16 PTS) (J. Jackson Jr. 1 AST),"[1630217, 1628991]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Left Corner 3,24+ Left,23.37,Made,,,,,16.0,,,,,,,J. Jackson Jr.,1628991.0,1.0,,,,
244,PT08M21.00S,2023-11-04T02:52:29.1Z,2,REGULAR,foul,personal,[],1631246,,,1610612757,33,39,2023-11-04T02:57:32Z,2340000,False,,,0,,V. Williams Jr. personal FOUL (1 PF),"[1631246, 1631101]",1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1148.0,,,,1.0,0.0,Sharpe,1631101.0
246,PT08M07.00S,2023-11-04T02:52:58.7Z,2,REGULAR,2pt,Jump Shot,[],203924,16.376478318002626,29.411764705882355,1610612757,33,39,2023-11-04T02:53:07Z,2360000,False,103.0,101.0,1,left,MISS J. Grant 14' turnaround fadeaway Shot,[203924],1610612757.0,POR,turnaround fadeaway,,,Grant,J. Grant,,,,,Mid-Range,8-16 Right,14.45,Missed,,,,,,,,,,,,,,,,,,
247,PT08M07.00S,2023-11-04T02:52:58.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612763,33,39,2023-11-04T02:53:07Z,2370000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Mid-Range,8-16 Right,,,246.0,,,,,,,,,,,,,,,,,
248,PT08M07.00S,2023-11-04T02:53:03.0Z,2,REGULAR,foul,personal,[],1629028,,,1610612763,33,39,2023-11-04T02:53:13Z,2380000,False,,,0,,D. Ayton loose ball personal FOUL (1 PF),"[1629028, 1628991]",1610612757.0,POR,loose ball,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627534.0,,,,1.0,0.0,Jackson Jr.,1628991.0
250,PT07M49.00S,2023-11-04T02:53:34.2Z,2,REGULAR,2pt,Jump Shot,[],1630217,79.71419185282524,77.20588235294117,1610612763,33,39,2023-11-04T02:53:38Z,2400000,False,136.0,138.0,1,right,MISS D. Bane 19' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Mid-Range,16-24 Right Center,19.39,Missed,,,,,,,,,,,,,,,,,,
251,PT07M47.00S,2023-11-04T02:53:36.2Z,2,REGULAR,rebound,defensive,[],203924,,,1610612757,33,39,2023-11-04T02:53:38Z,2410000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,16-24 Right Center,,,250.0,1.0,1.0,0.0,,,,,,,,,,,,,,
252,PT07M37.00S,2023-11-04T02:53:46.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203924,6.915243101182654,47.794117647058826,1610612757,35,39,2023-11-04T02:53:51Z,2420000,False,11.0,13.0,1,left,J. Grant driving Layup (5 PTS),[203924],1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,1.67,Made,,,,,5.0,,,,,,,,,,,,,
253,PT07M14.00S,2023-11-04T02:54:09.3Z,2,REGULAR,3pt,Jump Shot,[],1628991,67.36202365308804,32.59803921568628,1610612763,35,42,2023-11-04T02:54:15Z,2430000,False,-87.0,254.0,1,right,J. Jackson Jr. 26' 3PT  (11 PTS) (J. Gilyard 3 AST),"[1628991, 1631367]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,26.88,Made,,,,,11.0,,,,,,,J. Gilyard,1631367.0,3.0,,,,
255,PT06M55.00S,2023-11-04T02:54:29.2Z,2,REGULAR,turnover,bad pass,[],1631101,,,1610612757,35,42,2023-11-04T02:54:32Z,2450000,False,,,0,,S. Sharpe bad pass TURNOVER (1 TO),"[1631101, 1630217]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,1.0,Bane,1630217.0,,,,,,,,
256,PT06M55.00S,2023-11-04T02:54:29.2Z,2,REGULAR,steal,,[],1630217,,,1610612763,35,42,2023-11-04T02:54:30Z,2460000,False,,,0,,D. Bane STEAL (3 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
257,PT06M49.00S,2023-11-04T02:54:34.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630217,94.43166885676742,48.529411764705884,1610612763,35,44,2023-11-04T02:54:43Z,2470000,False,-7.0,0.0,1,right,D. Bane running Layup (18 PTS),[1630217],1610612763.0,MEM,running,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,0.74,Made,,,,,18.0,,,,,,,,,,,,,
258,PT06M49.00S,2023-11-04T02:54:40.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,35,44,2023-11-04T02:55:12Z,2480000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M49.00S,2023-11-04T02:57:03.7Z,2,REGULAR,substitution,out,[],1631367,,,1610612757,35,44,2023-11-04T02:57:27Z,2490000,False,,,0,,SUB out: J. Gilyard,[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M49.00S,2023-11-04T02:57:03.7Z,2,REGULAR,substitution,out,[],1628991,,,1610612757,35,44,2023-11-04T02:57:27Z,2500000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M49.00S,2023-11-04T02:57:03.7Z,2,REGULAR,substitution,in,[],1630214,,,1610612757,35,44,2023-11-04T02:57:27Z,2510000,False,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M49.00S,2023-11-04T02:57:03.7Z,2,REGULAR,substitution,in,[],1628379,,,1610612757,35,44,2023-11-04T02:57:27Z,2520000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M30.00S,2023-11-04T02:57:51.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,17.0335085413929,37.00980392156863,1610612757,35,44,2023-11-04T02:57:57Z,2530000,False,65.0,108.0,1,left,MISS J. Grant 12' fadeaway Shot - blocked,"[203924, 1630214]",1610612757.0,POR,fadeaway,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Right,12.57,Missed,,,,,,Tillman,1630214.0,,,,,,,,,,,
264,PT06M30.00S,2023-11-04T02:57:51.9Z,2,REGULAR,block,,[],1630214,,,1610612757,35,44,2023-11-04T02:57:54Z,2540000,False,,,0,,X. Tillman BLOCK (1 BLK),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
265,PT06M27.00S,2023-11-04T02:57:54.9Z,2,REGULAR,rebound,defensive,[],1631246,,,1610612763,35,44,2023-11-04T02:57:57Z,2550000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:2),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,263.0,2.0,2.0,0.0,,,,,,,,,,,,,,
266,PT06M22.00S,2023-11-04T02:57:59.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630217,84.31340341655716,52.20588235294118,1610612763,35,44,2023-11-04T02:58:12Z,2560000,False,11.0,95.0,1,right,MISS D. Bane 9' running pullup Shot,[1630217],1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,9.56,Missed,,,,,,,,,,,,,,,,,,
267,PT06M20.00S,2023-11-04T02:58:01.8Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612757,35,44,2023-11-04T02:58:12Z,2570000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:3),[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,,,266.0,3.0,3.0,0.0,,,,,,,,,,,,,,
268,PT06M14.00S,2023-11-04T02:58:08.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203924,7.703679369250986,48.529411764705884,1610612757,37,44,2023-11-04T03:02:14Z,2580000,False,7.0,20.0,1,left,J. Grant running Layup (7 PTS),[203924],1610612757.0,POR,running,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,2.12,Made,,,,,7.0,,,,,,,,,,,,,
269,PT05M53.00S,2023-11-04T02:58:29.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630214,92.72339027595268,57.84313725490197,1610612763,37,46,2023-11-04T03:02:41Z,2590000,False,39.0,16.0,1,right,X. Tillman driving bank Hook (2 PTS) (D. Bane 3 AST),"[1630214, 1630217]",1610612763.0,MEM,driving bank,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,4.23,Made,,,,,2.0,,,,,,,D. Bane,1630217.0,3.0,,,,
272,PT05M40.00S,2023-11-04T02:58:45.9Z,2,REGULAR,substitution,out,[],1631246,,,1610612757,37,46,2023-11-04T02:59:00Z,2620000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M40.00S,2023-11-04T02:58:45.9Z,2,REGULAR,substitution,out,[],1630217,,,1610612757,37,46,2023-11-04T02:59:00Z,2630000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M40.00S,2023-11-04T02:58:45.9Z,2,REGULAR,substitution,out,[],1629723,,,1610612757,37,46,2023-11-04T02:59:00Z,2640000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT05M40.00S,2023-11-04T02:58:45.9Z,2,REGULAR,substitution,in,[],203935,,,1610612757,37,46,2023-11-04T02:59:00Z,2650000,False,,,0,,SUB in: M. Smart,[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M40.00S,2023-11-04T02:58:45.9Z,2,REGULAR,substitution,in,[],1630533,,,1610612757,37,46,2023-11-04T02:59:00Z,2660000,False,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M40.00S,2023-11-04T02:58:45.9Z,2,REGULAR,substitution,in,[],1631223,,,1610612757,37,46,2023-11-04T02:59:00Z,2670000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT05M31.00S,2023-11-04T02:59:13.3Z,2,REGULAR,2pt,Jump Shot,[],1627763,17.95335085413929,32.84313725490196,1610612757,37,46,2023-11-04T02:59:17Z,2680000,False,86.0,116.0,1,left,MISS M. Brogdon 14' pullup Shot - blocked,"[1627763, 1630214]",1610612757.0,POR,pullup,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Right,14.45,Missed,,,,,,Tillman,1630214.0,,,,,,,,,,,
279,PT05M31.00S,2023-11-04T02:59:13.3Z,2,REGULAR,block,,[],1630214,,,1610612757,37,46,2023-11-04T02:59:15Z,2690000,False,,,0,,X. Tillman BLOCK (2 BLK),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
280,PT05M28.00S,2023-11-04T02:59:16.3Z,2,REGULAR,rebound,defensive,[],1630533,,,1610612763,37,46,2023-11-04T02:59:17Z,2700000,False,,,0,,Z. Williams REBOUND (Off:0 Def:2),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,Mid-Range,8-16 Right,,,278.0,2.0,2.0,0.0,,,,,,,,,,,,,,
281,PT05M24.00S,2023-11-04T02:59:19.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631223,94.03745072273325,47.794117647058826,1610612763,37,48,2023-11-04T02:59:25Z,2710000,False,-11.0,4.0,1,right,D. Roddy running Layup (4 PTS) (Z. Williams 1 AST),"[1631223, 1630533]",1610612763.0,MEM,running,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,4.0,,,,,,,Z. Williams,1630533.0,1.0,,,,
283,PT05M04.00S,2023-11-04T02:59:39.6Z,2,REGULAR,3pt,Jump Shot,[],1629680,15.982260183968464,4.6568627450980395,1610612757,37,48,2023-11-04T02:59:43Z,2730000,False,227.0,98.0,1,left,MISS M. Thybulle 24' 3PT,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,24.69,Missed,,,,,,,,,,,,,,,,,,
284,PT05M01.00S,2023-11-04T02:59:42.6Z,2,REGULAR,rebound,defensive,[],1630533,,,1610612763,37,48,2023-11-04T02:59:43Z,2740000,False,,,0,,Z. Williams REBOUND (Off:0 Def:3),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,,,283.0,3.0,3.0,0.0,,,,,,,,,,,,,,
