actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
86,PT05M10.00S,2024-03-24T23:23:56.5Z,1,REGULAR,3pt,Jump Shot,[],1630162,67.62483574244416,39.705882352941174,1610612750,12,11,2024-03-24T23:24:01Z,850000,False,-51.0,252.0,1,right,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.7,,,,,,,,,,,
87,PT05M07.00S,2024-03-24T23:23:59.5Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,12,11,2024-03-24T23:24:01Z,860000,False,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Center,,,,,,,,,,86.0,1.0,1.0,0.0,,,,,,,
88,PT05M00.00S,2024-03-24T23:24:06.8Z,1,REGULAR,turnover,bad pass,[],202691,,,1610612744,12,11,2024-03-24T23:24:10Z,870000,False,,,0,,K. Thompson bad pass TURNOVER (1 TO),"[202691, 1628420]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Center,,,,,,,,1.0,,,,,,,,,,,Morris,1628420.0
89,PT05M00.00S,2024-03-24T23:24:06.8Z,1,REGULAR,steal,,[],1628420,,,1610612750,12,11,2024-03-24T23:24:08Z,880000,False,,,0,,M. Morris STEAL (1 STL),[1628420],1610612750.0,MIN,,,,Morris,M. Morris,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
90,PT04M56.00S,2024-03-24T23:24:10.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628420,94.43166885676742,54.166666666666664,1610612750,14,11,2024-03-24T23:24:22Z,890000,False,21.0,0.0,1,right,M. Morris running finger roll Layup (5 PTS),[1628420],1610612750.0,MIN,running finger roll,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,2.08,,,,,,,,,,,
91,PT04M44.00S,2024-03-24T23:24:23.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,16.507884362680684,48.77450980392157,1610612744,14,13,2024-03-24T23:25:25Z,900000,False,6.0,103.0,1,left,J. Kuminga 10' step back Jump Shot (4 PTS) (G. Payton II 1 AST),"[1630228, 1627780]",1610612744.0,GSW,step back,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,4.0,,10.29,,,,,G. Payton II,1627780.0,1.0,,,,
93,PT04M22.00S,2024-03-24T23:24:47.4Z,1,REGULAR,turnover,backcourt,[],203497,,,1610612750,14,13,2024-03-24T23:24:53Z,920000,False,,,0,,R. Gobert backcourt TURNOVER (2 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,1662.0,,,,,,,2.0,,,,,,,,,,,,
94,PT04M22.00S,2024-03-24T23:24:51.5Z,1,REGULAR,substitution,out,[],1630183,,,1610612744,14,13,2024-03-24T23:24:58Z,930000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M22.00S,2024-03-24T23:24:51.5Z,1,REGULAR,substitution,out,[],203497,,,1610612744,14,13,2024-03-24T23:24:58Z,940000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M22.00S,2024-03-24T23:24:51.5Z,1,REGULAR,substitution,in,[],203937,,,1610612744,14,13,2024-03-24T23:24:58Z,950000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M22.00S,2024-03-24T23:24:51.5Z,1,REGULAR,substitution,in,[],1629638,,,1610612744,14,13,2024-03-24T23:24:58Z,960000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M14.00S,2024-03-24T23:25:20.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631218,7.5722733245729295,50.49019607843137,1610612744,14,15,2024-03-24T23:25:26Z,970000,False,-2.0,19.0,1,left,T. Jackson-Davis cutting DUNK (2 PTS) (G. Payton II 2 AST),"[1631218, 1627780]",1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,1.89,,,,,G. Payton II,1627780.0,2.0,,,,
100,PT04M01.00S,2024-03-24T23:25:35.6Z,1,REGULAR,turnover,out-of-bounds,[],1629675,,,1610612750,14,15,2024-03-24T23:25:49Z,990000,False,,,0,,N. Reid lost ball out-of-bounds TURNOVER (3 TO),[1629675],1610612750.0,MIN,lost ball,,,Reid,N. Reid,,,,,Mid-Range,8-16 Left,2005.0,,,,,,,3.0,,,,,,,,,,,,
101,PT04M01.00S,2024-03-24T23:25:38.3Z,1,REGULAR,substitution,out,[],1630228,,,1610612744,14,15,2024-03-24T23:25:51Z,1000000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M01.00S,2024-03-24T23:25:38.3Z,1,REGULAR,substitution,out,[],201939,,,1610612744,14,15,2024-03-24T23:25:51Z,1010000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M01.00S,2024-03-24T23:25:38.3Z,1,REGULAR,substitution,in,[],203110,,,1610612744,14,15,2024-03-24T23:25:51Z,1020000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M01.00S,2024-03-24T23:25:38.3Z,1,REGULAR,substitution,in,[],101108,,,1610612744,14,15,2024-03-24T23:25:51Z,1030000,False,,,0,,SUB in: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M47.00S,2024-03-24T23:26:24.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202691,25.312089356110377,44.85294117647059,1610612744,14,17,2024-03-24T23:26:29Z,1040000,False,26.0,185.0,1,left,K. Thompson 18' pullup Jump Shot (2 PTS) (C. Paul 1 AST),"[202691, 101108]",1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Center,,,,,,Made,2.0,,18.72,,,,,C. Paul,101108.0,1.0,,,,
107,PT03M29.00S,2024-03-24T23:26:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,91.14651773981603,51.225490196078425,1610612750,16,17,2024-03-24T23:26:48Z,1060000,False,6.0,31.0,1,right,A. Edwards driving Layup (2 PTS) (K. Anderson 1 AST),"[1630162, 203937]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,3.13,,,,,K. Anderson,203937.0,1.0,,,,
109,PT03M15.00S,2024-03-24T23:26:56.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,6.783837056504599,48.28431372549019,1610612744,16,19,2024-03-24T23:27:19Z,1080000,False,9.0,11.0,1,left,D. Green cutting finger roll Layup (2 PTS) (G. Payton II 3 AST),"[203110, 1627780]",1610612744.0,GSW,cutting finger roll,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,1.42,,,,,G. Payton II,1627780.0,3.0,,,,
111,PT03M06.00S,2024-03-24T23:27:07.9Z,1,REGULAR,foul,personal,[],203110,,,1610612750,16,19,2024-03-24T23:27:18Z,1100000,False,,,0,,D. Green personal FOUL (1 PF),"[203110, 1630162]",1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,1662.0,1.0,0.0,Edwards,1630162.0,,,,,,,,,,,,,,,
113,PT02M58.00S,2024-03-24T23:27:37.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631218,,,1610612750,16,19,2024-03-24T23:27:44Z,1120000,False,,,0,,T. Jackson-Davis shooting personal FOUL (1 PF) (Anderson 2 FT),"[1631218, 203937]",1610612744.0,GSW,shooting,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,2005.0,1.0,0.0,Anderson,203937.0,,,,,,,,,,,,,,,
115,PT02M58.00S,2024-03-24T23:27:46.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,16,19,2024-03-24T23:27:46Z,1140000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M58.00S,2024-03-24T23:30:13.4Z,1,REGULAR,substitution,out,[],1629675,,,1610612750,16,19,2024-03-24T23:30:30Z,1150000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M58.00S,2024-03-24T23:30:13.4Z,1,REGULAR,substitution,in,[],203497,,,1610612750,16,19,2024-03-24T23:30:30Z,1160000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M58.00S,2024-03-24T23:30:49.6Z,1,REGULAR,freethrow,1 of 2,[],203937,,,1610612750,17,19,2024-03-24T23:30:49Z,1170000,False,,,0,,K. Anderson Free Throw 1 of 2 (1 PTS),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
119,PT02M58.00S,2024-03-24T23:31:06.6Z,1,REGULAR,freethrow,2 of 2,[],203937,,,1610612750,18,19,2024-03-24T23:31:06Z,1180000,False,,,0,,K. Anderson Free Throw 2 of 2 (2 PTS),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
120,PT02M41.00S,2024-03-24T23:31:25.2Z,1,REGULAR,3pt,Jump Shot,[],203110,20.18725361366623,9.558823529411764,1610612744,18,22,2024-03-24T23:31:30Z,1190000,False,202.0,137.0,1,left,D. Green 24' 3PT  (5 PTS) (G. Payton II 4 AST),"[203110, 1627780]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,,,Made,5.0,,24.44,,,,,G. Payton II,1627780.0,4.0,,,,
122,PT02M22.00S,2024-03-24T23:31:44.1Z,1,REGULAR,turnover,bad pass,[],1630162,,,1610612750,18,22,2024-03-24T23:31:47Z,1210000,False,,,0,,A. Edwards bad pass TURNOVER (1 TO),"[1630162, 1631218]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,,,,,,,,1.0,,,,,,,,,,,Jackson-Davis,1631218.0
123,PT02M22.00S,2024-03-24T23:31:44.1Z,1,REGULAR,steal,,[],1631218,,,1610612744,18,22,2024-03-24T23:31:46Z,1220000,False,,,0,,T. Jackson-Davis STEAL (1 STL),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
124,PT02M17.00S,2024-03-24T23:31:48.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202691,25.969119579500656,18.38235294117647,1610612744,18,22,2024-03-24T23:32:13Z,1230000,False,158.0,192.0,1,left,MISS K. Thompson 24' running 3PT,[202691],1610612744.0,GSW,running,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,24.84,,,,,,,,,,,
125,PT02M15.00S,2024-03-24T23:31:50.9Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612750,18,22,2024-03-24T23:31:54Z,1240000,False,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612750.0,MIN,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,124.0,1.0,1.0,0.0,,,,,,,
126,PT02M06.00S,2024-03-24T23:32:00.4Z,1,REGULAR,2pt,Jump Shot,[],203937,89.35611038107753,66.68964460784314,1610612750,18,22,2024-03-24T23:32:33Z,1250000,False,83.0,48.0,1,right,MISS K. Anderson 9' driving floating bank Shot,[203937],1610612750.0,MIN,driving floating bank,,,Anderson,K. Anderson,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,9.6,,,,,,,,,,,
127,PT02M04.00S,2024-03-24T23:32:02.4Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,18,22,2024-03-24T23:32:09Z,1260000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,126.0,1.0,1.0,0.0,,,,,,,
128,PT01M55.00S,2024-03-24T23:32:11.8Z,1,REGULAR,3pt,Jump Shot,[],203110,32.14520367936925,51.225490196078425,1610612744,18,22,2024-03-24T23:32:25Z,1270000,False,-6.0,250.0,1,left,MISS D. Green 24' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,24.98,,,,,,,,,,,
129,PT01M52.00S,2024-03-24T23:32:14.8Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,18,22,2024-03-24T23:32:25Z,1280000,False,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,,,,,,128.0,3.0,3.0,0.0,,,,,,,
130,PT01M48.00S,2024-03-24T23:32:19.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628420,69.46452036793693,26.715686274509803,1610612750,18,22,2024-03-24T23:33:15Z,1290000,False,-116.0,235.0,1,right,MISS M. Morris 26' running pullup 3PT,[1628420],1610612750.0,MIN,running pullup,,,Morris,M. Morris,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,26.18,,,,,,,,,,,
131,PT01M45.00S,2024-03-24T23:32:22.1Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,18,22,2024-03-24T23:32:31Z,1300000,False,,,0,,G. Payton II REBOUND (Off:0 Def:2),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,130.0,2.0,2.0,0.0,,,,,,,
132,PT01M40.00S,2024-03-24T23:32:26.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203110,6.389618922470433,49.754901960784316,1610612744,18,24,2024-03-24T23:33:48Z,1310000,False,1.0,8.0,1,left,D. Green running Layup (7 PTS) (C. Paul 2 AST),"[203110, 101108]",1610612744.0,GSW,running,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,0.77,,,,,C. Paul,101108.0,2.0,,,,
134,PT01M17.00S,2024-03-24T23:32:48.6Z,1,REGULAR,2pt,Jump Shot,[],1628420,92.06636005256242,27.205882352941174,1610612750,18,24,2024-03-24T23:33:03Z,1330000,False,-114.0,22.0,1,right,MISS M. Morris 11' pullup Shot,[1628420],1610612750.0,MIN,pullup,,,Morris,M. Morris,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,11.61,,,,,,,,,,,
135,PT01M15.00S,2024-03-24T23:32:50.6Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,18,24,2024-03-24T23:33:03Z,1340000,False,,,0,,G. Payton II REBOUND (Off:0 Def:3),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Mid-Range,8-16 Left,,,,,,,,,,134.0,3.0,3.0,0.0,,,,,,,
136,PT01M07.00S,2024-03-24T23:32:59.5Z,1,REGULAR,3pt,Jump Shot,[],202691,31.37935282522996,62.768075980392155,1610612744,18,27,2024-03-24T23:37:32Z,1350000,False,-64.0,242.0,1,left,K. Thompson 25' 3PT  (5 PTS) (C. Paul 3 AST),"[202691, 101108]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,,,,,,Made,5.0,,25.08,,,,,C. Paul,101108.0,3.0,,,,
138,PT00M51.90S,2024-03-24T23:33:14.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,81.098061760841,56.640625,1610612750,18,27,2024-03-24T23:33:23Z,1370000,False,33.0,125.0,1,right,MISS K. Anderson 12' pullup Shot,[203937],1610612750.0,MIN,pullup,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,12.95,,,,,,,,,,,
139,PT00M50.00S,2024-03-24T23:33:16.3Z,1,REGULAR,rebound,defensive,[],101108,,,1610612744,18,27,2024-03-24T23:33:23Z,1380000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,138.0,1.0,1.0,0.0,,,,,,,
140,PT00M40.80S,2024-03-24T23:33:26.6Z,1,REGULAR,3pt,Jump Shot,[],202691,31.35676741130092,27.205882352941174,1610612744,18,27,2024-03-24T23:33:31Z,1390000,False,114.0,242.0,1,left,MISS K. Thompson 26' pullup 3PT,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,26.78,,,,,,,,,,,
141,PT00M38.20S,2024-03-24T23:33:29.2Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,18,27,2024-03-24T23:33:31Z,1400000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,140.0,1.0,1.0,0.0,,,,,,,
142,PT00M31.90S,2024-03-24T23:33:35.6Z,1,REGULAR,3pt,Jump Shot,[],1628420,67.49342969776609,53.67647058823529,1610612750,18,27,2024-03-24T23:33:39Z,1410000,False,18.0,253.0,1,right,MISS M. Morris 25' 3PT,[1628420],1610612750.0,MIN,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.38,,,,,,,,,,,
143,PT00M28.80S,2024-03-24T23:33:38.7Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,18,27,2024-03-24T23:33:39Z,1420000,False,,,0,,G. Payton II REBOUND (Off:0 Def:4),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Center,,,,,,,,,,142.0,4.0,4.0,0.0,,,,,,,
144,PT00M06.90S,2024-03-24T23:34:00.4Z,1,REGULAR,3pt,Jump Shot,[],101108,33.196452036793694,55.392156862745104,1610612744,18,27,2024-03-24T23:34:07Z,1430000,False,-27.0,260.0,1,left,MISS C. Paul 26' step back 3PT,[101108],1610612744.0,GSW,step back,,,Paul,C. Paul,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,26.09,,,,,,,,,,,
145,PT00M06.30S,2024-03-24T23:34:01.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,18,27,2024-03-24T23:36:03Z,1440000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,144.0,,,,,,,,,,
146,PT00M06.30S,2024-03-24T23:34:07.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612744,18,27,2024-03-24T23:34:16Z,1450000,False,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Center,200833.0,,,,,,,,,,,,,,,,,,,
147,PT00M06.30S,2024-03-24T23:34:12.8Z,1,REGULAR,substitution,out,[],202691,,,1610612750,18,27,2024-03-24T23:34:18Z,1460000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M06.30S,2024-03-24T23:34:12.8Z,1,REGULAR,substitution,in,[],203952,,,1610612750,18,27,2024-03-24T23:34:18Z,1470000,False,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M06.30S,2024-03-24T23:34:20.1Z,1,REGULAR,substitution,out,[],101108,,,1610612750,18,27,2024-03-24T23:34:27Z,1480000,False,,,0,,SUB out: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M06.30S,2024-03-24T23:34:20.1Z,1,REGULAR,substitution,in,[],1630228,,,1610612750,18,27,2024-03-24T23:34:27Z,1490000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M00.00S,2024-03-24T23:34:40.9Z,1,REGULAR,period,end,[],0,,,1610612750,18,27,2024-03-24T23:34:40Z,1500000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2024-03-24T23:37:22.4Z,2,REGULAR,substitution,out,['startperiod'],1630162,,,1610612750,18,27,2024-03-24T23:37:31Z,1510000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2024-03-24T23:37:22.4Z,2,REGULAR,substitution,out,['startperiod'],1628420,,,1610612750,18,27,2024-03-24T23:37:31Z,1520000,False,,,0,,SUB out: M. Morris,[1628420],1610612750.0,MIN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2024-03-24T23:37:22.4Z,2,REGULAR,substitution,out,['startperiod'],203497,,,1610612750,18,27,2024-03-24T23:37:31Z,1530000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-03-24T23:37:22.4Z,2,REGULAR,substitution,out,['startperiod'],1627780,,,1610612750,18,27,2024-03-24T23:37:31Z,1540000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-03-24T23:37:22.4Z,2,REGULAR,substitution,out,['startperiod'],203952,,,1610612750,18,27,2024-03-24T23:37:31Z,1550000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-03-24T23:37:22.4Z,2,REGULAR,substitution,out,['startperiod'],203110,,,1610612750,18,27,2024-03-24T23:37:31Z,1560000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-03-24T23:37:22.4Z,2,REGULAR,substitution,in,['startperiod'],1629162,,,1610612750,18,27,2024-03-24T23:37:31Z,1570000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-03-24T23:37:22.4Z,2,REGULAR,substitution,in,['startperiod'],201144,,,1610612750,18,27,2024-03-24T23:37:31Z,1580000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-03-24T23:37:22.4Z,2,REGULAR,substitution,in,['startperiod'],1629675,,,1610612750,18,27,2024-03-24T23:37:31Z,1590000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-03-24T23:37:22.4Z,2,REGULAR,substitution,in,['startperiod'],1641764,,,1610612750,18,27,2024-03-24T23:37:31Z,1600000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-03-24T23:37:22.4Z,2,REGULAR,substitution,in,['startperiod'],101108,,,1610612750,18,27,2024-03-24T23:37:31Z,1610000,False,,,0,,SUB in: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-03-24T23:37:22.4Z,2,REGULAR,substitution,in,['startperiod'],202691,,,1610612750,18,27,2024-03-24T23:37:31Z,1620000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-03-24T23:37:26.9Z,2,REGULAR,period,start,[],0,,,1610612750,18,27,2024-03-24T23:37:32Z,1630000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M35.00S,2024-03-24T23:37:50.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203937,87.72996057818659,50.49019607843137,1610612750,18,27,2024-03-24T23:39:10Z,1640000,False,2.0,63.0,1,right,MISS K. Anderson 6' turnaround Hook,[203937],1610612750.0,MIN,turnaround,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.28,,,,,,,,,,,
166,PT11M33.00S,2024-03-24T23:37:52.6Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,18,27,2024-03-24T23:37:52Z,1650000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,165.0,1.0,1.0,0.0,,,,,,,
168,PT11M16.00S,2024-03-24T23:38:27.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,8.623521681997373,50.73529411764706,1610612744,18,29,2024-03-24T23:39:34Z,1670000,False,-4.0,29.0,1,left,J. Kuminga cutting Layup (6 PTS) (C. Paul 4 AST),"[1630228, 101108]",1610612744.0,GSW,cutting,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,2.88,,,,,C. Paul,101108.0,4.0,,,,
170,PT11M05.00S,2024-03-24T23:38:38.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,92.32917214191852,58.57843137254902,1610612750,18,29,2024-03-24T23:40:14Z,1690000,False,43.0,20.0,1,right,MISS N. Reid driving Layup - blocked,"[1629675, 1631218]",1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,4.72,,,,,,,,Jackson-Davis,1631218.0,,
