actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
86,PT05M10.00S,2024-03-23T00:24:38.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628386,87.20433639947439,49.754901960784316,1610612739,14,16,2024-03-23T00:30:59Z,860000,False,-1.0,68.0,1,right,J. Allen 6' floating Jump Shot (6 PTS),[1628386],1610612739.0,CLE,,floating,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,6.78,Made,6.0,,,,,,,,,,,,,,,,
87,PT04M53.00S,2024-03-23T00:24:55.0Z,1,REGULAR,2pt,Jump Shot,[],1630183,7.5722733245729295,66.91176470588235,1610612750,16,16,2024-03-23T00:32:05Z,870000,False,-85.0,19.0,1,left,J. McDaniels 8' driving floating Jump Shot (2 PTS) (N. Reid 1 AST),"[1630183, 1629675]",1610612750.0,MIN,,driving floating,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,8.66,Made,2.0,,,,,,,,,,,,,,N. Reid,1629675.0,1.0
89,PT04M34.00S,2024-03-23T00:25:13.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627777,82.21090670170827,47.549019607843135,1610612739,16,16,2024-03-23T00:32:45Z,890000,False,-12.0,115.0,1,right,MISS G. Niang 11' driving floating Shot,[1627777],1610612739.0,CLE,,driving floating,,,Niang,G. Niang,,,,,In The Paint (Non-RA),8-16 Center,11.54,Missed,,,,,,,,,,,,,,,,,
90,PT04M32.00S,2024-03-23T00:25:15.6Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,16,16,2024-03-23T00:25:20Z,900000,False,,,0,,J. Allen REBOUND (Off:4 Def:2),[1628386],1610612739.0,CLE,,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,89.0,6.0,2.0,4.0,,,,,,,,,,,,
91,PT04M25.00S,2024-03-23T00:25:23.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,71.04139290407359,20.588235294117645,1610612739,16,16,2024-03-23T00:25:27Z,910000,False,-147.0,220.0,1,right,MISS D. Garland 26' 3PT,[1629636],1610612739.0,CLE,,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,26.44,Missed,,,,,,,,,,,,,,,,,
92,PT04M21.00S,2024-03-23T00:25:27.8Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,16,16,2024-03-23T00:25:27Z,920000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,91.0,1.0,1.0,0.0,,,,,,,,,,,,
93,PT04M18.00S,2024-03-23T00:25:31.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629675,7.966491458607096,43.872549019607845,1610612750,18,16,2024-03-23T00:34:04Z,930000,False,31.0,22.0,1,left,N. Reid running finger roll Layup (9 PTS),[1629675],1610612750.0,MIN,,running finger roll,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,3.79,Made,9.0,,,,,,,,,,,,,,,,
94,PT04M18.00S,2024-03-23T00:25:35.3Z,1,REGULAR,foul,personal,['1freethrow'],1627777,,,1610612750,18,16,2024-03-23T00:25:45Z,940000,False,,,0,,G. Niang shooting personal FOUL (1 PF) (Reid 1 FT),"[1627777, 1629675]",1610612739.0,CLE,1830.0,shooting,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,,,,1.0,0.0,Reid,1629675.0,,,,,,
96,PT04M18.00S,2024-03-23T00:25:46.6Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,18,16,2024-03-23T00:25:59Z,960000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M18.00S,2024-03-23T00:25:46.6Z,1,REGULAR,substitution,out,[],201144,,,1610612750,18,16,2024-03-23T00:25:59Z,970000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M18.00S,2024-03-23T00:25:46.6Z,1,REGULAR,substitution,out,[],203497,,,1610612750,18,16,2024-03-23T00:25:59Z,980000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M18.00S,2024-03-23T00:25:46.6Z,1,REGULAR,substitution,out,[],1627747,,,1610612750,18,16,2024-03-23T00:25:59Z,990000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M18.00S,2024-03-23T00:25:46.6Z,1,REGULAR,substitution,out,[],1627777,,,1610612750,18,16,2024-03-23T00:25:59Z,1000000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M18.00S,2024-03-23T00:25:46.6Z,1,REGULAR,substitution,in,[],203937,,,1610612750,18,16,2024-03-23T00:25:59Z,1010000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M18.00S,2024-03-23T00:25:46.6Z,1,REGULAR,substitution,in,[],1629638,,,1610612750,18,16,2024-03-23T00:25:59Z,1020000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M18.00S,2024-03-23T00:25:46.6Z,1,REGULAR,substitution,in,[],1628420,,,1610612750,18,16,2024-03-23T00:25:59Z,1030000,False,,,0,,SUB in: M. Morris,[1628420],1610612750.0,MIN,,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M18.00S,2024-03-23T00:25:46.6Z,1,REGULAR,substitution,in,[],1630241,,,1610612750,18,16,2024-03-23T00:25:59Z,1040000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M18.00S,2024-03-23T00:25:46.6Z,1,REGULAR,substitution,in,[],202694,,,1610612750,18,16,2024-03-23T00:25:59Z,1050000,False,,,0,,SUB in: M. Morris Sr.,[202694],1610612739.0,CLE,,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M18.00S,2024-03-23T00:26:06.3Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1629675,,,1610612750,19,16,2024-03-23T00:26:06Z,1060000,False,,,0,,N. Reid Free Throw 1 of 1 (10 PTS),[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,
107,PT04M01.00S,2024-03-23T00:26:25.7Z,1,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612739,19,16,2024-03-23T00:26:35Z,1070000,False,,,0,,N. Reid shooting personal FOUL (2 PF) (Allen 2 FT),"[1629675, 1628386]",1610612750.0,MIN,1830.0,shooting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,2.0,0.0,Allen,1628386.0,,,,,,
109,PT04M01.00S,2024-03-23T00:26:58.0Z,1,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,19,16,2024-03-23T00:26:58Z,1090000,False,,,0,,MISS J. Allen Free Throw 1 of 2,[1628386],1610612739.0,CLE,,,,,Allen,J. Allen,,,,,,,,Missed,,,,,,,,,,,,,,,,,
110,PT04M01.00S,2024-03-23T00:26:58.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,19,16,2024-03-23T00:26:58Z,1100000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,109.0,,,,,,,,,,,,,,,
111,PT04M01.00S,2024-03-23T00:26:59.1Z,1,REGULAR,substitution,out,[],1629675,,,1610612739,19,16,2024-03-23T00:27:02Z,1110000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M01.00S,2024-03-23T00:26:59.1Z,1,REGULAR,substitution,in,[],1630183,,,1610612739,19,16,2024-03-23T00:27:02Z,1120000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M01.00S,2024-03-23T00:27:17.3Z,1,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,19,17,2024-03-23T00:27:17Z,1130000,False,,,0,,J. Allen Free Throw 2 of 2 (7 PTS),[1628386],1610612739.0,CLE,,,,,Allen,J. Allen,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,
114,PT03M49.00S,2024-03-23T00:27:32.0Z,1,REGULAR,turnover,out-of-bounds,[],1630162,,,1610612750,19,17,2024-03-23T00:28:23Z,1140000,False,,,0,,A. Edwards bad pass out-of-bounds TURNOVER (1 TO),[1630162],1610612750.0,MIN,1628953.0,bad pass,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,,,,,
115,PT03M49.00S,2024-03-23T00:27:35.6Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,19,17,2024-03-23T00:27:45Z,1150000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M49.00S,2024-03-23T00:27:35.6Z,1,REGULAR,substitution,in,[],202684,,,1610612739,19,17,2024-03-23T00:27:45Z,1160000,False,,,0,,SUB in: T. Thompson,[202684],1610612739.0,CLE,,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M27.00S,2024-03-23T00:28:14.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202694,77.4802890932983,40.19607843137255,1610612739,19,17,2024-03-23T00:28:18Z,1170000,False,-49.0,159.0,1,right,MISS M. Morris Sr. 16' pullup Shot,[202694],1610612739.0,CLE,,pullup,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Center,16.66,Missed,,,,,,,,,,,,,,,,,
118,PT03M25.00S,2024-03-23T00:28:16.4Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612750,19,17,2024-03-23T00:28:18Z,1180000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612750.0,MIN,,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Center,,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,
119,PT03M07.00S,2024-03-23T00:28:34.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,6.652431011826544,55.392156862745104,1610612750,19,17,2024-03-23T00:36:16Z,1190000,False,-27.0,10.0,1,left,MISS A. Edwards driving finger roll Layup,[1630162],1610612750.0,MIN,,driving finger roll,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,,,,,,,,,,,,,
120,PT03M05.00S,2024-03-23T00:28:36.7Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,19,17,2024-03-23T00:28:40Z,1200000,False,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,
121,PT03M00.00S,2024-03-23T00:28:41.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202694,72.35545335085413,77.45098039215686,1610612739,19,17,2024-03-23T00:37:12Z,1210000,False,137.0,207.0,1,right,MISS M. Morris Sr. 24' running 3PT,[202694],1610612739.0,CLE,,running,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Right Center,24.87,Missed,,,,,,,,,,,,,,,,,
122,PT02M57.00S,2024-03-23T00:28:44.7Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,19,17,2024-03-23T00:28:47Z,1220000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:1),[1630183],1610612750.0,MIN,,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,,121.0,2.0,1.0,1.0,,,,,,,,,,,,
123,PT02M40.00S,2024-03-23T00:29:02.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628420,18.2161629434954,48.03921568627451,1610612750,19,17,2024-03-23T00:29:14Z,1230000,False,10.0,119.0,1,left,MISS M. Morris 11' driving Layup,[1628420],1610612750.0,MIN,,driving,,,Morris,M. Morris,,,,,In The Paint (Non-RA),8-16 Center,11.91,Missed,,,,,,,,,,,,,,,,,
124,PT02M37.00S,2024-03-23T00:29:05.1Z,1,REGULAR,rebound,offensive,[],1630183,,,1610612750,19,17,2024-03-23T00:29:14Z,1240000,False,,,0,,J. McDaniels REBOUND (Off:2 Def:1),[1630183],1610612750.0,MIN,,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,123.0,3.0,1.0,2.0,,,,,,,,,,,,
126,PT02M33.00S,2024-03-23T00:29:17.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,19,17,2024-03-23T00:29:17Z,1260000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M30.00S,2024-03-23T00:32:12.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630162,7.5722733245729295,49.754901960784316,1610612750,21,17,2024-03-23T00:32:19Z,1270000,False,1.0,19.0,1,left,A. Edwards cutting Layup (4 PTS) (K. Anderson 1 AST),"[1630162, 203937]",1610612750.0,MIN,,cutting,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.87,Made,4.0,,,,,,,,,,,,,,K. Anderson,203937.0,1.0
129,PT02M18.00S,2024-03-23T00:32:24.4Z,1,REGULAR,3pt,Jump Shot,[],1630171,89.83245729303549,3.9215686274509802,1610612739,21,17,2024-03-23T00:32:40Z,1290000,False,-230.0,43.0,1,right,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,23.44,Missed,,,,,,,,,,,,,,,,,
130,PT02M17.00S,2024-03-23T00:32:28.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,21,17,2024-03-23T00:32:28Z,1300000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,Left Corner 3,24+ Left,,,,129.0,,,,,,,,,,,,,,,
132,PT02M11.00S,2024-03-23T00:32:50.6Z,1,REGULAR,foul,personal,['2freethrow'],1629638,,,1610612739,21,17,2024-03-23T00:32:58Z,1320000,False,,,0,,N. Alexander-Walker shooting personal FOUL (1 PF) (Thompson 2 FT),"[1629638, 202684]",1610612750.0,MIN,1628953.0,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,1.0,0.0,Thompson,202684.0,,,,,,
134,PT02M11.00S,2024-03-23T00:33:13.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202684,,,1610612739,21,18,2024-03-23T00:33:33Z,1340000,False,,,0,,T. Thompson Free Throw 1 of 2 (1 PTS),[202684],1610612739.0,CLE,,,,,Thompson,T. Thompson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
135,PT02M11.00S,2024-03-23T00:33:14.8Z,1,REGULAR,substitution,out,[],1630171,,,1610612739,21,18,2024-03-23T00:33:18Z,1350000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M11.00S,2024-03-23T00:33:14.8Z,1,REGULAR,substitution,in,[],1627747,,,1610612739,21,18,2024-03-23T00:33:18Z,1360000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M11.00S,2024-03-23T00:33:13.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202684,,,1610612739,21,18,2024-03-23T00:33:33Z,1370000,False,,,0,,MISS T. Thompson Free Throw 2 of 2,[202684],1610612739.0,CLE,,,,,Thompson,T. Thompson,,,,,,,,Missed,,,,,,,,,,,,,,,,,
138,PT02M09.00S,2024-03-23T00:33:15.7Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,21,18,2024-03-23T00:33:33Z,1380000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,,,,,,137.0,2.0,2.0,0.0,,,,,,,,,,,,
139,PT01M52.00S,2024-03-23T00:33:47.9Z,1,REGULAR,turnover,lost ball,[],1629638,,,1610612750,21,18,2024-03-23T00:33:55Z,1390000,False,,,0,,N. Alexander-Walker lost ball TURNOVER (1 TO),"[1629638, 202684]",1610612750.0,MIN,,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Thompson,202684.0,,,
140,PT01M52.00S,2024-03-23T00:33:47.9Z,1,REGULAR,steal,,[],202684,,,1610612739,21,18,2024-03-23T00:48:23Z,1400000,False,,,0,,T. Thompson STEAL (1 STL),[202684],1610612739.0,CLE,,,,,Thompson,T. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
141,PT01M46.00S,2024-03-23T00:34:00.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629638,,,1610612739,21,18,2024-03-23T00:34:10Z,1410000,False,,,0,,N. Alexander-Walker personal FOUL (2 PF) (Morris Sr. 2 FT),"[1629638, 202694]",1610612750.0,MIN,203593.0,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2.0,0.0,Morris Sr.,202694.0,,,,,,
143,PT01M46.00S,2024-03-23T00:34:27.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],202694,,,1610612739,21,19,2024-03-23T00:34:27Z,1430000,False,,,0,,M. Morris Sr. Free Throw 1 of 2 (1 PTS),[202694],1610612739.0,CLE,,,,,Morris Sr.,M. Morris Sr.,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
144,PT01M46.00S,2024-03-23T00:34:28.4Z,1,REGULAR,substitution,out,[],1629638,,,1610612739,21,19,2024-03-23T00:34:33Z,1440000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M46.00S,2024-03-23T00:34:28.4Z,1,REGULAR,substitution,in,[],1629162,,,1610612739,21,19,2024-03-23T00:34:33Z,1450000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M46.00S,2024-03-23T00:34:49.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],202694,,,1610612739,21,20,2024-03-23T00:34:49Z,1460000,False,,,0,,M. Morris Sr. Free Throw 2 of 2 (2 PTS),[202694],1610612739.0,CLE,,,,,Morris Sr.,M. Morris Sr.,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,
147,PT01M35.00S,2024-03-23T00:35:02.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,7.30946123521682,58.333333333333336,1610612750,21,20,2024-03-23T00:42:35Z,1470000,False,-42.0,16.0,1,left,MISS J. McDaniels driving Layup - blocked,"[1630183, 202684]",1610612750.0,MIN,,driving,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,4.47,Missed,,,,,,Thompson,202684.0,,,,,,,,,,
148,PT01M35.00S,2024-03-23T00:35:02.6Z,1,REGULAR,block,,[],202684,,,1610612750,21,20,2024-03-23T00:35:04Z,1480000,False,,,0,,T. Thompson BLOCK (1 BLK),[202684],1610612739.0,CLE,,,,,Thompson,T. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
149,PT01M34.00S,2024-03-23T00:35:03.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,21,20,2024-03-23T00:35:15Z,1490000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,147.0,,,,,,,,,,,,,,,
151,PT01M30.00S,2024-03-23T00:35:21.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630162,9.017739816031538,64.95098039215686,1610612750,21,20,2024-03-23T00:43:52Z,1510000,False,-75.0,32.0,1,left,MISS A. Edwards 8' turnaround fadeaway bank Shot,[1630162],1610612750.0,MIN,,turnaround fadeaway bank,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Left,8.15,Missed,,,,,,,,,,,,,,,,,
152,PT01M27.00S,2024-03-23T00:35:24.5Z,1,REGULAR,rebound,defensive,[],202684,,,1610612739,21,20,2024-03-23T00:35:25Z,1520000,False,,,0,,T. Thompson REBOUND (Off:0 Def:1),[202684],1610612739.0,CLE,,,,,Thompson,T. Thompson,,,,,In The Paint (Non-RA),8-16 Left,,,,151.0,1.0,1.0,0.0,,,,,,,,,,,,
154,PT01M05.00S,2024-03-23T00:35:57.2Z,1,REGULAR,2pt,Layup,[],1629636,88.51839684625493,33.57843137254902,1610612739,21,20,2024-03-23T00:36:02Z,1540000,False,-82.0,55.0,1,right,MISS D. Garland 9' driving finger roll Layup,[1629636],1610612739.0,CLE,,driving finger roll,,,Garland,D. Garland,,,,,Mid-Range,8-16 Left,9.9,Missed,,,,,,,,,,,,,,,,,
155,PT01M04.00S,2024-03-23T00:35:58.2Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,21,20,2024-03-23T00:36:02Z,1550000,False,,,0,,A. Edwards REBOUND (Off:0 Def:3),[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,,,,154.0,3.0,3.0,0.0,,,,,,,,,,,,
156,PT00M59.00S,2024-03-23T00:36:04.3Z,1,REGULAR,foul,personal,['2freethrow'],202684,,,1610612750,21,20,2024-03-23T00:36:15Z,1560000,False,,,0,,T. Thompson shooting personal FOUL (1 PF) (Edwards 2 FT),"[202684, 1630162]",1610612739.0,CLE,203593.0,shooting,,,Thompson,T. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,1.0,0.0,Edwards,1630162.0,,,,,,
158,PT00M59.00S,2024-03-23T00:36:39.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630162,,,1610612750,22,20,2024-03-23T00:36:56Z,1580000,False,,,0,,A. Edwards Free Throw 1 of 2 (5 PTS),[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
159,PT00M59.00S,2024-03-23T00:36:39.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630162,,,1610612750,22,20,2024-03-23T00:36:56Z,1590000,False,,,0,,MISS A. Edwards Free Throw 2 of 2,[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,,,,Missed,,,,,,,,,,,,,,,,,
160,PT00M58.30S,2024-03-23T00:36:39.8Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612739,22,20,2024-03-23T00:36:56Z,1600000,False,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612739.0,CLE,,,,,LeVert,C. LeVert,,,,,,,,,,159.0,2.0,2.0,0.0,,,,,,,,,,,,
161,PT00M41.70S,2024-03-23T00:37:11.6Z,1,REGULAR,2pt,Jump Shot,[],202694,78.26872536136662,49.754901960784316,1610612739,22,20,2024-03-23T00:37:17Z,1610000,False,-1.0,152.0,1,right,MISS M. Morris Sr. 15' Jump Shot,[202694],1610612739.0,CLE,,,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Center,15.18,Missed,,,,,,,,,,,,,,,,,
162,PT00M37.00S,2024-03-23T00:37:16.3Z,1,REGULAR,rebound,offensive,[],1627747,,,1610612739,22,20,2024-03-23T00:37:17Z,1620000,False,,,0,,C. LeVert REBOUND (Off:1 Def:2),[1627747],1610612739.0,CLE,,,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Center,,,,161.0,3.0,2.0,1.0,,,,,,,,,,,,
163,PT00M37.00S,2024-03-23T00:37:16.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627747,94.40999984741211,50.0,1610612739,22,20,2024-03-23T00:37:20Z,1630000,False,0.0,0.0,1,right,MISS C. LeVert tip Layup,[1627747],1610612739.0,CLE,,tip,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,
164,PT00M37.00S,2024-03-23T00:37:16.2Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,22,20,2024-03-23T00:37:20Z,1640000,False,,,0,,A. Edwards REBOUND (Off:0 Def:4),[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,163.0,4.0,4.0,0.0,,,,,,,,,,,,
165,PT00M29.60S,2024-03-23T00:37:23.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630162,9.017739816031538,40.931372549019606,1610612750,22,20,2024-03-23T00:37:37Z,1650000,False,45.0,32.0,1,left,MISS A. Edwards driving floating bank Shot,[1630162],1610612750.0,MIN,,driving floating bank,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,5.56,Missed,,,,,,,,,,,,,,,,,
166,PT00M26.50S,2024-03-23T00:37:26.7Z,1,REGULAR,rebound,defensive,[],202684,,,1610612739,22,20,2024-03-23T00:37:37Z,1660000,False,,,0,,T. Thompson REBOUND (Off:0 Def:2),[202684],1610612739.0,CLE,,,,,Thompson,T. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,165.0,2.0,2.0,0.0,,,,,,,,,,,,
167,PT00M07.80S,2024-03-23T00:37:45.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,88.51839684625493,48.03921568627451,1610612739,22,20,2024-03-23T00:37:56Z,1670000,False,-10.0,55.0,1,right,MISS D. Garland driving finger roll Layup,[1629636],1610612739.0,CLE,,driving finger roll,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,5.63,Missed,,,,,,,,,,,,,,,,,
