actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
538,PT05M59.00S,2024-01-15T02:11:10.1Z,4,REGULAR,steal,,[],1630162,,,1610612750,94,80,2024-01-15T02:11:11Z,5310000,False,,,0,,A. Edwards STEAL (2 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
539,PT05M55.00S,2024-01-15T02:11:14.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629638,6.258212877792378,95.34313725490196,1610612750,94,80,2024-01-15T02:14:45Z,5320000,False,-227.0,6.0,1,left,MISS N. Alexander-Walker running 3PT,[1629638],1610612750.0,MIN,running,,,Alexander-Walker,N. Alexander-Walker,,,,,Left Corner 3,24+ Left,22.68,Missed,,,,,,,,,,,,,,,,,,
540,PT05M52.00S,2024-01-15T02:11:16.9Z,4,REGULAR,rebound,offensive,[],1630183,,,1610612750,94,80,2024-01-15T02:11:16Z,5330000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:3),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,,,,,539.0,,,,,,4.0,3.0,1.0,,,,,,,
541,PT05M52.00S,2024-01-15T02:11:17.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630183,5.995400788436268,47.794117647058826,1610612750,96,80,2024-01-15T02:11:25Z,5340000,False,11.0,4.0,1,left,J. McDaniels putback DUNK (11 PTS),[1630183],1610612750.0,MIN,putback,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.17,Made,,,,,11.0,,,,,,,,,,,,,
542,PT05M52.00S,2024-01-15T02:11:32.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,96,80,2024-01-15T02:11:32Z,5350000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT05M40.00S,2024-01-15T02:14:26.5Z,4,REGULAR,3pt,Jump Shot,[],202331,68.54467805519053,66.42156862745098,1610612746,96,80,2024-01-15T02:14:34Z,5360000,False,82.0,243.0,1,right,MISS P. George 25' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,25.67,Missed,,,,,,,,,,,,,,,,,,
545,PT05M38.00S,2024-01-15T02:14:28.5Z,4,REGULAR,rebound,defensive,[],203497,,,1610612750,96,80,2024-01-15T02:14:34Z,5370000,False,,,0,,R. Gobert REBOUND (Off:3 Def:13),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,544.0,,,,,,16.0,13.0,3.0,,,,,,,
546,PT05M38.00S,2024-01-15T02:14:31.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201566,,,1610612750,96,80,2024-01-15T02:14:51Z,5380000,False,,,0,,R. Westbrook take personal FOUL (2 PF) (Gobert 2 FT),"[201566, 203497]",1610612746.0,LAC,take,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,1199.0,,,,,,,,,,,2.0,0.0,Gobert,203497.0
548,PT05M38.00S,2024-01-15T02:15:08.1Z,4,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,97,80,2024-01-15T02:15:08Z,5400000,False,,,0,,R. Gobert Free Throw 1 of 2 (10 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
549,PT05M38.00S,2024-01-15T02:15:27.9Z,4,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,97,80,2024-01-15T02:15:27Z,5410000,False,,,0,,MISS R. Gobert Free Throw 2 of 2,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
550,PT05M36.00S,2024-01-15T02:15:29.3Z,4,REGULAR,rebound,defensive,[],202695,,,1610612746,97,80,2024-01-15T02:15:29Z,5420000,False,,,0,,K. Leonard REBOUND (Off:0 Def:8),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,549.0,,,,,,8.0,8.0,0.0,,,,,,,
551,PT05M25.00S,2024-01-15T02:15:40.7Z,4,REGULAR,3pt,Jump Shot,[],201566,67.09921156373193,47.30392156862745,1610612746,97,83,2024-01-15T02:15:54Z,5430000,False,-13.0,257.0,1,right,R. Westbrook 25' 3PT  (7 PTS) (J. Harden 7 AST),"[201566, 201935]",1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,25.72,Made,,,,,7.0,J. Harden,201935.0,7.0,,,,,,,,,,
553,PT05M13.00S,2024-01-15T02:15:51.5Z,4,REGULAR,3pt,Jump Shot,[],1629638,6.389618922470433,97.30392156862744,1610612750,97,83,2024-01-15T02:15:57Z,5450000,False,-237.0,8.0,1,left,MISS N. Alexander-Walker 3PT,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Left Corner 3,24+ Left,23.66,Missed,,,,,,,,,,,,,,,,,,
554,PT05M13.00S,2024-01-15T02:15:51.5Z,4,REGULAR,rebound,defensive,[],201566,,,1610612746,97,83,2024-01-15T02:15:57Z,5460000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:3),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Left Corner 3,24+ Left,,,,,553.0,,,,,,4.0,3.0,1.0,,,,,,,
555,PT05M01.00S,2024-01-15T02:16:04.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,84.44480946123521,42.40196078431372,1610612746,97,85,2024-01-15T02:17:25Z,5470000,False,-38.0,94.0,1,right,K. Leonard 10' step back Jump Shot (26 PTS) (R. Westbrook 11 AST),"[202695, 201566]",1610612746.0,LAC,step back,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,10.11,Made,,,,,26.0,R. Westbrook,201566.0,11.0,,,,,,,,,,
556,PT04M48.00S,2024-01-15T02:16:20.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201566,,,1610612750,97,85,2024-01-15T02:16:27Z,5480000,False,,,0,,R. Westbrook take personal FOUL (3 PF) (Gobert 2 FT),"[201566, 203497]",1610612746.0,LAC,take,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Center,,,,,,1199.0,,,,,,,,,,,3.0,0.0,Gobert,203497.0
558,PT04M48.00S,2024-01-15T02:16:47.4Z,4,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,98,85,2024-01-15T02:16:47Z,5500000,False,,,0,,R. Gobert Free Throw 1 of 2 (11 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
559,PT04M48.00S,2024-01-15T02:16:49.2Z,4,REGULAR,substitution,out,[],1629638,,,1610612750,98,85,2024-01-15T02:16:56Z,5510000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT04M48.00S,2024-01-15T02:16:49.2Z,4,REGULAR,substitution,in,[],201144,,,1610612750,98,85,2024-01-15T02:16:56Z,5520000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT04M48.00S,2024-01-15T02:17:12.7Z,4,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,98,85,2024-01-15T02:17:12Z,5530000,False,,,0,,MISS R. Gobert Free Throw 2 of 2,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
562,PT04M46.00S,2024-01-15T02:17:13.5Z,4,REGULAR,rebound,defensive,[],202695,,,1610612746,98,85,2024-01-15T02:17:13Z,5540000,False,,,0,,K. Leonard REBOUND (Off:0 Def:9),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,561.0,,,,,,9.0,9.0,0.0,,,,,,,
563,PT04M34.00S,2024-01-15T02:17:25.5Z,4,REGULAR,2pt,Jump Shot,[],202695,92.59198423127464,65.93137254901961,1610612746,98,85,2024-01-15T02:20:49Z,5550000,False,80.0,17.0,1,right,MISS K. Leonard 8' turnaround fadeaway Shot,[202695],1610612746.0,LAC,turnaround fadeaway,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Right,8.15,Missed,,,,,,,,,,,,,,,,,,
564,PT04M31.00S,2024-01-15T02:17:28.5Z,4,REGULAR,rebound,offensive,[],201566,,,1610612746,98,85,2024-01-15T02:17:30Z,5560000,False,,,0,,R. Westbrook REBOUND (Off:2 Def:3),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Right,,,,,563.0,,,,,,5.0,3.0,2.0,,,,,,,
565,PT04M29.00S,2024-01-15T02:17:30.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1626181,67.62483574244416,28.921568627450984,1610612746,98,88,2024-01-15T02:17:38Z,5570000,False,-105.0,252.0,1,right,N. Powell 27' 3PT  (19 PTS) (R. Westbrook 12 AST),"[1626181, 201566]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,27.3,Made,,,,,19.0,R. Westbrook,201566.0,12.0,,,,,,,,,,
567,PT04M27.00S,2024-01-15T02:17:38.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612750,98,88,2024-01-15T02:17:38Z,5590000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT04M27.00S,2024-01-15T02:18:50.5Z,4,REGULAR,substitution,out,[],203497,,,1610612750,98,88,2024-01-15T02:19:15Z,5600000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT04M27.00S,2024-01-15T02:18:50.5Z,4,REGULAR,substitution,in,[],1626157,,,1610612750,98,88,2024-01-15T02:19:15Z,5610000,False,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT04M08.00S,2024-01-15T02:19:39.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,6.389618922470433,56.372549019607845,1610612750,100,88,2024-01-15T02:22:02Z,5620000,False,-32.0,8.0,1,left,K. Towns bank Jump Shot (17 PTS),[1626157],1610612750.0,MIN,bank,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,3.28,Made,,,,,17.0,,,,,,,,,,,,,
571,PT03M53.00S,2024-01-15T02:19:56.6Z,4,REGULAR,foul,personal,['2freethrow'],203937,,,1610612746,100,88,2024-01-15T02:20:01Z,5630000,False,,,0,,K. Anderson shooting personal FOUL (4 PF) (George 2 FT),"[203937, 202331]",1610612750.0,MIN,shooting,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,1199.0,,,,,,,,,,,4.0,0.0,George,202331.0
573,PT03M53.00S,2024-01-15T02:20:27.0Z,4,REGULAR,freethrow,1 of 2,[],202331,,,1610612746,100,89,2024-01-15T02:20:26Z,5650000,False,,,0,,P. George Free Throw 1 of 2 (15 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
574,PT03M53.00S,2024-01-15T02:20:45.1Z,4,REGULAR,freethrow,2 of 2,[],202331,,,1610612746,100,90,2024-01-15T02:20:45Z,5660000,False,,,0,,P. George Free Throw 2 of 2 (16 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
576,PT03M40.00S,2024-01-15T02:21:02.5Z,4,REGULAR,3pt,Jump Shot,[],201144,24.655059132720105,82.59803921568627,1610612750,100,90,2024-01-15T02:21:08Z,5670000,False,-163.0,179.0,1,left,MISS M. Conley 24' 3PT,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,24.23,Missed,,,,,,,,,,,,,,,,,,
577,PT03M38.00S,2024-01-15T02:21:04.5Z,4,REGULAR,rebound,defensive,[],201566,,,1610612746,100,90,2024-01-15T02:21:08Z,5680000,False,,,0,,R. Westbrook REBOUND (Off:2 Def:4),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,,576.0,,,,,,6.0,4.0,2.0,,,,,,,
578,PT03M32.00S,2024-01-15T02:21:12.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626157,,,1610612746,100,90,2024-01-15T02:21:25Z,5690000,False,,,0,,K. Towns shooting personal FOUL (3 PF) (Harden 2 FT),"[1626157, 201935]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1627524.0,,,,,,,,,,,3.0,0.0,Harden,201935.0
580,PT03M32.00S,2024-01-15T02:21:40.0Z,4,REGULAR,freethrow,1 of 2,[],201935,,,1610612746,100,91,2024-01-15T02:23:22Z,5710000,False,,,0,,J. Harden Free Throw 1 of 2 (10 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
581,PT03M32.00S,2024-01-15T02:21:40.0Z,4,REGULAR,freethrow,2 of 2,[],201935,,,1610612746,100,92,2024-01-15T02:23:22Z,5720000,False,,,0,,J. Harden Free Throw 2 of 2 (11 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
582,PT03M14.00S,2024-01-15T02:22:19.1Z,4,REGULAR,3pt,Jump Shot,[],1630183,17.296320630749015,7.8431372549019605,1610612750,103,92,2024-01-15T02:22:22Z,5730000,False,211.0,110.0,1,left,J. McDaniels 3PT  (14 PTS) (K. Towns 5 AST),"[1630183, 1626157]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,23.78,Made,,,,,14.0,K. Towns,1626157.0,5.0,,,,,,,,,,
584,PT02M55.00S,2024-01-15T02:22:36.9Z,4,REGULAR,turnover,bad pass,[],201935,,,1610612746,103,92,2024-01-15T02:22:49Z,5750000,False,,,0,,J. Harden bad pass TURNOVER (4 TO),"[201935, 201144]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,4.0,Conley,201144.0,,,,
585,PT02M55.00S,2024-01-15T02:22:36.9Z,4,REGULAR,steal,,[],201144,,,1610612750,103,92,2024-01-15T02:22:38Z,5760000,False,,,0,,M. Conley STEAL (1 STL),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
586,PT02M54.00S,2024-01-15T02:22:41.8Z,4,REGULAR,turnover,double dribble,[],201144,,,1610612750,103,92,2024-01-15T02:22:57Z,5770000,False,,,0,,M. Conley double dribble TURNOVER (2 TO),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,,,,2534.0,,,,,,,,2.0,,,,,,
587,PT02M43.00S,2024-01-15T02:23:05.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626181,92.59198423127464,50.98039215686274,1610612746,103,94,2024-01-15T02:23:10Z,5780000,False,5.0,17.0,1,right,N. Powell driving DUNK (21 PTS) (R. Westbrook 13 AST),"[1626181, 201566]",1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,1.78,Made,,,,,21.0,R. Westbrook,201566.0,13.0,,,,,,,,,,
589,PT02M14.00S,2024-01-15T02:23:37.3Z,4,REGULAR,foul,offensive,['inpenalty'],1626157,,,1610612750,103,94,2024-01-15T02:30:25Z,5800000,False,,,0,,K. Towns charge offensive FOUL (4 PF),"[1626157, 201566]",1610612750.0,MIN,charge,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,,,,,,1627524.0,,,,,,,,,,,4.0,0.0,Westbrook,201566.0
591,PT02M14.00S,2024-01-15T02:23:37.3Z,4,REGULAR,turnover,offensive foul,[],1626157,,,1610612750,103,94,2024-01-15T02:23:37Z,5820000,False,,,0,,K. Towns offensive foul TURNOVER (4 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,,,,,,1627524.0,,,,,,,,4.0,,,,,,
592,PT02M14.00S,2024-01-15T02:23:51.1Z,4,REGULAR,substitution,out,[],1626157,,,1610612746,103,94,2024-01-15T02:23:54Z,5830000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT02M14.00S,2024-01-15T02:23:51.1Z,4,REGULAR,substitution,in,[],203497,,,1610612746,103,94,2024-01-15T02:23:54Z,5840000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT01M56.00S,2024-01-15T02:24:24.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201935,69.07030223390277,66.42156862745098,1610612746,103,97,2024-01-15T02:24:28Z,5850000,False,82.0,238.0,1,right,J. Harden 25' 3PT step back (14 PTS),[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,25.2,Made,,,,,14.0,,,,,,,,,,,,,
595,PT01M44.00S,2024-01-15T02:24:39.2Z,4,REGULAR,3pt,Jump Shot,[],1630162,31.09395532194481,32.59803921568628,1610612750,103,97,2024-01-15T02:24:44Z,5860000,False,87.0,240.0,1,left,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,25.51,Missed,,,,,,,,,,,,,,,,,,
596,PT01M41.00S,2024-01-15T02:24:42.2Z,4,REGULAR,rebound,defensive,[],201566,,,1610612746,103,97,2024-01-15T02:24:44Z,5870000,False,,,0,,R. Westbrook REBOUND (Off:2 Def:5),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,,,595.0,,,,,,7.0,5.0,2.0,,,,,,,
597,PT01M28.00S,2024-01-15T02:24:55.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,87.59855453350855,51.225490196078425,1610612746,103,97,2024-01-15T02:26:06Z,5880000,False,6.0,64.0,1,right,MISS K. Leonard 6' driving floating Shot - blocked,"[202695, 203497]",1610612746.0,LAC,driving floating,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,6.44,Missed,Gobert,203497.0,,,,,,,,,,,,,,,,
598,PT01M28.00S,2024-01-15T02:24:55.5Z,4,REGULAR,block,,[],203497,,,1610612746,103,97,2024-01-15T02:24:57Z,5890000,False,,,0,,R. Gobert BLOCK (4 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
599,PT01M25.00S,2024-01-15T02:24:58.5Z,4,REGULAR,rebound,defensive,[],203497,,,1610612750,103,97,2024-01-15T02:24:59Z,5900000,False,,,0,,R. Gobert REBOUND (Off:3 Def:14),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,597.0,,,,,,17.0,14.0,3.0,,,,,,,
600,PT01M24.00S,2024-01-15T02:25:02.2Z,4,REGULAR,turnover,out-of-bounds,[],1630162,,,1610612750,103,97,2024-01-15T02:25:11Z,5910000,False,,,0,,A. Edwards bad pass out-of-bounds TURNOVER (4 TO),[1630162],1610612750.0,MIN,bad pass,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,,,,,,1627524.0,,,,,,,,4.0,,,,,,
601,PT01M10.00S,2024-01-15T02:25:31.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1626181,92.32917214191852,4.166666666666666,1610612746,103,100,2024-01-15T02:25:39Z,5920000,False,-229.0,20.0,1,right,N. Powell 3PT step back (24 PTS) (J. Harden 8 AST),"[1626181, 201935]",1610612746.0,LAC,step back,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,23.0,Made,,,,,24.0,J. Harden,201935.0,8.0,,,,,,,,,,
603,PT00M59.50S,2024-01-15T02:25:54.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201566,,,1610612750,103,100,2024-01-15T02:26:05Z,5940000,False,,,0,,R. Westbrook personal FOUL (4 PF) (Gobert 2 FT),"[201566, 203497]",1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Center,,,,,,1627524.0,,,,,,,,,,,4.0,0.0,Gobert,203497.0
605,PT00M59.50S,2024-01-15T02:26:28.9Z,4,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,104,100,2024-01-15T02:26:28Z,5960000,False,,,0,,R. Gobert Free Throw 1 of 2 (12 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
606,PT00M59.50S,2024-01-15T02:26:49.5Z,4,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,105,100,2024-01-15T02:26:49Z,5970000,False,,,0,,R. Gobert Free Throw 2 of 2 (13 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
607,PT00M46.60S,2024-01-15T02:27:07.4Z,4,REGULAR,3pt,Jump Shot,[],202695,68.01905387647832,41.911764705882355,1610612746,105,100,2024-01-15T02:27:16Z,5980000,False,-40.0,248.0,1,right,MISS K. Leonard 25' 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,25.14,Missed,,,,,,,,,,,,,,,,,,
608,PT00M43.00S,2024-01-15T02:27:11.0Z,4,REGULAR,rebound,defensive,[],203497,,,1610612750,105,100,2024-01-15T02:27:16Z,5990000,False,,,0,,R. Gobert REBOUND (Off:3 Def:15),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,607.0,,,,,,18.0,15.0,3.0,,,,,,,
609,PT00M42.50S,2024-01-15T02:27:14.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626181,,,1610612750,105,100,2024-01-15T02:27:25Z,6000000,False,,,0,,N. Powell take personal FOUL (1 PF) (Gobert 2 FT),"[1626181, 203497]",1610612746.0,LAC,take,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1627524.0,,,,,,,,,,,1.0,0.0,Gobert,203497.0
611,PT00M42.50S,2024-01-15T02:27:52.5Z,4,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,106,100,2024-01-15T02:27:52Z,6020000,False,,,0,,R. Gobert Free Throw 1 of 2 (14 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
612,PT00M42.50S,2024-01-15T02:28:13.8Z,4,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,107,100,2024-01-15T02:28:13Z,6030000,False,,,0,,R. Gobert Free Throw 2 of 2 (15 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
613,PT00M35.70S,2024-01-15T02:28:22.4Z,4,REGULAR,3pt,Jump Shot,[],201566,69.33311432325887,33.33333333333333,1610612746,107,103,2024-01-15T02:28:27Z,6040000,False,-83.0,236.0,1,right,R. Westbrook 25' 3PT pullup (10 PTS),[201566],1610612746.0,LAC,pullup,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,25.01,Made,,,,,10.0,,,,,,,,,,,,,
614,PT00M25.20S,2024-01-15T02:28:41.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202331,,,1610612750,107,103,2024-01-15T02:28:51Z,6050000,False,,,0,,P. George take personal FOUL (2 PF) (Edwards 2 FT),"[202331, 1630162]",1610612746.0,LAC,take,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,,,1627524.0,,,,,,,,,,,2.0,0.0,Edwards,1630162.0
616,PT00M25.20S,2024-01-15T02:29:04.2Z,4,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,108,103,2024-01-15T02:29:04Z,6070000,False,,,0,,A. Edwards Free Throw 1 of 2 (32 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,32.0,,,,,,,,,,,,,
617,PT00M25.20S,2024-01-15T02:29:06.0Z,4,REGULAR,substitution,out,[],201566,,,1610612750,108,103,2024-01-15T02:29:13Z,6080000,False,,,0,,SUB out: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT00M25.20S,2024-01-15T02:29:06.0Z,4,REGULAR,substitution,out,[],1626181,,,1610612750,108,103,2024-01-15T02:29:13Z,6090000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT00M25.20S,2024-01-15T02:29:06.0Z,4,REGULAR,substitution,in,[],1628464,,,1610612750,108,103,2024-01-15T02:29:13Z,6100000,False,,,0,,SUB in: D. Theis,[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT00M25.20S,2024-01-15T02:29:06.0Z,4,REGULAR,substitution,in,[],203486,,,1610612750,108,103,2024-01-15T02:29:13Z,6110000,False,,,0,,SUB in: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT00M25.20S,2024-01-15T02:29:30.6Z,4,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,109,103,2024-01-15T02:29:30Z,6120000,False,,,0,,A. Edwards Free Throw 2 of 2 (33 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,33.0,,,,,,,,,,,,,
622,PT00M25.20S,2024-01-15T02:29:33.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612746,109,103,2024-01-15T02:29:33Z,6130000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT00M25.20S,2024-01-15T02:30:32.6Z,4,REGULAR,substitution,out,[],1628464,,,1610612746,109,103,2024-01-15T02:30:58Z,6140000,False,,,0,,SUB out: D. Theis,[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
