actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
258,PT06M30.00S,2023-11-21T01:54:24.8Z,2,REGULAR,substitution,in,[],203937,,,1610612752,48,44,2023-11-21T01:55:12Z,2550000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M30.00S,2023-11-21T01:54:24.8Z,2,REGULAR,substitution,in,[],1628972,,,1610612752,48,44,2023-11-21T01:55:12Z,2560000,False,,,0,,SUB in: T. Brown Jr.,[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M30.00S,2023-11-21T01:54:24.8Z,2,REGULAR,substitution,in,[],1626157,,,1610612752,48,44,2023-11-21T01:55:12Z,2570000,False,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M30.00S,2023-11-21T01:55:27.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203944,,,1610612752,48,44,2023-11-21T01:55:27Z,2580000,False,,,0,,MISS J. Randle Free Throw 1 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
262,PT06M30.00S,2023-11-21T01:55:27.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,48,44,2023-11-21T01:55:27Z,2590000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,261.0,,,,,,,,,,,
263,PT06M30.00S,2023-11-21T01:55:42.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203944,,,1610612752,48,45,2023-11-21T01:55:42Z,2600000,False,,,0,,J. Randle Free Throw 2 of 2 (4 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
264,PT06M19.00S,2023-11-21T01:55:55.1Z,2,REGULAR,3pt,Jump Shot,[],1629638,5.863994743758213,4.166666666666666,1610612750,48,45,2023-11-21T01:55:59Z,2610000,False,229.0,3.0,1,left,MISS N. Alexander-Walker 3PT,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,,
265,PT06M16.00S,2023-11-21T01:55:58.1Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,48,45,2023-11-21T01:55:59Z,2620000,False,,,0,,J. Randle REBOUND (Off:0 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Right Corner 3,24+ Right,,,,,,,,,264.0,,,,,,,,,4.0,4.0,0.0
266,PT06M10.00S,2023-11-21T01:56:04.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628978,92.72339027595268,95.83333333333334,1610612752,48,45,2023-11-21T01:56:12Z,2630000,False,229.0,16.0,1,right,MISS D. DiVincenzo 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Right Corner 3,24+ Right,22.98,Missed,,,,,,,,,,,,,,,,,,
267,PT06M06.00S,2023-11-21T01:56:08.1Z,2,REGULAR,rebound,defensive,[],1628972,,,1610612750,48,45,2023-11-21T01:56:12Z,2640000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,266.0,,,,,,,,,1.0,1.0,0.0
268,PT05M54.00S,2023-11-21T01:56:19.5Z,2,REGULAR,3pt,Jump Shot,[],1629638,9.411957950065702,4.166666666666666,1610612750,48,45,2023-11-21T01:56:24Z,2650000,False,229.0,36.0,1,left,MISS N. Alexander-Walker 3PT,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Right Corner 3,24+ Right,23.2,Missed,,,,,,,,,,,,,,,,,,
269,PT05M52.00S,2023-11-21T01:56:21.5Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,48,45,2023-11-21T01:56:24Z,2660000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,,,,,,,,,268.0,,,,,,,,,1.0,1.0,0.0
270,PT05M32.00S,2023-11-21T01:56:42.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,87.59855453350855,49.26470588235294,1610612752,48,45,2023-11-21T01:59:10Z,2670000,False,-4.0,64.0,1,right,MISS J. Randle 6' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,6.42,Missed,,,,,,,,,,,,,,,,,,
271,PT05M29.00S,2023-11-21T01:56:45.6Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,48,45,2023-11-21T01:56:49Z,2680000,False,,,0,,M. Robinson REBOUND (Off:4 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,270.0,,,,,,,,,6.0,2.0,4.0
272,PT05M28.00S,2023-11-21T01:56:46.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628978,71.96123521681997,18.38235294117647,1610612752,48,45,2023-11-21T01:56:53Z,2690000,False,-158.0,211.0,1,right,MISS D. DiVincenzo 26' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,26.37,Missed,,,,,,,,,,,,,,,,,,
273,PT05M28.00S,2023-11-21T01:56:46.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,48,45,2023-11-21T01:56:53Z,2700000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,272.0,,,,,,,,,,,
274,PT05M26.00S,2023-11-21T01:56:51.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203944,,,1610612750,48,45,2023-11-21T01:57:24Z,2710000,False,,,0,,J. Randle loose ball personal FOUL (1 PF) (Brown Jr. 2 FT),"[203944, 1628972]",1610612752.0,NYK,loose ball,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2003.0,1.0,0.0,Brown Jr.,1628972.0,,,
276,PT05M26.00S,2023-11-21T01:57:21.0Z,2,REGULAR,freethrow,1 of 2,[],1628972,,,1610612750,49,45,2023-11-21T01:57:21Z,2730000,False,,,0,,T. Brown Jr. Free Throw 1 of 2 (1 PTS),[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
277,PT05M26.00S,2023-11-21T01:57:43.0Z,2,REGULAR,freethrow,2 of 2,[],1628972,,,1610612750,50,45,2023-11-21T01:57:43Z,2740000,False,,,0,,T. Brown Jr. Free Throw 2 of 2 (2 PTS),[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
278,PT05M07.00S,2023-11-21T01:58:02.3Z,2,REGULAR,3pt,Jump Shot,[],1628973,71.04139290407359,77.20588235294117,1610612752,50,45,2023-11-21T01:58:07Z,2750000,False,136.0,220.0,1,right,MISS J. Brunson 25' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.84,Missed,,,,,,,,,,,,,,,,,,
279,PT05M04.00S,2023-11-21T01:58:05.3Z,2,REGULAR,rebound,defensive,[],1628972,,,1610612750,50,45,2023-11-21T01:58:07Z,2760000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:2),[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,278.0,,,,,,,,,2.0,2.0,0.0
280,PT04M57.00S,2023-11-21T01:58:13.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,6.389618922470433,38.72549019607843,1610612750,52,45,2023-11-21T01:58:19Z,2770000,False,56.0,8.0,1,left,K. Towns driving Layup (9 PTS) (K. Anderson 3 AST),"[1626157, 203937]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,5.69,Made,9.0,,,,,,,K. Anderson,203937.0,3.0,,,,,,,,
281,PT04M39.00S,2023-11-21T01:58:31.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,91.5407358738502,42.8921568627451,1610612752,52,47,2023-11-21T01:58:46Z,2780000,False,-36.0,27.0,1,right,J. Randle turnaround bank Jump Shot (6 PTS) (J. Brunson 5 AST),"[203944, 1628973]",1610612752.0,NYK,turnaround bank,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,4.46,Made,6.0,,,,,,,J. Brunson,1628973.0,5.0,,,,,,,,
283,PT04M25.00S,2023-11-21T01:58:45.1Z,2,REGULAR,turnover,bad pass,[],1626157,,,1610612750,52,47,2023-11-21T01:58:49Z,2790000,False,,,0,,K. Towns bad pass TURNOVER (2 TO),"[1626157, 1629011]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,2.0,Robinson,1629011.0,,,,,,,,,,,,,,
284,PT04M25.00S,2023-11-21T01:58:45.1Z,2,REGULAR,steal,,[],1629011,,,1610612752,52,47,2023-11-21T01:58:47Z,2800000,False,,,0,,M. Robinson STEAL (2 STL),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
285,PT04M19.00S,2023-11-21T01:58:50.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203944,91.27792378449409,49.01960784313725,1610612752,52,49,2023-11-21T01:58:58Z,2810000,False,-5.0,29.0,1,right,J. Randle finger roll Layup (8 PTS) (D. DiVincenzo 2 AST),"[203944, 1628978]",1610612752.0,NYK,finger roll,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,2.99,Made,8.0,,,,,,,D. DiVincenzo,1628978.0,2.0,,,,,,,,
288,PT04M02.00S,2023-11-21T01:59:10.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628973,,,1610612750,52,49,2023-11-21T01:59:22Z,2830000,False,,,0,,J. Brunson shooting personal FOUL (2 PF) (Anderson 2 FT),"[1628973, 203937]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1626300.0,2.0,0.0,Anderson,203937.0,,,
290,PT04M02.00S,2023-11-21T01:59:39.9Z,2,REGULAR,freethrow,1 of 2,[],203937,,,1610612750,52,49,2023-11-21T01:59:40Z,2850000,False,,,0,,MISS K. Anderson Free Throw 1 of 2,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
291,PT04M02.00S,2023-11-21T01:59:39.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,52,49,2023-11-21T01:59:40Z,2860000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,290.0,,,,,,,,,,,
292,PT04M02.00S,2023-11-21T01:59:41.5Z,2,REGULAR,substitution,out,[],1628404,,,1610612750,52,49,2023-11-21T01:59:46Z,2870000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT04M02.00S,2023-11-21T01:59:41.5Z,2,REGULAR,substitution,in,[],1629628,,,1610612750,52,49,2023-11-21T01:59:46Z,2880000,False,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT04M02.00S,2023-11-21T02:00:03.3Z,2,REGULAR,freethrow,2 of 2,[],203937,,,1610612750,53,49,2023-11-21T02:00:03Z,2890000,False,,,0,,K. Anderson Free Throw 2 of 2 (4 PTS),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
295,PT03M40.00S,2023-11-21T02:00:26.9Z,2,REGULAR,3pt,Jump Shot,[],1628973,86.41590013140605,4.6568627450980395,1610612752,53,52,2023-11-21T02:00:32Z,2900000,False,-227.0,75.0,1,right,J. Brunson 3PT step back (14 PTS) (D. DiVincenzo 3 AST),"[1628973, 1628978]",1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Left Corner 3,24+ Left,23.88,Made,14.0,,,,,,,D. DiVincenzo,1628978.0,3.0,,,,,,,,
297,PT03M21.00S,2023-11-21T02:00:44.8Z,2,REGULAR,3pt,Jump Shot,[],1629638,13.87976346911958,94.85294117647058,1610612750,53,52,2023-11-21T02:00:49Z,2920000,False,-224.0,78.0,1,left,MISS N. Alexander-Walker step back 3PT,[1629638],1610612750.0,MIN,step back,,,Alexander-Walker,N. Alexander-Walker,,,,,Left Corner 3,24+ Left,23.75,Missed,,,,,,,,,,,,,,,,,,
298,PT03M19.00S,2023-11-21T02:00:46.8Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,53,52,2023-11-21T02:00:49Z,2930000,False,,,0,,J. Randle REBOUND (Off:0 Def:5),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,,,,,,,,,297.0,,,,,,,,,5.0,5.0,0.0
299,PT03M03.00S,2023-11-21T02:01:04.0Z,2,REGULAR,2pt,Jump Shot,[],1629628,86.41590013140605,32.59803921568628,1610612752,53,52,2023-11-21T02:02:40Z,2940000,False,-87.0,75.0,1,right,MISS R. Barrett 11' floating Shot,[1629628],1610612752.0,NYK,floating,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Left,11.5,Missed,,,,,,,,,,,,,,,,,,
300,PT03M01.00S,2023-11-21T02:01:06.0Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,53,52,2023-11-21T02:01:13Z,2950000,False,,,0,,M. Robinson REBOUND (Off:5 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Left,,,,,,,,,299.0,,,,,,,,,7.0,2.0,5.0
301,PT03M01.00S,2023-11-21T02:01:06.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629011,94.40999984741211,50.0,1610612752,53,52,2023-11-21T02:01:20Z,2960000,False,0.0,0.0,1,right,MISS M. Robinson tip Layup,[1629011],1610612752.0,NYK,tip,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
302,PT02M58.00S,2023-11-21T02:01:09.8Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,53,52,2023-11-21T02:01:20Z,2970000,False,,,0,,A. Edwards REBOUND (Off:1 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,301.0,,,,,,,,,4.0,3.0,1.0
303,PT02M53.00S,2023-11-21T02:01:13.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,25.443495400788436,19.852941176470587,1610612750,53,52,2023-11-21T02:03:49Z,2980000,False,151.0,187.0,1,left,MISS A. Edwards running pullup 3PT,[1630162],1610612750.0,MIN,running pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,23.99,Missed,,,,,,,,,,,,,,,,,,
304,PT02M50.00S,2023-11-21T02:01:16.3Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612752,53,52,2023-11-21T02:01:24Z,2990000,False,,,0,,R. Barrett REBOUND (Off:2 Def:3),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,,,,,,303.0,,,,,,,,,5.0,3.0,2.0
305,PT02M46.00S,2023-11-21T02:01:19.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628978,74.58935611038108,14.705882352941178,1610612752,53,52,2023-11-21T02:01:29Z,3000000,False,-176.0,186.0,1,right,MISS D. DiVincenzo 25' pullup 3PT,[1628978],1610612752.0,NYK,pullup,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,25.67,Missed,,,,,,,,,,,,,,,,,,
306,PT02M42.00S,2023-11-21T02:01:23.9Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612750,53,52,2023-11-21T02:01:29Z,3010000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,305.0,,,,,,,,,2.0,2.0,0.0
307,PT02M31.00S,2023-11-21T02:01:34.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,18.2161629434954,48.28431372549019,1610612750,53,52,2023-11-21T02:01:39Z,3020000,False,9.0,119.0,1,left,MISS A. Edwards 11' turnaround fadeaway Shot,[1630162],1610612750.0,MIN,turnaround fadeaway,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,11.9,Missed,,,,,,,,,,,,,,,,,,
308,PT02M30.00S,2023-11-21T02:01:35.6Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,53,52,2023-11-21T02:01:39Z,3030000,False,,,0,,J. Randle REBOUND (Off:0 Def:6),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,307.0,,,,,,,,,6.0,6.0,0.0
309,PT02M22.00S,2023-11-21T02:01:44.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,89.17542706964521,45.09803921568628,1610612752,53,54,2023-11-21T02:04:31Z,3040000,False,-25.0,49.0,1,right,J. Randle driving floating Jump Shot (10 PTS),[203944],1610612752.0,NYK,driving floating,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,5.51,Made,10.0,,,,,,,,,,,,,,,,,
310,PT01M57.00S,2023-11-21T02:02:09.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203937,6.652431011826544,45.09803921568628,1610612750,55,54,2023-11-21T02:02:14Z,3050000,False,25.0,10.0,1,left,K. Anderson driving Layup (6 PTS) (T. Brown Jr. 1 AST),"[203937, 1628972]",1610612750.0,MIN,driving,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,2.65,Made,6.0,,,,,,,T. Brown Jr.,1628972.0,1.0,,,,,,,,
312,PT01M47.00S,2023-11-21T02:02:22.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,55,54,2023-11-21T02:02:22Z,3070000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT01M47.00S,2023-11-21T02:04:56.0Z,2,REGULAR,substitution,out,[],203937,,,1610612752,55,54,2023-11-21T02:05:21Z,3080000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT01M47.00S,2023-11-21T02:04:56.0Z,2,REGULAR,substitution,out,[],1629638,,,1610612752,55,54,2023-11-21T02:05:21Z,3090000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT01M47.00S,2023-11-21T02:04:56.0Z,2,REGULAR,substitution,out,[],1628978,,,1610612752,55,54,2023-11-21T02:05:21Z,3100000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT01M47.00S,2023-11-21T02:04:56.0Z,2,REGULAR,substitution,in,[],201144,,,1610612752,55,54,2023-11-21T02:05:21Z,3110000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT01M47.00S,2023-11-21T02:04:56.0Z,2,REGULAR,substitution,in,[],203497,,,1610612752,55,54,2023-11-21T02:05:21Z,3120000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT01M47.00S,2023-11-21T02:04:56.0Z,2,REGULAR,substitution,in,[],1629656,,,1610612752,55,54,2023-11-21T02:05:21Z,3130000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT01M40.00S,2023-11-21T02:05:28.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,80.89684625492772,49.754901960784316,1610612752,55,54,2023-11-21T02:05:37Z,3140000,False,-1.0,127.0,1,right,MISS J. Brunson 12' floating Shot,[1628973],1610612752.0,NYK,floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,12.71,Missed,,,,,,,,,,,,,,,,,,
320,PT01M35.00S,2023-11-21T02:05:33.0Z,2,REGULAR,rebound,defensive,[],1628972,,,1610612750,55,54,2023-11-21T02:05:37Z,3150000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:3),[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,319.0,,,,,,,,,3.0,3.0,0.0
321,PT01M26.00S,2023-11-21T02:05:41.9Z,2,REGULAR,3pt,Jump Shot,[],1630162,24.310118265440213,15.464154411764705,1610612750,55,54,2023-11-21T02:05:55Z,3160000,False,173.0,176.0,1,left,MISS A. Edwards 24' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,24.66,Missed,,,,,,,,,,,,,,,,,,
322,PT01M22.00S,2023-11-21T02:05:45.9Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612752,55,54,2023-11-21T02:05:55Z,3170000,False,,,0,,R. Barrett REBOUND (Off:2 Def:4),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,,,,,,321.0,,,,,,,,,6.0,4.0,2.0
323,PT01M17.00S,2023-11-21T02:05:50.8Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1629628,77.4802890932983,57.84313725490197,1610612752,55,54,2023-11-21T02:06:01Z,3180000,False,39.0,159.0,1,right,MISS R. Barrett 16' pullup Shot,[1629628],1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Center,16.4,Missed,,,,,,,,,,,,,,,,,,
324,PT01M14.00S,2023-11-21T02:05:53.8Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,55,54,2023-11-21T02:06:01Z,3190000,False,,,0,,A. Edwards REBOUND (Off:1 Def:4),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,,,,,,,,,323.0,,,,,,,,,5.0,4.0,1.0
325,PT01M09.00S,2023-11-21T02:05:58.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201144,6.652431011826544,96.56862745098039,1610612750,58,54,2023-11-21T02:06:07Z,3200000,False,-233.0,10.0,1,left,M. Conley 3PT  (8 PTS) (T. Brown Jr. 2 AST),"[201144, 1628972]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Left Corner 3,24+ Left,23.3,Made,8.0,,,,,,,T. Brown Jr.,1628972.0,2.0,,,,,,,,
327,PT00M44.50S,2023-11-21T02:06:23.8Z,2,REGULAR,3pt,Jump Shot,[],203944,67.49342969776609,53.67647058823529,1610612752,58,54,2023-11-21T02:06:29Z,3220000,False,18.0,253.0,1,right,MISS J. Randle 25' step back 3PT,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,25.38,Missed,,,,,,,,,,,,,,,,,,
328,PT00M41.80S,2023-11-21T02:06:26.5Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,58,54,2023-11-21T02:06:29Z,3230000,False,,,0,,A. Edwards REBOUND (Off:1 Def:5),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,,327.0,,,,,,,,,6.0,5.0,1.0
329,PT00M32.60S,2023-11-21T02:06:36.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,10.988830486202366,36.27450980392157,1610612750,58,54,2023-11-21T02:07:32Z,3240000,False,69.0,51.0,1,left,MISS K. Towns 8' driving Layup,[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Right,8.54,Missed,,,,,,,,,,,,,,,,,,
330,PT00M28.80S,2023-11-21T02:06:40.3Z,2,REGULAR,rebound,defensive,[],1629656,,,1610612752,58,54,2023-11-21T02:06:41Z,3250000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,329.0,,,,,,,,,1.0,1.0,0.0
331,PT00M24.80S,2023-11-21T02:06:44.8Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203944,92.19776609724047,49.754901960784316,1610612752,58,56,2023-11-21T02:06:54Z,3260000,False,-1.0,21.0,1,right,J. Randle driving DUNK (12 PTS),[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,2.08,Made,12.0,,,,,,,,,,,,,,,,,
332,PT00M02.70S,2023-11-21T02:07:12.2Z,2,REGULAR,3pt,Jump Shot,[],201144,27.94021024967148,77.45098039215686,1610612750,58,56,2023-11-21T02:07:16Z,3270000,False,-137.0,210.0,1,left,MISS M. Conley 25' 3PT,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,25.1,Missed,,,,,,,,,,,,,,,,,,
333,PT00M01.50S,2023-11-21T02:07:13.4Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,58,56,2023-11-21T02:07:22Z,3280000,False,,,0,,J. Randle REBOUND (Off:0 Def:7),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,,,,332.0,,,,,,,,,7.0,7.0,0.0
334,PT00M00.00S,2023-11-21T02:07:20.6Z,2,REGULAR,period,end,[],0,,,1610612752,58,56,2023-11-21T02:07:20Z,3290000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
