actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
89,PT04M31.00S,2023-11-21T01:24:28.7Z,1,REGULAR,substitution,in,[],203937,,,1610612750,20,18,2023-11-21T01:26:26Z,880000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M31.00S,2023-11-21T01:24:28.7Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,20,18,2023-11-21T01:26:26Z,890000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M31.00S,2023-11-21T01:24:28.7Z,1,REGULAR,substitution,in,[],1628404,,,1610612750,20,18,2023-11-21T01:26:26Z,900000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M31.00S,2023-11-21T01:24:28.7Z,1,REGULAR,substitution,in,[],1630193,,,1610612750,20,18,2023-11-21T01:26:26Z,910000,False,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M31.00S,2023-11-21T01:25:02.5Z,1,REGULAR,freethrow,1 of 1,[],1626157,,,1610612750,21,18,2023-11-21T01:25:02Z,920000,False,,,0,,K. Towns Free Throw 1 of 1 (5 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
94,PT04M22.00S,2023-11-21T01:25:14.2Z,1,REGULAR,foul,personal,['2freethrow'],1629638,,,1610612752,21,18,2023-11-21T01:25:23Z,930000,False,,,0,,N. Alexander-Walker shooting personal FOUL (1 PF) (Brunson 2 FT),"[1629638, 1628973]",1610612750.0,MIN,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,1626300.0,1.0,0.0,Brunson,1628973.0,,,
96,PT04M22.00S,2023-11-21T01:25:44.2Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,21,19,2023-11-21T01:25:44Z,950000,False,,,0,,J. Brunson Free Throw 1 of 2 (7 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
97,PT04M22.00S,2023-11-21T01:26:07.3Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,21,20,2023-11-21T01:26:07Z,960000,False,,,0,,J. Brunson Free Throw 2 of 2 (8 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
98,PT04M15.00S,2023-11-21T01:26:23.1Z,1,REGULAR,2pt,Jump Shot,[],1630162,11.777266754270697,69.11764705882352,1610612750,21,20,2023-11-21T01:26:31Z,970000,False,-96.0,58.0,1,left,MISS A. Edwards 11' pullup bank Shot,[1630162],1610612750.0,MIN,pullup bank,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,11.19,Missed,,,,,,,,,,,,,,,,,,
99,PT04M12.00S,2023-11-21T01:26:26.1Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,21,20,2023-11-21T01:26:31Z,980000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Left,,,,,,,,,98.0,,,,,,,,,2.0,2.0,0.0
100,PT03M55.00S,2023-11-21T01:26:43.3Z,1,REGULAR,3pt,Jump Shot,[],1630193,90.75229960578186,4.166666666666666,1610612752,21,20,2023-11-21T01:26:47Z,990000,False,-229.0,34.0,1,right,MISS I. Quickley 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Left Corner 3,24+ Left,23.18,Missed,,,,,,,,,,,,,,,,,,
101,PT03M53.00S,2023-11-21T01:26:45.3Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,21,20,2023-11-21T01:26:47Z,1000000,False,,,0,,M. Robinson REBOUND (Off:2 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Left Corner 3,24+ Left,,,,,,,,,100.0,,,,,,,,,3.0,1.0,2.0
102,PT03M50.00S,2023-11-21T01:26:47.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203944,67.23061760840999,43.872549019607845,1610612752,21,20,2023-11-21T01:26:53Z,1010000,False,-31.0,256.0,1,right,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,25.73,Missed,,,,,,,,,,,,,,,,,,
103,PT03M45.00S,2023-11-21T01:26:52.9Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,21,20,2023-11-21T01:26:53Z,1020000,False,,,0,,A. Edwards REBOUND (Off:1 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,,102.0,,,,,,,,,3.0,2.0,1.0
104,PT03M40.00S,2023-11-21T01:26:56.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1626157,10.5946123521682,35.78431372549019,1610612750,23,20,2023-11-21T01:27:04Z,1030000,False,71.0,47.0,1,left,K. Towns 8' driving floating bank Jump Shot (7 PTS) (K. Anderson 1 AST),"[1626157, 203937]",1610612750.0,MIN,driving floating bank,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Right,8.53,Made,7.0,,,,,,,K. Anderson,203937.0,1.0,,,,,,,,
106,PT03M15.00S,2023-11-21T01:27:22.6Z,1,REGULAR,3pt,Jump Shot,[],1628973,68.28186596583443,53.92156862745098,1610612752,23,20,2023-11-21T01:27:27Z,1050000,False,20.0,246.0,1,right,MISS J. Brunson 24' step back 3PT,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,24.65,Missed,,,,,,,,,,,,,,,,,,
107,PT03M12.00S,2023-11-21T01:27:25.6Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,23,20,2023-11-21T01:27:27Z,1060000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,,,,,,106.0,,,,,,,,,2.0,2.0,0.0
108,PT03M07.00S,2023-11-21T01:27:34.2Z,1,REGULAR,foul,offensive,[],1630162,,,1610612750,23,20,2023-11-21T01:27:44Z,1070000,False,,,0,,A. Edwards charge offensive FOUL (1 PF),"[1630162, 1628973]",1610612750.0,MIN,charge,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1626300.0,1.0,0.0,Brunson,1628973.0,,,
110,PT03M07.00S,2023-11-21T01:27:34.2Z,1,REGULAR,turnover,offensive foul,[],1630162,,,1610612750,23,20,2023-11-21T01:27:34Z,1090000,False,,,0,,A. Edwards offensive foul TURNOVER (2 TO),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,2.0,,,,,,,,,1626300.0,,,,,,,
111,PT03M07.00S,2023-11-21T01:27:54.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,23,20,2023-11-21T01:27:54Z,1100000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M07.00S,2023-11-21T01:29:37.1Z,1,REGULAR,substitution,out,[],1629011,,,1610612752,23,20,2023-11-21T01:30:21Z,1120000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M07.00S,2023-11-21T01:29:37.1Z,1,REGULAR,substitution,out,[],203944,,,1610612752,23,20,2023-11-21T01:30:21Z,1130000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M07.00S,2023-11-21T01:29:37.1Z,1,REGULAR,substitution,in,[],1628978,,,1610612752,23,20,2023-11-21T01:30:21Z,1140000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M07.00S,2023-11-21T01:29:37.1Z,1,REGULAR,substitution,in,[],1628392,,,1610612752,23,20,2023-11-21T01:30:21Z,1150000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M43.00S,2023-11-21T01:31:07.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630193,90.48948751642575,11.519607843137255,1610612752,23,20,2023-11-21T01:31:12Z,1160000,False,-192.0,37.0,1,right,MISS I. Quickley 19' Jump Shot,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Left,19.59,Missed,,,,,,,,,,,,,,,,,,
118,PT02M40.00S,2023-11-21T01:31:10.4Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,23,20,2023-11-21T01:31:12Z,1170000,False,,,0,,K. Towns REBOUND (Off:0 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Left,,,,,,,,,117.0,,,,,,,,,3.0,3.0,0.0
119,PT02M29.00S,2023-11-21T01:31:21.3Z,1,REGULAR,3pt,Jump Shot,[],1629675,31.488173455978973,37.745098039215684,1610612750,23,20,2023-11-21T01:31:25Z,1180000,False,61.0,243.0,1,left,MISS N. Reid 25' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,25.11,Missed,,,,,,,,,,,,,,,,,,
120,PT02M26.00S,2023-11-21T01:31:24.3Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,23,20,2023-11-21T01:31:25Z,1190000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,,,,,,119.0,,,,,,,,,1.0,1.0,0.0
121,PT02M15.00S,2023-11-21T01:31:35.3Z,1,REGULAR,2pt,Jump Shot,[],1628973,74.32654402102497,53.431372549019606,1610612752,23,22,2023-11-21T01:31:58Z,1200000,False,17.0,189.0,1,right,J. Brunson 18' floating Jump Shot (10 PTS),[1628973],1610612752.0,NYK,floating,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Center,18.96,Made,10.0,,,,,,,,,,,,,,,,,
122,PT02M15.00S,2023-11-21T01:31:38.7Z,1,REGULAR,foul,personal,['1freethrow'],203937,,,1610612752,23,22,2023-11-21T01:31:52Z,1210000,False,,,0,,K. Anderson shooting personal FOUL (1 PF) (Brunson 1 FT),"[203937, 1628973]",1610612750.0,MIN,shooting,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1626300.0,1.0,0.0,Brunson,1628973.0,,,
124,PT02M15.00S,2023-11-21T01:31:46.5Z,1,REGULAR,substitution,out,[],1630162,,,1610612752,23,22,2023-11-21T01:32:53Z,1230000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M15.00S,2023-11-21T01:31:46.5Z,1,REGULAR,substitution,in,[],1629003,,,1610612752,23,22,2023-11-21T01:32:53Z,1240000,False,,,0,,SUB in: S. Milton,[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M15.00S,2023-11-21T01:32:15.5Z,1,REGULAR,freethrow,1 of 1,[],1628973,,,1610612752,23,23,2023-11-21T01:32:15Z,1250000,False,,,0,,J. Brunson Free Throw 1 of 1 (11 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
127,PT01M59.00S,2023-11-21T01:32:32.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203937,6.1268068331143235,44.36274509803921,1610612750,25,23,2023-11-21T01:32:37Z,1260000,False,28.0,5.0,1,left,K. Anderson driving finger roll Layup (2 PTS),[203937],1610612750.0,MIN,driving finger roll,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,2.87,Made,2.0,,,,,,,,,,,,,,,,,
128,PT01M42.00S,2023-11-21T01:32:49.2Z,1,REGULAR,3pt,Jump Shot,[],1628404,67.23061760840999,47.05882352941176,1610612752,25,23,2023-11-21T01:32:55Z,1270000,False,-15.0,256.0,1,right,MISS J. Hart 25' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,25.59,Missed,,,,,,,,,,,,,,,,,,
129,PT01M41.00S,2023-11-21T01:32:50.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,25,23,2023-11-21T01:32:55Z,1280000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,128.0,,,,,,,,,,,
130,PT01M41.00S,2023-11-21T01:32:53.9Z,1,REGULAR,foul,personal,[],1628392,,,1610612750,25,23,2023-11-21T01:33:11Z,1290000,False,,,0,,I. Hartenstein loose ball personal FOUL (1 PF),"[1628392, 1626157]",1610612752.0,NYK,loose ball,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2003.0,1.0,0.0,Towns,1626157.0,,,
132,PT01M30.00S,2023-11-21T01:33:23.3Z,1,REGULAR,foul,technical,['1freethrow'],1628978,,,1610612750,25,23,2023-11-21T01:33:35Z,1310000,False,,,0,,D. DiVincenzo defensive-3-second technical FOUL (1 Tech),[1628978],1610612752.0,NYK,defensive-3-second,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627529.0,0.0,1.0,,,,,
133,PT01M30.00S,2023-11-21T01:33:41.9Z,1,REGULAR,freethrow,1 of 1,[],1629675,,,1610612750,26,23,2023-11-21T01:33:41Z,1320000,False,,,0,,N. Reid technical Free Throw 1 of 1 (1 PTS),[1629675],1610612750.0,MIN,technical,,,Reid,N. Reid,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
134,PT01M22.00S,2023-11-21T01:34:01.6Z,1,REGULAR,3pt,Jump Shot,[],1629638,5.469776609724048,96.81372549019608,1610612750,29,23,2023-11-21T01:34:07Z,1330000,False,-234.0,-1.0,1,left,N. Alexander-Walker 3PT  (6 PTS) (S. Milton 1 AST),"[1629638, 1629003]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Left Corner 3,24+ Left,23.41,Made,6.0,,,,,,,S. Milton,1629003.0,1.0,,,,,,,,
136,PT01M10.00S,2023-11-21T01:34:13.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,92.46057818659659,46.81372549019608,1610612752,29,25,2023-11-21T01:34:30Z,1350000,False,-16.0,18.0,1,right,I. Hartenstein cutting Layup (2 PTS) (J. Brunson 3 AST),"[1628392, 1628973]",1610612752.0,NYK,cutting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,2.43,Made,2.0,,,,,,,J. Brunson,1628973.0,3.0,,,,,,,,
138,PT00M57.50S,2023-11-21T01:34:26.9Z,1,REGULAR,3pt,Jump Shot,[],1629675,4.944152431011826,96.32352941176471,1610612750,29,25,2023-11-21T01:34:33Z,1370000,False,-232.0,-6.0,1,left,MISS N. Reid 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Left Corner 3,24+ Left,23.17,Missed,,,,,,,,,,,,,,,,,,
139,PT00M57.50S,2023-11-21T01:34:26.9Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,29,25,2023-11-21T01:34:33Z,1380000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Left Corner 3,24+ Left,,,,,,,,,138.0,,,,,,,,,1.0,1.0,0.0
141,PT00M52.00S,2023-11-21T01:34:35.8Z,1,REGULAR,substitution,out,[],1628973,,,1610612752,29,25,2023-11-21T01:34:47Z,1400000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M52.00S,2023-11-21T01:34:35.8Z,1,REGULAR,substitution,in,[],1629628,,,1610612752,29,25,2023-11-21T01:34:47Z,1410000,False,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M47.80S,2023-11-21T01:34:58.6Z,1,REGULAR,3pt,Jump Shot,[],1629628,67.49342969776609,46.568627450980394,1610612752,29,28,2023-11-21T01:35:02Z,1420000,False,-17.0,253.0,1,right,R. Barrett 25' 3PT  (8 PTS) (D. DiVincenzo 1 AST),"[1629628, 1628978]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,25.37,Made,8.0,,,,,,,D. DiVincenzo,1628978.0,1.0,,,,,,,,
145,PT00M32.10S,2023-11-21T01:35:21.8Z,1,REGULAR,3pt,Jump Shot,[],1629675,30.56833114323259,64.2156862745098,1610612750,29,28,2023-11-21T01:35:25Z,1440000,False,-71.0,235.0,1,left,MISS N. Reid 24' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,24.53,Missed,,,,,,,,,,,,,,,,,,
146,PT00M29.40S,2023-11-21T01:35:24.5Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,29,28,2023-11-21T01:35:25Z,1450000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,,,,,,,145.0,,,,,,,,,1.0,1.0,0.0
147,PT00M06.50S,2023-11-21T01:35:47.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,84.70762155059133,57.107843137254896,1610612752,29,28,2023-11-21T01:37:12Z,1460000,False,36.0,91.0,1,right,MISS J. Hart 9' driving floating Shot,[1628404],1610612752.0,NYK,driving floating,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,9.79,Missed,,,,,,,,,,,,,,,,,,
148,PT00M03.60S,2023-11-21T01:35:50.2Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,29,28,2023-11-21T01:36:04Z,1470000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,147.0,,,,,,,,,1.0,1.0,0.0
149,PT00M01.10S,2023-11-21T01:35:52.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630193,,,1610612750,29,28,2023-11-21T01:36:03Z,1480000,False,,,0,,I. Quickley shooting personal FOUL (1 PF) (Milton 2 FT),"[1630193, 1629003]",1610612752.0,NYK,shooting,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1626300.0,1.0,0.0,Milton,1629003.0,,,
151,PT00M01.10S,2023-11-21T01:36:20.4Z,1,REGULAR,freethrow,1 of 2,[],1629003,,,1610612750,30,28,2023-11-21T01:36:20Z,1500000,False,,,0,,S. Milton Free Throw 1 of 2 (1 PTS),[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
152,PT00M01.10S,2023-11-21T01:36:34.5Z,1,REGULAR,freethrow,2 of 2,[],1629003,,,1610612750,31,28,2023-11-21T01:36:34Z,1510000,False,,,0,,S. Milton Free Throw 2 of 2 (2 PTS),[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
153,PT00M00.00S,2023-11-21T01:36:45.1Z,1,REGULAR,period,end,[],0,,,1610612752,31,28,2023-11-21T01:36:45Z,1520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2023-11-21T01:37:46.7Z,2,REGULAR,substitution,out,['startperiod'],1629638,,,1610612752,31,28,2023-11-21T01:39:16Z,1530000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-11-21T01:37:46.7Z,2,REGULAR,substitution,out,['startperiod'],1626157,,,1610612752,31,28,2023-11-21T01:39:16Z,1540000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-11-21T01:37:46.7Z,2,REGULAR,substitution,in,['startperiod'],201144,,,1610612752,31,28,2023-11-21T01:39:16Z,1550000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-11-21T01:37:46.7Z,2,REGULAR,substitution,in,['startperiod'],203497,,,1610612752,31,28,2023-11-21T01:39:16Z,1560000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-11-21T01:39:30.4Z,2,REGULAR,period,start,[],0,,,1610612750,31,28,2023-11-21T01:39:30Z,1570000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M48.00S,2023-11-21T01:39:44.0Z,2,REGULAR,foul,personal,['2freethrow'],1629628,,,1610612750,31,28,2023-11-21T01:39:50Z,1580000,False,,,0,,R. Barrett shooting personal FOUL (1 PF) (Anderson 2 FT),"[1629628, 203937]",1610612752.0,NYK,shooting,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627529.0,1.0,0.0,Anderson,203937.0,,,
161,PT11M48.00S,2023-11-21T01:40:11.4Z,2,REGULAR,freethrow,1 of 2,[],203937,,,1610612750,32,28,2023-11-21T01:40:59Z,1600000,False,,,0,,K. Anderson Free Throw 1 of 2 (3 PTS),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
165,PT11M48.00S,2023-11-21T01:40:11.4Z,2,REGULAR,violation,lane,[],1628392,,,1610612750,32,28,2023-11-21T01:41:26Z,1605000,False,,,0,,I. Hartenstein lane VIOLATION,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M48.00S,2023-11-21T01:40:11.4Z,2,REGULAR,freethrow,2 of 2,[],203937,,,1610612750,32,28,2023-11-21T01:40:59Z,1610000,False,,,0,,MISS K. Anderson Free Throw 2 of 2,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
163,PT11M48.00S,2023-11-21T01:40:11.4Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612752,32,28,2023-11-21T01:40:59Z,1620000,False,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,162.0,,,,,,,,,2.0,2.0,0.0
166,PT11M31.00S,2023-11-21T01:41:27.0Z,2,REGULAR,3pt,Jump Shot,[],1628978,79.84559789750328,9.313725490196079,1610612752,32,28,2023-11-21T01:41:34Z,1640000,False,-203.0,137.0,1,right,MISS D. DiVincenzo 24' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,24.52,Missed,,,,,,,,,,,,,,,,,,
167,PT11M28.00S,2023-11-21T01:41:30.0Z,2,REGULAR,rebound,offensive,[],1628392,,,1610612752,32,28,2023-11-21T01:41:34Z,1650000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:0),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,,,,,,,166.0,,,,,,,,,1.0,0.0,1.0
168,PT11M25.00S,2023-11-21T01:41:33.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,92.46057818659659,97.05882352941177,1610612752,32,28,2023-11-21T01:41:37Z,1660000,False,235.0,18.0,1,right,MISS I. Quickley 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Right Corner 3,24+ Right,23.6,Missed,,,,,,,,,,,,,,,,,,
169,PT11M22.00S,2023-11-21T01:41:36.2Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612750,32,28,2023-11-21T01:41:37Z,1670000,False,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,Right Corner 3,24+ Right,,,,,,,,,168.0,,,,,,,,,1.0,1.0,0.0
170,PT11M17.00S,2023-11-21T01:41:41.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629003,19.136005256241788,52.450980392156865,1610612750,34,28,2023-11-21T01:42:48Z,1680000,False,-12.0,127.0,1,left,S. Milton 12' floating Jump Shot (4 PTS),[1629003],1610612750.0,MIN,floating,,,Milton,S. Milton,,,,,In The Paint (Non-RA),8-16 Center,12.8,Made,4.0,,,,,,,,,,,,,,,,,
171,PT11M04.00S,2023-11-21T01:41:54.7Z,2,REGULAR,3pt,Jump Shot,[],1630193,76.95466491458606,10.784313725490197,1610612752,34,28,2023-11-21T01:42:16Z,1690000,False,-196.0,164.0,1,right,MISS I. Quickley 25' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,25.57,Missed,,,,,,,,,,,,,,,,,,
172,PT11M04.00S,2023-11-21T01:41:54.7Z,2,REGULAR,rebound,offensive,[],1629628,,,1610612752,34,28,2023-11-21T01:42:16Z,1700000,False,,,0,,R. Barrett REBOUND (Off:1 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,,,,,,171.0,,,,,,,,,3.0,2.0,1.0
173,PT11M01.00S,2023-11-21T01:41:58.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629628,92.46057818659659,49.50980392156863,1610612752,34,28,2023-11-21T01:44:23Z,1710000,False,-2.0,18.0,1,right,MISS R. Barrett putback Layup,[1629628],1610612752.0,NYK,putback,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.86,Missed,,,,,,,,,,,,,,,,,,
