actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,playerName,playerNameI,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
85,PT04M55.00S,2025-02-05T00:55:53.8Z,1,REGULAR,3pt,Jump Shot,[],1628973,23.603810775295663,11.76470588235294,1610612752,23,17,2025-02-05T00:56:05Z,840000,False,191.0,169.0,1,left,MISS J. Brunson 25' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,,,,Above the Break 3,24+ Right Center,,,Brunson,J. Brunson,25.54,Missed,,,,,,,,,,,,,,,,,
86,PT04M54.00S,2025-02-05T00:55:54.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,23,17,2025-02-05T00:56:05Z,850000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,85.0,,,,,,,,,,,,
88,PT04M54.00S,2025-02-05T00:56:01.2Z,1,REGULAR,substitution,out,[],1642266,,,1610612752,23,17,2025-02-05T00:56:06Z,870000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,,,,,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,
89,PT04M54.00S,2025-02-05T00:56:01.2Z,1,REGULAR,substitution,out,[],1627751,,,1610612752,23,17,2025-02-05T00:56:06Z,880000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,,,,,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,
90,PT04M54.00S,2025-02-05T00:56:01.2Z,1,REGULAR,substitution,in,[],1630534,,,1610612752,23,17,2025-02-05T00:56:06Z,890000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,
91,PT04M54.00S,2025-02-05T00:56:01.2Z,1,REGULAR,substitution,in,[],203482,,,1610612752,23,17,2025-02-05T00:56:06Z,900000,False,,,0,,SUB in: K. Olynyk,[203482],1610612761.0,TOR,,,,,,,,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,
92,PT04M43.00S,2025-02-05T00:56:31.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628973,3.7614980289093296,29.411764705882355,1610612752,23,19,2025-02-05T00:56:36Z,910000,False,103.0,-17.0,1,left,J. Brunson 10' driving floating Jump Shot (6 PTS),[1628973],1610612752.0,NYK,driving floating,,,,,,Mid-Range,8-16 Right,,,Brunson,J. Brunson,10.43,Made,6.0,,,,,,,,,,,,,,,,
93,PT04M25.00S,2025-02-05T00:56:49.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203482,82.7365308804205,40.931372549019606,1610612761,25,19,2025-02-05T00:56:54Z,920000,False,-45.0,110.0,1,right,K. Olynyk 11' turnaround fadeaway Jump Shot (2 PTS),[203482],1610612761.0,TOR,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,,,Olynyk,K. Olynyk,11.88,Made,2.0,,,,,,,,,,,,,,,,
94,PT04M06.00S,2025-02-05T00:57:09.0Z,1,REGULAR,3pt,Jump Shot,[],1628973,6.964520367936925,3.209252450980392,1610612752,25,22,2025-02-05T00:57:24Z,930000,False,234.0,13.0,1,left,J. Brunson 3PT  (9 PTS) (M. McBride 1 AST),"[1628973, 1630540]",1610612752.0,NYK,,,,,,,Right Corner 3,24+ Right,,,Brunson,J. Brunson,23.44,Made,9.0,M. McBride,1630540.0,1.0,,,,,,,,,,,,,
96,PT03M46.00S,2025-02-05T00:57:28.8Z,1,REGULAR,3pt,Jump Shot,[],1641711,95.0886990801577,96.07843137254902,1610612761,25,22,2025-02-05T00:57:33Z,950000,False,230.0,-6.0,1,right,MISS G. Dick 3PT,[1641711],1610612761.0,TOR,,,,,,,Right Corner 3,24+ Right,,,Dick,G. Dick,23.05,Missed,,,,,,,,,,,,,,,,,
97,PT03M43.00S,2025-02-05T00:57:31.8Z,1,REGULAR,rebound,defensive,[],1630574,,,1610612752,25,22,2025-02-05T00:57:33Z,960000,False,,,0,,A. Hukporti REBOUND (Off:0 Def:1),[1630574],1610612752.0,NYK,,,,,,,Right Corner 3,24+ Right,,,Hukporti,A. Hukporti,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,
98,PT03M29.00S,2025-02-05T00:57:44.9Z,1,REGULAR,3pt,Jump Shot,[],1628973,29.517082785808146,26.225490196078432,1610612752,25,22,2025-02-05T00:57:49Z,970000,False,119.0,225.0,1,left,MISS J. Brunson 25' 3PT,[1628973],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,,,Brunson,J. Brunson,25.45,Missed,,,,,,,,,,,,,,,,,
99,PT03M27.00S,2025-02-05T00:57:46.9Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612761,25,22,2025-02-05T00:57:49Z,980000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,,Brown,B. Brown,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,
100,PT03M19.00S,2025-02-05T00:57:56.3Z,1,REGULAR,3pt,Jump Shot,[],1642347,72.48685939553219,14.705882352941178,1610612761,25,22,2025-02-05T00:58:03Z,990000,False,-176.0,206.0,1,right,MISS J. Shead 27' 3PT,[1642347],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,,Shead,J. Shead,27.13,Missed,,,,,,,,,,,,,,,,,
101,PT03M18.00S,2025-02-05T00:57:57.3Z,1,REGULAR,rebound,offensive,[],1641711,,,1610612761,25,22,2025-02-05T01:02:41Z,1000000,False,,,0,,G. Dick REBOUND (Off:1 Def:0),[1641711],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,,Dick,G. Dick,,,,,,,100.0,1.0,0.0,1.0,,,,,,,,,
125,PT03M17.00S,2025-02-05T00:58:00.6Z,1,REGULAR,turnover,bad pass,[],1641711,,,1610612761,25,22,2025-02-05T01:02:33Z,1005000,False,,,0,,G. Dick bad pass TURNOVER (2 TO),"[1641711, 1630540]",1610612761.0,TOR,,,,,,,Mid-Range,8-16 Left,,2.0,Dick,G. Dick,,,,,,,,,,,McBride,1630540.0,,,,,,,
126,PT03M17.00S,2025-02-05T00:58:00.6Z,1,REGULAR,steal,,[],1630540,,,1610612752,25,22,2025-02-05T01:02:33Z,1007500,False,,,0,,M. McBride STEAL (1 STL),[1630540],1610612752.0,NYK,,,,,,,Mid-Range,8-16 Left,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,
102,PT03M10.00S,2025-02-05T00:58:05.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1630540,4.418528252299605,45.83333333333333,1610612752,25,22,2025-02-05T01:02:33Z,1010000,False,21.0,-11.0,1,left,MISS M. McBride driving DUNK - blocked,"[1630540, 1630534]",1610612752.0,NYK,driving,,,,,,Restricted Area,0-8 Center,,,McBride,M. McBride,2.35,Missed,,,,,,,,,,,,,,,Agbaji,1630534.0,
103,PT03M10.00S,2025-02-05T00:58:05.0Z,1,REGULAR,block,,[],1630534,,,1610612752,25,22,2025-02-05T00:58:07Z,1020000,False,,,0,,O. Agbaji BLOCK (1 BLK),[1630534],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,
104,PT03M09.00S,2025-02-05T00:58:06.0Z,1,REGULAR,rebound,defensive,[],203482,,,1610612761,25,22,2025-02-05T00:58:22Z,1030000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,Olynyk,K. Olynyk,,,,,,,102.0,1.0,1.0,0.0,,,,,,,,,
105,PT03M05.00S,2025-02-05T00:58:09.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641711,92.85479632063075,50.49019607843137,1610612761,27,22,2025-02-05T00:58:16Z,1040000,False,2.0,15.0,1,right,G. Dick running DUNK (6 PTS) (K. Olynyk 1 AST),"[1641711, 203482]",1610612761.0,TOR,running,,,,,,Restricted Area,0-8 Center,,,Dick,G. Dick,1.49,Made,6.0,K. Olynyk,203482.0,1.0,,,,,,,,,,,,,
107,PT03M01.00S,2025-02-05T00:58:18.0Z,1,REGULAR,foul,personal,[],1642347,,,1610612752,27,22,2025-02-05T00:59:11Z,1060000,False,,,0,,J. Shead personal FOUL (1 PF),"[1642347, 1628973]",1610612761.0,TOR,,,,,,,In The Paint (Non-RA),8-16 Center,201638.0,,Shead,J. Shead,,,,,,,,,,,,,1.0,0.0,Brunson,1628973.0,,,
109,PT03M01.00S,2025-02-05T00:58:40.3Z,1,REGULAR,substitution,out,[],1641711,,,1610612752,27,22,2025-02-05T00:58:47Z,1080000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,,,,,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,
110,PT03M01.00S,2025-02-05T00:58:40.3Z,1,REGULAR,substitution,out,[],1642347,,,1610612752,27,22,2025-02-05T00:58:47Z,1090000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,,,,,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,
111,PT03M01.00S,2025-02-05T00:58:40.3Z,1,REGULAR,substitution,in,[],1630567,,,1610612752,27,22,2025-02-05T00:58:47Z,1100000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,,,,,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,
112,PT03M01.00S,2025-02-05T00:58:40.3Z,1,REGULAR,substitution,in,[],1630193,,,1610612752,27,22,2025-02-05T00:58:47Z,1110000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,,,,,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,
113,PT03M01.00S,2025-02-05T00:58:40.3Z,1,REGULAR,substitution,out,[],1628404,,,1610612752,27,22,2025-02-05T00:59:02Z,1120000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,,,,,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,
114,PT03M01.00S,2025-02-05T00:58:40.3Z,1,REGULAR,substitution,in,[],1628969,,,1610612752,27,22,2025-02-05T00:59:02Z,1130000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,
115,PT02M54.00S,2025-02-05T00:59:17.5Z,1,REGULAR,3pt,Jump Shot,[],1628973,33.065045992115635,58.57843137254902,1610612752,27,22,2025-02-05T00:59:22Z,1140000,False,-43.0,258.0,1,left,MISS J. Brunson 26' 3PT,[1628973],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,Brunson,J. Brunson,26.18,Missed,,,,,,,,,,,,,,,,,
116,PT02M51.00S,2025-02-05T00:59:20.1Z,1,REGULAR,rebound,offensive,[],1630574,,,1610612752,27,22,2025-02-05T00:59:20Z,1150000,False,,,0,,A. Hukporti REBOUND (Off:1 Def:1),[1630574],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,Hukporti,A. Hukporti,,,,,,,115.0,2.0,1.0,1.0,,,,,,,,,
117,PT02M38.00S,2025-02-05T00:59:33.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628969,4.28712220762155,98.0392156862745,1610612752,27,22,2025-02-05T00:59:36Z,1160000,False,-240.0,-12.0,1,left,MISS M. Bridges 24' 3PT,[1628969],1610612752.0,NYK,,,,,,,Left Corner 3,24+ Left,,,Bridges,M. Bridges,24.05,Missed,,,,,,,,,,,,,,,,,
118,PT02M36.00S,2025-02-05T00:59:35.5Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612761,27,22,2025-02-05T00:59:35Z,1170000,False,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,,Brown,B. Brown,,,,,,,117.0,2.0,2.0,0.0,,,,,,,,,
119,PT02M28.00S,2025-02-05T00:59:47.2Z,1,REGULAR,violation,kicked ball,[],1630173,,,1610612761,27,22,2025-02-05T00:59:51Z,1180000,False,,,0,,P. Achiuwa kicked ball VIOLATION,[1630173],1610612752.0,NYK,,,,,,,,,201638.0,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,
120,PT02M28.00S,2025-02-05T00:59:52.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,27,22,2025-02-05T00:59:52Z,1190000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M28.00S,2025-02-05T01:02:03.3Z,1,REGULAR,substitution,out,[],1630173,,,1610612761,27,22,2025-02-05T01:02:32Z,1200000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612752.0,NYK,,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,
122,PT02M28.00S,2025-02-05T01:02:03.3Z,1,REGULAR,substitution,out,[],1628973,,,1610612761,27,22,2025-02-05T01:02:32Z,1210000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,,,,,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,
123,PT02M28.00S,2025-02-05T01:02:03.3Z,1,REGULAR,substitution,in,[],1626166,,,1610612761,27,22,2025-02-05T01:02:32Z,1220000,False,,,0,,SUB in: C. Payne,[1626166],1610612752.0,NYK,,,,,,,,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,
124,PT02M28.00S,2025-02-05T01:02:03.3Z,1,REGULAR,substitution,in,[],1626157,,,1610612761,27,22,2025-02-05T01:02:32Z,1230000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,
127,PT02M21.00S,2025-02-05T01:02:52.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,93.11760840998686,44.85294117647059,1610612761,27,22,2025-02-05T01:02:59Z,1240000,False,-26.0,12.0,1,right,MISS S. Barnes driving finger roll Layup,[1630567],1610612761.0,TOR,driving finger roll,,,,,,Restricted Area,0-8 Center,,,Barnes,S. Barnes,2.84,Missed,,,,,,,,,,,,,,,,,
128,PT02M19.00S,2025-02-05T01:02:55.2Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,27,22,2025-02-05T01:02:55Z,1250000,False,,,0,,K. Towns REBOUND (Off:4 Def:3),[1626157],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,Towns,K. Towns,,,,,,,127.0,7.0,3.0,4.0,,,,,,,,,
129,PT02M10.00S,2025-02-05T01:03:06.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630574,6.1268068331143235,50.245098039215684,1610612752,27,24,2025-02-05T01:03:10Z,1260000,False,-1.0,5.0,1,left,A. Hukporti cutting finger roll Layup (2 PTS) (C. Payne 1 AST),"[1630574, 1626166]",1610612752.0,NYK,cutting finger roll,,,,,,Restricted Area,0-8 Center,,,Hukporti,A. Hukporti,0.52,Made,2.0,C. Payne,1626166.0,1.0,,,,,,,,,,,,,
131,PT02M10.00S,2025-02-05T01:03:09.7Z,1,REGULAR,foul,personal,['1freethrow'],203482,,,1610612752,27,24,2025-02-05T01:03:16Z,1280000,False,,,0,,K. Olynyk shooting personal FOUL (1 PF) (Hukporti 1 FT),"[203482, 1630574]",1610612761.0,TOR,shooting,,,,,,Restricted Area,0-8 Center,201638.0,,Olynyk,K. Olynyk,,,,,,,,,,,,,1.0,0.0,Hukporti,1630574.0,,,
133,PT02M10.00S,2025-02-05T01:03:36.5Z,1,REGULAR,freethrow,1 of 1,[],1630574,,,1610612752,27,24,2025-02-05T01:03:36Z,1300000,False,,,0,,MISS A. Hukporti Free Throw 1 of 1,[1630574],1610612752.0,NYK,,,,,,,,,,,Hukporti,A. Hukporti,,Missed,,,,,,,,,,,,,,,,,
134,PT02M08.00S,2025-02-05T01:03:38.5Z,1,REGULAR,rebound,defensive,[],203482,,,1610612761,27,24,2025-02-05T01:03:40Z,1310000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:2),[203482],1610612761.0,TOR,,,,,,,,,,,Olynyk,K. Olynyk,,,,,,,133.0,2.0,2.0,0.0,,,,,,,,,
135,PT02M01.00S,2025-02-05T01:03:48.0Z,1,REGULAR,foul,personal,['2freethrow'],1626166,,,1610612761,27,24,2025-02-05T01:03:55Z,1320000,False,,,0,,C. Payne shooting personal FOUL (1 PF) (Brown 2 FT),"[1626166, 1628971]",1610612752.0,NYK,shooting,,,,,,In The Paint (Non-RA),8-16 Center,1628481.0,,Payne,C. Payne,,,,,,,,,,,,,1.0,0.0,Brown,1628971.0,,,
137,PT02M01.00S,2025-02-05T01:04:11.8Z,1,REGULAR,freethrow,1 of 2,[],1628971,,,1610612761,28,24,2025-02-05T01:04:11Z,1340000,False,,,0,,B. Brown Free Throw 1 of 2 (1 PTS),[1628971],1610612761.0,TOR,,,,,,,,,,,Brown,B. Brown,,Made,1.0,,,,,,,,,,,,,,,,
138,PT02M01.00S,2025-02-05T01:04:27.1Z,1,REGULAR,freethrow,2 of 2,[],1628971,,,1610612761,29,24,2025-02-05T01:04:27Z,1350000,False,,,0,,B. Brown Free Throw 2 of 2 (2 PTS),[1628971],1610612761.0,TOR,,,,,,,,,,,Brown,B. Brown,,Made,2.0,,,,,,,,,,,,,,,,
139,PT01M46.00S,2025-02-05T01:04:44.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630540,17.95335085413929,61.51960784313726,1610612752,29,26,2025-02-05T01:04:48Z,1360000,False,-58.0,116.0,1,left,M. McBride 12' step back Jump Shot (2 PTS),[1630540],1610612752.0,NYK,step back,,,,,,In The Paint (Non-RA),8-16 Center,,,McBride,M. McBride,12.98,Made,2.0,,,,,,,,,,,,,,,,
140,PT01M39.00S,2025-02-05T01:04:51.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,93.51182654402102,45.83333333333333,1610612761,29,26,2025-02-05T01:05:57Z,1370000,False,-21.0,8.0,1,right,MISS S. Barnes driving Layup,[1630567],1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,,,Barnes,S. Barnes,2.25,Missed,,,,,,,,,,,,,,,,,
141,PT01M37.00S,2025-02-05T01:04:53.9Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,29,26,2025-02-05T01:04:57Z,1380000,False,,,0,,K. Towns REBOUND (Off:4 Def:4),[1626157],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,Towns,K. Towns,,,,,,,140.0,8.0,4.0,4.0,,,,,,,,,
142,PT01M34.00S,2025-02-05T01:04:56.0Z,1,REGULAR,turnover,lost ball,[],1626166,,,1610612752,29,26,2025-02-05T01:09:21Z,1390000,False,,,0,,C. Payne lost ball TURNOVER (1 TO),"[1626166, 1630193]",1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,1.0,Payne,C. Payne,,,,,,,,,,,Quickley,1630193.0,,,,,,,
143,PT01M34.00S,2025-02-05T01:04:56.0Z,1,REGULAR,steal,,[],1630193,,,1610612761,29,26,2025-02-05T01:04:59Z,1400000,False,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,
144,PT01M29.00S,2025-02-05T01:05:01.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628971,91.40932982917214,96.32352941176471,1610612761,32,26,2025-02-05T01:05:06Z,1410000,False,232.0,28.0,1,right,B. Brown 3PT running (5 PTS) (I. Quickley 2 AST),"[1628971, 1630193]",1610612761.0,TOR,running,,,,,,Right Corner 3,24+ Right,,,Brown,B. Brown,23.33,Made,5.0,I. Quickley,1630193.0,2.0,,,,,,,,,,,,,
146,PT01M13.00S,2025-02-05T01:05:18.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630574,4.681340341655716,50.98039215686274,1610612752,32,28,2025-02-05T01:05:22Z,1430000,False,-5.0,-8.0,1,left,A. Hukporti alley-oop DUNK (4 PTS) (C. Payne 2 AST),"[1630574, 1626166]",1610612752.0,NYK,alley-oop,,,,,,Restricted Area,0-8 Center,,,Hukporti,A. Hukporti,0.98,Made,4.0,C. Payne,1626166.0,2.0,,,,,,,,,,,,,
148,PT01M03.00S,2025-02-05T01:05:27.9Z,1,REGULAR,turnover,bad pass,[],1630567,,,1610612761,32,28,2025-02-05T01:05:31Z,1450000,False,,,0,,S. Barnes bad pass TURNOVER (2 TO),"[1630567, 1630540]",1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,2.0,Barnes,S. Barnes,,,,,,,,,,,McBride,1630540.0,,,,,,,
149,PT01M03.00S,2025-02-05T01:05:27.9Z,1,REGULAR,steal,,[],1630540,,,1610612752,32,28,2025-02-05T01:05:30Z,1460000,False,,,0,,M. McBride STEAL (2 STL),[1630540],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),0-8 Center,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,
150,PT00M51.50S,2025-02-05T01:05:40.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626157,5.601182654402102,52.69607843137255,1610612752,32,30,2025-02-05T01:10:20Z,1470000,False,-13.0,0.0,1,left,K. Towns driving Layup (9 PTS) (C. Payne 3 AST),"[1626157, 1626166]",1610612752.0,NYK,driving,,,,,,Restricted Area,0-8 Center,,,Towns,K. Towns,1.35,Made,9.0,C. Payne,1626166.0,3.0,,,,,,,,,,,,,
152,PT00M34.80S,2025-02-05T01:05:58.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,88.38699080157687,39.21568627450981,1610612761,34,30,2025-02-05T01:06:03Z,1490000,False,-54.0,57.0,1,right,S. Barnes 7' fadeaway Jump Shot (6 PTS),[1630567],1610612761.0,TOR,fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,,,Barnes,S. Barnes,7.82,Made,6.0,,,,,,,,,,,,,,,,
153,PT00M11.40S,2025-02-05T01:06:25.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,6.783837056504599,53.67647058823529,1610612752,34,30,2025-02-05T01:06:45Z,1500000,False,-18.0,11.0,1,left,MISS C. Payne driving reverse Layup - blocked,"[1626166, 1630567]",1610612752.0,NYK,driving reverse,,,,,,Restricted Area,0-8 Center,,,Payne,C. Payne,2.16,Missed,,,,,,,,,,,,,,,Barnes,1630567.0,
154,PT00M11.40S,2025-02-05T01:06:25.7Z,1,REGULAR,block,,[],1630567,,,1610612752,34,30,2025-02-05T01:06:28Z,1510000,False,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,
155,PT00M10.90S,2025-02-05T01:06:26.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,34,30,2025-02-05T01:06:45Z,1520000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,153.0,,,,,,,,,,,,
156,PT00M10.90S,2025-02-05T01:06:30.4Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612752,34,30,2025-02-05T01:06:51Z,1530000,False,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,1627534.0,,,,,,,,,,,,,,,,,,,,,,
157,PT00M10.90S,2025-02-05T01:06:37.3Z,1,REGULAR,substitution,out,[],1626157,,,1610612761,34,30,2025-02-05T01:06:46Z,1540000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,
158,PT00M10.90S,2025-02-05T01:06:37.3Z,1,REGULAR,substitution,in,[],1630579,,,1610612761,34,30,2025-02-05T01:06:46Z,1550000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,,,,,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,
159,PT00M01.20S,2025-02-05T01:07:04.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630567,76.69185282522996,42.64705882352941,1610612761,34,30,2025-02-05T01:07:12Z,1560000,False,-37.0,167.0,1,right,MISS S. Barnes 17' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,,,,Mid-Range,16-24 Center,,,Barnes,S. Barnes,17.06,Missed,,,,,,,,,,,,,,,,,
160,PT00M01.20S,2025-02-05T01:07:04.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,34,30,2025-02-05T01:07:12Z,1570000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,159.0,,,,,,,,,,,,
161,PT00M00.00S,2025-02-05T01:07:10.4Z,1,REGULAR,period,end,[],0,,,1610612761,34,30,2025-02-05T01:07:10Z,1580000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2025-02-05T01:08:03.0Z,2,REGULAR,substitution,out,['startperiod'],1628971,,,1610612761,34,30,2025-02-05T01:09:42Z,1590000,False,,,0,,SUB out: B. Brown,[1628971],1610612761.0,TOR,,,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2025-02-05T01:08:03.0Z,2,REGULAR,substitution,out,['startperiod'],1630579,,,1610612761,34,30,2025-02-05T01:09:42Z,1600000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,,,,,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-02-05T01:08:03.0Z,2,REGULAR,substitution,in,['startperiod'],1642367,,,1610612761,34,30,2025-02-05T01:09:42Z,1610000,False,,,0,,SUB in: J. Mogbo,[1642367],1610612761.0,TOR,,,,,,,,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2025-02-05T01:08:03.0Z,2,REGULAR,substitution,in,['startperiod'],1626157,,,1610612761,34,30,2025-02-05T01:09:42Z,1620000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-02-05T01:09:48.6Z,2,REGULAR,period,start,[],0,,,1610612761,34,30,2025-02-05T01:09:48Z,1630000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M46.00S,2025-02-05T01:10:01.6Z,2,REGULAR,3pt,Jump Shot,[],1630534,68.15045992115637,42.40196078431372,1610612761,34,30,2025-02-05T01:10:13Z,1640000,False,-38.0,247.0,1,right,MISS O. Agbaji 24' 3PT,[1630534],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,,Agbaji,O. Agbaji,24.98,Missed,,,,,,,,,,,,,,,,,
