actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,playerName,playerNameI,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
339,PT12M00.00S,2025-02-05T01:57:02.0Z,3,REGULAR,substitution,in,['startperiod'],1630173,,,1610612752,51,68,2025-02-05T01:57:25Z,3340000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612752.0,NYK,,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2025-02-05T01:57:30.8Z,3,REGULAR,period,start,[],0,,,1610612761,51,68,2025-02-05T01:57:30Z,3350000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT11M38.00S,2025-02-05T01:58:10.1Z,3,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612761,51,68,2025-02-05T01:58:17Z,3370000,False,,,0,,J. Hart shooting personal FOUL (1 PF) (Quickley 2 FT),"[1628404, 1630193]",1610612752.0,NYK,shooting,,,,,,Mid-Range,8-16 Right,201638.0,,Hart,J. Hart,,,,,,,,,,,,,1.0,0.0,Quickley,1630193.0,,,
344,PT11M38.00S,2025-02-05T01:58:41.4Z,3,REGULAR,freethrow,1 of 2,[],1630193,,,1610612761,52,68,2025-02-05T01:58:41Z,3390000,False,,,0,,I. Quickley Free Throw 1 of 2 (5 PTS),[1630193],1610612761.0,TOR,,,,,,,,,,,Quickley,I. Quickley,,Made,5.0,,,,,,,,,,,,,,,,
345,PT11M38.00S,2025-02-05T01:59:05.2Z,3,REGULAR,freethrow,2 of 2,[],1630193,,,1610612761,53,68,2025-02-05T01:59:05Z,3400000,False,,,0,,I. Quickley Free Throw 2 of 2 (6 PTS),[1630193],1610612761.0,TOR,,,,,,,,,,,Quickley,I. Quickley,,Made,6.0,,,,,,,,,,,,,,,,
346,PT11M19.00S,2025-02-05T01:59:26.6Z,3,REGULAR,2pt,Jump Shot,[],1628969,88.12417871222075,21.323529411764707,1610612752,53,70,2025-02-05T01:59:31Z,3410000,False,-143.0,59.0,1,right,M. Bridges 15' pullup Jump Shot (11 PTS) (K. Towns 2 AST),"[1628969, 1626157]",1610612752.0,NYK,pullup,,,,,,Mid-Range,8-16 Left,,,Bridges,M. Bridges,15.51,Made,11.0,K. Towns,1626157.0,2.0,,,,,,,,,,,,,
348,PT11M03.00S,2025-02-05T01:59:42.4Z,3,REGULAR,3pt,Jump Shot,[],203482,23.866622864651774,85.29411764705883,1610612761,53,70,2025-02-05T01:59:46Z,3430000,False,-176.0,172.0,1,left,MISS K. Olynyk 24' 3PT,[203482],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,,Olynyk,K. Olynyk,24.63,Missed,,,,,,,,,,,,,,,,,
349,PT11M00.00S,2025-02-05T01:59:45.4Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612752,53,70,2025-02-05T01:59:46Z,3440000,False,,,0,,K. Towns REBOUND (Off:6 Def:10),[1626157],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,,Towns,K. Towns,,,,,,,348.0,16.0,10.0,6.0,,,,,,,,,
350,PT10M54.00S,2025-02-05T01:59:58.7Z,3,REGULAR,foul,personal,[],203482,,,1610612752,53,70,2025-02-05T02:00:07Z,3450000,False,,,0,,K. Olynyk personal FOUL (3 PF),"[203482, 1628973]",1610612761.0,TOR,,,,,,,Mid-Range,16-24 Right,1627534.0,,Olynyk,K. Olynyk,,,,,,,,,,,,,3.0,0.0,Brunson,1628973.0,,,
352,PT10M43.00S,2025-02-05T02:00:26.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,81.8166885676741,39.21568627450981,1610612752,53,70,2025-02-05T02:00:31Z,3470000,False,-54.0,118.0,1,right,MISS M. Bridges 13' fadeaway Shot,[1628969],1610612752.0,NYK,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,,,Bridges,M. Bridges,13.01,Missed,,,,,,,,,,,,,,,,,
353,PT10M41.00S,2025-02-05T02:00:28.0Z,3,REGULAR,rebound,offensive,[],1626157,,,1610612752,53,70,2025-02-05T02:00:28Z,3480000,False,,,0,,K. Towns REBOUND (Off:7 Def:10),[1626157],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),8-16 Center,,,Towns,K. Towns,,,,,,,352.0,17.0,10.0,7.0,,,,,,,,,
354,PT10M31.00S,2025-02-05T02:00:47.3Z,3,REGULAR,foul,personal,['2freethrow'],1642266,,,1610612752,53,70,2025-02-05T02:00:53Z,3490000,False,,,0,,J. Walter shooting personal FOUL (3 PF) (Brunson 2 FT),"[1642266, 1628973]",1610612761.0,TOR,shooting,,,,,,Mid-Range,16-24 Left Center,201638.0,,Walter,J. Walter,,,,,,,,,,,,,3.0,0.0,Brunson,1628973.0,,,
356,PT10M31.00S,2025-02-05T02:01:19.2Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628973,,,1610612752,53,71,2025-02-05T02:01:19Z,3510000,False,,,0,,J. Brunson Free Throw 1 of 2 (15 PTS),[1628973],1610612752.0,NYK,,,,,,,,,,,Brunson,J. Brunson,,Made,15.0,,,,,,,,,,,,,,,,
357,PT10M31.00S,2025-02-05T02:01:42.7Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628973,,,1610612752,53,72,2025-02-05T02:01:42Z,3520000,False,,,0,,J. Brunson Free Throw 2 of 2 (16 PTS),[1628973],1610612752.0,NYK,,,,,,,,,,,Brunson,J. Brunson,,Made,16.0,,,,,,,,,,,,,,,,
358,PT10M11.00S,2025-02-05T02:02:03.4Z,3,REGULAR,2pt,Jump Shot,[],1642266,6.1268068331143235,23.03921568627451,1610612761,55,72,2025-02-05T02:02:07Z,3530000,False,135.0,5.0,1,left,J. Walter 13' turnaround fadeaway Jump Shot (8 PTS),[1642266],1610612761.0,TOR,turnaround fadeaway,,,,,,Mid-Range,8-16 Right,,,Walter,J. Walter,13.49,Made,8.0,,,,,,,,,,,,,,,,
359,PT09M51.00S,2025-02-05T02:02:27.6Z,3,REGULAR,foul,personal,[],1630193,,,1610612752,55,72,2025-02-05T02:02:35Z,3540000,False,,,0,,I. Quickley personal FOUL (2 PF),"[1630193, 1628973]",1610612761.0,TOR,,,,,,,Mid-Range,8-16 Left,1627534.0,,Quickley,I. Quickley,,,,,,,,,,,,,2.0,0.0,Brunson,1628973.0,,,
362,PT09M45.00S,2025-02-05T02:03:20.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,90.75229960578186,60.049019607843135,1610612752,55,74,2025-02-05T02:04:20Z,3570000,False,50.0,34.0,1,right,M. Bridges 6' pullup Jump Shot (13 PTS) (J. Hart 2 AST),"[1628969, 1628404]",1610612752.0,NYK,pullup,,,,,,In The Paint (Non-RA),0-8 Center,,,Bridges,M. Bridges,6.09,Made,13.0,J. Hart,1628404.0,2.0,,,,,,,,,,,,,
364,PT09M33.00S,2025-02-05T02:03:32.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,4.418528252299605,52.450980392156865,1610612761,55,74,2025-02-05T02:03:37Z,3590000,False,-12.0,-11.0,1,left,MISS S. Barnes driving Layup - blocked,"[1630567, 1630173]",1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,,,Barnes,S. Barnes,1.65,Missed,,,,,,,,,,,,,,,Achiuwa,1630173.0,
365,PT09M33.00S,2025-02-05T02:03:32.1Z,3,REGULAR,block,,[],1630173,,,1610612761,55,74,2025-02-05T02:03:34Z,3600000,False,,,0,,P. Achiuwa BLOCK (1 BLK),[1630173],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,
366,PT09M31.00S,2025-02-05T02:03:34.1Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612752,55,74,2025-02-05T02:03:37Z,3610000,False,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,Hart,J. Hart,,,,,,,364.0,3.0,3.0,0.0,,,,,,,,,
367,PT09M26.00S,2025-02-05T02:03:40.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,94.56307490144546,49.754901960784316,1610612752,55,76,2025-02-05T02:03:55Z,3620000,False,-1.0,-1.0,1,right,J. Hart running Layup (2 PTS),[1628404],1610612752.0,NYK,running,,,,,,Restricted Area,0-8 Center,,,Hart,J. Hart,0.18,Made,2.0,,,,,,,,,,,,,,,,
368,PT09M26.00S,2025-02-05T02:03:44.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,55,76,2025-02-05T02:03:44Z,3630000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT09M11.00S,2025-02-05T02:06:49.4Z,3,REGULAR,3pt,Jump Shot,[],1630193,30.17411300919842,69.11764705882352,1610612761,58,76,2025-02-05T02:06:55Z,3640000,False,-96.0,231.0,1,left,I. Quickley 25' 3PT  (9 PTS) (S. Barnes 2 AST),"[1630193, 1630567]",1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,,Quickley,I. Quickley,25.01,Made,9.0,S. Barnes,1630567.0,2.0,,,,,,,,,,,,,
371,PT08M41.00S,2025-02-05T02:07:28.3Z,3,REGULAR,foul,personal,[],1630567,,,1610612752,58,76,2025-02-05T02:13:09Z,3660000,False,,,0,,S. Barnes personal FOUL (1 PF),"[1630567, 1626157]",1610612761.0,TOR,,,,,,,Mid-Range,8-16 Right,1627534.0,,Barnes,S. Barnes,,,,,,,,,,,,,1.0,0.0,Towns,1626157.0,,,
373,PT08M29.00S,2025-02-05T02:08:05.2Z,3,REGULAR,3pt,Jump Shot,[],1630173,93.38042049934296,95.58823529411765,1610612752,58,79,2025-02-05T02:08:10Z,3680000,False,228.0,10.0,1,right,P. Achiuwa 3PT  (13 PTS) (J. Hart 3 AST),"[1630173, 1628404]",1610612752.0,NYK,,,,,,,Right Corner 3,24+ Right,,,Achiuwa,P. Achiuwa,22.81,Made,13.0,J. Hart,1628404.0,3.0,,,,,,,,,,,,,
375,PT08M19.00S,2025-02-05T02:08:14.4Z,3,REGULAR,3pt,Jump Shot,[],1630193,33.85348226018397,65.68627450980392,1610612761,58,79,2025-02-05T02:08:19Z,3700000,False,-78.0,266.0,1,left,MISS I. Quickley 27' pullup 3PT,[1630193],1610612761.0,TOR,pullup,,,,,,Above the Break 3,24+ Center,,,Quickley,I. Quickley,27.7,Missed,,,,,,,,,,,,,,,,,
376,PT08M16.00S,2025-02-05T02:08:17.4Z,3,REGULAR,rebound,defensive,[],1628969,,,1610612752,58,79,2025-02-05T02:11:36Z,3710000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,Bridges,M. Bridges,,,,,,,375.0,1.0,1.0,0.0,,,,,,,,,
377,PT08M11.00S,2025-02-05T02:08:23.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,94.30026281208936,49.01960784313725,1610612752,58,81,2025-02-05T02:08:28Z,3720000,False,-5.0,1.0,1,right,J. Hart running Layup (4 PTS),[1628404],1610612752.0,NYK,running,,,,,,Restricted Area,0-8 Center,,,Hart,J. Hart,0.5,Made,4.0,,,,,,,,,,,,,,,,
378,PT08M03.00S,2025-02-05T02:08:30.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203482,6.258212877792378,50.98039215686274,1610612761,60,81,2025-02-05T02:10:55Z,3730000,False,-5.0,6.0,1,left,K. Olynyk driving Layup (4 PTS) (I. Quickley 3 AST),"[203482, 1630193]",1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,,,Olynyk,K. Olynyk,0.8,Made,4.0,I. Quickley,1630193.0,3.0,,,,,,,,,,,,,
380,PT07M47.00S,2025-02-05T02:08:46.4Z,3,REGULAR,3pt,Jump Shot,[],1628973,69.46452036793693,25.735294117647058,1610612752,60,81,2025-02-05T02:11:22Z,3750000,False,-121.0,235.0,1,right,MISS J. Brunson 26' step back 3PT,[1628973],1610612752.0,NYK,step back,,,,,,Above the Break 3,24+ Left Center,,,Brunson,J. Brunson,26.4,Missed,,,,,,,,,,,,,,,,,
381,PT07M44.00S,2025-02-05T02:08:49.4Z,3,REGULAR,rebound,defensive,[],203482,,,1610612761,60,81,2025-02-05T02:08:50Z,3760000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:3),[203482],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,,Olynyk,K. Olynyk,,,,,,,380.0,3.0,3.0,0.0,,,,,,,,,
382,PT07M36.00S,2025-02-05T02:08:57.1Z,3,REGULAR,turnover,bad pass,[],1642266,,,1610612761,60,81,2025-02-05T02:09:01Z,3770000,False,,,0,,J. Walter bad pass TURNOVER (1 TO),"[1642266, 1628969]",1610612761.0,TOR,,,,,,,Mid-Range,8-16 Center,,1.0,Walter,J. Walter,,,,,,,,,,,Bridges,1628969.0,,,,,,,
383,PT07M36.00S,2025-02-05T02:08:57.1Z,3,REGULAR,steal,,[],1628969,,,1610612752,60,81,2025-02-05T02:08:59Z,3780000,False,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612752.0,NYK,,,,,,,Mid-Range,8-16 Center,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,
384,PT07M33.00S,2025-02-05T02:09:00.9Z,3,REGULAR,turnover,lost ball,[],1628969,,,1610612752,60,81,2025-02-05T02:09:04Z,3790000,False,,,0,,M. Bridges lost ball TURNOVER (3 TO),"[1628969, 1642266]",1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,3.0,Bridges,M. Bridges,,,,,,,,,,,Walter,1642266.0,,,,,,,
385,PT07M33.00S,2025-02-05T02:09:00.9Z,3,REGULAR,steal,,[],1642266,,,1610612761,60,81,2025-02-05T02:09:02Z,3800000,False,,,0,,J. Walter STEAL (2 STL),[1642266],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,
386,PT07M29.00S,2025-02-05T02:09:08.3Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203482,22.552562417871222,88.23529411764706,1610612761,63,81,2025-02-05T02:09:17Z,3810000,False,-191.0,159.0,1,left,K. Olynyk 24' 3PT running (7 PTS) (I. Quickley 4 AST),"[203482, 1630193]",1610612761.0,TOR,running,,,,,,Above the Break 3,24+ Left Center,,,Olynyk,K. Olynyk,24.9,Made,7.0,I. Quickley,1630193.0,4.0,,,,,,,,,,,,,
388,PT07M29.00S,2025-02-05T02:09:13.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,63,81,2025-02-05T02:09:13Z,3830000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT07M10.00S,2025-02-05T02:12:25.2Z,3,REGULAR,2pt,Jump Shot,[],1628973,89.04402102496715,74.75490196078431,1610612752,63,83,2025-02-05T02:12:35Z,3840000,False,124.0,50.0,1,right,J. Brunson 13' turnaround fadeaway Jump Shot (18 PTS),[1628973],1610612752.0,NYK,turnaround fadeaway,,,,,,Mid-Range,8-16 Right,,,Brunson,J. Brunson,13.37,Made,18.0,,,,,,,,,,,,,,,,
390,PT06M53.00S,2025-02-05T02:12:41.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642266,5.601182654402102,50.98039215686274,1610612761,65,83,2025-02-05T02:14:00Z,3850000,False,-5.0,0.0,1,left,J. Walter cutting Layup (10 PTS) (K. Olynyk 3 AST),"[1642266, 203482]",1610612761.0,TOR,cutting,,,,,,Restricted Area,0-8 Center,,,Walter,J. Walter,0.49,Made,10.0,K. Olynyk,203482.0,3.0,,,,,,,,,,,,,
392,PT06M40.00S,2025-02-05T02:12:54.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630173,93.64323258869908,51.9607843137255,1610612752,65,85,2025-02-05T02:12:59Z,3870000,False,10.0,7.0,1,right,P. Achiuwa alley-oop DUNK (15 PTS) (J. Hart 4 AST),"[1630173, 1628404]",1610612752.0,NYK,alley-oop,,,,,,Restricted Area,0-8 Center,,,Achiuwa,P. Achiuwa,1.22,Made,15.0,J. Hart,1628404.0,4.0,,,,,,,,,,,,,
394,PT06M14.00S,2025-02-05T02:13:19.9Z,3,REGULAR,3pt,Jump Shot,[],1630567,5.601182654402102,96.81372549019608,1610612761,68,85,2025-02-05T02:14:41Z,3890000,False,-234.0,0.0,1,left,S. Barnes 3PT  (13 PTS) (I. Quickley 5 AST),"[1630567, 1630193]",1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,,Barnes,S. Barnes,23.41,Made,13.0,I. Quickley,1630193.0,5.0,,,,,,,,,,,,,
396,PT05M56.00S,2025-02-05T02:13:40.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203482,,,1610612752,68,85,2025-02-05T02:13:56Z,3910000,False,,,0,,K. Olynyk shooting personal FOUL (4 PF) (Towns 2 FT),"[203482, 1626157]",1610612761.0,TOR,shooting,,,,,,In The Paint (Non-RA),0-8 Center,1628481.0,,Olynyk,K. Olynyk,,,,,,,,,,,,,4.0,0.0,Towns,1626157.0,,,
398,PT05M56.00S,2025-02-05T02:14:17.6Z,3,REGULAR,freethrow,1 of 2,[],1626157,,,1610612752,68,86,2025-02-05T02:14:17Z,3930000,False,,,0,,K. Towns Free Throw 1 of 2 (21 PTS),[1626157],1610612752.0,NYK,,,,,,,,,,,Towns,K. Towns,,Made,21.0,,,,,,,,,,,,,,,,
399,PT05M56.00S,2025-02-05T02:14:18.3Z,3,REGULAR,substitution,out,[],1630567,,,1610612752,68,86,2025-02-05T02:14:26Z,3940000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,,,,,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,
400,PT05M56.00S,2025-02-05T02:14:18.3Z,3,REGULAR,substitution,out,[],1630193,,,1610612752,68,86,2025-02-05T02:14:26Z,3950000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,,,,,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,
401,PT05M56.00S,2025-02-05T02:14:18.3Z,3,REGULAR,substitution,out,[],1642266,,,1610612752,68,86,2025-02-05T02:14:26Z,3960000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,,,,,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,
402,PT05M56.00S,2025-02-05T02:14:18.3Z,3,REGULAR,substitution,in,[],1642347,,,1610612752,68,86,2025-02-05T02:14:26Z,3970000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,,,,,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,
403,PT05M56.00S,2025-02-05T02:14:18.3Z,3,REGULAR,substitution,in,[],1628971,,,1610612752,68,86,2025-02-05T02:14:26Z,3980000,False,,,0,,SUB in: B. Brown,[1628971],1610612761.0,TOR,,,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
404,PT05M56.00S,2025-02-05T02:14:18.3Z,3,REGULAR,substitution,in,[],1630534,,,1610612752,68,86,2025-02-05T02:14:26Z,3990000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,
405,PT05M56.00S,2025-02-05T02:14:48.6Z,3,REGULAR,freethrow,2 of 2,[],1626157,,,1610612752,68,87,2025-02-05T02:14:48Z,4000000,False,,,0,,K. Towns Free Throw 2 of 2 (22 PTS),[1626157],1610612752.0,NYK,,,,,,,,,,,Towns,K. Towns,,Made,22.0,,,,,,,,,,,,,,,,
406,PT05M45.00S,2025-02-05T02:15:02.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641711,7.178055190538765,53.18627450980392,1610612761,68,87,2025-02-05T02:15:07Z,4010000,False,-16.0,15.0,1,left,MISS G. Dick driving finger roll Layup,[1641711],1610612761.0,TOR,driving finger roll,,,,,,Restricted Area,0-8 Center,,,Dick,G. Dick,2.19,Missed,,,,,,,,,,,,,,,,,
407,PT05M43.00S,2025-02-05T02:15:04.2Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612752,68,87,2025-02-05T02:15:07Z,4020000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,Brunson,J. Brunson,,,,,,,406.0,1.0,1.0,0.0,,,,,,,,,
408,PT05M38.00S,2025-02-05T02:15:09.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,94.69448094612353,49.26470588235294,1610612752,68,89,2025-02-05T02:15:15Z,4030000,False,-4.0,-3.0,1,right,J. Hart running finger roll Layup (6 PTS) (J. Brunson 3 AST),"[1628404, 1628973]",1610612752.0,NYK,running finger roll,,,,,,Restricted Area,0-8 Center,,,Hart,J. Hart,0.45,Made,6.0,J. Brunson,1628973.0,3.0,,,,,,,,,,,,,
410,PT05M22.00S,2025-02-05T02:15:26.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,6.521024967148489,56.86274509803921,1610612761,68,89,2025-02-05T02:17:25Z,4050000,False,-34.0,9.0,1,left,MISS B. Brown driving Layup,[1628971],1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,,,Brown,B. Brown,3.54,Missed,,,,,,,,,,,,,,,,,
411,PT05M19.00S,2025-02-05T02:15:29.3Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612752,68,89,2025-02-05T02:17:25Z,4060000,False,,,0,,J. Hart REBOUND (Off:0 Def:4),[1628404],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,Hart,J. Hart,,,,,,,410.0,4.0,4.0,0.0,,,,,,,,,
412,PT05M14.00S,2025-02-05T02:15:33.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628969,94.43166885676742,50.49019607843137,1610612752,68,89,2025-02-05T02:15:39Z,4070000,False,2.0,0.0,1,right,MISS M. Bridges running alley-oop Layup,[1628969],1610612752.0,NYK,running alley-oop,,,,,,Restricted Area,0-8 Center,,,Bridges,M. Bridges,0.25,Missed,,,,,,,,,,,,,,,,,
413,PT05M12.00S,2025-02-05T02:15:35.5Z,3,REGULAR,rebound,defensive,[],1641711,,,1610612761,68,89,2025-02-05T02:15:39Z,4080000,False,,,0,,G. Dick REBOUND (Off:2 Def:1),[1641711],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,Dick,G. Dick,,,,,,,412.0,3.0,1.0,2.0,,,,,,,,,
414,PT05M09.00S,2025-02-05T02:15:39.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1642347,12.697109067017081,97.54901960784314,1610612761,71,89,2025-02-05T02:15:44Z,4090000,False,-238.0,67.0,1,left,J. Shead 24' 3PT running (12 PTS) (G. Dick 1 AST),"[1642347, 1641711]",1610612761.0,TOR,running,,,,,,Left Corner 3,24+ Left,,,Shead,J. Shead,24.69,Made,12.0,G. Dick,1641711.0,1.0,,,,,,,,,,,,,
416,PT04M52.00S,2025-02-05T02:15:56.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,93.77463863337714,51.71568627450981,1610612752,71,91,2025-02-05T02:16:00Z,4110000,False,9.0,6.0,1,right,P. Achiuwa cutting finger roll Layup (17 PTS) (M. Bridges 1 AST),"[1630173, 1628969]",1610612752.0,NYK,cutting finger roll,,,,,,Restricted Area,0-8 Center,,,Achiuwa,P. Achiuwa,1.05,Made,17.0,M. Bridges,1628969.0,1.0,,,,,,,,,,,,,
418,PT04M33.00S,2025-02-05T02:16:15.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203482,5.338370565045992,51.71568627450981,1610612761,73,91,2025-02-05T02:16:20Z,4130000,False,-9.0,-2.0,1,left,K. Olynyk driving finger roll Layup (9 PTS) (J. Shead 1 AST),"[203482, 1642347]",1610612761.0,TOR,driving finger roll,,,,,,Restricted Area,0-8 Center,,,Olynyk,K. Olynyk,0.89,Made,9.0,J. Shead,1642347.0,1.0,,,,,,,,,,,,,
420,PT04M31.00S,2025-02-05T02:16:22.9Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612752,73,91,2025-02-05T02:16:26Z,4150000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612761.0,TOR,,,,,,,,,1628481.0,,,,,,,,,,,,,,,,,,,,,,
421,PT04M16.00S,2025-02-05T02:16:42.2Z,3,REGULAR,3pt,Jump Shot,[],1628404,72.22404730617609,17.401960784313726,1610612752,73,91,2025-02-05T02:16:47Z,4160000,False,-163.0,209.0,1,right,MISS J. Hart 26' 3PT,[1628404],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,,Hart,J. Hart,26.47,Missed,,,,,,,,,,,,,,,,,
422,PT04M13.00S,2025-02-05T02:16:45.2Z,3,REGULAR,rebound,defensive,[],1642347,,,1610612761,73,91,2025-02-05T02:16:47Z,4170000,False,,,0,,J. Shead REBOUND (Off:1 Def:1),[1642347],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,,Shead,J. Shead,,,,,,,421.0,2.0,1.0,1.0,,,,,,,,,
423,PT04M10.00S,2025-02-05T02:16:48.8Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630534,5.469776609724048,50.98039215686274,1610612761,75,91,2025-02-05T02:18:56Z,4180000,False,-5.0,-1.0,1,left,O. Agbaji running DUNK (2 PTS) (J. Shead 2 AST),"[1630534, 1642347]",1610612761.0,TOR,running,,,,,,Restricted Area,0-8 Center,,,Agbaji,O. Agbaji,0.5,Made,2.0,J. Shead,1642347.0,2.0,,,,,,,,,,,,,
425,PT04M10.00S,2025-02-05T02:16:56.1Z,3,REGULAR,timeout,full,['team'],0,,,1610612752,75,91,2025-02-05T02:16:56Z,4200000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT04M10.00S,2025-02-05T02:17:28.4Z,3,REGULAR,substitution,out,[],1641711,,,1610612752,75,91,2025-02-05T02:18:22Z,4210000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,,,,,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,
427,PT04M10.00S,2025-02-05T02:17:28.4Z,3,REGULAR,substitution,out,[],203482,,,1610612752,75,91,2025-02-05T02:18:22Z,4220000,False,,,0,,SUB out: K. Olynyk,[203482],1610612761.0,TOR,,,,,,,,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,
428,PT04M10.00S,2025-02-05T02:17:28.4Z,3,REGULAR,substitution,out,[],1628969,,,1610612752,75,91,2025-02-05T02:18:22Z,4230000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,
