actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
344,PT12M00.00S,2025-01-16T01:56:08.5Z,3,REGULAR,substitution,in,['startperiod'],204001,,,1610612761,55,53,2025-01-16T01:56:52Z,3400000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612738.0,BOS,,,,,,,,,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2025-01-16T01:57:05.7Z,3,REGULAR,period,start,[],0,,,1610612761,55,53,2025-01-16T01:57:05Z,3410000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT11M43.00S,2025-01-16T01:57:22.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,14.668199737187912,59.068627450980394,1610612761,57,53,2025-01-16T01:57:28Z,3420000,False,-45.0,85.0,1,left,S. Barnes 9' fadeaway Jump Shot (7 PTS),[1630567],1610612761.0,TOR,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,,,,Barnes,S. Barnes,,,9.67,Made,,,,,7.0,,,,,,,,,
347,PT11M29.00S,2025-01-16T01:57:35.6Z,3,REGULAR,3pt,Jump Shot,[],204001,62.10578186596584,51.71568627450981,1610612738,57,56,2025-01-16T01:57:40Z,3430000,False,9.0,304.0,1,right,K. Porziņģis 30' 3PT  (16 PTS) (D. White 1 AST),"[204001, 1628401]",1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,,,Porziņģis,K. Porziņģis,,,30.38,Made,,,,,16.0,D. White,1628401.0,1.0,,,,,,
349,PT11M05.00S,2025-01-16T01:57:58.9Z,3,REGULAR,2pt,Jump Shot,[],1630567,21.23850197109067,38.48039215686275,1610612761,59,56,2025-01-16T01:58:03Z,3450000,False,58.0,147.0,1,left,S. Barnes 15' step back Jump Shot (9 PTS) (D. Mitchell 3 AST),"[1630567, 1630558]",1610612761.0,TOR,step back,,,,,,Mid-Range,8-16 Center,,,,Barnes,S. Barnes,,,15.8,Made,,,,,9.0,D. Mitchell,1630558.0,3.0,,,,,,
350,PT10M49.00S,2025-01-16T01:58:16.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201950,91.40932982917214,46.81372549019608,1610612738,59,56,2025-01-16T01:58:23Z,3460000,False,-16.0,28.0,1,right,MISS J. Holiday driving Hook,[201950],1610612738.0,BOS,driving,,,,,,Restricted Area,0-8 Center,,,,Holiday,J. Holiday,,,3.25,Missed,,,,,,,,,,,,,,
351,PT10M47.00S,2025-01-16T01:58:18.2Z,3,REGULAR,rebound,offensive,[],201950,,,1610612738,59,56,2025-01-16T01:58:23Z,3470000,False,,,0,,J. Holiday REBOUND (Off:3 Def:2),[201950],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,,Holiday,J. Holiday,,,,,350.0,5.0,2.0,3.0,,,,,,,,,,
352,PT10M45.00S,2025-01-16T01:58:19.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201950,94.40999984741211,50.0,1610612738,59,58,2025-01-16T01:58:19Z,3480000,False,0.0,0.0,1,right,J. Holiday tip Layup (8 PTS),[201950],1610612738.0,BOS,tip,,,,,,Mid-Range,8-16 Left,,,,Holiday,J. Holiday,,,0.0,Made,,,,,8.0,,,,,,,,,
353,PT10M39.00S,2025-01-16T01:58:28.7Z,3,REGULAR,foul,personal,[],1627759,,,1610612761,59,58,2025-01-16T01:59:01Z,3490000,False,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 1641711]",1610612738.0,BOS,,,,,,,Mid-Range,16-24 Center,1628485.0,2.0,0.0,Brown,J. Brown,Dick,1641711.0,,,,,,,,,,,,,,,,
356,PT10M25.00S,2025-01-16T01:58:58.6Z,3,REGULAR,2pt,Jump Shot,[],1630558,27.54599211563732,59.068627450980394,1610612761,59,58,2025-01-16T01:59:04Z,3510000,False,-45.0,206.0,1,left,MISS D. Mitchell 21' step back Shot,[1630558],1610612761.0,TOR,step back,,,,,,Mid-Range,16-24 Center,,,,Mitchell,D. Mitchell,,,21.13,Missed,,,,,,,,,,,,,,
357,PT10M22.00S,2025-01-16T01:59:01.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,59,58,2025-01-16T01:59:01Z,3520000,False,,,0,,J. Tatum REBOUND (Off:1 Def:8),[1628369],1610612738.0,BOS,,,,,,,Mid-Range,16-24 Center,,,,Tatum,J. Tatum,,,,,356.0,9.0,8.0,1.0,,,,,,,,,,
358,PT10M15.00S,2025-01-16T01:59:09.8Z,3,REGULAR,foul,personal,['2freethrow'],1641711,,,1610612738,59,58,2025-01-16T01:59:25Z,3530000,False,,,0,,G. Dick shooting personal FOUL (1 PF) (White 2 FT),"[1641711, 1628401]",1610612761.0,TOR,shooting,,,,,,Restricted Area,0-8 Center,1628485.0,1.0,0.0,Dick,G. Dick,White,1628401.0,,,,,,,,,,,,,,,,
360,PT10M15.00S,2025-01-16T01:59:45.4Z,3,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,59,59,2025-01-16T01:59:45Z,3550000,False,,,0,,D. White Free Throw 1 of 2 (4 PTS),[1628401],1610612738.0,BOS,,,,,,,,,,,,White,D. White,,,,Made,,,,,4.0,,,,,,,,,
361,PT10M15.00S,2025-01-16T01:59:45.4Z,3,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,59,59,2025-01-16T02:00:06Z,3560000,False,,,0,,MISS D. White Free Throw 2 of 2,[1628401],1610612738.0,BOS,,,,,,,,,,,,White,D. White,,,,Missed,,,,,,,,,,,,,,
362,PT10M13.00S,2025-01-16T01:59:47.4Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612761,59,59,2025-01-16T02:00:06Z,3570000,False,,,0,,R. Barrett REBOUND (Off:2 Def:5),[1629628],1610612761.0,TOR,,,,,,,,,,,,Barrett,R. Barrett,,,,,361.0,7.0,5.0,2.0,,,,,,,,,,
363,PT10M03.00S,2025-01-16T02:00:15.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,5.469776609724048,51.470588235294116,1610612761,61,59,2025-01-16T02:00:20Z,3580000,False,-7.0,-1.0,1,left,R. Barrett cutting Layup (14 PTS) (G. Dick 3 AST),"[1629628, 1641711]",1610612761.0,TOR,cutting,,,,,,Restricted Area,0-8 Center,,,,Barrett,R. Barrett,,,0.75,Made,,,,,14.0,G. Dick,1641711.0,3.0,,,,,,
366,PT09M48.00S,2025-01-16T02:00:29.8Z,3,REGULAR,3pt,Jump Shot,[],1628369,69.72733245729303,19.362745098039216,1610612738,61,62,2025-01-16T02:00:34Z,3600000,False,-153.0,232.0,1,right,J. Tatum 27' 3PT  (10 PTS) (K. Porziņģis 3 AST),"[1628369, 204001]",1610612738.0,BOS,,,,,,,Above the Break 3,24+ Left Center,,,,Tatum,J. Tatum,,,27.81,Made,,,,,10.0,K. Porziņģis,204001.0,3.0,,,,,,
368,PT09M38.00S,2025-01-16T02:00:41.7Z,3,REGULAR,turnover,out-of-bounds,[],1641711,,,1610612761,61,62,2025-01-16T02:00:47Z,3620000,False,,,0,,G. Dick bad pass out-of-bounds TURNOVER (1 TO),[1641711],1610612761.0,TOR,bad pass,,,,,,Above the Break 3,24+ Right Center,1830.0,,,Dick,G. Dick,,,,,,,,,,,,,1.0,,,,,
370,PT09M24.00S,2025-01-16T02:01:15.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628401,94.30026281208936,50.245098039215684,1610612738,61,64,2025-01-16T02:01:20Z,3640000,False,1.0,1.0,1,right,D. White cutting Layup (6 PTS) (J. Brown 4 AST),"[1628401, 1627759]",1610612738.0,BOS,cutting,,,,,,Restricted Area,0-8 Center,,,,White,D. White,,,0.16,Made,,,,,6.0,J. Brown,1627759.0,4.0,,,,,,
372,PT09M00.00S,2025-01-16T02:01:38.9Z,3,REGULAR,3pt,Jump Shot,[],1641711,30.042706964520367,24.264705882352942,1610612761,64,64,2025-01-16T02:01:43Z,3660000,False,129.0,230.0,1,left,G. Dick 26' 3PT step back (12 PTS) (S. Barnes 6 AST),"[1641711, 1630567]",1610612761.0,TOR,step back,,,,,,Above the Break 3,24+ Right Center,,,,Dick,G. Dick,,,26.35,Made,,,,,12.0,S. Barnes,1630567.0,6.0,,,,,,
374,PT08M41.00S,2025-01-16T02:01:58.3Z,3,REGULAR,3pt,Jump Shot,[],1628401,95.48291721419186,2.696078431372549,1610612738,64,64,2025-01-16T02:02:02Z,3680000,False,-237.0,-10.0,1,right,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,,,,Left Corner 3,24+ Left,,,,White,D. White,,,23.67,Missed,,,,,,,,,,,,,,
375,PT08M38.00S,2025-01-16T02:02:01.3Z,3,REGULAR,rebound,defensive,[],1630558,,,1610612761,64,64,2025-01-16T02:02:02Z,3690000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:3),[1630558],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,,,Mitchell,D. Mitchell,,,,,374.0,3.0,3.0,0.0,,,,,,,,,,
376,PT08M32.00S,2025-01-16T02:02:06.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,6.258212877792378,49.50980392156863,1610612761,66,64,2025-01-16T02:02:14Z,3700000,False,2.0,6.0,1,left,R. Barrett running finger roll Layup (16 PTS),[1629628],1610612761.0,TOR,running finger roll,,,,,,Restricted Area,0-8 Center,,,,Barrett,R. Barrett,,,0.68,Made,,,,,16.0,,,,,,,,,
377,PT08M21.00S,2025-01-16T02:02:23.9Z,3,REGULAR,foul,offensive,[],204001,,,1610612738,66,64,2025-01-16T02:02:32Z,3710000,False,,,0,,K. Porziņģis charge offensive FOUL (1 PF),"[204001, 1630558]",1610612738.0,BOS,charge,,,,,,In The Paint (Non-RA),0-8 Center,1830.0,1.0,0.0,Porziņģis,K. Porziņģis,Mitchell,1630558.0,,,,,,,,,,,,,,,,
379,PT08M21.00S,2025-01-16T02:02:23.9Z,3,REGULAR,turnover,offensive foul,[],204001,,,1610612738,66,64,2025-01-16T02:02:23Z,3730000,False,,,0,,K. Porziņģis offensive foul TURNOVER (2 TO),[204001],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,1830.0,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,2.0,,,,,
380,PT08M10.00S,2025-01-16T02:02:46.6Z,3,REGULAR,foul,personal,['2freethrow'],204001,,,1610612761,66,64,2025-01-16T02:02:55Z,3740000,False,,,0,,K. Porziņģis shooting personal FOUL (2 PF) (Barnes 2 FT),"[204001, 1630567]",1610612738.0,BOS,shooting,,,,,,In The Paint (Non-RA),8-16 Center,1628485.0,2.0,0.0,Porziņģis,K. Porziņģis,Barnes,1630567.0,,,,,,,,,,,,,,,,
382,PT08M10.00S,2025-01-16T02:03:09.3Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630567,,,1610612761,66,64,2025-01-16T02:03:09Z,3760000,False,,,0,,MISS S. Barnes Free Throw 1 of 2,[1630567],1610612761.0,TOR,,,,,,,,,,,,Barnes,S. Barnes,,,,Missed,,,,,,,,,,,,,,
383,PT08M10.00S,2025-01-16T02:03:09.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,66,64,2025-01-16T02:03:09Z,3770000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,382.0,,,,,,,,,,,,,
384,PT08M10.00S,2025-01-16T02:03:24.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630567,,,1610612761,67,64,2025-01-16T02:03:24Z,3780000,False,,,0,,S. Barnes Free Throw 2 of 2 (10 PTS),[1630567],1610612761.0,TOR,,,,,,,,,,,,Barnes,S. Barnes,,,,Made,,,,,10.0,,,,,,,,,
385,PT07M59.00S,2025-01-16T02:03:35.7Z,3,REGULAR,3pt,Jump Shot,[],1627759,93.24901445466492,96.07843137254902,1610612738,67,67,2025-01-16T02:04:13Z,3790000,False,230.0,11.0,1,right,J. Brown 3PT pullup (7 PTS) (J. Tatum 5 AST),"[1627759, 1628369]",1610612738.0,BOS,pullup,,,,,,Right Corner 3,24+ Right,,,,Brown,J. Brown,,,23.07,Made,,,,,7.0,J. Tatum,1628369.0,5.0,,,,,,
387,PT07M38.00S,2025-01-16T02:03:57.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,11.908672798948752,37.5,1610612761,69,67,2025-01-16T02:04:44Z,3810000,False,62.0,59.0,1,left,J. Poeltl 8' floating Jump Shot (6 PTS) (S. Barnes 7 AST),"[1627751, 1630567]",1610612761.0,TOR,floating,,,,,,In The Paint (Non-RA),8-16 Right,,,,Poeltl,J. Poeltl,,,8.62,Made,,,,,6.0,S. Barnes,1630567.0,7.0,,,,,,
389,PT07M18.00S,2025-01-16T02:04:16.0Z,3,REGULAR,3pt,Jump Shot,[],1628369,69.99014454664915,15.686274509803921,1610612738,69,67,2025-01-16T02:05:14Z,3830000,False,-172.0,230.0,1,right,MISS J. Tatum 28' step back 3PT,[1628369],1610612738.0,BOS,step back,,,,,,Above the Break 3,24+ Left Center,,,,Tatum,J. Tatum,,,28.66,Missed,,,,,,,,,,,,,,
390,PT07M16.00S,2025-01-16T02:04:18.0Z,3,REGULAR,rebound,defensive,[],1630558,,,1610612761,69,67,2025-01-16T02:04:21Z,3840000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:4),[1630558],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,,,Mitchell,D. Mitchell,,,,,389.0,4.0,4.0,0.0,,,,,,,,,,
391,PT07M08.00S,2025-01-16T02:04:26.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629628,13.748357424441524,46.32352941176471,1610612761,71,67,2025-01-16T02:05:34Z,3850000,False,18.0,77.0,1,left,R. Barrett 7' turnaround Hook (18 PTS) (G. Dick 4 AST),"[1629628, 1641711]",1610612761.0,TOR,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,,,,Barrett,R. Barrett,,,7.89,Made,,,,,18.0,G. Dick,1641711.0,4.0,,,,,,
393,PT07M08.00S,2025-01-16T02:04:30.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,71,67,2025-01-16T02:04:30Z,3870000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT07M08.00S,2025-01-16T02:06:13.0Z,3,REGULAR,substitution,out,[],204001,,,1610612738,71,67,2025-01-16T02:07:05Z,3880000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612738.0,BOS,,,,,,,,,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,
395,PT07M08.00S,2025-01-16T02:06:13.0Z,3,REGULAR,substitution,in,[],201143,,,1610612738,71,67,2025-01-16T02:07:05Z,3890000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,
396,PT06M51.00S,2025-01-16T02:07:37.9Z,3,REGULAR,3pt,Jump Shot,[],201143,94.56307490144546,2.696078431372549,1610612738,71,67,2025-01-16T02:07:46Z,3900000,False,-237.0,-1.0,1,right,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,,,,Left Corner 3,24+ Left,,,,Horford,A. Horford,,,23.65,Missed,,,,,,,,,,,,,,
397,PT06M47.00S,2025-01-16T02:07:41.9Z,3,REGULAR,rebound,defensive,[],1641711,,,1610612761,71,67,2025-01-16T02:07:46Z,3910000,False,,,0,,G. Dick REBOUND (Off:0 Def:2),[1641711],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,,,Dick,G. Dick,,,,,396.0,2.0,2.0,0.0,,,,,,,,,,
398,PT06M34.00S,2025-01-16T02:07:54.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627751,4.944152431011826,48.28431372549019,1610612761,73,67,2025-01-16T02:07:59Z,3920000,False,9.0,-6.0,1,left,J. Poeltl cutting DUNK (8 PTS) (D. Mitchell 4 AST),"[1627751, 1630558]",1610612761.0,TOR,cutting,,,,,,Restricted Area,0-8 Center,,,,Poeltl,J. Poeltl,,,1.05,Made,,,,,8.0,D. Mitchell,1630558.0,4.0,,,,,,
400,PT06M18.00S,2025-01-16T02:08:10.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.38042049934296,51.225490196078425,1610612738,73,69,2025-01-16T02:08:15Z,3940000,False,6.0,10.0,1,right,J. Tatum driving Layup (12 PTS),[1628369],1610612738.0,BOS,driving,,,,,,Restricted Area,0-8 Center,,,,Tatum,J. Tatum,,,1.15,Made,,,,,12.0,,,,,,,,,
401,PT05M54.00S,2025-01-16T02:08:35.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,5.075558475689881,49.26470588235294,1610612761,75,69,2025-01-16T02:09:20Z,3950000,False,4.0,-5.0,1,left,J. Poeltl driving Layup (10 PTS) (R. Barrett 5 AST),"[1627751, 1629628]",1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,,,,Poeltl,J. Poeltl,,,0.61,Made,,,,,10.0,R. Barrett,1629628.0,5.0,,,,,,
403,PT05M35.00S,2025-01-16T02:08:53.4Z,3,REGULAR,3pt,Jump Shot,[],1628401,67.09921156373193,54.41176470588235,1610612738,75,69,2025-01-16T02:08:58Z,3970000,False,22.0,257.0,1,right,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,,,White,D. White,,,25.77,Missed,,,,,,,,,,,,,,
404,PT05M33.00S,2025-01-16T02:08:55.4Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612761,75,69,2025-01-16T02:08:58Z,3980000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:8),[1627751],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,,,Poeltl,J. Poeltl,,,,,403.0,8.0,8.0,0.0,,,,,,,,,,
405,PT05M21.00S,2025-01-16T02:09:09.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,7.835085413929041,41.17647058823529,1610612761,77,69,2025-01-16T02:09:47Z,3990000,False,44.0,21.0,1,left,D. Mitchell driving floating bank Jump Shot (7 PTS) (J. Poeltl 2 AST),"[1630558, 1627751]",1610612761.0,TOR,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,,,,Mitchell,D. Mitchell,,,4.89,Made,,,,,7.0,J. Poeltl,1627751.0,2.0,,,,,,
407,PT05M21.00S,2025-01-16T02:09:14.2Z,3,REGULAR,foul,personal,['1freethrow'],201950,,,1610612761,77,69,2025-01-16T02:09:44Z,4010000,False,,,0,,J. Holiday shooting personal FOUL (2 PF) (Mitchell 1 FT),"[201950, 1630558]",1610612738.0,BOS,shooting,,,,,,In The Paint (Non-RA),0-8 Center,1628485.0,2.0,0.0,Holiday,J. Holiday,Mitchell,1630558.0,,,,,,,,,,,,,,,,
409,PT05M21.00S,2025-01-16T02:09:26.4Z,3,REGULAR,substitution,out,[],1630567,,,1610612761,77,69,2025-01-16T02:09:47Z,4030000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,,,,,,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,
410,PT05M21.00S,2025-01-16T02:09:26.4Z,3,REGULAR,substitution,out,[],201950,,,1610612761,77,69,2025-01-16T02:09:47Z,4040000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,,,,,,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
411,PT05M21.00S,2025-01-16T02:09:26.4Z,3,REGULAR,substitution,out,[],1627759,,,1610612761,77,69,2025-01-16T02:09:47Z,4050000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,,,,,,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,
412,PT05M21.00S,2025-01-16T02:09:26.4Z,3,REGULAR,substitution,out,[],1628401,,,1610612761,77,69,2025-01-16T02:09:47Z,4060000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,,,,,,,,,White,D. White,,,,,,,,,,,,,,,,,,
413,PT05M21.00S,2025-01-16T02:09:26.4Z,3,REGULAR,substitution,in,[],1628971,,,1610612761,77,69,2025-01-16T02:09:47Z,4070000,False,,,0,,SUB in: B. Brown,[1628971],1610612761.0,TOR,,,,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,
414,PT05M21.00S,2025-01-16T02:09:26.4Z,3,REGULAR,substitution,in,[],1628436,,,1610612761,77,69,2025-01-16T02:09:47Z,4080000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,,,,,,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,
415,PT05M21.00S,2025-01-16T02:09:26.4Z,3,REGULAR,substitution,in,[],1630202,,,1610612761,77,69,2025-01-16T02:09:47Z,4090000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,,,,,,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,
416,PT05M21.00S,2025-01-16T02:09:26.4Z,3,REGULAR,substitution,in,[],1630573,,,1610612761,77,69,2025-01-16T02:09:47Z,4100000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,,,,,,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,
417,PT05M21.00S,2025-01-16T02:09:46.8Z,3,REGULAR,freethrow,1 of 1,[],1630558,,,1610612761,77,69,2025-01-16T02:09:49Z,4110000,False,,,0,,MISS D. Mitchell Free Throw 1 of 1,[1630558],1610612761.0,TOR,,,,,,,,,,,,Mitchell,D. Mitchell,,,,Missed,,,,,,,,,,,,,,
418,PT05M18.00S,2025-01-16T02:09:49.8Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,77,69,2025-01-16T02:09:49Z,4120000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,,,,,,,,,Horford,A. Horford,,,,,417.0,2.0,2.0,0.0,,,,,,,,,,
419,PT05M01.00S,2025-01-16T02:10:05.4Z,3,REGULAR,3pt,Jump Shot,[],1630202,66.83639947437582,43.872549019607845,1610612738,77,72,2025-01-16T02:10:10Z,4130000,False,-31.0,259.0,1,right,P. Pritchard 26' 3PT step back (16 PTS),[1630202],1610612738.0,BOS,step back,,,,,,Above the Break 3,24+ Center,,,,Pritchard,P. Pritchard,,,26.1,Made,,,,,16.0,,,,,,,,,
420,PT04M37.00S,2025-01-16T02:10:29.9Z,3,REGULAR,3pt,Jump Shot,[],1629628,23.47240473061761,10.294117647058822,1610612761,77,72,2025-01-16T02:10:38Z,4140000,False,199.0,168.0,1,left,MISS R. Barrett 26' 3PT - blocked,"[1629628, 201143]",1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,,,Barrett,R. Barrett,,,26.01,Missed,,,,,,,,,,,,Horford,201143.0,
433,PT04M37.00S,2025-01-16T02:10:29.9Z,3,REGULAR,block,,[],201143,,,1610612761,77,72,2025-01-16T02:13:13Z,4145000,False,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,
421,PT04M35.00S,2025-01-16T02:10:31.9Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612761,77,72,2025-01-16T02:13:13Z,4150000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:8),[1627751],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,,,Poeltl,J. Poeltl,,,,,420.0,9.0,8.0,1.0,,,,,,,,,,
422,PT04M31.00S,2025-01-16T02:10:36.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1641711,33.98488830486202,71.07843137254902,1610612761,77,72,2025-01-16T02:11:41Z,4160000,False,-105.0,267.0,1,left,MISS G. Dick 28' pullup 3PT,[1641711],1610612761.0,TOR,pullup,,,,,,Above the Break 3,24+ Left Center,,,,Dick,G. Dick,,,28.71,Missed,,,,,,,,,,,,,,
423,PT04M30.00S,2025-01-16T02:10:37.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,77,72,2025-01-16T02:10:56Z,4170000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,422.0,,,,,,,,,,,,,
424,PT04M29.00S,2025-01-16T02:10:45.3Z,3,REGULAR,foul,personal,[],1630202,,,1610612761,77,72,2025-01-16T02:10:49Z,4180000,False,,,0,,P. Pritchard loose ball personal FOUL (2 PF),"[1630202, 1629628]",1610612738.0,BOS,loose ball,,,,,,Mid-Range,8-16 Right,202026.0,2.0,0.0,Pritchard,P. Pritchard,Barrett,1629628.0,,,,,,,,,,,,,,,,
426,PT04M23.00S,2025-01-16T02:11:10.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,7.5722733245729295,49.26470588235294,1610612761,79,72,2025-01-16T02:11:15Z,4200000,False,4.0,19.0,1,left,J. Poeltl driving finger roll Layup (12 PTS),[1627751],1610612761.0,TOR,driving finger roll,,,,,,Restricted Area,0-8 Center,,,,Poeltl,J. Poeltl,,,1.91,Made,,,,,12.0,,,,,,,,,
427,PT04M11.00S,2025-01-16T02:11:22.2Z,3,REGULAR,3pt,Jump Shot,[],201143,94.56307490144546,96.32352941176471,1610612738,79,75,2025-01-16T02:11:26Z,4210000,False,232.0,-1.0,1,right,A. Horford 3PT  (8 PTS) (J. Tatum 6 AST),"[201143, 1628369]",1610612738.0,BOS,,,,,,,Right Corner 3,24+ Right,,,,Horford,A. Horford,,,23.16,Made,,,,,8.0,J. Tatum,1628369.0,6.0,,,,,,
429,PT03M53.00S,2025-01-16T02:11:38.9Z,3,REGULAR,3pt,Jump Shot,[],1630558,30.962549277266753,34.55882352941176,1610612761,82,75,2025-01-16T02:11:43Z,4230000,False,77.0,239.0,1,left,D. Mitchell 25' 3PT step back (10 PTS) (R. Barrett 6 AST),"[1630558, 1629628]",1610612761.0,TOR,step back,,,,,,Above the Break 3,24+ Center,,,,Mitchell,D. Mitchell,,,25.07,Made,,,,,10.0,R. Barrett,1629628.0,6.0,,,,,,
431,PT03M43.00S,2025-01-16T02:11:50.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,93.77463863337714,50.49019607843137,1610612738,82,77,2025-01-16T02:11:54Z,4250000,False,2.0,6.0,1,right,P. Pritchard driving finger roll Layup (18 PTS),[1630202],1610612738.0,BOS,driving finger roll,,,,,,Restricted Area,0-8 Center,,,,Pritchard,P. Pritchard,,,0.65,Made,,,,,18.0,,,,,,,,,
432,PT03M42.00S,2025-01-16T02:11:54.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,82,77,2025-01-16T02:11:54Z,4260000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
