actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
546,PT08M44.00S,2022-03-04T02:42:58.3Z,4,REGULAR,substitution,in,[],203937,,,1610612763,93,81,2022-03-04T02:43:14Z,5330000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,
547,PT08M30.00S,2022-03-04T02:43:36.6Z,4,REGULAR,3pt,Jump Shot,[],1630217,32.53942181340342,68.13725490196079,1610612763,93,84,2022-03-04T02:43:42Z,5340000,-91.0,253.0,1,left,D. Bane 26' 3PT  (11 PTS) (T. Jones 4 AST),"[1630217, 1626145]",1610612763.0,MEM,,,,,,,26.91,Made,Bane,D. Bane,,,,,11.0,T. Jones,1626145.0,4.0,,,,,,,,,,,
549,PT08M06.00S,2022-03-04T02:43:59.4Z,4,REGULAR,2pt,Layup,[],1628369,91.01511169513797,70.58823529411765,1610612738,95,84,2022-03-04T02:44:07Z,5360000,103.0,32.0,1,right,J. Tatum 10' driving Layup (22 PTS) (A. Horford 4 AST),"[1628369, 201143]",1610612738.0,BOS,driving,,,,,,10.78,Made,Tatum,J. Tatum,,,,,22.0,A. Horford,201143.0,4.0,,,,,,,,,,,
551,PT08M00.00S,2022-03-04T02:44:08.0Z,4,REGULAR,3pt,Jump Shot,[],1628991,31.61957950065703,30.637254901960787,1610612763,95,84,2022-03-04T02:44:19Z,5380000,97.0,245.0,1,left,MISS J. Jackson Jr. 26' 3PT,[1628991],1610612763.0,MEM,,,,,,,26.32,Missed,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,
552,PT07M57.00S,2022-03-04T02:44:11.0Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,95,84,2022-03-04T02:44:19Z,5390000,,,0,,A. Horford REBOUND (Off:6 Def:9),[201143],1610612738.0,BOS,,,,,,,,,Horford,A. Horford,551.0,15.0,9.0,6.0,,,,,,,,,,,,,,,
553,PT07M51.00S,2022-03-04T02:44:14.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628369,92.46057818659659,48.529411764705884,1610612738,97,84,2022-03-04T02:44:23Z,5400000,-7.0,18.0,1,right,J. Tatum alley-oop DUNK (24 PTS) (A. Horford 5 AST),"[1628369, 201143]",1610612738.0,BOS,alley-oop,,,,,,1.98,Made,Tatum,J. Tatum,,,,,24.0,A. Horford,201143.0,5.0,,,,,,,,,,,
555,PT07M34.00S,2022-03-04T02:44:30.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,15.588042049934298,62.254901960784316,1610612763,97,84,2022-03-04T02:44:39Z,5420000,-61.0,94.0,1,left,MISS B. Clarke 11' driving floating Shot,[1629634],1610612763.0,MEM,driving floating,,,,,,11.22,Missed,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,
556,PT07M32.00S,2022-03-04T02:44:32.9Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,97,84,2022-03-04T02:44:39Z,5430000,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,,,,,,Williams,G. Williams,555.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
557,PT07M24.00S,2022-03-04T02:44:41.2Z,4,REGULAR,2pt,Jump Shot,[],1630202,90.75229960578186,22.794117647058822,1610612738,99,84,2022-03-04T02:45:07Z,5440000,-136.0,34.0,1,right,P. Pritchard 14' driving floating Jump Shot (5 PTS) (J. Tatum 5 AST),"[1630202, 1628369]",1610612738.0,BOS,driving floating,,,,,,14.03,Made,Pritchard,P. Pritchard,,,,,5.0,J. Tatum,1628369.0,5.0,,,,,,,,,,,
559,PT07M17.00S,2022-03-04T02:44:52.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612763,99,84,2022-03-04T02:44:52Z,5460000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT07M17.00S,2022-03-04T02:46:11.7Z,4,REGULAR,substitution,out,[],1629634,,,1610612763,99,84,2022-03-04T02:46:17Z,5470000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,
561,PT07M17.00S,2022-03-04T02:46:11.7Z,4,REGULAR,substitution,out,[],1626145,,,1610612763,99,84,2022-03-04T02:46:17Z,5480000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,
562,PT07M17.00S,2022-03-04T02:46:11.7Z,4,REGULAR,substitution,in,[],203500,,,1610612763,99,84,2022-03-04T02:46:17Z,5490000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,,,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,
563,PT07M17.00S,2022-03-04T02:46:11.7Z,4,REGULAR,substitution,in,[],1629630,,,1610612763,99,84,2022-03-04T02:46:17Z,5500000,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,,,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,
564,PT07M09.00S,2022-03-04T02:46:38.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,18.478975032851512,48.529411764705884,1610612763,99,84,2022-03-04T02:46:44Z,5510000,7.0,121.0,1,left,MISS J. Jackson Jr. 12' turnaround Hook,[1628991],1610612763.0,MEM,turnaround,,,,,,12.14,Missed,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,
565,PT07M07.00S,2022-03-04T02:46:40.7Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,99,84,2022-03-04T02:46:53Z,5520000,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,,,,,,Pritchard,P. Pritchard,564.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
566,PT06M53.00S,2022-03-04T02:47:01.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,99,84,2022-03-04T02:47:01Z,5530000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT06M49.00S,2022-03-04T02:47:24.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.72339027595268,46.07843137254902,1610612738,101,84,2022-03-04T02:47:28Z,5540000,-20.0,16.0,1,right,J. Tatum driving finger roll Layup (26 PTS) (P. Pritchard 2 AST),"[1628369, 1630202]",1610612738.0,BOS,driving finger roll,,,,,,2.52,Made,Tatum,J. Tatum,,,,,26.0,P. Pritchard,1630202.0,2.0,,,,,,,,,,,
569,PT06M36.00S,2022-03-04T02:47:38.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,7.5722733245729295,55.88235294117647,1610612763,101,86,2022-03-04T02:47:42Z,5560000,-29.0,19.0,1,left,J. Morant driving Layup (26 PTS),[1629630],1610612763.0,MEM,driving,,,,,,3.48,Made,Morant,J. Morant,,,,,26.0,,,,,,,,,,,,,,
570,PT06M21.00S,2022-03-04T02:47:52.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,90.67017082785807,60.31709558823529,1610612738,103,86,2022-03-04T02:48:04Z,5570000,52.0,35.0,1,right,J. Tatum 6' driving Layup (28 PTS),[1628369],1610612738.0,BOS,driving,,,,,,6.25,Made,Tatum,J. Tatum,,,,,28.0,,,,,,,,,,,,,,
571,PT06M01.00S,2022-03-04T02:48:12.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,7.440867279894875,57.84313725490197,1610612763,103,86,2022-03-04T02:48:30Z,5580000,-39.0,17.0,1,left,MISS J. Morant driving Layup,[1629630],1610612763.0,MEM,driving,,,,,,4.29,Missed,Morant,J. Morant,,,,,,,,,,,,,,,,,,,
572,PT05M59.00S,2022-03-04T02:48:14.0Z,4,REGULAR,rebound,offensive,[],1629630,,,1610612763,103,86,2022-03-04T02:48:18Z,5590000,,,0,,J. Morant REBOUND (Off:2 Def:1),[1629630],1610612763.0,MEM,,,,,,,,,Morant,J. Morant,571.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
573,PT05M58.00S,2022-03-04T02:48:16.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629630,5.995400788436268,51.470588235294116,1610612763,103,88,2022-03-04T02:48:22Z,5600000,-7.0,4.0,1,left,J. Morant putback Layup (28 PTS),[1629630],1610612763.0,MEM,putback,,,,,,0.84,Made,Morant,J. Morant,,,,,28.0,,,,,,,,,,,,,,
574,PT05M44.00S,2022-03-04T02:48:29.8Z,4,REGULAR,2pt,Jump Shot,[],1628369,76.69185282522996,48.28431372549019,1610612738,105,88,2022-03-04T02:48:34Z,5610000,-9.0,167.0,1,right,J. Tatum 16' fadeaway Jump Shot (30 PTS),[1628369],1610612738.0,BOS,fadeaway,,,,,,16.68,Made,Tatum,J. Tatum,,,,,30.0,,,,,,,,,,,,,,
575,PT05M32.00S,2022-03-04T02:48:41.2Z,4,REGULAR,3pt,Jump Shot,[],1629630,33.98488830486202,41.66666666666667,1610612763,105,91,2022-03-04T02:48:59Z,5620000,42.0,267.0,1,left,J. Morant 27' 3PT pullup (31 PTS),[1629630],1610612763.0,MEM,pullup,,,,,,27.02,Made,Morant,J. Morant,,,,,31.0,,,,,,,,,,,,,,
576,PT05M15.00S,2022-03-04T02:48:58.3Z,4,REGULAR,turnover,bad pass,[],1628369,,,1610612738,105,91,2022-03-04T02:49:02Z,5630000,,,0,,J. Tatum bad pass TURNOVER (6 TO),"[1628369, 203937]",1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,6.0,Anderson,203937.0,
577,PT05M15.00S,2022-03-04T02:48:58.3Z,4,REGULAR,steal,,[],203937,,,1610612763,105,91,2022-03-04T02:48:59Z,5640000,,,0,,K. Anderson STEAL (6 STL),[203937],1610612763.0,MEM,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,
578,PT05M13.00S,2022-03-04T02:49:00.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203937,5.863994743758213,47.30392156862745,1610612763,105,93,2022-03-04T02:49:07Z,5650000,13.0,3.0,1,left,K. Anderson running Layup (6 PTS),[203937],1610612763.0,MEM,running,,,,,,1.37,Made,Anderson,K. Anderson,,,,,6.0,,,,,,,,,,,,,,
579,PT05M04.00S,2022-03-04T02:49:09.7Z,4,REGULAR,3pt,Jump Shot,[],1630202,66.83639947437582,32.59803921568628,1610612738,105,93,2022-03-04T02:49:14Z,5660000,-87.0,259.0,1,right,MISS P. Pritchard 27' 3PT,[1630202],1610612738.0,BOS,,,,,,,27.34,Missed,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,
580,PT05M01.00S,2022-03-04T02:49:12.7Z,4,REGULAR,rebound,defensive,[],1629630,,,1610612763,105,93,2022-03-04T02:49:14Z,5670000,,,0,,J. Morant REBOUND (Off:2 Def:2),[1629630],1610612763.0,MEM,,,,,,,,,Morant,J. Morant,579.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
581,PT05M01.00S,2022-03-04T02:49:14.5Z,4,REGULAR,foul,personal,[],1629684,,,1610612763,105,93,2022-03-04T02:49:24Z,5680000,,,0,,G. Williams take personal FOUL (3 PF),"[1629684, 1629630]",1610612738.0,BOS,take,,,,,,,,Williams,G. Williams,,,,,,,,,101283.0,3.0,0.0,Morant,1629630.0,,,,,,
583,PT05M01.00S,2022-03-04T02:49:30.4Z,4,REGULAR,substitution,out,[],1630202,,,1610612763,105,93,2022-03-04T02:49:32Z,5700000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,,,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,
584,PT05M01.00S,2022-03-04T02:49:30.4Z,4,REGULAR,substitution,in,[],203935,,,1610612763,105,93,2022-03-04T02:49:32Z,5710000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,,,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,
585,PT04M53.00S,2022-03-04T02:49:50.3Z,4,REGULAR,3pt,Jump Shot,[],1630217,18.873193166885677,95.34313725490196,1610612763,105,96,2022-03-04T02:50:22Z,5720000,-227.0,125.0,1,left,D. Bane 25' 3PT step back (14 PTS) (J. Jackson Jr. 1 AST),"[1630217, 1628991]",1610612763.0,MEM,step back,,,,,,25.88,Made,Bane,D. Bane,,,,,14.0,J. Jackson Jr.,1628991.0,1.0,,,,,,,,,,,
587,PT04M31.00S,2022-03-04T02:50:13.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.46057818659659,52.69607843137255,1610612738,105,96,2022-03-04T02:50:34Z,5740000,13.0,18.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,,,,2.28,Missed,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,
588,PT04M29.00S,2022-03-04T02:50:15.2Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,105,96,2022-03-04T02:50:34Z,5750000,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,587.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
589,PT04M27.00S,2022-03-04T02:50:16.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,94.40999984741211,50.0,1610612738,107,96,2022-03-04T02:50:16Z,5760000,0.0,0.0,1,right,J. Tatum tip Layup (32 PTS),[1628369],1610612738.0,BOS,tip,,,,,,0.0,Made,Tatum,J. Tatum,,,,,32.0,,,,,,,,,,,,,,
590,PT04M12.00S,2022-03-04T02:50:30.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,17.95335085413929,49.26470588235294,1610612763,107,98,2022-03-04T02:50:37Z,5770000,4.0,116.0,1,left,J. Morant 11' driving floating Jump Shot (33 PTS),[1629630],1610612763.0,MEM,driving floating,,,,,,11.64,Made,Morant,J. Morant,,,,,33.0,,,,,,,,,,,,,,
591,PT03M58.00S,2022-03-04T02:50:47.6Z,4,REGULAR,foul,personal,[],203937,,,1610612738,107,98,2022-03-04T02:50:56Z,5780000,,,0,,K. Anderson personal FOUL (3 PF),"[203937, 203935]",1610612763.0,MEM,,,,,,,,,Anderson,K. Anderson,,,,,,,,,2003.0,3.0,0.0,Smart,203935.0,,,,,,
593,PT03M52.00S,2022-03-04T02:51:13.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,107,98,2022-03-04T02:51:13Z,5800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT03M44.00S,2022-03-04T02:51:35.2Z,4,REGULAR,2pt,Jump Shot,[],201143,88.64980289093299,24.264705882352942,1610612738,109,98,2022-03-04T02:51:44Z,5810000,-129.0,54.0,1,right,A. Horford 13' floating Jump Shot (18 PTS) (M. Smart 10 AST),"[201143, 203935]",1610612738.0,BOS,floating,,,,,,13.96,Made,Horford,A. Horford,,,,,18.0,M. Smart,203935.0,10.0,,,,,,,,,,,
596,PT03M26.00S,2022-03-04T02:51:58.1Z,4,REGULAR,foul,personal,[],201143,,,1610612763,109,98,2022-03-04T02:52:02Z,5830000,,,0,,A. Horford personal FOUL (2 PF),"[201143, 1629630]",1610612738.0,BOS,,,,,,,,,Horford,A. Horford,,,,,,,,,2003.0,2.0,0.0,Morant,1629630.0,,,,,,
598,PT03M23.00S,2022-03-04T02:52:31.4Z,4,REGULAR,3pt,Jump Shot,[],1628991,30.699737187910642,68.38235294117648,1610612763,109,98,2022-03-04T02:52:36Z,5850000,-92.0,236.0,1,left,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,,,,25.34,Missed,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,
599,PT03M20.00S,2022-03-04T02:52:34.4Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,109,98,2022-03-04T02:52:36Z,5860000,,,0,,R. Williams III REBOUND (Off:2 Def:9),[1629057],1610612738.0,BOS,,,,,,,,,Williams III,R. Williams III,598.0,11.0,9.0,2.0,,,,,,,,,,,,,,,
600,PT03M02.00S,2022-03-04T02:52:52.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203935,86.67871222076215,42.8921568627451,1610612738,109,98,2022-03-04T02:52:57Z,5870000,-36.0,73.0,1,right,MISS M. Smart 8' driving finger roll Layup,[203935],1610612738.0,BOS,driving finger roll,,,,,,8.09,Missed,Smart,M. Smart,,,,,,,,,,,,,,,,,,,
601,PT03M01.00S,2022-03-04T02:52:53.1Z,4,REGULAR,rebound,defensive,[],1630217,,,1610612763,109,98,2022-03-04T02:52:57Z,5880000,,,0,,D. Bane REBOUND (Off:0 Def:6),[1630217],1610612763.0,MEM,,,,,,,,,Bane,D. Bane,600.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
602,PT02M56.00S,2022-03-04T02:52:59.0Z,4,REGULAR,foul,offensive,[],1628991,,,1610612763,109,98,2022-03-04T02:53:14Z,5890000,,,0,,J. Jackson Jr. offensive FOUL (4 PF),"[1628991, 1628369]",1610612763.0,MEM,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,2003.0,4.0,0.0,Tatum,1628369.0,,,,,,
604,PT02M56.00S,2022-03-04T02:52:59.0Z,4,REGULAR,turnover,offensive foul,[],1628991,,,1610612763,109,98,2022-03-04T02:52:59Z,5910000,,,0,,J. Jackson Jr. offensive foul TURNOVER (2 TO),[1628991],1610612763.0,MEM,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,2003.0,,,,,,,2.0,,,
605,PT02M42.00S,2022-03-04T02:53:36.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,64.86530880420499,59.55882352941176,1610612738,109,98,2022-03-04T02:53:42Z,5920000,48.0,278.0,1,right,MISS J. Tatum 28' 3PT,[1628369],1610612738.0,BOS,,,,,,,28.19,Missed,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,
606,PT02M39.00S,2022-03-04T02:53:39.7Z,4,REGULAR,rebound,defensive,[],1630217,,,1610612763,109,98,2022-03-04T02:53:42Z,5930000,,,0,,D. Bane REBOUND (Off:0 Def:7),[1630217],1610612763.0,MEM,,,,,,,,,Bane,D. Bane,605.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
607,PT02M32.00S,2022-03-04T02:53:46.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,8.754927726675426,46.81372549019608,1610612763,109,100,2022-03-04T02:54:13Z,5940000,16.0,30.0,1,left,J. Morant driving finger roll Layup (35 PTS),[1629630],1610612763.0,MEM,driving finger roll,,,,,,3.38,Made,Morant,J. Morant,,,,,35.0,,,,,,,,,,,,,,
608,PT02M15.00S,2022-03-04T02:54:03.2Z,4,REGULAR,3pt,Jump Shot,[],203935,70.64717477003943,78.43137254901961,1610612738,112,100,2022-03-04T02:54:09Z,5950000,142.0,223.0,1,right,M. Smart 26' 3PT  (18 PTS) (R. Williams III 3 AST),"[203935, 1629057]",1610612738.0,BOS,,,,,,,26.48,Made,Smart,M. Smart,,,,,18.0,R. Williams III,1629057.0,3.0,,,,,,,,,,,
610,PT01M58.00S,2022-03-04T02:54:22.3Z,4,REGULAR,3pt,Jump Shot,[],1629630,33.459264126149804,41.42156862745098,1610612763,112,100,2022-03-04T02:54:47Z,5970000,43.0,262.0,1,left,MISS J. Morant 26' step back 3PT,[1629630],1610612763.0,MEM,step back,,,,,,26.55,Missed,Morant,J. Morant,,,,,,,,,,,,,,,,,,,
611,PT01M55.00S,2022-03-04T02:54:25.3Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,112,100,2022-03-04T02:54:47Z,5980000,,,0,,R. Williams III REBOUND (Off:2 Def:10),[1629057],1610612738.0,BOS,,,,,,,,,Williams III,R. Williams III,610.0,12.0,10.0,2.0,,,,,,,,,,,,,,,
612,PT01M42.00S,2022-03-04T02:54:39.6Z,4,REGULAR,foul,personal,[],203500,,,1610612738,112,100,2022-03-04T02:54:53Z,5990000,,,0,,S. Adams personal FOUL (2 PF),"[203500, 1628369]",1610612763.0,MEM,,,,,,,,,Adams,S. Adams,,,,,,,,,101283.0,2.0,1.0,Tatum,1628369.0,,,,,,
614,PT01M34.00S,2022-03-04T02:55:09.1Z,4,REGULAR,3pt,Jump Shot,[],1628369,67.36202365308804,31.862745098039213,1610612738,115,100,2022-03-04T02:55:14Z,6010000,-91.0,254.0,1,right,J. Tatum 27' 3PT  (35 PTS) (M. Smart 11 AST),"[1628369, 203935]",1610612738.0,BOS,,,,,,,27.0,Made,Tatum,J. Tatum,,,,,35.0,M. Smart,203935.0,11.0,,,,,,,,,,,
617,PT01M23.00S,2022-03-04T02:55:35.3Z,4,REGULAR,foul,personal,['2freethrow'],203935,,,1610612763,115,100,2022-03-04T02:55:54Z,6040000,,,0,,M. Smart shooting personal FOUL (3 PF) (Jackson Jr. 2 FT),"[203935, 1628991]",1610612738.0,BOS,shooting,,,,,,,,Smart,M. Smart,,,,,,,,,1628172.0,3.0,0.0,Jackson Jr.,1628991.0,,,,,,
619,PT01M23.00S,2022-03-04T02:56:01.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612763,115,100,2022-03-04T02:56:01Z,6060000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT01M23.00S,2022-03-04T02:56:03.2Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612763,115,100,2022-03-04T02:57:20Z,6070000,,,0,,,[],1610612738.0,BOS,support,,,,,,,,,,,,,,,,,,2003.0,,,,,,,,,,On player M. Smart
621,PT01M23.00S,2022-03-04T02:57:40.2Z,4,REGULAR,substitution,out,[],203500,,,1610612763,115,100,2022-03-04T02:57:48Z,6080000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,,,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,
622,PT01M23.00S,2022-03-04T02:57:40.2Z,4,REGULAR,substitution,in,[],1629634,,,1610612763,115,100,2022-03-04T02:57:48Z,6090000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,
623,PT01M23.00S,2022-03-04T02:57:50.8Z,4,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,115,100,2022-03-04T02:57:50Z,6100000,,,0,,MISS J. Jackson Jr. Free Throw 1 of 2,[1628991],1610612763.0,MEM,,,,,,,,Missed,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,
624,PT01M23.00S,2022-03-04T02:57:50.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,115,100,2022-03-04T02:57:50Z,6110000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,623.0,,,,,,,,,,,,,,,,,,
625,PT01M23.00S,2022-03-04T02:57:58.4Z,4,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,115,101,2022-03-04T02:57:58Z,6120000,,,0,,J. Jackson Jr. Free Throw 2 of 2 (20 PTS),[1628991],1610612763.0,MEM,,,,,,,,Made,Jackson Jr.,J. Jackson Jr.,,,,,20.0,,,,,,,,,,,,,,
626,PT01M03.00S,2022-03-04T02:58:20.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,89.30683311432325,59.80392156862745,1610612738,115,101,2022-03-04T02:58:27Z,6130000,49.0,48.0,1,right,MISS G. Williams 6' driving Layup,[1629684],1610612738.0,BOS,driving,,,,,,6.86,Missed,Williams,G. Williams,,,,,,,,,,,,,,,,,,,
628,PT00M59.30S,2022-03-04T02:58:23.7Z,4,REGULAR,rebound,offensive,[],1629684,,,1610612738,115,101,2022-03-04T02:58:27Z,6150000,,,0,,G. Williams REBOUND (Off:1 Def:3),[1629684],1610612738.0,BOS,,,,,,,,,Williams,G. Williams,626.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
629,PT00M58.70S,2022-03-04T02:58:24.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629684,92.19776609724047,53.18627450980392,1610612738,115,101,2022-03-04T02:58:31Z,6160000,16.0,21.0,1,right,MISS G. Williams Layup - blocked,"[1629684, 1629634]",1610612738.0,BOS,,,,,,,2.62,Missed,Williams,G. Williams,,,,,,,,,,,,,,Clarke,1629634.0,,,,
639,PT00M58.70S,2022-03-04T02:58:24.6Z,4,REGULAR,block,,[],1629634,,,1610612738,115,101,2022-03-04T03:02:14Z,6165000,,,0,,B. Clarke BLOCK (1 BLK),[1629634],1610612763.0,MEM,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,
630,PT00M58.70S,2022-03-04T02:58:24.6Z,4,REGULAR,rebound,offensive,[],203935,,,1610612738,115,101,2022-03-04T02:58:31Z,6170000,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,,,,,,Smart,M. Smart,629.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
631,PT00M58.50S,2022-03-04T02:58:26.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201143,66.5735873850197,25.98039215686275,1610612738,118,101,2022-03-04T02:59:32Z,6180000,-120.0,262.0,1,right,A. Horford 28' 3PT  (21 PTS) (M. Smart 12 AST),"[201143, 203935]",1610612738.0,BOS,,,,,,,28.79,Made,Horford,A. Horford,,,,,21.0,M. Smart,203935.0,12.0,,,,,,,,,,,
633,PT00M46.90S,2022-03-04T02:58:40.2Z,4,REGULAR,3pt,Jump Shot,[],1630217,33.196452036793694,22.794117647058822,1610612763,118,104,2022-03-04T02:59:47Z,6200000,136.0,260.0,1,left,D. Bane 29' 3PT  (17 PTS) (J. Morant 7 AST),"[1630217, 1629630]",1610612763.0,MEM,,,,,,,29.3,Made,Bane,D. Bane,,,,,17.0,J. Morant,1629630.0,7.0,,,,,,,,,,,
635,PT00M30.20S,2022-03-04T02:59:00.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.19776609724047,46.32352941176471,1610612738,120,104,2022-03-04T02:59:38Z,6220000,-18.0,21.0,1,right,J. Tatum driving Layup (37 PTS),[1628369],1610612738.0,BOS,driving,,,,,,2.78,Made,Tatum,J. Tatum,,,,,37.0,,,,,,,,,,,,,,
636,PT00M20.80S,2022-03-04T02:59:14.5Z,4,REGULAR,3pt,Jump Shot,[],1629630,33.98488830486202,53.18627450980392,1610612763,120,107,2022-03-04T03:00:02Z,6230000,-16.0,267.0,1,left,J. Morant 26' 3PT pullup (38 PTS),[1629630],1610612763.0,MEM,pullup,,,,,,26.75,Made,Morant,J. Morant,,,,,38.0,,,,,,,,,,,,,,
637,PT00M00.00S,2022-03-04T02:59:39.9Z,4,REGULAR,period,end,[],0,,,1610612738,120,107,2022-03-04T02:59:39Z,6240000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
