actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
89,PT04M38.00S,2022-01-02T23:24:43.0Z,1,REGULAR,2pt,Jump Shot,[],201143,10.33180026281209,79.65686274509804,1610612738,18,9,2022-01-02T23:24:47Z,880000,-148.0,45.0,1,left,A. Horford 15' Jump Shot (2 PTS) (D. Schroder 3 AST),"[201143, 203471]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,15.49,Made,,,,,,,2.0,D. Schroder,203471.0,3.0,,,,,,,
91,PT04M25.00S,2022-01-02T23:24:56.1Z,1,REGULAR,3pt,Jump Shot,[],1628976,66.3107752956636,68.13725490196079,1610612753,18,12,2022-01-02T23:25:01Z,900000,91.0,264.0,1,right,W. Carter Jr. 27' 3PT  (7 PTS) (H. Gravett 1 AST),"[1628976, 1629755]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,27.93,Made,,,,,,,7.0,H. Gravett,1629755.0,1.0,,,,,,,
93,PT04M08.00S,2022-01-02T23:25:17.1Z,1,REGULAR,turnover,out-of-bounds,[],201143,,,1610612738,18,12,2022-01-02T23:25:52Z,920000,,,0,,A. Horford lost ball out-of-bounds TURNOVER (1 TO),[201143],1610612738.0,BOS,lost ball,,,Horford,A. Horford,,,,,204059.0,1.0,,,,,,,,,,,,,,,,,,,
94,PT04M08.00S,2022-01-02T23:25:27.0Z,1,REGULAR,substitution,out,[],1627759,,,1610612753,18,12,2022-01-02T23:25:35Z,930000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M08.00S,2022-01-02T23:25:27.0Z,1,REGULAR,substitution,out,[],1628976,,,1610612753,18,12,2022-01-02T23:25:35Z,940000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M08.00S,2022-01-02T23:25:27.0Z,1,REGULAR,substitution,in,[],1626196,,,1610612753,18,12,2022-01-02T23:25:35Z,950000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M08.00S,2022-01-02T23:25:27.0Z,1,REGULAR,substitution,in,[],1628964,,,1610612753,18,12,2022-01-02T23:25:35Z,960000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M51.00S,2022-01-02T23:25:54.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629755,71.69842312746385,19.362745098039216,1610612753,18,12,2022-01-02T23:25:58Z,970000,-153.0,214.0,1,right,MISS H. Gravett 26' 3PT,[1629755],1610612753.0,ORL,,,,Gravett,H. Gravett,,,,,,,26.28,Missed,,,,,,,,,,,,,,,,,
99,PT03M49.00S,2022-01-02T23:25:56.6Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,18,12,2022-01-02T23:25:58Z,980000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,,
100,PT03M43.00S,2022-01-02T23:26:02.8Z,1,REGULAR,3pt,Jump Shot,[],1629684,32.40801576872536,54.90196078431373,1610612738,18,12,2022-01-02T23:26:11Z,990000,-25.0,252.0,1,left,MISS G. Williams 25' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,25.33,Missed,,,,,,,,,,,,,,,,,
101,PT03M41.00S,2022-01-02T23:26:04.8Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,18,12,2022-01-02T23:26:11Z,1000000,,,0,,M. Bamba REBOUND (Off:0 Def:4),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,100.0,4.0,4.0,0.0,,,,,,,,,,,
102,PT03M30.00S,2022-01-02T23:26:14.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203914,93.64323258869908,59.80392156862745,1610612753,18,14,2022-01-02T23:26:21Z,1010000,49.0,7.0,1,right,G. Harris driving Layup (3 PTS),[203914],1610612753.0,ORL,driving,,,Harris,G. Harris,,,,,,,4.95,Made,,,,,,,3.0,,,,,,,,,,
103,PT03M22.00S,2022-01-02T23:26:28.0Z,1,REGULAR,foul,personal,[],203914,,,1610612738,18,14,2022-01-02T23:27:04Z,1020000,,,0,,G. Harris personal FOUL (1 PF),"[203914, 1626196]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,204059.0,,,,,,,,,,,,,,1.0,0.0,Richardson,1626196.0,,,
105,PT03M22.00S,2022-01-02T23:26:34.5Z,1,REGULAR,substitution,out,[],201143,,,1610612738,18,14,2022-01-02T23:26:45Z,1040000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M22.00S,2022-01-02T23:26:34.5Z,1,REGULAR,substitution,out,[],203471,,,1610612738,18,14,2022-01-02T23:26:45Z,1050000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M22.00S,2022-01-02T23:26:34.5Z,1,REGULAR,substitution,out,[],1630532,,,1610612738,18,14,2022-01-02T23:26:45Z,1060000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M22.00S,2022-01-02T23:26:34.5Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,18,14,2022-01-02T23:26:45Z,1070000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M22.00S,2022-01-02T23:26:34.5Z,1,REGULAR,substitution,in,[],203953,,,1610612738,18,14,2022-01-02T23:26:45Z,1080000,,,0,,SUB in: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M22.00S,2022-01-02T23:26:34.5Z,1,REGULAR,substitution,in,[],203082,,,1610612738,18,14,2022-01-02T23:26:45Z,1090000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M08.00S,2022-01-02T23:27:03.2Z,1,REGULAR,3pt,Jump Shot,[],1626196,20.45006570302234,91.91176470588235,1610612738,18,14,2022-01-02T23:27:13Z,1100000,-210.0,140.0,1,left,MISS J. Richardson 25' 3PT,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,25.19,Missed,,,,,,,,,,,,,,,,,
112,PT03M06.00S,2022-01-02T23:27:05.2Z,1,REGULAR,rebound,defensive,[],203914,,,1610612753,18,14,2022-01-02T23:27:13Z,1110000,,,0,,G. Harris REBOUND (Off:0 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,,,
113,PT02M57.00S,2022-01-02T23:27:14.0Z,1,REGULAR,2pt,Jump Shot,[],1628964,95.48291721419186,70.83333333333334,1610612753,18,14,2022-01-02T23:27:20Z,1120000,104.0,-10.0,1,right,MISS M. Bamba 10' Jump Shot,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,10.47,Missed,,,,,,,,,,,,,,,,,
114,PT02M54.00S,2022-01-02T23:27:17.0Z,1,REGULAR,rebound,defensive,[],203953,,,1610612738,18,14,2022-01-02T23:27:20Z,1130000,,,0,,J. Parker REBOUND (Off:0 Def:1),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,113.0,1.0,1.0,0.0,,,,,,,,,,,
115,PT02M35.00S,2022-01-02T23:27:36.6Z,1,REGULAR,turnover,bad pass,[],203953,,,1610612738,18,14,2022-01-02T23:29:08Z,1140000,,,0,,J. Parker bad pass TURNOVER (1 TO),"[203953, 1628964]",1610612738.0,BOS,,,,Parker,J. Parker,,,,,,1.0,,,,,,,,,,,,,,,,,Bamba,1628964.0,
116,PT02M35.00S,2022-01-02T23:27:36.6Z,1,REGULAR,steal,,[],1628964,,,1610612753,18,14,2022-01-02T23:27:38Z,1150000,,,0,,M. Bamba STEAL (1 STL),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M28.00S,2022-01-02T23:27:43.4Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628964,68.54467805519053,71.07843137254902,1610612753,18,17,2022-01-02T23:29:17Z,1160000,105.0,243.0,1,right,M. Bamba 26' 3PT  (3 PTS) (H. Gravett 2 AST),"[1628964, 1629755]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,26.51,Made,,,,,,,3.0,H. Gravett,1629755.0,2.0,,,,,,,
119,PT02M27.00S,2022-01-02T23:27:50.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,18,17,2022-01-02T23:27:50Z,1180000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M27.00S,2022-01-02T23:30:13.3Z,1,REGULAR,substitution,out,[],203914,,,1610612738,18,17,2022-01-02T23:30:33Z,1190000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M27.00S,2022-01-02T23:30:13.3Z,1,REGULAR,substitution,in,[],1630181,,,1610612738,18,17,2022-01-02T23:30:33Z,1200000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M10.00S,2022-01-02T23:31:05.9Z,1,REGULAR,3pt,Jump Shot,[],1629684,18.873193166885677,91.91176470588235,1610612738,18,17,2022-01-02T23:31:14Z,1210000,-210.0,125.0,1,left,MISS G. Williams 24' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,24.4,Missed,,,,,,,,,,,,,,,,,
123,PT02M07.00S,2022-01-02T23:31:08.9Z,1,REGULAR,rebound,defensive,[],1629755,,,1610612753,18,17,2022-01-02T23:32:14Z,1220000,,,0,,H. Gravett REBOUND (Off:0 Def:1),[1629755],1610612753.0,ORL,,,,Gravett,H. Gravett,,,,,,,,,,,122.0,1.0,1.0,0.0,,,,,,,,,,,
126,PT01M43.00S,2022-01-02T23:31:34.4Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612753,18,17,2022-01-02T23:31:45Z,1250000,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,204059.0,,,,,,,,,,,,,,,,,,,,
127,PT01M29.00S,2022-01-02T23:32:01.8Z,1,REGULAR,foul,personal,['2freethrow'],1629755,,,1610612738,18,17,2022-01-02T23:32:10Z,1260000,,,0,,H. Gravett shooting personal FOUL (2 PF) (Williams 2 FT),"[1629755, 1629684]",1610612753.0,ORL,shooting,,,Gravett,H. Gravett,,,,,1629178.0,,,,,,,,,,,,,,2.0,0.0,Williams,1629684.0,,,
129,PT01M29.00S,2022-01-02T23:32:26.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629684,,,1610612738,19,17,2022-01-02T23:32:26Z,1280000,,,0,,G. Williams Free Throw 1 of 2 (1 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,
130,PT01M29.00S,2022-01-02T23:32:43.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629684,,,1610612738,20,17,2022-01-02T23:32:43Z,1290000,,,0,,G. Williams Free Throw 2 of 2 (2 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,
131,PT01M14.00S,2022-01-02T23:32:59.8Z,1,REGULAR,2pt,Jump Shot,[],203082,81.42247043363994,33.33333333333333,1610612753,20,19,2022-01-02T23:33:04Z,1300000,-83.0,122.0,1,right,T. Ross 14' pullup Jump Shot (2 PTS),[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,,,14.78,Made,,,,,,,2.0,,,,,,,,,,
132,PT00M55.50S,2022-01-02T23:33:18.9Z,1,REGULAR,3pt,Jump Shot,[],1629684,4.944152431011826,96.56862745098039,1610612738,23,19,2022-01-02T23:33:25Z,1310000,-233.0,-6.0,1,left,G. Williams 3PT  (5 PTS) (M. Smart 1 AST),"[1629684, 203935]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,23.29,Made,,,,,,,5.0,M. Smart,203935.0,1.0,,,,,,,
134,PT00M35.90S,2022-01-02T23:33:40.0Z,1,REGULAR,3pt,Jump Shot,[],1629678,93.11760840998686,95.34313725490196,1610612753,23,19,2022-01-02T23:33:45Z,1330000,227.0,12.0,1,right,MISS A. Schofield 3PT,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,22.7,Missed,,,,,,,,,,,,,,,,,
135,PT00M33.20S,2022-01-02T23:33:42.7Z,1,REGULAR,rebound,defensive,[],203953,,,1610612738,23,19,2022-01-02T23:33:45Z,1340000,,,0,,J. Parker REBOUND (Off:0 Def:2),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,134.0,2.0,2.0,0.0,,,,,,,,,,,
136,PT00M26.30S,2022-01-02T23:33:49.7Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1629678,,,1610612738,23,19,2022-01-02T23:33:58Z,1350000,,,0,,A. Schofield shooting personal FOUL (1 PF) (Smart 3 FT),"[1629678, 203935]",1610612753.0,ORL,shooting,,,Schofield,A. Schofield,,,,,204059.0,,,,,,,,,,,,,,1.0,0.0,Smart,203935.0,,,
138,PT00M26.30S,2022-01-02T23:34:16.3Z,1,REGULAR,freethrow,1 of 3,['fastbreak'],203935,,,1610612738,24,19,2022-01-02T23:34:16Z,1370000,,,0,,M. Smart Free Throw 1 of 3 (6 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,
139,PT00M26.30S,2022-01-02T23:34:30.4Z,1,REGULAR,freethrow,2 of 3,['fastbreak'],203935,,,1610612738,25,19,2022-01-02T23:34:30Z,1380000,,,0,,M. Smart Free Throw 2 of 3 (7 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,
140,PT00M26.30S,2022-01-02T23:34:46.4Z,1,REGULAR,freethrow,3 of 3,['fastbreak'],203935,,,1610612738,26,19,2022-01-02T23:34:46Z,1390000,,,0,,M. Smart Free Throw 3 of 3 (8 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,
141,PT00M08.60S,2022-01-02T23:35:05.4Z,1,REGULAR,3pt,Jump Shot,[],203082,72.61826544021025,16.666666666666664,1610612753,26,19,2022-01-02T23:35:39Z,1400000,-167.0,205.0,1,right,MISS T. Ross 26' pullup 3PT,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,,,26.41,Missed,,,,,,,,,,,,,,,,,
142,PT00M06.30S,2022-01-02T23:35:07.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,26,19,2022-01-02T23:35:24Z,1410000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,141.0,,,,,,,,,,,,,,
144,PT00M06.30S,2022-01-02T23:35:19.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629755,,,1610612738,26,19,2022-01-02T23:35:28Z,1430000,,,0,,H. Gravett loose ball personal FOUL (3 PF) (Smart 2 FT),"[1629755, 203935]",1610612753.0,ORL,loose ball,,,Gravett,H. Gravett,,,,,204059.0,,,,,,,,,,,,,,3.0,0.0,Smart,203935.0,,,
146,PT00M06.30S,2022-01-02T23:35:41.6Z,1,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,27,19,2022-01-02T23:35:41Z,1450000,,,0,,M. Smart Free Throw 1 of 2 (9 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,
147,PT00M06.30S,2022-01-02T23:35:55.5Z,1,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,28,19,2022-01-02T23:35:55Z,1460000,,,0,,M. Smart Free Throw 2 of 2 (10 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,
148,PT00M01.10S,2022-01-02T23:36:06.4Z,1,REGULAR,3pt,Jump Shot,[],1629755,65.78515111695138,41.17647058823529,1610612753,28,19,2022-01-02T23:36:13Z,1470000,-44.0,269.0,1,right,MISS H. Gravett 27' step back 3PT,[1629755],1610612753.0,ORL,step back,,,Gravett,H. Gravett,,,,,,,27.27,Missed,,,,,,,,,,,,,,,,,
149,PT00M01.10S,2022-01-02T23:36:06.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,28,19,2022-01-02T23:36:13Z,1480000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,148.0,,,,,,,,,,,,,,
150,PT00M00.00S,2022-01-02T23:36:12.8Z,1,REGULAR,period,end,[],0,,,1610612753,28,19,2022-01-02T23:36:12Z,1490000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-01-02T23:38:16.3Z,2,REGULAR,substitution,out,['startperiod'],1629684,,,1610612753,28,19,2022-01-02T23:38:54Z,1500000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-01-02T23:38:16.3Z,2,REGULAR,substitution,out,['startperiod'],203953,,,1610612753,28,19,2022-01-02T23:38:54Z,1510000,,,0,,SUB out: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-01-02T23:38:16.3Z,2,REGULAR,substitution,out,['startperiod'],203935,,,1610612753,28,19,2022-01-02T23:38:54Z,1520000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-01-02T23:38:16.3Z,2,REGULAR,substitution,out,['startperiod'],1628964,,,1610612753,28,19,2022-01-02T23:38:54Z,1530000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-01-02T23:38:16.3Z,2,REGULAR,substitution,out,['startperiod'],1629755,,,1610612753,28,19,2022-01-02T23:38:54Z,1540000,,,0,,SUB out: H. Gravett,[1629755],1610612753.0,ORL,,,,Gravett,H. Gravett,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-01-02T23:38:16.3Z,2,REGULAR,substitution,out,['startperiod'],1629678,,,1610612753,28,19,2022-01-02T23:38:54Z,1550000,,,0,,SUB out: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-01-02T23:38:16.3Z,2,REGULAR,substitution,in,['startperiod'],1630573,,,1610612753,28,19,2022-01-02T23:38:54Z,1560000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-01-02T23:38:16.3Z,2,REGULAR,substitution,in,['startperiod'],201143,,,1610612753,28,19,2022-01-02T23:38:54Z,1570000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-01-02T23:38:16.3Z,2,REGULAR,substitution,in,['startperiod'],1627759,,,1610612753,28,19,2022-01-02T23:38:54Z,1580000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-01-02T23:38:16.3Z,2,REGULAR,substitution,in,['startperiod'],204025,,,1610612753,28,19,2022-01-02T23:38:54Z,1590000,,,0,,SUB in: T. Frazier,[204025],1610612753.0,ORL,,,,Frazier,T. Frazier,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-01-02T23:38:16.3Z,2,REGULAR,substitution,in,['startperiod'],1630532,,,1610612753,28,19,2022-01-02T23:38:54Z,1600000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-01-02T23:38:16.3Z,2,REGULAR,substitution,in,['startperiod'],1628976,,,1610612753,28,19,2022-01-02T23:38:54Z,1610000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-01-02T23:38:50.2Z,2,REGULAR,period,start,[],0,,,1610612753,28,19,2022-01-02T23:38:54Z,1620000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M42.00S,2022-01-02T23:39:07.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203082,87.59855453350855,51.9607843137255,1610612753,28,21,2022-01-02T23:39:12Z,1630000,10.0,64.0,1,right,T. Ross 6' driving finger roll Layup (4 PTS),[203082],1610612753.0,ORL,driving finger roll,,,Ross,T. Ross,,,,,,,6.48,Made,,,,,,,4.0,,,,,,,,,,
165,PT11M24.00S,2022-01-02T23:39:24.9Z,2,REGULAR,3pt,Jump Shot,[],1630202,22.683968462549277,88.72549019607843,1610612738,31,21,2022-01-02T23:39:41Z,1640000,-194.0,161.0,1,left,P. Pritchard 25' 3PT pullup (3 PTS) (J. Richardson 1 AST),"[1630202, 1626196]",1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,,,25.16,Made,,,,,,,3.0,J. Richardson,1626196.0,1.0,,,,,,,
167,PT11M10.00S,2022-01-02T23:39:38.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203082,81.94809461235218,51.9607843137255,1610612753,31,23,2022-01-02T23:39:47Z,1660000,10.0,117.0,1,right,T. Ross 11' driving floating Jump Shot (6 PTS) (W. Carter Jr. 2 AST),"[203082, 1628976]",1610612753.0,ORL,driving floating,,,Ross,T. Ross,,,,,,,11.76,Made,,,,,,,6.0,W. Carter Jr.,1628976.0,2.0,,,,,,,
169,PT10M55.00S,2022-01-02T23:39:53.8Z,2,REGULAR,2pt,Jump Shot,[],1626196,28.465834428383708,54.166666666666664,1610612738,31,23,2022-01-02T23:39:57Z,1680000,-21.0,215.0,1,left,MISS J. Richardson 21' pullup Shot,[1626196],1610612738.0,BOS,pullup,,,Richardson,J. Richardson,,,,,,,21.61,Missed,,,,,,,,,,,,,,,,,
170,PT10M52.00S,2022-01-02T23:39:56.8Z,2,REGULAR,rebound,defensive,[],1630181,,,1610612753,31,23,2022-01-02T23:39:57Z,1690000,,,0,,R. Hampton REBOUND (Off:0 Def:1),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,169.0,1.0,1.0,0.0,,,,,,,,,,,
171,PT10M44.00S,2022-01-02T23:40:08.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,31,23,2022-01-02T23:40:08Z,1700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT10M37.00S,2022-01-02T23:40:28.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,89.43823915900131,55.392156862745104,1610612753,31,23,2022-01-02T23:41:15Z,1710000,27.0,47.0,1,right,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,,,5.4,Missed,,,,,,,,,,,,,,,,,
173,PT10M34.00S,2022-01-02T23:40:31.5Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,31,23,2022-01-02T23:40:36Z,1720000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,172.0,5.0,5.0,0.0,,,,,,,,,,,
174,PT10M25.00S,2022-01-02T23:40:40.1Z,2,REGULAR,3pt,Jump Shot,[],1630202,34.773324572930356,44.85294117647059,1610612738,31,23,2022-01-02T23:40:48Z,1730000,26.0,274.0,1,left,MISS P. Pritchard 27' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,27.56,Missed,,,,,,,,,,,,,,,,,
175,PT10M23.00S,2022-01-02T23:40:42.1Z,2,REGULAR,rebound,offensive,[],201143,,,1610612738,31,23,2022-01-02T23:40:48Z,1740000,,,0,,A. Horford REBOUND (Off:2 Def:0),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,174.0,2.0,0.0,2.0,,,,,,,,,,,
176,PT10M15.00S,2022-01-02T23:40:50.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,12.828515111695138,2.941176470588235,1610612738,34,23,2022-01-02T23:40:57Z,1750000,235.0,68.0,1,left,J. Brown 24' 3PT  (10 PTS) (S. Hauser 1 AST),"[1627759, 1630573]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,24.5,Made,,,,,,,10.0,S. Hauser,1630573.0,1.0,,,,,,,
178,PT09M52.00S,2022-01-02T23:41:13.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,90.48948751642575,57.107843137254896,1610612753,34,23,2022-01-02T23:41:19Z,1770000,36.0,37.0,1,right,MISS R. Hampton driving Layup,[1630181],1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,,,5.12,Missed,,,,,,,,,,,,,,,,,
179,PT09M50.00S,2022-01-02T23:41:15.4Z,2,REGULAR,rebound,offensive,[],1630181,,,1610612753,34,23,2022-01-02T23:41:15Z,1780000,,,0,,R. Hampton REBOUND (Off:1 Def:1),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,178.0,2.0,1.0,1.0,,,,,,,,,,,
180,PT09M49.00S,2022-01-02T23:41:16.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630181,90.22667542706965,52.69607843137255,1610612753,34,23,2022-01-02T23:41:27Z,1790000,13.0,39.0,1,right,MISS R. Hampton fadeaway Shot,[1630181],1610612753.0,ORL,fadeaway,,,Hampton,R. Hampton,,,,,,,4.16,Missed,,,,,,,,,,,,,,,,,
