actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
165,PT00M00.00S,2021-10-23T00:07:59.5Z,1,REGULAR,period,end,[],0,,,1610612761,23,23,2021-10-23T00:07:59Z,1640000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-10-23T00:10:03.1Z,2,REGULAR,substitution,out,['startperiod'],1629641,,,1610612761,23,23,2021-10-23T00:10:36Z,1650000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-10-23T00:10:03.1Z,2,REGULAR,substitution,out,['startperiod'],1629684,,,1610612761,23,23,2021-10-23T00:10:36Z,1660000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-10-23T00:10:03.1Z,2,REGULAR,substitution,in,['startperiod'],1627759,,,1610612761,23,23,2021-10-23T00:10:36Z,1670000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-10-23T00:10:03.1Z,2,REGULAR,substitution,in,['startperiod'],201143,,,1610612761,23,23,2021-10-23T00:10:36Z,1680000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-10-23T00:10:52.7Z,2,REGULAR,period,start,[],0,,,1610612761,23,23,2021-10-23T00:10:52Z,1690000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2021-10-23T00:10:53.7Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612761,23,23,2021-10-23T00:11:05Z,1700000,,,0,,TEAM delay-of-game VIOLATION,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,1204.0,,,,,,,,,,,
172,PT11M45.00S,2021-10-23T00:11:06.8Z,2,REGULAR,3pt,Jump Shot,[],201609,25.969119579500656,83.57843137254902,1610612761,23,23,2021-10-23T00:11:14Z,1710000,-168.0,192.0,1,left,MISS G. Dragic 25' 3PT,[201609],1610612761.0,TOR,,,,Dragic,G. Dragic,,,,,,,,25.48,Missed,,,,,,,,,,,,,,,,
173,PT11M42.00S,2021-10-23T00:11:09.8Z,2,REGULAR,rebound,offensive,[],203920,,,1610612761,23,23,2021-10-23T00:11:14Z,1720000,,,0,,K. Birch REBOUND (Off:3 Def:1),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,172.0,4.0,1.0,3.0,,,,,,,,,,,,
174,PT11M30.00S,2021-10-23T00:11:22.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628449,30.831143232588698,25.98039215686275,1610612761,23,23,2021-10-23T00:11:28Z,1730000,120.0,237.0,1,left,MISS C. Boucher 26' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,26.6,Missed,,,,,,,,,,,,,,,,
175,PT11M25.00S,2021-10-23T00:11:27.1Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,23,23,2021-10-23T00:11:28Z,1740000,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,174.0,4.0,4.0,0.0,,,,,,,,,,,,
176,PT11M16.00S,2021-10-23T00:11:35.5Z,2,REGULAR,2pt,Jump Shot,[],1627759,90.27595269382391,73.55238970588235,1610612738,25,23,2021-10-23T00:11:42Z,1750000,118.0,39.0,1,right,J. Brown 12' turnaround fadeaway Jump Shot (2 PTS),[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,,,,12.41,Made,,,,,,,,2.0,,,,,,,,
177,PT11M02.00S,2021-10-23T00:11:52.3Z,2,REGULAR,2pt,Jump Shot,[],201609,12.614980289093298,27.585018382352942,1610612761,25,23,2021-10-23T00:12:24Z,1760000,112.0,66.0,1,left,MISS G. Dragic 13' Jump Shot - blocked,"[201609, 201143]",1610612761.0,TOR,,,,Dragic,G. Dragic,,,,,,,,13.01,Missed,,,,,,Horford,201143.0,,,,,,,,,
178,PT11M02.00S,2021-10-23T00:11:52.3Z,2,REGULAR,block,,[],201143,,,1610612761,25,23,2021-10-23T00:11:54Z,1770000,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M01.00S,2021-10-23T00:11:53.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,25,23,2021-10-23T00:12:24Z,1780000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,177.0,,,,,,,,,,,,,,,
180,PT11M00.00S,2021-10-23T00:11:58.3Z,2,REGULAR,foul,personal,[],201609,,,1610612738,25,23,2021-10-23T00:12:03Z,1790000,,,0,,G. Dragic loose ball personal FOUL (1 PF),"[201609, 201143]",1610612761.0,TOR,loose ball,,,Dragic,G. Dragic,,,,,,,,,,,,,,200832.0,,,,,,,1.0,0.0,Horford,201143.0,
182,PT11M00.00S,2021-10-23T00:12:08.0Z,2,REGULAR,substitution,out,[],203471,,,1610612738,25,23,2021-10-23T00:12:14Z,1810000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M00.00S,2021-10-23T00:12:08.0Z,2,REGULAR,substitution,in,[],203935,,,1610612738,25,23,2021-10-23T00:12:14Z,1820000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT11M00.00S,2021-10-23T00:12:17.1Z,2,REGULAR,substitution,out,[],1628384,,,1610612738,25,23,2021-10-23T00:12:19Z,1830000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT11M00.00S,2021-10-23T00:12:17.1Z,2,REGULAR,substitution,in,[],1630567,,,1610612738,25,23,2021-10-23T00:12:19Z,1840000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT10M42.00S,2021-10-23T00:12:40.3Z,2,REGULAR,3pt,Jump Shot,[],203935,91.67214191852825,4.166666666666666,1610612738,25,23,2021-10-23T00:12:46Z,1850000,-229.0,26.0,1,right,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,23.06,Missed,,,,,,,,,,,,,,,,
187,PT10M39.00S,2021-10-23T00:12:43.3Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,25,23,2021-10-23T00:12:46Z,1860000,,,0,,C. Boucher REBOUND (Off:1 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,186.0,3.0,2.0,1.0,,,,,,,,,,,,
188,PT10M33.00S,2021-10-23T00:12:49.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,10.5946123521682,41.42156862745098,1610612761,25,23,2021-10-23T00:17:44Z,1870000,43.0,47.0,1,left,MISS C. Boucher 6' Layup,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,6.37,Missed,,,,,,,,,,,,,,,,
189,PT10M28.00S,2021-10-23T00:12:54.6Z,2,REGULAR,rebound,offensive,[],203920,,,1610612761,25,23,2021-10-23T00:40:43Z,1880000,,,0,,K. Birch REBOUND (Off:4 Def:1),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,188.0,5.0,1.0,4.0,,,,,,,,,,,,
210,PT10M27.00S,2021-10-23T00:12:59.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203920,8.229303547963205,48.77450980392157,1610612761,25,23,2021-10-23T00:17:12Z,1895000,6.0,25.0,1,left,MISS K. Birch tip Layup,[203920],1610612761.0,TOR,tip,,,Birch,K. Birch,,,,,,,,2.56,Missed,,,,,,,,,,,,,,,,
211,PT10M26.00S,2021-10-23T00:13:00.1Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,25,23,2021-10-23T00:17:12Z,1902500,,,0,,S. Barnes REBOUND (Off:3 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,210.0,5.0,2.0,3.0,,,,,,,,,,,,
192,PT10M21.00S,2021-10-23T00:13:08.6Z,2,REGULAR,foul,personal,[],1630202,,,1610612761,25,23,2021-10-23T00:13:22Z,1910000,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 1628449]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,101283.0,,,,,,,1.0,0.0,Boucher,1628449.0,
194,PT10M21.00S,2021-10-23T00:13:23.1Z,2,REGULAR,substitution,out,[],203920,,,1610612761,25,23,2021-10-23T00:13:36Z,1930000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT10M21.00S,2021-10-23T00:13:23.1Z,2,REGULAR,substitution,in,[],1630173,,,1610612761,25,23,2021-10-23T00:13:36Z,1940000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT10M13.00S,2021-10-23T00:13:37.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629004,32.933639947437584,37.00980392156863,1610612761,25,23,2021-10-23T00:16:56Z,1950000,65.0,257.0,1,left,MISS S. Mykhailiuk 26' 3PT,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,26.52,Missed,,,,,,,,,,,,,,,,
197,PT10M11.00S,2021-10-23T00:13:39.7Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,25,23,2021-10-23T00:39:28Z,1960000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,196.0,1.0,1.0,0.0,,,,,,,,,,,,
198,PT10M07.00S,2021-10-23T00:13:43.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,67.09921156373193,25.0,1610612738,25,23,2021-10-23T00:13:51Z,1970000,-125.0,257.0,1,right,MISS J. Brown 28' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,28.56,Missed,,,,,,,,,,,,,,,,
199,PT10M03.00S,2021-10-23T00:13:47.2Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,25,23,2021-10-23T00:13:51Z,1980000,,,0,,P. Achiuwa REBOUND (Off:2 Def:4),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,198.0,6.0,4.0,2.0,,,,,,,,,,,,
200,PT09M57.00S,2021-10-23T00:13:53.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,9.280551905387648,55.63725490196079,1610612761,25,23,2021-10-23T00:14:12Z,1990000,-28.0,35.0,1,left,MISS P. Achiuwa Layup - blocked,"[1630173, 201143]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,4.47,Missed,,,,,,Horford,201143.0,,,,,,,,,
201,PT09M57.00S,2021-10-23T00:13:53.9Z,2,REGULAR,block,,[],201143,,,1610612761,25,23,2021-10-23T00:13:56Z,2000000,,,0,,A. Horford BLOCK (3 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M55.00S,2021-10-23T00:13:55.9Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,25,23,2021-10-23T00:14:12Z,2010000,,,0,,P. Pritchard REBOUND (Off:0 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,200.0,2.0,2.0,0.0,,,,,,,,,,,,
203,PT09M54.00S,2021-10-23T00:13:59.8Z,2,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,25,23,2021-10-23T00:14:16Z,2020000,,,0,,J. Brown step out-of-bounds TURNOVER (2 TO),[1627759],1610612738.0,BOS,step,,,Brown,J. Brown,,,,,2.0,,,,,,,,,200832.0,,,,,,,,,,,
204,PT09M40.00S,2021-10-23T00:14:28.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,25,23,2021-10-23T00:14:28Z,2030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M40.00S,2021-10-23T00:14:32.0Z,2,REGULAR,substitution,out,[],201609,,,1610612761,25,23,2021-10-23T00:14:38Z,2040000,,,0,,SUB out: G. Dragic,[201609],1610612761.0,TOR,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M40.00S,2021-10-23T00:14:32.0Z,2,REGULAR,substitution,in,[],1627832,,,1610612761,25,23,2021-10-23T00:14:38Z,2050000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M38.00S,2021-10-23T00:14:49.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630173,6.783837056504599,49.01960784313725,1610612761,25,25,2021-10-23T00:15:08Z,2060000,5.0,11.0,1,left,P. Achiuwa cutting Layup (4 PTS) (S. Mykhailiuk 1 AST),"[1630173, 1629004]",1610612761.0,TOR,cutting,,,Achiuwa,P. Achiuwa,,,,,,,,1.23,Made,,,,,,,,4.0,S. Mykhailiuk,1629004.0,1.0,,,,,
209,PT09M38.00S,2021-10-23T00:14:54.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,25,25,2021-10-23T00:14:54Z,2080000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M21.00S,2021-10-23T00:17:58.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201143,91.40932982917214,62.745098039215684,1610612738,25,25,2021-10-23T00:18:12Z,2090000,64.0,28.0,1,right,MISS A. Horford 6' Layup,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,6.97,Missed,,,,,,,,,,,,,,,,
213,PT09M19.00S,2021-10-23T00:18:00.7Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,25,25,2021-10-23T00:18:00Z,2100000,,,0,,C. Boucher REBOUND (Off:1 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,212.0,4.0,3.0,1.0,,,,,,,,,,,,
214,PT09M13.00S,2021-10-23T00:18:07.3Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1630567,17.296320630749015,68.87254901960785,1610612761,25,27,2021-10-23T00:18:24Z,2110000,-94.0,110.0,1,left,S. Barnes 14' pullup Jump Shot (9 PTS),[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,,,,14.5,Made,,,,,,,,9.0,,,,,,,,
215,PT08M55.00S,2021-10-23T00:18:24.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201143,86.67871222076215,38.48039215686275,1610612738,25,27,2021-10-23T00:18:33Z,2120000,-58.0,73.0,1,right,MISS A. Horford 9' turnaround Shot - blocked,"[201143, 1627832]",1610612738.0,BOS,turnaround,,,Horford,A. Horford,,,,,,,,9.28,Missed,,,,,,VanVleet,1627832.0,,,,,,,,,
216,PT08M55.00S,2021-10-23T00:18:24.3Z,2,REGULAR,block,,[],1627832,,,1610612738,25,27,2021-10-23T00:18:26Z,2130000,,,0,,F. VanVleet BLOCK (1 BLK),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M52.00S,2021-10-23T00:18:27.3Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,25,27,2021-10-23T00:18:33Z,2140000,,,0,,P. Achiuwa REBOUND (Off:2 Def:5),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,215.0,7.0,5.0,2.0,,,,,,,,,,,,
218,PT08M49.00S,2021-10-23T00:18:31.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628449,7.440867279894875,59.31372549019608,1610612761,25,29,2021-10-23T00:18:41Z,2150000,-47.0,17.0,1,left,C. Boucher cutting Layup (4 PTS) (F. VanVleet 3 AST),"[1628449, 1627832]",1610612761.0,TOR,cutting,,,Boucher,C. Boucher,,,,,,,,4.97,Made,,,,,,,,4.0,F. VanVleet,1627832.0,3.0,,,,,
220,PT08M24.00S,2021-10-23T00:18:55.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201143,91.80354796320631,59.068627450980394,1610612738,25,29,2021-10-23T00:19:02Z,2170000,45.0,25.0,1,right,MISS A. Horford turnaround Hook,[201143],1610612738.0,BOS,turnaround,,,Horford,A. Horford,,,,,,,,5.15,Missed,,,,,,,,,,,,,,,,
221,PT08M22.00S,2021-10-23T00:18:57.4Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,25,29,2021-10-23T00:19:02Z,2180000,,,0,,P. Achiuwa REBOUND (Off:2 Def:6),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,220.0,8.0,6.0,2.0,,,,,,,,,,,,
222,PT08M15.00S,2021-10-23T00:19:05.4Z,2,REGULAR,2pt,Jump Shot,[],1629004,6.701708278580814,73.79748774509804,1610612761,25,29,2021-10-23T00:19:13Z,2190000,-119.0,10.0,1,left,MISS S. Mykhailiuk 11' fadeaway Shot,[1629004],1610612761.0,TOR,fadeaway,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,11.95,Missed,,,,,,,,,,,,,,,,
223,PT08M12.00S,2021-10-23T00:19:08.4Z,2,REGULAR,rebound,defensive,[],1626196,,,1610612738,25,29,2021-10-23T00:19:13Z,2200000,,,0,,J. Richardson REBOUND (Off:1 Def:1),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,222.0,2.0,1.0,1.0,,,,,,,,,,,,
224,PT08M08.00S,2021-10-23T00:19:11.9Z,2,REGULAR,turnover,bad pass,[],1627759,,,1610612738,25,29,2021-10-23T00:19:17Z,2210000,,,0,,J. Brown bad pass TURNOVER (3 TO),"[1627759, 1627832]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,3.0,VanVleet,1627832.0,,,,,,,,,,,,,,,,,,
225,PT08M08.00S,2021-10-23T00:19:11.9Z,2,REGULAR,steal,,[],1627832,,,1610612761,25,29,2021-10-23T00:19:13Z,2220000,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M03.00S,2021-10-23T00:19:17.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627832,8.360709592641262,56.61764705882353,1610612761,25,29,2021-10-23T00:19:23Z,2230000,-33.0,26.0,1,left,MISS F. VanVleet running Layup,[1627832],1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,,,,4.22,Missed,,,,,,,,,,,,,,,,
227,PT08M01.00S,2021-10-23T00:19:19.8Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,25,29,2021-10-23T00:19:23Z,2240000,,,0,,A. Horford REBOUND (Off:0 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,226.0,5.0,5.0,0.0,,,,,,,,,,,,
228,PT07M57.00S,2021-10-23T00:19:23.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630202,80.1084099868594,5.147058823529411,1610612738,28,29,2021-10-23T00:19:29Z,2250000,-224.0,134.0,1,right,P. Pritchard 26' 3PT  (3 PTS) (M. Smart 2 AST),"[1630202, 203935]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,26.15,Made,,,,,,,,3.0,M. Smart,203935.0,2.0,,,,,
230,PT07M49.00S,2021-10-23T00:19:33.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,6.258212877792378,58.333333333333336,1610612761,28,29,2021-10-23T00:20:04Z,2270000,-42.0,6.0,1,left,MISS F. VanVleet Layup,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,4.22,Missed,,,,,,,,,,,,,,,,
231,PT07M47.00S,2021-10-23T00:19:35.5Z,2,REGULAR,rebound,offensive,[],1627832,,,1610612761,28,29,2021-10-23T00:20:04Z,2280000,,,0,,F. VanVleet REBOUND (Off:1 Def:0),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,230.0,1.0,0.0,1.0,,,,,,,,,,,,
232,PT07M47.00S,2021-10-23T00:19:48.9Z,2,REGULAR,foul,personal,['2freethrow'],1626196,,,1610612761,28,29,2021-10-23T00:20:11Z,2290000,,,0,,J. Richardson shooting personal FOUL (1 PF) (VanVleet 2 FT),"[1626196, 1627832]",1610612738.0,BOS,shooting,,,Richardson,J. Richardson,,,,,,,,,,,,,,200832.0,,,,,,,1.0,0.0,VanVleet,1627832.0,
234,PT07M47.00S,2021-10-23T00:20:12.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627832,,,1610612761,28,30,2021-10-23T00:20:12Z,2310000,,,0,,F. VanVleet Free Throw 1 of 2 (1 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,Made,,,,,,,,1.0,,,,,,,,
235,PT07M47.00S,2021-10-23T00:20:12.9Z,2,REGULAR,substitution,out,[],1627759,,,1610612761,28,30,2021-10-23T00:20:31Z,2320000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M47.00S,2021-10-23T00:20:12.9Z,2,REGULAR,substitution,out,[],1626196,,,1610612761,28,30,2021-10-23T00:20:31Z,2330000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M47.00S,2021-10-23T00:20:12.9Z,2,REGULAR,substitution,out,[],1629004,,,1610612761,28,30,2021-10-23T00:20:31Z,2340000,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M47.00S,2021-10-23T00:20:12.9Z,2,REGULAR,substitution,out,[],1628449,,,1610612761,28,30,2021-10-23T00:20:31Z,2350000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M47.00S,2021-10-23T00:20:12.9Z,2,REGULAR,substitution,in,[],1628369,,,1610612761,28,30,2021-10-23T00:20:31Z,2360000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M47.00S,2021-10-23T00:20:12.9Z,2,REGULAR,substitution,in,[],1629641,,,1610612761,28,30,2021-10-23T00:20:31Z,2370000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M47.00S,2021-10-23T00:20:12.9Z,2,REGULAR,substitution,in,[],1628384,,,1610612761,28,30,2021-10-23T00:20:31Z,2380000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M47.00S,2021-10-23T00:20:12.9Z,2,REGULAR,substitution,in,[],1629018,,,1610612761,28,30,2021-10-23T00:20:31Z,2390000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M47.00S,2021-10-23T00:20:32.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627832,,,1610612761,28,31,2021-10-23T00:20:32Z,2400000,,,0,,F. VanVleet Free Throw 2 of 2 (2 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,Made,,,,,,,,2.0,,,,,,,,
244,PT07M32.00S,2021-10-23T00:20:46.8Z,2,REGULAR,3pt,Jump Shot,[],1628369,74.19513797634691,92.40196078431373,1610612738,28,31,2021-10-23T00:20:53Z,2410000,212.0,190.0,1,right,MISS J. Tatum 28' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,28.47,Missed,,,,,,,,,,,,,,,,
245,PT07M28.00S,2021-10-23T00:20:50.8Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,28,31,2021-10-23T00:20:53Z,2420000,,,0,,P. Achiuwa REBOUND (Off:2 Def:7),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,244.0,9.0,7.0,2.0,,,,,,,,,,,,
246,PT07M19.00S,2021-10-23T00:20:58.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,8.492115637319317,44.11764705882353,1610612761,28,33,2021-10-23T00:21:05Z,2430000,29.0,27.0,1,left,P. Achiuwa driving finger roll Layup (6 PTS) (F. VanVleet 4 AST),"[1630173, 1627832]",1610612761.0,TOR,driving finger roll,,,Achiuwa,P. Achiuwa,,,,,,,,4.01,Made,,,,,,,,6.0,F. VanVleet,1627832.0,4.0,,,,,
248,PT07M02.00S,2021-10-23T00:21:15.6Z,2,REGULAR,3pt,Jump Shot,[],203935,69.59592641261499,82.59803921568627,1610612738,28,33,2021-10-23T00:21:24Z,2450000,163.0,233.0,1,right,MISS M. Smart 28' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,28.46,Missed,,,,,,,,,,,,,,,,
249,PT06M59.00S,2021-10-23T00:21:18.6Z,2,REGULAR,rebound,defensive,[],1629018,,,1610612761,28,33,2021-10-23T00:21:24Z,2460000,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,248.0,1.0,1.0,0.0,,,,,,,,,,,,
250,PT06M40.00S,2021-10-23T00:21:37.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,17.0335085413929,38.23529411764706,1610612761,28,35,2021-10-23T00:21:47Z,2470000,59.0,108.0,1,left,O. Anunoby 12' step back Jump Shot (6 PTS),[1628384],1610612761.0,TOR,step back,,,Anunoby,O. Anunoby,,,,,,,,12.26,Made,,,,,,,,6.0,,,,,,,,
