actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
345,PT12M00.00S,2021-10-23T00:52:28.3Z,3,REGULAR,substitution,in,['startperiod'],203935,,,1610612761,47,51,2021-10-23T00:52:53Z,3400000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2021-10-23T00:52:28.3Z,3,REGULAR,substitution,in,['startperiod'],201143,,,1610612761,47,51,2021-10-23T00:52:53Z,3410000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2021-10-23T00:52:44.9Z,3,REGULAR,period,start,[],0,,,1610612761,47,51,2021-10-23T00:52:54Z,3420000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT11M46.00S,2021-10-23T00:53:00.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,47,51,2021-10-23T00:53:00Z,3430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT11M37.00S,2021-10-23T00:53:25.2Z,3,REGULAR,turnover,bad pass,[],1627832,,,1610612761,47,51,2021-10-23T00:59:06Z,3440000,,,0,,F. VanVleet bad pass TURNOVER (2 TO),"[1627832, 203935]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,2.0,Smart,203935.0,,,,,,,,,,,,,,,,,,
350,PT11M37.00S,2021-10-23T00:53:25.2Z,3,REGULAR,steal,,[],203935,,,1610612738,47,51,2021-10-23T00:53:27Z,3450000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT11M25.00S,2021-10-23T00:53:37.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,25.18068331143233,87.74509803921569,1610612738,47,51,2021-10-23T00:53:40Z,3460000,-189.0,184.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,26.37,Missed,,,,,,,,,,,,,,,,
352,PT11M23.00S,2021-10-23T00:53:39.0Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,47,51,2021-10-23T00:53:39Z,3470000,,,0,,R. Williams III REBOUND (Off:2 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,351.0,4.0,2.0,2.0,,,,,,,,,,,,
353,PT11M22.00S,2021-10-23T00:53:40.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627759,7.5722733245729295,96.07843137254902,1610612738,47,51,2021-10-23T00:53:48Z,3480000,-230.0,19.0,1,left,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,23.12,Missed,,,,,,,,,,,,,,,,
354,PT11M18.00S,2021-10-23T00:53:44.7Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,47,51,2021-10-23T00:53:48Z,3490000,,,0,,P. Achiuwa REBOUND (Off:2 Def:8),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,353.0,10.0,8.0,2.0,,,,,,,,,,,,
355,PT11M13.00S,2021-10-23T00:53:48.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630173,90.88370565045992,44.6078431372549,1610612761,47,53,2021-10-23T00:53:55Z,3500000,-27.0,33.0,1,right,P. Achiuwa running Layup (8 PTS),[1630173],1610612761.0,TOR,running,,,Achiuwa,P. Achiuwa,,,,,,,,4.28,Made,,,,,,,,8.0,,,,,,,,
356,PT10M54.00S,2021-10-23T00:54:07.6Z,3,REGULAR,3pt,Jump Shot,[],201143,29.517082785808146,22.058823529411764,1610612738,47,53,2021-10-23T00:54:19Z,3510000,140.0,225.0,1,left,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,26.48,Missed,,,,,,,,,,,,,,,,
357,PT10M50.00S,2021-10-23T00:54:11.6Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,47,53,2021-10-23T00:57:12Z,3520000,,,0,,P. Achiuwa REBOUND (Off:2 Def:9),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,356.0,11.0,9.0,2.0,,,,,,,,,,,,
358,PT10M37.00S,2021-10-23T00:54:25.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,90.62089356110381,44.6078431372549,1610612761,47,53,2021-10-23T00:54:34Z,3530000,-27.0,36.0,1,right,MISS O. Anunoby driving Layup,[1628384],1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,,,,4.48,Missed,,,,,,,,,,,,,,,,
359,PT10M34.00S,2021-10-23T00:54:28.5Z,3,REGULAR,rebound,offensive,[],1628384,,,1610612761,47,53,2021-10-23T00:54:34Z,3540000,,,0,,O. Anunoby REBOUND (Off:4 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,358.0,5.0,1.0,4.0,,,,,,,,,,,,
360,PT10M33.00S,2021-10-23T00:54:28.5Z,3,REGULAR,turnover,bad pass,[],1628384,,,1610612761,47,53,2021-10-23T00:54:44Z,3550000,,,0,,O. Anunoby bad pass TURNOVER (1 TO),"[1628384, 203935]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,1.0,Smart,203935.0,,,,,,,,,,,,,,,,,,
361,PT10M33.00S,2021-10-23T00:54:28.5Z,3,REGULAR,steal,,[],203935,,,1610612738,47,53,2021-10-23T00:54:30Z,3560000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT10M26.00S,2021-10-23T00:54:35.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,21.632720105124836,8.088235294117647,1610612738,47,53,2021-10-23T00:54:47Z,3570000,210.0,151.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,25.82,Missed,,,,,,,,,,,,,,,,
363,PT10M22.00S,2021-10-23T00:54:39.1Z,3,REGULAR,rebound,defensive,[],1629018,,,1610612761,47,53,2021-10-23T00:54:39Z,3580000,,,0,,G. Trent Jr. REBOUND (Off:0 Def:2),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,362.0,2.0,2.0,0.0,,,,,,,,,,,,
364,PT10M14.00S,2021-10-23T00:54:48.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,91.5407358738502,43.13725490196079,1610612761,47,55,2021-10-23T00:54:56Z,3590000,-34.0,27.0,1,right,G. Trent Jr. driving Layup (7 PTS),[1629018],1610612761.0,TOR,driving,,,Trent Jr.,G. Trent Jr.,,,,,,,,4.37,Made,,,,,,,,7.0,,,,,,,,
365,PT09M55.00S,2021-10-23T00:55:06.4Z,3,REGULAR,2pt,Jump Shot,[],1628369,13.748357424441524,33.33333333333333,1610612738,49,55,2021-10-23T00:55:18Z,3600000,83.0,77.0,1,left,J. Tatum 11' turnaround fadeaway Jump Shot (18 PTS),[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,,,,11.32,Made,,,,,,,,18.0,,,,,,,,
366,PT09M39.00S,2021-10-23T00:55:23.5Z,3,REGULAR,foul,personal,['2freethrow'],201143,,,1610612761,49,55,2021-10-23T00:55:33Z,3610000,,,0,,A. Horford shooting personal FOUL (1 PF) (Achiuwa 2 FT),"[201143, 1630173]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,,,,,,,,,,101283.0,,,,,,,1.0,0.0,Achiuwa,1630173.0,
368,PT09M39.00S,2021-10-23T00:56:01.9Z,3,REGULAR,freethrow,1 of 2,[],1630173,,,1610612761,49,56,2021-10-23T00:56:01Z,3630000,,,0,,P. Achiuwa Free Throw 1 of 2 (9 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,Made,,,,,,,,9.0,,,,,,,,
369,PT09M39.00S,2021-10-23T00:56:15.9Z,3,REGULAR,freethrow,2 of 2,[],1630173,,,1610612761,49,57,2021-10-23T00:56:15Z,3640000,,,0,,P. Achiuwa Free Throw 2 of 2 (10 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,Made,,,,,,,,10.0,,,,,,,,
370,PT09M25.00S,2021-10-23T00:56:31.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201143,19.530223390275953,35.78431372549019,1610612738,51,57,2021-10-23T00:56:52Z,3650000,71.0,131.0,1,left,A. Horford 14' driving floating Jump Shot (6 PTS) (M. Smart 5 AST),"[201143, 203935]",1610612738.0,BOS,driving floating,,,Horford,A. Horford,,,,,,,,14.91,Made,,,,,,,,6.0,M. Smart,203935.0,5.0,,,,,
371,PT09M13.00S,2021-10-23T00:56:44.1Z,3,REGULAR,2pt,Jump Shot,[],1630567,74.58935611038108,64.95098039215686,1610612761,51,59,2021-10-23T01:52:13Z,3660000,75.0,186.0,1,right,S. Barnes 20' pullup Jump Shot (17 PTS),[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,,,,20.08,Made,,,,,,,,17.0,,,,,,,,
374,PT09M00.00S,2021-10-23T00:57:06.5Z,3,REGULAR,foul,offensive,[],1628369,,,1610612738,51,59,2021-10-23T01:24:40Z,3680000,,,0,,J. Tatum offensive FOUL (2 PF),"[1628369, 1627832]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,1204.0,,,,,,,2.0,0.0,VanVleet,1627832.0,
528,PT09M00.00S,2021-10-23T00:57:06.5Z,3,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,51,59,2021-10-23T00:57:06Z,3700000,,,0,,J. Tatum offensive foul TURNOVER (2 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2.0,,,,,,,,,1204.0,,,,,,,,,,,
590,PT09M00.00S,2021-10-23T00:57:17.5Z,3,REGULAR,foul,technical,['1freethrow'],1628369,,,1610612761,51,59,2021-10-23T01:38:36Z,3707500,,,0,,J. Tatum technical FOUL (1 Tech),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,1204.0,,,,,,,2.0,1.0,,,
399,PT09M00.00S,2021-10-23T00:57:28.5Z,3,REGULAR,substitution,out,[],1629057,,,1610612761,51,59,2021-10-23T00:57:06Z,3715000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT09M00.00S,2021-10-23T00:57:28.5Z,3,REGULAR,substitution,in,[],1629684,,,1610612761,51,59,2021-10-23T00:57:06Z,3717500,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT09M00.00S,2021-10-23T00:57:33.9Z,3,REGULAR,freethrow,1 of 1,[],1627832,,,1610612761,51,60,2021-10-23T00:57:06Z,3720000,,,0,,F. VanVleet technical Free Throw 1 of 1 (5 PTS),[1627832],1610612761.0,TOR,technical,,,VanVleet,F. VanVleet,,,,,,,,,Made,,,,,,,,5.0,,,,,,,,
379,PT08M52.00S,2021-10-23T00:58:00.1Z,3,REGULAR,foul,personal,[],203935,,,1610612761,51,60,2021-10-23T00:57:06Z,3730000,,,0,,M. Smart personal FOUL (1 PF),"[203935, 1627832]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,1204.0,,,,,,,1.0,0.0,VanVleet,1627832.0,
382,PT08M44.00S,2021-10-23T00:58:16.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628384,69.33311432325887,24.509803921568626,1610612761,51,60,2021-10-23T00:58:24Z,3760000,-127.0,236.0,1,right,MISS O. Anunoby 26' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,26.81,Missed,,,,,,,,,,,,,,,,
383,PT08M40.00S,2021-10-23T00:58:20.8Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,51,60,2021-10-23T00:58:24Z,3770000,,,0,,A. Horford REBOUND (Off:0 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,382.0,7.0,7.0,0.0,,,,,,,,,,,,
384,PT08M35.00S,2021-10-23T00:58:28.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201143,10.38107752956636,37.28170955882353,1610612738,53,60,2021-10-23T00:58:36Z,3780000,64.0,45.0,1,left,A. Horford 7' bank Hook (8 PTS),[201143],1610612738.0,BOS,bank,,,Horford,A. Horford,,,,,,,,7.8,Made,,,,,,,,8.0,,,,,,,,
385,PT08M35.00S,2021-10-23T00:58:31.4Z,3,REGULAR,foul,personal,['1freethrow'],1629018,,,1610612738,53,60,2021-10-23T00:58:40Z,3790000,,,0,,G. Trent Jr. shooting personal FOUL (2 PF) (Horford 1 FT),"[1629018, 201143]",1610612761.0,TOR,shooting,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,1204.0,,,,,,,2.0,0.0,Horford,201143.0,
387,PT08M35.00S,2021-10-23T00:59:00.8Z,3,REGULAR,freethrow,1 of 1,[],201143,,,1610612738,54,60,2021-10-23T00:59:00Z,3810000,,,0,,A. Horford Free Throw 1 of 1 (9 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,Made,,,,,,,,9.0,,,,,,,,
388,PT08M18.00S,2021-10-23T00:59:19.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,90.75229960578186,45.588235294117645,1610612761,54,60,2021-10-23T00:59:27Z,3820000,-22.0,34.0,1,right,MISS O. Anunoby driving Layup - blocked,"[1628384, 1628369]",1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,,,,4.09,Missed,,,,,,Tatum,1628369.0,,,,,,,,,
389,PT08M18.00S,2021-10-23T00:59:19.1Z,3,REGULAR,block,,[],1628369,,,1610612761,54,60,2021-10-23T00:59:21Z,3830000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT08M15.00S,2021-10-23T00:59:22.1Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,54,60,2021-10-23T00:59:27Z,3840000,,,0,,A. Horford REBOUND (Off:0 Def:8),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,388.0,8.0,8.0,0.0,,,,,,,,,,,,
391,PT08M12.00S,2021-10-23T00:59:24.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629684,6.652431011826544,45.83333333333333,1610612738,56,60,2021-10-23T01:52:32Z,3850000,21.0,10.0,1,left,G. Williams running Layup (2 PTS) (A. Horford 2 AST),"[1629684, 201143]",1610612738.0,BOS,running,,,Williams,G. Williams,,,,,,,,2.31,Made,,,,,,,,2.0,A. Horford,201143.0,2.0,,,,,
393,PT08M05.00S,2021-10-23T00:59:33.1Z,3,REGULAR,3pt,Jump Shot,[],1628384,87.33574244415243,3.6764705882352944,1610612761,56,60,2021-10-23T00:59:48Z,3870000,-232.0,67.0,1,right,MISS O. Anunoby 24' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,24.1,Missed,,,,,,,,,,,,,,,,
394,PT08M03.00S,2021-10-23T00:59:35.1Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,56,60,2021-10-23T00:59:48Z,3880000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,393.0,3.0,3.0,0.0,,,,,,,,,,,,
395,PT07M43.00S,2021-10-23T00:59:53.4Z,3,REGULAR,3pt,Jump Shot,[],201143,28.465834428383708,79.41176470588235,1610612738,56,60,2021-10-23T00:59:58Z,3890000,-147.0,215.0,1,left,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,26.06,Missed,,,,,,,,,,,,,,,,
396,PT07M41.00S,2021-10-23T00:59:55.4Z,3,REGULAR,rebound,defensive,[],1629018,,,1610612761,56,60,2021-10-23T00:59:58Z,3900000,,,0,,G. Trent Jr. REBOUND (Off:0 Def:3),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,395.0,3.0,3.0,0.0,,,,,,,,,,,,
397,PT07M33.00S,2021-10-23T01:00:12.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,56,60,2021-10-23T01:00:12Z,3910000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT07M23.00S,2021-10-23T01:03:13.9Z,3,REGULAR,3pt,Jump Shot,[],1628384,73.01248357424441,83.82352941176471,1610612761,56,60,2021-10-23T01:03:19Z,3920000,169.0,201.0,1,right,MISS O. Anunoby 26' 3PT - blocked,"[1628384, 201143]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,26.28,Missed,,,,,,Horford,201143.0,,,,,,,,,
402,PT07M23.00S,2021-10-23T01:03:13.9Z,3,REGULAR,block,,[],201143,,,1610612761,56,60,2021-10-23T01:03:16Z,3930000,,,0,,A. Horford BLOCK (4 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT07M20.00S,2021-10-23T01:03:16.9Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,56,60,2021-10-23T01:03:19Z,3940000,,,0,,A. Horford REBOUND (Off:0 Def:9),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,401.0,9.0,9.0,0.0,,,,,,,,,,,,
404,PT07M18.00S,2021-10-23T01:03:18.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627759,5.601182654402102,48.28431372549019,1610612738,58,60,2021-10-23T01:03:27Z,3950000,9.0,0.0,1,left,J. Brown running alley-oop DUNK (5 PTS) (J. Tatum 2 AST),"[1627759, 1628369]",1610612738.0,BOS,running alley-oop,,,Brown,J. Brown,,,,,,,,0.86,Made,,,,,,,,5.0,J. Tatum,1628369.0,2.0,,,,,
406,PT06M54.00S,2021-10-23T01:03:42.3Z,3,REGULAR,2pt,Jump Shot,[],1630567,79.188567674113,35.53921568627451,1610612761,58,60,2021-10-23T01:03:52Z,3970000,-72.0,143.0,1,right,MISS S. Barnes 16' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,,,,16.03,Missed,,,,,,,,,,,,,,,,
407,PT06M51.00S,2021-10-23T01:03:45.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,58,60,2021-10-23T01:03:52Z,3980000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,406.0,5.0,5.0,0.0,,,,,,,,,,,,
408,PT06M43.00S,2021-10-23T01:03:54.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,5.732588699080158,43.13725490196079,1610612738,58,60,2021-10-23T01:04:13Z,3990000,34.0,1.0,1,left,MISS J. Tatum driving finger roll Layup,[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,,,,3.43,Missed,,,,,,,,,,,,,,,,
409,PT06M42.00S,2021-10-23T01:03:55.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612761,58,60,2021-10-23T01:04:13Z,4000000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,408.0,,,,,,,,,,,,,,,
410,PT06M42.00S,2021-10-23T01:03:58.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,58,60,2021-10-23T01:03:58Z,4010000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M23.00S,2021-10-23T01:04:22.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,89.70105124835742,44.85294117647059,1610612761,58,62,2021-10-23T01:04:27Z,4020000,-26.0,44.0,1,right,G. Trent Jr. driving finger roll Layup (9 PTS),[1629018],1610612761.0,TOR,driving finger roll,,,Trent Jr.,G. Trent Jr.,,,,,,,,5.12,Made,,,,,,,,9.0,,,,,,,,
412,PT06M07.00S,2021-10-23T01:04:38.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,7.440867279894875,56.372549019607845,1610612738,58,62,2021-10-23T01:04:44Z,4030000,-32.0,17.0,1,left,MISS J. Tatum turnaround Shot,[1628369],1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,,,,3.63,Missed,,,,,,,,,,,,,,,,
413,PT06M06.00S,2021-10-23T01:04:39.3Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,58,62,2021-10-23T01:04:44Z,4040000,,,0,,P. Achiuwa REBOUND (Off:2 Def:10),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,412.0,12.0,10.0,2.0,,,,,,,,,,,,
414,PT05M56.00S,2021-10-23T01:04:49.5Z,3,REGULAR,2pt,Jump Shot,[],1629018,77.39816031537451,69.140625,1610612761,58,64,2021-10-23T01:05:03Z,4050000,96.0,160.0,1,right,G. Trent Jr. 18' bank Jump Shot (11 PTS),[1629018],1610612761.0,TOR,bank,,,Trent Jr.,G. Trent Jr.,,,,,,,,18.64,Made,,,,,,,,11.0,,,,,,,,
415,PT05M36.00S,2021-10-23T01:05:08.9Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,58,64,2021-10-23T01:05:15Z,4060000,,,0,,J. Brown lost ball TURNOVER (4 TO),"[1627759, 1630173]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,4.0,Achiuwa,1630173.0,,,,,,,,,,,,,,,,,,
416,PT05M36.00S,2021-10-23T01:05:08.9Z,3,REGULAR,steal,,[],1630173,,,1610612761,58,64,2021-10-23T01:05:11Z,4070000,,,0,,P. Achiuwa STEAL (2 STL),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT05M34.00S,2021-10-23T01:05:12.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630173,92.46057818659659,50.245098039215684,1610612761,58,66,2021-10-23T01:05:23Z,4080000,1.0,18.0,1,right,P. Achiuwa running DUNK (12 PTS),[1630173],1610612761.0,TOR,running,,,Achiuwa,P. Achiuwa,,,,,,,,1.84,Made,,,,,,,,12.0,,,,,,,,
418,PT05M25.00S,2021-10-23T01:05:25.7Z,3,REGULAR,foul,personal,[],1629018,,,1610612738,58,66,2021-10-23T01:05:46Z,4090000,,,0,,G. Trent Jr. personal FOUL (3 PF),"[1629018, 201143]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,101283.0,,,,,,,3.0,0.0,Horford,201143.0,
420,PT05M25.00S,2021-10-23T01:05:41.7Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,58,66,2021-10-23T01:05:57Z,4110000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT05M25.00S,2021-10-23T01:05:41.7Z,3,REGULAR,substitution,out,[],203935,,,1610612738,58,66,2021-10-23T01:05:57Z,4120000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT05M25.00S,2021-10-23T01:05:41.7Z,3,REGULAR,substitution,out,[],201143,,,1610612738,58,66,2021-10-23T01:05:57Z,4130000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M25.00S,2021-10-23T01:05:41.7Z,3,REGULAR,substitution,out,[],1630173,,,1610612738,58,66,2021-10-23T01:05:57Z,4140000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M25.00S,2021-10-23T01:05:41.7Z,3,REGULAR,substitution,in,[],203471,,,1610612738,58,66,2021-10-23T01:05:57Z,4150000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M25.00S,2021-10-23T01:05:41.7Z,3,REGULAR,substitution,in,[],1626196,,,1610612738,58,66,2021-10-23T01:05:57Z,4160000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT05M25.00S,2021-10-23T01:05:41.7Z,3,REGULAR,substitution,in,[],1629057,,,1610612738,58,66,2021-10-23T01:05:57Z,4170000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT05M25.00S,2021-10-23T01:05:41.7Z,3,REGULAR,substitution,in,[],203920,,,1610612738,58,66,2021-10-23T01:05:57Z,4180000,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT05M12.00S,2021-10-23T01:06:23.2Z,3,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,58,66,2021-10-23T01:06:33Z,4190000,,,0,,J. Tatum lost ball out-of-bounds TURNOVER (3 TO),[1628369],1610612738.0,BOS,lost ball,,,Tatum,J. Tatum,,,,,3.0,,,,,,,,,200832.0,,,,,,,,,,,
429,PT04M56.00S,2021-10-23T01:06:51.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629018,91.27792378449409,44.6078431372549,1610612761,58,68,2021-10-23T01:06:57Z,4200000,-27.0,29.0,1,right,G. Trent Jr. driving finger roll Layup (13 PTS),[1629018],1610612761.0,TOR,driving finger roll,,,Trent Jr.,G. Trent Jr.,,,,,,,,4.0,Made,,,,,,,,13.0,,,,,,,,
430,PT04M55.00S,2021-10-23T01:06:57.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,58,68,2021-10-23T01:06:57Z,4210000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M55.00S,2021-10-23T01:09:07.6Z,3,REGULAR,substitution,out,[],1628384,,,1610612738,58,68,2021-10-23T01:09:34Z,4220000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
