actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
94,PT05M48.00S,2022-03-06T18:26:41.8Z,1,REGULAR,substitution,in,[],200746,,,1610612751,19,18,2022-03-06T18:27:08Z,940000,,,0,,SUB in: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M48.00S,2022-03-06T18:27:10.3Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1628971,,,1610612751,19,19,2022-03-06T18:27:27Z,950000,,,0,,B. Brown Free Throw 1 of 1 (3 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
96,PT05M32.00S,2022-03-06T18:27:19.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,93.24901445466492,50.49019607843137,1610612738,21,19,2022-03-06T18:27:24Z,960000,2.0,11.0,1,right,R. Williams III cutting Layup (6 PTS) (M. Smart 3 AST),"[1629057, 203935]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,1.13,Made,6.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,,,
98,PT05M20.00S,2022-03-06T18:27:32.8Z,1,REGULAR,2pt,Jump Shot,[],201142,15.062417871222076,22.30392156862745,1610612751,21,21,2022-03-06T18:27:38Z,980000,138.0,89.0,1,left,K. Durant 16' fadeaway Jump Shot (10 PTS) (B. Brown 1 AST),"[201142, 1628971]",1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,16.47,Made,10.0,B. Brown,1628971.0,1.0,,,,,,,,,,,,,,,
100,PT05M03.00S,2022-03-06T18:27:49.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,93.11760840998686,56.372549019607845,1610612738,21,21,2022-03-06T18:27:57Z,1000000,32.0,12.0,1,right,MISS G. Williams driving Layup - blocked,"[1629684, 200746]",1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,3.42,Missed,,,,,,,,,,,,,,,,,Aldridge,200746.0,
101,PT05M03.00S,2022-03-06T18:27:49.2Z,1,REGULAR,block,,[],200746,,,1610612738,21,21,2022-03-06T18:27:51Z,1010000,,,0,,L. Aldridge BLOCK (1 BLK),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M01.00S,2022-03-06T18:27:51.2Z,1,REGULAR,rebound,defensive,[],201609,,,1610612751,21,21,2022-03-06T18:27:57Z,1020000,,,0,,G. Dragic REBOUND (Off:0 Def:1),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,100.0,1.0,1.0,0.0,,,
103,PT04M45.00S,2022-03-06T18:28:07.6Z,1,REGULAR,3pt,Jump Shot,[],1628971,15.193823915900131,4.411764705882353,1610612751,21,21,2022-03-06T18:28:13Z,1030000,228.0,90.0,1,left,MISS B. Brown 24' 3PT,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,24.51,Missed,,,,,,,,,,,,,,,,,,,
104,PT04M41.00S,2022-03-06T18:28:11.6Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,21,21,2022-03-06T18:28:13Z,1040000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,103.0,1.0,1.0,0.0,,,
105,PT04M35.00S,2022-03-06T18:28:18.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.32917214191852,53.18627450980392,1610612738,23,21,2022-03-06T18:28:22Z,1050000,16.0,20.0,1,right,J. Brown driving Layup (2 PTS) (M. Smart 4 AST),"[1627759, 203935]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,2.52,Made,2.0,M. Smart,203935.0,4.0,,,,,,,,,,,,,,,
107,PT04M16.00S,2022-03-06T18:28:36.1Z,1,REGULAR,3pt,Jump Shot,[],203552,9.543363994743759,96.56862745098039,1610612751,23,24,2022-03-06T18:28:41Z,1070000,-233.0,37.0,1,left,S. Curry 3PT  (5 PTS) (B. Brown 2 AST),"[203552, 1628971]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,23.58,Made,5.0,B. Brown,1628971.0,2.0,,,,,,,,,,,,,,,
109,PT03M52.00S,2022-03-06T18:29:04.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,23,24,2022-03-06T18:29:04Z,1090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M52.00S,2022-03-06T18:29:05.6Z,1,REGULAR,substitution,out,[],1628971,,,1610612738,23,24,2022-03-06T18:29:16Z,1100000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M52.00S,2022-03-06T18:29:05.6Z,1,REGULAR,substitution,out,[],203552,,,1610612738,23,24,2022-03-06T18:29:16Z,1110000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M52.00S,2022-03-06T18:29:05.6Z,1,REGULAR,substitution,in,[],201949,,,1610612738,23,24,2022-03-06T18:29:16Z,1120000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M52.00S,2022-03-06T18:29:05.6Z,1,REGULAR,substitution,in,[],201988,,,1610612738,23,24,2022-03-06T18:29:16Z,1130000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M47.00S,2022-03-06T18:29:28.6Z,1,REGULAR,2pt,Jump Shot,[],1627759,80.76544021024968,12.254901960784313,1610612738,25,24,2022-03-06T18:29:38Z,1140000,-189.0,128.0,1,right,J. Brown 22' Jump Shot (4 PTS) (M. Smart 5 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,22.82,Made,4.0,M. Smart,203935.0,5.0,,,,,,,,,,,,,,,
116,PT03M41.00S,2022-03-06T18:29:37.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612751,25,24,2022-03-06T18:29:51Z,1160000,,,0,,G. Williams shooting personal FOUL (1 PF) (Durant 2 FT),"[1629684, 201142]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,2534.0,,1.0,0.0,Durant,201142.0,,,,,,,,,
118,PT03M41.00S,2022-03-06T18:30:04.0Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,25,25,2022-03-06T18:30:04Z,1180000,,,0,,K. Durant Free Throw 1 of 2 (11 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
119,PT03M41.00S,2022-03-06T18:30:20.1Z,1,REGULAR,stoppage,blood rule,[],0,,,1610612751,25,25,2022-03-06T18:30:20Z,1190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M41.00S,2022-03-06T18:31:37.1Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,25,26,2022-03-06T18:31:37Z,1200000,,,0,,K. Durant Free Throw 2 of 2 (12 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
121,PT03M28.00S,2022-03-06T18:31:52.4Z,1,REGULAR,3pt,Jump Shot,[],1629684,92.50985545335085,4.189644607843137,1610612738,25,26,2022-03-06T18:31:58Z,1210000,-229.0,18.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,22.98,Missed,,,,,,,,,,,,,,,,,,,
122,PT03M25.00S,2022-03-06T18:31:55.4Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,25,26,2022-03-06T18:31:58Z,1220000,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,121.0,1.0,1.0,0.0,,,
123,PT03M18.00S,2022-03-06T18:32:02.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201609,12.171484888304862,38.48039215686275,1610612751,25,26,2022-03-06T18:32:10Z,1230000,58.0,62.0,1,left,MISS G. Dragic 8' driving Layup - blocked,"[201609, 1629057]",1610612751.0,BKN,driving,,,Dragic,G. Dragic,,,,,8.46,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0,
134,PT03M18.00S,2022-03-06T18:32:02.0Z,1,REGULAR,block,,[],1629057,,,1610612751,25,26,2022-03-06T18:35:57Z,1235000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M17.00S,2022-03-06T18:32:03.0Z,1,REGULAR,rebound,offensive,[],200746,,,1610612751,25,26,2022-03-06T18:32:20Z,1240000,,,0,,L. Aldridge REBOUND (Off:1 Def:0),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,123.0,1.0,0.0,1.0,,,
125,PT03M16.00S,2022-03-06T18:32:04.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",200746,7.835085413929041,49.26470588235294,1610612751,25,28,2022-03-06T18:32:16Z,1250000,4.0,21.0,1,left,L. Aldridge putback Layup (2 PTS),[200746],1610612751.0,BKN,putback,,,Aldridge,L. Aldridge,,,,,2.14,Made,2.0,,,,,,,,,,,,,,,,,,
126,PT02M57.00S,2022-03-06T18:32:23.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,87.33574244415243,43.872549019607845,1610612738,25,28,2022-03-06T18:32:32Z,1260000,-31.0,67.0,1,right,MISS J. Brown 7' driving floating Shot - blocked,"[1627759, 201142]",1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,7.32,Missed,,,,,,,,,,,,,,,,,Durant,201142.0,
133,PT02M57.00S,2022-03-06T18:32:23.3Z,1,REGULAR,block,,[],201142,,,1610612738,25,28,2022-03-06T18:32:54Z,1265000,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M55.00S,2022-03-06T18:32:25.3Z,1,REGULAR,rebound,offensive,[],1627759,,,1610612738,25,28,2022-03-06T18:32:25Z,1270000,,,0,,J. Brown REBOUND (Off:1 Def:0),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,126.0,1.0,0.0,1.0,,,
128,PT02M54.00S,2022-03-06T18:32:27.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203935,86.02168199737189,95.83333333333334,1610612738,28,28,2022-03-06T18:32:36Z,1280000,229.0,79.0,1,right,M. Smart 24' 3PT  (6 PTS) (J. Brown 1 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.24,Made,6.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,,
130,PT02M54.00S,2022-03-06T18:32:30.2Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201609,,,1610612738,28,28,2022-03-06T18:36:07Z,1300000,,,0,,G. Dragic shooting personal FOUL (1 PF) (Smart 1 FT),"[201609, 203935]",1610612751.0,BKN,shooting,,,Dragic,G. Dragic,,,,,,,,,,,2534.0,,1.0,0.0,Smart,203935.0,,,,,,,,,
132,PT02M54.00S,2022-03-06T18:32:49.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,28,28,2022-03-06T18:32:49Z,1320000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M54.00S,2022-03-06T18:35:48.9Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,28,28,2022-03-06T18:36:05Z,1330000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M54.00S,2022-03-06T18:35:48.9Z,1,REGULAR,substitution,out,[],201142,,,1610612738,28,28,2022-03-06T18:36:05Z,1340000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M54.00S,2022-03-06T18:35:48.9Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,28,28,2022-03-06T18:36:05Z,1350000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M54.00S,2022-03-06T18:35:48.9Z,1,REGULAR,substitution,in,[],202681,,,1610612738,28,28,2022-03-06T18:36:05Z,1360000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M54.00S,2022-03-06T18:36:25.9Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],203935,,,1610612738,29,28,2022-03-06T18:36:25Z,1370000,,,0,,M. Smart Free Throw 1 of 1 (7 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
140,PT02M42.00S,2022-03-06T18:36:43.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,29,28,2022-03-06T18:36:43Z,1380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M34.00S,2022-03-06T18:37:09.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201949,6.1268068331143235,53.67647058823529,1610612751,29,28,2022-03-06T18:37:22Z,1390000,-18.0,5.0,1,left,MISS J. Johnson driving reverse Layup - blocked,"[201949, 1629057]",1610612751.0,BKN,driving reverse,,,Johnson,J. Johnson,,,,,1.91,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0,
144,PT02M34.00S,2022-03-06T18:37:09.5Z,1,REGULAR,block,,[],1629057,,,1610612751,29,28,2022-03-06T18:37:22Z,1395000,,,0,,R. Williams III BLOCK (3 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M33.00S,2022-03-06T18:37:10.5Z,1,REGULAR,rebound,offensive,[],201609,,,1610612751,29,28,2022-03-06T18:37:22Z,1400000,,,0,,G. Dragic REBOUND (Off:1 Def:1),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,141.0,2.0,1.0,1.0,,,
143,PT02M31.00S,2022-03-06T18:37:12.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201609,7.046649145860711,50.0,1610612751,29,30,2022-03-06T18:37:25Z,1410000,0.0,14.0,1,left,G. Dragic putback Layup (2 PTS),[201609],1610612751.0,BKN,putback,,,Dragic,G. Dragic,,,,,1.37,Made,2.0,,,,,,,,,,,,,,,,,,
145,PT02M15.00S,2022-03-06T18:37:28.2Z,1,REGULAR,2pt,Jump Shot,[],1628369,77.21747700394218,27.696078431372552,1610612738,29,30,2022-03-06T18:37:35Z,1420000,-112.0,162.0,1,right,MISS J. Tatum 19' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,19.64,Missed,,,,,,,,,,,,,,,,,,,
146,PT02M13.00S,2022-03-06T18:37:30.2Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,29,30,2022-03-06T18:37:35Z,1430000,,,0,,K. Irving REBOUND (Off:0 Def:2),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,145.0,2.0,2.0,0.0,,,
147,PT02M10.00S,2022-03-06T18:37:37.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,29,30,2022-03-06T18:37:37Z,1440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M01.00S,2022-03-06T18:37:55.7Z,1,REGULAR,2pt,Jump Shot,[],200746,17.95335085413929,68.62745098039215,1610612751,29,32,2022-03-06T18:38:00Z,1450000,-93.0,116.0,1,left,L. Aldridge 14' turnaround fadeaway Jump Shot (4 PTS),[200746],1610612751.0,BKN,turnaround fadeaway,,,Aldridge,L. Aldridge,,,,,14.9,Made,4.0,,,,,,,,,,,,,,,,,,
149,PT01M44.00S,2022-03-06T18:38:12.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,90.22667542706965,48.03921568627451,1610612738,29,32,2022-03-06T18:38:16Z,1460000,-10.0,39.0,1,right,MISS M. Smart driving finger roll Layup,[203935],1610612738.0,BOS,driving finger roll,,,Smart,M. Smart,,,,,4.06,Missed,,,,,,,,,,,,,,,,,,,
150,PT01M42.00S,2022-03-06T18:38:14.2Z,1,REGULAR,rebound,defensive,[],201949,,,1610612751,29,32,2022-03-06T18:38:16Z,1470000,,,0,,J. Johnson REBOUND (Off:0 Def:1),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,149.0,1.0,1.0,0.0,,,
151,PT01M35.00S,2022-03-06T18:38:21.7Z,1,REGULAR,3pt,Jump Shot,[],201609,7.30946123521682,97.05882352941177,1610612751,29,32,2022-03-06T18:38:28Z,1480000,-235.0,16.0,1,left,MISS G. Dragic 3PT,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,23.59,Missed,,,,,,,,,,,,,,,,,,,
152,PT01M33.00S,2022-03-06T18:38:23.7Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,29,32,2022-03-06T18:38:28Z,1490000,,,0,,J. Tatum REBOUND (Off:1 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,151.0,2.0,1.0,1.0,,,
153,PT01M13.00S,2022-03-06T18:38:43.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.27792378449409,48.529411764705884,1610612738,29,32,2022-03-06T18:38:47Z,1500000,-7.0,29.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,3.04,Missed,,,,,,,,,,,,,,,,,,,
154,PT01M11.00S,2022-03-06T18:38:45.4Z,1,REGULAR,rebound,defensive,[],201949,,,1610612751,29,32,2022-03-06T18:38:47Z,1510000,,,0,,J. Johnson REBOUND (Off:0 Def:2),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,153.0,2.0,2.0,0.0,,,
155,PT01M08.00S,2022-03-06T18:38:50.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201609,7.703679369250986,53.431372549019606,1610612751,29,32,2022-03-06T18:39:02Z,1520000,-17.0,20.0,1,left,MISS G. Dragic running finger roll Layup - blocked,"[201609, 1629057]",1610612751.0,BKN,running finger roll,,,Dragic,G. Dragic,,,,,2.63,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0,
156,PT01M08.00S,2022-03-06T18:38:50.0Z,1,REGULAR,block,,[],1629057,,,1610612751,29,32,2022-03-06T18:38:51Z,1530000,,,0,,R. Williams III BLOCK (4 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M07.00S,2022-03-06T18:38:51.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,29,32,2022-03-06T18:39:02Z,1540000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,155.0,,,,,,
158,PT01M07.00S,2022-03-06T18:38:53.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,29,32,2022-03-06T18:38:53Z,1550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M59.00S,2022-03-06T18:39:13.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201949,31.225361366622867,39.950980392156865,1610612751,29,32,2022-03-06T18:39:20Z,1560000,50.0,241.0,1,left,MISS J. Johnson 24' 3PT,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,24.62,Missed,,,,,,,,,,,,,,,,,,,
160,PT00M57.00S,2022-03-06T18:39:15.4Z,1,REGULAR,rebound,offensive,[],201609,,,1610612751,29,32,2022-03-06T18:39:20Z,1570000,,,0,,G. Dragic REBOUND (Off:2 Def:1),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,159.0,3.0,1.0,2.0,,,
161,PT00M54.50S,2022-03-06T18:39:19.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612751,29,32,2022-03-06T18:39:38Z,1580000,,,0,,D. White shooting personal FOUL (1 PF) (Dragic 2 FT),"[1628401, 201609]",1610612738.0,BOS,shooting,,,White,D. White,,,,,,,,,,,2534.0,,1.0,0.0,Dragic,201609.0,,,,,,,,,
163,PT00M54.50S,2022-03-06T18:39:41.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],201609,,,1610612751,29,33,2022-03-06T18:39:41Z,1600000,,,0,,G. Dragic Free Throw 1 of 2 (3 PTS),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
164,PT00M54.50S,2022-03-06T18:39:55.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],201609,,,1610612751,29,34,2022-03-06T18:39:55Z,1610000,,,0,,G. Dragic Free Throw 2 of 2 (4 PTS),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
165,PT00M43.20S,2022-03-06T18:40:13.8Z,1,REGULAR,turnover,lost ball,[],1629684,,,1610612738,29,34,2022-03-06T18:40:18Z,1620000,,,0,,G. Williams lost ball TURNOVER (1 TO),"[1629684, 202681]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,1.0,,,,,Irving,202681.0,,,,,,,
166,PT00M43.20S,2022-03-06T18:40:13.8Z,1,REGULAR,steal,,[],202681,,,1610612751,29,34,2022-03-06T18:40:15Z,1630000,,,0,,K. Irving STEAL (1 STL),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M23.70S,2022-03-06T18:40:33.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],200746,5.732588699080158,24.509803921568626,1610612751,29,34,2022-03-06T18:40:38Z,1640000,127.0,1.0,1,left,MISS L. Aldridge 12' turnaround bank Shot,[200746],1610612751.0,BKN,turnaround bank,,,Aldridge,L. Aldridge,,,,,12.75,Missed,,,,,,,,,,,,,,,,,,,
168,PT00M21.30S,2022-03-06T18:40:35.6Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,29,34,2022-03-06T18:40:35Z,1650000,,,0,,R. Williams III REBOUND (Off:0 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,167.0,2.0,2.0,0.0,,,
169,PT00M03.00S,2022-03-06T18:40:53.9Z,1,REGULAR,turnover,lost ball,[],203935,,,1610612738,29,34,2022-03-06T18:40:57Z,1660000,,,0,,M. Smart lost ball TURNOVER (2 TO),"[203935, 202681]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,2.0,,,,,Irving,202681.0,,,,,,,
170,PT00M03.00S,2022-03-06T18:40:53.9Z,1,REGULAR,steal,,[],202681,,,1610612751,29,34,2022-03-06T18:40:55Z,1670000,,,0,,K. Irving STEAL (2 STL),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT00M00.00S,2022-03-06T18:40:57.0Z,1,REGULAR,instantreplay,request,[],0,,,1610612751,29,34,2022-03-06T18:43:26Z,1675000,,,0,,,[],,,support,,,,,,,,,,,,,,,2534.0,,,,,,,,,,,,,,End Period - No Basket
171,PT00M00.00S,2022-03-06T18:41:00.2Z,1,REGULAR,period,end,[],0,,,1610612751,29,34,2022-03-06T18:41:00Z,1680000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-03-06T18:44:05.0Z,2,REGULAR,substitution,out,['startperiod'],1629684,,,1610612751,29,34,2022-03-06T18:44:28Z,1700000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-03-06T18:44:05.0Z,2,REGULAR,substitution,out,['startperiod'],203935,,,1610612751,29,34,2022-03-06T18:44:28Z,1710000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-03-06T18:44:05.0Z,2,REGULAR,substitution,out,['startperiod'],1629057,,,1610612751,29,34,2022-03-06T18:44:28Z,1720000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-03-06T18:44:05.0Z,2,REGULAR,substitution,out,['startperiod'],200746,,,1610612751,29,34,2022-03-06T18:44:28Z,1730000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-03-06T18:44:05.0Z,2,REGULAR,substitution,in,['startperiod'],201143,,,1610612751,29,34,2022-03-06T18:44:28Z,1740000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-03-06T18:44:05.0Z,2,REGULAR,substitution,in,['startperiod'],1628464,,,1610612751,29,34,2022-03-06T18:44:28Z,1750000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-03-06T18:44:05.0Z,2,REGULAR,substitution,in,['startperiod'],1630202,,,1610612751,29,34,2022-03-06T18:44:28Z,1760000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-03-06T18:44:05.0Z,2,REGULAR,substitution,in,['startperiod'],203083,,,1610612751,29,34,2022-03-06T18:44:28Z,1770000,,,0,,SUB in: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-03-06T18:44:48.3Z,2,REGULAR,period,start,[],0,,,1610612751,29,34,2022-03-06T18:44:48Z,1780000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
