actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
352,PT09M18.00S,2021-12-31T19:29:57.4Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630188,,,1610612756,73,54,2021-12-31T19:29:57Z,3480000,,,0,,J. Smith Free Throw 1 of 1 (19 PTS),[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
353,PT09M08.00S,2021-12-31T19:30:10.8Z,3,REGULAR,foul,personal,['2freethrow'],1628969,,,1610612738,73,54,2021-12-31T19:30:18Z,3490000,,,0,,M. Bridges shooting personal FOUL (2 PF) (Brown 2 FT),"[1628969, 1627759]",1610612756.0,PHX,shooting,,,Bridges,M. Bridges,,,,,,,,,,,,1628482.0,2.0,0.0,Brown,1627759.0,,,,,,,,,
355,PT09M08.00S,2021-12-31T19:30:32.9Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,74,54,2021-12-31T19:30:32Z,3510000,,,0,,J. Brown Free Throw 1 of 2 (14 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
356,PT09M08.00S,2021-12-31T19:30:46.0Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,75,54,2021-12-31T19:30:46Z,3520000,,,0,,J. Brown Free Throw 2 of 2 (15 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
357,PT08M57.00S,2021-12-31T19:31:00.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,5.601182654402102,49.01960784313725,1610612756,75,56,2021-12-31T19:31:24Z,3530000,5.0,0.0,1,left,M. Bridges cutting finger roll Layup (7 PTS) (C. Paul 5 AST),"[1628969, 101108]",1610612756.0,PHX,cutting finger roll,,,Bridges,M. Bridges,,,,,0.49,Made,7.0,C. Paul,101108.0,5.0,,,,,,,,,,,,,,,
359,PT08M40.00S,2021-12-31T19:31:23.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,75,56,2021-12-31T19:31:23Z,3550000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT08M34.00S,2021-12-31T19:34:22.8Z,3,REGULAR,3pt,Jump Shot,[],1627759,70.64717477003943,16.666666666666664,1610612738,75,56,2021-12-31T19:34:30Z,3560000,-167.0,223.0,1,right,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.87,Missed,,,,,,,,,,,,,,,,,,,
361,PT08M31.00S,2021-12-31T19:34:25.8Z,3,REGULAR,rebound,defensive,[],1626164,,,1610612756,75,56,2021-12-31T19:34:30Z,3570000,,,0,,D. Booker REBOUND (Off:0 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,360.0,,,,,,,,,3.0,3.0,0.0,,,
362,PT08M26.00S,2021-12-31T19:34:32.7Z,3,REGULAR,2pt,Jump Shot,[],1626164,9.198423127463863,75.51317401960785,1610612756,75,56,2021-12-31T19:35:32Z,3580000,-128.0,34.0,1,left,MISS D. Booker 13' driving floating Shot - blocked,"[1626164, 1629057]",1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,13.21,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0,
363,PT08M26.00S,2021-12-31T19:34:32.7Z,3,REGULAR,block,,[],1629057,,,1610612756,75,56,2021-12-31T19:34:36Z,3590000,,,0,,R. Williams III BLOCK (3 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT08M24.00S,2021-12-31T19:34:34.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612756,75,56,2021-12-31T19:34:51Z,3600000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,362.0,,,,,,,,,,,,,,
365,PT08M24.00S,2021-12-31T19:34:38.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,75,56,2021-12-31T19:34:38Z,3610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT08M18.00S,2021-12-31T19:34:59.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629661,23.340998685939553,89.4607843137255,1610612756,75,59,2021-12-31T19:35:03Z,3620000,-197.0,167.0,1,left,C. Johnson 25' 3PT  (16 PTS) (C. Paul 6 AST),"[1629661, 101108]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,25.84,Made,16.0,C. Paul,101108.0,6.0,,,,,,,,,,,,,,,
368,PT07M59.00S,2021-12-31T19:35:18.0Z,3,REGULAR,foul,personal,['2freethrow'],1630188,,,1610612738,75,59,2021-12-31T19:35:29Z,3640000,,,0,,J. Smith shooting personal FOUL (4 PF) (Brown 2 FT),"[1630188, 1627759]",1610612756.0,PHX,shooting,,,Smith,J. Smith,,,,,,,,,,,,1662.0,4.0,0.0,Brown,1627759.0,,,,,,,,,
370,PT07M59.00S,2021-12-31T19:35:56.9Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,76,59,2021-12-31T19:35:56Z,3660000,,,0,,J. Brown Free Throw 1 of 2 (16 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
371,PT07M59.00S,2021-12-31T19:36:03.4Z,3,REGULAR,substitution,out,[],1630188,,,1610612738,76,59,2021-12-31T19:36:06Z,3670000,,,0,,SUB out: J. Smith,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT07M59.00S,2021-12-31T19:36:03.4Z,3,REGULAR,substitution,in,[],1629150,,,1610612738,76,59,2021-12-31T19:36:06Z,3680000,,,0,,SUB in: E. Terry,[1629150],1610612756.0,PHX,,,,Terry,E. Terry,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT07M59.00S,2021-12-31T19:36:19.8Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,77,59,2021-12-31T19:36:19Z,3690000,,,0,,J. Brown Free Throw 2 of 2 (17 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
374,PT07M45.00S,2021-12-31T19:36:44.3Z,3,REGULAR,3pt,Jump Shot,[],1629661,27.414586070959263,82.35294117647058,1610612756,77,59,2021-12-31T19:36:49Z,3700000,-162.0,205.0,1,left,MISS C. Johnson 26' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,,
375,PT07M42.00S,2021-12-31T19:36:47.3Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,77,59,2021-12-31T19:36:49Z,3710000,,,0,,M. Smart REBOUND (Off:1 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,374.0,,,,,,,,,5.0,4.0,1.0,,,
376,PT07M30.00S,2021-12-31T19:36:58.8Z,3,REGULAR,3pt,Jump Shot,[],1627759,85.10183968462549,95.09803921568627,1610612738,77,59,2021-12-31T19:37:05Z,3720000,225.0,88.0,1,right,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.19,Missed,,,,,,,,,,,,,,,,,,,
377,PT07M27.00S,2021-12-31T19:37:01.8Z,3,REGULAR,rebound,defensive,[],1629150,,,1610612756,77,59,2021-12-31T19:37:05Z,3730000,,,0,,E. Terry REBOUND (Off:0 Def:2),[1629150],1610612756.0,PHX,,,,Terry,E. Terry,,,,,,,,,,,376.0,,,,,,,,,2.0,2.0,0.0,,,
378,PT07M25.00S,2021-12-31T19:37:06.7Z,3,REGULAR,foul,personal,['2freethrow'],201143,,,1610612756,77,59,2021-12-31T19:37:21Z,3740000,,,0,,A. Horford shooting personal FOUL (2 PF) (Booker 2 FT),"[201143, 1626164]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,,,,,,,,1662.0,2.0,0.0,Booker,1626164.0,,,,,,,,,
380,PT07M25.00S,2021-12-31T19:37:33.2Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1626164,,,1610612756,77,60,2021-12-31T19:37:33Z,3760000,,,0,,D. Booker Free Throw 1 of 2 (12 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
381,PT07M25.00S,2021-12-31T19:37:45.4Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1626164,,,1610612756,77,61,2021-12-31T19:37:45Z,3770000,,,0,,D. Booker Free Throw 2 of 2 (13 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
382,PT07M14.00S,2021-12-31T19:37:58.1Z,3,REGULAR,3pt,Jump Shot,[],1629684,89.17542706964521,95.83333333333334,1610612738,77,61,2021-12-31T19:38:12Z,3780000,229.0,49.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.44,Missed,,,,,,,,,,,,,,,,,,,
383,PT07M11.00S,2021-12-31T19:38:01.1Z,3,REGULAR,rebound,defensive,[],1628969,,,1610612756,77,61,2021-12-31T19:38:12Z,3790000,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,382.0,,,,,,,,,3.0,3.0,0.0,,,
384,PT07M03.00S,2021-12-31T19:38:11.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,9.149145860709593,41.17647058823529,1610612756,77,61,2021-12-31T19:40:01Z,3800000,44.0,34.0,1,left,MISS D. Booker driving finger roll Layup,[1626164],1610612756.0,PHX,driving finger roll,,,Booker,D. Booker,,,,,5.54,Missed,,,,,,,,,,,,,,,,,,,
385,PT07M01.00S,2021-12-31T19:38:13.0Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,77,61,2021-12-31T19:38:19Z,3810000,,,0,,A. Horford REBOUND (Off:2 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,384.0,,,,,,,,,4.0,2.0,2.0,,,
386,PT06M55.00S,2021-12-31T19:38:17.0Z,3,REGULAR,turnover,bad pass,[],203935,,,1610612738,77,61,2021-12-31T19:38:43Z,3820000,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 1626164]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,1.0,Booker,1626164.0,,,,,,
387,PT06M55.00S,2021-12-31T19:38:17.0Z,3,REGULAR,steal,,[],1626164,,,1610612756,77,61,2021-12-31T19:38:18Z,3830000,,,0,,D. Booker STEAL (2 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT06M51.00S,2021-12-31T19:38:20.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628969,23.340998685939553,7.8431372549019605,1610612756,77,64,2021-12-31T19:40:30Z,3840000,211.0,167.0,1,left,M. Bridges 26' 3PT running (10 PTS) (D. Booker 3 AST),"[1628969, 1626164]",1610612756.0,PHX,running,,,Bridges,M. Bridges,,,,,26.89,Made,10.0,D. Booker,1626164.0,3.0,,,,,,,,,,,,,,,
390,PT06M31.00S,2021-12-31T19:38:40.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,91.14651773981603,53.18627450980392,1610612738,79,64,2021-12-31T19:38:49Z,3860000,16.0,31.0,1,right,M. Smart driving Layup (16 PTS) (R. Williams III 7 AST),"[203935, 1629057]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,3.46,Made,16.0,R. Williams III,1629057.0,7.0,,,,,,,,,,,,,,,
391,PT06M15.00S,2021-12-31T19:38:56.7Z,3,REGULAR,3pt,Jump Shot,[],101108,30.305519053876477,67.15686274509804,1610612756,79,64,2021-12-31T19:41:16Z,3870000,-86.0,232.0,1,left,MISS C. Paul 24' pullup 3PT,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,24.77,Missed,,,,,,,,,,,,,,,,,,,
392,PT06M11.00S,2021-12-31T19:39:00.7Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,79,64,2021-12-31T19:39:04Z,3880000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,391.0,,,,,,,,,5.0,5.0,0.0,,,
393,PT06M07.00S,2021-12-31T19:39:04.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627759,89.04402102496715,49.26470588235294,1610612738,79,64,2021-12-31T19:39:22Z,3890000,-4.0,50.0,1,right,MISS J. Brown running pullup Shot,[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,5.06,Missed,,,,,,,,,,,,,,,,,,,
394,PT06M05.00S,2021-12-31T19:39:07.7Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,79,64,2021-12-31T19:39:07Z,3900000,,,0,,J. Brown REBOUND (Off:1 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,393.0,,,,,,,,,6.0,5.0,1.0,,,
395,PT06M01.00S,2021-12-31T19:39:11.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,73.40670170827858,86.02941176470588,1610612738,79,64,2021-12-31T19:39:25Z,3910000,180.0,197.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.73,Missed,,,,,,,,,,,,,,,,,,,
396,PT05M56.00S,2021-12-31T19:39:16.8Z,3,REGULAR,rebound,offensive,[],201143,,,1610612738,79,64,2021-12-31T19:39:25Z,3920000,,,0,,A. Horford REBOUND (Off:3 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,395.0,,,,,,,,,5.0,2.0,3.0,,,
397,PT05M46.00S,2021-12-31T19:39:25.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201143,89.70105124835742,54.90196078431373,1610612738,79,64,2021-12-31T19:39:37Z,3930000,25.0,44.0,1,right,MISS A. Horford turnaround bank Shot,[201143],1610612738.0,BOS,turnaround bank,,,Horford,A. Horford,,,,,5.06,Missed,,,,,,,,,,,,,,,,,,,
398,PT05M41.00S,2021-12-31T19:39:30.7Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,79,64,2021-12-31T19:39:37Z,3940000,,,0,,R. Williams III REBOUND (Off:4 Def:7),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,397.0,,,,,,,,,11.0,7.0,4.0,,,
399,PT05M41.00S,2021-12-31T19:39:30.4Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629057,94.40999984741211,50.0,1610612738,81,64,2021-12-31T19:39:41Z,3950000,0.0,0.0,1,right,R. Williams III tip DUNK (10 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Made,10.0,,,,,,,,,,,,,,,,,,
400,PT05M23.00S,2021-12-31T19:39:49.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,7.703679369250986,42.8921568627451,1610612756,81,64,2021-12-31T19:39:57Z,3960000,36.0,20.0,1,left,MISS D. Booker driving finger roll Layup,[1626164],1610612756.0,PHX,driving finger roll,,,Booker,D. Booker,,,,,4.07,Missed,,,,,,,,,,,,,,,,,,,
401,PT05M19.00S,2021-12-31T19:39:53.5Z,3,REGULAR,rebound,offensive,[],1629150,,,1610612756,81,64,2021-12-31T19:40:18Z,3970000,,,0,,E. Terry REBOUND (Off:1 Def:2),[1629150],1610612756.0,PHX,,,,Terry,E. Terry,,,,,,,,,,,400.0,,,,,,,,,3.0,2.0,1.0,,,
402,PT05M19.00S,2021-12-31T19:39:53.4Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629150,5.590000152587891,50.0,1610612756,81,64,2021-12-31T19:40:06Z,3980000,0.0,0.0,1,left,MISS E. Terry tip Layup,[1629150],1610612756.0,PHX,tip,,,Terry,E. Terry,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
403,PT05M18.00S,2021-12-31T19:39:54.4Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,81,64,2021-12-31T19:40:06Z,3990000,,,0,,J. Brown REBOUND (Off:1 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,402.0,,,,,,,,,7.0,6.0,1.0,,,
404,PT05M10.00S,2021-12-31T19:40:01.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,91.67214191852825,55.63725490196079,1610612738,83,64,2021-12-31T19:40:36Z,4000000,28.0,26.0,1,right,G. Williams Layup (4 PTS) (A. Horford 4 AST),"[1629684, 201143]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,3.82,Made,4.0,A. Horford,201143.0,4.0,,,,,,,,,,,,,,,
406,PT05M10.00S,2021-12-31T19:40:08.9Z,3,REGULAR,timeout,full,['team'],0,,,1610612756,83,64,2021-12-31T19:40:08Z,4020000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT05M10.00S,2021-12-31T19:41:20.5Z,3,REGULAR,substitution,out,[],1627759,,,1610612756,83,64,2021-12-31T19:41:36Z,4030000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT05M10.00S,2021-12-31T19:41:20.5Z,3,REGULAR,substitution,out,[],201143,,,1610612756,83,64,2021-12-31T19:41:36Z,4040000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT05M10.00S,2021-12-31T19:41:20.5Z,3,REGULAR,substitution,in,[],1626196,,,1610612756,83,64,2021-12-31T19:41:36Z,4050000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT05M10.00S,2021-12-31T19:41:20.5Z,3,REGULAR,substitution,in,[],1629641,,,1610612756,83,64,2021-12-31T19:41:36Z,4060000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT05M01.00S,2021-12-31T19:41:54.9Z,3,REGULAR,turnover,out-of-bounds,[],1629661,,,1610612756,83,64,2021-12-31T19:42:15Z,4070000,,,0,,C. Johnson bad pass out-of-bounds TURNOVER (1 TO),[1629661],1610612756.0,PHX,bad pass,,,Johnson,C. Johnson,,,,,,,,,,,,202053.0,,,,,1.0,,,,,,,,
412,PT05M01.00S,2021-12-31T19:41:58.7Z,3,REGULAR,substitution,out,[],101108,,,1610612738,83,64,2021-12-31T19:42:10Z,4080000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M01.00S,2021-12-31T19:41:58.7Z,3,REGULAR,substitution,out,[],1628969,,,1610612738,83,64,2021-12-31T19:42:10Z,4090000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT05M01.00S,2021-12-31T19:41:58.7Z,3,REGULAR,substitution,in,[],1629013,,,1610612738,83,64,2021-12-31T19:42:10Z,4100000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M01.00S,2021-12-31T19:41:58.7Z,3,REGULAR,substitution,in,[],1626166,,,1610612738,83,64,2021-12-31T19:42:10Z,4110000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT04M43.00S,2021-12-31T19:42:31.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203935,88.91261498028909,48.03921568627451,1610612738,85,64,2021-12-31T19:44:20Z,4120000,-10.0,52.0,1,right,M. Smart cutting Layup (18 PTS) (R. Williams III 8 AST),"[203935, 1629057]",1610612738.0,BOS,cutting,,,Smart,M. Smart,,,,,5.26,Made,18.0,R. Williams III,1629057.0,8.0,,,,,,,,,,,,,,,
418,PT04M26.00S,2021-12-31T19:42:47.5Z,3,REGULAR,2pt,Jump Shot,[],1626164,8.492115637319317,31.61764705882353,1610612756,85,64,2021-12-31T19:42:55Z,4140000,92.0,27.0,1,left,MISS D. Booker 9' driving floating Shot,[1626164],1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,9.59,Missed,,,,,,,,,,,,,,,,,,,
419,PT04M23.00S,2021-12-31T19:42:50.5Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,85,64,2021-12-31T19:42:55Z,4150000,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,418.0,,,,,,,,,3.0,3.0,0.0,,,
420,PT04M09.00S,2021-12-31T19:43:04.7Z,3,REGULAR,turnover,bad pass,[],203935,,,1610612738,85,64,2021-12-31T19:43:13Z,4160000,,,0,,M. Smart bad pass TURNOVER (2 TO),"[203935, 1629661]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,2.0,Johnson,1629661.0,,,,,,
421,PT04M09.00S,2021-12-31T19:43:04.7Z,3,REGULAR,steal,,[],1629661,,,1610612756,85,64,2021-12-31T19:43:06Z,4170000,,,0,,C. Johnson STEAL (2 STL),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M07.00S,2021-12-31T19:43:10.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629661,6.652431011826544,56.61764705882353,1610612756,85,64,2021-12-31T19:43:25Z,4180000,-33.0,10.0,1,left,MISS C. Johnson running Layup - blocked,"[1629661, 1629684]",1610612756.0,PHX,running,,,Johnson,C. Johnson,,,,,3.46,Missed,,,,,,,,,,,,,,,,,Williams,1629684.0,
423,PT04M07.00S,2021-12-31T19:43:10.3Z,3,REGULAR,block,,[],1629684,,,1610612756,85,64,2021-12-31T19:43:12Z,4190000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT04M05.00S,2021-12-31T19:43:12.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612756,85,64,2021-12-31T19:43:25Z,4200000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,422.0,,,,,,,,,,,,,,
425,PT04M05.00S,2021-12-31T19:43:16.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,85,64,2021-12-31T19:43:16Z,4210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT03M56.00S,2021-12-31T19:43:31.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626164,19.398817345597898,62.00980392156863,1610612756,85,66,2021-12-31T19:43:35Z,4220000,-60.0,130.0,1,left,D. Booker 14' pullup Jump Shot (15 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,14.3,Made,15.0,,,,,,,,,,,,,,,,,,
428,PT03M41.00S,2021-12-31T19:43:47.9Z,3,REGULAR,foul,personal,['2freethrow'],1626166,,,1610612738,85,66,2021-12-31T19:43:58Z,4230000,,,0,,C. Payne shooting personal FOUL (1 PF) (Richardson 2 FT),"[1626166, 1626196]",1610612756.0,PHX,shooting,,,Payne,C. Payne,,,,,,,,,,,,1628482.0,1.0,0.0,Richardson,1626196.0,,,,,,,,,
430,PT03M41.00S,2021-12-31T19:44:15.7Z,3,REGULAR,freethrow,1 of 2,[],1626196,,,1610612738,86,66,2021-12-31T19:44:15Z,4250000,,,0,,J. Richardson Free Throw 1 of 2 (16 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
431,PT03M41.00S,2021-12-31T19:44:33.1Z,3,REGULAR,freethrow,2 of 2,[],1626196,,,1610612738,87,66,2021-12-31T19:44:33Z,4260000,,,0,,J. Richardson Free Throw 2 of 2 (17 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
432,PT03M27.00S,2021-12-31T19:44:48.9Z,3,REGULAR,2pt,Jump Shot,[],1626164,10.85742444152431,68.38235294117648,1610612756,87,66,2021-12-31T19:46:00Z,4270000,-92.0,50.0,1,left,MISS D. Booker 10' Jump Shot,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,10.44,Missed,,,,,,,,,,,,,,,,,,,
433,PT03M24.00S,2021-12-31T19:44:51.9Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,87,66,2021-12-31T19:44:57Z,4280000,,,0,,M. Smart REBOUND (Off:1 Def:5),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,432.0,,,,,,,,,6.0,5.0,1.0,,,
434,PT03M17.00S,2021-12-31T19:44:59.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629684,89.56964520367937,35.049019607843135,1610612738,87,66,2021-12-31T19:45:08Z,4290000,-75.0,46.0,1,right,MISS G. Williams 8' turnaround Hook,[1629684],1610612738.0,BOS,turnaround,,,Williams,G. Williams,,,,,8.76,Missed,,,,,,,,,,,,,,,,,,,
435,PT03M14.00S,2021-12-31T19:45:02.6Z,3,REGULAR,rebound,defensive,[],1629150,,,1610612756,87,66,2021-12-31T19:45:08Z,4300000,,,0,,E. Terry REBOUND (Off:1 Def:3),[1629150],1610612756.0,PHX,,,,Terry,E. Terry,,,,,,,,,,,434.0,,,,,,,,,4.0,3.0,1.0,,,
436,PT03M09.00S,2021-12-31T19:45:07.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626166,28.597240473061763,20.588235294117645,1610612756,87,69,2021-12-31T19:45:14Z,4310000,147.0,216.0,1,left,C. Payne 26' 3PT step back (5 PTS),[1626166],1610612756.0,PHX,step back,,,Payne,C. Payne,,,,,26.16,Made,5.0,,,,,,,,,,,,,,,,,,
437,PT02M52.00S,2021-12-31T19:45:25.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629641,91.27792378449409,59.068627450980394,1610612738,87,69,2021-12-31T19:47:22Z,4320000,45.0,29.0,1,right,MISS R. Langford driving floating Shot,[1629641],1610612738.0,BOS,driving floating,,,Langford,R. Langford,,,,,5.41,Missed,,,,,,,,,,,,,,,,,,,
