actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
94,PT02M55.00S,2022-01-09T00:55:44.0Z,1,REGULAR,turnover,bad pass,[],203471,,,1610612738,14,22,2022-01-09T00:55:48Z,940000,,,0,,D. Schroder bad pass TURNOVER (1 TO),"[203471, 1630193]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,1.0,,,,,,Quickley,1630193.0,
95,PT02M55.00S,2022-01-09T00:55:44.0Z,1,REGULAR,steal,,[],1630193,,,1610612752,14,22,2022-01-09T00:55:45Z,950000,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT02M50.00S,2022-01-09T00:55:49.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203944,7.966491458607096,51.470588235294116,1610612752,14,22,2022-01-09T00:56:16Z,960000,-7.0,22.0,1,left,MISS J. Randle running Layup - blocked,"[203944, 1629057]",1610612752.0,NYK,running,,,Randle,J. Randle,,,,,2.36,Missed,,,,,,,,,Williams III,1629057.0,,,,,,,,,
97,PT02M50.00S,2022-01-09T00:55:49.5Z,1,REGULAR,block,,[],1629057,,,1610612752,14,22,2022-01-09T00:55:51Z,970000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT02M47.00S,2022-01-09T00:55:52.5Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,14,22,2022-01-09T00:56:16Z,980000,,,0,,J. Randle REBOUND (Off:1 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,96.0,3.0,2.0,1.0,,,,,,,,,,,
99,PT02M46.00S,2022-01-09T00:55:54.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629628,4.5499342969776615,96.07843137254902,1610612752,14,22,2022-01-09T00:56:19Z,990000,-230.0,-10.0,1,left,MISS R. Barrett 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,23.06,Missed,,,,,,,,,,,,,,,,,,,
100,PT02M43.00S,2022-01-09T00:55:57.0Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,14,22,2022-01-09T00:56:19Z,1000000,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,99.0,3.0,2.0,1.0,,,,,,,,,,,
101,PT02M23.00S,2022-01-09T00:56:16.3Z,1,REGULAR,3pt,Jump Shot,[],1629684,93.24901445466492,94.85294117647058,1610612738,17,22,2022-01-09T00:56:23Z,1010000,224.0,11.0,1,right,G. Williams 3PT  (3 PTS) (J. Brown 2 AST),"[1629684, 1627759]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,22.46,Made,3.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,,,,
103,PT02M04.00S,2022-01-09T00:56:34.6Z,1,REGULAR,3pt,Jump Shot,[],203944,21.50131406044678,90.93137254901961,1610612752,17,22,2022-01-09T00:58:35Z,1030000,-205.0,150.0,1,left,MISS J. Randle 25' pullup 3PT,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,25.35,Missed,,,,,,,,,,,,,,,,,,,
104,PT01M59.00S,2022-01-09T00:56:39.6Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,17,22,2022-01-09T00:56:45Z,1040000,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,103.0,4.0,3.0,1.0,,,,,,,,,,,
105,PT01M54.00S,2022-01-09T00:56:47.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629628,,,1610612738,17,22,2022-01-09T00:56:59Z,1050000,,,0,,R. Barrett personal FOUL (1 PF) (Richardson 2 FT),"[1629628, 1626196]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,1628168.0,1.0,0.0,Richardson,1626196.0,,,
107,PT01M54.00S,2022-01-09T00:56:58.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,17,22,2022-01-09T00:56:58Z,1070000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT01M54.00S,2022-01-09T00:58:59.7Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,17,22,2022-01-09T00:59:43Z,1080000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT01M54.00S,2022-01-09T00:58:59.7Z,1,REGULAR,substitution,out,[],1629057,,,1610612738,17,22,2022-01-09T00:59:43Z,1090000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT01M54.00S,2022-01-09T00:58:59.7Z,1,REGULAR,substitution,in,[],202683,,,1610612738,17,22,2022-01-09T00:59:43Z,1100000,,,0,,SUB in: E. Freedom,[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT01M54.00S,2022-01-09T00:58:59.7Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,17,22,2022-01-09T00:59:43Z,1110000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT01M54.00S,2022-01-09T01:00:04.7Z,1,REGULAR,freethrow,1 of 2,[],1626196,,,1610612738,18,22,2022-01-09T01:00:04Z,1120000,,,0,,J. Richardson Free Throw 1 of 2 (1 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
113,PT01M54.00S,2022-01-09T01:00:21.2Z,1,REGULAR,freethrow,2 of 2,[],1626196,,,1610612738,19,22,2022-01-09T01:00:21Z,1130000,,,0,,J. Richardson Free Throw 2 of 2 (2 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
114,PT01M40.00S,2022-01-09T01:00:37.7Z,1,REGULAR,foul,personal,['2freethrow'],202683,,,1610612752,19,22,2022-01-09T01:00:44Z,1140000,,,0,,E. Freedom shooting personal FOUL (1 PF) (Barrett 2 FT),"[202683, 1629628]",1610612738.0,BOS,shooting,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Barrett,1629628.0,,,
116,PT01M40.00S,2022-01-09T01:01:01.3Z,1,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,19,22,2022-01-09T01:01:01Z,1160000,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Missed,,,,,,,,,,,,,,,,,,,
117,PT01M40.00S,2022-01-09T01:01:01.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,19,22,2022-01-09T01:01:01Z,1170000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,116.0,,,,,,,,,,,,,,
118,PT01M40.00S,2022-01-09T01:01:15.7Z,1,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,19,23,2022-01-09T01:01:15Z,1180000,,,0,,R. Barrett Free Throw 2 of 2 (7 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
120,PT01M26.00S,2022-01-09T01:01:40.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629628,,,1610612738,19,23,2022-01-09T01:01:44Z,1200000,,,0,,R. Barrett shooting personal FOUL (2 PF) (Tatum 2 FT),"[1629628, 1628369]",1610612752.0,NYK,shooting,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,2003.0,2.0,0.0,Tatum,1628369.0,,,
122,PT01M26.00S,2022-01-09T01:01:56.6Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,20,23,2022-01-09T01:01:56Z,1220000,,,0,,J. Tatum Free Throw 1 of 2 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
123,PT01M26.00S,2022-01-09T01:02:11.0Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,21,23,2022-01-09T01:02:11Z,1230000,,,0,,J. Tatum Free Throw 2 of 2 (9 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
124,PT01M08.00S,2022-01-09T01:02:30.9Z,1,REGULAR,3pt,Jump Shot,[],1629628,32.276609724047304,33.088235294117645,1610612752,21,26,2022-01-09T01:02:36Z,1240000,85.0,251.0,1,left,R. Barrett 26' 3PT  (10 PTS) (J. Randle 4 AST),"[1629628, 203944]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,26.48,Made,10.0,J. Randle,203944.0,4.0,,,,,,,,,,,,,,,
126,PT00M41.40S,2022-01-09T01:02:58.4Z,1,REGULAR,2pt,Jump Shot,[],1626196,83.26215505913272,30.14705882352941,1610612738,21,26,2022-01-09T01:03:22Z,1260000,-99.0,105.0,1,right,MISS J. Richardson 14' turnaround fadeaway Shot,[1626196],1610612738.0,BOS,turnaround fadeaway,,,Richardson,J. Richardson,,,,,14.44,Missed,,,,,,,,,,,,,,,,,,,
127,PT00M40.50S,2022-01-09T01:02:59.3Z,1,REGULAR,rebound,offensive,[],1629684,,,1610612738,21,26,2022-01-09T01:04:44Z,1270000,,,0,,G. Williams REBOUND (Off:2 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,126.0,2.0,0.0,2.0,,,,,,,,,,,
128,PT00M40.50S,2022-01-09T01:03:04.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612738,21,26,2022-01-09T01:04:08Z,1280000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,1628168.0,,,,,,,
129,PT00M19.70S,2022-01-09T01:03:32.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630193,12.565703022339028,54.166666666666664,1610612752,21,26,2022-01-09T01:03:56Z,1290000,-21.0,66.0,1,left,MISS I. Quickley 6' driving floating Shot,[1630193],1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,6.88,Missed,,,,,,,,,,,,,,,,,,,
130,PT00M17.60S,2022-01-09T01:03:34.6Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,21,26,2022-01-09T01:03:34Z,1300000,,,0,,E. Freedom REBOUND (Off:0 Def:1),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,129.0,1.0,1.0,0.0,,,,,,,,,,,
131,PT00M01.80S,2022-01-09T01:03:51.4Z,1,REGULAR,3pt,Jump Shot,[],1629684,71.04139290407359,20.588235294117645,1610612738,21,26,2022-01-09T01:04:13Z,1310000,-147.0,220.0,1,right,MISS G. Williams 26' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,26.44,Missed,,,,,,,,,,,,,,,,,,,
132,PT00M00.80S,2022-01-09T01:03:52.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,21,26,2022-01-09T01:04:13Z,1320000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,131.0,,,,,,,,,,,,,,
133,PT00M00.00S,2022-01-09T01:04:04.6Z,1,REGULAR,period,end,[],0,,,1610612738,21,26,2022-01-09T01:04:04Z,1330000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT12M00.00S,2022-01-09T01:05:46.6Z,2,REGULAR,substitution,out,['startperiod'],1629628,,,1610612738,21,26,2022-01-09T01:06:27Z,1340000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT12M00.00S,2022-01-09T01:05:46.6Z,2,REGULAR,substitution,out,['startperiod'],203944,,,1610612738,21,26,2022-01-09T01:06:27Z,1350000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2022-01-09T01:05:46.6Z,2,REGULAR,substitution,in,['startperiod'],1630167,,,1610612738,21,26,2022-01-09T01:06:27Z,1360000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2022-01-09T01:05:46.6Z,2,REGULAR,substitution,in,['startperiod'],202692,,,1610612738,21,26,2022-01-09T01:06:27Z,1370000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2022-01-09T01:06:33.7Z,2,REGULAR,period,start,[],0,,,1610612752,21,26,2022-01-09T01:06:33Z,1380000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT11M40.00S,2022-01-09T01:06:52.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,18.610381077529567,35.53921568627451,1610612752,21,28,2022-01-09T01:06:57Z,1390000,72.0,122.0,1,left,A. Burks 14' driving floating Jump Shot (5 PTS),[202692],1610612752.0,NYK,driving floating,,,Burks,A. Burks,,,,,14.22,Made,5.0,,,,,,,,,,,,,,,,,,
140,PT11M18.00S,2022-01-09T01:07:14.6Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,21,28,2022-01-09T01:07:18Z,1400000,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 201959]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,1.0,,,,,,Gibson,201959.0,
141,PT11M18.00S,2022-01-09T01:07:14.6Z,2,REGULAR,steal,,[],201959,,,1610612752,21,28,2022-01-09T01:07:16Z,1410000,,,0,,T. Gibson STEAL (1 STL),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT11M12.00S,2022-01-09T01:07:21.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629656,20.18725361366623,90.93137254901961,1610612752,21,31,2022-01-09T01:07:56Z,1420000,-205.0,137.0,1,left,Q. Grimes 24' 3PT pullup (3 PTS),[1629656],1610612752.0,NYK,pullup,,,Grimes,Q. Grimes,,,,,24.65,Made,3.0,,,,,,,,,,,,,,,,,,
144,PT10M56.00S,2022-01-09T01:07:36.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203471,92.59198423127464,54.166666666666664,1610612738,23,31,2022-01-09T01:07:40Z,1440000,21.0,17.0,1,right,D. Schroder driving finger roll Layup (2 PTS),[203471],1610612738.0,BOS,driving finger roll,,,Schroder,D. Schroder,,,,,2.69,Made,2.0,,,,,,,,,,,,,,,,,,
145,PT10M38.00S,2022-01-09T01:07:56.8Z,2,REGULAR,foul,personal,[],1626196,,,1610612752,23,31,2022-01-09T01:08:03Z,1450000,,,0,,J. Richardson personal FOUL (1 PF),"[1626196, 1630193]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Quickley,1630193.0,,,
147,PT10M38.00S,2022-01-09T01:08:29.8Z,2,REGULAR,stoppage,blood rule,[],0,,,1610612752,23,31,2022-01-09T01:08:29Z,1470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT10M34.00S,2022-01-09T01:09:23.0Z,2,REGULAR,3pt,Jump Shot,[],1630193,31.225361366622867,67.8921568627451,1610612752,23,31,2022-01-09T01:09:28Z,1480000,-89.0,241.0,1,left,MISS I. Quickley 25' pullup 3PT,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,,
149,PT10M31.00S,2022-01-09T01:09:26.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,23,31,2022-01-09T01:09:28Z,1490000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,148.0,1.0,1.0,0.0,,,,,,,,,,,
150,PT10M25.00S,2022-01-09T01:09:31.6Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,23,31,2022-01-09T01:10:09Z,1500000,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 202692]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,2.0,,,,,,Burks,202692.0,
151,PT10M25.00S,2022-01-09T01:09:31.6Z,2,REGULAR,steal,,[],202692,,,1610612752,23,31,2022-01-09T01:09:32Z,1510000,,,0,,A. Burks STEAL (1 STL),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT10M21.00S,2022-01-09T01:09:35.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202692,5.995400788436268,44.11764705882353,1610612752,23,31,2022-01-09T01:09:46Z,1520000,29.0,4.0,1,left,MISS A. Burks running finger roll Layup - blocked,"[202692, 1626196]",1610612752.0,NYK,running finger roll,,,Burks,A. Burks,,,,,2.97,Missed,,,,,,,,,Richardson,1626196.0,,,,,,,,,
153,PT10M21.00S,2022-01-09T01:09:35.8Z,2,REGULAR,block,,[],1626196,,,1610612752,23,31,2022-01-09T01:09:38Z,1530000,,,0,,J. Richardson BLOCK (1 BLK),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT10M17.00S,2022-01-09T01:09:39.8Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,23,31,2022-01-09T01:09:46Z,1540000,,,0,,E. Freedom REBOUND (Off:0 Def:2),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,152.0,2.0,2.0,0.0,,,,,,,,,,,
155,PT10M06.00S,2022-01-09T01:09:50.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,84.97043363994744,62.745098039215684,1610612738,23,31,2022-01-09T01:09:56Z,1550000,64.0,89.0,1,right,MISS D. Schroder 10' fadeaway Shot,[203471],1610612738.0,BOS,fadeaway,,,Schroder,D. Schroder,,,,,10.93,Missed,,,,,,,,,,,,,,,,,,,
156,PT10M03.00S,2022-01-09T01:09:53.4Z,2,REGULAR,rebound,offensive,[],202683,,,1610612738,23,31,2022-01-09T01:09:56Z,1560000,,,0,,E. Freedom REBOUND (Off:1 Def:2),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,155.0,3.0,2.0,1.0,,,,,,,,,,,
157,PT10M01.00S,2022-01-09T01:09:55.8Z,2,REGULAR,foul,personal,['3freethrow'],1629656,,,1610612738,23,31,2022-01-09T01:11:08Z,1570000,,,0,,Q. Grimes shooting personal FOUL (1 PF) (Richardson 3 FT),"[1629656, 1626196]",1610612752.0,NYK,shooting,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,1628168.0,1.0,0.0,Richardson,1626196.0,,,
159,PT10M01.00S,2022-01-09T01:10:26.1Z,2,REGULAR,freethrow,1 of 3,['2ndchance'],1626196,,,1610612738,24,31,2022-01-09T01:11:25Z,1590000,,,0,,J. Richardson Free Throw 1 of 3 (3 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
160,PT10M01.00S,2022-01-09T01:10:26.1Z,2,REGULAR,freethrow,2 of 3,['2ndchance'],1626196,,,1610612738,25,31,2022-01-09T01:11:25Z,1600000,,,0,,J. Richardson Free Throw 2 of 3 (4 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
161,PT10M01.00S,2022-01-09T01:10:26.1Z,2,REGULAR,freethrow,3 of 3,['2ndchance'],1626196,,,1610612738,25,31,2022-01-09T01:11:25Z,1610000,,,0,,MISS J. Richardson Free Throw 3 of 3,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
162,PT10M01.00S,2022-01-09T01:10:26.1Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,25,31,2022-01-09T01:11:25Z,1620000,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,161.0,1.0,1.0,0.0,,,,,,,,,,,
163,PT09M39.00S,2022-01-09T01:11:26.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,15.325229960578188,43.872549019607845,1610612752,25,33,2022-01-09T01:11:31Z,1630000,31.0,92.0,1,left,I. Quickley 9' driving floating Jump Shot (11 PTS),[1630193],1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,9.66,Made,11.0,,,,,,,,,,,,,,,,,,
165,PT09M19.00S,2022-01-09T01:11:47.8Z,2,REGULAR,3pt,Jump Shot,[],1628369,78.40013140604468,91.17647058823529,1610612738,25,33,2022-01-09T01:12:19Z,1650000,206.0,151.0,1,right,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.5,Missed,,,,,,,,,,,,,,,,,,,
166,PT09M18.00S,2022-01-09T01:11:48.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,25,33,2022-01-09T01:12:03Z,1660000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,165.0,,,,,,,,,,,,,,
167,PT09M18.00S,2022-01-09T01:11:55.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,25,33,2022-01-09T01:11:55Z,1670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT09M18.00S,2022-01-09T01:12:02.7Z,2,REGULAR,substitution,out,[],1630193,,,1610612738,25,33,2022-01-09T01:12:05Z,1680000,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT09M18.00S,2022-01-09T01:12:02.7Z,2,REGULAR,substitution,in,[],1629628,,,1610612738,25,33,2022-01-09T01:12:05Z,1690000,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT09M16.00S,2022-01-09T01:12:18.5Z,2,REGULAR,2pt,Hook,['2ndchance'],202683,93.77463863337714,76.9607843137255,1610612738,27,33,2022-01-09T01:12:24Z,1700000,135.0,6.0,1,right,E. Freedom 13' Hook (2 PTS) (J. Richardson 1 AST),"[202683, 1626196]",1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,13.49,Made,2.0,J. Richardson,1626196.0,1.0,,,,,,,,,,,,,,,
172,PT08M53.00S,2022-01-09T01:12:41.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201959,11.12023653088042,49.01960784313725,1610612752,27,33,2022-01-09T01:12:54Z,1720000,5.0,52.0,1,left,MISS T. Gibson driving DUNK,[201959],1610612752.0,NYK,driving,,,Gibson,T. Gibson,,,,,5.22,Missed,,,,,,,,,,,,,,,,,,,
174,PT08M50.00S,2022-01-09T01:12:44.4Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,27,33,2022-01-09T01:12:54Z,1740000,,,0,,G. Williams REBOUND (Off:2 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,172.0,3.0,1.0,2.0,,,,,,,,,,,
175,PT08M45.00S,2022-01-09T01:12:49.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1626196,84.1819973718791,42.40196078431372,1610612738,27,33,2022-01-09T01:13:12Z,1750000,-38.0,96.0,1,right,MISS J. Richardson 10' driving floating Shot - blocked,"[1626196, 201959]",1610612738.0,BOS,driving floating,,,Richardson,J. Richardson,,,,,10.34,Missed,,,,,,,,,Gibson,201959.0,,,,,,,,,
176,PT08M45.00S,2022-01-09T01:12:49.5Z,2,REGULAR,block,,[],201959,,,1610612738,27,33,2022-01-09T01:12:51Z,1760000,,,0,,T. Gibson BLOCK (1 BLK),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT08M41.00S,2022-01-09T01:12:53.5Z,2,REGULAR,rebound,defensive,[],1629656,,,1610612752,27,33,2022-01-09T01:13:12Z,1770000,,,0,,Q. Grimes REBOUND (Off:0 Def:2),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,175.0,2.0,2.0,0.0,,,,,,,,,,,
180,PT08M26.00S,2022-01-09T01:13:09.2Z,2,REGULAR,turnover,bad pass,[],1629628,,,1610612752,27,33,2022-01-09T01:13:28Z,1800000,,,0,,R. Barrett bad pass TURNOVER (1 TO),"[1629628, 1626196]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,1.0,,,,,,Richardson,1626196.0,
181,PT08M26.00S,2022-01-09T01:13:09.2Z,2,REGULAR,steal,,[],1626196,,,1610612738,27,33,2022-01-09T01:13:10Z,1810000,,,0,,J. Richardson STEAL (1 STL),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT08M26.00S,2022-01-09T01:13:16.4Z,2,REGULAR,foul,personal,[],1630167,,,1610612738,27,33,2022-01-09T01:13:38Z,1820000,,,0,,O. Toppin personal FOUL (1 PF),"[1630167, 1626196]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,1628168.0,1.0,0.0,Richardson,1626196.0,,,
184,PT08M13.00S,2022-01-09T01:13:42.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626196,86.02168199737189,96.56862745098039,1610612738,30,33,2022-01-09T01:13:45Z,1840000,233.0,79.0,1,right,J. Richardson 24' 3PT  (7 PTS) (D. Schroder 1 AST),"[1626196, 203471]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,24.58,Made,7.0,D. Schroder,203471.0,1.0,,,,,,,,,,,,,,,
186,PT08M00.00S,2022-01-09T01:14:00.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,30,33,2022-01-09T01:14:00Z,1860000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
