actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
97,PT03M11.00S,2022-03-23T23:56:25.6Z,1,REGULAR,turnover,bad pass,[],203935,,,1610612738,30,15,2022-03-23T23:56:44Z,970000,,,0,,M. Smart bad pass TURNOVER (3 TO),"[203935, 1626220]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,3.0,O'Neale,1626220.0,,,,,,,,,,,,
98,PT03M11.00S,2022-03-23T23:56:25.6Z,1,REGULAR,steal,,[],1626220,,,1610612762,30,15,2022-03-23T23:56:32Z,980000,,,0,,R. O'Neale STEAL (2 STL),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M08.00S,2022-03-23T23:56:33.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626220,67.49342969776609,63.23529411764706,1610612762,30,18,2022-03-24T00:01:13Z,990000,66.0,253.0,1,right,R. O'Neale 26' 3PT pullup (3 PTS),[1626220],1610612762.0,UTA,pullup,,,O'Neale,R. O'Neale,,,,,26.16,Made,3.0,,,,,,,,,,,,,,,,,,
100,PT02M45.00S,2022-03-23T23:56:57.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,7.490144546649148,55.41513480392157,1610612738,32,18,2022-03-24T00:02:02Z,1000000,-27.0,18.0,1,left,R. Williams III alley-oop Layup (4 PTS) (J. Brown 1 AST),"[1629057, 1627759]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,3.25,Made,4.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,,
101,PT02M21.00S,2022-03-23T23:57:11.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202355,91.5407358738502,52.94117647058824,1610612762,32,18,2022-03-23T23:57:17Z,1010000,15.0,27.0,1,right,MISS H. Whiteside driving Layup,[202355],1610612762.0,UTA,driving,,,Whiteside,H. Whiteside,,,,,3.07,Missed,,,,,,,,,,,,,,,,,,,
103,PT02M18.00S,2022-03-23T23:57:14.3Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,32,18,2022-03-23T23:57:17Z,1030000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,101.0,1.0,1.0,0.0,,,,,,,,
104,PT02M15.00S,2022-03-23T23:57:17.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628401,5.732588699080158,41.66666666666667,1610612738,34,18,2022-03-23T23:57:33Z,1040000,42.0,1.0,1,left,D. White Layup (2 PTS) (M. Smart 7 AST),"[1628401, 203935]",1610612738.0,BOS,,,,White,D. White,,,,,4.17,Made,2.0,M. Smart,203935.0,7.0,,,,,,,,,,,,,,,
106,PT02M03.00S,2022-03-23T23:57:31.6Z,1,REGULAR,turnover,lost ball,[],1628378,,,1610612762,34,18,2022-03-23T23:59:34Z,1060000,,,0,,D. Mitchell lost ball TURNOVER (1 TO),"[1628378, 1629684]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,1.0,Williams,1629684.0,,,,,,,,,,,,
107,PT02M03.00S,2022-03-23T23:57:31.6Z,1,REGULAR,steal,,[],1629684,,,1610612738,34,18,2022-03-23T23:57:34Z,1070000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M02.00S,2022-03-23T23:57:43.6Z,1,REGULAR,foul,personal,[],1628378,,,1610612738,34,18,2022-03-24T00:06:07Z,1080000,,,0,,D. Mitchell take personal FOUL (2 PF),"[1628378, 1629684]",1610612762.0,UTA,take,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,201246.0,2.0,0.0,Williams,1629684.0,,,
110,PT02M02.00S,2022-03-23T23:57:54.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,34,18,2022-03-23T23:57:54Z,1100000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M02.00S,2022-03-24T00:00:31.5Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,34,18,2022-03-24T00:00:54Z,1120000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M02.00S,2022-03-24T00:00:31.5Z,1,REGULAR,substitution,out,[],1629057,,,1610612738,34,18,2022-03-24T00:00:54Z,1130000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M02.00S,2022-03-24T00:00:31.5Z,1,REGULAR,substitution,out,[],202355,,,1610612738,34,18,2022-03-24T00:00:54Z,1140000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M02.00S,2022-03-24T00:00:31.5Z,1,REGULAR,substitution,out,[],1626220,,,1610612738,34,18,2022-03-24T00:00:54Z,1150000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M02.00S,2022-03-24T00:00:31.5Z,1,REGULAR,substitution,out,[],1628378,,,1610612738,34,18,2022-03-24T00:00:54Z,1160000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M02.00S,2022-03-24T00:00:31.5Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,34,18,2022-03-24T00:00:54Z,1170000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M02.00S,2022-03-24T00:00:31.5Z,1,REGULAR,substitution,in,[],201143,,,1610612738,34,18,2022-03-24T00:00:54Z,1180000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M02.00S,2022-03-24T00:00:31.5Z,1,REGULAR,substitution,in,[],203497,,,1610612738,34,18,2022-03-24T00:00:54Z,1190000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M02.00S,2022-03-24T00:00:31.5Z,1,REGULAR,substitution,in,[],200752,,,1610612738,34,18,2022-03-24T00:00:54Z,1200000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M02.00S,2022-03-24T00:00:31.5Z,1,REGULAR,substitution,in,[],201144,,,1610612738,34,18,2022-03-24T00:00:54Z,1210000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M47.00S,2022-03-24T00:01:16.1Z,1,REGULAR,turnover,bad pass,[],1629684,,,1610612738,34,18,2022-03-24T00:01:22Z,1220000,,,0,,G. Williams bad pass TURNOVER (1 TO),"[1629684, 203903]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,1.0,Clarkson,203903.0,,,,,,,,,,,,
125,PT01M47.00S,2022-03-24T00:01:16.1Z,1,REGULAR,steal,,[],203903,,,1610612762,34,18,2022-03-24T00:01:17Z,1230000,,,0,,J. Clarkson STEAL (2 STL),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M39.00S,2022-03-24T00:01:23.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203903,90.09526938239159,52.69607843137255,1610612762,34,18,2022-03-24T00:01:33Z,1240000,13.0,41.0,1,right,MISS J. Clarkson driving floating Shot,[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,4.28,Missed,,,,,,,,,,,,,,,,,,,
127,PT01M37.00S,2022-03-24T00:01:25.9Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,34,18,2022-03-24T00:01:33Z,1250000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,126.0,1.0,1.0,0.0,,,,,,,,
128,PT01M34.00S,2022-03-24T00:01:29.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,26.363337713534822,81.12745098039215,1610612738,34,18,2022-03-24T00:01:43Z,1260000,-156.0,195.0,1,left,MISS J. Tatum 24' running pullup 3PT,[1628369],1610612738.0,BOS,running pullup,,,Tatum,J. Tatum,,,,,24.97,Missed,,,,,,,,,,,,,,,,,,,
129,PT01M32.00S,2022-03-24T00:01:31.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,34,18,2022-03-24T00:01:43Z,1270000,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,128.0,1.0,1.0,0.0,,,,,,,,
130,PT01M20.00S,2022-03-24T00:01:49.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,34,18,2022-03-24T00:01:49Z,1280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M09.00S,2022-03-24T00:02:19.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201144,90.75229960578186,46.07843137254902,1610612762,34,20,2022-03-24T00:02:29Z,1290000,-20.0,34.0,1,right,M. Conley driving Layup (5 PTS),[201144],1610612762.0,UTA,driving,,,Conley,M. Conley,,,,,3.96,Made,5.0,,,,,,,,,,,,,,,,,,
132,PT01M09.00S,2022-03-24T00:02:27.6Z,1,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612762,34,20,2022-03-24T00:02:57Z,1300000,,,0,,G. Williams loose ball personal FOUL (3 PF) (Gobert 1 FT),"[1629684, 203497]",1610612738.0,BOS,loose ball,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,1363.0,3.0,0.0,Gobert,203497.0,,,
134,PT01M09.00S,2022-03-24T00:02:49.3Z,1,REGULAR,substitution,out,[],1629684,,,1610612762,34,20,2022-03-24T00:02:57Z,1320000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M09.00S,2022-03-24T00:02:49.3Z,1,REGULAR,substitution,in,[],1628464,,,1610612762,34,20,2022-03-24T00:02:57Z,1330000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M09.00S,2022-03-24T00:03:11.6Z,1,REGULAR,freethrow,1 of 1,[],203497,,,1610612762,34,21,2022-03-24T00:03:11Z,1340000,,,0,,R. Gobert Free Throw 1 of 1 (3 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
137,PT01M01.00S,2022-03-24T00:03:27.0Z,1,REGULAR,foul,personal,[],1630235,,,1610612738,34,21,2022-03-24T00:03:43Z,1350000,,,0,,T. Forrest personal FOUL (1 PF),"[1630235, 1628369]",1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,201246.0,1.0,0.0,Tatum,1628369.0,,,
139,PT00M57.00S,2022-03-24T00:03:41.0Z,1,REGULAR,3pt,Jump Shot,[],1628401,27.54599211563732,83.57843137254902,1610612738,37,21,2022-03-24T00:03:46Z,1370000,-168.0,206.0,1,left,D. White 26' 3PT  (5 PTS) (M. Smart 8 AST),"[1628401, 203935]",1610612738.0,BOS,,,,White,D. White,,,,,26.61,Made,5.0,M. Smart,203935.0,8.0,,,,,,,,,,,,,,,
141,PT00M41.50S,2022-03-24T00:04:06.5Z,1,REGULAR,turnover,3-second-violation,[],203497,,,1610612762,37,21,2022-03-24T00:04:12Z,1390000,,,0,,R. Gobert 3-second-violation TURNOVER (1 TO),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,1.0,,,,,,,1363.0,,,,,,,
142,PT00M30.50S,2022-03-24T00:04:22.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending']",1628369,8.754927726675426,47.05882352941176,1610612738,39,21,2022-03-24T00:05:01Z,1400000,15.0,30.0,1,left,J. Tatum driving Layup (11 PTS) (M. Smart 9 AST),"[1628369, 203935]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,3.32,Made,11.0,M. Smart,203935.0,9.0,,,,,,,,,,,,,,,
144,PT00M30.50S,2022-03-24T00:04:28.6Z,1,REGULAR,violation,defensive goaltending,[],203497,,,1610612738,39,21,2022-03-24T00:04:47Z,1420000,,,0,,R. Gobert defensive goaltending VIOLATION,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,1363.0,,,,,,,
145,PT00M14.00S,2022-03-24T00:04:49.8Z,1,REGULAR,3pt,Jump Shot,[],203903,74.72076215505913,11.27450980392157,1610612762,39,24,2022-03-24T00:05:03Z,1430000,-194.0,185.0,1,right,J. Clarkson 26' 3PT  (3 PTS) (M. Conley 3 AST),"[203903, 201144]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,26.78,Made,3.0,M. Conley,201144.0,3.0,,,,,,,,,,,,,,,
147,PT00M00.00S,2022-03-24T00:05:09.4Z,1,REGULAR,3pt,Jump Shot,[],201143,7.966491458607096,95.34313725490196,1610612738,39,24,2022-03-24T00:05:14Z,1450000,-227.0,22.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,22.78,Missed,,,,,,,,,,,,,,,,,,,
148,PT00M00.00S,2022-03-24T00:05:12.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,39,24,2022-03-24T00:05:12Z,1460000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,147.0,,,,,,,,,,,
149,PT00M00.00S,2022-03-24T00:05:13.2Z,1,REGULAR,period,end,[],0,,,1610612738,39,24,2022-03-24T00:05:13Z,1470000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-03-24T00:07:41.5Z,2,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,39,24,2022-03-24T00:07:58Z,1480000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-03-24T00:07:41.5Z,2,REGULAR,substitution,in,['startperiod'],1630202,,,1610612738,39,24,2022-03-24T00:07:58Z,1490000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-03-24T00:08:01.8Z,2,REGULAR,period,start,[],0,,,1610612738,39,24,2022-03-24T00:08:01Z,1500000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M46.00S,2022-03-24T00:08:15.2Z,2,REGULAR,foul,personal,['3freethrow'],1630235,,,1610612738,39,24,2022-03-24T00:08:30Z,1510000,,,0,,T. Forrest shooting personal FOUL (2 PF) (Tatum 3 FT),"[1630235, 1628369]",1610612762.0,UTA,shooting,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,201246.0,2.0,0.0,Tatum,1628369.0,,,
155,PT11M46.00S,2022-03-24T00:08:45.1Z,2,REGULAR,freethrow,1 of 3,[],1628369,,,1610612738,40,24,2022-03-24T00:08:45Z,1530000,,,0,,J. Tatum Free Throw 1 of 3 (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
156,PT11M46.00S,2022-03-24T00:08:57.9Z,2,REGULAR,freethrow,2 of 3,[],1628369,,,1610612738,41,24,2022-03-24T00:08:57Z,1540000,,,0,,J. Tatum Free Throw 2 of 3 (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
157,PT11M46.00S,2022-03-24T00:09:11.5Z,2,REGULAR,freethrow,3 of 3,[],1628369,,,1610612738,42,24,2022-03-24T00:09:11Z,1550000,,,0,,J. Tatum Free Throw 3 of 3 (14 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
180,PT11M21.00S,2022-03-24T00:09:27.1Z,2,REGULAR,3pt,Jump Shot,[],203903,69.85873850197109,73.0392156862745,1610612762,42,24,2022-03-24T00:12:33Z,1555000,115.0,231.0,1,right,MISS J. Clarkson 25' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,25.8,Missed,,,,,,,,,,,,,,,,,,,
181,PT11M20.00S,2022-03-24T00:09:28.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,42,24,2022-03-24T00:12:33Z,1557500,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,180.0,,,,,,,,,,,
158,PT11M20.00S,2022-03-24T00:10:09.2Z,2,REGULAR,jumpball,recovered,[],201144,,,1610612762,42,24,2022-03-24T00:10:59Z,1560000,,,0,,Jump Ball R. Gobert vs. D. Theis: Tip to M. Conley,"[201144, 203497, 1628464]",1610612762.0,UTA,lodgedball,M. Conley,201144.0,Conley,M. Conley,Gobert,203497.0,Theis,1628464.0,,,,,,,,,,,,,,,,,,,,,
162,PT11M07.00S,2022-03-24T00:10:21.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,91.27792378449409,43.13725490196079,1610612762,42,24,2022-03-24T00:13:30Z,1600000,-34.0,29.0,1,right,MISS R. Gobert alley-oop Layup,[203497],1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,4.52,Missed,,,,,,,,,,,,,,,,,,,
163,PT11M05.00S,2022-03-24T00:10:23.4Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,42,24,2022-03-24T00:11:38Z,1610000,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,162.0,2.0,2.0,0.0,,,,,,,,
164,PT10M58.00S,2022-03-24T00:10:26.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630202,25.443495400788436,12.254901960784313,1610612738,45,24,2022-03-24T00:10:43Z,1620000,189.0,187.0,1,left,P. Pritchard 26' 3PT  (3 PTS) (D. White 1 AST),"[1630202, 1628401]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,26.55,Made,3.0,D. White,1628401.0,1.0,,,,,,,,,,,,,,,
166,PT10M47.00S,2022-03-24T00:10:38.4Z,2,REGULAR,2pt,Jump Shot,[],201144,88.5676741130092,66.65900735294117,1610612762,45,24,2022-03-24T00:14:21Z,1640000,83.0,55.0,1,right,MISS M. Conley 9' driving floating bank Shot,[201144],1610612762.0,UTA,driving floating bank,,,Conley,M. Conley,,,,,9.98,Missed,,,,,,,,,,,,,,,,,,,
167,PT10M45.00S,2022-03-24T00:10:40.4Z,2,REGULAR,rebound,offensive,[],203497,,,1610612762,45,24,2022-03-24T00:11:10Z,1650000,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,166.0,2.0,1.0,1.0,,,,,,,,
168,PT10M44.00S,2022-03-24T00:10:42.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203497,91.01511169513797,48.529411764705884,1610612762,45,26,2022-03-24T00:10:54Z,1660000,-7.0,32.0,1,right,R. Gobert putback DUNK (5 PTS),[203497],1610612762.0,UTA,putback,,,Gobert,R. Gobert,,,,,3.28,Made,5.0,,,,,,,,,,,,,,,,,,
169,PT10M44.00S,2022-03-24T00:10:46.6Z,2,REGULAR,foul,personal,['1freethrow'],1628464,,,1610612762,45,26,2022-03-24T00:10:52Z,1670000,,,0,,D. Theis shooting personal FOUL (1 PF) (Gobert 1 FT),"[1628464, 203497]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,201246.0,1.0,0.0,Gobert,203497.0,,,
171,PT10M44.00S,2022-03-24T00:11:12.1Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],203497,,,1610612762,45,27,2022-03-24T00:11:12Z,1690000,,,0,,R. Gobert Free Throw 1 of 1 (6 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
172,PT10M21.00S,2022-03-24T00:11:36.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628464,10.068988173455978,54.166666666666664,1610612738,47,27,2022-03-24T00:11:47Z,1700000,-21.0,42.0,1,left,D. Theis floating Jump Shot (2 PTS) (A. Horford 2 AST),"[1628464, 201143]",1610612738.0,BOS,floating,,,Theis,D. Theis,,,,,4.7,Made,2.0,A. Horford,201143.0,2.0,,,,,,,,,,,,,,,
174,PT10M01.00S,2022-03-24T00:11:57.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203497,92.72339027595268,43.13725490196079,1610612762,47,27,2022-03-24T00:12:04Z,1720000,-34.0,16.0,1,right,MISS R. Gobert Layup,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,3.78,Missed,,,,,,,,,,,,,,,,,,,
175,PT09M58.00S,2022-03-24T00:12:00.4Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,47,27,2022-03-24T00:12:04Z,1730000,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,174.0,1.0,1.0,0.0,,,,,,,,
176,PT09M43.00S,2022-03-24T00:12:14.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.835085413929041,45.588235294117645,1610612738,47,27,2022-03-24T00:13:01Z,1740000,22.0,21.0,1,left,MISS J. Tatum driving reverse Layup,[1628369],1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,3.06,Missed,,,,,,,,,,,,,,,,,,,
177,PT09M42.00S,2022-03-24T00:12:15.7Z,2,REGULAR,rebound,defensive,[],201144,,,1610612762,47,27,2022-03-24T00:12:41Z,1750000,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,176.0,1.0,1.0,0.0,,,,,,,,
178,PT09M36.00S,2022-03-24T00:12:22.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201144,77.08607095926413,90.68627450980392,1610612762,47,27,2022-03-24T00:12:56Z,1760000,203.0,163.0,1,right,MISS M. Conley 26' 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,26.06,Missed,,,,,,,,,,,,,,,,,,,
179,PT09M34.00S,2022-03-24T00:12:24.8Z,2,REGULAR,rebound,offensive,[],203903,,,1610612762,47,27,2022-03-24T00:12:56Z,1770000,,,0,,J. Clarkson REBOUND (Off:1 Def:0),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,178.0,1.0,0.0,1.0,,,,,,,,
182,PT09M31.00S,2022-03-24T00:12:32.1Z,2,REGULAR,foul,personal,[],1628369,,,1610612762,47,27,2022-03-24T00:12:36Z,1780000,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 203497]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Gobert,203497.0,,,
184,PT09M21.00S,2022-03-24T00:13:03.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201144,65.52233902759527,62.254901960784316,1610612762,47,27,2022-03-24T00:13:13Z,1800000,61.0,272.0,1,right,MISS M. Conley 27' step back 3PT,[201144],1610612762.0,UTA,step back,,,Conley,M. Conley,,,,,27.84,Missed,,,,,,,,,,,,,,,,,,,
185,PT09M19.00S,2022-03-24T00:13:05.6Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,47,27,2022-03-24T00:13:13Z,1810000,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,184.0,3.0,3.0,0.0,,,,,,,,
186,PT09M00.00S,2022-03-24T00:13:25.5Z,2,REGULAR,3pt,Jump Shot,[],1628369,29.25427069645204,75.0,1610612738,47,27,2022-03-24T00:13:36Z,1820000,-125.0,222.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.52,Missed,,,,,,,,,,,,,,,,,,,
187,PT08M56.00S,2022-03-24T00:13:29.5Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,47,27,2022-03-24T00:13:36Z,1830000,,,0,,J. Clarkson REBOUND (Off:1 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,186.0,2.0,1.0,1.0,,,,,,,,
188,PT08M40.00S,2022-03-24T00:13:44.4Z,2,REGULAR,turnover,lost ball,[],203903,,,1610612762,47,27,2022-03-24T00:13:55Z,1840000,,,0,,J. Clarkson lost ball TURNOVER (1 TO),"[203903, 1630202]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,1.0,Pritchard,1630202.0,,,,,,,,,,,,
189,PT08M40.00S,2022-03-24T00:13:44.4Z,2,REGULAR,steal,,[],1630202,,,1610612738,47,27,2022-03-24T00:15:55Z,1850000,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M24.00S,2022-03-24T00:13:59.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,20.762155059132724,93.84957107843137,1610612738,50,27,2022-03-24T00:47:57Z,1860000,-219.0,143.0,1,left,P. Pritchard 26' 3PT pullup (6 PTS) (J. Tatum 2 AST),"[1630202, 1628369]",1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,26.16,Made,6.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,,,,
192,PT08M23.00S,2022-03-24T00:14:11.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,50,27,2022-03-24T00:14:11Z,1880000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M23.00S,2022-03-24T00:16:31.8Z,2,REGULAR,substitution,out,[],1628369,,,1610612762,50,27,2022-03-24T00:17:06Z,1890000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
