actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
95,PT04M42.00S,2022-02-01T00:58:50.0Z,1,REGULAR,violation,lane,[],1627759,,,1610612748,21,9,2022-02-01T00:59:23Z,930000,,,0,,J. Brown lane VIOLATION,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M42.00S,2022-02-01T00:59:02.8Z,1,REGULAR,freethrow,1 of 1,[],1628997,,,1610612748,21,10,2022-02-01T00:59:02Z,940000,,,0,,C. Martin Free Throw 1 of 1 (5 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,Made,,,,,,,,,,,5.0,,,
97,PT04M40.00S,2022-02-01T00:59:09.2Z,1,REGULAR,foul,personal,[],1629216,,,1610612738,21,10,2022-02-01T00:59:23Z,950000,,,0,,G. Vincent personal FOUL (1 PF),"[1629216, 203935]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,201245.0,1.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,
99,PT04M21.00S,2022-02-01T00:59:41.3Z,1,REGULAR,3pt,Jump Shot,[],203935,71.56701708278581,16.42156862745098,1610612738,21,10,2022-02-01T00:59:47Z,970000,-168.0,215.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Missed,,,,,27.26,,,,,,,,,
100,PT04M18.00S,2022-02-01T00:59:44.3Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,21,10,2022-02-01T00:59:47Z,980000,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,99.0,1.0,1.0,0.0,,,,,,,,,,
101,PT04M12.00S,2022-02-01T00:59:49.9Z,1,REGULAR,2pt,Jump Shot,[],1629639,21.419185282522996,27.228860294117645,1610612748,21,10,2022-02-01T00:59:57Z,990000,114.0,149.0,1,left,MISS T. Herro 18' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,,,,Missed,,,,,18.74,,,,,,,,,
102,PT04M10.00S,2022-02-01T00:59:51.9Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,21,10,2022-02-01T00:59:57Z,1000000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,101.0,2.0,2.0,0.0,,,,,,,,,,
103,PT04M02.00S,2022-02-01T01:00:00.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626196,93.9060446780552,42.40196078431372,1610612738,23,10,2022-02-01T01:00:05Z,1010000,-38.0,5.0,1,right,J. Richardson driving finger roll Layup (2 PTS),[1626196],1610612738.0,BOS,driving finger roll,,,Richardson,J. Richardson,,,,,,,,,,Made,,,,,3.83,,,,,,2.0,,,
104,PT04M00.00S,2022-02-01T01:00:10.1Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612748,23,10,2022-02-01T01:00:19Z,1020000,,,0,,TEAM delay-of-game VIOLATION,[],1610612738.0,BOS,,,,,,,,,,1626302.0,,,,,,,,,,,,,,,,,,,
105,PT03M42.00S,2022-02-01T01:00:31.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,7.966491458607096,57.59803921568627,1610612748,23,12,2022-02-01T01:00:48Z,1030000,-38.0,22.0,1,left,T. Herro driving floating Jump Shot (2 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,,,,,,Made,,,,,4.41,,,,,,2.0,,,
106,PT03M26.00S,2022-02-01T01:00:47.3Z,1,REGULAR,2pt,Jump Shot,[],1627759,79.45137976346912,37.745098039215684,1610612738,25,12,2022-02-01T01:00:57Z,1040000,-61.0,141.0,1,right,J. Brown 15' Jump Shot (4 PTS) (M. Smart 4 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,,,,,15.35,,,,,,4.0,M. Smart,203935.0,4.0
107,PT03M03.00S,2022-02-01T01:01:12.0Z,1,REGULAR,2pt,Layup,[],1629639,9.017739816031538,69.85294117647058,1610612748,25,12,2022-02-01T01:02:01Z,1050000,-99.0,32.0,1,left,MISS T. Herro 10' driving Layup - blocked,"[1629639, 1629684]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,,,,,,Missed,,,,,10.44,Williams,1629684.0,,,,,,,
108,PT03M03.00S,2022-02-01T01:01:12.0Z,1,REGULAR,block,,[],1629684,,,1610612748,25,12,2022-02-01T01:01:13Z,1060000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M01.00S,2022-02-01T01:01:14.0Z,1,REGULAR,rebound,offensive,[],1628997,,,1610612748,25,12,2022-02-01T01:04:27Z,1070000,,,0,,C. Martin REBOUND (Off:2 Def:0),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,107.0,2.0,0.0,2.0,,,,,,,,,,
110,PT03M01.00S,2022-02-01T01:01:19.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612748,25,12,2022-02-01T01:01:53Z,1080000,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,1626302.0,,,,,,,,,,,,,,,,,,,
111,PT03M01.00S,2022-02-01T01:01:22.5Z,1,REGULAR,substitution,out,[],203935,,,1610612738,25,12,2022-02-01T01:01:48Z,1090000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M01.00S,2022-02-01T01:01:22.5Z,1,REGULAR,substitution,out,[],1629057,,,1610612738,25,12,2022-02-01T01:01:48Z,1100000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M01.00S,2022-02-01T01:01:22.5Z,1,REGULAR,substitution,in,[],203471,,,1610612738,25,12,2022-02-01T01:01:48Z,1110000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M01.00S,2022-02-01T01:01:22.5Z,1,REGULAR,substitution,in,[],201143,,,1610612738,25,12,2022-02-01T01:01:48Z,1120000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M46.00S,2022-02-01T01:02:08.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,25,12,2022-02-01T01:02:08Z,1130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M46.00S,2022-02-01T01:02:09.8Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,25,12,2022-02-01T01:02:23Z,1140000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M46.00S,2022-02-01T01:02:09.8Z,1,REGULAR,substitution,out,[],1628997,,,1610612738,25,12,2022-02-01T01:02:23Z,1150000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M46.00S,2022-02-01T01:02:09.8Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,25,12,2022-02-01T01:02:23Z,1160000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M46.00S,2022-02-01T01:02:09.8Z,1,REGULAR,substitution,in,[],1628389,,,1610612738,25,12,2022-02-01T01:02:23Z,1170000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M39.00S,2022-02-01T01:02:37.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629684,71.96123521681997,84.06862745098039,1610612738,25,12,2022-02-01T01:02:45Z,1180000,170.0,211.0,1,right,MISS G. Williams 27' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,Missed,,,,,27.12,,,,,,,,,
121,PT02M33.00S,2022-02-01T01:02:43.4Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,25,12,2022-02-01T01:02:45Z,1190000,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,,
123,PT02M12.00S,2022-02-01T01:03:04.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203473,7.440867279894875,61.274509803921575,1610612748,25,12,2022-02-01T01:03:11Z,1200000,-56.0,17.0,1,left,MISS D. Dedmon turnaround fadeaway Shot,[203473],1610612748.0,MIA,turnaround fadeaway,,,Dedmon,D. Dedmon,,,,,,,,,,Missed,,,,,5.9,,,,,,,,,
124,PT02M11.00S,2022-02-01T01:03:05.2Z,1,REGULAR,rebound,defensive,[],1626196,,,1610612738,25,12,2022-02-01T01:03:11Z,1210000,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,,
125,PT02M04.00S,2022-02-01T01:03:11.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626196,84.97043363994744,39.46078431372549,1610612738,25,12,2022-02-01T01:03:29Z,1220000,-53.0,89.0,1,right,MISS J. Richardson 10' turnaround Hook,[1626196],1610612738.0,BOS,turnaround,,,Richardson,J. Richardson,,,,,,,,,,Missed,,,,,10.33,,,,,,,,,
126,PT02M01.00S,2022-02-01T01:03:14.8Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,25,12,2022-02-01T01:03:29Z,1230000,,,0,,D. Dedmon REBOUND (Off:0 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,125.0,2.0,2.0,0.0,,,,,,,,,,
127,PT01M51.00S,2022-02-01T01:03:24.5Z,1,REGULAR,3pt,Jump Shot,[],1629216,11.300919842312746,4.434742647058823,1610612748,25,12,2022-02-01T01:03:43Z,1240000,228.0,54.0,1,left,MISS G. Vincent 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,Missed,,,,,23.4,,,,,,,,,
128,PT01M48.00S,2022-02-01T01:03:27.5Z,1,REGULAR,rebound,defensive,[],203471,,,1610612738,25,12,2022-02-01T01:03:43Z,1250000,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,127.0,1.0,1.0,0.0,,,,,,,,,,
129,PT01M39.00S,2022-02-01T01:03:37.6Z,1,REGULAR,2pt,Jump Shot,[],1626196,78.40013140604468,44.36274509803921,1610612738,27,12,2022-02-01T01:03:54Z,1260000,-28.0,151.0,1,right,J. Richardson 15' driving floating Jump Shot (4 PTS),[1626196],1610612738.0,BOS,driving floating,,,Richardson,J. Richardson,,,,,,,,,,Made,,,,,15.31,,,,,,4.0,,,
130,PT01M24.00S,2022-02-01T01:03:52.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,14.536793692509855,52.20588235294118,1610612748,27,14,2022-02-01T01:03:59Z,1270000,-11.0,84.0,1,left,B. Adebayo 8' pullup Jump Shot (2 PTS),[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,,,,,,Made,,,,,8.48,,,,,,2.0,,,
131,PT01M00.00S,2022-02-01T01:04:16.8Z,1,REGULAR,3pt,Jump Shot,[],1629684,70.64717477003943,20.098039215686274,1610612738,27,14,2022-02-01T01:04:22Z,1280000,-150.0,223.0,1,right,MISS G. Williams 26' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,Missed,,,,,26.88,,,,,,,,,
132,PT00M57.60S,2022-02-01T01:04:19.2Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,27,14,2022-02-01T01:04:22Z,1290000,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,131.0,1.0,1.0,0.0,,,,,,,,,,
133,PT00M50.10S,2022-02-01T01:04:27.0Z,1,REGULAR,3pt,Jump Shot,[],1629130,5.732588699080158,95.58823529411765,1610612748,27,14,2022-02-01T01:04:31Z,1300000,-228.0,1.0,1,left,MISS D. Robinson 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,Missed,,,,,22.79,,,,,,,,,
134,PT00M47.70S,2022-02-01T01:04:29.4Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,27,14,2022-02-01T01:04:31Z,1310000,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,133.0,2.0,2.0,0.0,,,,,,,,,,
135,PT00M39.20S,2022-02-01T01:04:37.9Z,1,REGULAR,3pt,Jump Shot,[],1628369,68.01905387647832,28.921568627450984,1610612738,27,14,2022-02-01T01:04:43Z,1320000,-105.0,248.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,26.96,,,,,,,,,
136,PT00M36.50S,2022-02-01T01:04:40.6Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,27,14,2022-02-01T01:04:43Z,1330000,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,135.0,1.0,1.0,0.0,,,,,,,,,,
137,PT00M27.10S,2022-02-01T01:04:50.1Z,1,REGULAR,3pt,Jump Shot,[],1629130,25.969119579500656,80.14705882352942,1610612748,27,14,2022-02-01T01:05:05Z,1340000,-151.0,192.0,1,left,MISS D. Robinson 24' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,Missed,,,,,24.38,,,,,,,,,
138,PT00M24.30S,2022-02-01T01:04:52.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,27,14,2022-02-01T01:05:05Z,1350000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,137.0,,,,,,,,,,,,,
139,PT00M24.30S,2022-02-01T01:05:01.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,27,14,2022-02-01T01:05:01Z,1360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M24.30S,2022-02-01T01:05:03.5Z,1,REGULAR,substitution,out,[],1629216,,,1610612738,27,14,2022-02-01T01:05:11Z,1370000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M24.30S,2022-02-01T01:05:03.5Z,1,REGULAR,substitution,in,[],1629657,,,1610612738,27,14,2022-02-01T01:05:11Z,1380000,,,0,,SUB in: K. Guy,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M00.80S,2022-02-01T01:05:38.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,27,14,2022-02-01T01:05:38Z,1390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M00.50S,2022-02-01T01:05:57.6Z,1,REGULAR,2pt,Jump Shot,[],1628369,77.02447437582128,76.98376225490196,1610612738,27,14,2022-02-01T01:06:25Z,1400000,135.0,163.0,1,right,MISS J. Tatum 21' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,21.2,,,,,,,,,
144,PT00M00.10S,2022-02-01T01:05:58.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,27,14,2022-02-01T01:06:25Z,1410000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,143.0,,,,,,,,,,,,,
145,PT00M00.00S,2022-02-01T01:06:01.3Z,1,REGULAR,period,end,[],0,,,1610612738,27,14,2022-02-01T01:06:01Z,1420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-02-01T01:08:01.9Z,2,REGULAR,substitution,out,['startperiod'],203473,,,1610612738,27,14,2022-02-01T01:08:43Z,1430000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-02-01T01:08:01.9Z,2,REGULAR,substitution,in,['startperiod'],1629735,,,1610612738,27,14,2022-02-01T01:08:43Z,1440000,,,0,,SUB in: C. Silva,[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-02-01T01:08:46.8Z,2,REGULAR,period,start,[],0,,,1610612748,27,14,2022-02-01T01:08:46Z,1450000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT11M40.00S,2022-02-01T01:09:10.8Z,2,REGULAR,foul,personal,[],1629130,,,1610612748,27,14,2022-02-01T01:09:33Z,1460000,,,0,,D. Robinson loose ball personal FOUL (3 PF),"[1629130, 201143]",1610612748.0,MIA,loose ball,,,Robinson,D. Robinson,,,,,2882.0,3.0,0.0,Horford,201143.0,,,,,,,,,,,,,,,
151,PT11M40.00S,2022-02-01T01:09:10.8Z,2,REGULAR,turnover,,[],1629130,,,1610612748,27,14,2022-02-01T01:09:10Z,1480000,,,0,,D. Robinson TURNOVER (1 TO),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,2882.0,,,,,,,,,,,,,1.0,,,,,,
152,PT11M40.00S,2022-02-01T01:09:22.9Z,2,REGULAR,substitution,out,[],1629130,,,1610612738,27,14,2022-02-01T01:09:27Z,1490000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M40.00S,2022-02-01T01:09:22.9Z,2,REGULAR,substitution,in,[],1629622,,,1610612738,27,14,2022-02-01T01:09:27Z,1500000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
154,PT11M24.00S,2022-02-01T01:09:43.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626196,92.72339027595268,45.09803921568628,1610612738,29,14,2022-02-01T01:09:51Z,1510000,-25.0,16.0,1,right,J. Richardson reverse Layup (6 PTS) (A. Horford 1 AST),"[1626196, 201143]",1610612738.0,BOS,reverse,,,Richardson,J. Richardson,,,,,,,,,,Made,,,,,2.92,,,,,,6.0,A. Horford,201143.0,1.0
156,PT11M02.00S,2022-02-01T01:10:05.8Z,2,REGULAR,2pt,Jump Shot,[],1629639,6.652431011826544,26.47058823529412,1610612748,29,16,2022-02-01T01:10:10Z,1530000,118.0,10.0,1,left,T. Herro 11' fadeaway Jump Shot (4 PTS) (C. Silva 1 AST),"[1629639, 1629735]",1610612748.0,MIA,fadeaway,,,Herro,T. Herro,,,,,,,,,,Made,,,,,11.8,,,,,,4.0,C. Silva,1629735.0,1.0
157,PT10M43.00S,2022-02-01T01:10:23.8Z,2,REGULAR,2pt,Jump Shot,[],1628369,92.46057818659659,70.34313725490196,1610612738,31,16,2022-02-01T01:10:29Z,1540000,102.0,18.0,1,right,J. Tatum 10' turnaround Jump Shot (7 PTS) (D. Schroder 1 AST),"[1628369, 203471]",1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,,,,,,Made,,,,,10.34,,,,,,7.0,D. Schroder,203471.0,1.0
159,PT10M31.00S,2022-02-01T01:10:39.9Z,2,REGULAR,foul,personal,[],1628369,,,1610612748,31,16,2022-02-01T01:10:50Z,1560000,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 1628389]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,201245.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,
161,PT10M25.00S,2022-02-01T01:11:01.2Z,2,REGULAR,3pt,Jump Shot,[],1629622,32.670827858081466,56.372549019607845,1610612748,31,19,2022-02-01T01:11:08Z,1580000,-32.0,255.0,1,left,M. Strus 25' 3PT  (6 PTS) (B. Adebayo 2 AST),"[1629622, 1628389]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,Made,,,,,25.66,,,,,,6.0,B. Adebayo,1628389.0,2.0
163,PT10M05.00S,2022-02-01T01:11:20.3Z,2,REGULAR,2pt,Jump Shot,[],1628369,81.68528252299606,71.32352941176471,1610612738,31,19,2022-02-01T01:11:26Z,1600000,107.0,120.0,1,right,MISS J. Tatum 16' Jump Shot,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,16.03,,,,,,,,,
164,PT10M03.00S,2022-02-01T01:11:22.3Z,2,REGULAR,rebound,defensive,[],1629735,,,1610612748,31,19,2022-02-01T01:11:26Z,1610000,,,0,,C. Silva REBOUND (Off:0 Def:1),[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,,163.0,1.0,1.0,0.0,,,,,,,,,,
165,PT09M52.00S,2022-02-01T01:11:33.1Z,2,REGULAR,2pt,Jump Shot,[],1629639,21.76412614980289,62.99019607843137,1610612748,31,21,2022-02-01T01:11:39Z,1620000,-65.0,152.0,1,left,T. Herro 16' step back Jump Shot (6 PTS),[1629639],1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,,,,,,Made,,,,,16.54,,,,,,6.0,,,
166,PT09M37.00S,2022-02-01T01:11:48.1Z,2,REGULAR,3pt,Jump Shot,[],203471,90.3580814717477,95.58823529411765,1610612738,31,21,2022-02-01T01:11:53Z,1630000,228.0,38.0,1,right,MISS D. Schroder 3PT,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,Missed,,,,,23.11,,,,,,,,,
167,PT09M35.00S,2022-02-01T01:11:50.1Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,31,21,2022-02-01T01:11:53Z,1640000,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,166.0,2.0,2.0,0.0,,,,,,,,,,
168,PT09M21.00S,2022-02-01T01:12:04.8Z,2,REGULAR,3pt,Jump Shot,[],1629622,35.03613666228647,34.31372549019608,1610612748,31,21,2022-02-01T01:12:13Z,1650000,78.0,277.0,1,left,MISS M. Strus 28' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,Missed,,,,,28.77,,,,,,,,,
169,PT09M18.00S,2022-02-01T01:12:07.8Z,2,REGULAR,rebound,offensive,[],1629735,,,1610612748,31,21,2022-02-01T01:12:13Z,1660000,,,0,,C. Silva REBOUND (Off:1 Def:1),[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,,168.0,2.0,1.0,1.0,,,,,,,,,,
170,PT09M13.00S,2022-02-01T01:12:12.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629657,20.45006570302234,91.66666666666666,1610612748,31,24,2022-02-01T01:12:23Z,1670000,-208.0,140.0,1,left,K. Guy 25' 3PT  (3 PTS) (T. Herro 1 AST),"[1629657, 1629639]",1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,Made,,,,,25.08,,,,,,3.0,T. Herro,1629639.0,1.0
172,PT09M13.00S,2022-02-01T01:12:16.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,31,24,2022-02-01T01:12:16Z,1690000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT09M13.00S,2022-02-01T01:14:38.7Z,2,REGULAR,substitution,out,[],1626196,,,1610612738,31,24,2022-02-01T01:15:13Z,1700000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
174,PT09M13.00S,2022-02-01T01:14:38.7Z,2,REGULAR,substitution,in,[],203935,,,1610612738,31,24,2022-02-01T01:15:13Z,1710000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
175,PT08M55.00S,2022-02-01T01:15:36.7Z,2,REGULAR,3pt,Jump Shot,[],1629684,67.36202365308804,30.88235294117647,1610612738,31,24,2022-02-01T01:16:53Z,1720000,-96.0,254.0,1,right,MISS G. Williams 27' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,Missed,,,,,27.17,,,,,,,,,
176,PT08M52.00S,2022-02-01T01:15:39.7Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,31,24,2022-02-01T01:16:53Z,1730000,,,0,,J. Tatum REBOUND (Off:1 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,175.0,2.0,1.0,1.0,,,,,,,,,,
177,PT08M51.00S,2022-02-01T01:15:41.2Z,2,REGULAR,foul,personal,['2freethrow'],1629735,,,1610612738,31,24,2022-02-01T01:15:48Z,1740000,,,0,,C. Silva shooting personal FOUL (1 PF) (Tatum 2 FT),"[1629735, 1628369]",1610612748.0,MIA,shooting,,,Silva,C. Silva,,,,,201245.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
179,PT08M51.00S,2022-02-01T01:16:04.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628369,,,1610612738,31,24,2022-02-01T01:16:04Z,1760000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,,,,,,,,,,
180,PT08M51.00S,2022-02-01T01:16:04.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,31,24,2022-02-01T01:16:04Z,1770000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,179.0,,,,,,,,,,,,,
181,PT08M51.00S,2022-02-01T01:16:18.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628369,,,1610612738,32,24,2022-02-01T01:16:18Z,1780000,,,0,,J. Tatum Free Throw 2 of 2 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,,,,,,,,,,,8.0,,,
182,PT08M34.00S,2022-02-01T01:16:40.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,32,24,2022-02-01T01:16:40Z,1790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
