actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
366,PT06M51.00S,2022-02-01T02:00:16.4Z,3,REGULAR,3pt,Jump Shot,[],1628369,14.4053876478318,5.637254901960785,1610612738,71,57,2022-02-01T02:00:22Z,3600000,222.0,83.0,1,left,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,23.68,,,,,,,,,
367,PT06M49.00S,2022-02-01T02:00:18.4Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,71,57,2022-02-01T02:00:22Z,3610000,,,0,,D. Dedmon REBOUND (Off:0 Def:3),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,366.0,3.0,3.0,0.0,,,,,,,,,,
368,PT06M41.00S,2022-02-01T02:00:27.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629216,70.25295663600527,75.98039215686273,1610612748,71,57,2022-02-01T02:00:37Z,3620000,130.0,227.0,1,right,MISS G. Vincent 26' running pullup 3PT,[1629216],1610612748.0,MIA,running pullup,,,Vincent,G. Vincent,,,,,,,,,,Missed,,,,,26.16,,,,,,,,,
369,PT06M39.00S,2022-02-01T02:00:29.4Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,71,57,2022-02-01T02:00:37Z,3630000,,,0,,J. Tatum REBOUND (Off:1 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,368.0,9.0,8.0,1.0,,,,,,,,,,
370,PT06M34.00S,2022-02-01T02:00:34.3Z,3,REGULAR,turnover,lost ball,[],1628369,,,1610612738,71,57,2022-02-01T02:00:41Z,3640000,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 1629216]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,1.0,Vincent,1629216.0,,,,
371,PT06M34.00S,2022-02-01T02:00:34.3Z,3,REGULAR,steal,,[],1629216,,,1610612748,71,57,2022-02-01T02:04:35Z,3650000,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
372,PT06M28.00S,2022-02-01T02:00:39.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,76.42904073587385,10.294117647058822,1610612748,71,60,2022-02-01T02:01:02Z,3660000,-199.0,169.0,1,right,D. Robinson 26' 3PT  (3 PTS) (G. Vincent 7 AST),"[1629130, 1629216]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,Made,,,,,26.08,,,,,,3.0,G. Vincent,1629216.0,7.0
374,PT05M59.00S,2022-02-01T02:01:08.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,13.485545335085414,50.73529411764706,1610612738,73,60,2022-02-01T02:01:13Z,3680000,-4.0,74.0,1,left,J. Brown 7' driving floating Jump Shot (20 PTS) (A. Horford 2 AST),"[1627759, 201143]",1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,,,,,,Made,,,,,7.44,,,,,,20.0,A. Horford,201143.0,2.0
376,PT05M44.00S,2022-02-01T02:01:23.9Z,3,REGULAR,turnover,bad pass,[],1629216,,,1610612748,73,60,2022-02-01T02:01:27Z,3700000,,,0,,G. Vincent bad pass TURNOVER (2 TO),"[1629216, 1629057]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,2.0,Williams III,1629057.0,,,,
377,PT05M44.00S,2022-02-01T02:01:23.9Z,3,REGULAR,steal,,[],1629057,,,1610612738,73,60,2022-02-01T02:01:25Z,3710000,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
378,PT05M40.00S,2022-02-01T02:01:27.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,5.601182654402102,50.49019607843137,1610612738,75,60,2022-02-01T02:01:41Z,3720000,-2.0,0.0,1,left,J. Tatum running DUNK (20 PTS) (R. Williams III 2 AST),"[1628369, 1629057]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,,,,,,Made,,,,,0.25,,,,,,20.0,R. Williams III,1629057.0,2.0
379,PT05M39.00S,2022-02-01T02:01:37.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,75,60,2022-02-01T02:01:37Z,3730000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT05M39.00S,2022-02-01T02:03:56.4Z,3,REGULAR,substitution,out,[],201143,,,1610612748,75,60,2022-02-01T02:04:27Z,3740000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
381,PT05M39.00S,2022-02-01T02:03:56.4Z,3,REGULAR,substitution,out,[],1629216,,,1610612748,75,60,2022-02-01T02:04:27Z,3750000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
382,PT05M39.00S,2022-02-01T02:03:56.4Z,3,REGULAR,substitution,in,[],1629684,,,1610612748,75,60,2022-02-01T02:04:27Z,3760000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
383,PT05M39.00S,2022-02-01T02:03:56.4Z,3,REGULAR,substitution,in,[],1629639,,,1610612748,75,60,2022-02-01T02:04:27Z,3770000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
384,PT05M18.00S,2022-02-01T02:04:54.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,75,60,2022-02-01T02:04:54Z,3780000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT05M16.00S,2022-02-01T02:05:06.0Z,3,REGULAR,2pt,Jump Shot,[],1629639,91.45860709592641,91.19944852941177,1610612748,75,60,2022-02-01T02:08:44Z,3790000,206.0,28.0,1,right,MISS T. Herro 20' Jump Shot,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,Missed,,,,,20.79,,,,,,,,,
386,PT05M13.00S,2022-02-01T02:05:09.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,75,60,2022-02-01T02:05:11Z,3800000,,,0,,J. Tatum REBOUND (Off:1 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,385.0,10.0,9.0,1.0,,,,,,,,,,
387,PT05M09.00S,2022-02-01T02:05:13.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,2.8416557161629434,97.54901960784314,1610612738,78,60,2022-02-01T02:05:24Z,3810000,-238.0,-26.0,1,left,G. Williams 3PT running (3 PTS) (J. Brown 1 AST),"[1629684, 1627759]",1610612738.0,BOS,running,,,Williams,G. Williams,,,,,,,,,,Made,,,,,23.91,,,,,,3.0,J. Brown,1627759.0,1.0
389,PT04M53.00S,2022-02-01T02:05:28.4Z,3,REGULAR,3pt,Jump Shot,[],1629622,94.1688567674113,96.07843137254902,1610612748,78,63,2022-02-01T02:05:34Z,3830000,230.0,2.0,1,right,M. Strus 3PT  (18 PTS) (T. Herro 2 AST),"[1629622, 1629639]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,Made,,,,,23.04,,,,,,18.0,T. Herro,1629639.0,2.0
391,PT04M37.00S,2022-02-01T02:05:47.4Z,3,REGULAR,foul,personal,['2freethrow'],203473,,,1610612738,78,63,2022-02-01T02:05:55Z,3850000,,,0,,D. Dedmon shooting personal FOUL (1 PF) (Brown 2 FT),"[203473, 1627759]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,1626302.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
393,PT04M37.00S,2022-02-01T02:06:25.9Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,79,63,2022-02-01T02:06:25Z,3870000,,,0,,J. Brown Free Throw 1 of 2 (21 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,,,,,,,,,,,21.0,,,
394,PT04M37.00S,2022-02-01T02:06:38.1Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,80,63,2022-02-01T02:06:38Z,3880000,,,0,,J. Brown Free Throw 2 of 2 (22 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,,,,,,,,,,,22.0,,,
395,PT04M27.00S,2022-02-01T02:06:50.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,93.38042049934296,53.92156862745098,1610612748,80,63,2022-02-01T02:07:06Z,3890000,20.0,10.0,1,right,MISS T. Herro driving reverse Layup,[1629639],1610612748.0,MIA,driving reverse,,,Herro,T. Herro,,,,,,,,,,Missed,,,,,2.19,,,,,,,,,
396,PT04M25.00S,2022-02-01T02:06:52.2Z,3,REGULAR,rebound,offensive,[],203473,,,1610612748,80,63,2022-02-01T02:06:52Z,3900000,,,0,,D. Dedmon REBOUND (Off:1 Def:3),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,395.0,4.0,3.0,1.0,,,,,,,,,,
397,PT04M23.00S,2022-02-01T02:06:53.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203473,92.46057818659659,49.26470588235294,1610612748,80,65,2022-02-01T02:10:30Z,3910000,-4.0,18.0,1,right,D. Dedmon putback DUNK (2 PTS),[203473],1610612748.0,MIA,putback,,,Dedmon,D. Dedmon,,,,,,,,,,Made,,,,,1.88,,,,,,2.0,,,
399,PT04M07.00S,2022-02-01T02:07:09.4Z,3,REGULAR,3pt,Jump Shot,[],1629684,5.469776609724048,3.6764705882352944,1610612738,83,65,2022-02-01T02:07:14Z,3920000,232.0,-1.0,1,left,G. Williams 3PT  (6 PTS) (J. Brown 2 AST),"[1629684, 1627759]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,Made,,,,,23.16,,,,,,6.0,J. Brown,1627759.0,2.0
401,PT03M51.00S,2022-02-01T02:07:25.9Z,3,REGULAR,2pt,Jump Shot,[],1628997,72.35545335085413,36.27450980392157,1610612748,83,67,2022-02-01T02:07:31Z,3940000,-69.0,207.0,1,right,C. Martin 21' pullup Jump Shot (14 PTS),[1628997],1610612748.0,MIA,pullup,,,Martin,C. Martin,,,,,,,,,,Made,,,,,21.85,,,,,,14.0,,,
403,PT03M34.00S,2022-02-01T02:07:42.7Z,3,REGULAR,3pt,Jump Shot,[],1627759,33.065045992115635,43.872549019607845,1610612738,86,67,2022-02-01T02:07:53Z,3950000,31.0,258.0,1,left,J. Brown 26' 3PT  (25 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,,,,,26.01,,,,,,25.0,,,
405,PT03M17.00S,2022-02-01T02:07:58.3Z,3,REGULAR,3pt,Jump Shot,[],1629639,69.59592641261499,77.69607843137256,1610612748,86,67,2022-02-01T02:08:04Z,3970000,138.0,233.0,1,right,MISS T. Herro 27' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,Missed,,,,,27.13,,,,,,,,,
406,PT03M17.00S,2022-02-01T02:07:58.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,86,67,2022-02-01T02:08:04Z,3980000,,,0,,J. Tatum REBOUND (Off:1 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,405.0,11.0,10.0,1.0,,,,,,,,,,
407,PT03M13.00S,2022-02-01T02:08:04.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,29.122864651773984,75.0,1610612738,86,67,2022-02-01T02:08:34Z,3990000,-125.0,221.0,1,left,MISS J. Brown 25' running pullup 3PT,[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,25.42,,,,,,,,,
408,PT03M09.00S,2022-02-01T02:08:08.9Z,3,REGULAR,rebound,offensive,[],1629684,,,1610612738,86,67,2022-02-01T02:13:29Z,4000000,,,0,,G. Williams REBOUND (Off:1 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,407.0,1.0,0.0,1.0,,,,,,,,,,
409,PT03M05.00S,2022-02-01T02:08:12.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203935,28.33442838370565,16.666666666666664,1610612738,86,67,2022-02-01T02:08:21Z,4010000,167.0,214.0,1,left,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Missed,,,,,27.11,,,,,,,,,
410,PT03M02.00S,2022-02-01T02:08:15.4Z,3,REGULAR,rebound,defensive,[],1628997,,,1610612748,86,67,2022-02-01T02:08:21Z,4020000,,,0,,C. Martin REBOUND (Off:2 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,409.0,4.0,2.0,2.0,,,,,,,,,,
411,PT02M57.00S,2022-02-01T02:08:22.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628997,89.04402102496715,52.20588235294118,1610612748,86,67,2022-02-01T02:10:32Z,4030000,11.0,50.0,1,right,MISS C. Martin driving floating bank Shot,[1628997],1610612748.0,MIA,driving floating bank,,,Martin,C. Martin,,,,,,,,,,Missed,,,,,5.17,,,,,,,,,
412,PT02M54.00S,2022-02-01T02:08:25.0Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,86,67,2022-02-01T02:10:32Z,4040000,,,0,,R. Williams III REBOUND (Off:2 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,411.0,7.0,5.0,2.0,,,,,,,,,,
413,PT02M36.00S,2022-02-01T02:08:41.2Z,3,REGULAR,2pt,Jump Shot,[],1628369,26.28120893561104,27.228860294117645,1610612738,86,67,2022-02-01T02:08:50Z,4050000,114.0,195.0,1,left,MISS J. Tatum 22' Jump Shot,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,22.54,,,,,,,,,
414,PT02M33.00S,2022-02-01T02:08:44.2Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,86,67,2022-02-01T02:08:50Z,4060000,,,0,,D. Dedmon REBOUND (Off:1 Def:4),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,413.0,5.0,4.0,1.0,,,,,,,,,,
415,PT02M20.00S,2022-02-01T02:08:59.1Z,3,REGULAR,3pt,Jump Shot,[],1629622,70.38436268068331,21.323529411764707,1610612748,86,67,2022-02-01T02:09:31Z,4070000,-143.0,226.0,1,right,MISS M. Strus 26' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,Missed,,,,,26.76,,,,,,,,,
416,PT02M16.00S,2022-02-01T02:09:03.1Z,3,REGULAR,rebound,offensive,[],1629130,,,1610612748,86,67,2022-02-01T02:09:31Z,4080000,,,0,,D. Robinson REBOUND (Off:1 Def:3),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,415.0,4.0,3.0,1.0,,,,,,,,,,
417,PT02M04.00S,2022-02-01T02:09:15.1Z,3,REGULAR,foul,offensive,[],203473,,,1610612748,86,67,2022-02-01T02:09:27Z,4090000,,,0,,D. Dedmon charge offensive FOUL (2 PF),"[203473, 203935]",1610612748.0,MIA,charge,,,Dedmon,D. Dedmon,,,,,2882.0,2.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,
419,PT02M04.00S,2022-02-01T02:09:15.1Z,3,REGULAR,turnover,offensive foul,[],203473,,,1610612748,86,67,2022-02-01T02:09:15Z,4110000,,,0,,D. Dedmon offensive foul TURNOVER (1 TO),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,2882.0,,,,,,,,,,,,,1.0,,,,,,
420,PT02M04.00S,2022-02-01T02:09:28.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,86,67,2022-02-01T02:09:28Z,4120000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT02M04.00S,2022-02-01T02:11:45.0Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,86,67,2022-02-01T02:12:15Z,4130000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
422,PT02M04.00S,2022-02-01T02:11:45.0Z,3,REGULAR,substitution,out,[],203935,,,1610612738,86,67,2022-02-01T02:12:15Z,4140000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
423,PT02M04.00S,2022-02-01T02:11:45.0Z,3,REGULAR,substitution,out,[],1629057,,,1610612738,86,67,2022-02-01T02:12:15Z,4150000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
424,PT02M04.00S,2022-02-01T02:11:45.0Z,3,REGULAR,substitution,out,[],1628997,,,1610612738,86,67,2022-02-01T02:12:15Z,4160000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
425,PT02M04.00S,2022-02-01T02:11:45.0Z,3,REGULAR,substitution,out,[],1629622,,,1610612738,86,67,2022-02-01T02:12:15Z,4170000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
426,PT02M04.00S,2022-02-01T02:11:45.0Z,3,REGULAR,substitution,in,[],201143,,,1610612738,86,67,2022-02-01T02:12:15Z,4180000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
427,PT02M04.00S,2022-02-01T02:11:45.0Z,3,REGULAR,substitution,in,[],203471,,,1610612738,86,67,2022-02-01T02:12:15Z,4190000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
428,PT02M04.00S,2022-02-01T02:11:45.0Z,3,REGULAR,substitution,in,[],1626196,,,1610612738,86,67,2022-02-01T02:12:15Z,4200000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
429,PT02M04.00S,2022-02-01T02:11:45.0Z,3,REGULAR,substitution,in,[],1629657,,,1610612738,86,67,2022-02-01T02:12:15Z,4210000,,,0,,SUB in: K. Guy,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,,,,,,,,,,,,,,
430,PT02M04.00S,2022-02-01T02:11:45.0Z,3,REGULAR,substitution,in,[],1628389,,,1610612738,86,67,2022-02-01T02:12:15Z,4220000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
431,PT01M53.00S,2022-02-01T02:12:26.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629684,5.863994743758213,50.49019607843137,1610612738,88,67,2022-02-01T02:12:30Z,4230000,-2.0,3.0,1,left,G. Williams driving DUNK (8 PTS),[1629684],1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,,,,,,Made,,,,,0.36,,,,,,8.0,,,
432,PT01M32.00S,2022-02-01T02:12:51.9Z,3,REGULAR,foul,personal,[],203471,,,1610612748,88,67,2022-02-01T02:13:08Z,4240000,,,0,,D. Schroder personal FOUL (1 PF),"[203471, 1629657]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,2882.0,1.0,0.0,Guy,1629657.0,,,,,,,,,,,,,,,
434,PT01M22.00S,2022-02-01T02:13:20.0Z,3,REGULAR,3pt,Jump Shot,[],1629130,76.03482260183968,11.76470588235294,1610612748,88,67,2022-02-01T02:13:33Z,4260000,-191.0,173.0,1,right,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,Missed,,,,,25.77,,,,,,,,,
435,PT01M19.00S,2022-02-01T02:13:23.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,88,67,2022-02-01T02:13:33Z,4270000,,,0,,J. Tatum REBOUND (Off:1 Def:11),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,434.0,12.0,11.0,1.0,,,,,,,,,,
436,PT01M13.00S,2022-02-01T02:13:29.4Z,3,REGULAR,3pt,Jump Shot,[],1628369,25.969119579500656,81.61764705882352,1610612738,88,67,2022-02-01T02:13:36Z,4280000,-158.0,192.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,24.84,,,,,,,,,
437,PT01M11.00S,2022-02-01T02:13:31.4Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,88,67,2022-02-01T02:13:36Z,4290000,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,436.0,2.0,2.0,0.0,,,,,,,,,,
438,PT01M04.00S,2022-02-01T02:13:38.3Z,3,REGULAR,2pt,Jump Shot,[],1629657,87.25361366622865,91.44454656862744,1610612748,88,67,2022-02-01T02:18:22Z,4300000,207.0,67.0,1,right,MISS K. Guy 21' Jump Shot,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,Missed,,,,,21.79,,,,,,,,,
439,PT01M02.00S,2022-02-01T02:13:40.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,88,67,2022-02-01T02:18:22Z,4310000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,438.0,,,,,,,,,,,,,
440,PT01M02.00S,2022-02-01T02:13:45.9Z,3,REGULAR,foul,personal,[],203473,,,1610612738,88,67,2022-02-01T02:14:08Z,4320000,,,0,,D. Dedmon loose ball personal FOUL (3 PF),"[203473, 203471]",1610612748.0,MIA,loose ball,,,Dedmon,D. Dedmon,,,,,1626302.0,3.0,0.0,Schroder,203471.0,,,,,,,,,,,,,,,
442,PT00M50.70S,2022-02-01T02:14:20.1Z,3,REGULAR,turnover,bad pass,[],1628369,,,1610612738,88,67,2022-02-01T02:14:23Z,4340000,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 1628389]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,2.0,Adebayo,1628389.0,,,,
443,PT00M50.70S,2022-02-01T02:14:20.1Z,3,REGULAR,steal,,[],1628389,,,1610612748,88,67,2022-02-01T02:14:21Z,4350000,,,0,,B. Adebayo STEAL (3 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
444,PT00M44.30S,2022-02-01T02:14:26.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,67.7562417871222,65.19607843137256,1610612748,88,70,2022-02-01T02:14:31Z,4360000,76.0,251.0,1,right,T. Herro 26' 3PT  (12 PTS) (B. Adebayo 4 AST),"[1629639, 1628389]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,Made,,,,,26.19,,,,,,12.0,B. Adebayo,1628389.0,4.0
446,PT00M31.10S,2022-02-01T02:14:43.3Z,3,REGULAR,3pt,Jump Shot,[],201143,20.97568988173456,88.48039215686273,1610612738,91,70,2022-02-01T02:14:48Z,4380000,-192.0,145.0,1,left,A. Horford 24' 3PT  (10 PTS) (J. Richardson 1 AST),"[201143, 1626196]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,Made,,,,,24.07,,,,,,10.0,J. Richardson,1626196.0,1.0
448,PT00M14.60S,2022-02-01T02:15:03.2Z,3,REGULAR,turnover,bad pass,[],1629657,,,1610612748,91,70,2022-02-01T02:15:07Z,4400000,,,0,,K. Guy bad pass TURNOVER (1 TO),"[1629657, 1629684]",1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,,,,,,,,1.0,Williams,1629684.0,,,,
449,PT00M14.60S,2022-02-01T02:15:03.2Z,3,REGULAR,steal,,[],1629684,,,1610612738,91,70,2022-02-01T02:15:05Z,4410000,,,0,,G. Williams STEAL (2 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
450,PT00M10.10S,2022-02-01T02:15:09.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626196,4.5499342969776615,54.41176470588235,1610612738,93,70,2022-02-01T02:15:29Z,4420000,-22.0,-10.0,1,left,J. Richardson running finger roll Layup (8 PTS),[1626196],1610612738.0,BOS,running finger roll,,,Richardson,J. Richardson,,,,,,,,,,Made,,,,,2.41,,,,,,8.0,,,
451,PT00M10.10S,2022-02-01T02:15:11.6Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629639,,,1610612738,93,70,2022-02-01T02:15:25Z,4430000,,,0,,T. Herro shooting personal FOUL (1 PF) (Richardson 1 FT),"[1629639, 1626196]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,201245.0,1.0,0.0,Richardson,1626196.0,,,,,,,,,,,,,,,
453,PT00M10.10S,2022-02-01T02:15:39.8Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1626196,,,1610612738,94,70,2022-02-01T02:15:39Z,4450000,,,0,,J. Richardson Free Throw 1 of 1 (9 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,Made,,,,,,,,,,,9.0,,,
454,PT00M00.10S,2022-02-01T02:15:59.1Z,3,REGULAR,2pt,Jump Shot,[],1629639,93.24901445466492,77.69607843137256,1610612748,94,70,2022-02-01T02:16:32Z,4460000,138.0,11.0,1,right,MISS T. Herro 13' Jump Shot,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,Missed,,,,,13.89,,,,,,,,,
455,PT00M00.10S,2022-02-01T02:15:59.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,94,70,2022-02-01T02:16:32Z,4470000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,454.0,,,,,,,,,,,,,
456,PT00M00.00S,2022-02-01T02:16:05.5Z,3,REGULAR,period,end,[],0,,,1610612748,94,70,2022-02-01T02:16:05Z,4480000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
