actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
90,PT04M39.00S,2022-02-12T00:55:52.0Z,1,REGULAR,substitution,in,[],1630192,,,1610612738,15,26,2022-02-12T00:56:03Z,880000,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M39.00S,2022-02-12T00:55:52.0Z,1,REGULAR,substitution,in,[],1630267,,,1610612738,15,26,2022-02-12T00:56:03Z,890000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M39.00S,2022-02-12T00:56:12.3Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,16,26,2022-02-12T00:56:12Z,900000,,,0,,J. Tatum Free Throw 2 of 2 (7 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
93,PT04M35.00S,2022-02-12T00:56:20.5Z,1,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,16,26,2022-02-12T00:56:27Z,910000,,,0,,N. Jokic bad pass out-of-bounds TURNOVER (4 TO),[203999],1610612743.0,DEN,bad pass,,,Jokic,N. Jokic,,,,,2534.0,4.0,,,,,,,,,,,,,,,,,,
94,PT04M35.00S,2022-02-12T00:56:25.5Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,16,26,2022-02-12T00:56:28Z,920000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M35.00S,2022-02-12T00:56:25.5Z,1,REGULAR,substitution,in,[],1628401,,,1610612738,16,26,2022-02-12T00:56:28Z,930000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M20.00S,2022-02-12T00:56:57.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629057,93.11760840998686,45.09803921568628,1610612738,18,26,2022-02-12T00:57:04Z,940000,-25.0,12.0,1,right,R. Williams III alley-oop Layup (2 PTS) (M. Smart 3 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,,,2.74,Made,2.0,M. Smart,203935.0,3.0,,,,,,,,,,,,
98,PT03M57.00S,2022-02-12T00:57:20.0Z,1,REGULAR,turnover,lost ball,[],203999,,,1610612743,18,26,2022-02-12T00:57:26Z,960000,,,0,,N. Jokic lost ball TURNOVER (5 TO),"[203999, 203935]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,5.0,,,,,,,,,,,,,,,Smart,203935.0,,
99,PT03M57.00S,2022-02-12T00:57:20.0Z,1,REGULAR,steal,,[],203935,,,1610612738,18,26,2022-02-12T00:57:21Z,970000,,,0,,M. Smart STEAL (3 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M53.00S,2022-02-12T00:57:24.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627759,93.38042049934296,49.754901960784316,1610612738,20,26,2022-02-12T00:59:12Z,980000,-1.0,10.0,1,right,J. Brown running alley-oop Layup (4 PTS) (D. White 1 AST),"[1627759, 1628401]",1610612738.0,BOS,running alley-oop,,,Brown,J. Brown,,,,,,,0.98,Made,4.0,D. White,1628401.0,1.0,,,,,,,,,,,,
102,PT03M53.00S,2022-02-12T00:57:33.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,20,26,2022-02-12T00:57:33Z,1000000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M40.00S,2022-02-12T01:00:47.3Z,1,REGULAR,3pt,Jump Shot,[],1630267,19.530223390275953,5.88235294117647,1610612743,20,26,2022-02-12T01:01:08Z,1010000,221.0,131.0,1,left,MISS F. Campazzo 25' 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,25.66,Missed,,,,,,,,,,,,,,,,
104,PT03M37.00S,2022-02-12T01:00:50.3Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,20,26,2022-02-12T01:08:43Z,1020000,,,0,,N. Jokic REBOUND (Off:3 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,103.0,6.0,3.0,3.0,,,,
156,PT03M36.00S,2022-02-12T01:00:52.6Z,1,REGULAR,turnover,lost ball,[],203999,,,1610612743,20,26,2022-02-12T01:09:01Z,1025000,,,0,,N. Jokic lost ball TURNOVER (6 TO),"[203999, 1629057]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,6.0,,,,,,,,,,,,,,,Williams III,1629057.0,,
157,PT03M36.00S,2022-02-12T01:00:52.6Z,1,REGULAR,steal,,[],1629057,,,1610612738,20,26,2022-02-12T01:09:01Z,1027500,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M28.00S,2022-02-12T01:00:58.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,72.88107752956637,80.14705882352942,1610612738,20,26,2022-02-12T01:09:01Z,1030000,151.0,202.0,1,right,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,25.23,Missed,,,,,,,,,,,,,,,,
106,PT03M26.00S,2022-02-12T01:01:00.0Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,20,26,2022-02-12T01:01:11Z,1040000,,,0,,N. Jokic REBOUND (Off:3 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,105.0,7.0,4.0,3.0,,,,
107,PT03M18.00S,2022-02-12T01:01:09.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,5.732588699080158,49.26470588235294,1610612743,20,28,2022-02-12T01:01:21Z,1050000,4.0,1.0,1,left,A. Gordon driving Layup (8 PTS),[203932],1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,,,0.4,Made,8.0,,,,,,,,,,,,,,,
109,PT03M03.00S,2022-02-12T01:01:29.6Z,1,REGULAR,3pt,Jump Shot,[],1629684,81.02825229960578,5.88235294117647,1610612738,23,28,2022-02-12T01:01:34Z,1070000,-221.0,126.0,1,right,G. Williams 25' 3PT  (3 PTS) (J. Brown 1 AST),"[1629684, 1627759]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,25.39,Made,3.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,
111,PT02M42.00S,2022-02-12T01:01:54.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630267,5.863994743758213,49.26470588235294,1610612743,23,30,2022-02-12T01:02:05Z,1090000,4.0,3.0,1,left,F. Campazzo cutting Layup (2 PTS) (W. Barton 1 AST),"[1630267, 203115]",1610612743.0,DEN,cutting,,,Campazzo,F. Campazzo,,,,,,,0.45,Made,2.0,W. Barton,203115.0,1.0,,,,,,,,,,,,
113,PT02M42.00S,2022-02-12T01:01:59.5Z,1,REGULAR,violation,defensive goaltending,[],203935,,,1610612743,23,30,2022-02-12T01:02:47Z,1110000,,,0,,M. Smart defensive goaltending VIOLATION,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,1204.0,,,,,,,,,,,,,,,,,,,
114,PT02M29.00S,2022-02-12T01:02:14.4Z,1,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,23,30,2022-02-12T01:02:43Z,1120000,,,0,,J. Brown lost ball out-of-bounds TURNOVER (1 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,,1.0,,,,,,,,,,,,,,,,,,
115,PT02M29.00S,2022-02-12T01:02:17.8Z,1,REGULAR,substitution,out,[],1627759,,,1610612743,23,30,2022-02-12T01:02:31Z,1130000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M29.00S,2022-02-12T01:02:17.8Z,1,REGULAR,substitution,out,[],203935,,,1610612743,23,30,2022-02-12T01:02:31Z,1140000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M29.00S,2022-02-12T01:02:17.8Z,1,REGULAR,substitution,out,[],1629057,,,1610612743,23,30,2022-02-12T01:02:31Z,1150000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M29.00S,2022-02-12T01:02:17.8Z,1,REGULAR,substitution,out,[],203115,,,1610612743,23,30,2022-02-12T01:02:31Z,1160000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M29.00S,2022-02-12T01:02:17.8Z,1,REGULAR,substitution,in,[],1630202,,,1610612743,23,30,2022-02-12T01:02:31Z,1170000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M29.00S,2022-02-12T01:02:17.8Z,1,REGULAR,substitution,in,[],1628369,,,1610612743,23,30,2022-02-12T01:02:31Z,1180000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M29.00S,2022-02-12T01:02:17.8Z,1,REGULAR,substitution,in,[],201143,,,1610612743,23,30,2022-02-12T01:02:31Z,1190000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M29.00S,2022-02-12T01:02:17.8Z,1,REGULAR,substitution,in,[],1627854,,,1610612743,23,30,2022-02-12T01:02:31Z,1200000,,,0,,SUB in: B. Forbes,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M21.00S,2022-02-12T01:02:46.1Z,1,REGULAR,foul,personal,[],1629684,,,1610612743,23,30,2022-02-12T01:03:52Z,1210000,,,0,,G. Williams personal FOUL (1 PF),"[1629684, 1630267]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,1626300.0,,,,,,,,1.0,0.0,Campazzo,1630267.0,,,,,,,,
125,PT02M21.00S,2022-02-12T01:02:51.4Z,1,REGULAR,substitution,out,[],203932,,,1610612743,23,30,2022-02-12T01:02:59Z,1230000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M21.00S,2022-02-12T01:02:51.4Z,1,REGULAR,substitution,in,[],203085,,,1610612743,23,30,2022-02-12T01:02:59Z,1240000,,,0,,SUB in: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M16.00S,2022-02-12T01:03:10.7Z,1,REGULAR,turnover,bad pass,[],1630267,,,1610612743,23,30,2022-02-12T01:04:03Z,1250000,,,0,,F. Campazzo bad pass TURNOVER (1 TO),"[1630267, 1630202]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,1.0,,,,,,,,,,,,,,,Pritchard,1630202.0,,
128,PT02M16.00S,2022-02-12T01:03:10.7Z,1,REGULAR,steal,,[],1630202,,,1610612738,23,30,2022-02-12T01:03:12Z,1260000,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M15.00S,2022-02-12T01:03:17.9Z,1,REGULAR,foul,personal,[],1630267,,,1610612738,23,30,2022-02-12T01:03:23Z,1270000,,,0,,F. Campazzo personal FOUL (1 PF),"[1630267, 1630202]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,1204.0,,,,,,,,1.0,0.0,Pritchard,1630202.0,,,,,,,,
131,PT02M15.00S,2022-02-12T01:03:25.3Z,1,REGULAR,substitution,out,[],203999,,,1610612738,23,30,2022-02-12T01:03:27Z,1290000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M15.00S,2022-02-12T01:03:25.3Z,1,REGULAR,substitution,in,[],203210,,,1610612738,23,30,2022-02-12T01:03:27Z,1300000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M57.00S,2022-02-12T01:03:56.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629684,92.85479632063075,47.05882352941176,1610612738,23,30,2022-02-12T01:04:14Z,1310000,-15.0,15.0,1,right,MISS G. Williams cutting Layup,[1629684],1610612738.0,BOS,cutting,,,Williams,G. Williams,,,,,,,2.08,Missed,,,,,,,,,,,,,,,,
134,PT01M55.00S,2022-02-12T01:03:58.4Z,1,REGULAR,rebound,defensive,[],1630192,,,1610612743,23,30,2022-02-12T01:04:14Z,1320000,,,0,,Z. Nnaji REBOUND (Off:0 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,133.0,1.0,1.0,0.0,,,,
135,PT01M54.00S,2022-02-12T01:04:06.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,23,30,2022-02-12T01:04:06Z,1330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M42.00S,2022-02-12T01:04:26.0Z,1,REGULAR,2pt,Jump Shot,[],1627854,27.54599211563732,51.470588235294116,1610612743,23,32,2022-02-12T01:04:31Z,1340000,-7.0,206.0,1,left,B. Forbes 20' Jump Shot (2 PTS) (Z. Nnaji 1 AST),"[1627854, 1630192]",1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,20.65,Made,2.0,Z. Nnaji,1630192.0,1.0,,,,,,,,,,,,
137,PT01M30.00S,2022-02-12T01:04:38.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201143,92.72339027595268,50.49019607843137,1610612738,25,32,2022-02-12T01:04:42Z,1350000,2.0,16.0,1,right,A. Horford cutting DUNK (7 PTS) (J. Tatum 1 AST),"[201143, 1628369]",1610612738.0,BOS,cutting,,,Horford,A. Horford,,,,,,,1.61,Made,7.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,
139,PT01M05.00S,2022-02-12T01:05:02.7Z,1,REGULAR,3pt,Jump Shot,[],1630192,11.908672798948752,2.941176470588235,1610612743,25,32,2022-02-12T01:05:07Z,1370000,235.0,59.0,1,left,MISS Z. Nnaji 24' 3PT,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,24.27,Missed,,,,,,,,,,,,,,,,
140,PT01M03.00S,2022-02-12T01:05:04.7Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,25,32,2022-02-12T01:05:07Z,1380000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,139.0,1.0,1.0,0.0,,,,
141,PT00M57.40S,2022-02-12T01:05:12.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,92.85479632063075,49.754901960784316,1610612738,27,32,2022-02-12T01:05:16Z,1390000,-1.0,15.0,1,right,J. Tatum cutting DUNK (9 PTS) (D. White 2 AST),"[1628369, 1628401]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,,,1.47,Made,9.0,D. White,1628401.0,2.0,,,,,,,,,,,,
143,PT00M43.10S,2022-02-12T01:05:34.8Z,1,REGULAR,3pt,Jump Shot,[],203085,29.6484888304862,21.813725490196077,1610612743,27,32,2022-02-12T01:05:40Z,1410000,141.0,226.0,1,left,MISS A. Rivers 26' 3PT,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,26.65,Missed,,,,,,,,,,,,,,,,
144,PT00M39.90S,2022-02-12T01:05:38.0Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,27,32,2022-02-12T01:05:40Z,1420000,,,0,,A. Horford REBOUND (Off:2 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,143.0,4.0,2.0,2.0,,,,
145,PT00M31.80S,2022-02-12T01:05:46.0Z,1,REGULAR,3pt,Jump Shot,[],1628401,95.22010512483574,94.6078431372549,1610612738,30,32,2022-02-12T01:05:50Z,1430000,223.0,-8.0,1,right,D. White 3PT  (3 PTS) (P. Pritchard 1 AST),"[1628401, 1630202]",1610612738.0,BOS,,,,White,D. White,,,,,,,22.31,Made,3.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,,
147,PT00M23.40S,2022-02-12T01:05:57.9Z,1,REGULAR,2pt,Jump Shot,[],1627854,25.18068331143233,40.19607843137255,1610612743,30,32,2022-02-12T01:06:22Z,1450000,49.0,184.0,1,left,MISS B. Forbes 19' pullup Shot,[1627854],1610612743.0,DEN,pullup,,,Forbes,B. Forbes,,,,,,,19.06,Missed,,,,,,,,,,,,,,,,
148,PT00M20.30S,2022-02-12T01:06:01.0Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,30,32,2022-02-12T01:06:01Z,1460000,,,0,,A. Horford REBOUND (Off:2 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,147.0,5.0,3.0,2.0,,,,
149,PT00M05.30S,2022-02-12T01:06:16.1Z,1,REGULAR,3pt,Jump Shot,[],1630202,66.44218134034165,48.03921568627451,1610612738,30,32,2022-02-12T01:06:30Z,1470000,-10.0,263.0,1,right,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,26.31,Missed,,,,,,,,,,,,,,,,
150,PT00M03.30S,2022-02-12T01:06:18.1Z,1,REGULAR,rebound,offensive,[],1628401,,,1610612738,30,32,2022-02-12T01:08:18Z,1480000,,,0,,D. White REBOUND (Off:1 Def:0),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,149.0,1.0,0.0,1.0,,,,
154,PT00M03.30S,2022-02-12T01:06:20.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628401,93.24901445466492,51.9607843137255,1610612738,30,32,2022-02-12T01:08:18Z,1485000,10.0,11.0,1,right,MISS D. White tip Layup,[1628401],1610612738.0,BOS,tip,,,White,D. White,,,,,,,1.47,Missed,,,,,,,,,,,,,,,,
155,PT00M02.30S,2022-02-12T01:06:21.0Z,1,REGULAR,rebound,defensive,[],203210,,,1610612743,30,32,2022-02-12T01:08:08Z,1487500,,,0,,J. Green REBOUND (Off:0 Def:1),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,154.0,1.0,1.0,0.0,,,,
151,PT00M01.00S,2022-02-12T01:06:24.0Z,1,REGULAR,3pt,Jump Shot,[],203210,54.45137976346912,50.36764705882353,1610612743,30,32,2022-02-12T01:06:42Z,1490000,-2.0,459.0,1,left,MISS J. Green 45' pullup 3PT,[203210],1610612743.0,DEN,pullup,,,Green,J. Green,,,,,,,45.93,Missed,,,,,,,,,,,,,,,,
152,PT00M01.00S,2022-02-12T01:06:24.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,30,32,2022-02-12T01:06:42Z,1500000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,151.0,,,,,,,
153,PT00M00.00S,2022-02-12T01:06:27.2Z,1,REGULAR,period,end,[],0,,,1610612743,30,32,2022-02-12T01:06:27Z,1510000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-02-12T01:09:15.0Z,2,REGULAR,period,start,[],0,,,1610612738,30,32,2022-02-12T01:09:15Z,1520000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M44.00S,2022-02-12T01:09:30.6Z,2,REGULAR,3pt,Jump Shot,[],1628401,70.64717477003943,75.0,1610612738,33,32,2022-02-12T01:09:35Z,1530000,125.0,223.0,1,right,D. White 25' 3PT  (6 PTS) (J. Tatum 2 AST),"[1628401, 1628369]",1610612738.0,BOS,,,,White,D. White,,,,,,,25.6,Made,6.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,
162,PT11M27.00S,2022-02-12T01:09:46.7Z,2,REGULAR,turnover,bad pass,[],1627854,,,1610612743,33,32,2022-02-12T01:09:52Z,1550000,,,0,,B. Forbes bad pass TURNOVER (1 TO),"[1627854, 1628369]",1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,1.0,,,,,,,,,,,,,,,Tatum,1628369.0,,
163,PT11M27.00S,2022-02-12T01:09:46.7Z,2,REGULAR,steal,,[],1628369,,,1610612738,33,32,2022-02-12T01:09:48Z,1560000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M21.00S,2022-02-12T01:09:53.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628401,93.24901445466492,49.754901960784316,1610612738,35,32,2022-02-12T01:10:01Z,1570000,-1.0,11.0,1,right,D. White running finger roll Layup (8 PTS) (J. Tatum 3 AST),"[1628401, 1628369]",1610612738.0,BOS,running finger roll,,,White,D. White,,,,,,,1.11,Made,8.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,,
166,PT11M20.00S,2022-02-12T01:09:59.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,35,32,2022-02-12T01:09:59Z,1590000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M12.00S,2022-02-12T01:13:07.2Z,2,REGULAR,foul,offensive,[],1630192,,,1610612743,35,32,2022-02-12T01:13:17Z,1600000,,,0,,Z. Nnaji offensive FOUL (1 PF),"[1630192, 1630202]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,1626300.0,,,,,,,,1.0,0.0,Pritchard,1630202.0,,,,,,,,
169,PT11M12.00S,2022-02-12T01:13:07.2Z,2,REGULAR,turnover,offensive foul,[],1630192,,,1610612743,35,32,2022-02-12T01:13:07Z,1620000,,,0,,Z. Nnaji offensive foul TURNOVER (1 TO),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,1626300.0,1.0,,,,,,,,,,,,,,,,,,
170,PT10M57.00S,2022-02-12T01:13:28.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,92.32917214191852,77.20588235294117,1610612738,35,32,2022-02-12T01:13:37Z,1630000,136.0,20.0,1,right,MISS J. Tatum 13' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,,,13.74,Missed,,,,,,,,,,,,,,,,
171,PT10M54.00S,2022-02-12T01:13:31.3Z,2,REGULAR,rebound,offensive,[],1630202,,,1610612738,35,32,2022-02-12T01:13:37Z,1640000,,,0,,P. Pritchard REBOUND (Off:1 Def:0),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,170.0,1.0,0.0,1.0,,,,
172,PT10M52.00S,2022-02-12T01:13:32.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628369,94.03745072273325,96.81372549019608,1610612738,35,32,2022-02-12T01:13:51Z,1650000,234.0,4.0,1,right,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,23.41,Missed,,,,,,,,,,,,,,,,
173,PT10M50.00S,2022-02-12T01:13:34.6Z,2,REGULAR,rebound,defensive,[],203085,,,1610612743,35,32,2022-02-12T01:13:51Z,1660000,,,0,,A. Rivers REBOUND (Off:0 Def:1),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,172.0,1.0,1.0,0.0,,,,
174,PT10M30.00S,2022-02-12T01:13:53.9Z,2,REGULAR,3pt,Jump Shot,[],1630267,30.962549277266753,65.93137254901961,1610612743,35,35,2022-02-12T01:13:58Z,1670000,-80.0,239.0,1,left,F. Campazzo 25' 3PT  (5 PTS) (A. Rivers 1 AST),"[1630267, 203085]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,25.15,Made,5.0,A. Rivers,203085.0,1.0,,,,,,,,,,,,
176,PT10M08.00S,2022-02-12T01:14:16.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,93.9060446780552,55.63725490196079,1610612738,35,35,2022-02-12T01:15:00Z,1690000,28.0,5.0,1,right,MISS G. Williams cutting Layup,[1629684],1610612738.0,BOS,cutting,,,Williams,G. Williams,,,,,,,2.86,Missed,,,,,,,,,,,,,,,,
177,PT10M06.00S,2022-02-12T01:14:18.2Z,2,REGULAR,rebound,defensive,[],1630192,,,1610612743,35,35,2022-02-12T01:14:21Z,1700000,,,0,,Z. Nnaji REBOUND (Off:0 Def:2),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,176.0,2.0,2.0,0.0,,,,
178,PT09M58.00S,2022-02-12T01:14:26.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630192,5.469776609724048,49.01960784313725,1610612743,35,37,2022-02-12T01:14:31Z,1710000,5.0,-1.0,1,left,Z. Nnaji cutting Layup (2 PTS) (J. Green 1 AST),"[1630192, 203210]",1610612743.0,DEN,cutting,,,Nnaji,Z. Nnaji,,,,,,,0.5,Made,2.0,J. Green,203210.0,1.0,,,,,,,,,,,,
180,PT09M44.00S,2022-02-12T01:14:40.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,93.16688567674113,54.557291666666664,1610612738,35,37,2022-02-12T01:15:12Z,1730000,23.0,12.0,1,right,MISS P. Pritchard driving Layup - blocked,"[1630202, 203210]",1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,,,2.56,Missed,,,,,,,,,,,,,,,Green,203210.0
181,PT09M44.00S,2022-02-12T01:14:40.9Z,2,REGULAR,block,,[],203210,,,1610612738,35,37,2022-02-12T01:14:44Z,1740000,,,0,,J. Green BLOCK (1 BLK),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
182,PT09M41.00S,2022-02-12T01:14:43.9Z,2,REGULAR,rebound,offensive,[],201143,,,1610612738,35,37,2022-02-12T01:15:12Z,1750000,,,0,,A. Horford REBOUND (Off:3 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,180.0,6.0,3.0,3.0,,,,
