actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
276,PT03M42.00S,2022-02-12T01:27:05.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628369,,,1610612743,46,52,2022-02-12T01:27:11Z,2690000,,,0,,J. Tatum shooting personal FOUL (1 PF) (Hyland 1 FT),"[1628369, 1630538]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,1626300.0,,,,,,,,1.0,0.0,Hyland,1630538.0,,,,,,,,
278,PT03M42.00S,2022-02-12T01:27:26.2Z,2,REGULAR,freethrow,1 of 1,[],1630538,,,1610612743,46,53,2022-02-12T01:27:26Z,2710000,,,0,,B. Hyland Free Throw 1 of 1 (5 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
279,PT03M32.00S,2022-02-12T01:27:42.3Z,2,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,46,53,2022-02-12T01:27:48Z,2720000,,,0,,M. Smart lost ball out-of-bounds TURNOVER (3 TO),[203935],1610612738.0,BOS,lost ball,,,Smart,M. Smart,,,,,1626300.0,3.0,,,,,,,,,,,,,,,,,,
280,PT03M19.00S,2022-02-12T01:27:56.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203932,13.354139290407357,3.1862745098039214,1610612743,46,53,2022-02-12T01:28:01Z,2730000,234.0,73.0,1,left,MISS A. Gordon 24' 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,24.52,Missed,,,,,,,,,,,,,,,,
281,PT03M17.00S,2022-02-12T01:27:58.4Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,46,53,2022-02-12T01:28:01Z,2740000,,,0,,A. Horford REBOUND (Off:3 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,280.0,8.0,5.0,3.0,,,,
282,PT03M04.00S,2022-02-12T01:28:11.7Z,2,REGULAR,3pt,Jump Shot,[],1628369,69.20170827858082,25.0,1610612738,46,53,2022-02-12T01:28:16Z,2750000,-125.0,237.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,26.79,Missed,,,,,,,,,,,,,,,,
283,PT03M01.00S,2022-02-12T01:28:14.7Z,2,REGULAR,rebound,defensive,[],203115,,,1610612743,46,53,2022-02-12T01:28:16Z,2760000,,,0,,W. Barton REBOUND (Off:0 Def:3),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,282.0,3.0,3.0,0.0,,,,
284,PT02M48.00S,2022-02-12T01:28:27.5Z,2,REGULAR,3pt,Jump Shot,[],203932,9.280551905387648,2.696078431372549,1610612743,46,53,2022-02-12T01:28:33Z,2770000,237.0,35.0,1,left,MISS A. Gordon 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,23.9,Missed,,,,,,,,,,,,,,,,
285,PT02M45.00S,2022-02-12T01:28:30.5Z,2,REGULAR,rebound,offensive,[],203999,,,1610612743,46,53,2022-02-12T01:28:33Z,2780000,,,0,,N. Jokic REBOUND (Off:4 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,284.0,9.0,5.0,4.0,,,,
286,PT02M43.00S,2022-02-12T01:28:32.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630538,20.05584756898817,48.03921568627451,1610612743,46,55,2022-02-12T01:28:39Z,2790000,10.0,136.0,1,left,B. Hyland 13' Jump Shot (7 PTS) (N. Jokic 7 AST),"[1630538, 203999]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,13.64,Made,7.0,N. Jokic,203999.0,7.0,,,,,,,,,,,,
288,PT02M34.00S,2022-02-12T01:28:40.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.24901445466492,52.94117647058824,1610612738,48,55,2022-02-12T01:28:47Z,2810000,15.0,11.0,1,right,J. Brown driving Layup (8 PTS) (M. Smart 5 AST),"[1627759, 203935]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,1.84,Made,8.0,M. Smart,203935.0,5.0,,,,,,,,,,,,
290,PT02M31.00S,2022-02-12T01:28:50.5Z,2,REGULAR,foul,offensive,[],201145,,,1610612743,48,55,2022-02-12T01:29:10Z,2830000,,,0,,J. Green offensive FOUL (1 PF),"[201145, 203935]",1610612743.0,DEN,,,,Green,J. Green,,,,,1626300.0,,,,,,,,1.0,0.0,Smart,203935.0,,,,,,,,
292,PT02M31.00S,2022-02-12T01:28:50.5Z,2,REGULAR,turnover,offensive foul,[],201145,,,1610612743,48,55,2022-02-12T01:28:50Z,2850000,,,0,,J. Green offensive foul TURNOVER (1 TO),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,1626300.0,1.0,,,,,,,,,,,,,,,,,,
293,PT02M31.00S,2022-02-12T01:29:00.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,48,55,2022-02-12T01:29:00Z,2860000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M10.00S,2022-02-12T01:32:10.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203935,87.46714848883047,50.0,1610612738,48,55,2022-02-12T01:32:19Z,2870000,0.0,65.0,1,right,MISS M. Smart 6' driving floating Shot,[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,,,6.53,Missed,,,,,,,,,,,,,,,,
295,PT02M08.00S,2022-02-12T01:32:12.7Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,48,55,2022-02-12T01:32:19Z,2880000,,,0,,N. Jokic REBOUND (Off:4 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,294.0,10.0,6.0,4.0,,,,
296,PT02M07.00S,2022-02-12T01:32:16.6Z,2,REGULAR,turnover,traveling,[],203115,,,1610612743,48,55,2022-02-12T01:32:27Z,2890000,,,0,,W. Barton traveling TURNOVER (2 TO),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,1204.0,2.0,,,,,,,,,,,,,,,,,,
297,PT01M54.00S,2022-02-12T01:32:44.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201143,91.01511169513797,5.147058823529411,1610612738,48,55,2022-02-12T01:32:51Z,2900000,-224.0,32.0,1,right,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,22.66,Missed,,,,,,,,,,,,,,,,
298,PT01M49.00S,2022-02-12T01:32:49.2Z,2,REGULAR,rebound,defensive,[],203115,,,1610612743,48,55,2022-02-12T01:32:51Z,2910000,,,0,,W. Barton REBOUND (Off:0 Def:4),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,297.0,4.0,4.0,0.0,,,,
299,PT01M42.00S,2022-02-12T01:32:55.1Z,2,REGULAR,3pt,Jump Shot,[],203999,30.962549277266753,32.59803921568628,1610612743,48,55,2022-02-12T01:33:00Z,2920000,87.0,239.0,1,left,MISS N. Jokic 25' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,25.39,Missed,,,,,,,,,,,,,,,,
300,PT01M40.00S,2022-02-12T01:32:57.1Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,48,55,2022-02-12T01:33:00Z,2930000,,,0,,R. Williams III REBOUND (Off:1 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,299.0,5.0,4.0,1.0,,,,
301,PT01M31.00S,2022-02-12T01:33:09.0Z,2,REGULAR,foul,personal,['2freethrow'],1630538,,,1610612738,48,55,2022-02-12T01:33:18Z,2940000,,,0,,B. Hyland shooting personal FOUL (3 PF) (Williams III 2 FT),"[1630538, 1629057]",1610612743.0,DEN,shooting,,,Hyland,B. Hyland,,,,,2534.0,,,,,,,,3.0,0.0,Williams III,1629057.0,,,,,,,,
303,PT01M31.00S,2022-02-12T01:33:35.8Z,2,REGULAR,freethrow,1 of 2,[],1629057,,,1610612738,48,55,2022-02-12T01:33:35Z,2960000,,,0,,MISS R. Williams III Free Throw 1 of 2,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,Missed,,,,,,,,,,,,,,,,
304,PT01M31.00S,2022-02-12T01:33:35.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,48,55,2022-02-12T01:33:35Z,2970000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,303.0,,,,,,,
305,PT01M31.00S,2022-02-12T01:33:38.9Z,2,REGULAR,substitution,out,[],1630538,,,1610612738,48,55,2022-02-12T01:33:42Z,2980000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,
306,PT01M31.00S,2022-02-12T01:33:38.9Z,2,REGULAR,substitution,in,[],1630267,,,1610612738,48,55,2022-02-12T01:33:42Z,2990000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
307,PT01M31.00S,2022-02-12T01:33:57.8Z,2,REGULAR,freethrow,2 of 2,[],1629057,,,1610612738,49,55,2022-02-12T01:33:57Z,3000000,,,0,,R. Williams III Free Throw 2 of 2 (5 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
308,PT01M12.00S,2022-02-12T01:34:21.0Z,2,REGULAR,3pt,Jump Shot,[],1630267,17.95335085413929,7.8431372549019605,1610612743,49,55,2022-02-12T01:34:26Z,3010000,211.0,116.0,1,left,MISS F. Campazzo 24' 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,24.08,Missed,,,,,,,,,,,,,,,,
309,PT01M09.00S,2022-02-12T01:34:24.0Z,2,REGULAR,rebound,offensive,[],1630267,,,1610612743,49,55,2022-02-12T01:34:26Z,3020000,,,0,,F. Campazzo REBOUND (Off:1 Def:1),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,308.0,2.0,1.0,1.0,,,,
310,PT01M01.00S,2022-02-12T01:34:31.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203115,7.5722733245729295,45.09803921568628,1610612743,49,57,2022-02-12T01:34:38Z,3030000,25.0,19.0,1,left,W. Barton driving Layup (8 PTS),[203115],1610612743.0,DEN,driving,,,Barton,W. Barton,,,,,,,3.08,Made,8.0,,,,,,,,,,,,,,,
311,PT00M55.70S,2022-02-12T01:34:38.2Z,2,REGULAR,turnover,lost ball,[],1627759,,,1610612738,49,57,2022-02-12T01:34:42Z,3040000,,,0,,J. Brown lost ball TURNOVER (2 TO),"[1627759, 203932]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,2.0,,,,,,,,,,,,,,,Gordon,203932.0,,
312,PT00M55.70S,2022-02-12T01:34:38.2Z,2,REGULAR,steal,,[],203932,,,1610612743,49,57,2022-02-12T01:34:39Z,3050000,,,0,,A. Gordon STEAL (2 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M36.10S,2022-02-12T01:34:58.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203115,14.4053876478318,55.14705882352941,1610612743,49,59,2022-02-12T01:35:06Z,3060000,-26.0,83.0,1,left,W. Barton 8' fadeaway Jump Shot (10 PTS) (N. Jokic 8 AST),"[203115, 203999]",1610612743.0,DEN,fadeaway,,,Barton,W. Barton,,,,,,,8.68,Made,10.0,N. Jokic,203999.0,8.0,,,,,,,,,,,,
315,PT00M33.40S,2022-02-12T01:35:11.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,49,59,2022-02-12T01:35:11Z,3080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M33.20S,2022-02-12T01:35:43.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630267,,,1610612738,49,59,2022-02-12T01:35:48Z,3090000,,,0,,F. Campazzo personal FOUL (3 PF) (Smart 2 FT),"[1630267, 203935]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,1204.0,,,,,,,,3.0,0.0,Smart,203935.0,,,,,,,,
318,PT00M33.20S,2022-02-12T01:36:10.7Z,2,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,50,59,2022-02-12T01:36:10Z,3110000,,,0,,M. Smart Free Throw 1 of 2 (3 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
319,PT00M33.20S,2022-02-12T01:36:12.4Z,2,REGULAR,substitution,out,[],201143,,,1610612738,50,59,2022-02-12T01:36:19Z,3120000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M33.20S,2022-02-12T01:36:12.4Z,2,REGULAR,substitution,out,[],1630267,,,1610612738,50,59,2022-02-12T01:36:19Z,3130000,,,0,,SUB out: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
321,PT00M33.20S,2022-02-12T01:36:12.4Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,50,59,2022-02-12T01:36:19Z,3140000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
322,PT00M33.20S,2022-02-12T01:36:12.4Z,2,REGULAR,substitution,in,[],1628432,,,1610612738,50,59,2022-02-12T01:36:19Z,3150000,,,0,,SUB in: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,
323,PT00M33.20S,2022-02-12T01:36:39.9Z,2,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,51,59,2022-02-12T01:36:40Z,3160000,,,0,,M. Smart Free Throw 2 of 2 (4 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
324,PT00M26.60S,2022-02-12T01:36:59.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612743,51,59,2022-02-12T01:37:17Z,3170000,,,0,,G. Williams personal FOUL (3 PF) (Jokic 2 FT),"[1629684, 203999]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,1626300.0,,,,,,,,3.0,0.0,Jokic,203999.0,,,,,,,,
326,PT00M26.60S,2022-02-12T01:37:21.6Z,2,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,51,60,2022-02-12T01:37:45Z,3190000,,,0,,N. Jokic Free Throw 1 of 2 (8 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
327,PT00M26.60S,2022-02-12T01:37:23.0Z,2,REGULAR,substitution,out,[],1629684,,,1610612743,51,60,2022-02-12T01:37:26Z,3200000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
328,PT00M26.60S,2022-02-12T01:37:23.0Z,2,REGULAR,substitution,in,[],201143,,,1610612743,51,60,2022-02-12T01:37:26Z,3210000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M26.60S,2022-02-12T01:37:21.6Z,2,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,51,60,2022-02-12T01:37:45Z,3220000,,,0,,MISS N. Jokic Free Throw 2 of 2,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Missed,,,,,,,,,,,,,,,,
330,PT00M26.60S,2022-02-12T01:37:21.6Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,51,60,2022-02-12T01:37:45Z,3230000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,329.0,2.0,2.0,0.0,,,,
331,PT00M06.30S,2022-02-12T01:38:00.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,95.22010512483574,54.166666666666664,1610612738,51,60,2022-02-12T01:38:23Z,3240000,21.0,-8.0,1,right,MISS R. Williams III driving reverse Layup,[1629057],1610612738.0,BOS,driving reverse,,,Williams III,R. Williams III,,,,,,,2.21,Missed,,,,,,,,,,,,,,,,
332,PT00M04.60S,2022-02-12T01:38:02.1Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,51,60,2022-02-12T01:38:23Z,3250000,,,0,,N. Jokic REBOUND (Off:4 Def:7),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,331.0,11.0,7.0,4.0,,,,
333,PT00M01.80S,2022-02-12T01:38:04.8Z,2,REGULAR,2pt,Jump Shot,[],203999,28.685528909329825,50.268075980392155,1610612743,51,60,2022-02-12T01:39:14Z,3260000,-1.0,217.0,1,left,MISS N. Jokic 21' running pullup Shot,[203999],1610612743.0,DEN,running pullup,,,Jokic,N. Jokic,,,,,,,21.71,Missed,,,,,,,,,,,,,,,,
334,PT00M01.80S,2022-02-12T01:38:04.8Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,51,60,2022-02-12T01:38:29Z,3270000,,,0,,R. Williams III REBOUND (Off:1 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,333.0,6.0,5.0,1.0,,,,
335,PT00M00.00S,2022-02-12T01:38:22.3Z,2,REGULAR,period,end,[],0,,,1610612738,51,60,2022-02-12T01:38:22Z,3280000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-02-12T01:53:07.5Z,3,REGULAR,substitution,out,['startperiod'],1628432,,,1610612738,51,60,2022-02-12T01:53:20Z,3290000,,,0,,SUB out: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-02-12T01:53:07.5Z,3,REGULAR,substitution,in,['startperiod'],1630538,,,1610612738,51,60,2022-02-12T01:53:20Z,3300000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-02-12T01:53:25.8Z,3,REGULAR,period,start,[],0,,,1610612738,51,60,2022-02-12T01:53:25Z,3310000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT11M39.00S,2022-02-12T01:53:46.7Z,3,REGULAR,3pt,Jump Shot,[],203935,28.33442838370565,24.264705882352942,1610612738,54,60,2022-02-12T01:53:52Z,3320000,129.0,214.0,1,left,M. Smart 24' 3PT  (7 PTS) (A. Horford 2 AST),"[203935, 201143]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,24.95,Made,7.0,A. Horford,201143.0,2.0,,,,,,,,,,,,
341,PT11M25.00S,2022-02-12T01:53:59.8Z,3,REGULAR,3pt,Jump Shot,[],203115,93.9060446780552,4.901960784313726,1610612743,54,60,2022-02-12T01:54:07Z,3340000,-225.0,5.0,1,right,MISS W. Barton 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,22.56,Missed,,,,,,,,,,,,,,,,
342,PT11M21.00S,2022-02-12T01:54:03.8Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,54,60,2022-02-12T01:54:07Z,3350000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,341.0,1.0,1.0,0.0,,,,
343,PT11M19.00S,2022-02-12T01:54:08.1Z,3,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,54,60,2022-02-12T01:54:15Z,3360000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (4 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,1204.0,4.0,,,,,,,,,,,,,,,,,,
344,PT11M10.00S,2022-02-12T01:54:28.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630538,69.59592641261499,72.30392156862744,1610612743,54,60,2022-02-12T01:54:35Z,3370000,112.0,233.0,1,right,MISS B. Hyland 25' step back 3PT,[1630538],1610612743.0,DEN,step back,,,Hyland,B. Hyland,,,,,,,25.86,Missed,,,,,,,,,,,,,,,,
345,PT11M07.00S,2022-02-12T01:54:31.1Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,54,60,2022-02-12T01:54:35Z,3380000,,,0,,R. Williams III REBOUND (Off:1 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,344.0,7.0,6.0,1.0,,,,
346,PT10M58.00S,2022-02-12T01:54:40.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,13.14060446780552,36.87576593137255,1610612738,54,60,2022-02-12T01:54:49Z,3390000,66.0,71.0,1,left,MISS J. Tatum 9' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,,,9.67,Missed,,,,,,,,,,,,,,,,
347,PT10M55.00S,2022-02-12T01:54:43.6Z,3,REGULAR,rebound,defensive,[],203932,,,1610612743,54,60,2022-02-12T01:54:49Z,3400000,,,0,,A. Gordon REBOUND (Off:1 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,346.0,3.0,2.0,1.0,,,,
348,PT10M49.00S,2022-02-12T01:54:49.6Z,3,REGULAR,turnover,bad pass,[],203932,,,1610612743,54,60,2022-02-12T01:55:26Z,3410000,,,0,,A. Gordon bad pass TURNOVER (1 TO),"[203932, 1629057]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,1.0,,,,,,,,,,,,,,,Williams III,1629057.0,,
349,PT10M49.00S,2022-02-12T01:54:49.6Z,3,REGULAR,steal,,[],1629057,,,1610612738,54,60,2022-02-12T01:54:51Z,3420000,,,0,,R. Williams III STEAL (2 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
350,PT10M43.00S,2022-02-12T01:54:54.6Z,3,REGULAR,turnover,bad pass,[],203935,,,1610612738,54,60,2022-02-12T01:55:38Z,3430000,,,0,,M. Smart bad pass TURNOVER (5 TO),"[203935, 203932]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,5.0,,,,,,,,,,,,,,,Gordon,203932.0,,
351,PT10M43.00S,2022-02-12T01:54:54.6Z,3,REGULAR,steal,,[],203932,,,1610612743,54,60,2022-02-12T01:54:57Z,3440000,,,0,,A. Gordon STEAL (3 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
352,PT10M36.00S,2022-02-12T01:55:01.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630538,67.09921156373193,53.92156862745098,1610612743,54,63,2022-02-12T01:55:05Z,3450000,20.0,257.0,1,right,B. Hyland 25' 3PT  (10 PTS) (N. Jokic 9 AST),"[1630538, 203999]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,25.75,Made,10.0,N. Jokic,203999.0,9.0,,,,,,,,,,,,
354,PT10M36.00S,2022-02-12T01:55:06.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,54,63,2022-02-12T01:55:06Z,3470000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT10M20.00S,2022-02-12T01:58:13.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,14.011169513797633,49.50980392156863,1610612738,54,63,2022-02-12T01:58:21Z,3480000,2.0,79.0,1,left,MISS M. Smart 7' driving floating Shot,[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,,,7.92,Missed,,,,,,,,,,,,,,,,
356,PT10M18.00S,2022-02-12T01:58:15.9Z,3,REGULAR,rebound,defensive,[],201145,,,1610612743,54,63,2022-02-12T01:58:21Z,3490000,,,0,,J. Green REBOUND (Off:0 Def:2),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,355.0,2.0,2.0,0.0,,,,
357,PT10M07.00S,2022-02-12T01:58:27.1Z,3,REGULAR,3pt,Jump Shot,[],1630538,67.23061760840999,68.62745098039215,1610612743,54,63,2022-02-12T01:58:36Z,3500000,93.0,256.0,1,right,MISS B. Hyland 27' 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,27.19,Missed,,,,,,,,,,,,,,,,
358,PT10M03.00S,2022-02-12T01:58:31.1Z,3,REGULAR,rebound,offensive,[],201145,,,1610612743,54,63,2022-02-12T02:02:34Z,3510000,,,0,,J. Green REBOUND (Off:1 Def:2),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,357.0,3.0,2.0,1.0,,,,
359,PT10M00.00S,2022-02-12T01:58:33.5Z,3,REGULAR,turnover,lost ball,[],203999,,,1610612743,54,63,2022-02-12T01:59:16Z,3520000,,,0,,N. Jokic lost ball TURNOVER (8 TO),"[203999, 1628369]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,8.0,,,,,,,,,,,,,,,Tatum,1628369.0,,
360,PT10M00.00S,2022-02-12T01:58:33.5Z,3,REGULAR,steal,,[],1628369,,,1610612738,54,63,2022-02-12T01:58:35Z,3530000,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
361,PT09M59.00S,2022-02-12T01:58:35.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629057,6.521024967148489,50.49019607843137,1610612738,56,63,2022-02-12T01:58:49Z,3540000,-2.0,9.0,1,left,R. Williams III running DUNK (7 PTS) (J. Tatum 4 AST),"[1629057, 1628369]",1610612738.0,BOS,running,,,Williams III,R. Williams III,,,,,,,0.91,Made,7.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,,
363,PT09M31.00S,2022-02-12T01:59:03.7Z,3,REGULAR,2pt,Jump Shot,[],203115,94.03745072273325,90.68627450980392,1610612743,56,63,2022-02-12T01:59:09Z,3560000,203.0,4.0,1,right,MISS W. Barton 20' Jump Shot,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,20.34,Missed,,,,,,,,,,,,,,,,
