actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
94,PT02M55.00S,2022-01-22T00:58:42.5Z,1,REGULAR,substitution,in,[],1629684,,,1610612757,18,22,2022-01-22T00:58:59Z,930000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT02M55.00S,2022-01-22T00:58:42.5Z,1,REGULAR,substitution,in,[],1629642,,,1610612757,18,22,2022-01-22T00:58:59Z,940000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT02M55.00S,2022-01-22T00:58:42.5Z,1,REGULAR,substitution,in,[],1628372,,,1610612757,18,22,2022-01-22T00:58:59Z,950000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT02M55.00S,2022-01-22T00:58:42.5Z,1,REGULAR,substitution,in,[],1630570,,,1610612757,18,22,2022-01-22T00:58:59Z,960000,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT02M55.00S,2022-01-22T00:59:09.8Z,1,REGULAR,freethrow,1 of 2,[],1629604,,,1610612757,18,22,2022-01-22T00:59:40Z,970000,,,0,,MISS C. Elleby Free Throw 1 of 2,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,Missed,,,,,,,,,,,,,,,,,,,
99,PT02M55.00S,2022-01-22T00:59:09.8Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,18,22,2022-01-22T00:59:40Z,980000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,,,
100,PT02M55.00S,2022-01-22T00:59:09.8Z,1,REGULAR,freethrow,2 of 2,[],1629604,,,1610612757,18,23,2022-01-22T00:59:40Z,990000,,,0,,C. Elleby Free Throw 2 of 2 (3 PTS),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
101,PT02M37.00S,2022-01-22T00:59:42.8Z,1,REGULAR,3pt,Jump Shot,[],1626196,73.66951379763469,12.254901960784313,1610612738,18,23,2022-01-22T01:00:26Z,1000000,-189.0,195.0,1,right,MISS J. Richardson 27' pullup 3PT,[1626196],1610612738.0,BOS,pullup,,,Richardson,J. Richardson,,,,,27.14,Missed,,,,,,,,,,,,,,,,,,,
102,PT02M35.00S,2022-01-22T00:59:44.8Z,1,REGULAR,rebound,offensive,[],1629684,,,1610612738,18,23,2022-01-22T00:59:48Z,1010000,,,0,,G. Williams REBOUND (Off:1 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,101.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
103,PT02M30.00S,2022-01-22T00:59:50.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203471,70.38436268068331,76.9607843137255,1610612738,18,23,2022-01-22T00:59:57Z,1020000,135.0,226.0,1,right,MISS D. Schroder 26' 3PT,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,26.31,Missed,,,,,,,,,,,,,,,,,,,
104,PT02M27.00S,2022-01-22T00:59:53.4Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612757,18,23,2022-01-22T00:59:57Z,1030000,,,0,,N. Little REBOUND (Off:0 Def:3),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,103.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
105,PT02M13.00S,2022-01-22T01:00:06.3Z,1,REGULAR,3pt,Jump Shot,[],203463,27.677398160315374,23.52941176470588,1610612757,18,26,2022-01-22T01:00:10Z,1040000,132.0,208.0,1,left,B. McLemore 24' 3PT  (6 PTS) (N. Little 2 AST),"[203463, 1629642]",1610612757.0,POR,,,,McLemore,B. McLemore,,,,,24.63,Made,,,,,,,,,,6.0,,N. Little,1629642.0,2.0,,,,,
107,PT01M55.00S,2022-01-22T01:00:24.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201143,83.39356110381078,60.049019607843135,1610612738,20,26,2022-01-22T01:00:29Z,1060000,50.0,104.0,1,right,A. Horford 11' Jump Shot (6 PTS) (J. Brown 1 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,11.51,Made,,,,,,,,,,6.0,,J. Brown,1627759.0,1.0,,,,,
109,PT01M30.00S,2022-01-22T01:00:49.4Z,1,REGULAR,2pt,Jump Shot,[],1628372,18.2161629434954,74.01960784313727,1610612757,20,28,2022-01-22T01:00:54Z,1080000,-120.0,119.0,1,left,D. Smith Jr. 16' fadeaway Jump Shot (2 PTS),[1628372],1610612757.0,POR,fadeaway,,,Smith Jr.,D. Smith Jr.,,,,,16.89,Made,,,,,,,,,,2.0,,,,,,,,,
110,PT01M18.00S,2022-01-22T01:01:03.3Z,1,REGULAR,foul,personal,['2freethrow'],1629604,,,1610612738,20,28,2022-01-22T01:01:10Z,1090000,,,0,,C. Elleby shooting personal FOUL (1 PF) (Brown 2 FT),"[1629604, 1627759]",1610612757.0,POR,shooting,,,Elleby,C. Elleby,,,,,,,,,,,1627962.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,
112,PT01M18.00S,2022-01-22T01:01:26.1Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,21,28,2022-01-22T01:01:26Z,1110000,,,0,,J. Brown Free Throw 1 of 2 (6 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
113,PT01M18.00S,2022-01-22T01:01:27.2Z,1,REGULAR,substitution,out,[],201143,,,1610612738,21,28,2022-01-22T01:01:31Z,1120000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT01M18.00S,2022-01-22T01:01:27.2Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,21,28,2022-01-22T01:01:31Z,1130000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT01M18.00S,2022-01-22T01:01:47.4Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,22,28,2022-01-22T01:01:47Z,1140000,,,0,,J. Brown Free Throw 2 of 2 (7 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,,,,7.0,,,,,,,,,
116,PT01M05.00S,2022-01-22T01:02:06.0Z,1,REGULAR,turnover,out-of-bounds,[],1628372,,,1610612757,22,28,2022-01-22T01:02:11Z,1150000,,,0,,D. Smith Jr. lost ball out-of-bounds TURNOVER (1 TO),[1628372],1610612757.0,POR,lost ball,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,1627962.0,,,,,,1.0,,,,,,,,
117,PT01M05.00S,2022-01-22T01:02:09.5Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,22,28,2022-01-22T01:02:11Z,1160000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M05.00S,2022-01-22T01:02:09.5Z,1,REGULAR,substitution,in,[],202683,,,1610612738,22,28,2022-01-22T01:02:11Z,1170000,,,0,,SUB in: E. Freedom,[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT00M40.70S,2022-01-22T01:02:41.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203471,61.18593955321945,21.07843137254902,1610612738,22,28,2022-01-22T01:02:49Z,1180000,-145.0,312.0,1,right,MISS D. Schroder 34' 3PT,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,34.42,Missed,,,,,,,,,,,,,,,,,,,
120,PT00M37.90S,2022-01-22T01:02:44.3Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612757,22,28,2022-01-22T01:02:49Z,1190000,,,0,,N. Little REBOUND (Off:0 Def:4),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,119.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
121,PT00M22.10S,2022-01-22T01:03:00.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629604,12.697109067017081,41.911764705882355,1610612757,22,30,2022-01-22T01:03:07Z,1200000,40.0,67.0,1,left,C. Elleby 7' driving floating Jump Shot (5 PTS) (T. Watford 1 AST),"[1629604, 1630570]",1610612757.0,POR,driving floating,,,Elleby,C. Elleby,,,,,7.82,Made,,,,,,,,,,5.0,,T. Watford,1630570.0,1.0,,,,,
123,PT00M01.40S,2022-01-22T01:03:25.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.85479632063075,52.94117647058824,1610612738,24,30,2022-01-22T01:03:31Z,1220000,15.0,15.0,1,right,J. Tatum driving finger roll Layup (4 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,2.08,Made,,,,,,,,,,4.0,,,,,,,,,
124,PT00M01.40S,2022-01-22T01:03:30.5Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628372,,,1610612738,24,30,2022-01-22T01:03:40Z,1230000,,,0,,D. Smith Jr. shooting personal FOUL (1 PF) (Tatum 1 FT),"[1628372, 1628369]",1610612757.0,POR,shooting,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,202035.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,
126,PT00M01.40S,2022-01-22T01:04:01.3Z,1,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,25,30,2022-01-22T01:04:01Z,1250000,,,0,,J. Tatum Free Throw 1 of 1 (5 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
127,PT00M00.20S,2022-01-22T01:04:06.7Z,1,REGULAR,turnover,out-of-bounds,[],203463,,,1610612757,25,30,2022-01-22T01:04:14Z,1260000,,,0,,B. McLemore step out-of-bounds TURNOVER (1 TO),[203463],1610612757.0,POR,step,,,McLemore,B. McLemore,,,,,,,,,,,1627962.0,,,,,,1.0,,,,,,,,
128,PT00M00.00S,2022-01-22T01:04:29.1Z,1,REGULAR,period,end,[],0,,,1610612738,25,30,2022-01-22T01:04:29Z,1270000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT12M00.00S,2022-01-22T01:07:01.3Z,2,REGULAR,substitution,out,['startperiod'],203471,,,1610612738,25,30,2022-01-22T01:07:13Z,1280000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT12M00.00S,2022-01-22T01:07:01.3Z,2,REGULAR,substitution,out,['startperiod'],1630570,,,1610612738,25,30,2022-01-22T01:07:13Z,1290000,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT12M00.00S,2022-01-22T01:07:01.3Z,2,REGULAR,substitution,out,['startperiod'],203463,,,1610612738,25,30,2022-01-22T01:07:13Z,1300000,,,0,,SUB out: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT12M00.00S,2022-01-22T01:07:01.3Z,2,REGULAR,substitution,in,['startperiod'],1630202,,,1610612738,25,30,2022-01-22T01:07:13Z,1310000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT12M00.00S,2022-01-22T01:07:01.3Z,2,REGULAR,substitution,in,['startperiod'],203994,,,1610612738,25,30,2022-01-22T01:07:13Z,1320000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT12M00.00S,2022-01-22T01:07:01.3Z,2,REGULAR,substitution,in,['startperiod'],203468,,,1610612738,25,30,2022-01-22T01:07:13Z,1330000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT12M00.00S,2022-01-22T01:07:22.1Z,2,REGULAR,period,start,[],0,,,1610612738,25,30,2022-01-22T01:07:22Z,1340000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT11M44.00S,2022-01-22T01:07:37.4Z,2,REGULAR,3pt,Jump Shot,[],1626196,68.67608409986859,68.62745098039215,1610612738,25,30,2022-01-22T01:07:44Z,1350000,93.0,242.0,1,right,MISS J. Richardson 25' 3PT,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,,
137,PT11M41.00S,2022-01-22T01:07:40.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,25,30,2022-01-22T01:07:44Z,1360000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,136.0,,,,,,,,,,,,,,,,,,
138,PT11M41.00S,2022-01-22T01:07:43.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,25,30,2022-01-22T01:07:43Z,1370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT11M28.00S,2022-01-22T01:08:02.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203994,11.12023653088042,57.107843137254896,1610612757,25,32,2022-01-22T01:08:08Z,1380000,-36.0,52.0,1,left,J. Nurkic 6' Hook (3 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,6.3,Made,,,,,,,,,,3.0,,,,,,,,,
140,PT11M28.00S,2022-01-22T01:08:06.5Z,2,REGULAR,foul,personal,['1freethrow'],202683,,,1610612757,25,32,2022-01-22T01:08:13Z,1390000,,,0,,E. Freedom shooting personal FOUL (1 PF) (Nurkic 1 FT),"[202683, 203994]",1610612738.0,BOS,shooting,,,Freedom,E. Freedom,,,,,,,,,,,202035.0,1.0,0.0,Nurkic,203994.0,,,,,,,,,,
142,PT11M28.00S,2022-01-22T01:08:21.2Z,2,REGULAR,freethrow,1 of 1,[],203994,,,1610612757,25,33,2022-01-22T01:08:21Z,1410000,,,0,,J. Nurkic Free Throw 1 of 1 (4 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,,,,,,,,,,4.0,,,,,,,,,
143,PT11M09.00S,2022-01-22T01:08:42.2Z,2,REGULAR,3pt,Jump Shot,[],1628369,72.88107752956637,17.15686274509804,1610612738,25,33,2022-01-22T01:09:56Z,1420000,-164.0,202.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.06,Missed,,,,,,,,,,,,,,,,,,,
144,PT11M05.00S,2022-01-22T01:08:46.2Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,25,33,2022-01-22T01:08:51Z,1430000,,,0,,J. Nurkic REBOUND (Off:0 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,143.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
146,PT10M59.00S,2022-01-22T01:08:58.1Z,2,REGULAR,foul,personal,['3freethrow'],1628369,,,1610612757,25,33,2022-01-22T01:09:07Z,1450000,,,0,,J. Tatum shooting personal FOUL (1 PF) (McCollum 3 FT),"[1628369, 203468]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,1627962.0,1.0,0.0,McCollum,203468.0,,,,,,,,,,
148,PT10M59.00S,2022-01-22T01:09:20.9Z,2,REGULAR,freethrow,1 of 3,[],203468,,,1610612757,25,33,2022-01-22T01:09:21Z,1470000,,,0,,MISS C. McCollum Free Throw 1 of 3,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
149,PT10M59.00S,2022-01-22T01:09:20.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,25,33,2022-01-22T01:09:21Z,1480000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,148.0,,,,,,,,,,,,,,,,,,
150,PT10M59.00S,2022-01-22T01:09:35.8Z,2,REGULAR,freethrow,2 of 3,[],203468,,,1610612757,25,34,2022-01-22T01:09:35Z,1490000,,,0,,C. McCollum Free Throw 2 of 3 (9 PTS),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,Made,,,,,,,,,,9.0,,,,,,,,,
151,PT10M59.00S,2022-01-22T01:09:48.3Z,2,REGULAR,freethrow,3 of 3,[],203468,,,1610612757,25,35,2022-01-22T01:09:48Z,1500000,,,0,,C. McCollum Free Throw 3 of 3 (10 PTS),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,Made,,,,,,,,,,10.0,,,,,,,,,
152,PT10M41.00S,2022-01-22T01:10:07.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202683,93.51182654402102,52.94117647058824,1610612738,25,35,2022-01-22T01:10:45Z,1510000,15.0,8.0,1,right,MISS E. Freedom cutting Layup,[202683],1610612738.0,BOS,cutting,,,Freedom,E. Freedom,,,,,1.7,Missed,,,,,,,,,,,,,,,,,,,
153,PT10M39.00S,2022-01-22T01:10:09.8Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,25,35,2022-01-22T01:10:16Z,1520000,,,0,,J. Nurkic REBOUND (Off:0 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,152.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
154,PT10M32.00S,2022-01-22T01:10:18.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203994,8.09789750328515,43.13725490196079,1610612757,25,37,2022-01-22T01:10:24Z,1530000,34.0,24.0,1,left,J. Nurkic bank Hook (6 PTS) (D. Smith Jr. 1 AST),"[203994, 1628372]",1610612757.0,POR,bank,,,Nurkic,J. Nurkic,,,,,4.16,Made,,,,,,,,,,6.0,,D. Smith Jr.,1628372.0,1.0,,,,,
156,PT10M32.00S,2022-01-22T01:10:21.3Z,2,REGULAR,foul,personal,['1freethrow'],202683,,,1610612757,25,37,2022-01-22T01:10:28Z,1550000,,,0,,E. Freedom shooting personal FOUL (2 PF) (Nurkic 1 FT),"[202683, 203994]",1610612738.0,BOS,shooting,,,Freedom,E. Freedom,,,,,,,,,,,202035.0,2.0,0.0,Nurkic,203994.0,,,,,,,,,,
158,PT10M32.00S,2022-01-22T01:10:37.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,25,37,2022-01-22T01:13:55Z,1570000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT10M32.00S,2022-01-22T01:13:00.7Z,2,REGULAR,substitution,out,[],202683,,,1610612757,25,37,2022-01-22T01:13:55Z,1580000,,,0,,SUB out: E. Freedom,[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT10M32.00S,2022-01-22T01:13:00.7Z,2,REGULAR,substitution,in,[],1629057,,,1610612757,25,37,2022-01-22T01:13:55Z,1590000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT10M32.00S,2022-01-22T01:13:35.5Z,2,REGULAR,freethrow,1 of 1,[],203994,,,1610612757,25,38,2022-01-22T01:13:35Z,1600000,,,0,,J. Nurkic Free Throw 1 of 1 (7 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,,,,,,,,,,7.0,,,,,,,,,
162,PT10M17.00S,2022-01-22T01:13:53.2Z,2,REGULAR,turnover,bad pass,[],1629684,,,1610612738,25,38,2022-01-22T01:13:57Z,1610000,,,0,,G. Williams bad pass TURNOVER (1 TO),"[1629684, 1628372]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,1.0,,,,Smith Jr.,1628372.0,,,
163,PT10M17.00S,2022-01-22T01:13:53.2Z,2,REGULAR,steal,,[],1628372,,,1610612757,25,38,2022-01-22T01:18:15Z,1620000,,,0,,D. Smith Jr. STEAL (1 STL),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT10M13.00S,2022-01-22T01:13:57.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203468,8.886333771353483,44.85294117647059,1610612757,25,38,2022-01-22T01:14:23Z,1630000,26.0,31.0,1,left,MISS C. McCollum running Layup,[203468],1610612757.0,POR,running,,,McCollum,C. McCollum,,,,,4.03,Missed,,,,,,,,,,,,,,,,,,,
165,PT10M10.00S,2022-01-22T01:14:00.7Z,2,REGULAR,rebound,offensive,[],203994,,,1610612757,25,38,2022-01-22T01:14:23Z,1640000,,,0,,J. Nurkic REBOUND (Off:1 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,164.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
166,PT10M09.00S,2022-01-22T01:14:01.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203994,5.590000152587891,50.0,1610612757,25,38,2022-01-22T01:14:01Z,1650000,0.0,0.0,1,left,MISS J. Nurkic tip Layup,[203994],1610612757.0,POR,tip,,,Nurkic,J. Nurkic,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
167,PT10M08.00S,2022-01-22T01:14:02.7Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,25,38,2022-01-22T01:14:02Z,1660000,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,166.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
168,PT09M59.00S,2022-01-22T01:14:11.3Z,2,REGULAR,3pt,Jump Shot,[],1626196,71.69842312746385,14.460784313725492,1610612738,25,38,2022-01-22T01:14:31Z,1670000,-178.0,214.0,1,right,MISS J. Richardson 27' 3PT,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,27.78,Missed,,,,,,,,,,,,,,,,,,,
169,PT09M55.00S,2022-01-22T01:14:15.3Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,25,38,2022-01-22T01:14:31Z,1680000,,,0,,J. Nurkic REBOUND (Off:1 Def:4),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,168.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
170,PT09M51.00S,2022-01-22T01:14:19.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629642,5.469776609724048,50.49019607843137,1610612757,25,40,2022-01-22T01:14:40Z,1690000,-2.0,-1.0,1,left,N. Little running DUNK (5 PTS) (D. Smith Jr. 2 AST),"[1629642, 1628372]",1610612757.0,POR,running,,,Little,N. Little,,,,,0.27,Made,,,,,,,,,,5.0,,D. Smith Jr.,1628372.0,2.0,,,,,
172,PT09M32.00S,2022-01-22T01:14:38.1Z,2,REGULAR,3pt,Jump Shot,[],1629684,66.04796320630749,47.30392156862745,1610612738,28,40,2022-01-22T01:14:52Z,1710000,-13.0,267.0,1,right,G. Williams 26' 3PT  (3 PTS) (J. Richardson 1 AST),"[1629684, 1626196]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,26.69,Made,,,,,,,,,,3.0,,J. Richardson,1626196.0,1.0,,,,,
174,PT09M30.00S,2022-01-22T01:14:45.4Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612757,28,40,2022-01-22T01:15:04Z,1730000,,,0,,TEAM delay-of-game VIOLATION,[],1610612738.0,BOS,,,,,,,,,,,,,,,,202035.0,,,,,,,,,,,,,,
175,PT09M15.00S,2022-01-22T01:15:05.4Z,2,REGULAR,3pt,Jump Shot,[],1629604,23.47240473061761,10.784313725490197,1610612757,28,40,2022-01-22T01:15:11Z,1740000,196.0,168.0,1,left,MISS C. Elleby 25' 3PT,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,,
176,PT09M12.00S,2022-01-22T01:15:08.4Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,28,40,2022-01-22T01:15:11Z,1750000,,,0,,G. Williams REBOUND (Off:1 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,175.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
177,PT09M05.00S,2022-01-22T01:15:17.2Z,2,REGULAR,foul,personal,[],1628372,,,1610612738,28,40,2022-01-22T01:15:28Z,1760000,,,0,,D. Smith Jr. personal FOUL (2 PF),"[1628372, 1626196]",1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,1627962.0,2.0,0.0,Richardson,1626196.0,,,,,,,,,,
179,PT09M05.00S,2022-01-22T01:15:25.3Z,2,REGULAR,substitution,out,[],1626196,,,1610612738,28,40,2022-01-22T01:15:38Z,1780000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M05.00S,2022-01-22T01:15:25.3Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,28,40,2022-01-22T01:15:38Z,1790000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M05.00S,2022-01-22T01:15:25.3Z,2,REGULAR,substitution,out,[],1628372,,,1610612738,28,40,2022-01-22T01:15:38Z,1800000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT09M05.00S,2022-01-22T01:15:25.3Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,28,40,2022-01-22T01:15:38Z,1810000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT09M05.00S,2022-01-22T01:15:25.3Z,2,REGULAR,substitution,in,[],1629641,,,1610612738,28,40,2022-01-22T01:15:38Z,1820000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M05.00S,2022-01-22T01:15:25.3Z,2,REGULAR,substitution,in,[],1629014,,,1610612738,28,40,2022-01-22T01:15:38Z,1830000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
