actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
84,PT05M25.00S,2024-11-10T03:57:39.5Z,1,REGULAR,2pt,Jump Shot,[],201935,21.50131406044678,54.90196078431373,1610612746,15,14,2024-11-10T03:57:43Z,800000,False,-25.0,150.0,1,left,J. Harden 15' step back Jump Shot (2 PTS),[201935],1610612746.0,LAC,step back,,,,,,Mid-Range,8-16 Center,15.16,Made,Harden,J. Harden,,,,,,,,,,2.0,,,,,,,,
85,PT05M06.00S,2024-11-10T03:58:02.9Z,1,REGULAR,turnover,out-of-bounds,[],1627751,,,1610612761,15,14,2024-11-10T03:58:19Z,810000,False,,,0,,J. Pöltl bad pass out-of-bounds TURNOVER (1 TO),[1627751],1610612761.0,TOR,bad pass,,,,,,In The Paint (Non-RA),0-8 Center,,,Pöltl,J. Pöltl,,,,,2534.0,,,,,,,,,,,1.0,,
86,PT05M06.00S,2024-11-10T03:58:07.3Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,15,14,2024-11-10T03:58:13Z,820000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,,,,,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,
87,PT05M06.00S,2024-11-10T03:58:07.3Z,1,REGULAR,substitution,out,[],1629628,,,1610612746,15,14,2024-11-10T03:58:13Z,830000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,
88,PT05M06.00S,2024-11-10T03:58:07.3Z,1,REGULAR,substitution,in,[],1630539,,,1610612746,15,14,2024-11-10T03:58:13Z,840000,False,,,0,,SUB in: K. Jones,[1630539],1610612746.0,LAC,,,,,,,,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,
89,PT05M06.00S,2024-11-10T03:58:07.3Z,1,REGULAR,substitution,in,[],1628449,,,1610612746,15,14,2024-11-10T03:58:13Z,850000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,,,,,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,
90,PT04M50.00S,2024-11-10T03:58:29.5Z,1,REGULAR,foul,personal,['3freethrow'],1641711,,,1610612746,15,14,2024-11-10T03:59:04Z,860000,False,,,0,,G. Dick shooting personal FOUL (1 PF) (Harden 3 FT),"[1641711, 201935]",1610612761.0,TOR,shooting,,,,,,Above the Break 3,24+ Center,,,Dick,G. Dick,,,,,2534.0,1.0,0.0,Harden,201935.0,,,,,,,,,
92,PT04M50.00S,2024-11-10T03:59:04.9Z,1,REGULAR,freethrow,1 of 3,['fromturnover'],201935,,,1610612746,16,14,2024-11-10T03:59:04Z,880000,False,,,0,,J. Harden Free Throw 1 of 3 (3 PTS),[201935],1610612746.0,LAC,,,,,,,,,,Made,Harden,J. Harden,,,,,,,,,,3.0,,,,,,,,
93,PT04M50.00S,2024-11-10T03:59:24.5Z,1,REGULAR,freethrow,2 of 3,['fromturnover'],201935,,,1610612746,17,14,2024-11-10T03:59:24Z,890000,False,,,0,,J. Harden Free Throw 2 of 3 (4 PTS),[201935],1610612746.0,LAC,,,,,,,,,,Made,Harden,J. Harden,,,,,,,,,,4.0,,,,,,,,
94,PT04M50.00S,2024-11-10T03:59:25.3Z,1,REGULAR,substitution,out,[],1626181,,,1610612746,17,14,2024-11-10T03:59:30Z,900000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,,,,,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,
95,PT04M50.00S,2024-11-10T03:59:25.3Z,1,REGULAR,substitution,in,[],1629645,,,1610612746,17,14,2024-11-10T03:59:30Z,910000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612746.0,LAC,,,,,,,,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,
96,PT04M50.00S,2024-11-10T03:59:48.7Z,1,REGULAR,freethrow,3 of 3,['fromturnover'],201935,,,1610612746,18,14,2024-11-10T03:59:48Z,920000,False,,,0,,J. Harden Free Throw 3 of 3 (5 PTS),[201935],1610612746.0,LAC,,,,,,,,,,Made,Harden,J. Harden,,,,,,,,,,5.0,,,,,,,,
97,PT04M36.00S,2024-11-10T04:00:03.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641711,91.40932982917214,53.431372549019606,1610612761,18,16,2024-11-10T04:00:07Z,930000,False,17.0,28.0,1,right,G. Dick driving Layup (5 PTS) (D. Mitchell 1 AST),"[1641711, 1630558]",1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,3.31,Made,Dick,G. Dick,,,,,,,,,,5.0,,,D. Mitchell,1630558.0,1.0,,,
98,PT04M21.00S,2024-11-10T04:00:21.5Z,1,REGULAR,3pt,Jump Shot,[],201935,33.065045992115635,56.372549019607845,1610612746,18,16,2024-11-10T04:00:52Z,940000,False,-32.0,258.0,1,left,MISS J. Harden 26' step back 3PT,[201935],1610612746.0,LAC,step back,,,,,,Above the Break 3,24+ Center,26.03,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,
99,PT04M19.00S,2024-11-10T04:00:23.5Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,18,16,2024-11-10T04:00:52Z,950000,False,,,0,,J. Pöltl REBOUND (Off:1 Def:4),[1627751],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,,Pöltl,J. Pöltl,98.0,5.0,4.0,1.0,,,,,,,,,,,,,,
100,PT04M09.00S,2024-11-10T04:00:32.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,94.43166885676742,53.431372549019606,1610612761,18,16,2024-11-10T04:01:41Z,960000,False,17.0,0.0,1,right,MISS C. Boucher cutting Layup,[1628449],1610612761.0,TOR,cutting,,,,,,Restricted Area,0-8 Center,1.72,Missed,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,
101,PT04M07.00S,2024-11-10T04:00:34.5Z,1,REGULAR,rebound,defensive,[],1630539,,,1610612746,18,16,2024-11-10T04:01:41Z,970000,False,,,0,,K. Jones REBOUND (Off:0 Def:1),[1630539],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Jones,K. Jones,100.0,1.0,1.0,0.0,,,,,,,,,,,,,,
102,PT03M52.00S,2024-11-10T04:00:51.3Z,1,REGULAR,turnover,bad pass,[],1630539,,,1610612746,18,16,2024-11-10T04:00:55Z,980000,False,,,0,,K. Jones bad pass TURNOVER (1 TO),"[1630539, 1641711]",1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Jones,K. Jones,,,,,,,,,,,,,,,,1.0,Dick,1641711.0
103,PT03M52.00S,2024-11-10T04:00:51.3Z,1,REGULAR,steal,,[],1641711,,,1610612761,18,16,2024-11-10T04:00:53Z,990000,False,,,0,,G. Dick STEAL (1 STL),[1641711],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,
105,PT03M52.00S,2024-11-10T04:00:56.5Z,1,REGULAR,substitution,out,[],1627751,,,1610612761,18,16,2024-11-10T04:01:04Z,1010000,False,,,0,,SUB out: J. Pöltl,[1627751],1610612761.0,TOR,,,,,,,,,,,Pöltl,J. Pöltl,,,,,,,,,,,,,,,,,,
106,PT03M52.00S,2024-11-10T04:00:56.5Z,1,REGULAR,substitution,in,[],1642367,,,1610612761,18,16,2024-11-10T04:01:04Z,1020000,False,,,0,,SUB in: J. Mogbo,[1642367],1610612761.0,TOR,,,,,,,,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,
107,PT03M40.00S,2024-11-10T04:01:14.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629611,,,1610612761,18,16,2024-11-10T04:01:20Z,1030000,False,,,0,,T. Mann shooting personal FOUL (1 PF) (Mitchell 2 FT),"[1629611, 1630558]",1610612746.0,LAC,shooting,,,,,,Restricted Area,0-8 Center,,,Mann,T. Mann,,,,,202007.0,1.0,0.0,Mitchell,1630558.0,,,,,,,,,
109,PT03M40.00S,2024-11-10T04:01:42.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630558,,,1610612761,18,16,2024-11-10T04:01:42Z,1050000,False,,,0,,MISS D. Mitchell Free Throw 1 of 2,[1630558],1610612761.0,TOR,,,,,,,,,,Missed,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
110,PT03M40.00S,2024-11-10T04:01:42.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,18,16,2024-11-10T04:01:42Z,1060000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,109.0,,,,,,,,,,,,,,,,,
111,PT03M40.00S,2024-11-10T04:01:42.6Z,1,REGULAR,substitution,out,[],1629611,,,1610612761,18,16,2024-11-10T04:01:53Z,1070000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,,,,,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,
112,PT03M40.00S,2024-11-10T04:01:42.6Z,1,REGULAR,substitution,out,[],1630534,,,1610612761,18,16,2024-11-10T04:01:53Z,1080000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,
113,PT03M40.00S,2024-11-10T04:01:42.6Z,1,REGULAR,substitution,in,[],1629599,,,1610612761,18,16,2024-11-10T04:01:53Z,1090000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,,,,,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,
114,PT03M40.00S,2024-11-10T04:01:42.6Z,1,REGULAR,substitution,in,[],1642419,,,1610612761,18,16,2024-11-10T04:01:53Z,1100000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,,,,,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,
115,PT03M40.00S,2024-11-10T04:02:09.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630558,,,1610612761,18,17,2024-11-10T04:02:09Z,1110000,False,,,0,,D. Mitchell Free Throw 2 of 2 (1 PTS),[1630558],1610612761.0,TOR,,,,,,,,,,Made,Mitchell,D. Mitchell,,,,,,,,,,1.0,,,,,,,,
116,PT03M23.00S,2024-11-10T04:02:28.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,18.528252299605782,50.58976715686275,1610612746,18,17,2024-11-10T04:02:56Z,1120000,False,-3.0,122.0,1,left,MISS K. Porter Jr. 12' step back Shot,[1629645],1610612746.0,LAC,step back,,,,,,In The Paint (Non-RA),8-16 Center,12.17,Missed,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,
117,PT03M21.00S,2024-11-10T04:02:30.0Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,18,17,2024-11-10T04:02:56Z,1130000,False,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),8-16 Center,,,Boucher,C. Boucher,116.0,1.0,1.0,0.0,,,,,,,,,,,,,,
118,PT03M03.00S,2024-11-10T04:02:46.3Z,1,REGULAR,3pt,Jump Shot,[],1628449,71.43561103810775,78.43137254901961,1610612761,18,17,2024-11-10T04:02:52Z,1140000,False,142.0,216.0,1,right,MISS C. Boucher 25' 3PT,[1628449],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,25.86,Missed,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,
119,PT03M01.00S,2024-11-10T04:02:48.3Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,18,17,2024-11-10T04:02:52Z,1150000,False,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,,,Harden,J. Harden,118.0,3.0,3.0,0.0,,,,,,,,,,,,,,
120,PT02M46.00S,2024-11-10T04:03:04.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,7.440867279894875,58.57843137254902,1610612746,18,17,2024-11-10T04:03:07Z,1160000,False,-43.0,17.0,1,left,MISS J. Harden driving Layup,[201935],1610612746.0,LAC,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.63,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,
121,PT02M44.00S,2024-11-10T04:03:06.2Z,1,REGULAR,rebound,defensive,[],1642367,,,1610612761,18,17,2024-11-10T04:03:07Z,1170000,False,,,0,,J. Mogbo REBOUND (Off:0 Def:1),[1642367],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,,Mogbo,J. Mogbo,120.0,1.0,1.0,0.0,,,,,,,,,,,,,,
122,PT02M31.00S,2024-11-10T04:03:19.2Z,1,REGULAR,3pt,Jump Shot,[],1630558,72.7496714848883,79.90196078431373,1610612761,18,20,2024-11-10T04:04:14Z,1180000,False,150.0,204.0,1,right,D. Mitchell 25' 3PT  (4 PTS) (J. Mogbo 1 AST),"[1630558, 1642367]",1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,25.27,Made,Mitchell,D. Mitchell,,,,,,,,,,4.0,,,J. Mogbo,1642367.0,1.0,,,
124,PT02M30.00S,2024-11-10T04:03:25.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,18,20,2024-11-10T04:03:25Z,1200000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M30.00S,2024-11-10T04:05:59.6Z,1,REGULAR,substitution,out,[],1641711,,,1610612746,18,20,2024-11-10T04:06:18Z,1210000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,,,,,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,
127,PT02M30.00S,2024-11-10T04:05:59.6Z,1,REGULAR,substitution,in,[],1629628,,,1610612746,18,20,2024-11-10T04:06:18Z,1220000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,
128,PT02M07.00S,2024-11-10T04:06:38.4Z,1,REGULAR,3pt,Jump Shot,[],201935,28.465834428383708,27.450980392156865,1610612746,21,20,2024-11-10T04:06:43Z,1230000,False,113.0,215.0,1,left,J. Harden 24' 3PT  (8 PTS) (K. Porter Jr. 1 AST),"[201935, 1629645]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,24.28,Made,Harden,J. Harden,,,,,,,,,,8.0,,,K. Porter Jr.,1629645.0,1.0,,,
130,PT01M53.00S,2024-11-10T04:06:53.2Z,1,REGULAR,3pt,Jump Shot,[],1642419,74.98357424441524,12.5,1610612761,21,20,2024-11-10T04:06:58Z,1250000,False,-188.0,183.0,1,right,MISS J. Battle 26' 3PT,[1642419],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,26.18,Missed,Battle,J. Battle,,,,,,,,,,,,,,,,,,
131,PT01M50.00S,2024-11-10T04:06:56.3Z,1,REGULAR,rebound,offensive,[],1630558,,,1610612761,21,20,2024-11-10T04:06:56Z,1260000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:0),[1630558],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,,Mitchell,D. Mitchell,130.0,1.0,0.0,1.0,,,,,,,,,,,,,,
132,PT01M46.00S,2024-11-10T04:07:03.4Z,1,REGULAR,turnover,traveling,[],1642367,,,1610612761,21,20,2024-11-10T04:07:08Z,1270000,False,,,0,,J. Mogbo traveling TURNOVER (1 TO),[1642367],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,Mogbo,J. Mogbo,,,,,1204.0,,,,,,,,,,,1.0,,
133,PT01M36.00S,2024-11-10T04:07:28.9Z,1,REGULAR,foul,personal,[],1642419,,,1610612746,21,20,2024-11-10T04:07:35Z,1280000,False,,,0,,J. Battle personal FOUL (1 PF),"[1642419, 1629645]",1610612761.0,TOR,,,,,,,In The Paint (Non-RA),8-16 Left,,,Battle,J. Battle,,,,,202007.0,1.0,0.0,Porter Jr.,1629645.0,,,,,,,,,
135,PT01M25.00S,2024-11-10T04:08:00.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629628,,,1610612746,21,20,2024-11-10T04:08:04Z,1300000,False,,,0,,R. Barrett personal FOUL (1 PF) (Porter Jr. 2 FT),"[1629628, 1629645]",1610612761.0,TOR,,,,,,,In The Paint (Non-RA),8-16 Right,,,Barrett,R. Barrett,,,,,1204.0,1.0,0.0,Porter Jr.,1629645.0,,,,,,,,,
137,PT01M25.00S,2024-11-10T04:08:31.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629645,,,1610612746,21,20,2024-11-10T04:08:57Z,1320000,False,,,0,,MISS K. Porter Jr. Free Throw 1 of 2,[1629645],1610612746.0,LAC,,,,,,,,,,Missed,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,
138,PT01M25.00S,2024-11-10T04:08:31.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612746,21,20,2024-11-10T04:08:57Z,1330000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,137.0,,,,,,,,,,,,,,,,,
139,PT01M25.00S,2024-11-10T04:08:32.1Z,1,REGULAR,substitution,out,[],201935,,,1610612746,21,20,2024-11-10T04:08:39Z,1340000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,,,,,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,
140,PT01M25.00S,2024-11-10T04:08:32.1Z,1,REGULAR,substitution,out,[],1630539,,,1610612746,21,20,2024-11-10T04:08:39Z,1350000,False,,,0,,SUB out: K. Jones,[1630539],1610612746.0,LAC,,,,,,,,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,
141,PT01M25.00S,2024-11-10T04:08:32.1Z,1,REGULAR,substitution,in,[],201587,,,1610612746,21,20,2024-11-10T04:08:39Z,1360000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,,,,,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,
142,PT01M25.00S,2024-11-10T04:08:32.1Z,1,REGULAR,substitution,in,[],1627826,,,1610612746,21,20,2024-11-10T04:08:39Z,1370000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,,,,,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,
143,PT01M25.00S,2024-11-10T04:08:31.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629645,,,1610612746,21,20,2024-11-10T04:08:57Z,1380000,False,,,0,,MISS K. Porter Jr. Free Throw 2 of 2,[1629645],1610612746.0,LAC,,,,,,,,,,Missed,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,
144,PT01M22.00S,2024-11-10T04:08:34.4Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,21,20,2024-11-10T04:08:57Z,1390000,False,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612761.0,TOR,,,,,,,,,,,Barrett,R. Barrett,143.0,2.0,2.0,0.0,,,,,,,,,,,,,,
145,PT01M10.00S,2024-11-10T04:09:07.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,92.9862023653088,44.6078431372549,1610612761,21,22,2024-11-10T04:09:12Z,1400000,False,-27.0,13.0,1,right,R. Barrett driving Layup (2 PTS) (J. Mogbo 2 AST),"[1629628, 1642367]",1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,3.01,Made,Barrett,R. Barrett,,,,,,,,,,2.0,,,J. Mogbo,1642367.0,2.0,,,
147,PT00M59.20S,2024-11-10T04:09:19.2Z,1,REGULAR,3pt,Jump Shot,[],1627739,30.042706964520367,18.38235294117647,1610612746,24,22,2024-11-10T04:09:24Z,1420000,False,158.0,230.0,1,left,K. Dunn 27' 3PT  (3 PTS) (K. Porter Jr. 2 AST),"[1627739, 1629645]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,27.9,Made,Dunn,K. Dunn,,,,,,,,,,3.0,,,K. Porter Jr.,1629645.0,2.0,,,
149,PT00M46.10S,2024-11-10T04:09:35.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,80.76544021024968,39.705882352941174,1610612761,24,22,2024-11-10T04:10:00Z,1440000,False,-51.0,128.0,1,right,MISS R. Barrett 13' pullup Shot,[1629628],1610612761.0,TOR,pullup,,,,,,In The Paint (Non-RA),8-16 Center,13.83,Missed,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,
150,PT00M44.00S,2024-11-10T04:09:37.2Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612746,24,22,2024-11-10T04:09:38Z,1450000,False,,,0,,K. Dunn REBOUND (Off:0 Def:2),[1627739],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Dunn,K. Dunn,149.0,2.0,2.0,0.0,,,,,,,,,,,,,,
151,PT00M25.00S,2024-11-10T04:09:56.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629599,16.63929040735874,40.931372549019606,1610612746,26,22,2024-11-10T04:09:59Z,1460000,False,45.0,104.0,1,left,A. Coffey 11' pullup Jump Shot (2 PTS) (K. Porter Jr. 3 AST),"[1629599, 1629645]",1610612746.0,LAC,pullup,,,,,,In The Paint (Non-RA),8-16 Center,11.33,Made,Coffey,A. Coffey,,,,,,,,,,2.0,,,K. Porter Jr.,1629645.0,3.0,,,
153,PT00M05.00S,2024-11-10T04:10:20.2Z,1,REGULAR,turnover,lost ball,[],1629628,,,1610612761,26,22,2024-11-10T04:10:54Z,1480000,False,,,0,,R. Barrett lost ball TURNOVER (1 TO),"[1629628, 1627739]",1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,1.0,Dunn,1627739.0
154,PT00M05.00S,2024-11-10T04:10:20.2Z,1,REGULAR,steal,,[],1627739,,,1610612746,26,22,2024-11-10T04:10:22Z,1490000,False,,,0,,K. Dunn STEAL (1 STL),[1627739],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,
155,PT00M02.30S,2024-11-10T04:10:23.0Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627739,6.1268068331143235,48.28431372549019,1610612746,28,22,2024-11-10T04:11:01Z,1500000,False,9.0,5.0,1,left,K. Dunn running DUNK (5 PTS),[1627739],1610612746.0,LAC,running,,,,,,Restricted Area,0-8 Center,1.0,Made,Dunn,K. Dunn,,,,,,,,,,5.0,,,,,,,,
156,PT00M00.30S,2024-11-10T04:10:29.2Z,1,REGULAR,3pt,Jump Shot,[],1628449,78.13731931668858,9.068627450980392,1610612761,28,22,2024-11-10T04:11:06Z,1510000,False,-205.0,153.0,1,right,MISS C. Boucher 25' 3PT,[1628449],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,25.56,Missed,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,
157,PT00M00.10S,2024-11-10T04:10:29.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,28,22,2024-11-10T04:11:06Z,1520000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,,,,156.0,,,,,,,,,,,,,,,,,
158,PT00M00.00S,2024-11-10T04:10:33.1Z,1,REGULAR,period,end,[],0,,,1610612761,28,22,2024-11-10T04:10:33Z,1530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-11-10T04:11:17.0Z,2,REGULAR,substitution,out,['startperiod'],1642367,,,1610612761,28,22,2024-11-10T04:13:07Z,1540000,False,,,0,,SUB out: J. Mogbo,[1642367],1610612761.0,TOR,,,,,,,,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-11-10T04:11:17.0Z,2,REGULAR,substitution,out,['startperiod'],1630558,,,1610612761,28,22,2024-11-10T04:13:07Z,1550000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612761.0,TOR,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-11-10T04:11:17.0Z,2,REGULAR,substitution,out,['startperiod'],1642419,,,1610612761,28,22,2024-11-10T04:13:07Z,1560000,False,,,0,,SUB out: J. Battle,[1642419],1610612761.0,TOR,,,,,,,,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-11-10T04:11:17.0Z,2,REGULAR,substitution,in,['startperiod'],1627751,,,1610612761,28,22,2024-11-10T04:13:07Z,1570000,False,,,0,,SUB in: J. Pöltl,[1627751],1610612761.0,TOR,,,,,,,,,,,Pöltl,J. Pöltl,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-11-10T04:11:17.0Z,2,REGULAR,substitution,in,['startperiod'],1642347,,,1610612761,28,22,2024-11-10T04:13:07Z,1580000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,,,,,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-11-10T04:11:17.0Z,2,REGULAR,substitution,in,['startperiod'],1630193,,,1610612761,28,22,2024-11-10T04:13:07Z,1590000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,,,,,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-11-10T04:13:11.2Z,2,REGULAR,period,start,[],0,,,1610612761,28,22,2024-11-10T04:13:11Z,1600000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M37.00S,2024-11-10T04:13:33.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,93.24901445466492,47.05882352941176,1610612761,28,22,2024-11-10T04:13:39Z,1610000,False,-15.0,11.0,1,right,MISS J. Pöltl driving reverse Layup,[1627751],1610612761.0,TOR,driving reverse,,,,,,Restricted Area,0-8 Center,1.84,Missed,Pöltl,J. Pöltl,,,,,,,,,,,,,,,,,,
167,PT11M36.00S,2024-11-10T04:13:34.0Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,28,22,2024-11-10T04:14:13Z,1620000,False,,,0,,C. Boucher REBOUND (Off:1 Def:1),[1628449],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,Boucher,C. Boucher,166.0,2.0,1.0,1.0,,,,,,,,,,,,,,
168,PT11M35.00S,2024-11-10T04:13:37.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628449,94.40999984741211,50.0,1610612761,28,22,2024-11-10T04:14:21Z,1630000,False,0.0,0.0,1,right,MISS C. Boucher tip Layup,[1628449],1610612761.0,TOR,tip,,,,,,Restricted Area,0-8 Center,0.0,Missed,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,
