actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
253,PT04M34.00S,2024-11-10T04:29:36.4Z,2,REGULAR,freethrow,2 of 2,[],1629599,,,1610612746,46,37,2024-11-10T04:29:36Z,2470000,False,,,0,,A. Coffey Free Throw 2 of 2 (6 PTS),[1629599],1610612746.0,LAC,,,,,,,,,,Made,Coffey,A. Coffey,,,,,,,,,,6.0,,,,,,,,
254,PT04M23.00S,2024-11-10T04:29:49.0Z,2,REGULAR,3pt,Jump Shot,[],1630534,92.85479632063075,96.56862745098039,1610612761,46,40,2024-11-10T04:29:55Z,2480000,False,233.0,15.0,1,right,O. Agbaji 3PT  (9 PTS) (G. Dick 1 AST),"[1630534, 1641711]",1610612761.0,TOR,,,,,,,Right Corner 3,24+ Right,23.33,Made,Agbaji,O. Agbaji,,,,,,,,,,9.0,,,G. Dick,1641711.0,1.0,,,
256,PT04M05.00S,2024-11-10T04:30:10.0Z,2,REGULAR,turnover,out-of-bounds,[],1626181,,,1610612746,46,40,2024-11-10T04:30:34Z,2500000,False,,,0,,N. Powell step out-of-bounds TURNOVER (1 TO),[1626181],1610612746.0,LAC,step,,,,,,Mid-Range,8-16 Right,,,Powell,N. Powell,,,,,2534.0,,,,,,,,,,,1.0,,
257,PT03M56.00S,2024-11-10T04:30:26.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1641711,81.553876478318,72.05882352941177,1610612761,46,40,2024-11-10T04:31:58Z,2510000,False,110.0,121.0,1,right,MISS G. Dick 16' pullup Shot,[1641711],1610612761.0,TOR,pullup,,,,,,Mid-Range,16-24 Right Center,16.37,Missed,Dick,G. Dick,,,,,,,,,,,,,,,,,,
258,PT03M54.00S,2024-11-10T04:30:28.9Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,46,40,2024-11-10T04:31:58Z,2520000,False,,,0,,I. Zubac REBOUND (Off:2 Def:6),[1627826],1610612746.0,LAC,,,,,,,Mid-Range,16-24 Right Center,,,Zubac,I. Zubac,257.0,8.0,6.0,2.0,,,,,,,,,,,,,,
259,PT03M34.00S,2024-11-10T04:30:47.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,5.338370565045992,48.03921568627451,1610612746,48,40,2024-11-10T04:30:51Z,2530000,False,10.0,-2.0,1,left,I. Zubac alley-oop DUNK (10 PTS) (J. Harden 3 AST),"[1627826, 201935]",1610612746.0,LAC,alley-oop,,,,,,Restricted Area,0-8 Center,1.01,Made,Zubac,I. Zubac,,,,,,,,,,10.0,,,J. Harden,201935.0,3.0,,,
261,PT03M25.00S,2024-11-10T04:30:56.6Z,2,REGULAR,2pt,Jump Shot,[],1641711,91.93495400788436,70.34313725490196,1610612761,48,42,2024-11-10T04:31:04Z,2550000,False,102.0,23.0,1,right,G. Dick 10' pullup Jump Shot (10 PTS) (D. Mitchell 2 AST),"[1641711, 1630558]",1610612761.0,TOR,pullup,,,,,,Mid-Range,8-16 Right,10.43,Made,Dick,G. Dick,,,,,,,,,,10.0,,,D. Mitchell,1630558.0,2.0,,,
263,PT02M59.00S,2024-11-10T04:31:25.6Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612746,48,42,2024-11-10T04:31:30Z,2570000,False,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,,,,,,,,,1204.0,,,,,,,,,,,,,
265,PT02M42.00S,2024-11-10T04:32:03.1Z,2,REGULAR,substitution,out,[],1629599,,,1610612761,48,42,2024-11-10T04:32:06Z,2590000,False,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,,,,,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,
266,PT02M42.00S,2024-11-10T04:32:03.1Z,2,REGULAR,substitution,in,[],1627739,,,1610612761,48,42,2024-11-10T04:32:06Z,2600000,False,,,0,,SUB in: K. Dunn,[1627739],1610612746.0,LAC,,,,,,,,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,
267,PT02M40.00S,2024-11-10T04:32:25.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630558,71.96123521681997,23.52941176470588,1610612761,48,42,2024-11-10T04:33:43Z,2610000,False,-132.0,211.0,1,right,MISS D. Mitchell 24' pullup bank 3PT,[1630558],1610612761.0,TOR,pullup bank,,,,,,Above the Break 3,24+ Left Center,24.92,Missed,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
268,PT02M38.00S,2024-11-10T04:32:27.9Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,48,42,2024-11-10T04:33:43Z,2620000,False,,,0,,I. Zubac REBOUND (Off:2 Def:7),[1627826],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,Zubac,I. Zubac,267.0,9.0,7.0,2.0,,,,,,,,,,,,,,
269,PT02M16.00S,2024-11-10T04:32:50.8Z,2,REGULAR,foul,personal,['2freethrow'],1630534,,,1610612746,48,42,2024-11-10T04:32:58Z,2630000,False,,,0,,O. Agbaji shooting personal FOUL (2 PF) (Harden 2 FT),"[1630534, 201935]",1610612761.0,TOR,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Agbaji,O. Agbaji,,,,,202007.0,2.0,0.0,Harden,201935.0,,,,,,,,,
271,PT02M16.00S,2024-11-10T04:33:25.5Z,2,REGULAR,freethrow,1 of 2,[],201935,,,1610612746,49,42,2024-11-10T04:33:25Z,2650000,False,,,0,,J. Harden Free Throw 1 of 2 (9 PTS),[201935],1610612746.0,LAC,,,,,,,,,,Made,Harden,J. Harden,,,,,,,,,,9.0,,,,,,,,
272,PT02M16.00S,2024-11-10T04:33:26.3Z,2,REGULAR,substitution,out,[],1642419,,,1610612746,49,42,2024-11-10T04:33:31Z,2660000,False,,,0,,SUB out: J. Battle,[1642419],1610612761.0,TOR,,,,,,,,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,
273,PT02M16.00S,2024-11-10T04:33:26.3Z,2,REGULAR,substitution,in,[],1629628,,,1610612746,49,42,2024-11-10T04:33:31Z,2670000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,
274,PT02M16.00S,2024-11-10T04:33:49.5Z,2,REGULAR,freethrow,2 of 2,[],201935,,,1610612746,50,42,2024-11-10T04:33:49Z,2680000,False,,,0,,J. Harden Free Throw 2 of 2 (10 PTS),[201935],1610612746.0,LAC,,,,,,,,,,Made,Harden,J. Harden,,,,,,,,,,10.0,,,,,,,,
275,PT01M58.00S,2024-11-10T04:34:10.2Z,2,REGULAR,3pt,Jump Shot,[],1630558,70.38436268068331,25.98039215686275,1610612761,50,42,2024-11-10T04:34:14Z,2690000,False,-120.0,226.0,1,right,MISS D. Mitchell 25' 3PT,[1630558],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,25.58,Missed,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
276,PT01M55.00S,2024-11-10T04:34:13.2Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612746,50,42,2024-11-10T04:34:14Z,2700000,False,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,Powell,N. Powell,275.0,1.0,1.0,0.0,,,,,,,,,,,,,,
277,PT01M50.00S,2024-11-10T04:34:17.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626181,4.944152431011826,54.166666666666664,1610612746,52,42,2024-11-10T04:34:23Z,2710000,False,-21.0,-6.0,1,left,N. Powell running Layup (9 PTS),[1626181],1610612746.0,LAC,running,,,,,,Restricted Area,0-8 Center,2.16,Made,Powell,N. Powell,,,,,,,,,,9.0,,,,,,,,
278,PT01M44.00S,2024-11-10T04:34:26.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630534,92.9862023653088,45.34313725490196,1610612761,52,42,2024-11-10T04:35:20Z,2720000,False,-23.0,13.0,1,right,MISS O. Agbaji driving Layup - blocked,"[1630534, 1627826]",1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,2.69,Missed,Agbaji,O. Agbaji,,,,,,,,,,,Zubac,1627826.0,,,,,,
279,PT01M44.00S,2024-11-10T04:34:26.8Z,2,REGULAR,block,,[],1627826,,,1610612761,52,42,2024-11-10T04:34:29Z,2730000,False,,,0,,I. Zubac BLOCK (2 BLK),[1627826],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,
280,PT01M42.00S,2024-11-10T04:34:28.8Z,2,REGULAR,rebound,defensive,[],201935,,,1610612746,52,42,2024-11-10T04:35:20Z,2740000,False,,,0,,J. Harden REBOUND (Off:0 Def:4),[201935],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Harden,J. Harden,278.0,4.0,4.0,0.0,,,,,,,,,,,,,,
281,PT01M33.00S,2024-11-10T04:34:35.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,8.229303547963205,44.85294117647059,1610612746,52,42,2024-11-10T04:34:39Z,2750000,False,26.0,25.0,1,left,MISS T. Mann driving Layup - blocked,"[1629611, 1627751]",1610612746.0,LAC,driving,,,,,,Restricted Area,0-8 Center,3.58,Missed,Mann,T. Mann,,,,,,,,,,,Pöltl,1627751.0,,,,,,
282,PT01M33.00S,2024-11-10T04:34:35.9Z,2,REGULAR,block,,[],1627751,,,1610612746,52,42,2024-11-10T04:34:37Z,2760000,False,,,0,,J. Pöltl BLOCK (2 BLK),[1627751],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,Pöltl,J. Pöltl,,,,,,,,,,,,,,,,,,
283,PT01M32.00S,2024-11-10T04:34:36.9Z,2,REGULAR,rebound,defensive,[],1630534,,,1610612761,52,42,2024-11-10T04:36:02Z,2770000,False,,,0,,O. Agbaji REBOUND (Off:2 Def:3),[1630534],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,Agbaji,O. Agbaji,281.0,5.0,3.0,2.0,,,,,,,,,,,,,,
284,PT01M27.00S,2024-11-10T04:34:40.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630558,93.9060446780552,54.41176470588235,1610612761,52,44,2024-11-10T04:34:48Z,2780000,False,22.0,5.0,1,right,D. Mitchell running Layup (6 PTS),[1630558],1610612761.0,TOR,running,,,,,,Restricted Area,0-8 Center,2.26,Made,Mitchell,D. Mitchell,,,,,,,,,,6.0,,,,,,,,
286,PT01M05.00S,2024-11-10T04:35:02.1Z,2,REGULAR,3pt,Jump Shot,[],1629611,25.837713534822605,17.892156862745097,1610612746,52,44,2024-11-10T04:35:06Z,2800000,False,161.0,190.0,1,left,MISS T. Mann 24' 3PT,[1629611],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,24.9,Missed,Mann,T. Mann,,,,,,,,,,,,,,,,,,
287,PT01M03.00S,2024-11-10T04:35:04.1Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612761,52,44,2024-11-10T04:35:06Z,2810000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:1),[1630558],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,,Mitchell,D. Mitchell,286.0,2.0,1.0,1.0,,,,,,,,,,,,,,
288,PT00M59.50S,2024-11-10T04:35:12.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629628,94.03745072273325,54.166666666666664,1610612761,52,44,2024-11-10T04:37:32Z,2820000,False,21.0,4.0,1,right,MISS R. Barrett running Layup - blocked,"[1629628, 1627826]",1610612761.0,TOR,running,,,,,,Restricted Area,0-8 Center,2.11,Missed,Barrett,R. Barrett,,,,,,,,,,,Zubac,1627826.0,,,,,,
289,PT00M59.50S,2024-11-10T04:35:12.6Z,2,REGULAR,block,,[],1627826,,,1610612761,52,44,2024-11-10T04:35:15Z,2830000,False,,,0,,I. Zubac BLOCK (3 BLK),[1627826],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,
290,PT00M58.50S,2024-11-10T04:35:13.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,52,44,2024-11-10T04:37:32Z,2840000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,,,288.0,,,,,,,,,,,,,,,,,
292,PT00M53.50S,2024-11-10T04:35:38.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630558,92.46057818659659,3.6764705882352944,1610612761,52,44,2024-11-10T04:35:44Z,2860000,False,-232.0,18.0,1,right,MISS D. Mitchell 3PT,[1630558],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,23.23,Missed,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
293,PT00M52.70S,2024-11-10T04:35:39.6Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,52,44,2024-11-10T04:37:56Z,2870000,False,,,0,,I. Zubac REBOUND (Off:2 Def:8),[1627826],1610612746.0,LAC,,,,,,,Left Corner 3,24+ Left,,,Zubac,I. Zubac,292.0,10.0,8.0,2.0,,,,,,,,,,,,,,
294,PT00M33.90S,2024-11-10T04:35:59.0Z,2,REGULAR,turnover,bad pass,[],201935,,,1610612746,52,44,2024-11-10T04:38:25Z,2880000,False,,,0,,J. Harden bad pass TURNOVER (2 TO),"[201935, 1630534]",1610612746.0,LAC,,,,,,,Mid-Range,8-16 Center,,,Harden,J. Harden,,,,,,,,,,,,,,,,2.0,Agbaji,1630534.0
295,PT00M33.90S,2024-11-10T04:35:59.0Z,2,REGULAR,steal,,[],1630534,,,1610612761,52,44,2024-11-10T04:36:01Z,2890000,False,,,0,,O. Agbaji STEAL (1 STL),[1630534],1610612761.0,TOR,,,,,,,Mid-Range,8-16 Center,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,
296,PT00M29.80S,2024-11-10T04:36:03.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641711,92.85479632063075,50.98039215686274,1610612761,52,46,2024-11-10T04:36:15Z,2900000,False,5.0,15.0,1,right,G. Dick running finger roll Layup (12 PTS) (O. Agbaji 3 AST),"[1641711, 1630534]",1610612761.0,TOR,running finger roll,,,,,,Restricted Area,0-8 Center,1.55,Made,Dick,G. Dick,,,,,,,,,,12.0,,,O. Agbaji,1630534.0,3.0,,,
298,PT00M08.00S,2024-11-10T04:36:30.7Z,2,REGULAR,3pt,Jump Shot,[],1626181,25.443495400788436,13.23529411764706,1610612746,52,46,2024-11-10T04:39:03Z,2920000,False,184.0,187.0,1,left,MISS N. Powell 26' pullup 3PT,[1626181],1610612746.0,LAC,pullup,,,,,,Above the Break 3,24+ Right Center,26.2,Missed,Powell,N. Powell,,,,,,,,,,,,,,,,,,
299,PT00M06.70S,2024-11-10T04:36:32.0Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612761,52,46,2024-11-10T04:39:03Z,2930000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:2),[1630558],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,,Mitchell,D. Mitchell,298.0,3.0,2.0,1.0,,,,,,,,,,,,,,
300,PT00M00.70S,2024-11-10T04:36:39.9Z,2,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612761,52,46,2024-11-10T04:37:02Z,2940000,False,,,0,,I. Zubac shooting personal FOUL (1 PF) (Pöltl 2 FT),"[1627826, 1627751]",1610612746.0,LAC,shooting,,,,,,Restricted Area,0-8 Center,,,Zubac,I. Zubac,,,,,1204.0,1.0,0.0,Pöltl,1627751.0,,,,,,,,,
302,PT00M00.70S,2024-11-10T04:37:12.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1627751,,,1610612761,52,46,2024-11-10T04:37:12Z,2960000,False,,,0,,MISS J. Pöltl Free Throw 1 of 2,[1627751],1610612761.0,TOR,,,,,,,,,,Missed,Pöltl,J. Pöltl,,,,,,,,,,,,,,,,,,
303,PT00M00.70S,2024-11-10T04:37:12.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,52,46,2024-11-10T04:37:12Z,2970000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,302.0,,,,,,,,,,,,,,,,,
304,PT00M00.70S,2024-11-10T04:37:18.3Z,2,REGULAR,substitution,out,[],1630534,,,1610612761,52,46,2024-11-10T04:37:24Z,2980000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,
305,PT00M00.70S,2024-11-10T04:37:18.3Z,2,REGULAR,substitution,in,[],1642367,,,1610612761,52,46,2024-11-10T04:37:24Z,2990000,False,,,0,,SUB in: J. Mogbo,[1642367],1610612761.0,TOR,,,,,,,,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,
306,PT00M00.70S,2024-11-10T04:37:35.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1627751,,,1610612761,52,47,2024-11-10T04:37:35Z,3000000,False,,,0,,J. Pöltl Free Throw 2 of 2 (4 PTS),[1627751],1610612761.0,TOR,,,,,,,,,,Made,Pöltl,J. Pöltl,,,,,,,,,,4.0,,,,,,,,
307,PT00M00.00S,2024-11-10T04:37:43.0Z,2,REGULAR,period,end,[],0,,,1610612746,52,47,2024-11-10T04:37:43Z,3010000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2024-11-10T04:52:51.5Z,3,REGULAR,substitution,out,['startperiod'],1627739,,,1610612746,52,47,2024-11-10T04:53:04Z,3020000,False,,,0,,SUB out: K. Dunn,[1627739],1610612746.0,LAC,,,,,,,,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2024-11-10T04:52:51.5Z,3,REGULAR,substitution,out,['startperiod'],1630558,,,1610612746,52,47,2024-11-10T04:53:04Z,3030000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612761.0,TOR,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2024-11-10T04:52:51.5Z,3,REGULAR,substitution,out,['startperiod'],1642367,,,1610612746,52,47,2024-11-10T04:53:04Z,3040000,False,,,0,,SUB out: J. Mogbo,[1642367],1610612761.0,TOR,,,,,,,,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2024-11-10T04:52:51.5Z,3,REGULAR,substitution,in,['startperiod'],1627884,,,1610612746,52,47,2024-11-10T04:53:04Z,3050000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612746.0,LAC,,,,,,,,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2024-11-10T04:52:51.5Z,3,REGULAR,substitution,in,['startperiod'],1630193,,,1610612746,52,47,2024-11-10T04:53:04Z,3060000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,,,,,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2024-11-10T04:52:51.5Z,3,REGULAR,substitution,in,['startperiod'],1630534,,,1610612746,52,47,2024-11-10T04:53:04Z,3070000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2024-11-10T04:53:10.7Z,3,REGULAR,period,start,[],0,,,1610612761,52,47,2024-11-10T04:53:10Z,3080000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT11M53.00S,2024-11-10T04:53:22.8Z,3,REGULAR,3pt,Jump Shot,[],1630534,5.338370565045992,96.81372549019608,1610612761,52,50,2024-11-10T04:53:58Z,3090000,False,-234.0,-2.0,1,left,O. Agbaji 3PT  (12 PTS) (I. Quickley 1 AST),"[1630534, 1630193]",1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,23.41,Made,Agbaji,O. Agbaji,,,,,,,,,,12.0,,,I. Quickley,1630193.0,1.0,,,
317,PT11M32.00S,2024-11-10T04:53:38.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,92.9862023653088,48.529411764705884,1610612746,54,50,2024-11-10T04:53:46Z,3110000,False,-7.0,13.0,1,right,I. Zubac reverse Layup (12 PTS) (J. Harden 4 AST),"[1627826, 201935]",1610612746.0,LAC,reverse,,,,,,Restricted Area,0-8 Center,1.53,Made,Zubac,I. Zubac,,,,,,,,,,12.0,,,J. Harden,201935.0,4.0,,,
319,PT11M28.00S,2024-11-10T04:53:45.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,5.469776609724048,45.588235294117645,1610612761,54,50,2024-11-10T04:54:50Z,3130000,False,22.0,-1.0,1,left,MISS I. Quickley driving Layup,[1630193],1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,2.21,Missed,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,
320,PT11M26.00S,2024-11-10T04:53:47.0Z,3,REGULAR,rebound,defensive,[],1629611,,,1610612746,54,50,2024-11-10T04:54:50Z,3140000,False,,,0,,T. Mann REBOUND (Off:1 Def:2),[1629611],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Mann,T. Mann,319.0,3.0,2.0,1.0,,,,,,,,,,,,,,
321,PT11M08.00S,2024-11-10T04:54:02.2Z,3,REGULAR,3pt,Jump Shot,[],1627884,86.94152431011827,4.166666666666666,1610612746,54,50,2024-11-10T04:55:27Z,3150000,False,-229.0,70.0,1,right,MISS D. Jones Jr. 3PT,[1627884],1610612746.0,LAC,,,,,,,Left Corner 3,24+ Left,23.97,Missed,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,
322,PT11M06.00S,2024-11-10T04:54:04.2Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612761,54,50,2024-11-10T04:55:27Z,3160000,False,,,0,,J. Pöltl REBOUND (Off:1 Def:6),[1627751],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,,Pöltl,J. Pöltl,321.0,7.0,6.0,1.0,,,,,,,,,,,,,,
323,PT11M05.00S,2024-11-10T04:54:07.7Z,3,REGULAR,turnover,bad pass,[],1627751,,,1610612761,54,50,2024-11-10T04:55:47Z,3170000,False,,,0,,J. Pöltl bad pass TURNOVER (2 TO),"[1627751, 1627826]",1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,,Pöltl,J. Pöltl,,,,,,,,,,,,,,,,2.0,Zubac,1627826.0
324,PT11M05.00S,2024-11-10T04:54:07.7Z,3,REGULAR,steal,,[],1627826,,,1610612746,54,50,2024-11-10T04:54:10Z,3180000,False,,,0,,I. Zubac STEAL (1 STL),[1627826],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,
325,PT10M58.00S,2024-11-10T04:54:11.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201935,69.46452036793693,26.96078431372549,1610612746,54,50,2024-11-10T04:54:17Z,3190000,False,-115.0,235.0,1,right,MISS J. Harden 26' 3PT,[201935],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,26.13,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,
326,PT10M56.00S,2024-11-10T04:54:16.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,54,50,2024-11-10T04:54:16Z,3200000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,,,325.0,,,,,,,,,,,,,,,,,
328,PT10M51.00S,2024-11-10T04:54:38.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201935,91.14651773981603,42.8921568627451,1610612746,54,50,2024-11-10T04:57:14Z,3220000,False,-36.0,31.0,1,right,MISS J. Harden driving Layup,[201935],1610612746.0,LAC,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.69,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,
329,PT10M49.00S,2024-11-10T04:54:40.0Z,3,REGULAR,rebound,defensive,[],1630534,,,1610612761,54,50,2024-11-10T04:57:14Z,3230000,False,,,0,,O. Agbaji REBOUND (Off:2 Def:4),[1630534],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,,Agbaji,O. Agbaji,328.0,6.0,4.0,2.0,,,,,,,,,,,,,,
330,PT10M46.00S,2024-11-10T04:54:44.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629628,6.258212877792378,55.392156862745104,1610612761,54,50,2024-11-10T04:57:18Z,3240000,False,-27.0,6.0,1,left,MISS R. Barrett running Layup - blocked,"[1629628, 1627884]",1610612761.0,TOR,running,,,,,,Restricted Area,0-8 Center,2.77,Missed,Barrett,R. Barrett,,,,,,,,,,,Jones Jr.,1627884.0,,,,,,
331,PT10M46.00S,2024-11-10T04:54:44.2Z,3,REGULAR,block,,[],1627884,,,1610612761,54,50,2024-11-10T04:54:46Z,3250000,False,,,0,,D. Jones Jr. BLOCK (1 BLK),[1627884],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,
334,PT10M44.00S,2024-11-10T04:54:46.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612746,54,50,2024-11-10T04:57:18Z,3255000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,,,330.0,,,,,,,,,,,,,,,,,
332,PT10M44.00S,2024-11-10T04:55:42.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,54,50,2024-11-10T04:56:52Z,3260000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT10M25.00S,2024-11-10T04:59:14.2Z,3,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612746,54,50,2024-11-10T04:59:21Z,3290000,False,,,0,,J. Pöltl shooting personal FOUL (2 PF) (Jones Jr. 2 FT),"[1627751, 1627884]",1610612761.0,TOR,shooting,,,,,,Restricted Area,0-8 Center,,,Pöltl,J. Pöltl,,,,,1204.0,2.0,0.0,Jones Jr.,1627884.0,,,,,,,,,
339,PT10M25.00S,2024-11-10T04:59:42.1Z,3,REGULAR,freethrow,1 of 2,[],1627884,,,1610612746,55,50,2024-11-10T04:59:42Z,3310000,False,,,0,,D. Jones Jr. Free Throw 1 of 2 (1 PTS),[1627884],1610612746.0,LAC,,,,,,,,,,Made,Jones Jr.,D. Jones Jr.,,,,,,,,,,1.0,,,,,,,,
