actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
351,PT07M31.00S,2024-11-07T04:40:21.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628997,94.03745072273325,50.98039215686274,1610612755,64,57,2024-11-07T04:40:27Z,3430000,False,5.0,4.0,1,right,C. Martin running reverse Layup (10 PTS) (T. Maxey 1 AST),"[1628997, 1630178]",1610612755.0,PHI,running reverse,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,0.6,Made,10.0,T. Maxey,1630178.0,1.0,,,,,,,,
353,PT07M13.00S,2024-11-07T04:40:41.5Z,3,REGULAR,foul,personal,[],1626162,,,1610612746,64,57,2024-11-07T04:42:20Z,3450000,False,,,0,,K. Oubre Jr. personal FOUL (4 PF),"[1626162, 1626181]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,202058.0,,4.0,0.0,Powell,1626181.0,,,,,,,,,,,,,,
355,PT07M13.00S,2024-11-07T04:40:59.5Z,3,REGULAR,substitution,out,[],202331,,,1610612746,64,57,2024-11-07T04:41:04Z,3470000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT07M13.00S,2024-11-07T04:40:59.5Z,3,REGULAR,substitution,in,[],200768,,,1610612746,64,57,2024-11-07T04:41:04Z,3480000,False,,,0,,SUB in: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT06M59.00S,2024-11-07T04:41:33.2Z,3,REGULAR,3pt,Jump Shot,[],1629611,2.9730617608409986,97.54901960784314,1610612746,64,57,2024-11-07T04:42:47Z,3490000,False,-238.0,-25.0,1,left,MISS T. Mann 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,,,,,,,23.9,Missed,,,,,,,,,,,,
358,PT06M56.00S,2024-11-07T04:41:36.2Z,3,REGULAR,rebound,defensive,[],1628997,,,1610612755,64,57,2024-11-07T04:42:47Z,3500000,False,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,357.0,1.0,1.0,0.0,,,,
359,PT06M53.00S,2024-11-07T04:41:40.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1626162,92.59198423127464,50.245098039215684,1610612755,64,59,2024-11-07T04:41:48Z,3510000,False,1.0,17.0,1,right,K. Oubre Jr. running DUNK (9 PTS) (C. Martin 2 AST),"[1626162, 1628997]",1610612755.0,PHI,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,1.71,Made,9.0,C. Martin,1628997.0,2.0,,,,,,,,
361,PT06M53.00S,2024-11-07T04:41:47.0Z,3,REGULAR,foul,personal,['1freethrow'],1627826,,,1610612755,64,59,2024-11-07T04:41:57Z,3530000,False,,,0,,I. Zubac shooting personal FOUL (1 PF) (Oubre Jr. 1 FT),"[1627826, 1626162]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,203593.0,,1.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,,,,,,
363,PT06M53.00S,2024-11-07T04:42:10.6Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1626162,,,1610612755,64,60,2024-11-07T04:42:10Z,3550000,False,,,0,,K. Oubre Jr. Free Throw 1 of 1 (10 PTS),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,Made,10.0,,,,,,,,,,,
364,PT06M36.00S,2024-11-07T04:42:34.9Z,3,REGULAR,foul,personal,[],1630178,,,1610612746,64,60,2024-11-07T04:42:47Z,3560000,False,,,0,,T. Maxey personal FOUL (2 PF),"[1630178, 201935]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,202058.0,,2.0,0.0,Harden,201935.0,,,,,,,,,,,,,,
366,PT06M36.00S,2024-11-07T04:43:03.3Z,3,REGULAR,turnover,5-second-violation,['team'],0,,,1610612746,64,60,2024-11-07T04:43:40Z,3580000,False,,,0,,LAC 5-second-violation Team TURNOVER,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
367,PT06M21.00S,2024-11-07T04:43:29.1Z,3,REGULAR,foul,personal,['2freethrow'],1627884,,,1610612755,64,60,2024-11-07T04:43:45Z,3590000,False,,,0,,D. Jones Jr. shooting personal FOUL (2 PF) (Martin 2 FT),"[1627884, 1628997]",1610612746.0,LAC,shooting,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,202058.0,,2.0,0.0,Martin,1628997.0,,,,,,,,,,,,,,
369,PT06M21.00S,2024-11-07T04:43:58.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628997,,,1610612755,64,60,2024-11-07T04:44:21Z,3610000,False,,,0,,MISS C. Martin Free Throw 1 of 2,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
370,PT06M21.00S,2024-11-07T04:43:58.6Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612755,64,60,2024-11-07T04:44:21Z,3620000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,369.0,,,,,,,
371,PT06M21.00S,2024-11-07T04:43:58.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628997,,,1610612755,64,60,2024-11-07T04:44:21Z,3630000,False,,,0,,MISS C. Martin Free Throw 2 of 2,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
372,PT06M19.00S,2024-11-07T04:44:00.6Z,3,REGULAR,rebound,defensive,[],1626181,,,1610612746,64,60,2024-11-07T04:44:21Z,3640000,False,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,371.0,1.0,1.0,0.0,,,,
373,PT06M07.00S,2024-11-07T04:44:32.2Z,3,REGULAR,3pt,Jump Shot,[],1627884,5.338370565045992,97.30392156862744,1610612746,64,60,2024-11-07T04:44:55Z,3650000,False,-237.0,-2.0,1,left,MISS D. Jones Jr. 3PT,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,,,,,,,23.65,Missed,,,,,,,,,,,,
374,PT06M04.00S,2024-11-07T04:44:35.2Z,3,REGULAR,rebound,defensive,[],1626162,,,1610612755,64,60,2024-11-07T04:44:55Z,3660000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,373.0,2.0,2.0,0.0,,,,
375,PT05M57.00S,2024-11-07T04:44:42.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,93.38042049934296,51.71568627450981,1610612755,64,62,2024-11-07T04:45:19Z,3670000,False,9.0,10.0,1,right,C. Martin cutting Layup (12 PTS) (K. Oubre Jr. 2 AST),"[1628997, 1626162]",1610612755.0,PHI,cutting,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,1.3,Made,12.0,K. Oubre Jr.,1626162.0,2.0,,,,,,,,
377,PT05M55.00S,2024-11-07T04:44:48.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,64,62,2024-11-07T04:44:48Z,3690000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT05M37.00S,2024-11-07T04:48:35.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627884,6.1268068331143235,52.450980392156865,1610612746,66,62,2024-11-07T04:48:40Z,3700000,False,-12.0,5.0,1,left,D. Jones Jr. alley-oop DUNK (14 PTS) (N. Powell 3 AST),"[1627884, 1626181]",1610612746.0,LAC,alley-oop,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,1.33,Made,14.0,N. Powell,1626181.0,3.0,,,,,,,,
380,PT05M18.00S,2024-11-07T04:48:57.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626181,,,1610612755,66,62,2024-11-07T04:49:12Z,3720000,False,,,0,,N. Powell personal FOUL (3 PF) (Martin 2 FT),"[1626181, 1628997]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Mid-Range,16-24 Center,202901.0,,3.0,0.0,Martin,1628997.0,,,,,,,,,,,,,,
382,PT05M18.00S,2024-11-07T04:49:27.5Z,3,REGULAR,freethrow,1 of 2,[],1628997,,,1610612755,66,63,2024-11-07T04:49:27Z,3740000,False,,,0,,C. Martin Free Throw 1 of 2 (13 PTS),[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,,Made,13.0,,,,,,,,,,,
383,PT05M18.00S,2024-11-07T04:49:46.8Z,3,REGULAR,freethrow,2 of 2,[],1628997,,,1610612755,66,64,2024-11-07T04:49:46Z,3750000,False,,,0,,C. Martin Free Throw 2 of 2 (14 PTS),[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,,Made,14.0,,,,,,,,,,,
384,PT04M59.00S,2024-11-07T04:50:07.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,7.884362680683312,59.39797794117647,1610612746,68,64,2024-11-07T04:50:15Z,3760000,False,-47.0,22.0,1,left,J. Harden driving bank Jump Shot (7 PTS),[201935],1610612746.0,LAC,driving bank,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.17,Made,7.0,,,,,,,,,,,
385,PT04M43.00S,2024-11-07T04:50:23.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203083,90.62089356110381,48.03921568627451,1610612755,68,66,2024-11-07T04:51:11Z,3770000,False,-10.0,36.0,1,right,A. Drummond driving reverse Layup (9 PTS) (K. Lowry 4 AST),"[203083, 200768]",1610612755.0,PHI,driving reverse,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,3.7,Made,9.0,K. Lowry,200768.0,4.0,,,,,,,,
387,PT04M28.00S,2024-11-07T04:50:39.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,9.806176084099869,48.03921568627451,1610612746,70,66,2024-11-07T04:50:43Z,3790000,False,10.0,40.0,1,left,J. Harden driving floating Jump Shot (9 PTS),[201935],1610612746.0,LAC,driving floating,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,4.09,Made,9.0,,,,,,,,,,,
388,PT04M17.00S,2024-11-07T04:50:52.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201935,,,1610612755,70,66,2024-11-07T04:50:58Z,3800000,False,,,0,,J. Harden shooting personal FOUL (1 PF) (Drummond 2 FT),"[201935, 203083]",1610612746.0,LAC,shooting,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,202901.0,,1.0,0.0,Drummond,203083.0,,,,,,,,,,,,,,
390,PT04M17.00S,2024-11-07T04:51:24.5Z,3,REGULAR,freethrow,1 of 2,[],203083,,,1610612755,70,66,2024-11-07T04:55:41Z,3825000,False,,,0,,MISS A. Drummond Free Throw 1 of 2,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
391,PT04M17.00S,2024-11-07T04:51:24.5Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612755,70,66,2024-11-07T04:55:41Z,3832500,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,390.0,,,,,,,
423,PT04M17.00S,2024-11-07T04:51:48.7Z,3,REGULAR,substitution,out,[],1629611,,,1610612755,70,66,2024-11-07T04:56:30Z,3834375,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT04M17.00S,2024-11-07T04:51:48.7Z,3,REGULAR,substitution,out,[],1626181,,,1610612755,70,66,2024-11-07T04:56:30Z,3835312,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT04M17.00S,2024-11-07T04:51:48.7Z,3,REGULAR,substitution,in,[],1627739,,,1610612755,70,66,2024-11-07T04:56:30Z,3836015,False,,,0,,SUB in: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT04M17.00S,2024-11-07T04:51:48.7Z,3,REGULAR,substitution,in,[],201587,,,1610612755,70,66,2024-11-07T04:57:25Z,3836132,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT04M17.00S,2024-11-07T04:51:24.5Z,3,REGULAR,freethrow,2 of 2,[],203083,,,1610612755,70,66,2024-11-07T04:55:41Z,3836250,False,,,0,,MISS A. Drummond Free Throw 2 of 2,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
397,PT04M15.00S,2024-11-07T04:51:26.5Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,70,66,2024-11-07T04:55:41Z,3838125,False,,,0,,I. Zubac REBOUND (Off:2 Def:6),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,396.0,8.0,6.0,2.0,,,,
398,PT03M54.00S,2024-11-07T04:52:12.9Z,3,REGULAR,3pt,Jump Shot,[],201935,35.87590341655716,35.045189950980394,1610612746,70,66,2024-11-07T04:55:17Z,3875000,False,75.0,285.0,1,left,MISS J. Harden 29' 3PT,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,,29.44,Missed,,,,,,,,,,,,
399,PT03M53.00S,2024-11-07T04:52:13.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612755,70,66,2024-11-07T04:55:17Z,3877500,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,398.0,,,,,,,
430,PT03M53.00S,2024-11-07T04:52:41.4Z,3,REGULAR,substitution,out,[],1626162,,,1610612755,70,66,2024-11-07T04:58:31Z,3925000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT03M53.00S,2024-11-07T04:52:41.4Z,3,REGULAR,substitution,in,[],201569,,,1610612755,70,66,2024-11-07T04:58:31Z,3927500,False,,,0,,SUB in: E. Gordon,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT03M42.00S,2024-11-07T04:53:01.2Z,3,REGULAR,3pt,Jump Shot,[],200768,69.72733245729303,80.63725490196079,1610612755,70,66,2024-11-07T04:54:16Z,3930000,False,153.0,232.0,1,right,MISS K. Lowry 27' pullup 3PT,[200768],1610612755.0,PHI,pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,,,,,,,27.81,Missed,,,,,,,,,,,,
402,PT03M41.00S,2024-11-07T04:53:02.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612746,70,66,2024-11-07T04:54:16Z,3940000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,401.0,,,,,,,
404,PT03M41.00S,2024-11-07T04:53:09.6Z,3,REGULAR,substitution,out,[],1627884,,,1610612746,70,66,2024-11-07T04:53:14Z,3960000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT03M41.00S,2024-11-07T04:53:09.6Z,3,REGULAR,substitution,in,[],1629599,,,1610612746,70,66,2024-11-07T04:53:14Z,3970000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT03M23.00S,2024-11-07T04:53:36.9Z,3,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612746,70,66,2024-11-07T04:53:48Z,3980000,False,,,0,,T. Maxey shooting personal FOUL (3 PF) (Harden 2 FT),"[1630178, 201935]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,203593.0,,3.0,0.0,Harden,201935.0,,,,,,,,,,,,,,
408,PT03M23.00S,2024-11-07T04:54:02.2Z,3,REGULAR,freethrow,1 of 2,[],201935,,,1610612746,71,66,2024-11-07T04:54:02Z,4000000,False,,,0,,J. Harden Free Throw 1 of 2 (10 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,Made,10.0,,,,,,,,,,,
409,PT03M23.00S,2024-11-07T04:54:19.3Z,3,REGULAR,freethrow,2 of 2,[],201935,,,1610612746,72,66,2024-11-07T04:54:19Z,4010000,False,,,0,,J. Harden Free Throw 2 of 2 (11 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,Made,11.0,,,,,,,,,,,
411,PT03M04.00S,2024-11-07T04:54:52.6Z,3,REGULAR,substitution,out,[],1627826,,,1610612755,72,66,2024-11-07T04:54:59Z,4030000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT03M04.00S,2024-11-07T04:54:52.6Z,3,REGULAR,substitution,in,[],1630539,,,1610612755,72,66,2024-11-07T04:54:59Z,4040000,False,,,0,,SUB in: K. Jones,[1630539],1610612746.0,LAC,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT03M04.00S,2024-11-07T04:54:52.6Z,3,REGULAR,substitution,out,[],203083,,,1610612755,72,66,2024-11-07T04:55:09Z,4050000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT03M04.00S,2024-11-07T04:54:52.6Z,3,REGULAR,substitution,in,[],1627824,,,1610612755,72,66,2024-11-07T04:55:09Z,4060000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT02M58.00S,2024-11-07T04:55:23.0Z,3,REGULAR,3pt,Jump Shot,[],1630178,64.20827858081472,51.9607843137255,1610612755,72,66,2024-11-07T04:55:29Z,4070000,False,10.0,284.0,1,right,MISS T. Maxey 28' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,28.41,Missed,,,,,,,,,,,,
416,PT02M57.00S,2024-11-07T04:55:24.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612746,72,66,2024-11-07T04:55:29Z,4080000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,415.0,,,,,,,
418,PT02M45.00S,2024-11-07T04:55:47.6Z,3,REGULAR,3pt,Jump Shot,[],201935,30.56833114323259,71.32352941176471,1610612746,75,66,2024-11-07T05:00:16Z,4100000,False,-107.0,235.0,1,left,J. Harden 25' 3PT step back (14 PTS),[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,,25.79,Made,14.0,,,,,,,,,,,
419,PT02M23.00S,2024-11-07T04:56:10.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,92.72339027595268,54.65686274509803,1610612755,75,68,2024-11-07T04:56:16Z,4110000,False,23.0,16.0,1,right,G. Yabusele reverse Layup (4 PTS) (E. Gordon 2 AST),"[1627824, 201569]",1610612755.0,PHI,reverse,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,2.82,Made,4.0,E. Gordon,201569.0,2.0,,,,,,,,
421,PT02M14.00S,2024-11-07T04:56:23.6Z,3,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1627824,,,1610612746,75,68,2024-11-07T04:56:31Z,4130000,False,,,0,,G. Yabusele shooting personal FOUL (1 PF) (Harden 3 FT),"[1627824, 201935]",1610612755.0,PHI,shooting,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,203593.0,,1.0,0.0,Harden,201935.0,,,,,,,,,,,,,,
427,PT02M14.00S,2024-11-07T04:57:01.7Z,3,REGULAR,timeout,full,['team'],0,,,1610612746,75,68,2024-11-07T04:57:01Z,4150000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT02M14.00S,2024-11-07T04:58:50.6Z,3,REGULAR,substitution,out,[],1630539,,,1610612746,75,68,2024-11-07T04:59:22Z,4170000,False,,,0,,SUB out: K. Jones,[1630539],1610612746.0,LAC,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT02M14.00S,2024-11-07T04:58:50.6Z,3,REGULAR,substitution,in,[],1629645,,,1610612746,75,68,2024-11-07T04:59:22Z,4180000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612746.0,LAC,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M14.00S,2024-11-07T04:59:31.7Z,3,REGULAR,freethrow,1 of 3,[],201935,,,1610612746,76,68,2024-11-07T04:59:31Z,4190000,False,,,0,,J. Harden Free Throw 1 of 3 (15 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,Made,15.0,,,,,,,,,,,
435,PT02M14.00S,2024-11-07T04:59:48.5Z,3,REGULAR,freethrow,2 of 3,[],201935,,,1610612746,77,68,2024-11-07T04:59:48Z,4200000,False,,,0,,J. Harden Free Throw 2 of 3 (16 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,Made,16.0,,,,,,,,,,,
436,PT02M14.00S,2024-11-07T05:00:06.0Z,3,REGULAR,freethrow,3 of 3,[],201935,,,1610612746,78,68,2024-11-07T05:00:06Z,4210000,False,,,0,,J. Harden Free Throw 3 of 3 (17 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,Made,17.0,,,,,,,,,,,
437,PT01M56.00S,2024-11-07T05:00:29.3Z,3,REGULAR,turnover,lost ball,[],201569,,,1610612755,78,68,2024-11-07T05:00:33Z,4220000,False,,,0,,E. Gordon lost ball TURNOVER (3 TO),"[201569, 201935]",1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,,3.0,,,,,,,,,,,,,,,,,Harden,201935.0
438,PT01M56.00S,2024-11-07T05:00:29.3Z,3,REGULAR,steal,,[],201935,,,1610612746,78,68,2024-11-07T05:00:31Z,4230000,False,,,0,,J. Harden STEAL (3 STL),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
439,PT01M42.00S,2024-11-07T05:00:45.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629645,5.338370565045992,51.225490196078425,1610612746,80,68,2024-11-07T05:01:47Z,4240000,False,-6.0,-2.0,1,left,K. Porter Jr. driving Layup (2 PTS) (K. Dunn 4 AST),"[1629645, 1627739]",1610612746.0,LAC,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,0.65,Made,2.0,K. Dunn,1627739.0,4.0,,,,,,,,
441,PT01M42.00S,2024-11-07T05:00:49.3Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201569,,,1610612746,80,68,2024-11-07T05:00:56Z,4260000,False,,,0,,E. Gordon shooting personal FOUL (1 PF) (Porter Jr. 1 FT),"[201569, 1629645]",1610612755.0,PHI,shooting,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,202901.0,,1.0,0.0,Porter Jr.,1629645.0,,,,,,,,,,,,,,
443,PT01M42.00S,2024-11-07T05:01:11.8Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1629645,,,1610612746,80,68,2024-11-07T05:01:14Z,4280000,False,,,0,,MISS K. Porter Jr. Free Throw 1 of 1,[1629645],1610612746.0,LAC,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
444,PT01M39.00S,2024-11-07T05:01:14.8Z,3,REGULAR,rebound,defensive,[],1628997,,,1610612755,80,68,2024-11-07T05:14:41Z,4290000,False,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,443.0,2.0,2.0,0.0,,,,
445,PT01M23.00S,2024-11-07T05:01:29.2Z,3,REGULAR,turnover,bad pass,[],201569,,,1610612755,80,68,2024-11-07T05:01:37Z,4300000,False,,,0,,E. Gordon bad pass TURNOVER (4 TO),"[201569, 201587]",1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Left Center,,4.0,,,,,,,,,,,,,,,,,Batum,201587.0
446,PT01M23.00S,2024-11-07T05:01:29.2Z,3,REGULAR,steal,,[],201587,,,1610612746,80,68,2024-11-07T05:01:31Z,4310000,False,,,0,,N. Batum STEAL (3 STL),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
450,PT01M15.00S,2024-11-07T05:01:37.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627739,5.469776609724048,47.30392156862745,1610612746,82,68,2024-11-07T05:17:47Z,4350000,False,13.0,-1.0,1,left,K. Dunn Layup (2 PTS),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,1.35,Made,2.0,,,,,,,,,,,
451,PT00M53.30S,2024-11-07T05:02:00.0Z,3,REGULAR,3pt,Jump Shot,[],1628997,66.44218134034165,62.99019607843137,1610612755,82,68,2024-11-07T05:02:04Z,4360000,False,65.0,263.0,1,right,MISS C. Martin 27' 3PT,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,,,,,,,27.08,Missed,,,,,,,,,,,,
